 slim_762375800 slim_762375822 slim_762375790 slim_762375779 slim_762375786 slim_762375801 slim_762375808 slim_762375789 slim_762375809 slim_762375803 slim_762375810 slim_762375805 slim_762375806 slim_762375804 slim_762375821 slim_762375817 slim_762375824 slim_762375819 slim_762375794 slim_762375782 slim_762375780 slim_762375798 slim_762375795 slim_762375788 slim_762375811 slim_762375791 slim_762375784 slim_762375792 slim_762375823 slim_762375783 slim_762375781 slim_762375818 slim_762375820 slim_762375812 slim_762375778 slim_762375802 slim_762375797 slim_762375796 slim_762375793 slim_762375799 slim_762375807 slim_762375816 slim_762375825 slim_762375815 slim_762375785 slim_762375787 slim_762375813 slim_762375814
14 1.35e-06 1.5e-06 1.6e-06 1.75e-06 1.8e-06 1.25e-06 1.75e-06 1.35e-06 1.9e-06 1.8e-06 1.4e-06 1.75e-06 1.95e-06 1.6e-06 1.8e-06 1.7e-06 1.95e-06 1.65e-06 1.75e-06 1.6e-06 1.9e-06 1.8e-06 1.65e-06 1.45e-06 1.4e-06 1.75e-06 1.75e-06 1.15e-06 2.05e-06 1.75e-06 1.65e-06 1.5e-06 1.45e-06 1.4e-06 1.95e-06 1.95e-06 1.3e-06 1.75e-06 2.05e-06 2.3e-06 2e-06 1.65e-06 2.1e-06 1.45e-06 1.6e-06 1.55e-06 1.35e-06 1.85e-06
15 1.45e-06 2.1e-06 1.8e-06 1.85e-06 1.6e-06 1.35e-06 2e-06 1.7e-06 2.2e-06 1.9e-06 1.75e-06 1.95e-06 1.9e-06 2.05e-06 1.7e-06 2.4e-06 1.75e-06 2.05e-06 2.1e-06 1.95e-06 1.4e-06 1.65e-06 1.7e-06 1.4e-06 1.4e-06 1.35e-06 2.2e-06 1.4e-06 1.85e-06 2.25e-06 1.7e-06 1.6e-06 1.7e-06 1.5e-06 2.35e-06 1.7e-06 1.8e-06 2e-06 1.85e-06 1.65e-06 1.95e-06 1.2e-06 1.4e-06 1.9e-06 1.65e-06 1.8e-06 1.35e-06 1.8e-06
16 1.8e-06 2.25e-06 1.7e-06 1.85e-06 1.4e-06 1.7e-06 2e-06 2.1e-06 2.45e-06 1.95e-06 2.1e-06 2.25e-06 2e-06 2.15e-06 1.95e-06 1.75e-06 2.7e-06 2.2e-06 2.3e-06 2.1e-06 1.95e-06 1.85e-06 1.95e-06 1.7e-06 1.95e-06 1.7e-06 2.25e-06 1.55e-06 1.95e-06 2.45e-06 2.05e-06 1.85e-06 1.65e-06 1.75e-06 2.5e-06 1.9e-06 2.05e-06 2.05e-06 1.95e-06 2e-06 2.05e-06 1.7e-06 1.85e-06 2e-06 1.65e-06 2.05e-06 1.9e-06 1.7e-06
17 2.15e-06 1.7e-06 1.2e-06 1.6e-06 2.65e-06 1.4e-06 1.9e-06 1.4e-06 1.5e-06 1.45e-06 1.3e-06 1.5e-06 2.35e-06 1.1e-06 1.65e-06 2.05e-06 2.2e-06 2.1e-06 1.55e-06 1.85e-06 2.15e-06 1.8e-06 1.65e-06 1.5e-06 1.15e-06 2.1e-06 1.65e-06 1.35e-06 2.05e-06 2.2e-06 1.9e-06 1.1e-06 1.15e-06 1.1e-06 2.4e-06 2.5e-06 1.55e-06 1.85e-06 2e-06 2.9e-06 2.45e-06 1.85e-06 2.65e-06 1.35e-06 1.5e-06 1.8e-06 1.1e-06 2.35e-06
18 2.3e-06 1.1e-06 1.95e-06 1.7e-06 2.4e-06 1.5e-06 2.2e-06 1.35e-06 1.15e-06 1.3e-06 1.65e-06 1.6e-06 2.15e-06 1.5e-06 1.75e-06 2.1e-06 2.3e-06 1.55e-06 1.5e-06 1.7e-06 2.1e-06 1.7e-06 1.2e-06 1.65e-06 1.35e-06 2.25e-06 2.2e-06 1.85e-06 1.25e-06 1.95e-06 1.55e-06 1.55e-06 1.8e-06 1.65e-06 2.5e-06 2.25e-06 1.9e-06 2.2e-06 1.3e-06 2.7e-06 2.15e-06 1.9e-06 2.35e-06 1.65e-06 1.9e-06 1.6e-06 1.3e-06 2.3e-06
19 1.95e-06 1.7e-06 1.95e-06 1.8e-06 2.05e-06 1.4e-06 1.85e-06 1.35e-06 1.85e-06 1.9e-06 1.6e-06 1.7e-06 1.8e-06 1.8e-06 1.6e-06 1.95e-06 2.1e-06 1.85e-06 1.7e-06 2.3e-06 2.15e-06 1.95e-06 1.75e-06 1.55e-06 1.65e-06 2.05e-06 1.9e-06 1.7e-06 1.9e-06 1.6e-06 1.5e-06 1.8e-06 1.85e-06 1.7e-06 1.85e-06 2.1e-06 1.6e-06 1.9e-06 1.9e-06 2.45e-06 1.85e-06 1.85e-06 2.3e-06 1.6e-06 1.75e-06 1.35e-06 1.6e-06 1.7e-06
20 1.65e-06 2.2e-06 2e-06 2.05e-06 1.8e-06 1.55e-06 2.2e-06 1.9e-06 2.3e-06 2e-06 1.95e-06 2.05e-06 2.1e-06 2.15e-06 1.9e-06 1.4e-06 1.95e-06 2.15e-06 2.1e-06 2.15e-06 2.8e-06 1.7e-06 1.8e-06 1.6e-06 1.45e-06 1.5e-06 2.4e-06 1.6e-06 1.95e-06 2.45e-06 1.9e-06 1.65e-06 1.9e-06 1.7e-06 2.55e-06 1.9e-06 2e-06 2.2e-06 1.95e-06 1.85e-06 2.15e-06 1.4e-06 1.45e-06 2.1e-06 1.85e-06 2e-06 1.4e-06 2e-06
21 1.85e-06 1.85e-06 1.6e-06 1.55e-06 1.9e-06 1.55e-06 2.1e-06 1.5e-06 1.9e-06 1.55e-06 1.85e-06 2.05e-06 1.85e-06 1.8e-06 1.8e-06 1.65e-06 1.85e-06 1.8e-06 1.7e-06 1.95e-06 1.7e-06 2.2e-06 1.4e-06 1.6e-06 1.15e-06 1.75e-06 2.3e-06 1.4e-06 1.35e-06 2.3e-06 1.55e-06 1.3e-06 1.5e-06 1.35e-06 2.75e-06 1.75e-06 1.95e-06 2.1e-06 1.35e-06 2.4e-06 1.9e-06 1.6e-06 2.15e-06 1.7e-06 1.8e-06 1.9e-06 1.1e-06 2.25e-06
22 1.65e-06 1.4e-06 1.55e-06 1.35e-06 1.95e-06 1.4e-06 2.05e-06 1.3e-06 1.4e-06 1.15e-06 1.65e-06 1.85e-06 2e-06 1.6e-06 1.65e-06 1.7e-06 1.95e-06 1.65e-06 1.2e-06 1.75e-06 1.8e-06 1.4e-06 1.7e-06 1.35e-06 1.05e-06 1.85e-06 2.2e-06 1.3e-06 1.15e-06 2.15e-06 1.55e-06 1.25e-06 1.45e-06 1.25e-06 2.65e-06 1.8e-06 1.8e-06 2.05e-06 1.15e-06 2.55e-06 2.05e-06 1.65e-06 2.2e-06 1.6e-06 1.6e-06 1.7e-06 1e-06 1.95e-06
23 1.4e-06 1.65e-06 1.3e-06 1.4e-06 1.8e-06 9e-07 1.65e-06 1.35e-06 1.65e-06 1.4e-06 1.2e-06 1.5e-06 1.9e-06 1.5e-06 1.45e-06 1.4e-06 1.7e-06 1.5e-06 1.65e-06 1.55e-06 1.6e-06 1.6e-06 1.35e-06 1.4e-06 9e-07 1.55e-06 1.75e-06 1.1e-06 1.75e-06 2.05e-06 1.85e-06 1.1e-06 1.25e-06 1e-06 2.05e-06 1.85e-06 1.35e-06 1.65e-06 1.7e-06 2e-06 2e-06 1.2e-06 1.8e-06 1.55e-06 1e-06 1.55e-06 8.5e-07 1.35e-06
24 1.5e-06 1.55e-06 1e-06 1.3e-06 2.2e-06 9e-07 1.75e-06 1e-06 1.45e-06 1.15e-06 1.15e-06 1.5e-06 2.05e-06 1.2e-06 1.4e-06 1.4e-06 1.95e-06 1.15e-06 1.35e-06 1.65e-06 1.45e-06 1.15e-06 1.05e-06 9e-07 4e-07 1.65e-06 1.9e-06 9e-07 1.55e-06 2.2e-06 1.65e-06 5.5e-07 9.5e-07 6e-07 2.6e-06 1.9e-06 1.5e-06 1.75e-06 1.5e-06 2.6e-06 2.15e-06 1.2e-06 2.15e-06 1.3e-06 1.25e-06 1.65e-06 2e-07 1.95e-06
25 1.5e-06 2.2e-06 1.65e-06 1.85e-06 1.65e-06 1.5e-06 1.95e-06 1.9e-06 2.4e-06 1.9e-06 1.9e-06 2.1e-06 2e-06 2.05e-06 1.75e-06 1.35e-06 1.7e-06 2.1e-06 2.25e-06 2.05e-06 1.5e-06 1.75e-06 1.85e-06 1.55e-06 1.65e-06 2.5e-06 2.15e-06 1.35e-06 2e-06 2.35e-06 1.85e-06 1.65e-06 1.55e-06 1.55e-06 2.4e-06 1.8e-06 1.85e-06 1.95e-06 2e-06 1.7e-06 2.05e-06 1.35e-06 1.45e-06 1.9e-06 1.6e-06 1.9e-06 1.6e-06 1.85e-06
26 2e-06 2.15e-06 1.65e-06 1.95e-06 2.45e-06 1.55e-06 1.65e-06 1.75e-06 2.15e-06 2.05e-06 1.6e-06 1.8e-06 2e-06 1.6e-06 1.75e-06 2.2e-06 2.25e-06 1.65e-06 2.2e-06 1.9e-06 2.4e-06 2.3e-06 2.2e-06 1.75e-06 1.9e-06 2.15e-06 2.4e-06 1.6e-06 2.55e-06 1.75e-06 2.05e-06 1.75e-06 1.6e-06 1.65e-06 1.55e-06 2.45e-06 1.45e-06 1.6e-06 2.5e-06 2.6e-06 2.1e-06 2.1e-06 2.55e-06 1.6e-06 1.6e-06 1.75e-06 1.85e-06 2.2e-06
27 1e-06 1.8e-06 7e-07 1.2e-06 1.7e-06 1.1e-06 1.45e-06 1.3e-06 1.95e-06 1.25e-06 1.35e-06 1.85e-06 1.95e-06 1.3e-06 1.15e-06 1.4e-06 1.55e-06 1.35e-06 1.85e-06 1.7e-06 1.6e-06 1.4e-06 1.3e-06 1.1e-06 9e-07 1.35e-06 1.6e-06 1e-06 1.85e-06 2.1e-06 1.75e-06 8e-07 6.5e-07 7e-07 2.3e-06 1.7e-06 1.3e-06 1.45e-06 1.8e-06 2.3e-06 2.05e-06 1.35e-06 2e-06 1.2e-06 1.05e-06 1.7e-06 8.5e-07 1.7e-06
28 2.2e-06 1.45e-06 2.05e-06 1.5e-06 1.9e-06 1.75e-06 2.35e-06 1.55e-06 1.5e-06 1.35e-06 2.05e-06 2.1e-06 1.75e-06 2e-06 2.05e-06 1.85e-06 1.95e-06 2.05e-06 1.25e-06 1.9e-06 1.95e-06 1.35e-06 1.15e-06 1.75e-06 1.55e-06 2e-06 2.55e-06 1.85e-06 1.5e-06 2.2e-06 1.35e-06 1.75e-06 1.9e-06 1.75e-06 2.8e-06 1.7e-06 2.15e-06 2.35e-06 8e-07 2.35e-06 1.75e-06 1.75e-06 2.15e-06 1.9e-06 2e-06 1.8e-06 1.5e-06 2.3e-06
29 2.1e-06 1.95e-06 2.5e-06 2.2e-06 2.2e-06 1.65e-06 1.75e-06 1.5e-06 2.15e-06 2.4e-06 1.9e-06 2e-06 1.55e-06 2.15e-06 1.75e-06 2.25e-06 2.45e-06 2.2e-06 1.95e-06 1.6e-06 2.45e-06 2.3e-06 2.15e-06 2.05e-06 2.2e-06 2.35e-06 1.75e-06 2.1e-06 2.2e-06 1.8e-06 1.45e-06 2.35e-06 2.35e-06 2.25e-06 1.25e-06 2.2e-06 1.65e-06 1.65e-06 2.25e-06 2.5e-06 1.55e-06 2.25e-06 2.45e-06 1.75e-06 2.25e-06 1.45e-06 2.15e-06 2.25e-06
30 2.05e-06 1.65e-06 2.05e-06 1.65e-06 1.95e-06 1.6e-06 2e-06 1.15e-06 1.75e-06 1.85e-06 1.8e-06 1.9e-06 1.5e-06 1.85e-06 1.65e-06 1.7e-06 2.05e-06 1.9e-06 1.55e-06 1.5e-06 1.9e-06 1.55e-06 1.55e-06 1.85e-06 1.65e-06 1.85e-06 2.05e-06 1.75e-06 1.35e-06 1.45e-06 1.5e-06 1.85e-06 1.9e-06 1.75e-06 2.05e-06 1.75e-06 1.75e-06 2e-06 1.4e-06 2.2e-06 1.5e-06 1.7e-06 2.15e-06 1.45e-06 2.1e-06 1.35e-06 1.6e-06 2.3e-06
31 1.6e-06 1.7e-06 6.5e-07 1.2e-06 2.3e-06 1.1e-06 1.65e-06 1.25e-06 1.7e-06 1.05e-06 1.35e-06 1.7e-06 2.2e-06 1.1e-06 1.5e-06 1.6e-06 1.85e-06 1.1e-06 1.55e-06 1.8e-06 1.65e-06 1.3e-06 1.25e-06 1.1e-06 5.5e-07 1.65e-06 1.75e-06 8e-07 1.75e-06 2.35e-06 1.85e-06 1e-06 6e-07 5.5e-07 2.7e-06 2.05e-06 1.6e-06 1.6e-06 1.7e-06 2.7e-06 2.3e-06 1.4e-06 2.3e-06 1.2e-06 1.1e-06 1.8e-06 5e-07 2.05e-06
32 1.6e-06 1.8e-06 3e-07 1.05e-06 2.25e-06 1.2e-06 1.45e-06 1.4e-06 1.95e-06 1e-06 1.5e-06 1.95e-06 2.25e-06 1.1e-06 1.45e-06 1.7e-06 1.65e-06 1.15e-06 1.8e-06 1.85e-06 1.9e-06 1.5e-06 1.45e-06 1.25e-06 9.5e-07 1.55e-06 1.6e-06 6.5e-07 1.9e-06 2.35e-06 1.9e-06 6e-07 3e-07 5e-07 2.7e-06 2.05e-06 1.65e-06 1.4e-06 1.9e-06 2.65e-06 2.3e-06 1.5e-06 2.4e-06 1.05e-06 9.5e-07 1.85e-06 9e-07 2.05e-06
33 1.5e-06 1.7e-06 5.5e-07 1.1e-06 2.2e-06 1e-06 1.55e-06 1.15e-06 1.7e-06 1.05e-06 1.25e-06 1.7e-06 2.1e-06 1.1e-06 1.4e-06 1.5e-06 1.75e-06 1.1e-06 1.65e-06 1.7e-06 1.7e-06 1.35e-06 1.25e-06 1e-06 6e-07 1.55e-06 1.65e-06 7e-07 1.75e-06 2.25e-06 1.75e-06 5.5e-07 5e-07 8e-07 2.6e-06 1.95e-06 1.5e-06 1.5e-06 1.7e-06 2.6e-06 2.2e-06 1.3e-06 2.3e-06 1.1e-06 1e-06 1.7e-06 5.5e-07 1.95e-06
34 2.05e-06 2.4e-06 2.8e-06 2.6e-06 2.2e-06 1.75e-06 1.7e-06 2.05e-06 2.5e-06 2.85e-06 1.9e-06 1.95e-06 1.6e-06 2.35e-06 1.95e-06 2.35e-06 2.5e-06 2.4e-06 2.5e-06 1.85e-06 2.55e-06 2.75e-06 2.65e-06 2.05e-06 2.6e-06 2.4e-06 1.55e-06 2.3e-06 2.8e-06 1.25e-06 2.05e-06 2.7e-06 2.7e-06 2.6e-06 1.2e-06 2.4e-06 1.45e-06 1.75e-06 2.8e-06 2.25e-06 1.65e-06 2.35e-06 2.25e-06 2.15e-06 2.2e-06 1.7e-06 2.55e-06 2.05e-06
35 1.35e-06 2.25e-06 2.2e-06 1.95e-06 1.55e-06 1.75e-06 2.2e-06 1.9e-06 2.45e-06 2.1e-06 2.2e-06 2.45e-06 1.8e-06 2.45e-06 1.95e-06 1.7e-06 1.9e-06 2.5e-06 2.25e-06 2.1e-06 1.9e-06 1.75e-06 1.8e-06 1.85e-06 1.9e-06 1.8e-06 2.45e-06 1.7e-06 1.7e-06 2.2e-06 1.75e-06 2.05e-06 2.05e-06 1.95e-06 2.4e-06 2.6e-06 2.05e-06 2.2e-06 1.75e-06 2.05e-06 1.75e-06 1.75e-06 1.85e-06 2.05e-06 2.05e-06 2e-06 1.85e-06 2.05e-06
36 1.5e-06 1.8e-06 1.7e-06 1.8e-06 1.95e-06 1.25e-06 1.65e-06 1.45e-06 1.8e-06 1.9e-06 1.15e-06 1.55e-06 1.8e-06 1.55e-06 1.3e-06 1.8e-06 2.05e-06 1.55e-06 1.9e-06 1.6e-06 2e-06 1.95e-06 1.8e-06 1.35e-06 1.5e-06 1.85e-06 1.45e-06 1.3e-06 2.15e-06 1.65e-06 1.75e-06 1.6e-06 1.65e-06 1.5e-06 1.45e-06 2.05e-06 1.8e-06 1.65e-06 2.1e-06 2.25e-06 1.9e-06 1.7e-06 2.15e-06 1.55e-06 1.5e-06 1.55e-06 1.45e-06 1.8e-06
37 1.8e-06 2.15e-06 1.5e-06 1.8e-06 2.2e-06 1.45e-06 1.5e-06 1.75e-06 2.35e-06 1.9e-06 1.8e-06 2.05e-06 1.85e-06 1.8e-06 1.75e-06 2e-06 2.05e-06 1.85e-06 2.2e-06 1.9e-06 2.2e-06 2.1e-06 2.05e-06 1.65e-06 1.75e-06 1.95e-06 1.6e-06 1.45e-06 2.35e-06 1.65e-06 2e-06 1.6e-06 1.4e-06 1.5e-06 1.75e-06 2.2e-06 1.65e-06 2.7e-06 2.35e-06 2.45e-06 1.9e-06 1.9e-06 2.3e-06 1.6e-06 1.55e-06 1.8e-06 1.7e-06 2.05e-06
38 2.2e-06 1.5e-06 2e-06 1.5e-06 1.95e-06 1.75e-06 2.35e-06 1.55e-06 1.5e-06 1.35e-06 2e-06 2.05e-06 1.75e-06 1.95e-06 2.05e-06 1.85e-06 1.95e-06 2e-06 1.3e-06 1.9e-06 1.95e-06 1.35e-06 1.15e-06 1.7e-06 1.5e-06 2e-06 2.5e-06 1.8e-06 8e-07 2.25e-06 1.4e-06 1.7e-06 1.9e-06 1.7e-06 2.8e-06 1.75e-06 2.1e-06 2.35e-06 1.6e-06 2.4e-06 1.8e-06 1.75e-06 2.2e-06 1.9e-06 1.95e-06 1.8e-06 1.45e-06 2.3e-06
39 2e-06 2.6e-06 2.8e-06 2.65e-06 1.65e-06 1.9e-06 2.45e-06 2.6e-06 2.85e-06 2.7e-06 2.4e-06 2.45e-06 2.1e-06 2.85e-06 2.3e-06 1.65e-06 2e-06 2.9e-06 2.7e-06 2.45e-06 1.85e-06 2.4e-06 2.55e-06 2e-06 2.6e-06 1.7e-06 2.6e-06 2.3e-06 2.35e-06 2.5e-06 2.2e-06 2.7e-06 2.65e-06 2.6e-06 2.25e-06 2.05e-06 2.25e-06 2.45e-06 2.4e-06 1.8e-06 2.1e-06 1.65e-06 1.35e-06 2.7e-06 2.15e-06 2.25e-06 2.55e-06 1.95e-06
