 slim_762431679 slim_762431704 slim_762431686 slim_762431689 slim_762431693 slim_762431717 slim_762431671 slim_762431674 slim_762431707 slim_762431725 slim_762431708 slim_762431710 slim_762431702 slim_762431712 slim_762431678 slim_762431690 slim_762431715 slim_762431698 slim_762431716 slim_762431699 slim_762431711 slim_762431726 slim_762431696 slim_762431720 slim_762431687 slim_762431685 slim_762431691 slim_762431680 slim_762431705 slim_762431669 slim_762431681 slim_762431722 slim_762431713 slim_762431718 slim_762431701 slim_762431723 slim_762431700 slim_762431688 slim_762431684 slim_762431694 slim_762431719 slim_762431727 slim_762431677 slim_762431683 slim_762431670 slim_762431695 slim_762431692 slim_762431724 slim_762431673 slim_762431697 slim_762431714 slim_762431675 slim_762431709 slim_762431706 slim_762431721 slim_762431676 slim_762431703 slim_762431672 slim_762431682
10 1.75e-06 2.05e-06 1.85e-06 1.95e-06 2.7e-06 2.05e-06 1.65e-06 1.3e-06 1.3e-06 1.35e-06 1.9e-06 1.6e-06 1.75e-06 2.35e-06 1.85e-06 2.05e-06 2.8e-06 1.45e-06 2.8e-06 1.6e-06 2.25e-06 1.8e-06 2.2e-06 1.85e-06 2.35e-06 2.3e-06 1.5e-06 2.05e-06 2e-06 1.6e-06 1.65e-06 1.5e-06 1.95e-06 2.15e-06 1.55e-06 1.9e-06 1.35e-06 2.15e-06 1.85e-06 1.65e-06 1.7e-06 1.6e-06 1.4e-06 1.6e-06 1.4e-06 1.6e-06 2.1e-06 1.85e-06 1.9e-06 2.15e-06 2.15e-06 1.65e-06 1.45e-06 1.15e-06 1.95e-06 1.1e-06 1.1e-06 1.5e-06 1.95e-06
11 2.05e-06 2.15e-06 1.85e-06 1.75e-06 2.6e-06 1.4e-06 1.85e-06 1.75e-06 1.25e-06 1.3e-06 1.6e-06 1.4e-06 1.95e-06 2.35e-06 1.45e-06 2.3e-06 2.5e-06 1.95e-06 2.8e-06 1.8e-06 1.95e-06 2.05e-06 1.75e-06 1.9e-06 2.4e-06 2.15e-06 1.9e-06 1.8e-06 2.2e-06 1.2e-06 1.95e-06 2e-06 2.15e-06 2.05e-06 1.55e-06 1.75e-06 1.25e-06 2.5e-06 1.5e-06 2.05e-06 2e-06 2.05e-06 1.65e-06 1.9e-06 1.7e-06 1.8e-06 2.25e-06 1.4e-06 1.65e-06 1.8e-06 2.3e-06 1.95e-06 1.65e-06 1.2e-06 2e-06 1.7e-06 1.9e-06 1.8e-06 2.2e-06
12 1.75e-06 2.5e-06 2.1e-06 1.9e-06 2.05e-06 2.5e-06 1.85e-06 2.35e-06 2.25e-06 1.55e-06 1.75e-06 1.95e-06 1.9e-06 2.3e-06 1.75e-06 1.45e-06 2.15e-06 1.85e-06 2.75e-06 2.55e-06 2.25e-06 2.05e-06 2e-06 2.65e-06 1.3e-06 1e-06 1.3e-06 1.95e-06 2.3e-06 2.25e-06 1.7e-06 1.9e-06 2.25e-06 1.85e-06 1.85e-06 1.8e-06 1.45e-06 1.7e-06 1.8e-06 2.05e-06 1.75e-06 1.85e-06 1.6e-06 1.65e-06 2.4e-06 1.85e-06 2.55e-06 2.45e-06 1.75e-06 1.5e-06 2.45e-06 1.95e-06 1.9e-06 2.2e-06 1.05e-06 1.6e-06 2.45e-06 2.55e-06 1.25e-06
13 2.2e-06 2.25e-06 2.6e-06 2.35e-06 2.4e-06 2.3e-06 2.4e-06 2.4e-06 2.4e-06 2.55e-06 2.35e-06 2.35e-06 2.3e-06 3.9e-06 2.2e-06 2.25e-06 2.5e-06 2.6e-06 2.85e-06 2.3e-06 2.3e-06 2.55e-06 2.15e-06 2.2e-06 2.35e-06 2e-06 2.4e-06 2.5e-06 2.05e-06 2.55e-06 2.1e-06 2.65e-06 2.5e-06 2.4e-06 2.35e-06 2.45e-06 2.55e-06 2.5e-06 2.35e-06 2.35e-06 2.15e-06 2.3e-06 2.45e-06 2.05e-06 2.45e-06 2.45e-06 2.25e-06 2.4e-06 2.55e-06 2.25e-06 2.4e-06 2.3e-06 2.15e-06 2.25e-06 2.35e-06 2.35e-06 2.35e-06 2.15e-06 2.1e-06
14 1.85e-06 1.9e-06 1.35e-06 1.2e-06 1.75e-06 1.7e-06 1.8e-06 1.8e-06 1.75e-06 1.7e-06 1.85e-06 1.45e-06 1.75e-06 2.2e-06 1.3e-06 1.6e-06 2.3e-06 2.15e-06 2.25e-06 1.85e-06 1.35e-06 1.75e-06 1.7e-06 1.95e-06 1.7e-06 1.7e-06 1.6e-06 1.55e-06 1.9e-06 1.7e-06 1.85e-06 2.2e-06 1.65e-06 1.65e-06 1.5e-06 1.6e-06 1.95e-06 1.45e-06 1.4e-06 2.35e-06 1.9e-06 1.7e-06 1.75e-06 1.8e-06 1.95e-06 1.95e-06 2e-06 2e-06 1.85e-06 1.3e-06 1.65e-06 1.6e-06 1.65e-06 1.7e-06 1.95e-06 1.85e-06 2.1e-06 1.85e-06 1.55e-06
15 1.45e-06 2.4e-06 1.95e-06 1.8e-06 1.85e-06 2.8e-06 2.35e-06 2.05e-06 2.5e-06 2.35e-06 2.05e-06 2.3e-06 1.45e-06 2.25e-06 1.6e-06 1.8e-06 2.1e-06 2.1e-06 2.4e-06 2.5e-06 2.15e-06 1.85e-06 2.05e-06 2.55e-06 1.05e-06 9.5e-07 1.5e-06 2e-06 2.2e-06 2.6e-06 1.55e-06 2.15e-06 2.05e-06 1.75e-06 1.85e-06 1.85e-06 2.25e-06 1.15e-06 2e-06 2.55e-06 1.6e-06 1.5e-06 2.25e-06 1.5e-06 2.35e-06 2.45e-06 2.45e-06 2.7e-06 1.8e-06 1.5e-06 2.1e-06 1.8e-06 1.8e-06 2.35e-06 1.55e-06 2e-06 2.25e-06 2.4e-06 9.5e-07
16 2.4e-06 2.65e-06 2.85e-06 2.5e-06 2.3e-06 2.65e-06 2.75e-06 2.9e-06 2.95e-06 2.85e-06 2.8e-06 2.5e-06 2.15e-06 2.5e-06 2.3e-06 2.1e-06 3.1e-06 3e-06 2.25e-06 2.85e-06 2.4e-06 2.85e-06 1.95e-06 2.7e-06 2e-06 1.6e-06 2.5e-06 2.7e-06 2.55e-06 3.05e-06 2.3e-06 3.05e-06 2.95e-06 2.4e-06 2.65e-06 2.55e-06 2.7e-06 2.5e-06 2.55e-06 2.8e-06 2.35e-06 2.55e-06 2.8e-06 2.25e-06 3.1e-06 2.85e-06 2.7e-06 2.8e-06 2.5e-06 2.1e-06 2.85e-06 2.65e-06 2.45e-06 2.9e-06 2.15e-06 2.8e-06 3.15e-06 2.85e-06 1.95e-06
17 1.85e-06 2.45e-06 2.05e-06 2.25e-06 2.8e-06 2.5e-06 1.95e-06 1.65e-06 1.8e-06 1.65e-06 1.45e-06 1.95e-06 1.85e-06 2.6e-06 2.15e-06 2.1e-06 3e-06 2.8e-06 3.05e-06 2.1e-06 2.6e-06 2e-06 2.45e-06 2.35e-06 2.35e-06 2.35e-06 1.7e-06 2.25e-06 2.4e-06 1.9e-06 1.95e-06 1.45e-06 2.25e-06 2.35e-06 1.9e-06 2.1e-06 1.55e-06 2.2e-06 2.2e-06 1.9e-06 2e-06 1.8e-06 1.7e-06 1.9e-06 1.75e-06 1.9e-06 2.5e-06 2.2e-06 2e-06 2.35e-06 2.45e-06 2e-06 1.8e-06 1.65e-06 1.85e-06 1.4e-06 1.6e-06 2e-06 2.1e-06
18 2.7e-06 2.6e-06 2.7e-06 2.55e-06 2.5e-06 2.75e-06 2.85e-06 2.8e-06 3e-06 3e-06 2.8e-06 2.8e-06 2.75e-06 2.85e-06 2.25e-06 2.4e-06 2.25e-06 3.05e-06 3.9e-06 2.85e-06 2.35e-06 2.7e-06 2.4e-06 2.65e-06 2.65e-06 2.6e-06 2.5e-06 2.85e-06 2.6e-06 3.1e-06 2.7e-06 3.1e-06 2.55e-06 2.8e-06 2.55e-06 2.8e-06 3.05e-06 2.35e-06 2.75e-06 2.9e-06 2.75e-06 2.6e-06 3e-06 2.65e-06 3e-06 2.95e-06 2.65e-06 3.05e-06 2.9e-06 2.5e-06 2.35e-06 2.6e-06 2.6e-06 2.85e-06 2.9e-06 2.8e-06 2.9e-06 2.75e-06 2.3e-06
19 2e-06 1.9e-06 1.9e-06 1.75e-06 2.7e-06 1.85e-06 1.7e-06 1.1e-06 1.15e-06 2.05e-06 1.6e-06 1.8e-06 2.55e-06 2.3e-06 1.85e-06 2.5e-06 2.85e-06 2.1e-06 2.85e-06 1.6e-06 2.05e-06 2.15e-06 2.3e-06 1.55e-06 2.7e-06 2.65e-06 2.3e-06 2.2e-06 1.9e-06 1.75e-06 1.8e-06 2.15e-06 2e-06 2.05e-06 1.9e-06 2.15e-06 2.15e-06 2.45e-06 1.95e-06 2.2e-06 1.9e-06 1.8e-06 1.9e-06 1.8e-06 1.5e-06 1.8e-06 1.95e-06 1.45e-06 2.25e-06 2.45e-06 1.75e-06 1.75e-06 1.65e-06 1.25e-06 2.7e-06 1.75e-06 1.2e-06 9.5e-07 2.4e-06
20 2.35e-06 2.1e-06 1.65e-06 1.7e-06 1.9e-06 1.6e-06 2e-06 2.25e-06 2.25e-06 2.2e-06 2.25e-06 1.95e-06 2.25e-06 2.3e-06 1.35e-06 2.15e-06 2.4e-06 2.6e-06 2.35e-06 2.05e-06 2.2e-06 2.2e-06 1.5e-06 1.85e-06 2.25e-06 2.25e-06 2.15e-06 2.05e-06 2e-06 2.15e-06 2.35e-06 2.65e-06 2.15e-06 2.1e-06 2.05e-06 2.1e-06 2.4e-06 1.95e-06 1.95e-06 2.35e-06 2.4e-06 2.2e-06 2.2e-06 2.3e-06 2.35e-06 2.1e-06 2.1e-06 2.2e-06 2.35e-06 1.75e-06 1.9e-06 2.1e-06 2e-06 2.2e-06 2.45e-06 2.3e-06 2.55e-06 2.05e-06 2.1e-06
21 1.85e-06 2.35e-06 1.55e-06 1.9e-06 2.4e-06 2.35e-06 2.15e-06 1.75e-06 1.95e-06 1.95e-06 1.8e-06 2.05e-06 2.05e-06 2.55e-06 1.75e-06 1.85e-06 2.85e-06 2e-06 2.7e-06 2.15e-06 2.2e-06 2.9e-06 2.45e-06 2.3e-06 2.1e-06 2.2e-06 1.75e-06 1.75e-06 2.3e-06 1.65e-06 2e-06 2.05e-06 1.95e-06 2.15e-06 1.7e-06 1.7e-06 2.05e-06 1.75e-06 2e-06 2.35e-06 2.05e-06 1.75e-06 1.95e-06 1.95e-06 1.6e-06 2.15e-06 2.4e-06 2.35e-06 2.05e-06 2.15e-06 2.1e-06 1.75e-06 1.95e-06 1.8e-06 2.3e-06 1.8e-06 1.85e-06 2.05e-06 1.8e-06
22 2.25e-06 2.1e-06 2.3e-06 2.2e-06 2.05e-06 1.7e-06 2.2e-06 2.35e-06 2.35e-06 2.25e-06 2.2e-06 1.75e-06 2e-06 2.15e-06 1.7e-06 2.05e-06 1.95e-06 2.45e-06 2.4e-06 2.3e-06 1.5e-06 2.45e-06 1.4e-06 1.85e-06 2.15e-06 1.85e-06 2.1e-06 2.4e-06 2.05e-06 2.45e-06 2.15e-06 2.5e-06 2.6e-06 2.25e-06 2.2e-06 2.25e-06 2.1e-06 2.4e-06 2.25e-06 1.95e-06 2.2e-06 2.3e-06 2.3e-06 2.1e-06 2.55e-06 2.3e-06 2.15e-06 2.2e-06 2.2e-06 1.5e-06 2.45e-06 2.3e-06 1.6e-06 2.3e-06 2e-06 2.25e-06 2.6e-06 2.3e-06 1.95e-06
23 2.25e-06 1.85e-06 2.2e-06 2.15e-06 2.55e-06 1.7e-06 2.1e-06 1.65e-06 1.7e-06 2.25e-06 1.85e-06 1.9e-06 2.65e-06 2.2e-06 1.95e-06 2.55e-06 2.7e-06 2.35e-06 2.65e-06 1.55e-06 1.85e-06 2.3e-06 1.85e-06 2.8e-06 2.85e-06 2.75e-06 2.35e-06 2.4e-06 1.85e-06 2.05e-06 2.05e-06 2.4e-06 2.25e-06 2.45e-06 2.05e-06 2.35e-06 2.35e-06 2.6e-06 2.2e-06 2.05e-06 2.15e-06 2.1e-06 2.2e-06 2.05e-06 1.85e-06 2.15e-06 1.9e-06 1.95e-06 2.5e-06 2.35e-06 2.1e-06 2.05e-06 1.7e-06 1.6e-06 2.8e-06 2e-06 1.6e-06 1.5e-06 2.45e-06
24 1.55e-06 2.65e-06 2.05e-06 1.8e-06 1.7e-06 2.9e-06 2.4e-06 2.35e-06 2.7e-06 2.4e-06 2.35e-06 2.4e-06 1.3e-06 2.35e-06 1.7e-06 1.05e-06 2e-06 2.35e-06 2.65e-06 2.7e-06 2.25e-06 2.1e-06 2.15e-06 2.85e-06 1.2e-06 6.5e-07 1.7e-06 2e-06 2.35e-06 2.7e-06 1.65e-06 2.4e-06 2.3e-06 1.65e-06 2.1e-06 1.85e-06 2.3e-06 1.2e-06 1.9e-06 2.8e-06 1.7e-06 1.6e-06 2.3e-06 1.6e-06 2.65e-06 2.5e-06 2.7e-06 2.8e-06 1.7e-06 1.5e-06 2.35e-06 2.05e-06 2.1e-06 2.65e-06 1.4e-06 2.25e-06 2.75e-06 2.7e-06 1e-06
25 1.45e-06 2.55e-06 2.25e-06 1.75e-06 1.8e-06 2.75e-06 2.35e-06 2.5e-06 2.6e-06 2.3e-06 2.3e-06 2.15e-06 1e-06 2e-06 1.7e-06 9.5e-07 1.6e-06 2.35e-06 2.6e-06 2.65e-06 2.25e-06 2.2e-06 1.85e-06 2.75e-06 6.5e-07 1e-07 1.65e-06 1.95e-06 2.25e-06 2.7e-06 1.35e-06 2.4e-06 2.25e-06 1.45e-06 2.05e-06 1.8e-06 2.1e-06 1.45e-06 1.8e-06 2.65e-06 1.4e-06 1.75e-06 2.15e-06 1.3e-06 2.7e-06 2.45e-06 2.6e-06 2.6e-06 1.7e-06 1.2e-06 2.4e-06 1.95e-06 1.9e-06 2.55e-06 9.5e-07 2.2e-06 2.75e-06 2.65e-06 7.5e-07
26 1.8e-06 2.2e-06 2e-06 1.85e-06 2.1e-06 2.4e-06 1.8e-06 2e-06 2e-06 1.5e-06 1.5e-06 1.9e-06 1.3e-06 2.4e-06 1.6e-06 1.5e-06 2.5e-06 1.7e-06 2.5e-06 2.3e-06 2.15e-06 1.75e-06 2.1e-06 2.35e-06 1.7e-06 1.65e-06 1.8e-06 2e-06 2.1e-06 2.2e-06 1.75e-06 1.75e-06 2e-06 2.1e-06 1.45e-06 1.85e-06 1.5e-06 1.5e-06 1.8e-06 1.9e-06 1.8e-06 1.65e-06 1.65e-06 1.7e-06 2.15e-06 1.8e-06 2.25e-06 2.4e-06 1.85e-06 1.6e-06 2.1e-06 1.65e-06 1.7e-06 1.85e-06 1.5e-06 1.35e-06 1.95e-06 2.2e-06 1.25e-06
27 2e-06 2.45e-06 1.5e-06 1.5e-06 2.3e-06 2.05e-06 2.1e-06 2.05e-06 1.9e-06 1.8e-06 2.05e-06 1.8e-06 1.95e-06 2.5e-06 1.55e-06 2e-06 2.7e-06 2.25e-06 2.85e-06 2.2e-06 2.05e-06 1.75e-06 2.4e-06 2.4e-06 2e-06 1.95e-06 2e-06 2.6e-06 2.4e-06 1.4e-06 2.1e-06 2.3e-06 1.95e-06 1.95e-06 1.85e-06 1.4e-06 2e-06 1.95e-06 1.65e-06 2.55e-06 2.15e-06 2e-06 1.8e-06 2.05e-06 1.75e-06 2.1e-06 2.5e-06 2.2e-06 2e-06 1.75e-06 2.2e-06 1.9e-06 2.15e-06 1.85e-06 2.15e-06 2.05e-06 2.35e-06 2.2e-06 2e-06
28 2.15e-06 1.9e-06 2.3e-06 2.15e-06 2.15e-06 2.05e-06 2.15e-06 2e-06 2.05e-06 2.3e-06 2e-06 2.2e-06 2.3e-06 2.05e-06 1.9e-06 2.2e-06 2.55e-06 2.4e-06 2.6e-06 1.9e-06 2e-06 2.3e-06 2.05e-06 1.85e-06 2.35e-06 2.25e-06 2.1e-06 2.4e-06 3.4e-06 2.35e-06 2e-06 2.45e-06 2.25e-06 2.35e-06 2.05e-06 2.35e-06 2.4e-06 2.2e-06 2.1e-06 2.15e-06 2.05e-06 2e-06 2.25e-06 1.95e-06 2.15e-06 2.2e-06 1.9e-06 2.25e-06 2.4e-06 2.2e-06 2.1e-06 2.05e-06 1.9e-06 1.9e-06 2.45e-06 2.05e-06 1.95e-06 1.8e-06 2.05e-06
29 2.1e-06 2.3e-06 1.35e-06 1.8e-06 2.8e-06 1.5e-06 1.85e-06 1.6e-06 1.15e-06 1.25e-06 1.6e-06 1.2e-06 2.25e-06 2.55e-06 1.7e-06 2.6e-06 3.05e-06 1.9e-06 3.1e-06 1.75e-06 2.15e-06 1.65e-06 2.45e-06 2.05e-06 2.7e-06 2.7e-06 2.2e-06 1.4e-06 2.35e-06 1.1e-06 2.2e-06 1.95e-06 2e-06 2.2e-06 1.65e-06 1.45e-06 1.5e-06 2.55e-06 1.55e-06 2.15e-06 2.25e-06 2.05e-06 1.5e-06 2.15e-06 1.1e-06 1.75e-06 2.4e-06 1.6e-06 1.9e-06 2.35e-06 2.3e-06 1.95e-06 2e-06 1.1e-06 2.45e-06 1.7e-06 1.8e-06 1.75e-06 2.65e-06
30 1.5e-06 2.1e-06 2.1e-06 1.85e-06 2.4e-06 2.45e-06 2.15e-06 1.55e-06 1.75e-06 2.1e-06 1.65e-06 1.95e-06 1.7e-06 2.1e-06 1.85e-06 1.55e-06 2.3e-06 1.95e-06 2.7e-06 1.8e-06 2.35e-06 2e-06 2.15e-06 2.05e-06 1.65e-06 1.35e-06 1.75e-06 2.1e-06 2e-06 2.2e-06 2.6e-06 2e-06 2e-06 1.8e-06 1.8e-06 1.95e-06 2e-06 1.85e-06 1.9e-06 2.25e-06 1.4e-06 1.55e-06 1.95e-06 1.3e-06 1.85e-06 2.2e-06 2.2e-06 2.15e-06 1.9e-06 1.85e-06 2.15e-06 1.7e-06 1.5e-06 1.65e-06 1.75e-06 1.7e-06 1.5e-06 1.75e-06 1.4e-06
31 1.9e-06 2.5e-06 2.1e-06 2.3e-06 2.85e-06 2.55e-06 2e-06 1.7e-06 1.85e-06 1.7e-06 1.5e-06 2e-06 1.9e-06 2.65e-06 2.2e-06 2.15e-06 3.05e-06 1.45e-06 3.1e-06 2.15e-06 2.65e-06 2.05e-06 2.5e-06 2.4e-06 2.4e-06 2.4e-06 1.75e-06 2.3e-06 2.45e-06 1.95e-06 2e-06 2.9e-06 2.3e-06 2.4e-06 1.95e-06 2.15e-06 1.6e-06 2.25e-06 2.25e-06 1.95e-06 2.05e-06 1.85e-06 1.75e-06 1.95e-06 1.8e-06 1.95e-06 2.55e-06 2.25e-06 2.05e-06 2.4e-06 2.5e-06 2.05e-06 1.85e-06 1.7e-06 1.9e-06 1.45e-06 1.65e-06 2.05e-06 2.15e-06
