 slim_762073484 slim_762073520 slim_762073503 slim_762073491 slim_762073528 slim_762073524 slim_762073522 slim_762073513 slim_762073527 slim_762073515 slim_762073511 slim_762073486 slim_762073500 slim_762073518 slim_762073504 slim_762073494 slim_762073506 slim_762073499 slim_762073492 slim_762073489 slim_762073487 slim_762073521 slim_762073501 slim_762073496 slim_762073512 slim_762073526 slim_762073488 slim_762073495 slim_762073509 slim_762073507 slim_762073490 slim_762073523 slim_762073485 slim_762073508 slim_762073517 slim_762073483 slim_762073519 slim_762073505 slim_762073516 slim_762073493 slim_762073510 slim_762073497 slim_762073498 slim_762073529 slim_762073514 slim_762073525 slim_762073502
10 2e-06 1.2e-06 1.75e-06 1.95e-06 1.95e-06 1.35e-06 1.65e-06 2.3e-06 1.3e-06 1.55e-06 2.2e-06 1.8e-06 2.05e-06 1.5e-06 1.25e-06 1.45e-06 1.6e-06 2.05e-06 1.95e-06 1.95e-06 1.65e-06 1.35e-06 1.95e-06 1.4e-06 1.3e-06 1.55e-06 2.15e-06 1.7e-06 2.25e-06 1.8e-06 2.3e-06 1.75e-06 1.4e-06 1.4e-06 1.65e-06 1.6e-06 1.45e-06 1.5e-06 1.4e-06 1.25e-06 1.85e-06 1.9e-06 2e-06 2.6e-06 2.5e-06 1.35e-06 1.5e-06
11 1.1e-06 1.9e-06 1.6e-06 2.1e-06 2.1e-06 1.2e-06 2.6e-06 2.15e-06 1.15e-06 2.05e-06 1.8e-06 1.9e-06 2e-06 1.35e-06 1.9e-06 1.3e-06 1.75e-06 2.2e-06 2.1e-06 1.1e-06 1.6e-06 2e-06 1.15e-06 1.7e-06 1.2e-06 1.25e-06 2.95e-06 1.4e-06 2.65e-06 1.95e-06 1.9e-06 2.5e-06 1.25e-06 1.25e-06 2.15e-06 1.5e-06 1.3e-06 1.35e-06 1.25e-06 1.1e-06 1.6e-06 1.85e-06 2e-06 3.05e-06 2.75e-06 1e-06 1.25e-06
12 1.9e-06 2.15e-06 1.45e-06 2.5e-06 2.5e-06 1.45e-06 2.9e-06 1.85e-06 1.4e-06 2.15e-06 2.05e-06 2e-06 2.4e-06 1.5e-06 2.1e-06 1.2e-06 1.8e-06 2.5e-06 2.5e-06 2.1e-06 1.65e-06 2.25e-06 2.15e-06 1.95e-06 1.45e-06 1.45e-06 2.6e-06 1.4e-06 2.45e-06 1.6e-06 3e-06 2.05e-06 1.45e-06 1.5e-06 2.4e-06 1.55e-06 1.5e-06 1.45e-06 1.45e-06 1.3e-06 1.35e-06 1.4e-06 1.6e-06 3.6e-06 2.45e-06 1.25e-06 1.35e-06
13 1.45e-06 1.6e-06 8.5e-07 2.05e-06 2.05e-06 4.5e-07 2.55e-06 1.9e-06 6e-07 1.75e-06 1.5e-06 1.35e-06 1.5e-06 8e-07 1.55e-06 7.5e-07 1.25e-06 1.95e-06 2.05e-06 1.45e-06 1.15e-06 1.5e-06 1.5e-06 1.35e-06 6.5e-07 6.5e-07 2.65e-06 8e-07 2.4e-06 1.3e-06 2.55e-06 2.25e-06 5.5e-07 5e-07 1.85e-06 1.05e-06 7e-07 5.5e-07 6.5e-07 5e-07 1e-06 1.35e-06 1.55e-06 3.5e-06 2.75e-06 6e-07 7e-07
14 2.05e-06 1.35e-06 1.8e-06 2.05e-06 2.05e-06 1.45e-06 1.75e-06 2.35e-06 1.4e-06 1.6e-06 1.25e-06 1.9e-06 2.1e-06 1.55e-06 2.4e-06 1.55e-06 1.7e-06 2.1e-06 2.05e-06 1.95e-06 1.8e-06 1.45e-06 2.05e-06 1.4e-06 1.45e-06 1.5e-06 2.25e-06 1.6e-06 2.3e-06 1.9e-06 2.4e-06 1.8e-06 1.4e-06 1.5e-06 1.75e-06 1.7e-06 1.45e-06 1.45e-06 1.4e-06 1.25e-06 1.8e-06 1.95e-06 2e-06 2.7e-06 2.55e-06 1.4e-06 1.5e-06
15 1.45e-06 1.55e-06 7e-07 2e-06 2e-06 6e-07 2.45e-06 1.95e-06 5.5e-07 1.8e-06 1.45e-06 1.3e-06 1.2e-06 7.5e-07 1.55e-06 7e-07 1.25e-06 2.1e-06 2e-06 1.45e-06 1.15e-06 1.65e-06 1.45e-06 1.3e-06 6e-07 8e-07 2.6e-06 9e-07 2.45e-06 1.35e-06 2.5e-06 2.3e-06 6.5e-07 6.5e-07 1.8e-06 1.05e-06 7e-07 7.5e-07 6.5e-07 5e-07 1.15e-06 1.4e-06 1.55e-06 3.45e-06 2.8e-06 6e-07 7e-07
16 1.85e-06 1.7e-06 1.55e-06 1.9e-06 1.8e-06 1.1e-06 2.55e-06 2.3e-06 9e-07 1.9e-06 1.6e-06 1.75e-06 1.8e-06 1.25e-06 1.7e-06 1.25e-06 1.8e-06 2e-06 1.9e-06 1.9e-06 1.6e-06 1.75e-06 1.8e-06 1.8e-06 1.05e-06 1.2e-06 2.55e-06 1.4e-06 2.45e-06 1.65e-06 2.4e-06 2.15e-06 1.15e-06 1.05e-06 1.85e-06 1.5e-06 1.1e-06 1.3e-06 1.1e-06 1.05e-06 1.55e-06 1.55e-06 1.8e-06 2.7e-06 2.4e-06 1.05e-06 1.15e-06
17 2.15e-06 2.15e-06 2.2e-06 1.85e-06 1.85e-06 1.95e-06 2.75e-06 2.75e-06 1.95e-06 2.15e-06 2.05e-06 2.2e-06 2.5e-06 1.95e-06 2.1e-06 2.1e-06 2e-06 3.5e-06 1.85e-06 2.3e-06 2.35e-06 2.2e-06 2.35e-06 2.2e-06 2e-06 2e-06 3.15e-06 2e-06 2.9e-06 2.55e-06 2.6e-06 2.45e-06 2e-06 2e-06 2.55e-06 2.25e-06 2.05e-06 1.9e-06 2e-06 1.85e-06 2.2e-06 2.35e-06 2.55e-06 1.75e-06 2.2e-06 1.8e-06 1.95e-06
18 2.15e-06 2.05e-06 2.3e-06 1.65e-06 1.75e-06 1.9e-06 2.65e-06 2.75e-06 1.85e-06 2.2e-06 1.95e-06 2.1e-06 2.5e-06 2.05e-06 2.05e-06 2e-06 1.9e-06 1.85e-06 3.3e-06 2.25e-06 2.25e-06 2.15e-06 2.25e-06 2.15e-06 1.9e-06 1.95e-06 3.05e-06 2.1e-06 2.9e-06 2.45e-06 2.45e-06 2.45e-06 1.95e-06 1.95e-06 2.45e-06 2.15e-06 2e-06 2.05e-06 1.95e-06 1.8e-06 2.25e-06 2.35e-06 2.5e-06 1.65e-06 2.15e-06 1.75e-06 1.95e-06
19 1.2e-06 2.05e-06 1.7e-06 2.25e-06 2.25e-06 1.35e-06 2.75e-06 2.25e-06 1.3e-06 2.15e-06 1.95e-06 1.1e-06 2.1e-06 1.45e-06 1.95e-06 1.45e-06 1.9e-06 2.3e-06 2.25e-06 2.2e-06 1.75e-06 2.15e-06 1.3e-06 1.7e-06 1.35e-06 1.3e-06 3.1e-06 1.35e-06 2.75e-06 2.1e-06 2.05e-06 2.6e-06 1.25e-06 1.4e-06 2.3e-06 1.65e-06 1.3e-06 1.3e-06 1.25e-06 1.1e-06 1.65e-06 1.95e-06 2e-06 3.2e-06 2.85e-06 1.1e-06 1.3e-06
20 1.8e-06 1.75e-06 1.45e-06 2.25e-06 2.25e-06 1e-06 2.45e-06 1.4e-06 1e-06 2.1e-06 1.65e-06 1.6e-06 1.65e-06 1.15e-06 1.8e-06 1.15e-06 1.6e-06 2.35e-06 2.25e-06 1.75e-06 1.6e-06 1.85e-06 1.75e-06 1.65e-06 1e-06 1.2e-06 2.35e-06 1.4e-06 2.2e-06 1.4e-06 2.45e-06 2.2e-06 1.05e-06 1.05e-06 1.9e-06 8e-07 1.15e-06 1.2e-06 1.1e-06 9.5e-07 1.25e-06 1.5e-06 1.65e-06 3.5e-06 2.7e-06 1.05e-06 1.2e-06
21 2.2e-06 1.45e-06 1.9e-06 2.15e-06 2.15e-06 1.35e-06 1.85e-06 2.5e-06 1.5e-06 1.65e-06 1.35e-06 2e-06 2.25e-06 1.5e-06 1.45e-06 1.65e-06 1.75e-06 2.2e-06 2.15e-06 2.15e-06 1.85e-06 2.6e-06 2.15e-06 1.6e-06 1.55e-06 1.6e-06 2.35e-06 1.9e-06 2.45e-06 1.9e-06 2.5e-06 1.9e-06 1.5e-06 1.4e-06 1.85e-06 1.75e-06 1.65e-06 1.65e-06 1.6e-06 1.45e-06 2e-06 2.1e-06 2.2e-06 2.8e-06 2.7e-06 1.55e-06 1.7e-06
22 1.25e-06 2.05e-06 1.75e-06 2.25e-06 2.15e-06 1.35e-06 2.75e-06 2.3e-06 1.1e-06 2.2e-06 1.95e-06 1.15e-06 2.15e-06 1.5e-06 2.05e-06 1.45e-06 1.8e-06 2.35e-06 2.25e-06 1.3e-06 1.75e-06 2.15e-06 2.2e-06 1.85e-06 1.15e-06 1.4e-06 3.1e-06 1.55e-06 2.8e-06 2.1e-06 2.1e-06 2.65e-06 1.4e-06 1.3e-06 2.2e-06 1.65e-06 1.35e-06 1.5e-06 1.3e-06 1.25e-06 1.75e-06 1.9e-06 2.15e-06 3.2e-06 2.9e-06 1.15e-06 1.3e-06
23 1.8e-06 1.5e-06 1.55e-06 2.15e-06 2.15e-06 1.25e-06 1.8e-06 2.25e-06 1.2e-06 1.7e-06 1.4e-06 1.7e-06 1.95e-06 1.35e-06 1.4e-06 1.3e-06 1.8e-06 2.2e-06 2.15e-06 1.7e-06 1.65e-06 1.6e-06 1.85e-06 2e-06 1.25e-06 1.35e-06 2.5e-06 1.35e-06 2.5e-06 1.8e-06 2.5e-06 2.05e-06 1.15e-06 1.3e-06 1.9e-06 1.55e-06 1.2e-06 1.2e-06 1.15e-06 1e-06 1.7e-06 1.85e-06 1.85e-06 3.1e-06 2.75e-06 1.2e-06 1.25e-06
24 1.4e-06 1.4e-06 9e-07 1.9e-06 1.8e-06 5e-07 2.4e-06 1.85e-06 2.5e-07 1.75e-06 1.3e-06 1.2e-06 1.45e-06 6.5e-07 1.45e-06 6e-07 1.05e-06 2e-06 1.9e-06 1.35e-06 1e-06 1.55e-06 1.15e-06 1.25e-06 5e-07 7e-07 2.5e-06 8.5e-07 2.35e-06 1.25e-06 2.4e-06 2.2e-06 5.5e-07 4.5e-07 1.6e-06 9.5e-07 5e-07 6.5e-07 4.5e-07 4e-07 1.05e-06 1.2e-06 1.45e-06 3.35e-06 2.7e-06 5e-07 5.5e-07
25 1.25e-06 1.65e-06 1.05e-06 1.95e-06 1.95e-06 5.5e-07 2.6e-06 1.85e-06 6.5e-07 1.75e-06 1.55e-06 1.25e-06 1.45e-06 6.5e-07 1.5e-06 8e-07 1.2e-06 2e-06 1.95e-06 1.3e-06 1.2e-06 1.6e-06 1.4e-06 1.35e-06 7e-07 9e-07 2.7e-06 7e-07 2.35e-06 1.35e-06 2.45e-06 2.2e-06 5.5e-07 6e-07 1.9e-06 1.1e-06 7e-07 7e-07 6.5e-07 5e-07 9e-07 1.3e-06 1.4e-06 3.25e-06 2.55e-06 5e-07 6.5e-07
26 3.15e-06 2.25e-06 2.9e-06 3.05e-06 3.05e-06 2.5e-06 2e-06 2.55e-06 2.45e-06 2.55e-06 2.15e-06 2.95e-06 2.6e-06 2.65e-06 2.25e-06 2.6e-06 2.55e-06 3.15e-06 3.05e-06 3.1e-06 2.35e-06 2.35e-06 3.1e-06 2.5e-06 2.5e-06 2.7e-06 3.3e-06 2.85e-06 2.3e-06 2.1e-06 3.05e-06 2.15e-06 2.55e-06 2.55e-06 2.05e-06 2.25e-06 2.6e-06 2.65e-06 2.55e-06 2.4e-06 2.65e-06 2.45e-06 2.3e-06 3.65e-06 3e-06 2.5e-06 2.65e-06
27 1.2e-06 1.8e-06 1e-06 2.1e-06 2.1e-06 8.5e-07 2.7e-06 1.85e-06 8e-07 1.7e-06 1.7e-06 1.4e-06 1.4e-06 8e-07 1.6e-06 9e-07 1.4e-06 2e-06 2.1e-06 1.35e-06 1.4e-06 1.9e-06 1.55e-06 1.35e-06 8.5e-07 7e-07 2.85e-06 6e-07 2.35e-06 1.6e-06 2.6e-06 2.2e-06 7e-07 9e-07 2.05e-06 1.3e-06 7.5e-07 6e-07 7e-07 5.5e-07 9.5e-07 1.3e-06 1.45e-06 3.4e-06 2.55e-06 6e-07 5.5e-07
28 2.6e-06 2.35e-06 2.65e-06 2.9e-06 2.9e-06 2.35e-06 2.3e-06 2.1e-06 2.3e-06 2.4e-06 2.25e-06 2.65e-06 2.45e-06 2.4e-06 2.3e-06 2.45e-06 2.45e-06 2.9e-06 2.9e-06 2.75e-06 2.2e-06 2.45e-06 2.8e-06 2.5e-06 2.35e-06 2.35e-06 2.3e-06 2.35e-06 4e-06 2.45e-06 2.9e-06 2.25e-06 2.35e-06 2.4e-06 2.15e-06 2.1e-06 2.4e-06 2.35e-06 2.35e-06 2.2e-06 2.15e-06 2.3e-06 2.45e-06 3.5e-06 2.85e-06 2.15e-06 2.3e-06
29 2.15e-06 1.9e-06 1.65e-06 2.45e-06 2.45e-06 1.15e-06 2.65e-06 1.9e-06 1.2e-06 2.2e-06 1.8e-06 1.95e-06 1.6e-06 1.3e-06 1.9e-06 1.35e-06 1.65e-06 2.55e-06 2.45e-06 2.1e-06 1.4e-06 1.9e-06 2.1e-06 1.8e-06 1.25e-06 1.35e-06 2.1e-06 1.6e-06 2.45e-06 2e-06 2.95e-06 2.05e-06 1.15e-06 1.2e-06 2.15e-06 1.3e-06 1.35e-06 1.4e-06 1.3e-06 1.15e-06 1.4e-06 1.45e-06 1.35e-06 3.7e-06 2.65e-06 1.25e-06 1.4e-06
30 2.05e-06 2.4e-06 2.8e-06 2.45e-06 2.5e-06 2.4e-06 2.5e-06 2.65e-06 2.35e-06 2.55e-06 2.3e-06 1.9e-06 3e-06 2.55e-06 2.4e-06 2.5e-06 2.4e-06 2.6e-06 2.45e-06 2.05e-06 2.45e-06 2.5e-06 2.1e-06 2.5e-06 2.4e-06 2.45e-06 3.05e-06 2.6e-06 2.9e-06 2.95e-06 3.3e-06 2.8e-06 2.45e-06 2.45e-06 2.45e-06 2.35e-06 2.5e-06 2.55e-06 2.45e-06 2.3e-06 2.75e-06 2.85e-06 3e-06 2.65e-06 2.9e-06 2.2e-06 2.45e-06
31 2.45e-06 1.85e-06 2.5e-06 2.45e-06 2.45e-06 2.2e-06 2.1e-06 2.2e-06 2.15e-06 1.85e-06 1.75e-06 2.5e-06 2.05e-06 2.25e-06 1.8e-06 2.3e-06 2.15e-06 2.45e-06 2.45e-06 2.6e-06 2.2e-06 1.9e-06 2.65e-06 2.05e-06 2.2e-06 2.2e-06 2.15e-06 2.2e-06 2.25e-06 2.05e-06 2.8e-06 2.9e-06 2.2e-06 2.25e-06 2.25e-06 2.1e-06 2.25e-06 2.2e-06 2.2e-06 2.05e-06 2.05e-06 1.9e-06 2.05e-06 2.75e-06 2.15e-06 2e-06 2.15e-06
32 1.4e-06 1.5e-06 9e-07 1.95e-06 1.95e-06 4.5e-07 2.45e-06 1.85e-06 5e-07 1.75e-06 1.4e-06 1.25e-06 1.45e-06 5.5e-07 1.4e-06 6.5e-07 1.15e-06 2e-06 1.95e-06 1.25e-06 1.05e-06 1.5e-06 1.4e-06 1.15e-06 5.5e-07 5.5e-07 2.55e-06 7e-07 2.35e-06 1.15e-06 2.45e-06 2.2e-06 6e-07 5e-07 1.75e-06 9.5e-07 5e-07 5e-07 4.5e-07 3e-07 9.5e-07 1.3e-06 1.35e-06 3.4e-06 2.7e-06 5e-07 6e-07
33 1.45e-06 1.5e-06 9e-07 1.95e-06 1.85e-06 3.5e-07 2.45e-06 1.9e-06 3e-07 1.75e-06 1.4e-06 1.25e-06 1.5e-06 5e-07 1.5e-06 6.5e-07 1.05e-06 2e-06 1.95e-06 1.4e-06 1.05e-06 1.4e-06 1.3e-06 1.3e-06 4.5e-07 6e-07 2.55e-06 9e-07 2.4e-06 1.2e-06 2.45e-06 2.25e-06 5e-07 6e-07 1.65e-06 9.5e-07 5.5e-07 6.5e-07 5e-07 4.5e-07 1.05e-06 1.25e-06 1.5e-06 3.4e-06 2.75e-06 5.5e-07 6e-07
34 2.35e-06 1.75e-06 2.1e-06 2.45e-06 2.35e-06 1.7e-06 1.7e-06 2.45e-06 1.45e-06 2.05e-06 1.65e-06 2.15e-06 2.4e-06 1.85e-06 1.75e-06 1.8e-06 1.85e-06 2.55e-06 2.45e-06 2.3e-06 1.9e-06 1.85e-06 2.2e-06 1.9e-06 1.6e-06 1.9e-06 2.05e-06 2.05e-06 2.15e-06 2.15e-06 2.45e-06 2.25e-06 1.75e-06 1.65e-06 2.9e-06 1.8e-06 1.7e-06 1.85e-06 1.65e-06 1.6e-06 2.2e-06 2.15e-06 2.35e-06 3.25e-06 3e-06 1.7e-06 1.75e-06
35 1.7e-06 1.7e-06 1.35e-06 2.15e-06 2.15e-06 9e-07 2.35e-06 1.3e-06 9e-07 2e-06 1.6e-06 1.5e-06 1.55e-06 1.05e-06 1.7e-06 1.05e-06 1.5e-06 2.25e-06 2.15e-06 1.65e-06 8e-07 1.75e-06 1.65e-06 1.55e-06 9.5e-07 1.1e-06 2.25e-06 1.3e-06 2.1e-06 1.3e-06 2.35e-06 2.1e-06 9.5e-07 9.5e-07 1.8e-06 1.4e-06 1.05e-06 1.1e-06 1e-06 8.5e-07 1.15e-06 1.4e-06 1.55e-06 3.4e-06 2.6e-06 9.5e-07 1.1e-06
36 1.45e-06 1.55e-06 9.5e-07 2e-06 1.9e-06 6e-07 2.5e-06 1.9e-06 3.5e-07 1.8e-06 1.45e-06 1.3e-06 1.5e-06 7e-07 1.45e-06 7e-07 1.1e-06 2.05e-06 2e-06 1.3e-06 1.15e-06 1.65e-06 1.35e-06 1.2e-06 5e-07 7e-07 2.6e-06 7.5e-07 2.4e-06 1.35e-06 2.5e-06 2.25e-06 5e-07 5.5e-07 1.7e-06 1.05e-06 7e-07 5e-07 3.5e-07 3.5e-07 1.05e-06 1.25e-06 1.35e-06 3.45e-06 2.75e-06 5.5e-07 5.5e-07
37 1.4e-06 1.6e-06 8e-07 2.05e-06 2.05e-06 6e-07 2.55e-06 1.85e-06 6e-07 1.7e-06 1.5e-06 1.35e-06 1.45e-06 5.5e-07 1.45e-06 7.5e-07 1.3e-06 1.9e-06 2.05e-06 1.3e-06 1.2e-06 1.65e-06 1.5e-06 1.2e-06 6.5e-07 7e-07 2.65e-06 6e-07 2.35e-06 1.4e-06 2.55e-06 2.2e-06 5e-07 6.5e-07 1.85e-06 1.1e-06 5e-07 6e-07 4.5e-07 3.5e-07 9.5e-07 1.3e-06 1.35e-06 3.5e-06 2.7e-06 5.5e-07 6e-07
38 1.4e-06 1.5e-06 9e-07 1.95e-06 1.85e-06 5.5e-07 2.45e-06 1.85e-06 3e-07 1.75e-06 1.4e-06 1.25e-06 1.45e-06 6.5e-07 1.4e-06 6.5e-07 1.1e-06 2e-06 1.95e-06 1.25e-06 1.1e-06 1.6e-06 1.3e-06 1.15e-06 4.5e-07 6.5e-07 2.55e-06 7e-07 2.35e-06 1.3e-06 2.45e-06 2.2e-06 4.5e-07 5e-07 1.65e-06 1e-06 3.5e-07 4.5e-07 6e-07 3e-07 1e-06 1.2e-06 1.3e-06 3.4e-06 2.7e-06 5e-07 5e-07
39 1.25e-06 1.35e-06 7.5e-07 1.8e-06 1.8e-06 4e-07 2.3e-06 1.7e-06 3.5e-07 1.6e-06 1.25e-06 1.1e-06 1.3e-06 5e-07 1.25e-06 5e-07 1.05e-06 1.85e-06 1.8e-06 1.1e-06 9.5e-07 1.45e-06 1.25e-06 1e-06 4e-07 5e-07 2.4e-06 5.5e-07 2.2e-06 1.15e-06 2.3e-06 2.05e-06 3e-07 4.5e-07 1.6e-06 8.5e-07 3.5e-07 3.5e-07 3e-07 3e-07 8.5e-07 1.15e-06 1.2e-06 3.25e-06 2.55e-06 3.5e-07 4.5e-07
40 1.5e-06 1.95e-06 1.3e-06 2.25e-06 2.25e-06 1e-06 2.9e-06 1.35e-06 1e-06 1.95e-06 1.85e-06 1.6e-06 1.35e-06 1e-06 1.8e-06 1.15e-06 1.55e-06 2.2e-06 2.25e-06 1.65e-06 1.25e-06 2e-06 1.75e-06 1.7e-06 1.05e-06 9e-07 2.65e-06 9.5e-07 2.15e-06 1.4e-06 2.75e-06 2.05e-06 9.5e-07 1.05e-06 2.2e-06 1.15e-06 1.05e-06 9.5e-07 1e-06 8.5e-07 1.4e-06 1.2e-06 1.4e-06 3.5e-06 2.4e-06 8e-07 9.5e-07
