 slim_762146342 slim_762146320 slim_762146338 slim_762146334 slim_762146341 slim_762146361 slim_762146347 slim_762146316 slim_762146351 slim_762146358 slim_762146343 slim_762146355 slim_762146360 slim_762146317 slim_762146333 slim_762146337 slim_762146321 slim_762146336 slim_762146366 slim_762146352 slim_762146315 slim_762146348 slim_762146314 slim_762146332 slim_762146329 slim_762146353 slim_762146330 slim_762146324 slim_762146339 slim_762146359 slim_762146362 slim_762146335 slim_762146344 slim_762146322 slim_762146327 slim_762146331 slim_762146356 slim_762146350 slim_762146323 slim_762146357 slim_762146326 slim_762146367 slim_762146354 slim_762146346 slim_762146364 slim_762146340 slim_762146349 slim_762146319 slim_762146325 slim_762146363 slim_762146345 slim_762146328 slim_762146318 slim_762146365
0 1.7e-06 1.25e-06 1.6e-06 1.9e-06 1.4e-06 1.25e-06 1.25e-06 1.3e-06 1.6e-06 1.55e-06 1.4e-06 1.55e-06 1.4e-06 1.15e-06 1.1e-06 1.75e-06 2.2e-06 1.05e-06 2.05e-06 2.05e-06 2.05e-06 1.5e-06 1.6e-06 1.9e-06 1.55e-06 1.45e-06 1.05e-06 1.45e-06 1.2e-06 2.05e-06 1.8e-06 1.65e-06 1.2e-06 2.1e-06 1.6e-06 1.05e-06 1.65e-06 2.05e-06 1.15e-06 1.35e-06 1.9e-06 1.15e-06 2e-06 1.05e-06 1.85e-06 9.5e-07 1.7e-06 9.5e-07 1.6e-06 1.45e-06 2e-06 2.15e-06 1.1e-06 1.4e-06
1 1.25e-06 1.6e-06 1.5e-06 1.8e-06 1.4e-06 1.1e-06 1.1e-06 1.3e-06 1.6e-06 1.65e-06 1.15e-06 1.6e-06 1.3e-06 9e-07 9.5e-07 1.7e-06 2.25e-06 1.25e-06 1.8e-06 1.95e-06 2e-06 1.45e-06 1.55e-06 1.8e-06 1.35e-06 1.5e-06 1e-06 1.85e-06 1.25e-06 1.95e-06 1.7e-06 1.9e-06 1.55e-06 2.15e-06 1.5e-06 8e-07 1.65e-06 1.9e-06 1.5e-06 1.2e-06 1.65e-06 1.15e-06 2.05e-06 9e-07 1.8e-06 8.5e-07 1.6e-06 1.15e-06 1.65e-06 1.3e-06 2.05e-06 2.05e-06 1.05e-06 1.35e-06
2 1.6e-06 1.5e-06 2e-06 1.85e-06 1.6e-06 1.4e-06 1.4e-06 1.9e-06 2.05e-06 2.2e-06 1.85e-06 1.85e-06 1.75e-06 1.2e-06 1.2e-06 1.3e-06 2.35e-06 1.75e-06 1.6e-06 2.2e-06 1.6e-06 1.75e-06 1.1e-06 1.5e-06 1.4e-06 1.85e-06 1.25e-06 2.15e-06 1.6e-06 2.2e-06 1.75e-06 2.3e-06 2.15e-06 1.6e-06 1.9e-06 1.1e-06 1.95e-06 2.05e-06 2.05e-06 1.65e-06 1.9e-06 1.4e-06 2.3e-06 1.4e-06 2e-06 1.3e-06 2.25e-06 1.85e-06 1.85e-06 1.6e-06 1.65e-06 2.3e-06 1.4e-06 1.6e-06
3 1.9e-06 1.8e-06 1.85e-06 2.4e-06 2e-06 1.45e-06 1.45e-06 1.75e-06 1.95e-06 1.85e-06 1.85e-06 1.8e-06 2.05e-06 1.95e-06 1.8e-06 1.75e-06 1.85e-06 1.9e-06 2.05e-06 1.7e-06 1.95e-06 1.8e-06 1.8e-06 1.8e-06 1.5e-06 1.9e-06 1.7e-06 1.7e-06 1.85e-06 1.7e-06 1.2e-06 1.55e-06 1.9e-06 1.6e-06 1.4e-06 1.85e-06 1.65e-06 1.7e-06 1.8e-06 2e-06 1.85e-06 1.4e-06 1.8e-06 1.75e-06 2.2e-06 1.7e-06 2.05e-06 1.75e-06 1.75e-06 1.7e-06 1.5e-06 1.8e-06 1.6e-06 1.85e-06
4 1.4e-06 1.4e-06 1.6e-06 2e-06 2.2e-06 1.5e-06 1.5e-06 1.55e-06 1.3e-06 1.85e-06 1.4e-06 1.85e-06 1.6e-06 1.3e-06 1.3e-06 1.85e-06 2.3e-06 1.55e-06 1.9e-06 1.6e-06 1.6e-06 1.65e-06 1.7e-06 1.9e-06 1.65e-06 1.7e-06 1.35e-06 1.85e-06 1.45e-06 1.6e-06 1.9e-06 2e-06 1.7e-06 2.1e-06 1.7e-06 1.2e-06 1.75e-06 2.1e-06 1.65e-06 1.45e-06 1.9e-06 1.4e-06 2.1e-06 1.3e-06 2.05e-06 1.2e-06 1.9e-06 1.45e-06 1.9e-06 1.55e-06 2.05e-06 1.75e-06 1.3e-06 1.1e-06
5 1.25e-06 1.1e-06 1.4e-06 1.45e-06 1.5e-06 1.3e-06 6.5e-07 1.2e-06 1.55e-06 1.35e-06 1.3e-06 1.4e-06 1.45e-06 1.25e-06 1.1e-06 1.35e-06 1.6e-06 1.35e-06 1.7e-06 1.75e-06 1.75e-06 1.2e-06 1.35e-06 1.5e-06 1.25e-06 1.35e-06 1.05e-06 1.45e-06 1.25e-06 1.75e-06 1.35e-06 1.6e-06 1.4e-06 1.55e-06 1.25e-06 1.15e-06 1.25e-06 1.5e-06 1.3e-06 1.35e-06 1.65e-06 9.5e-07 1.55e-06 9e-07 1.55e-06 8.5e-07 1.35e-06 1e-06 1.2e-06 1.25e-06 1.45e-06 1.85e-06 9.5e-07 1.35e-06
6 1.25e-06 1.1e-06 1.4e-06 1.45e-06 1.5e-06 6.5e-07 1.3e-06 1.2e-06 1.55e-06 1.35e-06 1.3e-06 1.4e-06 1.45e-06 1.25e-06 1.1e-06 1.35e-06 1.6e-06 1.35e-06 1.7e-06 1.75e-06 1.75e-06 1.2e-06 1.35e-06 1.5e-06 1.25e-06 1.35e-06 1.05e-06 1.45e-06 1.25e-06 1.75e-06 1.35e-06 1.6e-06 1.4e-06 1.55e-06 1.25e-06 1.15e-06 1.25e-06 1.5e-06 1.3e-06 1.35e-06 1.65e-06 9.5e-07 1.55e-06 9e-07 1.55e-06 8.5e-07 1.35e-06 1e-06 1.2e-06 1.25e-06 1.45e-06 1.85e-06 9.5e-07 1.35e-06
7 1.3e-06 1.3e-06 1.9e-06 1.75e-06 1.55e-06 1.2e-06 1.2e-06 1.2e-06 1.35e-06 1.05e-06 9.5e-07 1.3e-06 1.25e-06 1.5e-06 1.4e-06 1.8e-06 1.85e-06 1.4e-06 1.8e-06 1.75e-06 2.05e-06 1.4e-06 1.85e-06 1.8e-06 1.75e-06 1.1e-06 1.35e-06 1.45e-06 1.05e-06 1.75e-06 1.65e-06 1.6e-06 9e-07 2e-06 1.15e-06 1.4e-06 1.35e-06 1.9e-06 1.15e-06 1.2e-06 1.7e-06 1.05e-06 1.65e-06 1.1e-06 1.85e-06 1.05e-06 1.35e-06 1e-06 1.35e-06 1.2e-06 1.9e-06 1.85e-06 8.5e-07 1.4e-06
8 1.6e-06 1.6e-06 2.05e-06 1.95e-06 1.3e-06 1.55e-06 1.55e-06 1.35e-06 1.6e-06 1.35e-06 1.05e-06 1.65e-06 1.6e-06 1.85e-06 1.7e-06 2.05e-06 1.95e-06 1.7e-06 1.8e-06 1.3e-06 1.55e-06 1.55e-06 2.1e-06 1.7e-06 2.05e-06 1.5e-06 1.75e-06 1.55e-06 1.5e-06 1.3e-06 1.85e-06 1.7e-06 1.35e-06 2.05e-06 1.55e-06 1.8e-06 1.35e-06 2e-06 1.2e-06 1.5e-06 1.9e-06 1.2e-06 1.75e-06 1.55e-06 2.15e-06 1.5e-06 1.55e-06 1.25e-06 1.7e-06 1.45e-06 2e-06 1.45e-06 1.4e-06 1.15e-06
9 1.55e-06 1.65e-06 2.2e-06 1.85e-06 1.85e-06 1.35e-06 1.35e-06 1.05e-06 1.35e-06 1.3e-06 1.1e-06 1.2e-06 1.3e-06 1.9e-06 1.7e-06 2e-06 1.6e-06 1.65e-06 2e-06 1.85e-06 2.2e-06 1.3e-06 2.15e-06 1.75e-06 2.05e-06 1.05e-06 1.65e-06 1.45e-06 1.2e-06 1.85e-06 1.75e-06 1.65e-06 1.05e-06 2.05e-06 1.5e-06 1.85e-06 1.3e-06 1.75e-06 1.05e-06 1.35e-06 1.8e-06 1.05e-06 1.4e-06 1.5e-06 1.85e-06 1.45e-06 1.2e-06 1.2e-06 1.15e-06 1.4e-06 1.95e-06 1.95e-06 1.3e-06 1.7e-06
