 slim_762040907 slim_762040913 slim_762040893 slim_762040900 slim_762040882 slim_762040912 slim_762040894 slim_762040911 slim_762040885 slim_762040889 slim_762040884 slim_762040902 slim_762040891 slim_762040886 slim_762040919 slim_762040918 slim_762040898 slim_762040888 slim_762040916 slim_762040910 slim_762040903 slim_762040895 slim_762040906 slim_762040883 slim_762040915 slim_762040917 slim_762040905 slim_762040899 slim_762040897 slim_762040892 slim_762040914 slim_762040896 slim_762040881 slim_762040904 slim_762040908 slim_762040901 slim_762040887 slim_762040890 slim_762040909
10 1.75e-06 1.6e-06 1.9e-06 2e-06 2.05e-06 1.9e-06 2.3e-06 2.25e-06 2.5e-06 1.75e-06 2.6e-06 1.95e-06 2.4e-06 2.4e-06 2.2e-06 1.65e-06 1.9e-06 2.3e-06 1.5e-06 2.55e-06 1.55e-06 1.85e-06 1.9e-06 1.6e-06 1.8e-06 2.2e-06 2.6e-06 2.15e-06 1.9e-06 1.85e-06 2.05e-06 2.15e-06 2.35e-06 1.65e-06 1.55e-06 1.9e-06 2e-06 3.2e-06 1.85e-06
11 2e-06 2e-06 8e-07 2.1e-06 6e-07 2.6e-06 2.85e-06 2.5e-06 3e-06 1.35e-06 1.95e-06 1e-06 1.9e-06 1.7e-06 2.4e-06 2.35e-06 9.5e-07 2.55e-06 2e-06 2.4e-06 1.7e-06 2e-06 1.5e-06 2.1e-06 2.2e-06 1.45e-06 2.35e-06 1.9e-06 1.5e-06 2.65e-06 1.8e-06 2.4e-06 2.85e-06 2e-06 1.9e-06 1.6e-06 2.8e-06 2.8e-06 1.2e-06
12 2.5e-06 2e-06 2.2e-06 1.95e-06 2e-06 2.25e-06 2.15e-06 2.05e-06 3.1e-06 2e-06 2.4e-06 1.9e-06 3.2e-06 2.25e-06 2.2e-06 2.1e-06 2.25e-06 1.85e-06 2.45e-06 2.3e-06 2.1e-06 2e-06 2.2e-06 2.2e-06 2.2e-06 2.2e-06 2.6e-06 1.8e-06 2.05e-06 2.25e-06 1.85e-06 2.5e-06 2.95e-06 2.4e-06 2.05e-06 1.95e-06 2.1e-06 2.45e-06 1.85e-06
13 2.4e-06 2.7e-06 2.05e-06 2.4e-06 1.8e-06 2.5e-06 2.4e-06 2e-06 3.05e-06 2.3e-06 2.4e-06 1.7e-06 2.25e-06 2.6e-06 2.75e-06 2.8e-06 1.75e-06 2.9e-06 2.4e-06 2.8e-06 2.5e-06 2.4e-06 2.5e-06 2.9e-06 2.85e-06 2.2e-06 2.3e-06 2.25e-06 2.15e-06 3.05e-06 2.45e-06 2.4e-06 2.9e-06 2.3e-06 2.75e-06 2.3e-06 2.7e-06 2.8e-06 2.05e-06
14 2.1e-06 1.95e-06 2.15e-06 1.5e-06 2.5e-06 1.8e-06 1.8e-06 2.3e-06 2.8e-06 2.15e-06 2.2e-06 2.4e-06 2.2e-06 2.75e-06 2.5e-06 1.35e-06 2.65e-06 2.25e-06 1.95e-06 2.2e-06 1.85e-06 1.9e-06 2.25e-06 2.05e-06 2.15e-06 2.55e-06 2.3e-06 2.1e-06 2.65e-06 1.55e-06 2.4e-06 2.2e-06 2.65e-06 1.95e-06 1.85e-06 2.55e-06 2e-06 1.6e-06 2.45e-06
15 1.65e-06 1.25e-06 2.35e-06 1.25e-06 2.45e-06 1.5e-06 1.6e-06 2.1e-06 2.25e-06 2.15e-06 1.65e-06 2.35e-06 2.1e-06 2.8e-06 1.35e-06 1e-06 2.55e-06 1.95e-06 1.5e-06 2.35e-06 1.4e-06 1.45e-06 2.25e-06 1.35e-06 1.45e-06 2.25e-06 2.6e-06 2e-06 2.55e-06 8e-07 1.95e-06 1.8e-06 2.1e-06 1.55e-06 1.25e-06 2.25e-06 1.8e-06 2.45e-06 2.2e-06
16 1.9e-06 2.2e-06 1.15e-06 2.35e-06 1e-06 2.55e-06 2.8e-06 2.45e-06 2.95e-06 1.6e-06 1.9e-06 9.5e-07 2.25e-06 1.75e-06 2.65e-06 2.55e-06 1.8e-06 2.75e-06 1.95e-06 2.65e-06 1.9e-06 2.2e-06 1.75e-06 2.3e-06 2.4e-06 1.75e-06 2.3e-06 2.15e-06 1.65e-06 2.85e-06 2e-06 2.3e-06 2.8e-06 1.9e-06 2.1e-06 1.8e-06 2.75e-06 3.1e-06 1.5e-06
17 2.55e-06 1.6e-06 2.45e-06 2.2e-06 2.65e-06 2.25e-06 2.25e-06 2.15e-06 3.15e-06 1.7e-06 2.3e-06 2.55e-06 1.85e-06 2.9e-06 2.25e-06 1.95e-06 2.75e-06 2.1e-06 2.4e-06 2.05e-06 1.9e-06 1.9e-06 1.85e-06 1.7e-06 1.75e-06 2.35e-06 2.95e-06 1.75e-06 1.9e-06 2e-06 1.4e-06 2.65e-06 3e-06 2.45e-06 1.5e-06 1.55e-06 1.85e-06 2.8e-06 1.85e-06
18 1.5e-06 1.7e-06 1.9e-06 1.75e-06 2.1e-06 1.75e-06 2.2e-06 2.4e-06 2.3e-06 1.9e-06 1.5e-06 2e-06 2.45e-06 2.4e-06 1.95e-06 1.5e-06 1.95e-06 2.4e-06 2.1e-06 2.6e-06 1.5e-06 2e-06 1.95e-06 1.7e-06 1.9e-06 2.35e-06 2.45e-06 2.2e-06 2.15e-06 1.8e-06 2.1e-06 2.1e-06 2.15e-06 1.4e-06 1.5e-06 2.15e-06 2e-06 3.05e-06 2.05e-06
19 2.65e-06 2.15e-06 2.15e-06 2.4e-06 2.5e-06 2.55e-06 2.5e-06 2.5e-06 3.35e-06 1.9e-06 2.55e-06 2.4e-06 2.3e-06 2.8e-06 2.2e-06 2.35e-06 2.65e-06 2.05e-06 2.6e-06 3.7e-06 2.25e-06 2.2e-06 2.05e-06 2.3e-06 2.35e-06 2.5e-06 2.35e-06 2.15e-06 2.15e-06 2.45e-06 2e-06 2.7e-06 3.2e-06 2.6e-06 2.1e-06 2.1e-06 2.4e-06 2e-06 2.2e-06
20 1.75e-06 1.35e-06 1.6e-06 1.75e-06 1.8e-06 2e-06 2.4e-06 2.45e-06 2.65e-06 1.4e-06 1.55e-06 1.7e-06 2.1e-06 2.5e-06 1.85e-06 1.4e-06 1.9e-06 1.9e-06 1.5e-06 2.25e-06 2e-06 1.5e-06 1.5e-06 1.35e-06 1.55e-06 2e-06 2.7e-06 1.9e-06 1.55e-06 1.7e-06 1.55e-06 2.3e-06 2.5e-06 1.65e-06 1.15e-06 1.4e-06 2.1e-06 2.95e-06 1.55e-06
21 2.1e-06 1.55e-06 2e-06 1.85e-06 2.1e-06 2.1e-06 2.05e-06 2.1e-06 2.65e-06 1.75e-06 1.85e-06 2e-06 2e-06 2.4e-06 1.9e-06 1.45e-06 2.2e-06 1.9e-06 2e-06 2.2e-06 1.5e-06 2.7e-06 1.95e-06 1.65e-06 1.75e-06 2e-06 2.55e-06 1.9e-06 1.8e-06 1.65e-06 1.7e-06 2.05e-06 2.5e-06 2e-06 1.6e-06 1.65e-06 2.15e-06 2.5e-06 1.8e-06
22 2.2e-06 1.6e-06 1.1e-06 2.45e-06 1.6e-06 2.65e-06 3.05e-06 2.7e-06 3.1e-06 8.5e-07 1.9e-06 1.5e-06 2.2e-06 2.5e-06 2.25e-06 2.25e-06 1.75e-06 1.85e-06 1.95e-06 2.05e-06 1.5e-06 1.95e-06 1.7e-06 1.6e-06 1.75e-06 1.9e-06 2.75e-06 1.95e-06 1.35e-06 2.45e-06 1.4e-06 2.75e-06 2.95e-06 2.05e-06 1.35e-06 1.2e-06 2.55e-06 2.95e-06 1.3e-06
23 1.95e-06 1.15e-06 1.95e-06 2e-06 2.2e-06 2.15e-06 2.55e-06 2.55e-06 2.7e-06 1.45e-06 1.6e-06 2.1e-06 2.2e-06 2.9e-06 2.05e-06 1.35e-06 2.3e-06 1.7e-06 1.7e-06 2.3e-06 1.35e-06 1.65e-06 1.6e-06 2e-06 1.35e-06 2.15e-06 3e-06 2e-06 1.85e-06 1.55e-06 1.45e-06 2.35e-06 2.55e-06 1.85e-06 1.1e-06 1.55e-06 2.1e-06 3.25e-06 1.6e-06
24 2e-06 1.25e-06 2.15e-06 2.1e-06 2.3e-06 2.25e-06 2.55e-06 2.55e-06 2.75e-06 1.65e-06 1.8e-06 2.2e-06 2.2e-06 2.85e-06 2.15e-06 1.45e-06 2.4e-06 1.75e-06 1.9e-06 2.35e-06 1.55e-06 1.75e-06 1.75e-06 1.35e-06 2.4e-06 2.25e-06 2.95e-06 2.05e-06 1.95e-06 1.55e-06 1.45e-06 2.3e-06 2.65e-06 1.9e-06 1.25e-06 1.5e-06 2.2e-06 3.25e-06 1.75e-06
25 2.35e-06 2.05e-06 1.55e-06 2.35e-06 1.55e-06 2.65e-06 2.65e-06 2.2e-06 3.1e-06 1.7e-06 2.2e-06 1.45e-06 2.2e-06 2.2e-06 2.55e-06 2.25e-06 1.75e-06 2.35e-06 2.35e-06 2.5e-06 2e-06 2e-06 1.9e-06 2.15e-06 2.25e-06 2.5e-06 2.7e-06 2.1e-06 1.95e-06 2.45e-06 1.9e-06 2.45e-06 2.95e-06 2.35e-06 2e-06 1.85e-06 2.8e-06 2.95e-06 1.65e-06
26 2.15e-06 2.8e-06 2.25e-06 2.4e-06 2.45e-06 2.4e-06 2.25e-06 2.4e-06 3.1e-06 2.55e-06 2.6e-06 2.35e-06 2.6e-06 2.3e-06 2.3e-06 2.6e-06 2.3e-06 2.95e-06 2.45e-06 2.35e-06 2.7e-06 2.55e-06 2.75e-06 3e-06 2.95e-06 2.7e-06 3e-06 2.55e-06 2.6e-06 2.8e-06 2.7e-06 2.1e-06 2.95e-06 2.2e-06 2.85e-06 2.8e-06 2.5e-06 1.65e-06 2.7e-06
27 2.35e-06 1.9e-06 2e-06 1.8e-06 2e-06 2.1e-06 2.1e-06 2e-06 2.95e-06 1.8e-06 2.15e-06 1.9e-06 1.8e-06 2.25e-06 2.1e-06 2e-06 2.15e-06 1.75e-06 2.2e-06 2.15e-06 1.9e-06 1.9e-06 1.95e-06 2e-06 2.05e-06 2.1e-06 2.55e-06 3.2e-06 1.95e-06 2.15e-06 1.85e-06 2.45e-06 2.8e-06 2.25e-06 1.8e-06 1.8e-06 2e-06 2.45e-06 1.75e-06
28 2.25e-06 1.7e-06 1.45e-06 2.6e-06 1.6e-06 2.65e-06 2.9e-06 2.45e-06 3.1e-06 1.15e-06 1.9e-06 1.5e-06 2.05e-06 2.15e-06 2.65e-06 2.55e-06 1.65e-06 1.9e-06 2.15e-06 2.15e-06 1.55e-06 1.8e-06 1.35e-06 1.85e-06 1.95e-06 1.95e-06 2.6e-06 1.95e-06 1.3e-06 2.75e-06 1.15e-06 2.6e-06 2.95e-06 2.15e-06 1.7e-06 9.5e-07 2.4e-06 3.15e-06 1.25e-06
29 1.95e-06 1.45e-06 2.65e-06 1.5e-06 2.75e-06 1.65e-06 1.65e-06 2.15e-06 2.5e-06 2.35e-06 1.85e-06 2.65e-06 2.25e-06 3.05e-06 1.55e-06 8e-07 2.85e-06 2e-06 1.8e-06 2.45e-06 1.7e-06 1.65e-06 2.45e-06 1.55e-06 1.55e-06 2.45e-06 2.8e-06 2.15e-06 2.75e-06 1.6e-06 2.15e-06 2e-06 2.4e-06 1.85e-06 1.45e-06 2.45e-06 1.85e-06 2.55e-06 2.4e-06
30 2.05e-06 1.15e-06 1.8e-06 2.4e-06 1.9e-06 2.55e-06 2.7e-06 2.4e-06 2.95e-06 1.2e-06 2.05e-06 1.8e-06 1.85e-06 2.45e-06 2.4e-06 1.95e-06 2e-06 1.4e-06 2.1e-06 2e-06 1.55e-06 1.7e-06 1.4e-06 1.45e-06 1.45e-06 1.9e-06 2.7e-06 1.85e-06 1.15e-06 2.15e-06 7e-07 2.3e-06 2.8e-06 2e-06 1.3e-06 1e-06 2.3e-06 3.15e-06 1.25e-06
31 1.85e-06 2.15e-06 2.5e-06 2.15e-06 2.5e-06 2.15e-06 2e-06 2.2e-06 2.65e-06 2.55e-06 2.15e-06 2.4e-06 2.5e-06 2.4e-06 2.2e-06 1.8e-06 2.3e-06 2.65e-06 2.1e-06 2.7e-06 2.3e-06 2.05e-06 2.75e-06 2.35e-06 2.3e-06 2.45e-06 2.1e-06 2.45e-06 2.6e-06 2e-06 2.3e-06 3.2e-06 2.5e-06 1.85e-06 2.3e-06 2.55e-06 2.35e-06 2.5e-06 2.5e-06
32 2.4e-06 2.45e-06 2.85e-06 2.45e-06 2.95e-06 2.45e-06 2.55e-06 2.7e-06 2.2e-06 2.8e-06 2.35e-06 2.85e-06 2.95e-06 2.9e-06 2.65e-06 2.1e-06 2.8e-06 3e-06 2.15e-06 3.2e-06 2.5e-06 2.5e-06 2.95e-06 2.55e-06 2.65e-06 2.95e-06 2.95e-06 2.8e-06 2.95e-06 2.4e-06 2.8e-06 2.5e-06 4.1e-06 2.3e-06 2.5e-06 2.95e-06 2.65e-06 3.35e-06 2.85e-06
33 1.4e-06 1.75e-06 1.95e-06 1.85e-06 2.1e-06 1.85e-06 2.15e-06 2.35e-06 2.45e-06 1.95e-06 1.65e-06 2e-06 2.4e-06 2.3e-06 1.95e-06 1.55e-06 1.9e-06 2.45e-06 1.4e-06 2.6e-06 1.65e-06 2e-06 2.05e-06 1.85e-06 1.9e-06 2.35e-06 2.2e-06 2.25e-06 2.15e-06 1.85e-06 2e-06 1.85e-06 2.3e-06 2.5e-06 1.65e-06 2.1e-06 2.1e-06 2.9e-06 2.05e-06
34 1.75e-06 1.1e-06 1.75e-06 1.8e-06 2e-06 1.95e-06 2.35e-06 2.4e-06 2.65e-06 1.3e-06 1.55e-06 1.9e-06 2.05e-06 2.75e-06 1.85e-06 1.25e-06 2.1e-06 1.5e-06 1.5e-06 2.1e-06 1.15e-06 1.6e-06 1.35e-06 1.1e-06 1.25e-06 2e-06 2.85e-06 1.8e-06 1.7e-06 1.45e-06 1.3e-06 2.3e-06 2.5e-06 1.65e-06 1.7e-06 1.35e-06 1.95e-06 3.1e-06 1.5e-06
35 2.2e-06 1.45e-06 1.55e-06 2.5e-06 1.7e-06 2.65e-06 2.9e-06 2.45e-06 3.1e-06 1.05e-06 1.9e-06 1.6e-06 1.95e-06 2.3e-06 2.55e-06 2.25e-06 1.8e-06 1.55e-06 2.15e-06 2.1e-06 1.4e-06 1.65e-06 1.2e-06 1.55e-06 1.5e-06 1.85e-06 2.8e-06 1.8e-06 9.5e-07 2.45e-06 1e-06 2.55e-06 2.95e-06 2.1e-06 1.35e-06 1.3e-06 2.4e-06 3.3e-06 1.15e-06
36 2.2e-06 2e-06 2.8e-06 1.8e-06 2.9e-06 1.6e-06 1.65e-06 1.9e-06 2.8e-06 2.4e-06 2e-06 2.8e-06 2.1e-06 2.7e-06 2e-06 1.8e-06 2.75e-06 1.85e-06 2e-06 2.4e-06 2.1e-06 2.15e-06 2.55e-06 2.1e-06 2.2e-06 2.8e-06 2.5e-06 2e-06 2.4e-06 1.85e-06 2.3e-06 2.35e-06 2.65e-06 2.1e-06 1.95e-06 2.4e-06 2.7e-06 2.45e-06 2.45e-06
37 2.9e-06 3.05e-06 2.45e-06 2.1e-06 2.9e-06 2.4e-06 1.95e-06 2.4e-06 3.5e-06 2.75e-06 3.2e-06 2.8e-06 2.45e-06 2.8e-06 1.6e-06 2.45e-06 3.1e-06 2.8e-06 3.05e-06 2e-06 2.95e-06 2.5e-06 2.95e-06 3.25e-06 3.25e-06 2.95e-06 1.65e-06 2.45e-06 3.15e-06 2.55e-06 3.15e-06 2.5e-06 3.35e-06 2.9e-06 3.1e-06 3.3e-06 2.45e-06 7e-07 3.15e-06
38 2.15e-06 1.55e-06 1.3e-06 2.25e-06 1.3e-06 2.55e-06 2.8e-06 2.35e-06 3e-06 1.1e-06 1.85e-06 1.2e-06 1.85e-06 2.05e-06 2.45e-06 2.2e-06 1.5e-06 1.85e-06 2.05e-06 2.2e-06 1.55e-06 1.8e-06 1.3e-06 1.6e-06 1.75e-06 1.65e-06 2.7e-06 1.75e-06 1.25e-06 2.4e-06 1.25e-06 2.5e-06 2.85e-06 2.05e-06 1.5e-06 1.15e-06 2.45e-06 3.15e-06 1.8e-06
