 slim_762166115 slim_762166094 slim_762166142 slim_762166139 slim_762166100 slim_762166086 slim_762166105 slim_762166138 slim_762166151 slim_762166091 slim_762166131 slim_762166124 slim_762166148 slim_762166104 slim_762166093 slim_762166096 slim_762166133 slim_762166088 slim_762166103 slim_762166110 slim_762166092 slim_762166099 slim_762166119 slim_762166108 slim_762166117 slim_762166113 slim_762166144 slim_762166150 slim_762166145 slim_762166122 slim_762166090 slim_762166134 slim_762166121 slim_762166112 slim_762166109 slim_762166153 slim_762166125 slim_762166149 slim_762166152 slim_762166132 slim_762166137 slim_762166116 slim_762166136 slim_762166111 slim_762166102 slim_762166095 slim_762166135 slim_762166087 slim_762166089 slim_762166154 slim_762166098 slim_762166128 slim_762166101 slim_762166107 slim_762166147 slim_762166120 slim_762166114 slim_762166129 slim_762166130 slim_762166155 slim_762166085 slim_762166123 slim_762166127 slim_762166141 slim_762166156 slim_762166126 slim_762166097 slim_762166118 slim_762166146 slim_762166106 slim_762166140 slim_762166143
10 1.25e-06 1.75e-06 1.5e-06 1.25e-06 1.7e-06 9.5e-07 1.2e-06 1.2e-06 1.4e-06 1.1e-06 1.7e-06 1.35e-06 1.35e-06 1.3e-06 1.3e-06 1.3e-06 9e-07 1.75e-06 9.5e-07 1.2e-06 1.4e-06 1.5e-06 1.45e-06 1.55e-06 1.9e-06 1.5e-06 1.6e-06 1.3e-06 2.45e-06 8.5e-07 1.65e-06 1.35e-06 1.45e-06 1.45e-06 2.15e-06 1.55e-06 1.25e-06 1.2e-06 1.6e-06 1.4e-06 1.1e-06 1.05e-06 9e-07 1.2e-06 9e-07 1.35e-06 1.65e-06 1.1e-06 1.35e-06 1.3e-06 1.55e-06 1.45e-06 1e-06 2e-06 1.3e-06 1.25e-06 1.05e-06 1.15e-06 1.15e-06 1.65e-06 1.15e-06 1.55e-06 1.1e-06 1.15e-06 1.65e-06 1.25e-06 1.1e-06 1.1e-06 1.85e-06 1.75e-06 1.5e-06 2e-06
11 1.3e-06 1.6e-06 1.45e-06 1.35e-06 1.75e-06 1e-06 1.4e-06 1.75e-06 2e-06 1.9e-06 1.35e-06 1.6e-06 1.75e-06 1.9e-06 1.65e-06 1.85e-06 8.5e-07 2.1e-06 1.55e-06 1.35e-06 1.75e-06 1.95e-06 1.9e-06 1.4e-06 1.95e-06 1.65e-06 2e-06 1.9e-06 2.6e-06 1.85e-06 2e-06 1.7e-06 1.95e-06 2e-06 2.05e-06 1.3e-06 1.4e-06 1.9e-06 9.5e-07 2e-06 1.4e-06 1.3e-06 1.2e-06 2e-06 9.5e-07 1.5e-06 2.1e-06 1.35e-06 1.9e-06 1.3e-06 1.9e-06 1.65e-06 1.15e-06 2.3e-06 1.7e-06 1.65e-06 1.85e-06 1.7e-06 1.95e-06 1.75e-06 1.4e-06 1.9e-06 1.2e-06 1.8e-06 2.05e-06 1.6e-06 9e-07 1.15e-06 2e-06 2e-06 1.85e-06 1.7e-06
12 1.75e-06 1.95e-06 1.45e-06 1.5e-06 1.65e-06 1.3e-06 1.25e-06 1.6e-06 1.55e-06 1.25e-06 1.35e-06 1.75e-06 1.9e-06 1.2e-06 1.35e-06 1.55e-06 1.3e-06 1.85e-06 1.4e-06 1.35e-06 1.25e-06 1.35e-06 1.45e-06 1.9e-06 2e-06 1.5e-06 1.3e-06 1.45e-06 2.5e-06 1.5e-06 1.75e-06 1.3e-06 1.25e-06 1.4e-06 2.05e-06 1.65e-06 1.05e-06 1.45e-06 1.8e-06 1.3e-06 1.2e-06 1.3e-06 1.4e-06 1.45e-06 1.25e-06 1.55e-06 1.95e-06 1.35e-06 1.2e-06 1.5e-06 1.1e-06 1.5e-06 1.3e-06 1.95e-06 1.55e-06 1.1e-06 1.4e-06 1.55e-06 1.35e-06 1.8e-06 1.55e-06 1.4e-06 1.4e-06 1.45e-06 1.55e-06 1.3e-06 1.5e-06 1.1e-06 1.9e-06 1.85e-06 1.4e-06 2.2e-06
13 1.85e-06 2.1e-06 1.25e-06 1.5e-06 1.5e-06 1.45e-06 1.15e-06 1.4e-06 1.1e-06 7e-07 1.3e-06 1.9e-06 1.2e-06 7e-07 9e-07 1.1e-06 1.8e-06 1.25e-06 1e-06 1.4e-06 1.25e-06 8e-07 7.5e-07 2.1e-06 1.85e-06 1.3e-06 8e-07 1e-06 2.05e-06 9e-07 1.1e-06 1.05e-06 7e-07 5.5e-07 1.85e-06 1.75e-06 1.6e-06 9.5e-07 1.7e-06 4.5e-07 1.05e-06 1.05e-06 1.5e-06 7.5e-07 1.4e-06 9.5e-07 1.6e-06 1.1e-06 6e-07 1.8e-06 1e-06 1.4e-06 1.3e-06 1.4e-06 6.5e-07 8e-07 6e-07 1.35e-06 7e-07 1.75e-06 1.3e-06 1.15e-06 1.2e-06 9.5e-07 1.05e-06 8.5e-07 1.65e-06 1.85e-06 1.7e-06 1.4e-06 8e-07 2.05e-06
14 1.55e-06 2e-06 1.6e-06 1.35e-06 1.65e-06 1.35e-06 1.35e-06 1.35e-06 1.5e-06 1.15e-06 1.3e-06 1.65e-06 1.35e-06 9e-07 1.5e-06 1.5e-06 1.5e-06 1.65e-06 1.2e-06 1.55e-06 1.2e-06 1.45e-06 1.15e-06 2e-06 1.65e-06 1.55e-06 1.4e-06 1.4e-06 2.25e-06 1.2e-06 1.4e-06 1.15e-06 1.35e-06 1.1e-06 2.15e-06 1.55e-06 1.2e-06 1.4e-06 1.65e-06 1e-06 1.25e-06 1.1e-06 1.5e-06 1.1e-06 1.3e-06 1.05e-06 1.8e-06 1.15e-06 1.2e-06 1.55e-06 1.4e-06 1.45e-06 1.3e-06 1.8e-06 1.05e-06 9e-07 9.5e-07 1.25e-06 1.2e-06 1.6e-06 1.35e-06 1.6e-06 1.25e-06 1.4e-06 1.5e-06 8e-07 1.4e-06 1.55e-06 1.5e-06 1.8e-06 1.25e-06 2e-06
15 1.75e-06 2.1e-06 1.5e-06 1.65e-06 1.4e-06 1.5e-06 1.4e-06 1.5e-06 1.1e-06 1.05e-06 1.3e-06 1.85e-06 1.55e-06 1.1e-06 1.5e-06 2e-06 1.65e-06 1.5e-06 1.2e-06 1.5e-06 1.7e-06 1.25e-06 1.35e-06 2e-06 2.1e-06 1.45e-06 1.05e-06 1e-06 2.35e-06 1e-06 1.45e-06 1.4e-06 1.2e-06 1.25e-06 1.8e-06 1.8e-06 1.8e-06 1.2e-06 1.8e-06 1.2e-06 1.3e-06 1.4e-06 1.4e-06 1.25e-06 1.45e-06 1.4e-06 1.75e-06 1.45e-06 1.1e-06 1.75e-06 1.4e-06 1.6e-06 1.4e-06 1.8e-06 1.3e-06 1.3e-06 1.1e-06 1.45e-06 1.05e-06 1.7e-06 1.4e-06 1.4e-06 1.45e-06 1.15e-06 1.3e-06 1.45e-06 1.55e-06 1.8e-06 2e-06 1.5e-06 1.1e-06 2.15e-06
16 1.05e-06 1.3e-06 1.3e-06 9e-07 1.55e-06 4.5e-07 1e-06 1.4e-06 1.85e-06 1.7e-06 9e-07 8.5e-07 1.3e-06 1.8e-06 1.5e-06 1.65e-06 1e-07 2e-06 1.3e-06 8e-07 1.45e-06 1.65e-06 1.75e-06 1.05e-06 1.85e-06 1.3e-06 1.8e-06 1.75e-06 2.65e-06 1.7e-06 1.9e-06 1.3e-06 1.65e-06 1.9e-06 2e-06 1.1e-06 9e-07 1.65e-06 1.3e-06 1.9e-06 9.5e-07 9.5e-07 6e-07 1.85e-06 4e-07 1.6e-06 2e-06 1e-06 1.6e-06 6.5e-07 1.55e-06 1.2e-06 6e-07 2.25e-06 1.7e-06 1.35e-06 1.8e-06 1.35e-06 1.75e-06 1.35e-06 1.4e-06 1.45e-06 9.5e-07 1.55e-06 1.8e-06 1.45e-06 6e-07 4.5e-07 1.9e-06 1.8e-06 1.8e-06 1.85e-06
17 2.15e-06 2.35e-06 1.7e-06 1.8e-06 1.6e-06 1.7e-06 1.7e-06 1.9e-06 1.65e-06 1.35e-06 1.75e-06 2.1e-06 1.85e-06 1.25e-06 1.65e-06 1.5e-06 2e-06 1.9e-06 1.5e-06 1.7e-06 1.95e-06 1.3e-06 1.4e-06 2.2e-06 2.15e-06 1.45e-06 1.45e-06 1.55e-06 2.3e-06 1.5e-06 1.4e-06 1.65e-06 1.35e-06 1.3e-06 2.05e-06 2.1e-06 2.15e-06 1.5e-06 2.05e-06 1.35e-06 1.6e-06 1.6e-06 1.7e-06 1.55e-06 1.65e-06 1.6e-06 2.05e-06 1.65e-06 1.1e-06 2.15e-06 1.6e-06 1.75e-06 1.55e-06 1.85e-06 1.3e-06 1.55e-06 1.4e-06 1.85e-06 1.35e-06 1.75e-06 1.75e-06 1.55e-06 1.6e-06 1.4e-06 1.35e-06 1.6e-06 1.85e-06 2.2e-06 2.05e-06 1.25e-06 1.4e-06 2.15e-06
18 1.4e-06 1.95e-06 1.35e-06 1.2e-06 1.8e-06 1e-06 1.25e-06 1.2e-06 1.3e-06 8.5e-07 9.5e-07 1.55e-06 1.4e-06 1e-06 1.2e-06 1.2e-06 1.3e-06 1.5e-06 1.3e-06 1.25e-06 1.45e-06 1.2e-06 1.15e-06 1.85e-06 1.95e-06 1.45e-06 1.45e-06 1.2e-06 2.35e-06 6.5e-07 1.5e-06 1.3e-06 1.15e-06 1.15e-06 2.2e-06 1.65e-06 1.5e-06 9.5e-07 1.6e-06 1.1e-06 1.15e-06 1.1e-06 1e-06 9.5e-07 9.5e-07 1.25e-06 1.6e-06 1.15e-06 1.05e-06 1.6e-06 1.5e-06 1.4e-06 1.05e-06 1.85e-06 1e-06 1.15e-06 8e-07 1.15e-06 9e-07 1.75e-06 1.05e-06 1.45e-06 1.15e-06 9e-07 1.5e-06 1.15e-06 1.35e-06 1.5e-06 1.9e-06 1.6e-06 1.35e-06 2e-06
19 1.5e-06 1.65e-06 1.05e-06 1.15e-06 1.6e-06 7.5e-07 1.1e-06 1.6e-06 1.7e-06 1.35e-06 1.2e-06 1.35e-06 1.35e-06 1.4e-06 1.55e-06 1.5e-06 8e-07 1.7e-06 1.25e-06 1.5e-06 1.65e-06 1.1e-06 1.3e-06 1.5e-06 2.05e-06 1.15e-06 1.45e-06 1.6e-06 2.55e-06 1.6e-06 1.75e-06 1.3e-06 1.1e-06 1.5e-06 1.95e-06 1.4e-06 1.45e-06 1.3e-06 1.5e-06 1.5e-06 1.05e-06 1.15e-06 9e-07 1.65e-06 7.5e-07 1.65e-06 2e-06 1.15e-06 1.15e-06 1.15e-06 1.3e-06 1.15e-06 8e-07 2e-06 1.4e-06 1.3e-06 1.6e-06 1.55e-06 1.45e-06 1.6e-06 1.5e-06 1.05e-06 1.15e-06 1.2e-06 1.55e-06 1.5e-06 1.15e-06 1.15e-06 2.1e-06 1.5e-06 1.55e-06 2e-06
20 1.8e-06 2.1e-06 1.85e-06 1.65e-06 1.85e-06 1.45e-06 1.5e-06 1.65e-06 1.7e-06 1.45e-06 1.4e-06 1.75e-06 1.25e-06 1.25e-06 1.2e-06 1.7e-06 1.45e-06 1.95e-06 1.45e-06 1.65e-06 2.2e-06 1.75e-06 1.45e-06 2e-06 2.05e-06 1.8e-06 1.65e-06 1.6e-06 2.55e-06 1.45e-06 1.7e-06 1.55e-06 1.65e-06 1.45e-06 2.3e-06 1.9e-06 1.2e-06 1.65e-06 1.9e-06 1.35e-06 1.4e-06 1.25e-06 1.55e-06 1.4e-06 1.4e-06 1.35e-06 2e-06 1.3e-06 1.5e-06 1.75e-06 1.5e-06 1.8e-06 1.45e-06 2.1e-06 1.35e-06 1.35e-06 1.25e-06 1.6e-06 1.5e-06 1.95e-06 1.6e-06 1.85e-06 1.4e-06 1.65e-06 1.8e-06 1.25e-06 1.5e-06 1.25e-06 1.95e-06 2.05e-06 1.5e-06 2.25e-06
21 1.95e-06 2.1e-06 9e-07 1.45e-06 1.6e-06 1.3e-06 1.15e-06 1.7e-06 1.4e-06 9e-07 1.5e-06 1.95e-06 1.35e-06 8e-07 1.45e-06 1.25e-06 1.65e-06 1.3e-06 1.2e-06 1.1e-06 1.75e-06 8e-07 9e-07 2.05e-06 2.2e-06 1.1e-06 9e-07 1.3e-06 2.4e-06 1.35e-06 1.5e-06 1.15e-06 5.5e-07 8.5e-07 1.85e-06 1.65e-06 1.9e-06 1e-06 1.7e-06 9e-07 1.1e-06 1.35e-06 1.35e-06 1.3e-06 1.25e-06 1.6e-06 1.95e-06 1.4e-06 6e-07 1.65e-06 9e-07 1.2e-06 1.15e-06 1.65e-06 1.1e-06 1.05e-06 1.25e-06 1.65e-06 9e-07 1.8e-06 1.55e-06 8e-07 1.35e-06 9e-07 1.15e-06 1.4e-06 1.75e-06 1.9e-06 2.15e-06 1.3e-06 1.15e-06 2.2e-06
22 1.95e-06 2.15e-06 1.25e-06 1.55e-06 1.7e-06 1.4e-06 1.35e-06 1.65e-06 1.45e-06 9.5e-07 1.45e-06 1.9e-06 1.45e-06 7.5e-07 1.15e-06 1.35e-06 1.75e-06 1.4e-06 1.15e-06 1.3e-06 1.45e-06 9e-07 1.4e-06 2.1e-06 2.1e-06 1.3e-06 1.2e-06 1.35e-06 2.3e-06 1.2e-06 1.35e-06 1.35e-06 8.5e-07 9e-07 2.05e-06 1.9e-06 1.9e-06 1.05e-06 1.8e-06 8.5e-07 1.25e-06 1.2e-06 1.45e-06 1.1e-06 1.35e-06 1.25e-06 1.85e-06 1.25e-06 8.5e-07 1.9e-06 1.25e-06 1.4e-06 1.25e-06 1.7e-06 8e-07 1.2e-06 9.5e-07 1.6e-06 1.05e-06 1.9e-06 1.5e-06 1.1e-06 1.3e-06 1e-06 1.35e-06 1.2e-06 1.7e-06 1.95e-06 2.05e-06 1.4e-06 1.15e-06 2.15e-06
23 1.7e-06 1.45e-06 1.75e-06 1.75e-06 1.9e-06 1.3e-06 1.65e-06 2.05e-06 2.15e-06 2.05e-06 1.55e-06 1.4e-06 1.9e-06 2.1e-06 2e-06 2e-06 1.05e-06 2.2e-06 1.85e-06 1.5e-06 2e-06 2.05e-06 2.1e-06 2e-06 1.8e-06 1.8e-06 2.1e-06 2.05e-06 1.95e-06 2.05e-06 2.2e-06 1.95e-06 2.05e-06 2.2e-06 1.65e-06 1.75e-06 1.7e-06 2.05e-06 1.6e-06 2.2e-06 1.55e-06 1.55e-06 1.35e-06 2.2e-06 1.25e-06 2e-06 1.75e-06 1.6e-06 2e-06 1.6e-06 2.05e-06 1.9e-06 1.3e-06 2e-06 2e-06 1.9e-06 2.1e-06 2e-06 2.1e-06 2e-06 1.75e-06 2e-06 1.55e-06 1.95e-06 2.15e-06 1.95e-06 1.35e-06 1.35e-06 1.85e-06 2.1e-06 2.05e-06 1.6e-06
24 2e-06 1.75e-06 2.1e-06 1.95e-06 2e-06 1.85e-06 1.95e-06 2.05e-06 2.1e-06 2e-06 1.9e-06 1.95e-06 2e-06 1.85e-06 1.65e-06 2.1e-06 1.85e-06 2.15e-06 1.95e-06 2.05e-06 2.05e-06 2.2e-06 2.1e-06 1.8e-06 2.6e-06 2.05e-06 2e-06 2e-06 1.55e-06 2.05e-06 2.15e-06 1.85e-06 2.1e-06 2.05e-06 1.95e-06 1.95e-06 1.7e-06 2.15e-06 1.95e-06 1.95e-06 1.85e-06 1.8e-06 2e-06 2.05e-06 1.8e-06 1.8e-06 1.85e-06 1.85e-06 2e-06 2e-06 2.05e-06 2.05e-06 1.8e-06 1.6e-06 1.95e-06 1.6e-06 1.9e-06 1.95e-06 2.05e-06 2.1e-06 1.9e-06 2.25e-06 1.9e-06 2.15e-06 2.15e-06 1.6e-06 1.8e-06 1.95e-06 1.35e-06 2.2e-06 1.9e-06 1.55e-06
25 1.75e-06 1.8e-06 1.25e-06 1.35e-06 1.15e-06 1.2e-06 1.3e-06 1.7e-06 1.65e-06 1.35e-06 1.5e-06 1.65e-06 1.5e-06 1.3e-06 1.55e-06 1.45e-06 1.3e-06 1.45e-06 1.45e-06 1.15e-06 1.8e-06 1.1e-06 1.3e-06 1.8e-06 2.05e-06 1.7e-06 1.3e-06 1.55e-06 2.3e-06 1.7e-06 1.4e-06 1.3e-06 1.1e-06 1.4e-06 1.85e-06 1.55e-06 1.7e-06 1.4e-06 1.7e-06 1.4e-06 1.25e-06 1.35e-06 1.3e-06 1.65e-06 1.15e-06 1.55e-06 2.05e-06 1.4e-06 1.1e-06 1.45e-06 1.25e-06 1.25e-06 1.1e-06 1.9e-06 1.4e-06 1.3e-06 1.6e-06 1.65e-06 1.45e-06 1.35e-06 1.65e-06 1.05e-06 1.35e-06 1.3e-06 1.2e-06 1.5e-06 1.35e-06 1.6e-06 2e-06 1.3e-06 1.4e-06 2.05e-06
