 slim_761983026 slim_761983031 slim_761983007 slim_761982990 slim_761983027 slim_761983011 slim_761983012 slim_761982999 slim_761983025 slim_761983020 slim_761983002 slim_761983001 slim_761983009 slim_761983032 slim_761983014 slim_761983036 slim_761983000 slim_761983028 slim_761983019 slim_761983013 slim_761983017 slim_761982998 slim_761983015 slim_761983035 slim_761983006 slim_761983023 slim_761983005 slim_761982994 slim_761982997 slim_761983016 slim_761982993 slim_761982995 slim_761983024 slim_761983004 slim_761983021 slim_761983008 slim_761983003 slim_761983030 slim_761983034 slim_761982991 slim_761982996 slim_761982992 slim_761983018 slim_761983029 slim_761983033 slim_761983010 slim_761983022
23 2.2e-06 2.55e-06 1.9e-06 2.35e-06 2.05e-06 2.1e-06 2.3e-06 2.5e-06 2.65e-06 2.65e-06 1.9e-06 2.15e-06 1.65e-06 2.75e-06 2.55e-06 2.2e-06 2.2e-06 2.1e-06 2.35e-06 2.55e-06 2e-06 1.75e-06 1.95e-06 3.3e-06 2.2e-06 2.35e-06 2e-06 2.55e-06 2.6e-06 1.7e-06 2.15e-06 2.1e-06 2.05e-06 2.3e-06 2.25e-06 2.1e-06 2.05e-06 2.1e-06 2.3e-06 2.3e-06 2.9e-06 2.1e-06 1.7e-06 2.5e-06 1.95e-06 2.05e-06 1.75e-06
24 1.75e-06 2.45e-06 2.2e-06 2.75e-06 2.35e-06 2.35e-06 1.9e-06 1.95e-06 2.45e-06 2.1e-06 1.45e-06 2.2e-06 1.6e-06 2.2e-06 2.4e-06 2.45e-06 2.1e-06 2e-06 2.15e-06 2.5e-06 2.1e-06 2.1e-06 1.85e-06 2.2e-06 2.4e-06 2.05e-06 2e-06 2.55e-06 2.3e-06 1.75e-06 2.2e-06 2.15e-06 1.5e-06 2.2e-06 1.85e-06 2.7e-06 1.55e-06 2.4e-06 2.75e-06 2.05e-06 2.55e-06 2.15e-06 2.25e-06 2.3e-06 1.85e-06 2.2e-06 1.45e-06
25 1.95e-06 2.2e-06 2.1e-06 2.3e-06 2.4e-06 2.45e-06 2.05e-06 2e-06 2.1e-06 2.2e-06 2.3e-06 1.9e-06 2.2e-06 2.3e-06 1.7e-06 2.15e-06 1.95e-06 2.1e-06 2.55e-06 2.2e-06 1.75e-06 2.2e-06 1.95e-06 2.35e-06 2.05e-06 2.8e-06 1.9e-06 2.1e-06 2.2e-06 2.1e-06 2.5e-06 1.95e-06 1.9e-06 1.6e-06 1.6e-06 2.45e-06 2.35e-06 2.45e-06 2.55e-06 1.5e-06 2.25e-06 2e-06 2.25e-06 1.7e-06 1.8e-06 2.45e-06 2.1e-06
26 1.95e-06 2.45e-06 1.45e-06 2.25e-06 1.45e-06 2.45e-06 2.25e-06 2.05e-06 2.1e-06 2.45e-06 2.3e-06 1.3e-06 2.3e-06 2.55e-06 2.15e-06 1.85e-06 2.15e-06 1.4e-06 2.4e-06 2.25e-06 2e-06 1.95e-06 2.1e-06 2e-06 2e-06 1.9e-06 2e-06 2.4e-06 2e-06 2.3e-06 2.25e-06 1.65e-06 1.9e-06 1.55e-06 1.45e-06 2e-06 2.4e-06 1.5e-06 1.95e-06 1.35e-06 2.6e-06 1.65e-06 1.9e-06 1.95e-06 1.85e-06 2.35e-06 2.2e-06
27 2.2e-06 1.9e-06 2.25e-06 2.25e-06 2.8e-06 1.75e-06 2.8e-06 2.6e-06 1.7e-06 1.8e-06 2.9e-06 2.3e-06 2.9e-06 1.85e-06 1.85e-06 2.35e-06 2.25e-06 2.7e-06 2.75e-06 2.45e-06 1.65e-06 2.5e-06 2.2e-06 2.55e-06 2.55e-06 2.1e-06 2.4e-06 2.4e-06 2.7e-06 2.3e-06 3e-06 2.3e-06 2.6e-06 1.7e-06 2.05e-06 1.85e-06 2.85e-06 2.85e-06 2.65e-06 1.8e-06 1.95e-06 2.3e-06 2.05e-06 1.9e-06 2.15e-06 2.25e-06 2.8e-06
28 2.5e-06 2.6e-06 2.25e-06 2.1e-06 1.25e-06 2.8e-06 1.9e-06 1.35e-06 2.5e-06 2.35e-06 2.65e-06 2.15e-06 2.75e-06 2.45e-06 2.25e-06 1.75e-06 2.8e-06 1.6e-06 2e-06 1.2e-06 2.9e-06 2.45e-06 2.7e-06 2.6e-06 2.3e-06 2.2e-06 2e-06 2.7e-06 1.7e-06 2.8e-06 1.95e-06 1.8e-06 2e-06 2.6e-06 2e-06 2.45e-06 2.55e-06 1.3e-06 1.7e-06 2.65e-06 1.7e-06 1.8e-06 2.55e-06 2.1e-06 2.75e-06 2.75e-06 2.65e-06
29 1.75e-06 2.25e-06 2.1e-06 2.75e-06 2.75e-06 1.75e-06 1.75e-06 2.05e-06 2.4e-06 2.6e-06 9.5e-07 2.3e-06 7.5e-07 2.7e-06 2.35e-06 2.6e-06 1.75e-06 2.5e-06 2.1e-06 2.75e-06 1.3e-06 1.6e-06 1.25e-06 1.7e-06 1.75e-06 2.1e-06 2.3e-06 2.3e-06 2.8e-06 1.3e-06 1.95e-06 2.35e-06 1.5e-06 2.2e-06 2.05e-06 2.55e-06 1.25e-06 2.8e-06 2.85e-06 2e-06 2.75e-06 2.35e-06 1.6e-06 2.3e-06 1.3e-06 1.7e-06 7.5e-07
30 2.45e-06 2.6e-06 2.35e-06 2.85e-06 1.8e-06 2.65e-06 2e-06 2.1e-06 2.8e-06 2.8e-06 1.75e-06 2.4e-06 1.55e-06 2.9e-06 2.9e-06 2.5e-06 2.5e-06 2.15e-06 2.05e-06 2.15e-06 2.65e-06 2e-06 2.2e-06 2.15e-06 2.2e-06 2.5e-06 2.25e-06 3e-06 1.95e-06 1.95e-06 3.1e-06 2.3e-06 1.9e-06 2.9e-06 2.4e-06 2.7e-06 1.9e-06 1.85e-06 2.05e-06 2.75e-06 2.7e-06 2.3e-06 2.4e-06 2.75e-06 2.25e-06 2.3e-06 1.65e-06
31 2.05e-06 2.5e-06 1.6e-06 1.85e-06 1.55e-06 2.05e-06 2.25e-06 2e-06 2.25e-06 2.2e-06 2.55e-06 1.6e-06 2.6e-06 2.3e-06 1.95e-06 1.7e-06 2.25e-06 1.4e-06 2.2e-06 1.8e-06 2.05e-06 1.85e-06 2.3e-06 2.1e-06 2.15e-06 1.95e-06 1.65e-06 2.3e-06 1.8e-06 2.35e-06 2.3e-06 2.2e-06 1.85e-06 1.8e-06 1.55e-06 1.5e-06 2.45e-06 1.6e-06 1.6e-06 1.95e-06 2.2e-06 1.15e-06 1.85e-06 1.9e-06 2.2e-06 2.25e-06 2.5e-06
32 1.8e-06 2.3e-06 2.05e-06 2.65e-06 2.1e-06 2.3e-06 1.55e-06 1.55e-06 2.4e-06 2.35e-06 1.3e-06 2.05e-06 1.3e-06 2.45e-06 2.35e-06 2.25e-06 2e-06 1.65e-06 2.05e-06 2.25e-06 2.05e-06 1.9e-06 1.7e-06 2.05e-06 1.5e-06 1.9e-06 1.9e-06 2.6e-06 2e-06 1.5e-06 1.9e-06 1.85e-06 2e-06 2.25e-06 1.6e-06 2.65e-06 1.4e-06 2.15e-06 2.55e-06 2.1e-06 2.35e-06 1.85e-06 2.15e-06 2.2e-06 1.75e-06 2.05e-06 1.1e-06
33 1.55e-06 2.25e-06 1.75e-06 2.15e-06 2.55e-06 2.1e-06 2.6e-06 2.45e-06 1.75e-06 2.2e-06 2.65e-06 1.4e-06 2.65e-06 2.3e-06 1.45e-06 2.1e-06 1.85e-06 2.2e-06 2.75e-06 2.5e-06 1.25e-06 2.1e-06 1.9e-06 2.3e-06 2.2e-06 1.6e-06 1.55e-06 1.7e-06 2.6e-06 2.2e-06 2.9e-06 1.8e-06 2.25e-06 1.1e-06 1.25e-06 1.9e-06 2.75e-06 2.6e-06 2.4e-06 8e-07 2.45e-06 1.8e-06 1.95e-06 1.35e-06 1.55e-06 2.45e-06 2.55e-06
34 1.7e-06 2.2e-06 1.75e-06 2.25e-06 2.1e-06 2.25e-06 2e-06 1.75e-06 1.9e-06 2.2e-06 2.15e-06 1.45e-06 2.2e-06 2.3e-06 1.7e-06 2e-06 1.95e-06 1.6e-06 2.4e-06 2.15e-06 1.65e-06 2.05e-06 1.8e-06 2.25e-06 1.85e-06 1.6e-06 1.45e-06 2.05e-06 2e-06 2.05e-06 2.4e-06 1.55e-06 1.6e-06 1.25e-06 2e-06 2.2e-06 2.25e-06 2.15e-06 2.3e-06 1.2e-06 2.2e-06 1.55e-06 2.1e-06 1.5e-06 1.65e-06 2.35e-06 2.1e-06
35 2.35e-06 2.45e-06 1.6e-06 1.8e-06 1.8e-06 1.4e-06 3e-06 2.85e-06 2.1e-06 2.05e-06 3.1e-06 1.8e-06 3.1e-06 2.15e-06 2.2e-06 1.9e-06 2.4e-06 2.05e-06 2.45e-06 2.15e-06 2.05e-06 1.85e-06 2.65e-06 2.1e-06 2.7e-06 2.45e-06 2e-06 1.85e-06 2.45e-06 2.55e-06 2.7e-06 1.5e-06 2.65e-06 1.9e-06 2.2e-06 1.2e-06 2.85e-06 1.85e-06 1.5e-06 2.25e-06 2.3e-06 1.5e-06 1.65e-06 2.2e-06 2.45e-06 1.85e-06 3e-06
36 1.85e-06 2.4e-06 2.45e-06 3.15e-06 2.55e-06 2.2e-06 1.7e-06 2e-06 2.65e-06 2.6e-06 9e-07 2.55e-06 9e-07 2.7e-06 2.9e-06 2.8e-06 1.85e-06 2.3e-06 2.05e-06 2.75e-06 2.25e-06 1.9e-06 1.7e-06 2.05e-06 1.55e-06 2.35e-06 2.4e-06 2.85e-06 2.55e-06 1.25e-06 1.9e-06 2.45e-06 1.4e-06 2.75e-06 2.25e-06 2.85e-06 1.6e-06 2.6e-06 2.95e-06 2.6e-06 2.7e-06 2.45e-06 2.3e-06 2.75e-06 1.8e-06 1.85e-06 8.5e-07
37 2.55e-06 2.75e-06 1.7e-06 2.05e-06 6.5e-07 2.6e-06 2.35e-06 2.05e-06 2.65e-06 2.55e-06 2.7e-06 1.8e-06 2.75e-06 2.65e-06 2.7e-06 1.65e-06 2.8e-06 1.25e-06 1.95e-06 1.55e-06 2.9e-06 2.1e-06 2.75e-06 2.1e-06 2.4e-06 2.45e-06 1.5e-06 2.85e-06 1.3e-06 2.8e-06 1.85e-06 1.6e-06 2.15e-06 2.6e-06 2.15e-06 1.85e-06 2.6e-06 1.3e-06 1.25e-06 2.65e-06 2.4e-06 1.6e-06 2.05e-06 2.55e-06 2.75e-06 2.5e-06 2.65e-06
38 2.6e-06 2.85e-06 1.85e-06 2e-06 1.2e-06 2.35e-06 2.75e-06 2.5e-06 2.6e-06 2.6e-06 3.05e-06 1.9e-06 3.1e-06 2.7e-06 2.5e-06 1.9e-06 2.85e-06 1.85e-06 2.1e-06 1.65e-06 2.65e-06 2.05e-06 2.85e-06 2.3e-06 2.75e-06 2.55e-06 1.95e-06 2.65e-06 1.7e-06 2.85e-06 2.05e-06 1.6e-06 2.55e-06 2.4e-06 2.3e-06 1.5e-06 2.95e-06 1.25e-06 2e-06 2.6e-06 2.5e-06 1.55e-06 2.05e-06 2.4e-06 2.75e-06 2.55e-06 3e-06
39 1.6e-06 2.2e-06 1.75e-06 2.45e-06 2.6e-06 2.25e-06 2.45e-06 2.3e-06 1.7e-06 2.4e-06 2.3e-06 1.35e-06 2.3e-06 2.5e-06 1.4e-06 2.35e-06 1.75e-06 2.25e-06 2.7e-06 2.65e-06 1.1e-06 2.1e-06 1.65e-06 2.3e-06 2.05e-06 1.5e-06 1.35e-06 1.8e-06 2.65e-06 2e-06 2.75e-06 1.95e-06 2.1e-06 8e-07 1.2e-06 2.25e-06 2.6e-06 2.65e-06 2.6e-06 8e-07 2.65e-06 2e-06 2e-06 1.4e-06 1.3e-06 2.45e-06 2.2e-06
