 slim_762396759 slim_762396756 slim_762396746 slim_762396718 slim_762396758 slim_762396752 slim_762396722 slim_762396760 slim_762396724 slim_762396764 slim_762396768 slim_762396753 slim_762396744 slim_762396743 slim_762396763 slim_762396742 slim_762396755 slim_762396731 slim_762396751 slim_762396737 slim_762396735 slim_762396728 slim_762396729 slim_762396730 slim_762396767 slim_762396726 slim_762396754 slim_762396757 slim_762396765 slim_762396769 slim_762396721 slim_762396720 slim_762396738 slim_762396747 slim_762396745 slim_762396723 slim_762396727 slim_762396734 slim_762396741 slim_762396748 slim_762396770 slim_762396725 slim_762396761 slim_762396733 slim_762396749 slim_762396771 slim_762396739 slim_762396740 slim_762396732 slim_762396719 slim_762396766 slim_762396750 slim_762396736 slim_762396762
10 1e-06 1.3e-06 9e-07 1.1e-06 1e-06 1.2e-06 1.3e-06 1.25e-06 1.2e-06 1.05e-06 1.3e-06 1.25e-06 8.5e-07 7e-07 1e-06 1e-06 1e-06 8e-07 1e-06 1.4e-06 8e-07 1.05e-06 8.5e-07 8e-07 1.25e-06 8.5e-07 1.2e-06 1.15e-06 1.1e-06 1.45e-06 1.25e-06 1.1e-06 1.1e-06 9.5e-07 1.1e-06 1.1e-06 1.05e-06 1.5e-06 8.5e-07 9e-07 1.1e-06 8e-07 9e-07 1.4e-06 7e-07 1.75e-06 1.1e-06 9.5e-07 9.5e-07 1.05e-06 1.1e-06 1.1e-06 9.5e-07 7.5e-07
11 1.55e-06 1.35e-06 1.45e-06 1.4e-06 1.4e-06 1.35e-06 1.85e-06 1.4e-06 1.8e-06 1.6e-06 1.25e-06 2e-06 1.4e-06 1.05e-06 1.3e-06 1.25e-06 1.55e-06 1.4e-06 1.25e-06 1.7e-06 1.4e-06 1.6e-06 1.45e-06 1.4e-06 1.75e-06 1.45e-06 1.75e-06 1.55e-06 1.75e-06 2e-06 1.4e-06 1.6e-06 1.35e-06 1.3e-06 1.25e-06 1.2e-06 1.65e-06 1.6e-06 1.45e-06 1.45e-06 1.7e-06 1.4e-06 1.35e-06 1.95e-06 1.3e-06 2.3e-06 1.35e-06 1.5e-06 1.55e-06 1.6e-06 1.7e-06 1.4e-06 1.55e-06 1.1e-06
12 4.5e-07 1.35e-06 2e-07 5e-07 5.5e-07 1e-06 7.5e-07 1e-06 8e-07 4.5e-07 8.5e-07 1.4e-06 2e-07 1.25e-06 4.5e-07 9.5e-07 5e-07 4.5e-07 9e-07 1.3e-06 4.5e-07 6e-07 4.5e-07 4e-07 7.5e-07 5.5e-07 7e-07 1.3e-06 6e-07 1.05e-06 1.1e-06 8.5e-07 1e-06 5.5e-07 6.5e-07 8e-07 9e-07 1.2e-06 5.5e-07 3.5e-07 6.5e-07 2e-07 1.05e-06 1.1e-06 2e-07 1.4e-06 1.25e-06 9.5e-07 3.5e-07 7e-07 7e-07 7.5e-07 6.5e-07 1.3e-06
13 1.35e-06 1.2e-06 1.3e-06 1.5e-06 1.3e-06 1.4e-06 1.6e-06 1.4e-06 1.6e-06 1.4e-06 7e-07 1.05e-06 1.25e-06 1e-07 1.35e-06 9e-07 1.45e-06 1.15e-06 8.5e-07 1.4e-06 1.15e-06 1.45e-06 1.3e-06 1.2e-06 1.6e-06 1.15e-06 1.55e-06 9.5e-07 1.6e-06 1.7e-06 1.4e-06 1.1e-06 1e-06 1.4e-06 1.35e-06 1.3e-06 1.2e-06 1.75e-06 1.15e-06 1.3e-06 1.5e-06 1.25e-06 6.5e-07 1.6e-06 1.15e-06 2.05e-06 8.5e-07 1e-06 1.35e-06 1.3e-06 1.5e-06 1.35e-06 1.25e-06 1e-07
14 6e-07 1.3e-06 5e-07 5e-07 6e-07 1e-06 9.5e-07 1e-06 1e-06 6.5e-07 1e-06 1.3e-06 4.5e-07 1.35e-06 7e-07 1.15e-06 7e-07 5.5e-07 1.1e-06 1.4e-06 5.5e-07 7.5e-07 6e-07 5e-07 9.5e-07 6.5e-07 9e-07 1.45e-06 8.5e-07 1.1e-06 9.5e-07 1.2e-06 1.25e-06 4.5e-07 5.5e-07 6.5e-07 1e-06 1.1e-06 8e-07 5.5e-07 8.5e-07 5e-07 1.3e-06 1.35e-06 4e-07 1.55e-06 1.5e-06 1.15e-06 6e-07 8e-07 8e-07 6e-07 9e-07 1.4e-06
15 1.15e-06 1.5e-06 1e-06 1.25e-06 1.2e-06 1.45e-06 1.45e-06 1.45e-06 1.45e-06 1.2e-06 1e-06 1.25e-06 9.5e-07 9e-07 1.15e-06 1.7e-06 1.15e-06 1.05e-06 9.5e-07 1.45e-06 1.05e-06 1.25e-06 1.1e-06 1.05e-06 1.35e-06 1.1e-06 1.35e-06 1.35e-06 1.35e-06 1.65e-06 1.5e-06 1.25e-06 1e-06 1.2e-06 1.25e-06 1.3e-06 1.3e-06 1.7e-06 1.1e-06 1.05e-06 1.3e-06 1e-06 1.1e-06 1.6e-06 9e-07 1.95e-06 1.05e-06 1.2e-06 1.15e-06 1.25e-06 1.35e-06 1.3e-06 1.2e-06 9.5e-07
16 6.5e-07 1.55e-06 5.5e-07 8e-07 8e-07 1.25e-06 1.05e-06 1.25e-06 1.05e-06 6.5e-07 1e-06 1.55e-06 5e-07 1.45e-06 7e-07 1.15e-06 8e-07 6.5e-07 1.15e-06 1.45e-06 6.5e-07 7e-07 6e-07 5.5e-07 9.5e-07 7e-07 9.5e-07 1.5e-06 5.5e-07 1.15e-06 1.3e-06 1.2e-06 1.25e-06 7.5e-07 9e-07 1e-06 1.05e-06 1.4e-06 8e-07 5.5e-07 8.5e-07 5.5e-07 1.3e-06 1.35e-06 4.5e-07 1.6e-06 1.45e-06 1.15e-06 7e-07 8e-07 5.5e-07 9e-07 9e-07 1.5e-06
17 5.5e-07 1.45e-06 5e-07 7e-07 6e-07 1.2e-06 9e-07 1.2e-06 8.5e-07 6e-07 8e-07 1.4e-06 4.5e-07 1.15e-06 5.5e-07 1.05e-06 6.5e-07 5e-07 1e-06 1.2e-06 2.5e-07 6.5e-07 4.5e-07 3.5e-07 9e-07 5e-07 8.5e-07 1.3e-06 7.5e-07 1e-06 1e-06 1.15e-06 1.15e-06 5e-07 7.5e-07 7e-07 8e-07 1.25e-06 7e-07 5e-07 8e-07 4e-07 1.2e-06 1.3e-06 3e-07 1.45e-06 1.4e-06 1e-06 4.5e-07 7e-07 7e-07 7.5e-07 7.5e-07 1.15e-06
18 1.1e-06 1.5e-06 9.5e-07 1.2e-06 1.1e-06 1.4e-06 1.35e-06 1.4e-06 1.45e-06 1.1e-06 1e-06 1.25e-06 9e-07 8.5e-07 1.1e-06 9.5e-07 1.15e-06 1e-06 1.7e-06 1.4e-06 1e-06 1.25e-06 1.1e-06 1e-06 1.35e-06 1.05e-06 1.35e-06 1.35e-06 1.3e-06 1.55e-06 1.45e-06 1.2e-06 1e-06 1.2e-06 1.2e-06 1.25e-06 1.25e-06 1.7e-06 1.05e-06 1.05e-06 1.3e-06 9.5e-07 1.05e-06 1.55e-06 9e-07 1.95e-06 1.05e-06 1.2e-06 1.05e-06 1.2e-06 1.3e-06 1.25e-06 1.15e-06 9e-07
19 1.4e-06 1.9e-06 1.35e-06 1.55e-06 1.4e-06 1.8e-06 1.6e-06 1.8e-06 1.6e-06 1.45e-06 1.4e-06 1.7e-06 1.3e-06 1.4e-06 1.4e-06 1.45e-06 1.45e-06 1.2e-06 1.4e-06 2.2e-06 1.2e-06 1.5e-06 1.35e-06 1.25e-06 1.55e-06 1.25e-06 1.55e-06 1.65e-06 1.65e-06 1.7e-06 1.55e-06 1.7e-06 1.55e-06 1.45e-06 1.5e-06 1.45e-06 1.3e-06 1.85e-06 1.45e-06 1.35e-06 1.55e-06 1.3e-06 1.6e-06 1.85e-06 1.2e-06 2e-06 1.65e-06 1.6e-06 1.35e-06 1.4e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06
20 5.5e-07 1.45e-06 5e-07 7e-07 6e-07 1.2e-06 9e-07 1.2e-06 8.5e-07 6e-07 8e-07 1.4e-06 4.5e-07 1.15e-06 5.5e-07 1.05e-06 6.5e-07 2.5e-07 1e-06 1.2e-06 5e-07 6.5e-07 4.5e-07 3.5e-07 9e-07 5e-07 8.5e-07 1.3e-06 7.5e-07 1e-06 1e-06 1.15e-06 1.15e-06 5e-07 7.5e-07 7e-07 8e-07 1.25e-06 7e-07 5e-07 8e-07 4e-07 1.2e-06 1.3e-06 3e-07 1.45e-06 1.4e-06 1e-06 4.5e-07 7e-07 7e-07 7.5e-07 7.5e-07 1.15e-06
21 7.5e-07 1.65e-06 6.5e-07 8.5e-07 8e-07 1.35e-06 1.1e-06 1.35e-06 1.05e-06 7e-07 1.05e-06 1.6e-06 6e-07 1.45e-06 7.5e-07 1.25e-06 7e-07 6.5e-07 1.25e-06 1.5e-06 6.5e-07 0.0 2.5e-07 6e-07 1.05e-06 7.5e-07 1e-06 1.5e-06 7.5e-07 1.15e-06 1.3e-06 1.35e-06 1.35e-06 7.5e-07 9.5e-07 1e-06 1.1e-06 1.4e-06 9e-07 2.5e-07 9.5e-07 6e-07 1.4e-06 1.45e-06 5e-07 1.6e-06 1.6e-06 1.25e-06 7.5e-07 5e-07 8e-07 9.5e-07 1e-06 1.5e-06
22 6e-07 1.5e-06 5e-07 7e-07 6.5e-07 1.2e-06 9.5e-07 1.2e-06 8.5e-07 6e-07 8.5e-07 1.45e-06 4.5e-07 1.3e-06 6e-07 1.1e-06 6e-07 4.5e-07 1.1e-06 1.35e-06 4.5e-07 2.5e-07 5e-07 4e-07 9e-07 5.5e-07 8.5e-07 1.35e-06 6.5e-07 1.05e-06 1.1e-06 1.2e-06 1.2e-06 5.5e-07 8e-07 8.5e-07 9e-07 1.25e-06 7e-07 3e-07 8e-07 4e-07 1.25e-06 1.3e-06 3e-07 1.45e-06 1.45e-06 1.05e-06 5.5e-07 5.5e-07 7e-07 8e-07 8e-07 1.35e-06
23 4e-07 1.45e-06 4.5e-07 6.5e-07 5.5e-07 1.15e-06 8.5e-07 1.15e-06 8e-07 4.5e-07 8e-07 1.4e-06 4e-07 1.2e-06 5e-07 1.05e-06 5.5e-07 3.5e-07 1e-06 1.25e-06 3.5e-07 6e-07 4e-07 4e-07 8.5e-07 3.5e-07 8e-07 1.3e-06 6.5e-07 8.5e-07 1e-06 1.15e-06 1.15e-06 5e-07 6.5e-07 7.5e-07 7e-07 1.2e-06 6.5e-07 4.5e-07 7.5e-07 3.5e-07 1.2e-06 1.25e-06 2.5e-07 1.4e-06 1.4e-06 1e-06 4.5e-07 5.5e-07 5e-07 6e-07 7.5e-07 1.25e-06
24 9.5e-07 1.8e-06 8e-07 1.05e-06 1.05e-06 1.5e-06 7.5e-07 1.5e-06 7.5e-07 1e-06 1.25e-06 1.75e-06 7.5e-07 1.6e-06 9.5e-07 1.35e-06 9.5e-07 9e-07 1.35e-06 1.55e-06 9e-07 1.05e-06 9e-07 8.5e-07 1.3e-06 9.5e-07 6.5e-07 1.15e-06 1.15e-06 1e-06 1.5e-06 1.45e-06 1.45e-06 1e-06 1.15e-06 1.25e-06 1.25e-06 1.1e-06 1.05e-06 8.5e-07 7e-07 8e-07 1.5e-06 1.05e-06 7e-07 7.5e-07 1.65e-06 1.4e-06 9.5e-07 1.1e-06 1.15e-06 1.15e-06 1.15e-06 1.65e-06
25 5.5e-07 1.5e-06 6e-07 8e-07 7e-07 1.2e-06 9.5e-07 1.2e-06 9e-07 6e-07 8.5e-07 1.45e-06 5.5e-07 1.15e-06 6.5e-07 1.1e-06 7e-07 5e-07 1.05e-06 1.25e-06 5e-07 7.5e-07 5.5e-07 3.5e-07 9.5e-07 7e-07 9e-07 1.3e-06 8e-07 9.5e-07 1e-06 1.2e-06 1.2e-06 6.5e-07 8e-07 9e-07 5.5e-07 1.3e-06 7e-07 6e-07 8.5e-07 5e-07 1.15e-06 1.25e-06 4e-07 1.45e-06 1.35e-06 1.05e-06 6e-07 5.5e-07 6.5e-07 6e-07 8e-07 1.2e-06
26 9e-07 1.75e-06 7.5e-07 1e-06 1e-06 1.45e-06 7e-07 1.45e-06 7e-07 9.5e-07 1.2e-06 1.75e-06 7e-07 1.55e-06 9e-07 1.35e-06 9.5e-07 8.5e-07 1.35e-06 1.55e-06 8.5e-07 1e-06 8.5e-07 8e-07 6.5e-07 9e-07 1.2e-06 1.1e-06 1.1e-06 9.5e-07 1.45e-06 1.4e-06 1.45e-06 9.5e-07 1.1e-06 1.2e-06 1.2e-06 1.05e-06 1e-06 8e-07 6.5e-07 7.5e-07 1.45e-06 1e-06 6.5e-07 7e-07 1.65e-06 1.35e-06 9e-07 1.05e-06 1.1e-06 1.1e-06 1.1e-06 1.6e-06
27 1.45e-06 1.65e-06 1.35e-06 1.55e-06 1.45e-06 1.65e-06 1.2e-06 1.65e-06 1.15e-06 1.5e-06 1.15e-06 1.55e-06 1.3e-06 9.5e-07 1.45e-06 1.35e-06 1.5e-06 1.3e-06 1.35e-06 1.65e-06 1.3e-06 1.5e-06 1.35e-06 1.3e-06 1.15e-06 1.3e-06 1.1e-06 1.8e-06 1.65e-06 1.4e-06 1.65e-06 1.5e-06 1.45e-06 1.45e-06 1.5e-06 1.5e-06 1.45e-06 1.35e-06 1.35e-06 1.35e-06 1.15e-06 1.3e-06 1.25e-06 1.3e-06 1.2e-06 1.1e-06 1.45e-06 1.4e-06 1.45e-06 1.45e-06 1.6e-06 1.5e-06 1.45e-06 1e-06
28 8e-07 1.7e-06 6.5e-07 9e-07 9e-07 1.35e-06 1.15e-06 1.35e-06 1.15e-06 7e-07 1.1e-06 1.75e-06 6e-07 1.6e-06 8.5e-07 1.35e-06 5.5e-07 7.5e-07 1.3e-06 1.65e-06 7.5e-07 7.5e-07 6.5e-07 6.5e-07 1.15e-06 8e-07 1.1e-06 1.65e-06 9e-07 1.25e-06 1.4e-06 1.3e-06 1.4e-06 8.5e-07 1.05e-06 1.15e-06 1.15e-06 1.55e-06 8.5e-07 6.5e-07 1e-06 6e-07 1.4e-06 1.45e-06 5.5e-07 1.75e-06 1.6e-06 1.25e-06 7.5e-07 9e-07 6.5e-07 1.05e-06 9.5e-07 1.65e-06
29 1e-06 2.05e-06 1.1e-06 1.3e-06 1.15e-06 1.75e-06 9.5e-07 1.75e-06 1e-06 1e-06 1.45e-06 2e-06 1.05e-06 1.7e-06 1.1e-06 1.65e-06 1.15e-06 1e-06 1.55e-06 1.7e-06 1e-06 1.15e-06 1.05e-06 8.5e-07 1e-06 9.5e-07 9.5e-07 1.4e-06 1.25e-06 1.5e-06 1.6e-06 1.75e-06 1.75e-06 1.2e-06 1.25e-06 1.35e-06 1.25e-06 1.35e-06 1.3e-06 1.05e-06 9.5e-07 1.05e-06 1.75e-06 1.35e-06 9.5e-07 1e-06 1.95e-06 1.65e-06 1.1e-06 1.05e-06 1.05e-06 1.15e-06 1.4e-06 1.75e-06
30 1.2e-06 1.45e-06 1.15e-06 1.1e-06 1.1e-06 1.25e-06 1.5e-06 1.3e-06 1.45e-06 1.25e-06 1.25e-06 1.4e-06 1.1e-06 1.4e-06 9.5e-07 1.5e-06 1.3e-06 1e-06 1.45e-06 1.55e-06 1e-06 1.3e-06 1.1e-06 1e-06 1.5e-06 1e-06 1.45e-06 1.65e-06 1.4e-06 1.6e-06 1.8e-06 1.6e-06 1.6e-06 9.5e-07 1e-06 9.5e-07 1e-06 1.4e-06 1.2e-06 1.15e-06 1.4e-06 1.05e-06 1.5e-06 1.75e-06 9.5e-07 2e-06 1.7e-06 1.45e-06 1.15e-06 1.2e-06 1.35e-06 1e-06 1.3e-06 1.45e-06
31 1.2e-06 1.25e-06 9.5e-07 1.25e-06 1.25e-06 1.35e-06 1.45e-06 1.35e-06 1.5e-06 1.2e-06 1.1e-06 1.6e-06 8.5e-07 1.1e-06 1.2e-06 1.25e-06 1.2e-06 1.15e-06 1.2e-06 1.7e-06 1.15e-06 1.35e-06 1.2e-06 1.15e-06 1.45e-06 1.2e-06 1.4e-06 1.5e-06 1.3e-06 1.75e-06 1.6e-06 1.7e-06 1.3e-06 1.3e-06 1.3e-06 1.4e-06 1.4e-06 1.8e-06 1e-06 1.1e-06 1.3e-06 9.5e-07 1.05e-06 1.5e-06 9.5e-07 2.05e-06 1.25e-06 9.5e-07 1.1e-06 1.35e-06 1.4e-06 1.4e-06 1.1e-06 1.15e-06
32 1.25e-06 1.6e-06 9.5e-07 1.2e-06 1.25e-06 1.5e-06 1.5e-06 1.5e-06 1.55e-06 1.15e-06 1.1e-06 1.35e-06 1e-06 1e-06 1.25e-06 1e-06 1.25e-06 1.15e-06 1e-06 1.55e-06 1.15e-06 1.35e-06 1.2e-06 1.15e-06 1.45e-06 1.2e-06 1.45e-06 1.45e-06 1.4e-06 1.75e-06 1.6e-06 1.3e-06 1.9e-06 1.3e-06 1.35e-06 1.4e-06 1.4e-06 1.8e-06 1.15e-06 1.15e-06 1.4e-06 1.05e-06 1.15e-06 1.65e-06 1e-06 2.05e-06 1.1e-06 1.3e-06 1.2e-06 1.35e-06 1.45e-06 1.4e-06 1.25e-06 1.05e-06
33 7e-07 1.35e-06 6e-07 5.5e-07 6.5e-07 1.05e-06 1.05e-06 1.05e-06 9.5e-07 7.5e-07 9.5e-07 1.3e-06 5.5e-07 1.4e-06 4.5e-07 1.2e-06 7.5e-07 5e-07 1.2e-06 1.45e-06 5e-07 7.5e-07 5.5e-07 5e-07 1e-06 6.5e-07 9.5e-07 1.45e-06 8.5e-07 1.2e-06 9.5e-07 1.3e-06 1.3e-06 7e-07 6.5e-07 7e-07 1e-06 1.1e-06 8e-07 6e-07 9e-07 5e-07 1.35e-06 1.4e-06 4e-07 1.55e-06 1.55e-06 1.15e-06 6.5e-07 8.5e-07 8.5e-07 6.5e-07 8.5e-07 1.4e-06
34 7.5e-07 1.25e-06 7e-07 7e-07 7.5e-07 1e-06 1.15e-06 1e-06 1.2e-06 8e-07 1.1e-06 1.25e-06 6.5e-07 1.35e-06 5.5e-07 1.25e-06 9e-07 7.5e-07 1.2e-06 1.5e-06 7.5e-07 9.5e-07 8e-07 6.5e-07 1.15e-06 8e-07 1.1e-06 1.5e-06 1.05e-06 1.25e-06 1e-06 1.3e-06 1.35e-06 6.5e-07 1.1e-06 7e-07 1.15e-06 1.15e-06 9.5e-07 7.5e-07 1.05e-06 7e-07 1.35e-06 1.5e-06 6e-07 1.75e-06 1.55e-06 1.25e-06 8e-07 9.5e-07 9.5e-07 7.5e-07 1.05e-06 1.4e-06
35 9e-07 1.25e-06 8.5e-07 8e-07 8e-07 1.05e-06 1.25e-06 1.1e-06 1.25e-06 9.5e-07 1.1e-06 1.2e-06 8e-07 1.3e-06 6.5e-07 1.3e-06 1e-06 7e-07 1.25e-06 1.45e-06 7e-07 1e-06 8.5e-07 7.5e-07 1.25e-06 9e-07 1.2e-06 1.5e-06 1.15e-06 1.35e-06 9.5e-07 1.4e-06 1.4e-06 7e-07 7e-07 1.2e-06 1.2e-06 1.15e-06 1.05e-06 8.5e-07 1.15e-06 8e-07 1.4e-06 1.6e-06 7e-07 1.8e-06 1.6e-06 1.3e-06 8.5e-07 1.05e-06 1.05e-06 8.5e-07 1.15e-06 1.35e-06
36 9e-07 1.7e-06 9.5e-07 1.15e-06 1.05e-06 1.45e-06 1.25e-06 1.45e-06 1.2e-06 9.5e-07 1.05e-06 1.65e-06 9e-07 1.2e-06 1e-06 1.3e-06 1.05e-06 8e-07 1.25e-06 1.3e-06 8e-07 1.1e-06 9e-07 7e-07 1.25e-06 5.5e-07 1.2e-06 1.45e-06 1.15e-06 1.25e-06 1e-06 1.4e-06 1.4e-06 1e-06 1.15e-06 1.2e-06 8e-07 1.6e-06 9.5e-07 9.5e-07 1.15e-06 8.5e-07 1.25e-06 1.45e-06 7.5e-07 1.7e-06 1.45e-06 1.25e-06 9.5e-07 7.5e-07 1e-06 8e-07 1.05e-06 1.25e-06
