 slim_761956588 slim_761956599 slim_761956580 slim_761956595 slim_761956594 slim_761956591 slim_761956616 slim_761956609 slim_761956589 slim_761956606 slim_761956607 slim_761956582 slim_761956615 slim_761956604 slim_761956614 slim_761956608 slim_761956600 slim_761956579 slim_761956610 slim_761956617 slim_761956601 slim_761956603 slim_761956602 slim_761956587 slim_761956611 slim_761956586 slim_761956584 slim_761956605 slim_761956612 slim_761956585 slim_761956593 slim_761956592 slim_761956597 slim_761956596 slim_761956590 slim_761956598 slim_761956618 slim_761956613 slim_761956583 slim_761956581
10 3.5e-06 3.45e-06 3.75e-06 5.3e-06 4.85e-06 8e-07 2e-07 2.45e-06 1.9e-06 5.55e-06 1e-07 5.25e-06 6e-07 5.5e-07 9.85e-06 1.4e-06 4e-06 6.1e-06 4.6e-06 5.5e-07 6.25e-06 3e-07 3.7e-06 6.9e-06 3.75e-06 3.55e-06 7.45e-06 4.5e-07 2e-07 3.45e-06 1.75e-06 8e-07 6.7e-06 4.8e-06 1.95e-06 8.7e-06 5.85e-06 8.7e-06 7.55e-06 7.5e-07
11 4.9e-06 4.9e-06 4.9e-06 4.65e-06 6.55e-06 5.15e-06 5.35e-06 5.15e-06 5.15e-06 6.3e-06 5.25e-06 8.8e-06 4.85e-06 4.85e-06 8e-06 5.4e-06 6.6e-06 5.2e-06 6.7e-06 5.3e-06 6.4e-06 5.45e-06 5e-06 6.65e-06 6.45e-06 4.95e-06 5.2e-06 5.05e-06 5.35e-06 5.3e-06 4.9e-06 5.15e-06 6.6e-06 6.35e-06 5.2e-06 6.25e-06 6.55e-06 6.6e-06 4.85e-06 5.1e-06
12 3.15e-06 3.1e-06 3.5e-06 5.1e-06 4.65e-06 9.5e-07 6.5e-07 2.15e-06 1.6e-06 5.7e-06 6e-07 4.85e-06 1.1e-06 6e-07 9.65e-06 1.55e-06 4.15e-06 5.85e-06 4.6e-06 1e-06 6.2e-06 8e-07 3.45e-06 6.7e-06 3.8e-06 3.2e-06 7.3e-06 8e-07 6e-07 3.45e-06 1.4e-06 1e-06 6.5e-06 4.55e-06 1.65e-06 8.45e-06 6e-06 8.5e-06 7.3e-06 9.5e-07
13 3.15e-06 3.1e-06 3.45e-06 5.05e-06 4.6e-06 9.5e-07 6.5e-07 2.1e-06 1.55e-06 5.65e-06 5.5e-07 4.85e-06 6e-07 1e-06 9.6e-06 1.5e-06 4.1e-06 5.8e-06 4.55e-06 9.5e-07 6.15e-06 7.5e-07 3.4e-06 6.65e-06 3.8e-06 3.2e-06 7.25e-06 7.5e-07 6.5e-07 3.4e-06 1.4e-06 9.5e-07 6.45e-06 4.5e-06 1.6e-06 8.4e-06 5.95e-06 8.45e-06 7.25e-06 9e-07
14 9.1e-06 9.25e-06 8.65e-06 7.85e-06 5.9e-06 9.65e-06 9.95e-06 9.25e-06 9.45e-06 6.4e-06 9.85e-06 8e-06 9.65e-06 9.6e-06 5.2e-06 9.55e-06 6.2e-06 8.05e-06 6.1e-06 9.7e-06 6.1e-06 1.005e-05 9e-06 5.75e-06 6.6e-06 9.15e-06 7.95e-06 9.6e-06 9.95e-06 9.25e-06 9.25e-06 9.65e-06 6.55e-06 5.8e-06 9.5e-06 4.6e-06 6.25e-06 5.75e-06 7.75e-06 9.6e-06
15 3.65e-06 3.65e-06 3.45e-06 5.6e-06 4.6e-06 1.9e-06 1.5e-06 2.55e-06 2.05e-06 6.1e-06 1.4e-06 5.4e-06 1.55e-06 1.5e-06 9.55e-06 1.3e-06 4.5e-06 5.8e-06 4.2e-06 1.6e-06 6.75e-06 1.6e-06 3.85e-06 6.6e-06 4.65e-06 3.7e-06 7.7e-06 1.2e-06 1.5e-06 3.1e-06 1.55e-06 1.9e-06 6.45e-06 4.9e-06 2.1e-06 8.4e-06 6.35e-06 8.45e-06 7.3e-06 1.85e-06
16 6.25e-06 6.3e-06 6.15e-06 6.55e-06 4.2e-06 4.25e-06 4.1e-06 4.9e-06 4.7e-06 6.05e-06 4e-06 6.6e-06 4.15e-06 4.1e-06 6.2e-06 4.5e-06 7.9e-06 7.05e-06 4.2e-06 4.15e-06 6.25e-06 4.2e-06 6.3e-06 6.15e-06 4.1e-06 6.3e-06 8.6e-06 4.05e-06 4.1e-06 6.3e-06 4.5e-06 4.25e-06 6.65e-06 4.15e-06 4.75e-06 6.45e-06 6.15e-06 8.3e-06 8.55e-06 4.2e-06
17 5.5e-06 5.5e-06 5.05e-06 5e-06 6.75e-06 5.85e-06 6.2e-06 4.95e-06 5.1e-06 6.75e-06 6.1e-06 5.2e-06 5.85e-06 5.8e-06 8.05e-06 5.8e-06 7.05e-06 9.3e-06 6.85e-06 5.9e-06 6.65e-06 6.3e-06 5.3e-06 6.7e-06 7.15e-06 5.55e-06 5.05e-06 5.8e-06 6.2e-06 5.45e-06 5.45e-06 5.85e-06 6.25e-06 6.65e-06 5.15e-06 6.4e-06 7e-06 6.65e-06 5e-06 5.8e-06
18 6.35e-06 6.4e-06 6.05e-06 6.75e-06 4.05e-06 4.8e-06 4.7e-06 4.9e-06 4.7e-06 6.3e-06 4.6e-06 6.7e-06 4.6e-06 4.55e-06 6.1e-06 4.2e-06 4.2e-06 6.85e-06 7.7e-06 4.65e-06 6.5e-06 4.8e-06 6.4e-06 6.05e-06 4.55e-06 6.4e-06 8.75e-06 4.4e-06 4.7e-06 5.95e-06 4.35e-06 4.8e-06 6.45e-06 4.25e-06 4.75e-06 6.35e-06 6.4e-06 8.2e-06 8.45e-06 4.75e-06
19 3.65e-06 3.65e-06 3.7e-06 5.05e-06 4.9e-06 9.5e-07 6.5e-07 2.35e-06 2.05e-06 5.75e-06 5.5e-07 5.3e-06 1e-06 9.5e-07 9.7e-06 1.6e-06 4.15e-06 5.9e-06 4.65e-06 1e-06 6.3e-06 6.5e-07 3.6e-06 6.8e-06 3.95e-06 3.7e-06 7.3e-06 8e-07 6.5e-07 3.6e-06 2e-06 9.5e-07 6.75e-06 4.6e-06 2.1e-06 8.45e-06 6e-06 8.65e-06 7.4e-06 9e-07
20 5.9e-06 5.95e-06 5.7e-06 6.25e-06 6.35e-06 6.2e-06 6.35e-06 6.4e-06 6.35e-06 5.95e-06 6.25e-06 6.4e-06 6.2e-06 6.15e-06 6.1e-06 6.75e-06 6.25e-06 6.65e-06 6.5e-06 6.3e-06 1.1e-05 6.45e-06 5.85e-06 5.95e-06 6.25e-06 5.95e-06 6.3e-06 6.3e-06 6.35e-06 6.15e-06 6.4e-06 6.2e-06 6.35e-06 6.15e-06 6.4e-06 6.5e-06 6e-06 5.75e-06 6.15e-06 6.15e-06
21 3.7e-06 3.65e-06 3.95e-06 5.5e-06 5.05e-06 1e-06 4e-07 2.65e-06 2.1e-06 5.75e-06 3e-07 5.45e-06 8e-07 7.5e-07 1.005e-05 1.6e-06 4.2e-06 6.3e-06 4.8e-06 6.5e-07 6.45e-06 5e-07 3.9e-06 7.1e-06 3.95e-06 3.75e-06 7.65e-06 6.5e-07 4e-07 3.65e-06 1.95e-06 1e-06 6.85e-06 5e-06 2.15e-06 8.9e-06 6.05e-06 8.9e-06 7.75e-06 9.5e-07
22 3.05e-06 3.05e-06 2.75e-06 4.8e-06 6.25e-06 3.45e-06 3.8e-06 3.7e-06 3.5e-06 6.1e-06 3.7e-06 5e-06 3.45e-06 3.4e-06 9e-06 3.85e-06 6.3e-06 5.3e-06 6.4e-06 3.6e-06 5.85e-06 3.9e-06 5.5e-06 5.9e-06 6.25e-06 3.05e-06 5.1e-06 3.6e-06 3.8e-06 3.3e-06 3.5e-06 3.45e-06 6.25e-06 5.85e-06 3.55e-06 7.85e-06 6.3e-06 5.9e-06 4.75e-06 3.4e-06
23 5.9e-06 6.1e-06 5.55e-06 6.55e-06 5.85e-06 6.75e-06 7e-06 6.55e-06 6.5e-06 6.4e-06 6.9e-06 6.65e-06 6.7e-06 6.65e-06 5.75e-06 6.6e-06 6.15e-06 6.7e-06 6.05e-06 6.8e-06 5.95e-06 7.1e-06 5.9e-06 1.05e-05 6.45e-06 6e-06 6.6e-06 6.65e-06 7e-06 6.1e-06 6.3e-06 6.75e-06 6.35e-06 5.8e-06 6.55e-06 6.15e-06 6.4e-06 5.8e-06 6.2e-06 6.7e-06
24 6.2e-06 6.25e-06 6.35e-06 6.4e-06 4.55e-06 3.9e-06 3.8e-06 4.8e-06 4.55e-06 6.05e-06 3.75e-06 6.45e-06 3.8e-06 3.8e-06 6.6e-06 4.65e-06 4.1e-06 7.15e-06 4.55e-06 3.95e-06 6.25e-06 3.95e-06 6.25e-06 6.45e-06 7.4e-06 6.25e-06 8.6e-06 3.9e-06 3.75e-06 6.5e-06 4.6e-06 3.95e-06 6.85e-06 4.25e-06 4.6e-06 6.75e-06 6.15e-06 8.55e-06 8.7e-06 3.9e-06
25 2.85e-06 2.85e-06 2.9e-06 5.15e-06 6.25e-06 3.55e-06 3.65e-06 3.85e-06 3.45e-06 6.1e-06 3.55e-06 4.95e-06 3.2e-06 3.2e-06 9.15e-06 3.7e-06 6.3e-06 5.55e-06 6.4e-06 3.7e-06 5.95e-06 3.75e-06 3.05e-06 6e-06 6.25e-06 5.6e-06 5.35e-06 3.45e-06 3.65e-06 3.25e-06 3.25e-06 3.55e-06 6.25e-06 6.15e-06 3.5e-06 8.1e-06 6.3e-06 6e-06 4.95e-06 3.5e-06
26 5.3e-06 5.3e-06 4.95e-06 4.9e-06 8.6e-06 7.2e-06 7.55e-06 6.8e-06 7e-06 6.45e-06 7.45e-06 5.2e-06 7.3e-06 7.25e-06 7.95e-06 7.7e-06 8.6e-06 5.05e-06 8.75e-06 7.3e-06 6.3e-06 7.65e-06 5.1e-06 6.6e-06 8.6e-06 5.35e-06 5.8e-06 7.35e-06 7.55e-06 5.5e-06 7.35e-06 7.2e-06 6.4e-06 8.3e-06 7e-06 6.5e-06 6.7e-06 4.7e-06 3.25e-06 7.15e-06
27 3.4e-06 3.4e-06 3.55e-06 5.15e-06 4.65e-06 1.05e-06 5.5e-07 2.25e-06 1.85e-06 5.65e-06 4.5e-07 5.05e-06 8e-07 7.5e-07 9.6e-06 1.2e-06 4.05e-06 5.8e-06 4.4e-06 8e-07 6.3e-06 6.5e-07 3.6e-06 6.65e-06 3.9e-06 3.45e-06 7.35e-06 8e-07 5.5e-07 3.3e-06 1.6e-06 1.05e-06 6.55e-06 4.65e-06 1.9e-06 8.35e-06 5.9e-06 8.5e-06 7.25e-06 1e-06
28 3.6e-06 3.55e-06 3.85e-06 5.4e-06 4.95e-06 8e-07 2e-07 2.55e-06 2e-06 5.65e-06 2e-07 5.35e-06 6e-07 6.5e-07 9.95e-06 1.5e-06 4.1e-06 6.2e-06 4.7e-06 6.5e-07 6.35e-06 4e-07 3.8e-06 7e-06 3.75e-06 3.65e-06 7.55e-06 5.5e-07 1e-07 3.55e-06 1.85e-06 9e-07 6.8e-06 4.9e-06 2.05e-06 8.8e-06 5.95e-06 8.8e-06 7.65e-06 8.5e-07
29 3.25e-06 3.15e-06 2.9e-06 5.45e-06 6.2e-06 3.75e-06 3.55e-06 4e-06 3.55e-06 6e-06 3.45e-06 5.3e-06 3.45e-06 3.4e-06 9.25e-06 3.1e-06 6.3e-06 5.45e-06 5.95e-06 3.6e-06 6.15e-06 3.65e-06 3.3e-06 6.1e-06 6.5e-06 3.25e-06 5.5e-06 3.3e-06 3.55e-06 5.4e-06 3.25e-06 3.75e-06 6.05e-06 6.5e-06 3.6e-06 8.2e-06 6.3e-06 6e-06 4.95e-06 3.7e-06
30 3.2e-06 3.15e-06 3.15e-06 5.25e-06 3.95e-06 1.9e-06 1.85e-06 2.15e-06 1.6e-06 6.1e-06 1.75e-06 4.9e-06 1.4e-06 1.4e-06 9.25e-06 1.55e-06 4.5e-06 5.45e-06 4.35e-06 2e-06 6.4e-06 1.95e-06 3.5e-06 6.3e-06 4.6e-06 3.25e-06 7.35e-06 1.6e-06 1.85e-06 3.25e-06 1.2e-06 1.9e-06 6.1e-06 4.55e-06 1.65e-06 8.05e-06 6.4e-06 8.15e-06 6.95e-06 1.85e-06
31 3.5e-06 3.5e-06 3.55e-06 4.85e-06 4.85e-06 9e-07 9e-07 2.25e-06 1.9e-06 5.85e-06 8e-07 5.15e-06 1e-06 9.5e-07 9.65e-06 1.9e-06 4.25e-06 5.85e-06 4.8e-06 9.5e-07 6.2e-06 1e-06 3.45e-06 6.75e-06 3.95e-06 3.55e-06 7.2e-06 1.05e-06 9e-07 3.75e-06 1.9e-06 1.5e-06 6.75e-06 4.45e-06 1.95e-06 8.4e-06 6.1e-06 8.6e-06 7.35e-06 8.5e-07
32 6.2e-06 6.15e-06 5.85e-06 6.7e-06 6.35e-06 6.75e-06 6.8e-06 6.15e-06 5.9e-06 6.2e-06 6.7e-06 6.6e-06 6.5e-06 6.45e-06 6.55e-06 6.45e-06 6.65e-06 6.25e-06 6.45e-06 6.75e-06 6.35e-06 6.85e-06 6.25e-06 6.35e-06 6.85e-06 6.25e-06 6.4e-06 6.55e-06 6.8e-06 6.05e-06 6.1e-06 6.75e-06 1.11e-05 6.6e-06 5.95e-06 6.8e-06 6.5e-06 6.15e-06 6.4e-06 6.7e-06
33 6.1e-06 6.25e-06 5.85e-06 6.05e-06 4.05e-06 4.45e-06 4.9e-06 4.55e-06 4.6e-06 6.35e-06 4.8e-06 6.35e-06 4.55e-06 4.5e-06 5.8e-06 4.9e-06 4.15e-06 6.65e-06 4.25e-06 4.6e-06 6.15e-06 5e-06 5.85e-06 5.8e-06 4.25e-06 6.15e-06 8.3e-06 4.65e-06 4.9e-06 6.5e-06 4.55e-06 4.45e-06 6.6e-06 7.1e-06 4.65e-06 5.95e-06 6.35e-06 8.05e-06 8.2e-06 4.4e-06
34 3.45e-06 3.4e-06 3.4e-06 5.35e-06 4.65e-06 1.95e-06 2.05e-06 1.6e-06 1.2e-06 6.3e-06 1.95e-06 5.2e-06 1.65e-06 1.6e-06 9.5e-06 2.1e-06 4.75e-06 5.15e-06 4.75e-06 2.1e-06 6.4e-06 2.15e-06 3.55e-06 6.55e-06 4.6e-06 3.5e-06 7e-06 1.9e-06 2.05e-06 3.6e-06 1.65e-06 1.95e-06 5.95e-06 4.65e-06 2.4e-06 8.35e-06 6.6e-06 8.35e-06 7.2e-06 1.9e-06
35 8.05e-06 8.15e-06 7.6e-06 6.05e-06 6.15e-06 8.4e-06 8.8e-06 7.95e-06 8.3e-06 6.7e-06 8.7e-06 6.25e-06 8.45e-06 8.4e-06 4.6e-06 8.4e-06 6.45e-06 6.4e-06 6.35e-06 8.45e-06 6.5e-06 8.9e-06 7.85e-06 6.15e-06 6.75e-06 8.1e-06 6.5e-06 8.35e-06 8.8e-06 8.2e-06 8.05e-06 8.4e-06 6.8e-06 5.95e-06 8.35e-06 8.5e-06 6.75e-06 6.45e-06 6.1e-06 8.35e-06
36 6.25e-06 6.3e-06 6.15e-06 6.5e-06 6.45e-06 6.1e-06 5.95e-06 6.7e-06 6.55e-06 5.8e-06 5.85e-06 6.55e-06 6e-06 5.95e-06 6.25e-06 6.35e-06 6.15e-06 7e-06 6.4e-06 6e-06 6e-06 6.05e-06 6.3e-06 6.4e-06 6.15e-06 6.3e-06 6.7e-06 5.9e-06 5.95e-06 6.3e-06 6.4e-06 6.1e-06 6.5e-06 6.35e-06 6.6e-06 6.75e-06 1.16e-05 6.15e-06 6.65e-06 6.05e-06
37 6e-06 6e-06 5.5e-06 6.55e-06 8.05e-06 8.6e-06 8.8e-06 8.35e-06 8.3e-06 6.1e-06 8.7e-06 6.6e-06 8.5e-06 8.45e-06 5.75e-06 8.45e-06 8.3e-06 6.65e-06 8.2e-06 8.65e-06 5.75e-06 8.9e-06 5.9e-06 5.8e-06 8.55e-06 6e-06 4.7e-06 8.5e-06 8.8e-06 6e-06 8.15e-06 8.6e-06 6.15e-06 8.05e-06 8.35e-06 6.45e-06 6.15e-06 7.1e-06 4.25e-06 8.55e-06
38 4.95e-06 4.9e-06 4.45e-06 4.75e-06 8.3e-06 7.35e-06 7.65e-06 7.05e-06 7.15e-06 6.4e-06 7.55e-06 4.85e-06 7.3e-06 7.25e-06 7.75e-06 7.3e-06 8.55e-06 5e-06 8.45e-06 7.4e-06 6.15e-06 7.75e-06 4.75e-06 6.2e-06 8.7e-06 4.95e-06 3.25e-06 7.25e-06 7.65e-06 4.95e-06 6.95e-06 7.35e-06 6.4e-06 8.2e-06 7.2e-06 6.1e-06 6.65e-06 4.25e-06 5.2e-06 7.3e-06
39 3.45e-06 3.45e-06 3.5e-06 4.8e-06 4.8e-06 8.5e-07 7.5e-07 2.2e-06 1.85e-06 5.8e-06 7.5e-07 5.1e-06 9.5e-07 9e-07 9.6e-06 1.85e-06 4.2e-06 5.8e-06 4.75e-06 9e-07 6.15e-06 9.5e-07 3.4e-06 6.7e-06 3.9e-06 3.5e-06 7.15e-06 1e-06 8.5e-07 3.7e-06 1.85e-06 8.5e-07 6.7e-06 4.4e-06 1.9e-06 8.35e-06 6.05e-06 8.55e-06 7.3e-06 1.4e-06
