 slim_761974304 slim_761974298 slim_761974309 slim_761974307 slim_761974310 slim_761974311 slim_761974299 slim_761974325 slim_761974321 slim_761974334 slim_761974335 slim_761974331 slim_761974301 slim_761974317 slim_761974327 slim_761974336 slim_761974322 slim_761974319 slim_761974308 slim_761974349 slim_761974300 slim_761974318 slim_761974348 slim_761974347 slim_761974302 slim_761974323 slim_761974342 slim_761974324 slim_761974330 slim_761974328 slim_761974320 slim_761974312 slim_761974339 slim_761974340 slim_761974313 slim_761974332 slim_761974346 slim_761974333 slim_761974303 slim_761974345 slim_761974338 slim_761974314 slim_761974343 slim_761974337 slim_761974344 slim_761974329 slim_761974315 slim_761974326 slim_761974306 slim_761974341 slim_761974316 slim_761974305
11 2.2e-06 2.1e-06 1.5e-06 2.6e-06 1.9e-06 1.95e-06 2.4e-06 2.15e-06 1.65e-06 1e-06 1.7e-06 1.6e-06 2.05e-06 1.75e-06 2.25e-06 1.1e-06 1.65e-06 1.9e-06 1.7e-06 2.3e-06 1.75e-06 2.25e-06 2.15e-06 1.95e-06 2e-06 2.35e-06 1.55e-06 1.3e-06 1.45e-06 1.55e-06 1.05e-06 1.65e-06 1.85e-06 2.7e-06 1.7e-06 1.15e-06 3.45e-06 8e-07 2.25e-06 1.05e-06 1.15e-06 2.15e-06 2e-06 1.8e-06 1.8e-06 1.6e-06 2.25e-06 1.95e-06 1.9e-06 2.4e-06 1.95e-06 1.1e-06
12 2.5e-06 8.5e-07 2.45e-06 1.1e-06 2.3e-06 1.8e-06 2.45e-06 7e-07 1.75e-06 1.85e-06 2.95e-06 2.05e-06 3e-07 1.75e-06 2.3e-06 1.95e-06 1.4e-06 2.3e-06 1.65e-06 2.55e-06 1.9e-06 2.15e-06 2.15e-06 1.85e-06 2.35e-06 9e-07 1.3e-06 1.25e-06 2.45e-06 1.75e-06 2.15e-06 1.5e-06 1.9e-06 1.75e-06 1.75e-06 1.95e-06 2.8e-06 2.05e-06 1.65e-06 1.95e-06 1.75e-06 1e-06 2.15e-06 1.85e-06 1.55e-06 2.85e-06 9.5e-07 1.8e-06 1.9e-06 2.5e-06 2e-06 2.2e-06
13 2.55e-06 1.5e-06 2.4e-06 2.1e-06 2.45e-06 2.25e-06 2.8e-06 1.8e-06 1.35e-06 1.8e-06 2.5e-06 1.75e-06 1.75e-06 2.5e-06 2.3e-06 1.5e-06 1.6e-06 2.45e-06 2.15e-06 2.65e-06 1.95e-06 2.3e-06 2.1e-06 2.15e-06 2.5e-06 2.05e-06 2e-06 1.6e-06 2e-06 1.9e-06 1.8e-06 1.95e-06 1.8e-06 2.5e-06 2.25e-06 2.05e-06 3e-06 1.75e-06 2.1e-06 1.5e-06 1.6e-06 1.75e-06 2.25e-06 2.2e-06 1.7e-06 2.55e-06 1.8e-06 2.25e-06 2.25e-06 2.55e-06 2.35e-06 1.75e-06
14 2.85e-06 2.35e-06 2.85e-06 2.1e-06 2.6e-06 2.55e-06 2.9e-06 2.1e-06 2.2e-06 2.15e-06 2.8e-06 2.25e-06 2.3e-06 2.3e-06 3.5e-06 2e-06 1.9e-06 2.6e-06 2.65e-06 2.1e-06 2.15e-06 1.9e-06 2.85e-06 2.2e-06 2.7e-06 2.3e-06 2.45e-06 2.05e-06 2.4e-06 2.2e-06 2.25e-06 2.3e-06 2.4e-06 1.95e-06 2.6e-06 2.6e-06 2.25e-06 2.25e-06 2.25e-06 2e-06 1.95e-06 1.95e-06 2.55e-06 2.4e-06 2.5e-06 2.9e-06 2.05e-06 2.55e-06 2.35e-06 2.05e-06 2.5e-06 2.15e-06
15 2.55e-06 2.1e-06 2.05e-06 2.4e-06 2.5e-06 2.25e-06 2.85e-06 1.95e-06 1.4e-06 1.3e-06 1.85e-06 1.1e-06 1.95e-06 1.5e-06 2e-06 6e-07 1.25e-06 2.5e-06 2.2e-06 2.6e-06 1.65e-06 2.05e-06 2.45e-06 2.05e-06 2.6e-06 2.25e-06 1.9e-06 1.1e-06 1.25e-06 1.8e-06 1.15e-06 1.95e-06 2e-06 2.8e-06 2.1e-06 1.65e-06 3.7e-06 1.1e-06 2.35e-06 5.5e-07 7.5e-07 2e-06 2.1e-06 2.15e-06 1.85e-06 2.1e-06 2.1e-06 2.25e-06 2.2e-06 2.25e-06 2.3e-06 1.1e-06
16 2.35e-06 1.6e-06 2.35e-06 1.3e-06 2.2e-06 1.9e-06 2.5e-06 1.25e-06 1.45e-06 1.5e-06 2.45e-06 1.65e-06 1.4e-06 1.6e-06 1.9e-06 1.25e-06 2e-06 2.2e-06 2e-06 2.35e-06 1.55e-06 2e-06 2.35e-06 1.55e-06 2.25e-06 1.5e-06 1.85e-06 1.3e-06 1.85e-06 1.7e-06 1.7e-06 1.6e-06 1.75e-06 2.1e-06 2.1e-06 2e-06 3e-06 1.65e-06 1.7e-06 1.25e-06 1.15e-06 1.15e-06 2.05e-06 1.8e-06 1.8e-06 2.55e-06 1.25e-06 1.9e-06 1.85e-06 2.15e-06 1.95e-06 1.6e-06
17 2.15e-06 2.25e-06 1.5e-06 2.3e-06 1.05e-06 1.75e-06 1.45e-06 2.2e-06 2.35e-06 1.65e-06 1.65e-06 1.9e-06 2.3e-06 2.45e-06 2.6e-06 2.5e-06 2.2e-06 2e-06 1.65e-06 1.9e-06 1.65e-06 2.65e-06 2e-06 1.6e-06 1.05e-06 2e-06 1.65e-06 2.35e-06 2.1e-06 1.45e-06 1.7e-06 1.75e-06 1.75e-06 2.35e-06 1.45e-06 1.65e-06 2.95e-06 1.9e-06 1.6e-06 2.5e-06 2.25e-06 2e-06 1.9e-06 1.55e-06 2.35e-06 1.5e-06 2.1e-06 1.75e-06 1.7e-06 2.8e-06 1.4e-06 1.7e-06
18 2.35e-06 1.85e-06 1.5e-06 2.1e-06 1.6e-06 1.65e-06 2.25e-06 1.85e-06 2.1e-06 1.55e-06 2.35e-06 1.7e-06 1.65e-06 2.15e-06 2.65e-06 2.2e-06 2e-06 1.65e-06 2.4e-06 2.3e-06 2e-06 2.6e-06 2.2e-06 1.95e-06 1.7e-06 1.85e-06 1.45e-06 2e-06 2.3e-06 1.65e-06 1.6e-06 1.55e-06 1.95e-06 2.45e-06 1.5e-06 1.2e-06 3.05e-06 1.7e-06 1.95e-06 2.2e-06 2.05e-06 1.9e-06 2.25e-06 1.65e-06 1.95e-06 1.9e-06 1.9e-06 1.65e-06 1.75e-06 2.85e-06 1.6e-06 1.8e-06
19 2.55e-06 2.5e-06 2.3e-06 2.35e-06 1.85e-06 2.25e-06 2.25e-06 2.4e-06 2.55e-06 2.05e-06 2.35e-06 2.3e-06 2.55e-06 2.65e-06 2.1e-06 2.6e-06 2.35e-06 1.9e-06 2.3e-06 3.2e-06 2.1e-06 2.2e-06 2.55e-06 1.95e-06 2e-06 2.35e-06 2.2e-06 2.5e-06 2.5e-06 1.8e-06 2.15e-06 2.2e-06 2.2e-06 1.95e-06 2.1e-06 2.25e-06 2.1e-06 2.3e-06 2.1e-06 2.6e-06 2.35e-06 2.15e-06 2.35e-06 2.1e-06 2.7e-06 2.25e-06 2.25e-06 2.25e-06 2.1e-06 2.3e-06 2e-06 2.1e-06
20 2.25e-06 1.95e-06 2.05e-06 1.8e-06 1.65e-06 1.9e-06 1.9e-06 1.7e-06 1.85e-06 1.65e-06 1.8e-06 1.75e-06 1.9e-06 1.95e-06 2.15e-06 1.65e-06 1.55e-06 1.65e-06 2e-06 2.1e-06 2.8e-06 2.25e-06 2.15e-06 1.55e-06 1.65e-06 1.75e-06 1.85e-06 1.7e-06 1.8e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 2.2e-06 1.85e-06 2e-06 3e-06 1.75e-06 1.55e-06 1.7e-06 1.55e-06 1.55e-06 1.85e-06 1.75e-06 2.1e-06 2e-06 1.65e-06 1.9e-06 1.85e-06 2.35e-06 1.75e-06 1.6e-06
21 2.95e-06 2.3e-06 2.8e-06 2.25e-06 2.65e-06 2.6e-06 2.9e-06 2.1e-06 2.25e-06 2.2e-06 2.85e-06 2.25e-06 2.15e-06 2.3e-06 1.9e-06 2.05e-06 2e-06 2.65e-06 2.6e-06 2.2e-06 2.25e-06 3.6e-06 2.8e-06 2.35e-06 2.75e-06 2.3e-06 2.35e-06 2e-06 2.45e-06 2.3e-06 2.25e-06 2.35e-06 2.5e-06 1.95e-06 2.5e-06 2.55e-06 2.3e-06 2.25e-06 2.35e-06 2.05e-06 2.05e-06 2.1e-06 2.65e-06 2.45e-06 2.4e-06 2.9e-06 2.2e-06 2.6e-06 2.4e-06 2.15e-06 2.55e-06 2.25e-06
22 2.6e-06 1.85e-06 1.95e-06 2.65e-06 2e-06 2.35e-06 1.85e-06 2.3e-06 2e-06 2.05e-06 1.9e-06 2.15e-06 2.15e-06 2.1e-06 2.85e-06 2.45e-06 2.35e-06 2e-06 2.2e-06 2.55e-06 2.15e-06 2.8e-06 3.1e-06 2.25e-06 2e-06 2.3e-06 2e-06 2.25e-06 2.05e-06 1.9e-06 2.1e-06 2.2e-06 1.9e-06 2.6e-06 2e-06 2.15e-06 3.05e-06 2.15e-06 2.15e-06 2.45e-06 2.35e-06 2.2e-06 1.95e-06 2.2e-06 1.75e-06 1.9e-06 2.3e-06 2.35e-06 2.3e-06 3.05e-06 2.2e-06 2.1e-06
23 2.2e-06 1.95e-06 2.05e-06 1.45e-06 1.55e-06 1.7e-06 1.9e-06 1.6e-06 2.05e-06 1.5e-06 2.2e-06 1.95e-06 1.85e-06 2.15e-06 2.2e-06 2.05e-06 1.55e-06 1.6e-06 1.95e-06 1.95e-06 1.55e-06 2.35e-06 2.25e-06 2.3e-06 1.65e-06 1.6e-06 1.85e-06 1.95e-06 2.15e-06 1.5e-06 1.85e-06 1.6e-06 1.6e-06 2.1e-06 1.85e-06 1.95e-06 2.9e-06 1.95e-06 1.6e-06 2.05e-06 1.6e-06 1.35e-06 2e-06 1.6e-06 2.2e-06 2.15e-06 1.45e-06 1.7e-06 1.7e-06 2.4e-06 1.55e-06 1.75e-06
24 2.25e-06 2.3e-06 1.55e-06 2.3e-06 1.05e-06 1.75e-06 1.4e-06 2.25e-06 2.4e-06 1.75e-06 1.65e-06 2e-06 2.35e-06 2.5e-06 2.7e-06 2.6e-06 2.25e-06 1.05e-06 1.7e-06 2e-06 1.65e-06 2.75e-06 2e-06 1.65e-06 1.8e-06 2.05e-06 1.75e-06 2.45e-06 2.15e-06 1.55e-06 1.8e-06 1.8e-06 1.8e-06 2.45e-06 1.55e-06 1.75e-06 3e-06 2e-06 1.55e-06 2.6e-06 2.35e-06 2.05e-06 1.95e-06 1.6e-06 2.4e-06 1.55e-06 2.15e-06 1.8e-06 1.75e-06 2.9e-06 1.45e-06 1.8e-06
25 2.4e-06 1.35e-06 2.45e-06 1.05e-06 2e-06 1.8e-06 2.2e-06 9.5e-07 2e-06 2.05e-06 2.85e-06 2.35e-06 9e-07 2.05e-06 2.3e-06 2.25e-06 1.5e-06 2e-06 1.85e-06 2.35e-06 1.75e-06 2.3e-06 2.3e-06 1.6e-06 2.05e-06 1.7e-06 1.7e-06 1.65e-06 2.55e-06 1.7e-06 2.3e-06 1.65e-06 1.85e-06 1.75e-06 1.7e-06 2.25e-06 2.75e-06 2.35e-06 1.45e-06 2.25e-06 1.95e-06 1e-06 2.1e-06 1.75e-06 1.95e-06 2.8e-06 1e-06 1.8e-06 1.85e-06 2.5e-06 1.75e-06 2.25e-06
26 2.25e-06 1.6e-06 1.55e-06 2.15e-06 1.65e-06 1.75e-06 2.05e-06 1.7e-06 1.95e-06 1.4e-06 2.05e-06 1.55e-06 1.3e-06 2e-06 2.45e-06 1.9e-06 1.85e-06 1.65e-06 1.45e-06 2.2e-06 1.85e-06 2.35e-06 2e-06 1.85e-06 1.75e-06 1.7e-06 2.4e-06 1.65e-06 2e-06 1.5e-06 1.5e-06 1.6e-06 1.8e-06 2.25e-06 1.35e-06 1.3e-06 3.05e-06 1.55e-06 1.9e-06 1.9e-06 1.75e-06 1.8e-06 2e-06 1.65e-06 1.8e-06 1.8e-06 1.85e-06 1.75e-06 1.75e-06 2.65e-06 1.65e-06 1.6e-06
27 2.35e-06 1.55e-06 2.2e-06 1.9e-06 2.35e-06 2.1e-06 2.6e-06 1.3e-06 1.5e-06 1.55e-06 2.35e-06 1.3e-06 1.25e-06 1.6e-06 2.05e-06 1.1e-06 1.3e-06 2.35e-06 2e-06 2.5e-06 1.7e-06 2e-06 2.25e-06 1.95e-06 2.45e-06 1.65e-06 1.65e-06 1.6e-06 1.75e-06 1.7e-06 1.55e-06 1.8e-06 1.95e-06 2.2e-06 1.85e-06 1.85e-06 3.2e-06 1.3e-06 1.95e-06 1.05e-06 1.2e-06 1.5e-06 2.05e-06 2e-06 1.6e-06 2.4e-06 1.6e-06 2.1e-06 2.05e-06 2.2e-06 2.15e-06 1.55e-06
28 2.6e-06 2.5e-06 1.7e-06 2.9e-06 2.1e-06 2.35e-06 2.05e-06 2.5e-06 1.9e-06 1.6e-06 1.05e-06 1.45e-06 2.45e-06 2e-06 2.4e-06 1.25e-06 1.85e-06 2.1e-06 2.3e-06 2.5e-06 1.8e-06 2.45e-06 2.05e-06 2.15e-06 2.15e-06 2.55e-06 2e-06 1.75e-06 2e-06 1.8e-06 1.35e-06 2.2e-06 2.1e-06 3e-06 2e-06 1.8e-06 3.8e-06 1.45e-06 2.3e-06 1.2e-06 1.45e-06 2.45e-06 1.65e-06 2.2e-06 2.05e-06 1.35e-06 2.55e-06 2.35e-06 2.3e-06 2.6e-06 2.2e-06 1.3e-06
29 1.95e-06 1.75e-06 1.65e-06 2e-06 1.4e-06 1.7e-06 1.8e-06 1.75e-06 1.8e-06 1.4e-06 1.75e-06 1.55e-06 1.75e-06 1.9e-06 2.2e-06 1.8e-06 1.7e-06 1.45e-06 1.65e-06 1.8e-06 1.55e-06 2.3e-06 1.9e-06 1.5e-06 1.55e-06 1.7e-06 1.5e-06 1.7e-06 1.8e-06 2e-06 1.45e-06 1.6e-06 1.6e-06 1.95e-06 1.4e-06 1.55e-06 2.9e-06 1.55e-06 1.5e-06 1.8e-06 1.65e-06 1.45e-06 1.55e-06 1.55e-06 1.95e-06 1.65e-06 1.55e-06 1.7e-06 1.7e-06 2.4e-06 1.5e-06 1.4e-06
30 2.25e-06 2.2e-06 1.25e-06 2.7e-06 1.65e-06 1.85e-06 2.2e-06 2.25e-06 1.7e-06 1.1e-06 1.5e-06 1.05e-06 2.15e-06 1.8e-06 2.25e-06 1.15e-06 1.7e-06 1.7e-06 1.6e-06 2.15e-06 1.7e-06 2.25e-06 2.1e-06 1.85e-06 1.8e-06 2.3e-06 1.5e-06 1.55e-06 1.35e-06 1.45e-06 1.8e-06 1.75e-06 1.8e-06 2.75e-06 1.45e-06 1.05e-06 3.45e-06 1.05e-06 2.2e-06 1.15e-06 1.25e-06 2.25e-06 1.95e-06 1.75e-06 1.9e-06 1.35e-06 2.35e-06 1.85e-06 1.85e-06 2.5e-06 1.7e-06 1e-06
31 2.25e-06 1.7e-06 1.95e-06 1.55e-06 1.75e-06 1.65e-06 2.2e-06 1.5e-06 1.9e-06 1.35e-06 2.4e-06 1.65e-06 1.5e-06 1.95e-06 2.3e-06 1.95e-06 1.6e-06 1.75e-06 1.55e-06 2.2e-06 1.75e-06 2.35e-06 2.2e-06 1.6e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 2.2e-06 1.6e-06 1.75e-06 2.7e-06 1.75e-06 2.15e-06 1.85e-06 1.55e-06 2.9e-06 1.65e-06 1.75e-06 1.95e-06 1.65e-06 1.45e-06 2.1e-06 1.6e-06 1.9e-06 2.2e-06 1.45e-06 1.65e-06 1.7e-06 2.5e-06 1.75e-06 1.75e-06
32 2.25e-06 1.65e-06 1.95e-06 1.9e-06 1.75e-06 1.9e-06 2.1e-06 1.85e-06 1.7e-06 1.55e-06 2.15e-06 1.85e-06 1.9e-06 1.8e-06 2.4e-06 2e-06 1.75e-06 1.75e-06 1.95e-06 2.2e-06 1.75e-06 2.5e-06 1.9e-06 1.6e-06 1.8e-06 1.85e-06 1.8e-06 1.95e-06 2.1e-06 1.6e-06 1.8e-06 1.75e-06 2.8e-06 2.35e-06 1.85e-06 1.85e-06 2.8e-06 1.85e-06 1.85e-06 2e-06 1.7e-06 1.65e-06 2.05e-06 1.75e-06 1.9e-06 2.1e-06 1.75e-06 1.9e-06 1.85e-06 2.6e-06 1.75e-06 1.7e-06
33 2.7e-06 1.85e-06 3e-06 1.65e-06 2.35e-06 2.4e-06 2.55e-06 1.65e-06 2.4e-06 2.45e-06 3.2e-06 2.7e-06 1.75e-06 2.5e-06 1.95e-06 2.8e-06 2.1e-06 2.35e-06 2.45e-06 1.95e-06 2.2e-06 1.95e-06 2.6e-06 2.1e-06 2.45e-06 1.75e-06 2.25e-06 2.2e-06 3e-06 1.95e-06 2.75e-06 2.15e-06 2.35e-06 2.4e-06 2.35e-06 2.85e-06 1.7e-06 2.7e-06 1.7e-06 2.8e-06 2.55e-06 1.4e-06 2.35e-06 2.2e-06 2.35e-06 3.15e-06 1.5e-06 2.4e-06 2.2e-06 2.15e-06 2.3e-06 2.7e-06
34 2.25e-06 1.95e-06 1.3e-06 2.5e-06 1.4e-06 1.8e-06 1.85e-06 2e-06 2.15e-06 1.6e-06 1.85e-06 1.7e-06 1.75e-06 2.25e-06 2.6e-06 2.1e-06 2.1e-06 1.45e-06 1.5e-06 2.1e-06 1.85e-06 2.5e-06 2e-06 1.85e-06 1.55e-06 1.7e-06 1.35e-06 1.85e-06 2e-06 1.4e-06 1.45e-06 1.85e-06 1.85e-06 2.35e-06 2e-06 1.35e-06 3.15e-06 1.7e-06 1.9e-06 2.1e-06 2e-06 2.05e-06 1.95e-06 1.65e-06 2e-06 1.55e-06 2.15e-06 1.8e-06 1.8e-06 2.8e-06 1.45e-06 1.6e-06
35 2.3e-06 2.15e-06 1.05e-06 2.65e-06 1.6e-06 1.65e-06 2.3e-06 2.25e-06 2e-06 1e-06 1.85e-06 1.15e-06 1.95e-06 2.05e-06 2.6e-06 1.65e-06 2e-06 1.65e-06 1.2e-06 2.25e-06 2e-06 2.55e-06 2.15e-06 1.95e-06 1.75e-06 2.25e-06 1.3e-06 1.85e-06 1.8e-06 1.55e-06 1.05e-06 1.55e-06 1.85e-06 2.85e-06 1.35e-06 1.3e-06 3.45e-06 1.15e-06 2.4e-06 1.65e-06 1.5e-06 2.35e-06 2.2e-06 1.65e-06 1.9e-06 1.4e-06 2.35e-06 1.65e-06 1.75e-06 2.8e-06 1.6e-06 1.25e-06
