 slim_762153111 slim_762153108 slim_762153104 slim_762153100 slim_762153113 slim_762153120 slim_762153119 slim_762153105 slim_762153106 slim_762153098 slim_762153110 slim_762153128 slim_762153099 slim_762153121 slim_762153101 slim_762153107 slim_762153125 slim_762153126 slim_762153093 slim_762153097 slim_762153102 slim_762153122 slim_762153117 slim_762153109 slim_762153130 slim_762153124 slim_762153127 slim_762153095 slim_762153103 slim_762153094 slim_762153096 slim_762153129 slim_762153123 slim_762153114 slim_762153115 slim_762153116 slim_762153118 slim_762153112
12 2.15e-06 1.25e-06 2.6e-06 2e-06 1.85e-06 2e-06 2.65e-06 2.3e-06 2.3e-06 1.95e-06 1.85e-06 1.55e-06 2.2e-06 2.6e-06 2.8e-06 2.75e-06 2.45e-06 2.85e-06 2.55e-06 2.2e-06 2.5e-06 2.3e-06 1.8e-06 2.3e-06 1.85e-06 2.55e-06 2.35e-06 2.8e-06 2.45e-06 2.3e-06 2.35e-06 2e-06 2.3e-06 2.45e-06 2.4e-06 1.75e-06 2.55e-06 1.9e-06
13 1.9e-06 3.2e-06 1.65e-06 1.95e-06 2.6e-06 2.5e-06 2.4e-06 2.2e-06 2.8e-06 2.75e-06 2.5e-06 2.9e-06 2.6e-06 3.1e-06 2.2e-06 2.3e-06 2.55e-06 2.3e-06 2.55e-06 2.1e-06 2.75e-06 2.25e-06 2.3e-06 2.15e-06 2.6e-06 2.95e-06 2.45e-06 2.25e-06 2.6e-06 2.2e-06 2.35e-06 2.5e-06 2.2e-06 2e-06 2.15e-06 2.4e-06 2.1e-06 2.55e-06
14 2e-06 3.3e-06 1.25e-06 1.9e-06 2.9e-06 2.4e-06 2.15e-06 2.15e-06 2.3e-06 2.8e-06 2.95e-06 2.95e-06 2.8e-06 2.2e-06 2.5e-06 1.75e-06 2.6e-06 1.5e-06 2.3e-06 2e-06 2.2e-06 2.3e-06 2.6e-06 1.85e-06 2.85e-06 2.45e-06 2.1e-06 1.75e-06 2.25e-06 2.2e-06 2.3e-06 2.4e-06 1.95e-06 1.55e-06 1.85e-06 2.4e-06 1.7e-06 2.45e-06
15 2e-06 3.3e-06 1.35e-06 1.9e-06 3.2e-06 2.45e-06 2.2e-06 2.15e-06 2.65e-06 3e-06 3.1e-06 2.9e-06 2.75e-06 2.3e-06 1.75e-06 2.3e-06 2.8e-06 1.65e-06 2.35e-06 2.15e-06 2.85e-06 2.35e-06 2.25e-06 1.9e-06 3.05e-06 2.35e-06 2.4e-06 1.35e-06 1.95e-06 2.45e-06 2.35e-06 2.45e-06 1.8e-06 1.8e-06 2.25e-06 2.65e-06 1.55e-06 2.85e-06
16 2.7e-06 2.6e-06 2.6e-06 2.65e-06 2.25e-06 2.65e-06 2.75e-06 2.65e-06 2.6e-06 2.55e-06 2.35e-06 2.6e-06 2.45e-06 2.55e-06 2.6e-06 2.8e-06 3.8e-06 2.65e-06 2.75e-06 2.65e-06 2.25e-06 2.25e-06 2.55e-06 2.35e-06 2.5e-06 2.8e-06 2.7e-06 2.8e-06 2.8e-06 2.25e-06 2.7e-06 2.65e-06 2.35e-06 2.45e-06 2.65e-06 2.4e-06 2.65e-06 2.5e-06
17 2.15e-06 3.35e-06 1.5e-06 2.05e-06 2.95e-06 2.55e-06 2.05e-06 2.05e-06 2.35e-06 2.85e-06 3e-06 3e-06 2.85e-06 2.3e-06 1.5e-06 1.65e-06 2.65e-06 2.6e-06 2.25e-06 2.15e-06 2.35e-06 2.25e-06 2.65e-06 2e-06 2.9e-06 2.5e-06 2.05e-06 1.7e-06 2.3e-06 2.35e-06 2.35e-06 2.55e-06 1.9e-06 1.7e-06 2e-06 2.45e-06 1.7e-06 2.5e-06
18 2.2e-06 2.85e-06 1.9e-06 2.2e-06 2.9e-06 2.5e-06 2.25e-06 2.25e-06 2.7e-06 2.15e-06 2.85e-06 2.9e-06 2.55e-06 2.55e-06 2.3e-06 2.35e-06 2.75e-06 2.25e-06 3.4e-06 2.3e-06 2.95e-06 2.45e-06 2.75e-06 2.15e-06 2.65e-06 2.25e-06 2.6e-06 2.35e-06 2.9e-06 2.55e-06 2.4e-06 2.5e-06 2.05e-06 2.2e-06 2.45e-06 2.65e-06 2.25e-06 2.65e-06
19 1.35e-06 2.6e-06 1.3e-06 1.75e-06 2.2e-06 2e-06 2.4e-06 1.6e-06 2.65e-06 2.75e-06 2.25e-06 2.6e-06 2.2e-06 2.1e-06 2e-06 2.15e-06 2.65e-06 2.15e-06 2.3e-06 2.6e-06 2.9e-06 2.3e-06 2.55e-06 1.75e-06 2.25e-06 2.8e-06 2.05e-06 2.15e-06 2.7e-06 2.2e-06 1.8e-06 2e-06 1.85e-06 1.9e-06 2.1e-06 2.45e-06 2.05e-06 2e-06
20 3.05e-06 2.9e-06 3.1e-06 2.8e-06 1.95e-06 3.05e-06 2.6e-06 2.85e-06 2.35e-06 2.3e-06 2.15e-06 2.45e-06 2.5e-06 2.75e-06 2.2e-06 2.85e-06 2.25e-06 2.35e-06 2.95e-06 2.9e-06 2.6e-06 2.2e-06 2.25e-06 2.9e-06 2.25e-06 2.55e-06 2.25e-06 2.9e-06 2.35e-06 2.2e-06 2.85e-06 3.05e-06 2.9e-06 2.25e-06 2.2e-06 1.7e-06 2.6e-06 2e-06
21 2.15e-06 2.85e-06 2.05e-06 2.1e-06 2.15e-06 2.5e-06 2.35e-06 2.25e-06 2.7e-06 2.55e-06 2.05e-06 2.65e-06 2.3e-06 2.25e-06 2.3e-06 2.35e-06 2.25e-06 2.25e-06 2.45e-06 2.3e-06 2.2e-06 3.7e-06 2.4e-06 2.35e-06 2.2e-06 2.8e-06 2.4e-06 2.35e-06 2.65e-06 1.95e-06 2.4e-06 2.5e-06 2.25e-06 2.1e-06 2.35e-06 2.2e-06 2.2e-06 2.45e-06
22 2.55e-06 2.25e-06 2.75e-06 2.15e-06 2.15e-06 2.6e-06 2.45e-06 2.6e-06 2.3e-06 1.75e-06 2.2e-06 1.7e-06 1.8e-06 2.3e-06 2.6e-06 2.25e-06 2.55e-06 2.65e-06 2.75e-06 2.55e-06 2.25e-06 2.4e-06 1.5e-06 2.5e-06 2.25e-06 2.2e-06 2.4e-06 2.35e-06 1.45e-06 2.4e-06 2.7e-06 2.6e-06 2.5e-06 2.15e-06 2.2e-06 1.2e-06 2.15e-06 1.85e-06
23 1.65e-06 2.55e-06 1.2e-06 1.75e-06 2.75e-06 2e-06 2.3e-06 1.95e-06 2.45e-06 2.65e-06 2.7e-06 2.6e-06 2.3e-06 2.15e-06 1.85e-06 1.9e-06 2.35e-06 2e-06 2.15e-06 1.75e-06 2.9e-06 2.35e-06 2.5e-06 2.4e-06 2.75e-06 2.5e-06 2.3e-06 1.9e-06 2.45e-06 2.25e-06 2.05e-06 2e-06 1.3e-06 1.65e-06 2.2e-06 2.55e-06 1.95e-06 2.4e-06
24 2.15e-06 2.35e-06 2.8e-06 2.35e-06 1.6e-06 2.55e-06 2.45e-06 2.3e-06 2.85e-06 2.15e-06 1.55e-06 2.2e-06 1.85e-06 2.6e-06 2.85e-06 3.05e-06 2.5e-06 2.9e-06 2.65e-06 2.25e-06 2.25e-06 2.2e-06 2.25e-06 2.75e-06 2.6e-06 2.75e-06 2.2e-06 3.1e-06 2.8e-06 2.2e-06 2.25e-06 2.55e-06 2.75e-06 2.5e-06 2.4e-06 1.85e-06 2.75e-06 1.85e-06
25 2.85e-06 2.75e-06 2.7e-06 2.65e-06 2.85e-06 2.85e-06 2.55e-06 2.8e-06 2.55e-06 1.95e-06 2.95e-06 2.5e-06 2.55e-06 2.95e-06 2.45e-06 2.35e-06 2.8e-06 2.5e-06 2.25e-06 2.8e-06 2.55e-06 2.8e-06 2.2e-06 2.5e-06 2.75e-06 3.4e-06 2.6e-06 2.45e-06 2.15e-06 2.8e-06 2.75e-06 2.85e-06 2.5e-06 2.35e-06 2.55e-06 2.25e-06 2.4e-06 2.45e-06
26 2e-06 2.85e-06 2.25e-06 2.25e-06 2.15e-06 2.6e-06 2.45e-06 2e-06 2.55e-06 2.55e-06 2.2e-06 2.5e-06 2.35e-06 2.45e-06 2.1e-06 2.4e-06 2.7e-06 2.05e-06 2.6e-06 2.05e-06 2.25e-06 2.4e-06 2.4e-06 2.3e-06 2.2e-06 2.6e-06 3.5e-06 2.45e-06 2.4e-06 2.4e-06 2.15e-06 2.6e-06 2.3e-06 2e-06 2e-06 1.95e-06 2.25e-06 1.8e-06
27 2e-06 3.35e-06 1.3e-06 1.9e-06 3.25e-06 2.45e-06 2.25e-06 2.15e-06 2.65e-06 3.05e-06 3.15e-06 2.95e-06 2.8e-06 2.25e-06 1.75e-06 1.35e-06 2.8e-06 1.7e-06 2.35e-06 2.15e-06 2.9e-06 2.35e-06 2.35e-06 1.9e-06 3.1e-06 2.45e-06 2.45e-06 2.2e-06 1.75e-06 2.45e-06 2.4e-06 2.45e-06 1.8e-06 1.8e-06 2.25e-06 2.7e-06 1.55e-06 2.9e-06
28 2.7e-06 2.9e-06 2.55e-06 2.4e-06 2.75e-06 2.85e-06 2.55e-06 2.75e-06 2.45e-06 2.4e-06 2.8e-06 2e-06 2.45e-06 2.6e-06 2.25e-06 1.95e-06 2.8e-06 2.3e-06 2.9e-06 2.7e-06 2.35e-06 2.65e-06 1.45e-06 2.45e-06 2.8e-06 2.15e-06 2.4e-06 1.75e-06 1.9e-06 2.65e-06 2.8e-06 2.85e-06 2.45e-06 2.05e-06 2.3e-06 1.75e-06 1.8e-06 2.25e-06
29 2.05e-06 2.85e-06 1.85e-06 2e-06 2.15e-06 2.4e-06 2.45e-06 2.35e-06 2.7e-06 2.55e-06 2.05e-06 2.65e-06 2.3e-06 2.2e-06 2.2e-06 2.45e-06 2.25e-06 2.35e-06 2.55e-06 2.2e-06 2.2e-06 1.95e-06 2.4e-06 2.25e-06 2.2e-06 2.8e-06 2.4e-06 2.45e-06 2.65e-06 3.7e-06 2.4e-06 2.4e-06 2.35e-06 2e-06 2.35e-06 2.2e-06 2.25e-06 2.45e-06
30 1.7e-06 2.75e-06 1.85e-06 2.1e-06 2.3e-06 2.35e-06 2.5e-06 1.85e-06 2.85e-06 2.7e-06 2.2e-06 2.7e-06 2.35e-06 2.35e-06 2.3e-06 2.35e-06 2.7e-06 2.35e-06 2.4e-06 1.8e-06 2.85e-06 2.4e-06 2.7e-06 2.05e-06 2.25e-06 2.75e-06 2.15e-06 2.4e-06 2.8e-06 2.4e-06 2.9e-06 2.35e-06 2.05e-06 2.1e-06 2.3e-06 2.45e-06 2.3e-06 2.1e-06
31 1.95e-06 1.85e-06 1.75e-06 2.1e-06 2.6e-06 1.8e-06 2.75e-06 2.2e-06 2.4e-06 2.75e-06 2.6e-06 2.35e-06 2e-06 2.5e-06 2.4e-06 2.45e-06 2.65e-06 2.55e-06 2.5e-06 2e-06 3.05e-06 2.5e-06 2.6e-06 2e-06 2.55e-06 2.85e-06 2.6e-06 2.45e-06 2.85e-06 2.4e-06 2.35e-06 3.5e-06 2.1e-06 2.3e-06 2.5e-06 2.7e-06 2.35e-06 2.55e-06
32 1.75e-06 2.55e-06 1.4e-06 1.85e-06 2.75e-06 2.1e-06 2.2e-06 1.85e-06 2.45e-06 2.65e-06 2.7e-06 2.6e-06 2.3e-06 2.2e-06 1.95e-06 1.8e-06 2.35e-06 1.9e-06 2.05e-06 1.85e-06 2.9e-06 2.25e-06 2.5e-06 1.3e-06 2.75e-06 2.5e-06 2.3e-06 1.8e-06 2.45e-06 2.35e-06 2.05e-06 2.1e-06 2.4e-06 1.75e-06 2.2e-06 2.55e-06 1.9e-06 2.4e-06
33 1.75e-06 3.05e-06 1.3e-06 1.7e-06 2.55e-06 2.3e-06 2.05e-06 2.05e-06 2.35e-06 2.45e-06 2.45e-06 2.6e-06 2.45e-06 2e-06 1.55e-06 1.8e-06 2.45e-06 1.7e-06 2.2e-06 1.9e-06 2.25e-06 2.1e-06 2.15e-06 1.65e-06 2.5e-06 2.35e-06 2e-06 1.8e-06 2.05e-06 2e-06 2.1e-06 2.3e-06 1.75e-06 2.6e-06 1.9e-06 1.95e-06 1.75e-06 2.15e-06
34 2.05e-06 2.85e-06 2e-06 2.1e-06 2.4e-06 2.5e-06 2.3e-06 2.1e-06 2.35e-06 2.5e-06 2.45e-06 2.55e-06 2.4e-06 2.15e-06 1.85e-06 2.25e-06 2.65e-06 2e-06 2.45e-06 2.1e-06 2.2e-06 2.35e-06 2.2e-06 2.2e-06 2.4e-06 2.55e-06 2e-06 2.25e-06 2.3e-06 2.35e-06 2.3e-06 2.5e-06 2.2e-06 1.9e-06 3.4e-06 2.05e-06 2.1e-06 2e-06
35 2.45e-06 2.3e-06 2.9e-06 2.2e-06 1.7e-06 2.7e-06 2.3e-06 2.45e-06 2.2e-06 1.55e-06 1.75e-06 1.7e-06 1.75e-06 2.4e-06 2.4e-06 2.65e-06 2.4e-06 2.45e-06 2.65e-06 2.45e-06 1.7e-06 2.2e-06 1.2e-06 2.55e-06 1.85e-06 2.25e-06 1.95e-06 2.7e-06 1.75e-06 2.2e-06 2.45e-06 2.7e-06 2.55e-06 1.95e-06 2.05e-06 1.4e-06 2.25e-06 1.35e-06
36 1.9e-06 3.1e-06 1.35e-06 1.8e-06 2.9e-06 2.35e-06 2.1e-06 2.1e-06 2.5e-06 2.65e-06 2.8e-06 2.5e-06 2.55e-06 2.1e-06 1.7e-06 1.55e-06 2.65e-06 1.7e-06 2.25e-06 2.05e-06 2.6e-06 2.2e-06 2.15e-06 1.95e-06 2.75e-06 2.4e-06 2.25e-06 1.55e-06 1.8e-06 2.25e-06 2.3e-06 2.35e-06 1.9e-06 1.75e-06 2.1e-06 2.25e-06 2.5e-06 2.55e-06
37 2.25e-06 2.1e-06 2.9e-06 2.5e-06 1.5e-06 2.55e-06 2.5e-06 2e-06 2.2e-06 2e-06 1.8e-06 1.85e-06 1.9e-06 2.55e-06 2.45e-06 2.85e-06 2.5e-06 2.5e-06 2.65e-06 2e-06 2e-06 2.45e-06 1.85e-06 2.4e-06 1.85e-06 2.45e-06 1.8e-06 2.9e-06 2.25e-06 2.45e-06 2.1e-06 2.55e-06 2.4e-06 2.15e-06 2e-06 1.35e-06 2.55e-06 1.8e-06
