 slim_762543293 slim_762543325 slim_762543292 slim_762543313 slim_762543332 slim_762543303 slim_762543328 slim_762543316 slim_762543297 slim_762543294 slim_762543300 slim_762543295 slim_762543319 slim_762543314 slim_762543291 slim_762543298 slim_762543320 slim_762543329 slim_762543301 slim_762543290 slim_762543323 slim_762543331 slim_762543308 slim_762543318 slim_762543321 slim_762543334 slim_762543327 slim_762543326 slim_762543307 slim_762543317 slim_762543311 slim_762543336 slim_762543309 slim_762543306 slim_762543337 slim_762543322 slim_762543305 slim_762543324 slim_762543333 slim_762543296 slim_762543315 slim_762543330 slim_762543335 slim_762543302 slim_762543304 slim_762543312 slim_762543310 slim_762543299
10 1.85e-06 2e-06 1.95e-06 1.95e-06 1.75e-06 1.9e-06 1.8e-06 1.8e-06 2.05e-06 1.75e-06 3.3e-06 2e-06 1.85e-06 2e-06 2.15e-06 1.75e-06 2.1e-06 1.85e-06 1.9e-06 1.8e-06 1.65e-06 2e-06 2.15e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 1.85e-06 2.1e-06 1.7e-06 1.9e-06 1.85e-06 2.25e-06 2.15e-06 1.7e-06 1.65e-06 1.9e-06 1.7e-06 1.95e-06 1.8e-06 1.9e-06 1.95e-06 2.1e-06 2e-06 1.85e-06 1.8e-06 1.75e-06 1.9e-06
11 1.65e-06 1.9e-06 1.95e-06 1.75e-06 1.5e-06 1.9e-06 1.9e-06 1.85e-06 1.95e-06 1.65e-06 2e-06 2.8e-06 2.15e-06 1.85e-06 2.2e-06 2e-06 2e-06 1.8e-06 2.05e-06 1.95e-06 2.2e-06 1.85e-06 1.75e-06 1.9e-06 1.9e-06 1.45e-06 1.7e-06 1.7e-06 1.75e-06 2.05e-06 1.8e-06 1.8e-06 1.7e-06 2e-06 1.8e-06 2.2e-06 1.8e-06 1.85e-06 1.75e-06 1.5e-06 2.05e-06 1.6e-06 2e-06 1.8e-06 1.65e-06 2.1e-06 1.9e-06 2e-06
12 2e-06 2.15e-06 2.1e-06 2.15e-06 1.9e-06 2.1e-06 1.95e-06 1.95e-06 2.2e-06 1.9e-06 1.85e-06 2.15e-06 3.6e-06 2.15e-06 2.1e-06 2e-06 2.25e-06 2e-06 2.1e-06 2e-06 1.9e-06 2.15e-06 2.35e-06 2.15e-06 1.95e-06 1.9e-06 2.05e-06 2e-06 2.25e-06 1.9e-06 2.1e-06 2e-06 2.4e-06 2.3e-06 1.9e-06 1.9e-06 2.05e-06 1.9e-06 2.1e-06 1.95e-06 2.05e-06 2.1e-06 2.25e-06 2.2e-06 2e-06 2e-06 1.95e-06 2.1e-06
13 1.7e-06 1.5e-06 1.65e-06 1.6e-06 1.45e-06 1.65e-06 1.9e-06 1.75e-06 1.55e-06 1.7e-06 2e-06 1.85e-06 2.15e-06 2.2e-06 1.8e-06 1.5e-06 1.9e-06 1.6e-06 1.9e-06 2.05e-06 1.7e-06 1.6e-06 1.6e-06 1.25e-06 1.75e-06 1.65e-06 1.8e-06 1.55e-06 1.9e-06 2.05e-06 1.65e-06 1.45e-06 1.65e-06 1.35e-06 1.85e-06 1.7e-06 1.75e-06 1.65e-06 1.55e-06 1.5e-06 1.55e-06 1.4e-06 1.6e-06 1.7e-06 1.6e-06 1.6e-06 1.75e-06 1.6e-06
14 1.7e-06 2.35e-06 2.2e-06 1.9e-06 1.8e-06 2.2e-06 2.75e-06 1.95e-06 1.9e-06 1.9e-06 2.15e-06 2.2e-06 2.1e-06 1.8e-06 2.3e-06 1.65e-06 2.35e-06 1.7e-06 1.65e-06 2.4e-06 1.25e-06 1.9e-06 1.95e-06 1.8e-06 1.5e-06 2e-06 2.55e-06 2e-06 1.95e-06 2.2e-06 1.4e-06 1.85e-06 1.75e-06 1.95e-06 1.95e-06 1.25e-06 2.15e-06 1.75e-06 2.1e-06 1.5e-06 1.55e-06 1.75e-06 2.45e-06 2.1e-06 1.75e-06 1.85e-06 1.5e-06 1.6e-06
15 1.5e-06 1.4e-06 2.3e-06 1.5e-06 1.8e-06 1.3e-06 2.15e-06 1.6e-06 1.45e-06 2.05e-06 1.75e-06 2e-06 2e-06 1.5e-06 1.65e-06 1.4e-06 1.75e-06 1.2e-06 1.6e-06 2.05e-06 7e-07 1.4e-06 1.2e-06 1.15e-06 1.45e-06 1.8e-06 1.95e-06 1.75e-06 1.75e-06 1.8e-06 1.05e-06 1.35e-06 1.4e-06 1.65e-06 1.6e-06 7e-07 1.85e-06 1.4e-06 2.2e-06 1.6e-06 1.4e-06 1.2e-06 1.5e-06 1.6e-06 1.45e-06 1.1e-06 1.45e-06 9.5e-07
16 1.3e-06 1.2e-06 2.3e-06 1.8e-06 1.75e-06 1.6e-06 1.7e-06 1.5e-06 1.55e-06 1.95e-06 2.1e-06 2e-06 2.25e-06 1.9e-06 2.35e-06 1.75e-06 2.3e-06 1.6e-06 2.2e-06 2.15e-06 2.05e-06 1.5e-06 1.7e-06 1.85e-06 2.05e-06 1.7e-06 1.65e-06 1.6e-06 1.4e-06 2.15e-06 1.85e-06 1.5e-06 1.6e-06 1.9e-06 2.1e-06 2.05e-06 1.35e-06 1.9e-06 2.35e-06 1.7e-06 1.95e-06 1.3e-06 1.3e-06 1.9e-06 1.5e-06 1.65e-06 2.05e-06 1.75e-06
17 1.35e-06 1.25e-06 2.3e-06 1.7e-06 1.6e-06 1.45e-06 1.95e-06 1.4e-06 1.45e-06 1.9e-06 1.85e-06 1.8e-06 2e-06 1.6e-06 1.7e-06 1.2e-06 1.6e-06 1.7e-06 1.8e-06 2.1e-06 1.15e-06 1.3e-06 1.35e-06 1.55e-06 1.65e-06 1.6e-06 1.7e-06 1.65e-06 1.55e-06 1.9e-06 1.15e-06 1.25e-06 1.3e-06 1.65e-06 1.7e-06 1.15e-06 1.6e-06 1.45e-06 2.2e-06 1.5e-06 1.4e-06 1.05e-06 1.3e-06 1.85e-06 1.25e-06 1.25e-06 1.65e-06 1.2e-06
18 1.55e-06 2.45e-06 2.05e-06 1.8e-06 1.7e-06 2.25e-06 2.6e-06 2.05e-06 1.95e-06 1.8e-06 1.9e-06 2.05e-06 2.1e-06 1.9e-06 1.65e-06 1.6e-06 2.2e-06 1.8e-06 2.3e-06 2.15e-06 1.15e-06 1.95e-06 2e-06 1.8e-06 1.15e-06 1.85e-06 2.4e-06 1.75e-06 1.8e-06 1.95e-06 1.4e-06 1.9e-06 2e-06 2.05e-06 1.7e-06 1.15e-06 2e-06 1.6e-06 1.95e-06 1.25e-06 1.55e-06 1.85e-06 2.55e-06 1.85e-06 1.85e-06 1.85e-06 1.15e-06 1.6e-06
19 1.95e-06 2.05e-06 1.85e-06 1.85e-06 1.7e-06 1.95e-06 1.7e-06 1.95e-06 2.2e-06 1.75e-06 1.8e-06 1.95e-06 2e-06 2.05e-06 2.4e-06 2.05e-06 2.15e-06 2.1e-06 2.15e-06 2.8e-06 2.2e-06 1.95e-06 2.2e-06 2.1e-06 2e-06 1.7e-06 1.8e-06 1.85e-06 2.2e-06 1.85e-06 2.25e-06 1.8e-06 2.35e-06 2.2e-06 1.85e-06 2.2e-06 1.95e-06 1.85e-06 1.85e-06 1.85e-06 2.3e-06 2.05e-06 2.15e-06 1.9e-06 2e-06 2.1e-06 2e-06 2.2e-06
20 1.4e-06 2.05e-06 2.4e-06 1.8e-06 2e-06 1.7e-06 2.7e-06 1.6e-06 1.65e-06 2.05e-06 1.65e-06 2.2e-06 1.9e-06 1.7e-06 1.25e-06 7e-07 2.05e-06 1.15e-06 1.15e-06 2.2e-06 0.0 1.6e-06 1.5e-06 1.4e-06 1e-06 2e-06 2.55e-06 1.95e-06 1.65e-06 1.7e-06 6.5e-07 1.5e-06 1.65e-06 1.9e-06 1.5e-06 0.0 2.05e-06 1.3e-06 2.35e-06 1.45e-06 1.05e-06 1.5e-06 2.15e-06 1.9e-06 1.45e-06 1.05e-06 1e-06 8.5e-07
21 1.45e-06 1.2e-06 2.2e-06 1.6e-06 1.6e-06 1.5e-06 1.9e-06 1.55e-06 1.45e-06 1.9e-06 2e-06 1.85e-06 2.15e-06 1.6e-06 1.9e-06 1.4e-06 1.5e-06 1.3e-06 1.95e-06 1.95e-06 1.6e-06 2e-06 1.45e-06 1.6e-06 1.8e-06 1.6e-06 1.6e-06 1.6e-06 1.7e-06 2.05e-06 1.5e-06 1.15e-06 1.35e-06 1.6e-06 1.85e-06 1.6e-06 1.7e-06 1.6e-06 2.1e-06 1.55e-06 1.65e-06 1.1e-06 1.3e-06 1.75e-06 1.4e-06 1.5e-06 1.8e-06 1.4e-06
22 1.4e-06 1.35e-06 2.4e-06 1.5e-06 1.75e-06 1.3e-06 2.15e-06 1.5e-06 1.45e-06 2.05e-06 2.15e-06 1.75e-06 2.35e-06 1.6e-06 1.95e-06 1.2e-06 1.7e-06 1.35e-06 2e-06 2.2e-06 1.5e-06 1.45e-06 1.8e-06 1.35e-06 1.85e-06 1.7e-06 1.9e-06 1.75e-06 1.5e-06 2.2e-06 1.2e-06 1.45e-06 1.1e-06 1.7e-06 1.95e-06 1.5e-06 1.8e-06 1.75e-06 2.25e-06 1.55e-06 1.75e-06 1.05e-06 1.45e-06 1.6e-06 1.3e-06 1.5e-06 1.85e-06 1.3e-06
23 1.6e-06 1.5e-06 1.85e-06 1.45e-06 1.5e-06 1.45e-06 2.05e-06 1.7e-06 1.45e-06 1.75e-06 1.95e-06 1.9e-06 2.15e-06 1.25e-06 1.8e-06 1.15e-06 1.85e-06 1.55e-06 1.8e-06 2.1e-06 1.4e-06 1.6e-06 1.35e-06 1.8e-06 1.65e-06 1.7e-06 1.85e-06 1.65e-06 1.85e-06 2e-06 1.45e-06 1.55e-06 1.5e-06 1.4e-06 1.8e-06 1.4e-06 1.75e-06 1.6e-06 1.75e-06 1.5e-06 1.4e-06 1.3e-06 1.6e-06 1.55e-06 1.55e-06 1.5e-06 1.65e-06 1.35e-06
24 1.4e-06 2.3e-06 1.9e-06 1.65e-06 1.55e-06 2.1e-06 2.45e-06 1.9e-06 1.8e-06 1.65e-06 1.75e-06 1.9e-06 1.95e-06 1.75e-06 1.5e-06 1.45e-06 2.05e-06 1.65e-06 1.15e-06 2e-06 1e-06 1.8e-06 1.85e-06 1.65e-06 2e-06 1.7e-06 2.25e-06 1.6e-06 1.65e-06 1.8e-06 1.25e-06 1.75e-06 1.85e-06 1.9e-06 1.55e-06 1e-06 1.85e-06 1.45e-06 1.8e-06 1.1e-06 1.4e-06 1.7e-06 2.4e-06 1.7e-06 1.7e-06 1.7e-06 1e-06 1.45e-06
25 1.4e-06 1.6e-06 1.7e-06 1.55e-06 1.25e-06 1.65e-06 1.6e-06 1.55e-06 1.7e-06 1.45e-06 1.75e-06 1.45e-06 1.9e-06 1.65e-06 2e-06 1.8e-06 1.7e-06 1.6e-06 1.85e-06 1.7e-06 2e-06 1.6e-06 1.7e-06 1.7e-06 1.7e-06 2.4e-06 1.4e-06 1.45e-06 1.65e-06 1.8e-06 1.75e-06 1.55e-06 1.65e-06 1.75e-06 1.6e-06 2e-06 1.5e-06 1.6e-06 1.55e-06 1.35e-06 1.8e-06 1.35e-06 1.7e-06 1.65e-06 1.4e-06 1.85e-06 1.7e-06 1.8e-06
26 1.95e-06 1.15e-06 1.9e-06 1.7e-06 1.4e-06 1.65e-06 1.3e-06 1.95e-06 1.8e-06 1.8e-06 1.9e-06 1.7e-06 2.05e-06 1.8e-06 2.55e-06 1.95e-06 1.65e-06 1.7e-06 2.4e-06 1.8e-06 2.55e-06 1.6e-06 1.9e-06 1.85e-06 2.25e-06 1.4e-06 1.9e-06 1.55e-06 2.2e-06 1.95e-06 2.35e-06 1.65e-06 1.85e-06 1.7e-06 1.8e-06 2.55e-06 1.6e-06 1.75e-06 1.75e-06 1.9e-06 2.15e-06 1.45e-06 1.2e-06 1.8e-06 1.85e-06 1.95e-06 2.25e-06 2.05e-06
27 1.45e-06 1.45e-06 1.75e-06 1.55e-06 1.3e-06 1.75e-06 1.6e-06 1.7e-06 1.55e-06 1.55e-06 1.85e-06 1.7e-06 2e-06 1.55e-06 2e-06 1.75e-06 1.6e-06 1.65e-06 1.75e-06 1.85e-06 1.95e-06 1.6e-06 1.75e-06 1.65e-06 1.6e-06 1.45e-06 1.55e-06 2.5e-06 1.65e-06 1.9e-06 1.8e-06 1.45e-06 1.7e-06 1.7e-06 1.75e-06 1.95e-06 1.45e-06 1.6e-06 1.7e-06 1.3e-06 1.75e-06 1.4e-06 1.55e-06 1.6e-06 1.6e-06 1.7e-06 1.6e-06 1.75e-06
28 9e-07 1.8e-06 2.25e-06 1.8e-06 1.75e-06 1.75e-06 2.15e-06 1.25e-06 1.6e-06 1.75e-06 2.1e-06 1.75e-06 2.25e-06 1.9e-06 1.95e-06 1.75e-06 1.4e-06 1.55e-06 1.8e-06 2.2e-06 1.65e-06 1.7e-06 1.5e-06 1.85e-06 1.65e-06 1.65e-06 2.2e-06 1.65e-06 1.7e-06 2.15e-06 1.25e-06 1.55e-06 1.4e-06 2.05e-06 2.05e-06 1.65e-06 1.4e-06 1.9e-06 2.3e-06 1.25e-06 1.8e-06 1.35e-06 1.9e-06 1.9e-06 1.2e-06 1.7e-06 1.65e-06 1.65e-06
29 1.9e-06 2.05e-06 2e-06 2e-06 1.8e-06 1.95e-06 1.85e-06 1.85e-06 2.1e-06 1.8e-06 1.7e-06 2.05e-06 1.9e-06 2.05e-06 2.2e-06 1.8e-06 2.15e-06 1.9e-06 1.95e-06 1.85e-06 1.7e-06 2.05e-06 2.2e-06 2e-06 1.8e-06 1.8e-06 1.95e-06 1.9e-06 2.15e-06 3.4e-06 1.95e-06 1.9e-06 2.3e-06 2.2e-06 1.75e-06 1.7e-06 1.95e-06 1.75e-06 2e-06 1.85e-06 1.95e-06 2e-06 2.15e-06 2.05e-06 1.9e-06 1.85e-06 1.8e-06 1.95e-06
30 1.15e-06 1.85e-06 2.35e-06 1.7e-06 1.8e-06 1.6e-06 2.55e-06 1.35e-06 1.5e-06 1.9e-06 1.9e-06 1.8e-06 2.1e-06 1.65e-06 1.4e-06 1.05e-06 1.85e-06 1.15e-06 1.4e-06 2.25e-06 6.5e-07 1.5e-06 1.2e-06 1.45e-06 1.25e-06 1.75e-06 2.35e-06 1.8e-06 1.25e-06 1.95e-06 1.3e-06 1.45e-06 1.2e-06 1.8e-06 1.7e-06 6.5e-07 1.85e-06 1.5e-06 2.25e-06 1.25e-06 1.25e-06 1.2e-06 1.95e-06 1.85e-06 1.15e-06 1.3e-06 1.25e-06 1.05e-06
31 1.35e-06 1.15e-06 2.05e-06 1.6e-06 1.55e-06 1.4e-06 1.65e-06 1.35e-06 1.4e-06 1.75e-06 1.85e-06 1.8e-06 2e-06 1.45e-06 1.85e-06 1.35e-06 1.5e-06 1.25e-06 1.9e-06 1.8e-06 1.5e-06 1.15e-06 1.45e-06 1.55e-06 1.75e-06 1.55e-06 1.65e-06 1.45e-06 1.55e-06 1.9e-06 1.45e-06 1.8e-06 1.45e-06 1.65e-06 1.8e-06 1.5e-06 1.55e-06 1.55e-06 2.05e-06 1.5e-06 1.65e-06 1.15e-06 1.25e-06 1.7e-06 1.3e-06 1.3e-06 1.75e-06 1.4e-06
32 1.3e-06 1.3e-06 2.4e-06 1.55e-06 1.7e-06 1.5e-06 2.2e-06 1.5e-06 1.35e-06 2.05e-06 2.25e-06 1.7e-06 2.4e-06 1.65e-06 1.75e-06 1.4e-06 1.6e-06 1.3e-06 2e-06 2.35e-06 1.65e-06 1.35e-06 1.1e-06 1.5e-06 1.85e-06 1.65e-06 1.85e-06 1.7e-06 1.4e-06 2.3e-06 1.2e-06 1.45e-06 1.5e-06 1.65e-06 2e-06 1.65e-06 1.75e-06 1.8e-06 2.25e-06 1.45e-06 1.75e-06 9.5e-07 1.4e-06 1.8e-06 1.25e-06 1.6e-06 1.85e-06 1.3e-06
33 1.8e-06 1.5e-06 1.8e-06 1.7e-06 1.55e-06 1.75e-06 2.05e-06 1.85e-06 1.6e-06 1.85e-06 2.15e-06 2e-06 2.3e-06 1.35e-06 1.95e-06 1.65e-06 1.9e-06 1.65e-06 2.05e-06 2.2e-06 1.9e-06 1.6e-06 1.7e-06 1.4e-06 1.9e-06 1.75e-06 1.7e-06 1.7e-06 2.05e-06 2.2e-06 1.8e-06 1.65e-06 1.65e-06 2.6e-06 2e-06 1.9e-06 1.85e-06 1.75e-06 1.7e-06 1.65e-06 1.65e-06 1.4e-06 1.55e-06 1.85e-06 1.7e-06 1.8e-06 1.9e-06 1.7e-06
34 1.8e-06 2e-06 1.95e-06 1.75e-06 1.6e-06 1.95e-06 2e-06 2.05e-06 2e-06 1.8e-06 1.7e-06 1.8e-06 1.9e-06 1.85e-06 1.95e-06 1.6e-06 2.1e-06 1.7e-06 1.7e-06 1.85e-06 1.5e-06 1.85e-06 1.95e-06 1.8e-06 1.55e-06 1.6e-06 1.8e-06 1.75e-06 2.05e-06 1.75e-06 1.7e-06 1.8e-06 2e-06 2e-06 3e-06 1.5e-06 1.9e-06 1.55e-06 1.75e-06 1.6e-06 1.75e-06 1.75e-06 2.1e-06 1.85e-06 1.85e-06 1.8e-06 1.55e-06 1.7e-06
35 1.4e-06 2.05e-06 2.4e-06 1.8e-06 2e-06 1.7e-06 2.7e-06 1.6e-06 1.65e-06 2.05e-06 1.65e-06 2.2e-06 1.9e-06 1.7e-06 1.25e-06 7e-07 2.05e-06 1.15e-06 1.15e-06 2.2e-06 0.0 1.6e-06 1.5e-06 1.4e-06 1e-06 2e-06 2.55e-06 1.95e-06 1.65e-06 1.7e-06 6.5e-07 1.5e-06 1.65e-06 1.9e-06 1.5e-06 0.0 2.05e-06 1.3e-06 2.35e-06 1.45e-06 1.05e-06 1.5e-06 2.15e-06 1.9e-06 1.45e-06 1.05e-06 1e-06 8.5e-07
36 1.3e-06 1.4e-06 1.9e-06 1.7e-06 1.35e-06 1.7e-06 1.55e-06 1.5e-06 1.6e-06 1.55e-06 1.9e-06 1.8e-06 2.05e-06 1.75e-06 2.15e-06 1.85e-06 1.35e-06 1.6e-06 2e-06 1.95e-06 2.05e-06 1.7e-06 1.8e-06 1.75e-06 1.85e-06 1.5e-06 1.6e-06 1.45e-06 1.4e-06 1.95e-06 1.85e-06 1.55e-06 1.75e-06 1.85e-06 1.9e-06 2.05e-06 2.3e-06 1.7e-06 1.95e-06 1.5e-06 1.8e-06 1.4e-06 1.5e-06 1.8e-06 1.5e-06 1.7e-06 1.85e-06 1.85e-06
37 1.65e-06 1.7e-06 1.9e-06 1.6e-06 1.4e-06 1.8e-06 1.95e-06 1.85e-06 1.75e-06 1.7e-06 1.7e-06 1.85e-06 1.9e-06 1.65e-06 1.75e-06 1.4e-06 1.9e-06 1.45e-06 1.6e-06 1.85e-06 1.3e-06 1.6e-06 1.75e-06 1.6e-06 1.45e-06 1.6e-06 1.75e-06 1.6e-06 1.9e-06 1.75e-06 1.5e-06 1.55e-06 1.8e-06 1.75e-06 1.55e-06 1.3e-06 1.7e-06 2.6e-06 1.8e-06 1.5e-06 1.5e-06 1.5e-06 1.8e-06 1.75e-06 1.7e-06 1.55e-06 1.45e-06 1.5e-06
38 2.05e-06 2.25e-06 1.35e-06 1.75e-06 1.35e-06 2.25e-06 1.95e-06 2.3e-06 2.15e-06 1.55e-06 1.95e-06 1.75e-06 2.1e-06 1.55e-06 2.1e-06 2.2e-06 2.35e-06 2.2e-06 1.95e-06 1.85e-06 2.35e-06 2.1e-06 2.25e-06 1.75e-06 1.8e-06 1.55e-06 1.75e-06 1.7e-06 2.3e-06 2e-06 2.25e-06 2.05e-06 2.25e-06 1.7e-06 1.75e-06 2.35e-06 1.95e-06 1.8e-06 2.3e-06 1.55e-06 1.95e-06 2e-06 2.35e-06 1.85e-06 2.1e-06 2.35e-06 1.8e-06 2.25e-06
39 1.05e-06 1.95e-06 1.65e-06 1.4e-06 1.2e-06 1.85e-06 2.1e-06 1.55e-06 1.5e-06 1.3e-06 1.8e-06 1.5e-06 1.95e-06 1.5e-06 1.5e-06 1.6e-06 1.7e-06 1.5e-06 1.25e-06 1.85e-06 1.45e-06 1.55e-06 1.55e-06 1.5e-06 1.1e-06 1.35e-06 1.9e-06 1.3e-06 1.25e-06 1.85e-06 1.25e-06 1.5e-06 1.45e-06 1.65e-06 1.6e-06 1.45e-06 1.5e-06 1.5e-06 1.55e-06 1.5e-06 1.45e-06 1.35e-06 2.05e-06 1.45e-06 1.35e-06 1.75e-06 1.1e-06 1.5e-06
