 slim_761999658 slim_761999633 slim_761999653 slim_761999623 slim_761999671 slim_761999664 slim_761999654 slim_761999626 slim_761999673 slim_761999663 slim_761999640 slim_761999632 slim_761999649 slim_761999655 slim_761999668 slim_761999659 slim_761999637 slim_761999645 slim_761999661 slim_761999630 slim_761999670 slim_761999656 slim_761999625 slim_761999638 slim_761999639 slim_761999665 slim_761999674 slim_761999666 slim_761999634 slim_761999672 slim_761999635 slim_761999651 slim_761999629 slim_761999657 slim_761999627 slim_761999631 slim_761999662 slim_761999641 slim_761999644 slim_761999652 slim_761999624 slim_761999628 slim_761999660 slim_761999650 slim_761999667 slim_761999636 slim_761999646 slim_761999643 slim_761999669 slim_761999647 slim_761999648 slim_761999642
10 1.95e-06 1.9e-06 1.95e-06 2.25e-06 1.8e-06 1.8e-06 1.95e-06 1.9e-06 1.95e-06 2e-06 3.1e-06 2.45e-06 1.9e-06 2.4e-06 1.65e-06 1.8e-06 2.1e-06 1.7e-06 1.6e-06 2.3e-06 1.7e-06 1.9e-06 1.95e-06 2.4e-06 2.05e-06 1.9e-06 2e-06 1.7e-06 2.05e-06 1.85e-06 1.85e-06 1.75e-06 1.7e-06 2.2e-06 1.55e-06 1.95e-06 2.45e-06 1.8e-06 1.75e-06 1.95e-06 1.7e-06 1.85e-06 1.75e-06 2.25e-06 1.95e-06 2.3e-06 1.75e-06 1.95e-06 1.65e-06 1.6e-06 1.95e-06 1.6e-06
11 2.65e-06 1.75e-06 2.05e-06 2.2e-06 2.65e-06 2.4e-06 2.35e-06 2.5e-06 2.55e-06 2.5e-06 2.45e-06 2.8e-06 2.4e-06 2.35e-06 2.6e-06 2.25e-06 2.55e-06 2.35e-06 2.15e-06 2.6e-06 2.2e-06 2.5e-06 2.5e-06 2.25e-06 2.4e-06 2.3e-06 2.4e-06 2.55e-06 1.9e-06 2.45e-06 2.25e-06 2e-06 2.35e-06 2.35e-06 2.3e-06 2.55e-06 2.15e-06 2.65e-06 2.35e-06 2.1e-06 1.7e-06 2.4e-06 2.3e-06 2.2e-06 2.65e-06 1.95e-06 2.25e-06 2.75e-06 2.35e-06 2.25e-06 2.35e-06 2.3e-06
12 1.5e-06 2.3e-06 1.4e-06 2.55e-06 1.4e-06 1.4e-06 1.8e-06 2.1e-06 1.6e-06 1.55e-06 1.9e-06 2.4e-06 2.1e-06 1.95e-06 1.45e-06 1.55e-06 1.65e-06 1.85e-06 1.9e-06 1.85e-06 2.1e-06 1.75e-06 1.5e-06 2.15e-06 1.7e-06 1.9e-06 1.2e-06 2e-06 2.4e-06 2e-06 1.7e-06 1.75e-06 1.7e-06 2.15e-06 2e-06 1.35e-06 1.8e-06 1.8e-06 1.85e-06 1.4e-06 2.15e-06 1.95e-06 1.85e-06 2.3e-06 1.9e-06 2.2e-06 2.15e-06 1.55e-06 1.6e-06 1.5e-06 1.35e-06 1.8e-06
13 1.9e-06 2.6e-06 1.8e-06 2.35e-06 1.85e-06 1.95e-06 2.3e-06 2.5e-06 1.8e-06 2.2e-06 2.4e-06 2.35e-06 1.95e-06 3e-06 1.85e-06 2e-06 1.9e-06 2.35e-06 2.55e-06 2.2e-06 2.85e-06 2.45e-06 2.15e-06 1.75e-06 1.9e-06 2.3e-06 1.95e-06 2.5e-06 2.75e-06 2.4e-06 2.25e-06 2.4e-06 2.25e-06 1.8e-06 2.35e-06 1.75e-06 1.95e-06 1.95e-06 2.3e-06 1.85e-06 2.55e-06 2.4e-06 2.3e-06 2.7e-06 2e-06 2.5e-06 2.9e-06 1.7e-06 2.25e-06 2.2e-06 1.65e-06 2.35e-06
14 9e-07 2.65e-06 1.3e-06 2.05e-06 9e-07 1.3e-06 1.85e-06 1.85e-06 8.5e-07 1.6e-06 1.65e-06 2.6e-06 1.45e-06 1.85e-06 1.1e-06 1.3e-06 1.05e-06 1.7e-06 2.25e-06 1.85e-06 2.8e-06 1.8e-06 1.5e-06 1.85e-06 1e-06 1.75e-06 1.4e-06 1.75e-06 2.65e-06 1.95e-06 1.75e-06 2.2e-06 1.7e-06 1.65e-06 1.55e-06 8e-07 1.8e-06 8e-07 1.7e-06 1.25e-06 2.5e-06 1.75e-06 1.65e-06 2.9e-06 9.5e-07 2.85e-06 2.8e-06 1e-06 1.65e-06 1.65e-06 9e-07 1.7e-06
15 1.2e-06 2.25e-06 1.4e-06 2.1e-06 1.4e-06 1.45e-06 1.9e-06 1.95e-06 1.3e-06 1.7e-06 1.8e-06 2.25e-06 1.55e-06 2e-06 1.3e-06 2e-06 1.5e-06 1.75e-06 1.65e-06 2.05e-06 2.25e-06 1.8e-06 1.7e-06 1.8e-06 1.4e-06 1.65e-06 1.65e-06 1.9e-06 2.25e-06 1.8e-06 1.8e-06 1.85e-06 1.75e-06 1.9e-06 1.7e-06 1.2e-06 2e-06 1.35e-06 1.75e-06 1.25e-06 2e-06 1.8e-06 1.7e-06 2.4e-06 1.35e-06 2.45e-06 2.25e-06 1.65e-06 1.7e-06 1.55e-06 1.15e-06 1.65e-06
16 7.5e-07 2.9e-06 1.3e-06 2.25e-06 1e-06 1.55e-06 1.95e-06 2.15e-06 1.1e-06 1.8e-06 2.1e-06 2.55e-06 1.65e-06 1.9e-06 1.05e-06 1.5e-06 1.4e-06 2.1e-06 2.6e-06 2e-06 2.95e-06 2.05e-06 1.8e-06 1.85e-06 1e-06 2e-06 1.7e-06 2.2e-06 2.95e-06 2.1e-06 1.85e-06 2.35e-06 1.95e-06 1.95e-06 2.15e-06 8.5e-07 1.65e-06 1.25e-06 2.1e-06 1.25e-06 2.75e-06 2.15e-06 2.05e-06 2.8e-06 1.2e-06 2.65e-06 2.95e-06 1.15e-06 1.85e-06 1.8e-06 7.5e-07 2.05e-06
17 2.05e-06 1.8e-06 1.95e-06 2.4e-06 2e-06 1.55e-06 1.7e-06 1.95e-06 1.85e-06 2.05e-06 1.7e-06 2.35e-06 1.85e-06 2.35e-06 1.7e-06 1.75e-06 2.1e-06 2.9e-06 1.55e-06 2.35e-06 1.6e-06 1.85e-06 2e-06 2.45e-06 1.8e-06 1.8e-06 1.75e-06 1.85e-06 1.9e-06 1.85e-06 1.6e-06 1.7e-06 1.5e-06 2.4e-06 1.7e-06 1.75e-06 2.25e-06 2.05e-06 1.5e-06 1.9e-06 1.65e-06 1.6e-06 1.5e-06 2.05e-06 2.15e-06 2.2e-06 1.65e-06 2.05e-06 1.45e-06 1.6e-06 1.9e-06 1.45e-06
18 2.5e-06 1.4e-06 2.1e-06 2.4e-06 2.35e-06 1.7e-06 1.8e-06 1.95e-06 2.4e-06 2.1e-06 1.6e-06 2.15e-06 1.9e-06 2.55e-06 2.25e-06 1.65e-06 2.6e-06 1.55e-06 1.7e-06 2.45e-06 1e-06 1.8e-06 2.1e-06 2.55e-06 2.35e-06 1.8e-06 2e-06 1.75e-06 1.55e-06 1.75e-06 1.7e-06 1.35e-06 1.55e-06 2.5e-06 1.6e-06 2.35e-06 2.55e-06 2.45e-06 1.6e-06 2.1e-06 1.15e-06 1.7e-06 1.6e-06 1.6e-06 2.55e-06 1.85e-06 1.05e-06 2.55e-06 1.5e-06 1.45e-06 2.35e-06 1.4e-06
19 2e-06 2.7e-06 2.1e-06 2.25e-06 1.95e-06 2.1e-06 2.45e-06 2.45e-06 2e-06 1.85e-06 2.3e-06 2.6e-06 1.85e-06 2.2e-06 1.85e-06 2.05e-06 2e-06 2.35e-06 2.45e-06 3.5e-06 2.9e-06 2.6e-06 1.8e-06 2.15e-06 2.05e-06 2.45e-06 1.85e-06 2.45e-06 2.85e-06 2.45e-06 2.35e-06 2.5e-06 2.35e-06 2.1e-06 2.3e-06 2e-06 2.3e-06 1.95e-06 2.4e-06 2.1e-06 2.65e-06 2.5e-06 2.4e-06 2.85e-06 2e-06 2.7e-06 2.95e-06 2e-06 2.3e-06 2.35e-06 1.95e-06 2.35e-06
20 2.9e-06 9.5e-07 2.4e-06 2.75e-06 2.75e-06 1.85e-06 1.55e-06 1.9e-06 2.95e-06 2.55e-06 1.7e-06 2.2e-06 2.1e-06 2.85e-06 2.8e-06 2.25e-06 2.95e-06 1.6e-06 1e-06 2.9e-06 3e-07 1.75e-06 2.55e-06 3.1e-06 2.85e-06 1.9e-06 2.2e-06 1.75e-06 1.25e-06 1.8e-06 1.45e-06 1.15e-06 1.45e-06 3.1e-06 1.85e-06 2.7e-06 2.7e-06 3.2e-06 1.6e-06 2.4e-06 8e-07 1.75e-06 1.65e-06 1.2e-06 3.3e-06 1.55e-06 3.5e-07 2.85e-06 1.35e-06 1.35e-06 2.75e-06 1.45e-06
21 1.9e-06 2.05e-06 1.75e-06 2.65e-06 1.85e-06 1.65e-06 1.85e-06 2.2e-06 2e-06 2.3e-06 1.9e-06 2.5e-06 1.75e-06 2.45e-06 1.8e-06 1.8e-06 2.05e-06 1.85e-06 1.8e-06 2.6e-06 1.75e-06 2.8e-06 2.25e-06 2.6e-06 2e-06 1.7e-06 1.9e-06 2e-06 1.85e-06 2.05e-06 1.75e-06 1.7e-06 1.7e-06 2.55e-06 1.95e-06 1.7e-06 2.3e-06 2.2e-06 1.85e-06 1.7e-06 1.8e-06 1.9e-06 1.8e-06 1.95e-06 2.35e-06 2.35e-06 1.75e-06 2.1e-06 1.6e-06 1.45e-06 1.75e-06 1.75e-06
22 1.6e-06 2.45e-06 1.8e-06 2.35e-06 1.65e-06 1.75e-06 2.15e-06 2.05e-06 1.65e-06 1.45e-06 1.95e-06 2.5e-06 1.5e-06 2.15e-06 1.5e-06 1.7e-06 1.8e-06 2e-06 2.1e-06 1.8e-06 2.55e-06 2.25e-06 2.8e-06 2.1e-06 1.9e-06 2.1e-06 1.5e-06 2.1e-06 2.55e-06 2.1e-06 2.05e-06 2.15e-06 2e-06 2.05e-06 1.95e-06 1.65e-06 2.15e-06 1.6e-06 2.05e-06 1.75e-06 2.35e-06 2.15e-06 2.05e-06 2.7e-06 1.6e-06 2.55e-06 2.6e-06 1.7e-06 1.95e-06 2e-06 1.65e-06 2e-06
23 1.75e-06 2.65e-06 1.85e-06 2e-06 1.85e-06 2.3e-06 2.6e-06 2.45e-06 1.55e-06 2.1e-06 2.4e-06 2.25e-06 2.15e-06 1.75e-06 1.85e-06 1.8e-06 1.85e-06 2.45e-06 2.55e-06 2.15e-06 3.1e-06 2.6e-06 2.1e-06 2.3e-06 1.85e-06 2.2e-06 2.25e-06 2.5e-06 2.75e-06 2.15e-06 2.5e-06 2.55e-06 2.5e-06 1.55e-06 2.15e-06 1.85e-06 2.3e-06 1.45e-06 2.45e-06 1.8e-06 2.5e-06 2.5e-06 2.4e-06 2.9e-06 1.4e-06 2.8e-06 3.1e-06 2.05e-06 2.5e-06 2.3e-06 1.6e-06 2.4e-06
24 1.2e-06 2.8e-06 1.4e-06 2.2e-06 1.25e-06 1.5e-06 1.9e-06 2.25e-06 1.05e-06 1.9e-06 2.05e-06 2.4e-06 1.7e-06 1.9e-06 1e-06 1.4e-06 1e-06 1.8e-06 2.35e-06 2.05e-06 2.85e-06 2e-06 1.9e-06 1.85e-06 1.2e-06 1.9e-06 1.6e-06 2.15e-06 2.8e-06 2.1e-06 1.8e-06 2.3e-06 1.8e-06 1.9e-06 1.95e-06 9e-07 1.65e-06 1.3e-06 1.8e-06 1.35e-06 2.6e-06 1.85e-06 1.75e-06 2.7e-06 1.35e-06 2.65e-06 2.85e-06 1.4e-06 1.75e-06 1.8e-06 9.5e-07 1.7e-06
25 1.8e-06 1.95e-06 1.85e-06 2.35e-06 1.95e-06 1.7e-06 1.9e-06 2.05e-06 1.75e-06 2.15e-06 1.9e-06 2.3e-06 1.9e-06 2.3e-06 1.75e-06 1.65e-06 2e-06 1.8e-06 1.8e-06 2.45e-06 1.9e-06 1.7e-06 2.1e-06 2.2e-06 1.9e-06 3.1e-06 1.9e-06 2e-06 1.8e-06 1.9e-06 1.8e-06 1.85e-06 1.75e-06 2.3e-06 1.8e-06 1.65e-06 2.3e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.85e-06 1.75e-06 2.05e-06 1.95e-06 2.4e-06 1.9e-06 2.1e-06 1.7e-06 1.65e-06 1.7e-06 1.75e-06
26 1.65e-06 2.3e-06 1.6e-06 2.65e-06 1.7e-06 1.15e-06 1.65e-06 2.1e-06 1.45e-06 1.6e-06 2e-06 2.4e-06 1.2e-06 1.95e-06 1.4e-06 1.65e-06 1.7e-06 1.75e-06 2e-06 1.85e-06 2.2e-06 1.9e-06 1.5e-06 2.25e-06 1.6e-06 1.9e-06 1.9e-06 2.1e-06 2.35e-06 2.1e-06 1.6e-06 1.9e-06 1.55e-06 2.25e-06 2.05e-06 1.25e-06 1.7e-06 1.9e-06 1.75e-06 1.55e-06 2.25e-06 1.8e-06 1.7e-06 2.25e-06 2e-06 2.3e-06 2.25e-06 1.6e-06 1.55e-06 1.75e-06 1.5e-06 1.8e-06
27 2.05e-06 2e-06 2.05e-06 2.35e-06 1.9e-06 1.9e-06 2.05e-06 2e-06 2.05e-06 2.15e-06 1.7e-06 2.55e-06 2e-06 2.5e-06 1.75e-06 1.9e-06 2.2e-06 1.85e-06 1.75e-06 2.45e-06 1.75e-06 2e-06 2.1e-06 2.5e-06 2.15e-06 2e-06 2.1e-06 3.3e-06 2.15e-06 2e-06 1.95e-06 1.9e-06 1.85e-06 2.3e-06 1.65e-06 2.05e-06 2.55e-06 1.9e-06 1.85e-06 2.05e-06 1.8e-06 1.95e-06 1.85e-06 2.35e-06 2.05e-06 2.45e-06 1.75e-06 2.05e-06 1.8e-06 1.7e-06 2.05e-06 1.75e-06
28 2.85e-06 1e-06 2.4e-06 2.25e-06 2.85e-06 2.1e-06 1.9e-06 2.1e-06 2.75e-06 2.6e-06 2.05e-06 1.9e-06 2.4e-06 2.75e-06 2.65e-06 2.25e-06 2.95e-06 1.9e-06 1.55e-06 2.85e-06 1.25e-06 1.85e-06 2.55e-06 2.75e-06 2.8e-06 1.8e-06 2.35e-06 2.15e-06 1.7e-06 2.15e-06 1.8e-06 1.7e-06 1.9e-06 2.75e-06 1.95e-06 2.65e-06 2.85e-06 2.9e-06 1.9e-06 2.4e-06 9.5e-07 1.95e-06 1.85e-06 1.55e-06 2.95e-06 2.2e-06 1.3e-06 2.95e-06 1.85e-06 1.85e-06 2.65e-06 1.9e-06
29 1.9e-06 2e-06 2e-06 2.4e-06 1.95e-06 1.9e-06 2e-06 2.05e-06 1.8e-06 2.1e-06 1.85e-06 2.45e-06 2e-06 2.4e-06 1.95e-06 1.8e-06 2.1e-06 1.85e-06 1.75e-06 2.45e-06 1.8e-06 2.05e-06 2.1e-06 2.15e-06 2.1e-06 1.9e-06 2.1e-06 2e-06 2.15e-06 3.3e-06 1.9e-06 1.85e-06 1.8e-06 2.4e-06 1.85e-06 1.9e-06 2.45e-06 1.85e-06 1.9e-06 1.9e-06 1.8e-06 2e-06 1.9e-06 2.3e-06 1.85e-06 2.3e-06 1.85e-06 2.1e-06 1.75e-06 1.7e-06 1.85e-06 1.75e-06
30 1.85e-06 1.6e-06 1.75e-06 2.45e-06 1.85e-06 1.35e-06 1.4e-06 1.9e-06 1.85e-06 2.1e-06 1.85e-06 2.25e-06 1.7e-06 2.25e-06 1.75e-06 1.8e-06 1.85e-06 1.6e-06 1.7e-06 2.35e-06 1.45e-06 1.75e-06 2.05e-06 2.5e-06 1.8e-06 1.8e-06 1.6e-06 1.95e-06 1.8e-06 1.9e-06 2.5e-06 1.65e-06 1.45e-06 2.55e-06 1.95e-06 1.55e-06 2e-06 2.25e-06 1.6e-06 1.75e-06 1.6e-06 1.7e-06 1.6e-06 1.85e-06 2.3e-06 2.05e-06 1.55e-06 1.85e-06 1.35e-06 1.5e-06 1.65e-06 1.6e-06
31 2.2e-06 1.6e-06 1.55e-06 2.6e-06 2.15e-06 1.7e-06 1.75e-06 2.1e-06 2.35e-06 2.15e-06 1.75e-06 2e-06 1.75e-06 2.4e-06 2.2e-06 1.85e-06 2.35e-06 1.7e-06 1.35e-06 2.5e-06 1.15e-06 1.7e-06 2.15e-06 2.55e-06 2.3e-06 1.85e-06 1.9e-06 1.9e-06 1.7e-06 1.85e-06 1.65e-06 2e-06 1.55e-06 2.55e-06 1.9e-06 2.05e-06 2.15e-06 2.55e-06 1.75e-06 1.5e-06 1.35e-06 1.85e-06 1.75e-06 1.7e-06 2.65e-06 1.65e-06 1.2e-06 2.35e-06 1.45e-06 1.4e-06 2.05e-06 1.55e-06
32 1.9e-06 1.8e-06 1.8e-06 2.55e-06 1.9e-06 1.3e-06 1.5e-06 1.95e-06 1.75e-06 2.05e-06 1.7e-06 2.35e-06 1.7e-06 2.25e-06 1.7e-06 1.75e-06 1.95e-06 1.5e-06 1.55e-06 2.35e-06 1.45e-06 1.7e-06 2e-06 2.5e-06 1.8e-06 1.75e-06 1.55e-06 1.85e-06 1.9e-06 1.8e-06 1.45e-06 1.55e-06 2.6e-06 2.5e-06 1.8e-06 1.55e-06 2.05e-06 2.15e-06 1.55e-06 1.75e-06 1.65e-06 1.6e-06 1.5e-06 1.9e-06 2.25e-06 2.05e-06 1.5e-06 1.9e-06 1.3e-06 1.45e-06 1.75e-06 1.45e-06
33 1.9e-06 2.65e-06 1.9e-06 1.95e-06 1.8e-06 2.3e-06 2.65e-06 2.4e-06 1.8e-06 2.1e-06 2.2e-06 2.35e-06 2.15e-06 1.8e-06 1.65e-06 1.9e-06 1.95e-06 2.4e-06 2.5e-06 2.1e-06 3.1e-06 2.55e-06 2.05e-06 1.55e-06 1.9e-06 2.3e-06 2.25e-06 2.3e-06 2.75e-06 2.4e-06 2.55e-06 2.55e-06 2.5e-06 2.7e-06 1.95e-06 2e-06 2.4e-06 1.5e-06 2.4e-06 1.95e-06 2.5e-06 2.45e-06 2.35e-06 2.95e-06 1.6e-06 2.9e-06 3.1e-06 2e-06 2.5e-06 2.3e-06 1.8e-06 2.35e-06
34 2e-06 1.85e-06 2e-06 2e-06 1.85e-06 1.85e-06 2.05e-06 1.85e-06 1.8e-06 2e-06 1.55e-06 2.3e-06 2e-06 2.35e-06 1.55e-06 1.7e-06 2.15e-06 1.7e-06 1.6e-06 2.3e-06 1.85e-06 1.95e-06 1.95e-06 2.15e-06 1.95e-06 1.8e-06 2.05e-06 1.65e-06 1.95e-06 1.85e-06 1.95e-06 1.9e-06 1.8e-06 1.95e-06 2.6e-06 2e-06 2.55e-06 1.55e-06 1.7e-06 2e-06 1.6e-06 1.75e-06 1.65e-06 2.35e-06 1.7e-06 2.5e-06 1.85e-06 2.05e-06 1.8e-06 1.65e-06 2e-06 1.6e-06
35 6.5e-07 2.7e-06 1.1e-06 2.35e-06 9.5e-07 1.05e-06 1.6e-06 2e-06 7.5e-07 1.7e-06 1.95e-06 2.55e-06 1.35e-06 1.75e-06 8e-07 1.2e-06 8.5e-07 1.75e-06 2.35e-06 2e-06 2.7e-06 1.7e-06 1.65e-06 1.85e-06 9e-07 1.65e-06 1.25e-06 2.05e-06 2.65e-06 1.9e-06 1.55e-06 2.05e-06 1.55e-06 2e-06 2e-06 7e-07 1.5e-06 1.15e-06 1.75e-06 9e-07 2.55e-06 1.75e-06 1.65e-06 2.7e-06 1.15e-06 2.65e-06 2.7e-06 1e-06 1.5e-06 1.55e-06 5.5e-07 1.75e-06
36 1.8e-06 2.75e-06 1.6e-06 2.8e-06 1.85e-06 1.65e-06 2.05e-06 2.55e-06 1.8e-06 2.2e-06 2.45e-06 2.15e-06 1.8e-06 1.95e-06 1.8e-06 2e-06 1.65e-06 2.25e-06 2.55e-06 2.3e-06 2.7e-06 2.3e-06 2.15e-06 2.3e-06 1.65e-06 2.3e-06 1.7e-06 2.55e-06 2.85e-06 2.45e-06 2e-06 2.15e-06 2.05e-06 2.4e-06 2.55e-06 1.5e-06 2.7e-06 2.2e-06 2.2e-06 1.6e-06 2.7e-06 2.3e-06 2.2e-06 2.5e-06 2.25e-06 2e-06 2.75e-06 1.7e-06 2e-06 2.1e-06 1.55e-06 2.25e-06
