 slim_762307200 slim_762307185 slim_762307171 slim_762307208 slim_762307178 slim_762307201 slim_762307195 slim_762307181 slim_762307214 slim_762307205 slim_762307188 slim_762307193 slim_762307172 slim_762307191 slim_762307184 slim_762307175 slim_762307204 slim_762307187 slim_762307177 slim_762307217 slim_762307203 slim_762307209 slim_762307219 slim_762307199 slim_762307198 slim_762307182 slim_762307194 slim_762307196 slim_762307222 slim_762307218 slim_762307211 slim_762307176 slim_762307173 slim_762307213 slim_762307220 slim_762307212 slim_762307180 slim_762307186 slim_762307202 slim_762307189 slim_762307216 slim_762307206 slim_762307192 slim_762307183 slim_762307221 slim_762307179 slim_762307207 slim_762307174 slim_762307197 slim_762307190 slim_762307210 slim_762307215
0 1.1e-06 1.7e-06 1.45e-06 1.7e-06 1.85e-06 1e-06 3.2e-06 1.9e-06 1.5e-06 1.3e-06 1.95e-06 1.5e-06 1.2e-06 1.15e-06 1.55e-06 1.05e-06 2.75e-06 2e-06 1.75e-06 1.6e-06 1.85e-06 1.7e-06 1.2e-06 1.2e-06 1.75e-06 1.65e-06 1.55e-06 4.05e-06 1.4e-06 2.2e-06 1.25e-06 1.35e-06 1.3e-06 1.6e-06 1.35e-06 1.9e-06 2.35e-06 1.25e-06 1.9e-06 1.55e-06 1.35e-06 1.1e-06 1.2e-06 1.05e-06 3e-06 9.5e-07 1.55e-06 1.65e-06 1.35e-06 1.9e-06 1.65e-06 1.4e-06
1 1.7e-06 1.7e-06 1.7e-06 1.25e-06 1.25e-06 1.35e-06 3.1e-06 1.85e-06 1.65e-06 1.7e-06 1.6e-06 1.25e-06 1.45e-06 1.75e-06 1.25e-06 1.55e-06 3.25e-06 2.1e-06 1.6e-06 1.85e-06 1.75e-06 1.65e-06 1.6e-06 1.5e-06 1.75e-06 1.85e-06 2.2e-06 3.5e-06 1.55e-06 1.9e-06 1.5e-06 1.4e-06 1.8e-06 2e-06 1.35e-06 1.65e-06 1.7e-06 1.5e-06 1.85e-06 1.55e-06 1.35e-06 1.35e-06 1.3e-06 1.75e-06 3e-06 1.55e-06 1.5e-06 1.8e-06 1.75e-06 1.95e-06 1.35e-06 1.5e-06
2 1.45e-06 1.7e-06 1.9e-06 1.65e-06 2e-06 1.1e-06 3.35e-06 1.9e-06 1.35e-06 1.4e-06 1.65e-06 1.25e-06 1.8e-06 1.25e-06 1.7e-06 1.45e-06 2.9e-06 2e-06 1.6e-06 1.45e-06 1.7e-06 1.95e-06 1.3e-06 1.85e-06 1.8e-06 2.1e-06 1.6e-06 3.85e-06 1.2e-06 1.9e-06 1.6e-06 1.75e-06 1.25e-06 1.4e-06 1.6e-06 2.25e-06 2.2e-06 1e-06 2e-06 1.7e-06 1.45e-06 1.25e-06 1.55e-06 1.45e-06 3.1e-06 1.45e-06 1.85e-06 1.4e-06 1.25e-06 1.55e-06 1.6e-06 1.85e-06
3 1.7e-06 1.25e-06 1.65e-06 2.3e-06 1.3e-06 1.35e-06 3.2e-06 1.9e-06 1.55e-06 1.7e-06 1.75e-06 1.35e-06 1.5e-06 1.75e-06 1.45e-06 1.55e-06 3.25e-06 2.2e-06 1.5e-06 1.85e-06 1.7e-06 1.7e-06 1.5e-06 1.55e-06 1.8e-06 1.95e-06 2.2e-06 3.7e-06 1.5e-06 1.95e-06 1.6e-06 1.45e-06 1.8e-06 1.85e-06 1.5e-06 1.95e-06 1.7e-06 1.5e-06 1.95e-06 1.5e-06 1.45e-06 1.35e-06 1.45e-06 1.75e-06 3.15e-06 1.55e-06 1.6e-06 1.75e-06 1.65e-06 2.05e-06 1.65e-06 1.55e-06
4 1.85e-06 1.25e-06 2e-06 1.3e-06 1.2e-06 1.75e-06 3e-06 1.55e-06 1.85e-06 1.85e-06 1.95e-06 1.3e-06 1.45e-06 1.9e-06 1.8e-06 1.7e-06 3.1e-06 2.05e-06 1.25e-06 2.1e-06 1.4e-06 1.5e-06 1.55e-06 1.5e-06 1.6e-06 1.7e-06 2.2e-06 3.2e-06 1.85e-06 1.95e-06 1.5e-06 1.35e-06 1.85e-06 1.7e-06 1.15e-06 1.5e-06 1.2e-06 2e-06 1.7e-06 1.2e-06 1.25e-06 1.85e-06 1.2e-06 1.95e-06 2.7e-06 1.7e-06 1.4e-06 2.05e-06 1.7e-06 1.9e-06 1.15e-06 1.35e-06
5 1e-06 1.35e-06 1.1e-06 1.35e-06 1.75e-06 1.3e-06 3.1e-06 1.85e-06 1.15e-06 1.15e-06 1.55e-06 1.15e-06 1.4e-06 1.15e-06 1.3e-06 1.05e-06 2.65e-06 2e-06 1.6e-06 1.25e-06 1.75e-06 1.7e-06 1.1e-06 1.45e-06 1.65e-06 1.8e-06 1.6e-06 3.9e-06 1.05e-06 1.85e-06 1.15e-06 1.35e-06 1.2e-06 1.5e-06 1.25e-06 1.85e-06 2.2e-06 9e-07 1.8e-06 1.45e-06 1.2e-06 8.5e-07 1.2e-06 1.2e-06 2.9e-06 1.05e-06 1.5e-06 1.3e-06 1.2e-06 1.75e-06 1.5e-06 1.4e-06
6 3.2e-06 3.1e-06 3.35e-06 3.2e-06 3e-06 3.1e-06 5.1e-06 3.35e-06 3.25e-06 3.05e-06 3.35e-06 3.05e-06 2.85e-06 3.15e-06 3.35e-06 2.9e-06 2.95e-06 3.4e-06 3.15e-06 3.45e-06 3.2e-06 3.2e-06 2.95e-06 2.9e-06 3e-06 3.25e-06 3.5e-06 3e-06 3.15e-06 3.6e-06 3.05e-06 2.75e-06 3.2e-06 3.2e-06 2.9e-06 3.4e-06 3.25e-06 3.25e-06 3.2e-06 3.15e-06 2.9e-06 3.1e-06 2.85e-06 3.2e-06 2.85e-06 2.95e-06 2.95e-06 3.35e-06 3.15e-06 3.3e-06 3e-06 3.1e-06
7 1.9e-06 1.85e-06 1.9e-06 1.9e-06 1.55e-06 1.85e-06 3.35e-06 2.7e-06 2.2e-06 1.9e-06 2.05e-06 1.9e-06 1.9e-06 1.75e-06 2.15e-06 1.95e-06 3.25e-06 1.95e-06 1.55e-06 2.05e-06 1.5e-06 1.8e-06 1.9e-06 1.95e-06 1.8e-06 1.9e-06 1.9e-06 3.45e-06 2.15e-06 1.8e-06 1.85e-06 1.85e-06 1.65e-06 1.6e-06 1.7e-06 2e-06 1.75e-06 1.8e-06 1.95e-06 1.7e-06 1.8e-06 2.05e-06 1.75e-06 1.95e-06 3.15e-06 1.95e-06 1.8e-06 1.8e-06 1.85e-06 1.65e-06 1.6e-06 1.75e-06
8 1.5e-06 1.65e-06 1.35e-06 1.55e-06 1.85e-06 1.15e-06 3.25e-06 2.2e-06 1.7e-06 1.2e-06 2e-06 1.2e-06 1.6e-06 1.55e-06 1.6e-06 1.05e-06 3e-06 2.35e-06 1.85e-06 1.55e-06 1.9e-06 1.95e-06 8.5e-07 1.65e-06 1.85e-06 2.1e-06 1.95e-06 4.25e-06 9e-07 2.2e-06 1.6e-06 1.5e-06 1.6e-06 1.6e-06 1.3e-06 2.3e-06 2.45e-06 1.4e-06 2.05e-06 1.65e-06 1.3e-06 1.15e-06 1.4e-06 1.5e-06 3.1e-06 1.25e-06 1.8e-06 1.7e-06 1.2e-06 2.3e-06 1.85e-06 1.8e-06
9 1.3e-06 1.7e-06 1.4e-06 1.7e-06 1.85e-06 1.15e-06 3.05e-06 1.9e-06 1.2e-06 1.3e-06 1.9e-06 1.4e-06 1.4e-06 1.25e-06 1.6e-06 8.5e-07 2.85e-06 1.7e-06 1.7e-06 1e-06 1.75e-06 1.5e-06 9.5e-07 1.45e-06 1.35e-06 1.8e-06 1.15e-06 3.95e-06 1.05e-06 1.8e-06 1.5e-06 1.3e-06 1.05e-06 1.5e-06 1.15e-06 1.9e-06 2.3e-06 1.3e-06 1.5e-06 1.7e-06 1.3e-06 1.15e-06 1.25e-06 9.5e-07 2.95e-06 1.05e-06 1.65e-06 1.55e-06 9.5e-07 1.9e-06 1.5e-06 1.6e-06
