 slim_762140602 slim_762140623 slim_762140562 slim_762140584 slim_762140609 slim_762140611 slim_762140576 slim_762140559 slim_762140608 slim_762140604 slim_762140606 slim_762140592 slim_762140570 slim_762140599 slim_762140614 slim_762140586 slim_762140585 slim_762140575 slim_762140603 slim_762140587 slim_762140616 slim_762140588 slim_762140595 slim_762140577 slim_762140573 slim_762140579 slim_762140597 slim_762140563 slim_762140591 slim_762140598 slim_762140600 slim_762140610 slim_762140581 slim_762140594 slim_762140620 slim_762140619 slim_762140565 slim_762140578 slim_762140612 slim_762140582 slim_762140574 slim_762140607 slim_762140567 slim_762140613 slim_762140621 slim_762140558 slim_762140568 slim_762140560 slim_762140555 slim_762140618 slim_762140572 slim_762140583 slim_762140615 slim_762140561 slim_762140605 slim_762140571 slim_762140601 slim_762140593 slim_762140590 slim_762140556 slim_762140557 slim_762140622 slim_762140589 slim_762140566 slim_762140596 slim_762140569 slim_762140617 slim_762140564 slim_762140580
10 1.8e-06 1.5e-06 1.9e-06 1.75e-06 2.4e-06 1.65e-06 1.6e-06 1.45e-06 2.4e-06 1.9e-06 2e-06 2.45e-06 1.8e-06 1.95e-06 1.85e-06 1.85e-06 2.25e-06 1.4e-06 1.45e-06 1.85e-06 1.85e-06 1.9e-06 1.6e-06 1.85e-06 2.25e-06 1.85e-06 1.85e-06 2.25e-06 2e-06 1.6e-06 1.5e-06 2.1e-06 2.05e-06 2.1e-06 1.35e-06 1.9e-06 1.75e-06 1.5e-06 2e-06 2.4e-06 2.35e-06 1.7e-06 1.55e-06 1.8e-06 1.45e-06 1.95e-06 1.35e-06 1.8e-06 1.85e-06 2.4e-06 1.5e-06 2.25e-06 1.95e-06 2.4e-06 2.2e-06 1.6e-06 1.5e-06 1.95e-06 2.45e-06 2e-06 1.95e-06 2e-06 2.1e-06 1.3e-06 1.5e-06 1.6e-06 1.7e-06 1.35e-06 2e-06
11 1.95e-06 1.65e-06 2.05e-06 1.95e-06 7e-07 1.55e-06 2.75e-06 2.15e-06 1.45e-06 2.15e-06 2.45e-06 1e-07 2.05e-06 1.9e-06 2.1e-06 2.1e-06 1.3e-06 2.45e-06 1.45e-06 1.7e-06 2.5e-06 1.15e-06 2.3e-06 1.7e-06 1.25e-06 2e-06 2.1e-06 1.35e-06 1.85e-06 2.25e-06 2.15e-06 1.25e-06 1.55e-06 2e-06 2.3e-06 1.5e-06 1.75e-06 2.35e-06 2.15e-06 1.6e-06 1.75e-06 1.05e-06 2.9e-06 2.25e-06 2.35e-06 1.9e-06 1.75e-06 2.95e-06 2e-06 6.5e-07 2.4e-06 1.7e-06 1.8e-06 1.6e-06 2.25e-06 2.75e-06 1.75e-06 1.7e-06 9.5e-07 1.75e-06 1.9e-06 1.6e-06 1.4e-06 2.3e-06 2.55e-06 1.75e-06 1.85e-06 2.75e-06 2.35e-06
12 2e-06 1.7e-06 1.7e-06 1.95e-06 1.45e-06 1.65e-06 1.9e-06 1.15e-06 2.15e-06 2.1e-06 1.8e-06 2.05e-06 1.6e-06 1.25e-06 8.5e-07 1.7e-06 2e-06 1.95e-06 2.05e-06 1.65e-06 2.45e-06 1.9e-06 2.1e-06 1.6e-06 1.4e-06 1.25e-06 1.6e-06 1.55e-06 1.85e-06 2.15e-06 1.55e-06 1.6e-06 1.55e-06 1.5e-06 2e-06 1.9e-06 1.7e-06 1.95e-06 2.2e-06 2.45e-06 2.4e-06 1.85e-06 1.45e-06 1.65e-06 1.2e-06 1.3e-06 1.6e-06 1.55e-06 2.05e-06 2.3e-06 1.8e-06 2.75e-06 2e-06 1.6e-06 1.9e-06 1.4e-06 1.95e-06 1.95e-06 1.6e-06 1.6e-06 1.3e-06 2e-06 1.7e-06 1.75e-06 1.85e-06 1.8e-06 1.9e-06 1.3e-06 1.4e-06
13 2.05e-06 1.7e-06 1.85e-06 1.95e-06 1.6e-06 1.65e-06 2.15e-06 1.4e-06 2.1e-06 2.1e-06 1.95e-06 1.9e-06 1.25e-06 2.3e-06 1.3e-06 1.85e-06 1.85e-06 2.15e-06 2.05e-06 1.65e-06 2.55e-06 1.9e-06 2.15e-06 1.6e-06 1.4e-06 1.4e-06 1.7e-06 1.75e-06 1.8e-06 2.2e-06 1.55e-06 1.45e-06 1.7e-06 1.65e-06 2.2e-06 1.85e-06 1.8e-06 2.15e-06 2.25e-06 2.35e-06 2.3e-06 1.85e-06 1.8e-06 1.8e-06 1.45e-06 1.65e-06 1.6e-06 1.85e-06 2.1e-06 2.15e-06 2e-06 2.65e-06 2.1e-06 1.8e-06 2e-06 1.75e-06 1.95e-06 1.95e-06 1.75e-06 1.45e-06 1.65e-06 1.85e-06 1.55e-06 1.95e-06 2.05e-06 1.8e-06 1.9e-06 1.6e-06 1.6e-06
14 2.05e-06 1.75e-06 1.75e-06 2e-06 1.5e-06 1.7e-06 1.95e-06 1.2e-06 2.2e-06 2.15e-06 1.85e-06 2.1e-06 8.5e-07 1.3e-06 1.7e-06 1.75e-06 2.05e-06 2e-06 2.1e-06 1.7e-06 2.5e-06 1.95e-06 2.15e-06 1.65e-06 1.45e-06 1.3e-06 1.65e-06 1.6e-06 1.9e-06 2.2e-06 1.6e-06 1.65e-06 1.6e-06 1.55e-06 2.05e-06 1.95e-06 1.75e-06 2e-06 2.25e-06 2.5e-06 2.45e-06 1.9e-06 1.5e-06 1.65e-06 1.25e-06 1.35e-06 1.65e-06 1.6e-06 2.1e-06 2.35e-06 1.85e-06 2.8e-06 2.05e-06 1.65e-06 1.95e-06 1.45e-06 2e-06 2e-06 1.65e-06 1.65e-06 1.35e-06 2.05e-06 1.75e-06 1.8e-06 1.9e-06 1.85e-06 1.95e-06 1.35e-06 1.45e-06
15 1.95e-06 1.7e-06 1.45e-06 1.5e-06 2.1e-06 1.8e-06 2.3e-06 1.8e-06 2.05e-06 1.85e-06 1.85e-06 2.1e-06 1.7e-06 1.85e-06 1.75e-06 2.7e-06 2.05e-06 2.1e-06 1.75e-06 2e-06 2.35e-06 1.95e-06 1.9e-06 2e-06 1.9e-06 1.8e-06 2.15e-06 1.7e-06 2.25e-06 1.9e-06 1.7e-06 1.95e-06 1.9e-06 2.1e-06 2.1e-06 1.65e-06 2e-06 2.05e-06 2.05e-06 1.75e-06 2.05e-06 1.75e-06 2e-06 1.7e-06 1.8e-06 2.1e-06 1.5e-06 1.9e-06 2e-06 1.75e-06 2e-06 1.85e-06 2.35e-06 2.1e-06 2.3e-06 1.9e-06 1.6e-06 2.15e-06 2.25e-06 1.9e-06 2.1e-06 1.8e-06 2e-06 1.8e-06 2e-06 1.8e-06 1.55e-06 1.75e-06 2.05e-06
16 1.65e-06 1.45e-06 1.95e-06 1.9e-06 1.55e-06 1.45e-06 2.5e-06 2.15e-06 1.85e-06 1.75e-06 2.25e-06 1.3e-06 2e-06 1.85e-06 2.05e-06 2.05e-06 1.9e-06 2.25e-06 1.6e-06 1.4e-06 2.5e-06 1.5e-06 2.15e-06 1.75e-06 1.35e-06 1.7e-06 2.05e-06 1.75e-06 1.65e-06 2.15e-06 1.7e-06 1.1e-06 1.75e-06 1.95e-06 2.3e-06 1.9e-06 1.95e-06 2.1e-06 1.85e-06 1.5e-06 1.1e-06 1.6e-06 2.4e-06 1.65e-06 2.2e-06 2.05e-06 1.55e-06 2.4e-06 1.7e-06 1.55e-06 2.05e-06 2.1e-06 2.1e-06 1.5e-06 2.3e-06 2.3e-06 1.5e-06 1.55e-06 1.8e-06 1.6e-06 2.05e-06 1.2e-06 1.1e-06 2.15e-06 2.25e-06 1.45e-06 1.8e-06 2.05e-06 2.15e-06
17 1.6e-06 1.45e-06 2.15e-06 1.95e-06 2.35e-06 1.8e-06 1.15e-06 1.55e-06 2.45e-06 2e-06 1.4e-06 2.45e-06 1.95e-06 2.15e-06 2e-06 2.1e-06 2.25e-06 2.2e-06 1.4e-06 1.85e-06 1.65e-06 1.9e-06 1.8e-06 1.65e-06 2.25e-06 2.05e-06 2e-06 2.2e-06 2e-06 1.8e-06 1.65e-06 2.1e-06 2.15e-06 2.25e-06 1.3e-06 2e-06 1.9e-06 1.3e-06 1.8e-06 2.45e-06 2.35e-06 1.85e-06 1.5e-06 2e-06 1.6e-06 1.7e-06 1.5e-06 2.1e-06 1.65e-06 2.45e-06 1.3e-06 2.35e-06 1.9e-06 2.35e-06 2.3e-06 1.6e-06 1.7e-06 1.95e-06 2.45e-06 2.1e-06 1.7e-06 2.05e-06 2.05e-06 1.25e-06 1.35e-06 1.6e-06 1.9e-06 1.5e-06 2.2e-06
18 1.3e-06 1.15e-06 1.8e-06 1.6e-06 1.8e-06 1.45e-06 1.6e-06 1.55e-06 1.9e-06 1.65e-06 1.45e-06 1.45e-06 2.05e-06 2.05e-06 2.1e-06 1.75e-06 1.6e-06 1.4e-06 1e-06 1.65e-06 1.7e-06 1.4e-06 1.65e-06 1.5e-06 1.8e-06 1.95e-06 2.15e-06 1.7e-06 1.9e-06 1.6e-06 1.5e-06 1.6e-06 1.75e-06 2.25e-06 1.15e-06 1.55e-06 1.75e-06 1.3e-06 1.5e-06 1.6e-06 1.6e-06 1.25e-06 2e-06 1.75e-06 1.85e-06 1.75e-06 1.05e-06 2.3e-06 1.35e-06 1.45e-06 1.4e-06 1.55e-06 1.55e-06 1.95e-06 2.3e-06 1.85e-06 1.2e-06 1.6e-06 1.95e-06 1.9e-06 1.75e-06 1.3e-06 1.45e-06 1.25e-06 1.45e-06 1.25e-06 1.6e-06 1.9e-06 2.3e-06
19 1.65e-06 1.35e-06 1.95e-06 1.85e-06 1.65e-06 1.4e-06 2e-06 1.65e-06 2e-06 1.75e-06 1.85e-06 1.7e-06 1.65e-06 1.65e-06 1.7e-06 2e-06 1.4e-06 1.85e-06 1.65e-06 2.1e-06 2.3e-06 1.4e-06 1.95e-06 1.55e-06 1.45e-06 1.45e-06 1.75e-06 1.8e-06 1.65e-06 1.95e-06 1.5e-06 1.25e-06 1.75e-06 1.75e-06 1.9e-06 1.85e-06 1.75e-06 1.7e-06 1.85e-06 2e-06 1.75e-06 1.65e-06 1.95e-06 1.75e-06 1.65e-06 1.7e-06 1.45e-06 1.95e-06 1.7e-06 1.95e-06 1.5e-06 2.35e-06 1.9e-06 1.7e-06 2e-06 1.85e-06 1.6e-06 1.45e-06 1.8e-06 1.6e-06 1.7e-06 1.6e-06 1.25e-06 1.75e-06 1.7e-06 1.35e-06 1.75e-06 1.5e-06 1.9e-06
20 1.8e-06 2.05e-06 2.4e-06 2.2e-06 2.55e-06 2.25e-06 1.2e-06 1.9e-06 2.35e-06 2.35e-06 1.85e-06 2.5e-06 2.45e-06 2.55e-06 2.5e-06 2.35e-06 2.5e-06 1.65e-06 1.7e-06 2.3e-06 2.3e-06 2.3e-06 1.6e-06 1.75e-06 2.4e-06 2.45e-06 2.3e-06 2.4e-06 1.8e-06 1.6e-06 2e-06 2.25e-06 2.55e-06 2.65e-06 1.45e-06 2.15e-06 2.25e-06 1.75e-06 1.9e-06 2.55e-06 2.7e-06 2.25e-06 1.85e-06 2.5e-06 2.2e-06 1.9e-06 1.9e-06 2.6e-06 1.85e-06 2.4e-06 1.7e-06 1.75e-06 2.15e-06 2.7e-06 2.45e-06 1.95e-06 2.25e-06 2.45e-06 2.7e-06 2.25e-06 1.9e-06 2.3e-06 2.15e-06 1.65e-06 1.8e-06 2.1e-06 2.2e-06 2.2e-06 2.5e-06
21 1.6e-06 1.45e-06 1.9e-06 1.8e-06 1.45e-06 1.5e-06 2.25e-06 1.9e-06 1.9e-06 1.8e-06 1.9e-06 1.15e-06 1.9e-06 1.9e-06 1.95e-06 1.95e-06 1.5e-06 1.9e-06 1.4e-06 1.4e-06 2.3e-06 2.2e-06 1.95e-06 1.7e-06 1.75e-06 1.9e-06 2e-06 1.7e-06 2.05e-06 1.85e-06 1.85e-06 1.65e-06 1.7e-06 2e-06 1.85e-06 1.7e-06 1.7e-06 1.65e-06 1.8e-06 1.75e-06 1.6e-06 1.25e-06 2.3e-06 1.8e-06 1.9e-06 1.85e-06 1.5e-06 2.3e-06 1.65e-06 1.45e-06 1.55e-06 1.95e-06 1.85e-06 1.75e-06 2.25e-06 2.1e-06 1.35e-06 1.55e-06 1.6e-06 1.85e-06 1.85e-06 1.65e-06 1.7e-06 1.7e-06 1.75e-06 1.45e-06 1.7e-06 1.85e-06 2.15e-06
22 1.75e-06 1.7e-06 1.95e-06 1.65e-06 2.4e-06 1.85e-06 1.8e-06 1.75e-06 2.15e-06 1.9e-06 1.6e-06 2.3e-06 2.1e-06 2.15e-06 2.15e-06 1.9e-06 2.15e-06 1.8e-06 1.65e-06 1.95e-06 1.6e-06 1.95e-06 2.5e-06 1.85e-06 2.2e-06 2.05e-06 1.95e-06 2.25e-06 1.9e-06 1.3e-06 1.65e-06 2.05e-06 2.15e-06 2.25e-06 1.6e-06 1.85e-06 1.9e-06 1.7e-06 1.85e-06 2.15e-06 2.2e-06 1.85e-06 1.95e-06 1.95e-06 1.7e-06 2.05e-06 1.55e-06 2.1e-06 1.8e-06 2.15e-06 1.65e-06 1.65e-06 2.1e-06 2.4e-06 2.2e-06 1.85e-06 1.7e-06 2.1e-06 2.5e-06 1.9e-06 2.05e-06 1.95e-06 2.05e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 1.65e-06 2.15e-06
23 1.45e-06 1.5e-06 2e-06 1.85e-06 1.55e-06 1.65e-06 1.15e-06 1.25e-06 1.9e-06 1.95e-06 1.85e-06 1.7e-06 1.6e-06 1.6e-06 1.65e-06 2e-06 1.75e-06 1.65e-06 1.5e-06 1.55e-06 1.75e-06 1.7e-06 1.85e-06 1.9e-06 1.3e-06 1.65e-06 1.7e-06 1.65e-06 1.45e-06 1.8e-06 1.4e-06 1.25e-06 1.8e-06 1.75e-06 1.4e-06 1.6e-06 1.8e-06 1.55e-06 1.65e-06 2.25e-06 2.3e-06 1.8e-06 1.65e-06 2.05e-06 1.5e-06 1.15e-06 1.45e-06 2.05e-06 1.5e-06 1.9e-06 1.35e-06 2.15e-06 1.75e-06 1.9e-06 1.85e-06 1.5e-06 2e-06 1.85e-06 1.75e-06 1.45e-06 1.15e-06 1.65e-06 1.25e-06 1.45e-06 1.45e-06 1.6e-06 1.8e-06 1.75e-06 1.8e-06
24 1.9e-06 1.45e-06 1.9e-06 1.85e-06 1.1e-06 1.55e-06 2.1e-06 1.45e-06 1.65e-06 2e-06 2.25e-06 1.25e-06 1.4e-06 1.4e-06 1.45e-06 1.9e-06 1.35e-06 2.25e-06 1.8e-06 1.45e-06 2.4e-06 1.75e-06 2.2e-06 1.3e-06 1.2e-06 1.35e-06 1.65e-06 1.35e-06 1.3e-06 2.25e-06 1.45e-06 7.5e-07 1.55e-06 1.4e-06 2.2e-06 1.55e-06 1.85e-06 2.3e-06 2.1e-06 1.95e-06 2.05e-06 1.8e-06 2.1e-06 2e-06 1.65e-06 1.45e-06 1.6e-06 2.2e-06 1.95e-06 1.55e-06 2.15e-06 2.25e-06 1.9e-06 1.5e-06 1.8e-06 2.05e-06 2.15e-06 1.75e-06 1.35e-06 1.25e-06 1.45e-06 1.5e-06 8.5e-07 2.2e-06 2.25e-06 1.6e-06 1.8e-06 1.95e-06 1.75e-06
25 1.95e-06 1.55e-06 1.8e-06 1.9e-06 1.7e-06 1.5e-06 2.05e-06 1.45e-06 2.1e-06 2e-06 1.85e-06 2e-06 1.25e-06 1.4e-06 1.3e-06 1.8e-06 1.7e-06 2.05e-06 1.95e-06 1.45e-06 2.45e-06 1.9e-06 2.05e-06 1.65e-06 1.35e-06 2.3e-06 1.7e-06 1.8e-06 1.65e-06 2.1e-06 1.45e-06 1.3e-06 1.7e-06 1.65e-06 2.1e-06 1.95e-06 1.8e-06 2.05e-06 2.15e-06 2.3e-06 2.2e-06 1.85e-06 1.7e-06 1.7e-06 1.5e-06 1.65e-06 1.5e-06 1.75e-06 2e-06 2.2e-06 1.9e-06 2.6e-06 2.1e-06 1.8e-06 2e-06 1.65e-06 1.85e-06 1.8e-06 1.85e-06 1.55e-06 1.65e-06 1.75e-06 1.35e-06 1.85e-06 1.95e-06 1.65e-06 1.85e-06 1.5e-06 1.65e-06
26 2.1e-06 1.8e-06 2.15e-06 1.95e-06 1.85e-06 1.8e-06 1.95e-06 1.5e-06 1.75e-06 2.1e-06 1.85e-06 2.1e-06 1.6e-06 1.7e-06 1.65e-06 2.15e-06 2.05e-06 2e-06 2.15e-06 1.75e-06 2.3e-06 2e-06 1.95e-06 1.7e-06 1.65e-06 1.7e-06 1.9e-06 2.05e-06 1.65e-06 2e-06 1.35e-06 1.65e-06 1.8e-06 1.5e-06 2.15e-06 1.9e-06 1.45e-06 2.1e-06 2.3e-06 2.6e-06 2.55e-06 2e-06 1.85e-06 2.1e-06 1.45e-06 1.75e-06 1.75e-06 1.95e-06 2.15e-06 2.35e-06 1.95e-06 2.65e-06 1.65e-06 2.1e-06 1.45e-06 1.9e-06 2.15e-06 2.05e-06 1.85e-06 1.3e-06 1.75e-06 2.05e-06 1.75e-06 1.95e-06 2e-06 1.9e-06 1.7e-06 1.35e-06 1.4e-06
