 slim_762228615 slim_762228647 slim_762228613 slim_762228650 slim_762228623 slim_762228638 slim_762228629 slim_762228645 slim_762228619 slim_762228652 slim_762228659 slim_762228617 slim_762228628 slim_762228648 slim_762228627 slim_762228646 slim_762228644 slim_762228634 slim_762228633 slim_762228616 slim_762228636 slim_762228631 slim_762228637 slim_762228651 slim_762228649 slim_762228624 slim_762228662 slim_762228632 slim_762228639 slim_762228626 slim_762228620 slim_762228625 slim_762228654 slim_762228612 slim_762228653 slim_762228655 slim_762228641 slim_762228643 slim_762228622 slim_762228658 slim_762228621 slim_762228660 slim_762228656 slim_762228618 slim_762228642 slim_762228661 slim_762228614 slim_762228635 slim_762228630 slim_762228657 slim_762228640
22 1.75e-06 2.6e-06 1.4e-06 1.7e-06 1.65e-06 1.6e-06 1.3e-06 1.25e-06 1.5e-06 1.5e-06 2.05e-06 1.55e-06 1.7e-06 1.85e-06 2.05e-06 1.8e-06 1.85e-06 1.55e-06 1.45e-06 1.45e-06 1.95e-06 1.65e-06 2.5e-06 1.55e-06 1.5e-06 1.45e-06 2.25e-06 1.5e-06 1.75e-06 2.05e-06 1.65e-06 1.35e-06 1.25e-06 2.3e-06 1.35e-06 1.45e-06 2.4e-06 1.8e-06 1.55e-06 1.65e-06 2e-06 2e-06 1.6e-06 1.75e-06 1.35e-06 2.05e-06 1.65e-06 1.45e-06 1.65e-06 1.55e-06 1.8e-06
23 1.95e-06 2.1e-06 1.15e-06 2e-06 1.8e-06 4.5e-07 2.15e-06 2.1e-06 4e-07 8.5e-07 1.25e-06 2.3e-06 1.9e-06 1.2e-06 2.2e-06 1.95e-06 1.3e-06 1.55e-06 5e-07 2.25e-06 1.9e-06 2.4e-06 1.55e-06 2e-07 5.5e-07 1.15e-06 1.4e-06 6.5e-07 1.6e-06 1.35e-06 1.75e-06 1.4e-06 2.2e-06 1.55e-06 1.9e-06 2e-06 1.75e-06 1e-06 1.5e-06 1.7e-06 1.15e-06 2e-06 1.7e-06 2.05e-06 1.85e-06 2.05e-06 1.75e-06 6.5e-07 2.4e-06 2.35e-06 2.05e-06
24 1.8e-06 2e-06 1.3e-06 1.8e-06 1.75e-06 7e-07 2e-06 1.95e-06 5.5e-07 1.15e-06 1.35e-06 2.2e-06 1.85e-06 1.05e-06 2.1e-06 1.8e-06 1.15e-06 1.55e-06 5e-07 2.15e-06 1.95e-06 2.3e-06 1.5e-06 5.5e-07 9e-07 1.3e-06 1.45e-06 6.5e-07 1.75e-06 1.25e-06 1.7e-06 1.25e-06 2.05e-06 1.6e-06 1.9e-06 2.1e-06 1.7e-06 1.05e-06 1.5e-06 1.7e-06 1.2e-06 2e-06 1.65e-06 2.2e-06 1.7e-06 2.05e-06 1.7e-06 6e-07 2.3e-06 2.25e-06 1.9e-06
25 1.65e-06 2.5e-06 1.15e-06 1.65e-06 1.55e-06 1.35e-06 1.15e-06 1.1e-06 1.3e-06 1.35e-06 1.95e-06 1.4e-06 1.6e-06 1.7e-06 1.9e-06 1.7e-06 1.75e-06 1.45e-06 1.25e-06 1.3e-06 1.85e-06 1.5e-06 1.45e-06 1.15e-06 1.3e-06 2.2e-06 2.1e-06 1.35e-06 1.55e-06 1.85e-06 1.5e-06 1.2e-06 1.2e-06 2.15e-06 1.35e-06 1.3e-06 2.3e-06 1.65e-06 1.4e-06 1.5e-06 1.9e-06 1.9e-06 1.45e-06 1.65e-06 1.3e-06 1.95e-06 1.5e-06 1.35e-06 1.5e-06 1.4e-06 1.75e-06
26 2.15e-06 1.5e-06 2.1e-06 2.2e-06 2.05e-06 1e-06 2.75e-06 2.7e-06 1.4e-06 1.9e-06 1.3e-06 2.5e-06 2.15e-06 1.5e-06 2e-06 2.15e-06 1.5e-06 1.75e-06 1.4e-06 2.65e-06 2.05e-06 2.6e-06 2.25e-06 1.4e-06 1.45e-06 2.1e-06 1.4e-06 1.45e-06 2.05e-06 1.3e-06 2e-06 2.1e-06 2.8e-06 1e-06 2.6e-06 2.85e-06 1.2e-06 1.25e-06 1.7e-06 2.1e-06 1e-06 2.1e-06 2.05e-06 2.4e-06 2.45e-06 2.05e-06 2e-06 1.45e-06 2.6e-06 2.55e-06 2.25e-06
27 1.8e-06 2e-06 1.35e-06 1.8e-06 1.75e-06 7.5e-07 2e-06 1.95e-06 5e-07 1.2e-06 1.35e-06 2.2e-06 1.85e-06 1.15e-06 2.1e-06 1.8e-06 1.05e-06 1.55e-06 5.5e-07 2.15e-06 1.95e-06 2.3e-06 1.5e-06 6.5e-07 6.5e-07 1.35e-06 1.45e-06 9e-07 1.75e-06 1.35e-06 1.7e-06 1.35e-06 2.05e-06 1.6e-06 1.9e-06 2.1e-06 1.7e-06 1.05e-06 1.5e-06 1.7e-06 1.2e-06 2e-06 1.65e-06 2.2e-06 1.7e-06 2.05e-06 1.7e-06 7e-07 2.3e-06 2.25e-06 1.9e-06
28 1.75e-06 2.4e-06 1.55e-06 1.8e-06 1.35e-06 1.5e-06 1.45e-06 1.4e-06 1.6e-06 1.6e-06 1.85e-06 1.55e-06 1.3e-06 1.95e-06 2e-06 1.85e-06 1.95e-06 1.55e-06 1.7e-06 1.5e-06 1.65e-06 1.65e-06 1.75e-06 1.6e-06 1.75e-06 1.55e-06 2.05e-06 1.75e-06 2.2e-06 2e-06 1.3e-06 1.65e-06 1.5e-06 2.05e-06 1.55e-06 1.55e-06 2.1e-06 1.8e-06 1.5e-06 1.6e-06 1.7e-06 1.75e-06 1.35e-06 1.55e-06 1.75e-06 1.9e-06 1.3e-06 1.8e-06 1.65e-06 1.5e-06 1.85e-06
29 1.9e-06 1.5e-06 1.85e-06 1.9e-06 1.85e-06 1.3e-06 2.3e-06 2.25e-06 1.45e-06 1.8e-06 1.65e-06 2.25e-06 1.95e-06 1.25e-06 1.8e-06 1.9e-06 1.35e-06 1.9e-06 1.2e-06 2.3e-06 2.15e-06 2.35e-06 2.05e-06 1.35e-06 1.25e-06 1.85e-06 1.3e-06 1.35e-06 2e-06 1.9e-06 1.8e-06 1.65e-06 2.35e-06 1.35e-06 2.3e-06 2.55e-06 1.45e-06 1.5e-06 1.85e-06 1.9e-06 1.6e-06 2.1e-06 1.8e-06 2.55e-06 2.1e-06 2.05e-06 1.8e-06 1.25e-06 2.35e-06 2.3e-06 2e-06
30 1.55e-06 2.25e-06 1.5e-06 1.55e-06 1.2e-06 1.6e-06 1.2e-06 1.15e-06 1.75e-06 1.7e-06 1.9e-06 1.3e-06 1.25e-06 1.75e-06 1.8e-06 1.6e-06 1.75e-06 1.45e-06 1.65e-06 1.3e-06 1.7e-06 1.4e-06 1.65e-06 1.75e-06 1.7e-06 1.5e-06 2e-06 1.7e-06 1.3e-06 1.8e-06 2.3e-06 1.4e-06 1.25e-06 2e-06 1.45e-06 1.5e-06 2e-06 1.75e-06 1.4e-06 1.5e-06 1.7e-06 1.75e-06 1.2e-06 1.65e-06 1.45e-06 1.8e-06 1.15e-06 1.7e-06 1.4e-06 1.3e-06 1.65e-06
31 1.5e-06 2.4e-06 1.15e-06 1.4e-06 1.4e-06 1.5e-06 9.5e-07 9e-07 1.5e-06 1.5e-06 2.05e-06 1.25e-06 1.45e-06 1.5e-06 1.75e-06 1.55e-06 1.6e-06 1.35e-06 1.2e-06 1.15e-06 1.9e-06 1.35e-06 1.35e-06 1.4e-06 1.25e-06 1.2e-06 2.1e-06 1.35e-06 1.65e-06 1.65e-06 1.4e-06 1.8e-06 9.5e-07 2.15e-06 1.25e-06 1.3e-06 2.25e-06 1.65e-06 1.35e-06 1.45e-06 1.95e-06 1.9e-06 1.35e-06 1.8e-06 1.05e-06 1.95e-06 1.4e-06 1.25e-06 1.35e-06 1.25e-06 1.55e-06
32 1.35e-06 2.9e-06 1.15e-06 1.25e-06 1.25e-06 2.25e-06 1.5e-07 1e-07 2.2e-06 1.8e-06 2.65e-06 5e-07 1.25e-06 2.2e-06 1.6e-06 1.45e-06 2.2e-06 1.3e-06 2e-06 3.5e-07 1.8e-06 6e-07 1.25e-06 2.2e-06 2.05e-06 1.2e-06 2.8e-06 2.05e-06 1.5e-06 2.35e-06 1.25e-06 9.5e-07 2e-07 2.75e-06 7.5e-07 5.5e-07 2.85e-06 2.3e-06 1.3e-06 1.3e-06 2.65e-06 1.8e-06 1.2e-06 1.35e-06 6.5e-07 1.85e-06 1.25e-06 2.05e-06 6e-07 4.5e-07 1.4e-06
33 2e-06 1.2e-06 2.15e-06 2.05e-06 2.05e-06 1.2e-06 2.7e-06 2.65e-06 1.55e-06 1.95e-06 1.3e-06 2.45e-06 2.15e-06 1.45e-06 1.8e-06 2e-06 1.45e-06 1.9e-06 1.55e-06 2.6e-06 1.95e-06 2.55e-06 2.3e-06 1.55e-06 1.6e-06 2.15e-06 1e-06 1.6e-06 2.05e-06 1.35e-06 2e-06 2.15e-06 2.75e-06 1.9e-06 2.55e-06 2.8e-06 1.15e-06 1.45e-06 1.85e-06 2.05e-06 1.3e-06 1.95e-06 2.05e-06 2.4e-06 2.5e-06 1.9e-06 2e-06 1.6e-06 2.55e-06 2.5e-06 2.1e-06
34 1.6e-06 2.8e-06 1.3e-06 1.55e-06 1.45e-06 1.95e-06 7.5e-07 7e-07 1.9e-06 1.3e-06 2.35e-06 1e-06 1.5e-06 2.15e-06 1.85e-06 1.65e-06 2.15e-06 1.45e-06 1.85e-06 9e-07 1.8e-06 1.1e-06 1.35e-06 1.9e-06 1.9e-06 1.35e-06 2.6e-06 1.9e-06 1.55e-06 2.3e-06 1.45e-06 1.25e-06 7.5e-07 2.55e-06 1.4e-06 9.5e-07 2.7e-06 2.15e-06 1.45e-06 1.45e-06 2.4e-06 1.85e-06 1.4e-06 1.1e-06 1.25e-06 1.9e-06 1.45e-06 1.85e-06 1.1e-06 1e-06 1.65e-06
35 1.65e-06 3.05e-06 1.25e-06 1.6e-06 1.5e-06 2.15e-06 6e-07 5.5e-07 2.05e-06 1.7e-06 2.6e-06 8.5e-07 1.55e-06 2.4e-06 1.9e-06 1.7e-06 2.4e-06 1.5e-06 2.05e-06 7.5e-07 1.85e-06 9.5e-07 1.45e-06 2e-06 2.1e-06 1.3e-06 2.85e-06 2.1e-06 1.55e-06 2.55e-06 1.5e-06 1.3e-06 5.5e-07 2.8e-06 9.5e-07 1.1e-06 2.95e-06 2.35e-06 1.5e-06 1.5e-06 2.65e-06 1.9e-06 1.45e-06 1.35e-06 1.05e-06 1.95e-06 1.5e-06 2.15e-06 9.5e-07 8.5e-07 1.7e-06
36 2.05e-06 1.25e-06 2.3e-06 2.1e-06 2.05e-06 1.45e-06 2.8e-06 2.75e-06 1.7e-06 2.15e-06 1.5e-06 2.55e-06 2.15e-06 1.5e-06 1.9e-06 2.05e-06 1.5e-06 2.1e-06 1.65e-06 2.7e-06 2.05e-06 2.65e-06 2.4e-06 1.75e-06 1.7e-06 2.3e-06 1.2e-06 1.7e-06 2.1e-06 1.45e-06 2e-06 2.25e-06 2.85e-06 1.15e-06 2.7e-06 2.95e-06 2.1e-06 1.65e-06 2.05e-06 2.2e-06 1.3e-06 2.05e-06 2.1e-06 2.65e-06 2.6e-06 2e-06 2e-06 1.7e-06 2.65e-06 2.6e-06 2.15e-06
