 slim_762173224 slim_762173236 slim_762173220 slim_762173239 slim_762173226 slim_762173234 slim_762173249 slim_762173251 slim_762173245 slim_762173237 slim_762173222 slim_762173254 slim_762173243 slim_762173219 slim_762173218 slim_762173248 slim_762173260 slim_762173258 slim_762173259 slim_762173223 slim_762173229 slim_762173225 slim_762173246 slim_762173244 slim_762173241 slim_762173232 slim_762173230 slim_762173250 slim_762173257 slim_762173255 slim_762173247 slim_762173238 slim_762173252 slim_762173227 slim_762173242 slim_762173256 slim_762173233 slim_762173228 slim_762173253 slim_762173240 slim_762173231 slim_762173221 slim_762173235
10 1.95e-06 1.6e-06 1.4e-06 1.5e-06 1.35e-06 2.55e-06 8.5e-07 1e-06 1e-06 8.5e-07 1.1e-06 1.35e-06 1.15e-06 1.5e-06 2.05e-06 1.65e-06 2.55e-06 1.25e-06 1.6e-06 2.1e-06 8.5e-07 1.25e-06 1.6e-06 1.45e-06 2.65e-06 1.6e-06 2.4e-06 1.8e-06 1.75e-06 2.2e-06 1.5e-06 1.5e-06 1.85e-06 1.7e-06 1.85e-06 2.1e-06 2.05e-06 9e-07 1.85e-06 2.1e-06 1.2e-06 2.15e-06 1.25e-06
11 1.9e-06 1.3e-06 1.2e-06 1.05e-06 9.5e-07 2e-06 1.15e-06 1.3e-06 1.25e-06 1.3e-06 1.35e-06 1.6e-06 1.3e-06 1.5e-06 2.05e-06 1.3e-06 2e-06 1.2e-06 1.4e-06 2e-06 1.2e-06 1.4e-06 1.35e-06 1.15e-06 2.3e-06 1.3e-06 1.8e-06 8.5e-07 1.55e-06 1.5e-06 1.5e-06 1.4e-06 1.8e-06 9.5e-07 1.8e-06 2e-06 1.9e-06 1.35e-06 1.75e-06 2.05e-06 1.15e-06 2.05e-06 1.05e-06
12 1.95e-06 1.75e-06 1.65e-06 1.35e-06 1.3e-06 2.2e-06 8.5e-07 1.25e-06 1.15e-06 1.1e-06 1.15e-06 1.3e-06 1.2e-06 1.7e-06 2.05e-06 1.75e-06 2.4e-06 1.15e-06 1.75e-06 2e-06 1e-06 1.05e-06 1.6e-06 1.4e-06 2.6e-06 1.65e-06 2.35e-06 1.85e-06 1.65e-06 2.2e-06 1.75e-06 1.5e-06 1.95e-06 1.6e-06 1.65e-06 2e-06 1.95e-06 1.15e-06 1.75e-06 2.2e-06 1.4e-06 2.1e-06 1.2e-06
13 1.95e-06 1.8e-06 1.65e-06 1.45e-06 1.45e-06 2.35e-06 1.35e-06 1.2e-06 1.35e-06 1.25e-06 1.5e-06 1.5e-06 1.7e-06 2.1e-06 1.95e-06 1.55e-06 2.25e-06 1.35e-06 1.8e-06 2.25e-06 1.4e-06 1.7e-06 1.7e-06 1.55e-06 2.3e-06 1.6e-06 2.15e-06 1.6e-06 1.9e-06 2e-06 1.75e-06 1.6e-06 1.85e-06 1.55e-06 2.05e-06 2.25e-06 2e-06 1.3e-06 1.85e-06 1.85e-06 1.15e-06 2e-06 1.3e-06
14 2.15e-06 2.25e-06 2.15e-06 1.95e-06 2e-06 2.05e-06 1.95e-06 1.65e-06 1.75e-06 1.8e-06 2.05e-06 2.05e-06 2.05e-06 1.95e-06 3e-06 2.05e-06 1.95e-06 1.8e-06 2.25e-06 2.35e-06 1.9e-06 2e-06 2e-06 2.15e-06 2.3e-06 2.1e-06 2.3e-06 2.15e-06 2.25e-06 2.35e-06 2.1e-06 1.95e-06 2.15e-06 2e-06 1.85e-06 2.35e-06 1.8e-06 1.85e-06 2.05e-06 1.95e-06 1.7e-06 2.15e-06 1.9e-06
15 2e-06 1.7e-06 1.45e-06 1.45e-06 1.25e-06 2.35e-06 1.55e-06 1.2e-06 1.35e-06 1.4e-06 1.65e-06 1.3e-06 1.75e-06 1.55e-06 2.05e-06 2.1e-06 2.2e-06 1.5e-06 1.7e-06 2.35e-06 1.55e-06 1.8e-06 1.6e-06 1.5e-06 2.35e-06 1.5e-06 2.05e-06 1.05e-06 2e-06 1.8e-06 1.8e-06 1.65e-06 1.9e-06 1.25e-06 2.1e-06 2.35e-06 2e-06 1.45e-06 1.8e-06 1.8e-06 1.15e-06 1.95e-06 1.35e-06
16 2.15e-06 2.4e-06 2.2e-06 1.85e-06 2e-06 1.4e-06 2.35e-06 2.45e-06 2.3e-06 2.45e-06 2.55e-06 2e-06 2.4e-06 2.25e-06 1.95e-06 2.2e-06 2.1e-06 1.95e-06 2.4e-06 2.05e-06 2.25e-06 2.3e-06 1.6e-06 2.25e-06 1.75e-06 2.4e-06 1.8e-06 1.7e-06 2e-06 1.7e-06 1.9e-06 2.05e-06 2.15e-06 1.65e-06 1.75e-06 2.05e-06 1.65e-06 2.5e-06 2.1e-06 2.15e-06 2.1e-06 2.15e-06 2.05e-06
17 1.75e-06 1.55e-06 1.45e-06 1e-06 1.1e-06 1.85e-06 1e-06 1.3e-06 1.25e-06 1.15e-06 1.25e-06 1.2e-06 1.15e-06 1.35e-06 1.8e-06 1.5e-06 1.95e-06 1.5e-06 1.55e-06 1.75e-06 1.1e-06 1.15e-06 1.45e-06 1.2e-06 2.1e-06 1.5e-06 1.85e-06 1.4e-06 1.55e-06 1.75e-06 1.55e-06 1.2e-06 1.75e-06 1.2e-06 1.65e-06 1.75e-06 1.65e-06 1.2e-06 1.6e-06 1.85e-06 1.15e-06 1.8e-06 1.05e-06
18 2.35e-06 1.4e-06 1.6e-06 1.55e-06 1.4e-06 2.5e-06 1.45e-06 1.7e-06 1.55e-06 1.5e-06 1.6e-06 1.4e-06 1.75e-06 1.8e-06 2.25e-06 1.7e-06 2.4e-06 1.55e-06 2.4e-06 2.45e-06 1.3e-06 1.9e-06 1.65e-06 1.65e-06 2.75e-06 1.8e-06 2.2e-06 1.25e-06 2.1e-06 1.95e-06 1.95e-06 1.8e-06 2.25e-06 1.4e-06 2.1e-06 2.45e-06 2.2e-06 1.55e-06 2.25e-06 2.45e-06 1.55e-06 2.4e-06 1.55e-06
19 1.55e-06 2.45e-06 2.25e-06 1.85e-06 2.05e-06 1.7e-06 1.95e-06 2.1e-06 2.1e-06 2.05e-06 2.1e-06 2e-06 2e-06 2.25e-06 2.35e-06 2.35e-06 2.05e-06 1.75e-06 2.45e-06 1.9e-06 2.05e-06 1.4e-06 2e-06 1.95e-06 1.25e-06 2.35e-06 1.8e-06 2.2e-06 1.4e-06 1.6e-06 1.55e-06 1.4e-06 1.6e-06 2e-06 2.2e-06 9.5e-07 2.25e-06 2.1e-06 1.7e-06 1.95e-06 1.95e-06 2e-06 1.9e-06
20 1.95e-06 1.3e-06 1.4e-06 1.4e-06 1.2e-06 2.4e-06 6e-07 1e-06 7e-07 6.5e-07 8.5e-07 1.2e-06 1e-06 1.4e-06 1.9e-06 1.55e-06 2.25e-06 1.1e-06 1.3e-06 2.05e-06 6e-07 1.2e-06 1.15e-06 1.4e-06 2.65e-06 1.55e-06 2.15e-06 1.55e-06 1.7e-06 2.05e-06 1.55e-06 1.45e-06 1.85e-06 1.5e-06 1.55e-06 2.05e-06 1.7e-06 7e-07 1.85e-06 2.15e-06 1.2e-06 2e-06 1.2e-06
21 1.7e-06 1.9e-06 1.7e-06 1.45e-06 1.4e-06 2.05e-06 1e-06 1.25e-06 1.25e-06 1.2e-06 1.25e-06 1.4e-06 1.05e-06 1.7e-06 2e-06 1.8e-06 2.3e-06 1.15e-06 1.9e-06 1.4e-06 1.2e-06 1.4e-06 1.65e-06 1.45e-06 2.1e-06 1.75e-06 2.15e-06 1.95e-06 1.45e-06 2e-06 1.55e-06 1.15e-06 1.7e-06 1.75e-06 1.85e-06 1.4e-06 1.95e-06 1.25e-06 1.55e-06 1.95e-06 1.4e-06 1.9e-06 1.2e-06
22 2e-06 1.65e-06 1.55e-06 1.45e-06 1.3e-06 1.9e-06 1.4e-06 1.55e-06 1.3e-06 1.5e-06 1.6e-06 1.35e-06 1.6e-06 1.7e-06 2e-06 1.6e-06 1.6e-06 1.45e-06 1.65e-06 2e-06 1.15e-06 1.65e-06 1.8e-06 1.65e-06 2.15e-06 1.8e-06 1.85e-06 1.25e-06 1.75e-06 1.65e-06 1.55e-06 1.65e-06 1.9e-06 1.3e-06 1.75e-06 2e-06 1.75e-06 1.55e-06 1.9e-06 2.1e-06 1.5e-06 1.95e-06 1.45e-06
23 1.85e-06 1.65e-06 1.45e-06 1.2e-06 1.1e-06 2.2e-06 1.2e-06 1.45e-06 1.45e-06 1.4e-06 1.45e-06 1.15e-06 1.4e-06 1.55e-06 2.15e-06 1.5e-06 2.25e-06 1.2e-06 1.65e-06 1.95e-06 1.4e-06 1.45e-06 1.65e-06 1.8e-06 2.25e-06 1.5e-06 1.8e-06 1.25e-06 1.5e-06 1.6e-06 1.5e-06 1.5e-06 1.75e-06 1.25e-06 2e-06 1.95e-06 2.05e-06 1.45e-06 1.85e-06 2.15e-06 1.25e-06 2.15e-06 1.1e-06
24 1.55e-06 2.75e-06 2.5e-06 2e-06 2.35e-06 1.45e-06 2.55e-06 2.3e-06 2.5e-06 2.45e-06 2.65e-06 2.3e-06 2.6e-06 2.3e-06 2.3e-06 2.35e-06 1.75e-06 2.1e-06 2.75e-06 1.25e-06 2.65e-06 2.1e-06 2.15e-06 2.25e-06 1.3e-06 2.45e-06 1.6e-06 2.2e-06 1.55e-06 1.45e-06 1.65e-06 1.75e-06 1.55e-06 2e-06 2.35e-06 1.25e-06 2.35e-06 2.5e-06 1.6e-06 1.45e-06 2e-06 1.8e-06 2.15e-06
25 2.05e-06 1.75e-06 1.55e-06 1.35e-06 1.35e-06 2.3e-06 1.5e-06 1.25e-06 1.4e-06 1.4e-06 1.6e-06 1.3e-06 1.65e-06 1.6e-06 2.1e-06 1.5e-06 2.4e-06 1.5e-06 1.8e-06 2.35e-06 1.55e-06 1.75e-06 1.8e-06 1.5e-06 2.45e-06 2.2e-06 2.15e-06 1.35e-06 1.95e-06 1.95e-06 1.85e-06 1.65e-06 1.95e-06 1.35e-06 2.05e-06 2.35e-06 2.15e-06 1.45e-06 1.9e-06 1.95e-06 1.2e-06 2.15e-06 1.35e-06
26 1.95e-06 2.2e-06 2e-06 1.7e-06 1.85e-06 1.8e-06 2.25e-06 2.3e-06 2.2e-06 2.3e-06 2.4e-06 1.8e-06 2.35e-06 2.15e-06 2.3e-06 2.05e-06 1.8e-06 1.85e-06 2.2e-06 1.8e-06 2.15e-06 2.15e-06 1.85e-06 1.8e-06 1.6e-06 2.15e-06 2.6e-06 1.45e-06 1.8e-06 1.45e-06 1.75e-06 1.8e-06 1.95e-06 1.5e-06 2.15e-06 1.8e-06 2.1e-06 2.35e-06 2e-06 2.1e-06 1.9e-06 2.15e-06 1.9e-06
27 2.1e-06 1.25e-06 1.05e-06 1e-06 8.5e-07 1.85e-06 1.7e-06 1.7e-06 1.6e-06 1.75e-06 1.8e-06 8.5e-07 1.85e-06 1.6e-06 2.15e-06 1.05e-06 1.7e-06 1.4e-06 1.25e-06 2.2e-06 1.55e-06 1.95e-06 1.25e-06 1.25e-06 2.2e-06 1.35e-06 1.45e-06 1e-07 1.85e-06 1.1e-06 1.65e-06 1.5e-06 2e-06 5e-07 1.9e-06 2.2e-06 1.9e-06 1.8e-06 2e-06 2.1e-06 1.25e-06 2.1e-06 1.25e-06
28 1.6e-06 2.1e-06 1.9e-06 1.5e-06 1.65e-06 1.8e-06 1.5e-06 1.75e-06 1.75e-06 1.7e-06 1.75e-06 1.55e-06 1.65e-06 1.9e-06 2.25e-06 2e-06 2e-06 1.55e-06 2.1e-06 1.4e-06 1.7e-06 1.45e-06 1.75e-06 1.5e-06 1.55e-06 1.95e-06 1.8e-06 1.85e-06 2.2e-06 1.5e-06 1.35e-06 1.55e-06 1.45e-06 1.65e-06 2.05e-06 1.4e-06 2.15e-06 1.75e-06 1.65e-06 2e-06 1.6e-06 2.05e-06 1.45e-06
29 1.8e-06 1.95e-06 1.75e-06 1.45e-06 1.55e-06 1.65e-06 2.05e-06 2.15e-06 2.1e-06 2.15e-06 2.2e-06 1.5e-06 2.2e-06 2e-06 2.35e-06 1.8e-06 1.7e-06 1.75e-06 1.95e-06 1.6e-06 2.05e-06 2e-06 1.65e-06 1.6e-06 1.45e-06 1.95e-06 1.45e-06 1.1e-06 1.5e-06 2.1e-06 1.5e-06 1.65e-06 1.7e-06 1.2e-06 2.15e-06 1.6e-06 2.15e-06 2.2e-06 1.9e-06 2.05e-06 1.7e-06 2.1e-06 1.65e-06
30 1.6e-06 1.95e-06 1.6e-06 1.55e-06 1.55e-06 1.95e-06 1.5e-06 1.5e-06 1.55e-06 1.55e-06 1.5e-06 1.5e-06 1.75e-06 1.75e-06 2.1e-06 1.8e-06 1.9e-06 1.55e-06 1.95e-06 1.55e-06 1.55e-06 1.55e-06 1.55e-06 1.5e-06 1.65e-06 1.85e-06 1.75e-06 1.65e-06 1.35e-06 1.5e-06 2.2e-06 1.55e-06 1.5e-06 1.6e-06 2e-06 1.55e-06 2.05e-06 1.6e-06 1.7e-06 1.9e-06 1.45e-06 2e-06 1.45e-06
31 1.65e-06 1.8e-06 1.6e-06 1.25e-06 1.4e-06 1.8e-06 1.4e-06 1.4e-06 1.45e-06 1.4e-06 1.5e-06 1.4e-06 1.5e-06 1.6e-06 1.95e-06 1.65e-06 2.05e-06 1.2e-06 1.8e-06 1.4e-06 1.45e-06 1.15e-06 1.65e-06 1.5e-06 1.75e-06 1.65e-06 1.8e-06 1.5e-06 1.55e-06 1.65e-06 1.55e-06 1.9e-06 1.65e-06 1.4e-06 1.85e-06 1.4e-06 1.9e-06 1.45e-06 1.55e-06 1.7e-06 1.15e-06 1.8e-06 1.2e-06
32 1.55e-06 2.25e-06 2e-06 1.75e-06 1.85e-06 2.05e-06 1.75e-06 1.45e-06 1.65e-06 1.6e-06 1.85e-06 1.8e-06 1.95e-06 1.85e-06 2.15e-06 1.9e-06 2.15e-06 1.75e-06 2.25e-06 1.6e-06 1.85e-06 1.7e-06 1.9e-06 1.75e-06 1.55e-06 1.95e-06 1.95e-06 2e-06 1.45e-06 1.7e-06 1.5e-06 1.65e-06 2.7e-06 1.85e-06 2.2e-06 1.6e-06 2.2e-06 1.65e-06 1.65e-06 1.75e-06 1.45e-06 1.95e-06 1.65e-06
33 1.95e-06 1.4e-06 1.2e-06 7e-07 9.5e-07 1.4e-06 1.55e-06 1.65e-06 1.55e-06 1.65e-06 1.7e-06 9.5e-07 1.6e-06 1.55e-06 2e-06 1.25e-06 1.65e-06 1.2e-06 1.4e-06 2e-06 1.5e-06 1.75e-06 1.3e-06 1.25e-06 2e-06 1.35e-06 1.5e-06 5e-07 1.65e-06 1.2e-06 1.6e-06 1.4e-06 1.85e-06 9e-07 1.7e-06 2e-06 1.65e-06 1.7e-06 1.8e-06 1.95e-06 1.2e-06 1.85e-06 1.15e-06
34 2.2e-06 2.1e-06 2e-06 1.65e-06 1.8e-06 1.7e-06 1.7e-06 1.9e-06 1.7e-06 1.75e-06 1.85e-06 1.8e-06 1.65e-06 2.05e-06 1.85e-06 2.1e-06 1.75e-06 1.65e-06 2.1e-06 2.2e-06 1.55e-06 1.85e-06 1.75e-06 2e-06 2.35e-06 2.05e-06 2.15e-06 1.9e-06 2.05e-06 2.15e-06 2e-06 1.85e-06 2.2e-06 1.7e-06 2.7e-06 2.2e-06 1.6e-06 1.8e-06 2.05e-06 2.2e-06 1.8e-06 2.2e-06 1.8e-06
35 1.55e-06 2.45e-06 2.25e-06 1.85e-06 2.05e-06 1.7e-06 1.95e-06 2.1e-06 2.1e-06 2.05e-06 2.1e-06 2e-06 2e-06 2.25e-06 2.35e-06 2.35e-06 2.05e-06 1.75e-06 2.45e-06 9.5e-07 2.05e-06 1.4e-06 2e-06 1.95e-06 1.25e-06 2.35e-06 1.8e-06 2.2e-06 1.4e-06 1.6e-06 1.55e-06 1.4e-06 1.6e-06 2e-06 2.2e-06 1.9e-06 2.25e-06 2.1e-06 1.7e-06 1.95e-06 1.95e-06 2e-06 1.9e-06
36 2.2e-06 2.2e-06 2.05e-06 1.7e-06 1.85e-06 1.65e-06 1.85e-06 1.95e-06 1.75e-06 1.85e-06 2.05e-06 1.9e-06 1.95e-06 2e-06 1.8e-06 2e-06 1.65e-06 1.65e-06 2.2e-06 2.25e-06 1.7e-06 1.95e-06 1.75e-06 2.05e-06 2.35e-06 2.15e-06 2.1e-06 1.9e-06 2.15e-06 2.15e-06 2.05e-06 1.9e-06 2.2e-06 1.65e-06 1.6e-06 2.25e-06 2.5e-06 1.9e-06 2.1e-06 2.2e-06 1.8e-06 1.95e-06 1.85e-06
37 1.75e-06 1.55e-06 1.5e-06 1.5e-06 1.35e-06 2.55e-06 7.5e-07 6.5e-07 7.5e-07 5.5e-07 9e-07 1.35e-06 1.15e-06 1.3e-06 1.85e-06 1.45e-06 2.5e-06 1.2e-06 1.55e-06 2.1e-06 7e-07 1.25e-06 1.55e-06 1.45e-06 2.5e-06 1.45e-06 2.35e-06 1.8e-06 1.75e-06 2.2e-06 1.6e-06 1.45e-06 1.65e-06 1.7e-06 1.8e-06 2.1e-06 1.9e-06 1.1e-06 1.65e-06 1.8e-06 9.5e-07 1.9e-06 1.2e-06
38 1.65e-06 2.25e-06 2e-06 1.65e-06 1.8e-06 1.85e-06 1.7e-06 1.45e-06 1.65e-06 1.6e-06 1.85e-06 1.75e-06 1.75e-06 1.85e-06 2.05e-06 1.8e-06 2.1e-06 1.6e-06 2.25e-06 1.7e-06 1.85e-06 1.55e-06 1.9e-06 1.85e-06 1.6e-06 1.9e-06 2e-06 2e-06 1.65e-06 1.9e-06 1.7e-06 1.55e-06 1.65e-06 1.8e-06 2.05e-06 1.7e-06 2.1e-06 1.65e-06 2.7e-06 1.55e-06 1.45e-06 1.8e-06 1.6e-06
39 1.75e-06 2.45e-06 2.15e-06 1.95e-06 2.05e-06 2e-06 2.1e-06 1.4e-06 1.8e-06 1.75e-06 2.1e-06 2.05e-06 2.2e-06 1.85e-06 1.95e-06 1.8e-06 2.15e-06 1.85e-06 2.45e-06 1.95e-06 2.15e-06 1.95e-06 2.1e-06 2.15e-06 1.45e-06 1.95e-06 2.1e-06 2.1e-06 2e-06 2.05e-06 1.9e-06 1.7e-06 1.75e-06 1.95e-06 2.2e-06 1.95e-06 2.2e-06 1.8e-06 1.55e-06 1.9e-06 1.45e-06 1.7e-06 1.85e-06
40 1.55e-06 1.55e-06 1.3e-06 1.1e-06 1.15e-06 2.1e-06 1.15e-06 7e-07 9.5e-07 9e-07 1.2e-06 1.15e-06 1.4e-06 1.15e-06 1.7e-06 1.15e-06 2.1e-06 1.15e-06 1.55e-06 1.95e-06 1.2e-06 1.4e-06 1.5e-06 1.25e-06 2e-06 1.2e-06 1.9e-06 1.25e-06 1.6e-06 1.7e-06 1.45e-06 1.15e-06 1.45e-06 1.2e-06 1.8e-06 1.95e-06 1.8e-06 9.5e-07 1.45e-06 1.45e-06 1.2e-06 1.7e-06 9e-07
41 1.95e-06 2.4e-06 2.2e-06 1.85e-06 2e-06 1.9e-06 2e-06 1.75e-06 1.85e-06 1.85e-06 2.15e-06 2.05e-06 2.1e-06 2e-06 2.15e-06 1.95e-06 2.15e-06 1.8e-06 2.4e-06 2e-06 2e-06 1.9e-06 1.95e-06 2.15e-06 1.8e-06 2.15e-06 2.15e-06 2.1e-06 2.05e-06 2.1e-06 2e-06 1.8e-06 1.95e-06 1.85e-06 2.2e-06 2e-06 1.95e-06 1.9e-06 1.8e-06 1.7e-06 1.7e-06 3.1e-06 1.9e-06
42 1.75e-06 1.55e-06 1.35e-06 1e-06 1.05e-06 2e-06 1e-06 1.15e-06 1.2e-06 1.15e-06 1.25e-06 1.05e-06 1.2e-06 1.3e-06 1.9e-06 1.35e-06 2.05e-06 1.05e-06 1.55e-06 1.9e-06 1.2e-06 1.2e-06 1.45e-06 1.1e-06 2.15e-06 1.35e-06 1.9e-06 1.25e-06 1.45e-06 1.65e-06 1.45e-06 1.2e-06 1.65e-06 1.15e-06 1.8e-06 1.9e-06 1.85e-06 1.2e-06 1.6e-06 1.85e-06 9e-07 1.9e-06 1.4e-06
