 slim_762018884 slim_762018881 slim_762018920 slim_762018911 slim_762018890 slim_762018908 slim_762018892 slim_762018893 slim_762018891 slim_762018898 slim_762018918 slim_762018886 slim_762018922 slim_762018926 slim_762018924 slim_762018903 slim_762018912 slim_762018880 slim_762018917 slim_762018885 slim_762018919 slim_762018897 slim_762018894 slim_762018921 slim_762018925 slim_762018900 slim_762018899 slim_762018883 slim_762018910 slim_762018895 slim_762018914 slim_762018913 slim_762018888 slim_762018907 slim_762018915 slim_762018902 slim_762018916 slim_762018906 slim_762018882 slim_762018905 slim_762018889 slim_762018879 slim_762018904 slim_762018896 slim_762018901 slim_762018923 slim_762018909 slim_762018878 slim_762018887
10 1.45e-06 1.55e-06 2.45e-06 1.7e-06 2.2e-06 2.15e-06 2.15e-06 1.4e-06 1.75e-06 1.2e-06 2.2e-06 1.9e-06 2.75e-06 2.35e-06 1.9e-06 2.5e-06 1.15e-06 2.75e-06 1.95e-06 2.6e-06 1.85e-06 2.45e-06 2.4e-06 1.95e-06 2.3e-06 2.15e-06 1.75e-06 1.65e-06 2.35e-06 2.65e-06 1.8e-06 1.35e-06 1.65e-06 2e-06 2.25e-06 2.4e-06 2.05e-06 2.65e-06 1.95e-06 2.55e-06 2e-06 3.05e-06 1.85e-06 2.4e-06 2.05e-06 1.3e-06 2.5e-06 2.5e-06 1.1e-06
11 1.75e-06 1.8e-06 2.75e-06 1.8e-06 2e-06 2.05e-06 2.2e-06 1.45e-06 2.6e-06 1.65e-06 1.9e-06 2.7e-06 2.4e-06 1.75e-06 2.3e-06 2.45e-06 1.7e-06 2.4e-06 2.35e-06 1.55e-06 1.95e-06 2.25e-06 2.05e-06 2.1e-06 2.35e-06 2.25e-06 1.6e-06 2e-06 1.45e-06 1.9e-06 1.7e-06 2.3e-06 2.1e-06 2.05e-06 1.5e-06 2.35e-06 2.25e-06 2.3e-06 2.15e-06 2.55e-06 2.05e-06 2.55e-06 1.8e-06 2.55e-06 2.15e-06 1.6e-06 1.75e-06 2.45e-06 1.6e-06
12 2.5e-06 2.45e-06 2.05e-06 2.1e-06 2.15e-06 1.75e-06 2.05e-06 2.6e-06 2.6e-06 2.9e-06 2.75e-06 2.4e-06 2.1e-06 1.4e-06 2.25e-06 1.5e-06 2.95e-06 1.15e-06 1.95e-06 1.65e-06 2.7e-06 2e-06 1.85e-06 2.3e-06 2.55e-06 2.4e-06 2.15e-06 2.45e-06 1.6e-06 1.8e-06 2.35e-06 2.75e-06 2.15e-06 1.9e-06 1.6e-06 2.1e-06 1.9e-06 1.95e-06 2.15e-06 2.25e-06 2.4e-06 1.75e-06 2.3e-06 1.55e-06 2e-06 2.7e-06 1.7e-06 1.6e-06 2.85e-06
13 2.2e-06 2.1e-06 2.4e-06 1.8e-06 1.65e-06 1.5e-06 1.75e-06 2.1e-06 2.3e-06 2.3e-06 2.35e-06 1.75e-06 1.4e-06 1.1e-06 2.1e-06 1.55e-06 2.35e-06 1.35e-06 2.05e-06 9.5e-07 2.05e-06 1.85e-06 1.6e-06 1.85e-06 2.2e-06 1.75e-06 1.4e-06 2.35e-06 6.5e-07 1.3e-06 1.9e-06 2.2e-06 2e-06 1.6e-06 8e-07 1.75e-06 1.75e-06 1.8e-06 1.85e-06 2.1e-06 2.05e-06 1.75e-06 1.85e-06 1.85e-06 1.7e-06 2.15e-06 1.1e-06 1.55e-06 2.25e-06
14 2.35e-06 2.15e-06 2.3e-06 1.65e-06 2.1e-06 1.35e-06 1.9e-06 1.6e-06 2e-06 1.85e-06 1.9e-06 2.3e-06 2.25e-06 2.1e-06 1.5e-06 2.25e-06 1.9e-06 2.25e-06 1.55e-06 2.2e-06 1.6e-06 2.35e-06 1.45e-06 1.75e-06 1.95e-06 1.95e-06 1.7e-06 1.55e-06 2e-06 2.2e-06 2.1e-06 1.7e-06 1.9e-06 1.65e-06 1.8e-06 2.15e-06 2.2e-06 2.25e-06 1.5e-06 2.25e-06 2.3e-06 2.45e-06 1.9e-06 1.65e-06 1.95e-06 1.5e-06 2.05e-06 2.25e-06 1.8e-06
15 2.25e-06 2.25e-06 2.05e-06 1.9e-06 2.15e-06 2.05e-06 1.85e-06 2.4e-06 2.3e-06 2.65e-06 2.5e-06 2.45e-06 1.5e-06 1.55e-06 2.25e-06 1.8e-06 2.7e-06 1.45e-06 1.95e-06 2.05e-06 2.5e-06 1.75e-06 2.15e-06 2.3e-06 2.35e-06 2.35e-06 2.2e-06 2.45e-06 1.85e-06 2.1e-06 2.15e-06 2.45e-06 2.05e-06 2.2e-06 1.65e-06 1.85e-06 1.35e-06 2.3e-06 2e-06 2.2e-06 2.15e-06 2.15e-06 2.1e-06 1.55e-06 1.6e-06 2.45e-06 1.8e-06 1.05e-06 2.6e-06
16 1.45e-06 1.5e-06 2.65e-06 1.7e-06 2.15e-06 2.15e-06 2.15e-06 1.2e-06 1.85e-06 9.5e-07 1.15e-06 1.7e-06 2.95e-06 2.35e-06 1.9e-06 2.7e-06 1.6e-06 2.95e-06 2.15e-06 2.45e-06 1.6e-06 2.45e-06 2.4e-06 1.8e-06 2.15e-06 2e-06 1.5e-06 1.65e-06 2.15e-06 2.55e-06 1.65e-06 1.25e-06 1.7e-06 1.95e-06 2.05e-06 2.45e-06 2.25e-06 2.6e-06 1.95e-06 2.5e-06 2e-06 3.1e-06 1.7e-06 2.6e-06 2e-06 1.1e-06 2.35e-06 2.7e-06 8.5e-07
17 2.5e-06 2.4e-06 2.1e-06 2.1e-06 2.1e-06 1.75e-06 2e-06 2.6e-06 2.5e-06 2.9e-06 2.75e-06 2.4e-06 1.15e-06 1.35e-06 2.25e-06 1.45e-06 2.95e-06 2.1e-06 1.95e-06 1.65e-06 2.7e-06 1.95e-06 1.85e-06 2.3e-06 2.55e-06 2.4e-06 2.15e-06 2.45e-06 1.6e-06 1.8e-06 2.35e-06 2.7e-06 2.15e-06 1.9e-06 1.6e-06 2.1e-06 1.9e-06 1.95e-06 2.1e-06 2.25e-06 2.4e-06 1.75e-06 2.3e-06 1.5e-06 1.95e-06 2.7e-06 1.7e-06 1.55e-06 2.85e-06
18 1.65e-06 2e-06 1.95e-06 1.45e-06 2.2e-06 1.85e-06 2e-06 1.9e-06 1.95e-06 2.1e-06 1.95e-06 2.35e-06 1.95e-06 2.05e-06 1.55e-06 1.95e-06 2.15e-06 1.95e-06 2.3e-06 2.45e-06 2.3e-06 2.3e-06 1.85e-06 2.15e-06 2.35e-06 2.35e-06 2.2e-06 1.65e-06 2.3e-06 2.4e-06 2.15e-06 2.05e-06 1.4e-06 1.95e-06 2.15e-06 2.2e-06 1.55e-06 2.4e-06 1.8e-06 2.35e-06 1.9e-06 2.35e-06 2.15e-06 1.6e-06 1.95e-06 1.95e-06 2.35e-06 1.95e-06 2.05e-06
19 2.6e-06 2.4e-06 2.7e-06 1.9e-06 1.7e-06 1.45e-06 1.95e-06 2e-06 2.85e-06 2.4e-06 2.6e-06 1.55e-06 1.65e-06 9.5e-07 2.2e-06 2.05e-06 2.45e-06 1.65e-06 2.45e-06 5e-07 1.85e-06 2e-06 1.4e-06 1.85e-06 2.1e-06 1.75e-06 1.15e-06 2.55e-06 5e-07 1e-06 2e-06 2.55e-06 2.3e-06 1.55e-06 7e-07 2e-06 2.2e-06 1.65e-06 2.05e-06 2.25e-06 2.15e-06 1.6e-06 1.85e-06 2.3e-06 2.1e-06 2.25e-06 8.5e-07 2.05e-06 2.35e-06
20 2.3e-06 2.1e-06 2.35e-06 1.75e-06 1.85e-06 1.75e-06 2.05e-06 1.5e-06 2.2e-06 1.6e-06 1.85e-06 1.95e-06 2.7e-06 2.05e-06 1.6e-06 2.5e-06 1.6e-06 2.7e-06 2.3e-06 1.85e-06 1.8e-06 1.85e-06 1.95e-06 1.55e-06 2.1e-06 1.95e-06 1.35e-06 2.05e-06 1.65e-06 1.9e-06 2e-06 1.65e-06 2.1e-06 1.8e-06 1.55e-06 1.8e-06 2.35e-06 2.3e-06 1.85e-06 2.3e-06 1.7e-06 2.8e-06 1.8e-06 2.45e-06 1.95e-06 1.5e-06 1.85e-06 2.5e-06 1.55e-06
21 2.3e-06 2.25e-06 2.05e-06 1.95e-06 2.05e-06 2.2e-06 2.1e-06 2.1e-06 2.5e-06 2.4e-06 2.45e-06 2.25e-06 2e-06 1.85e-06 2.35e-06 1.75e-06 2.45e-06 1.95e-06 2.3e-06 2e-06 1.85e-06 3e-06 2.25e-06 2.15e-06 2.45e-06 2.45e-06 2.05e-06 2.45e-06 1.85e-06 2e-06 2.15e-06 2.45e-06 2.25e-06 2.3e-06 1.7e-06 1.75e-06 2.05e-06 2.35e-06 2.15e-06 2.4e-06 1.8e-06 2.5e-06 2.1e-06 2e-06 1.85e-06 2.25e-06 1.9e-06 1.85e-06 2.35e-06
22 2.55e-06 2.35e-06 2.4e-06 1.85e-06 1.95e-06 1.45e-06 2e-06 1.95e-06 2.5e-06 2.35e-06 2.4e-06 2.05e-06 1.85e-06 1.6e-06 1.45e-06 2.15e-06 2.4e-06 1.85e-06 1.85e-06 1.4e-06 1.95e-06 2.25e-06 2.6e-06 1.95e-06 2.3e-06 2.1e-06 1.65e-06 2e-06 1.4e-06 1.65e-06 2.2e-06 2.35e-06 2.1e-06 1.65e-06 1.4e-06 2.15e-06 2.2e-06 1.95e-06 1.8e-06 2.25e-06 2.3e-06 2.05e-06 2.05e-06 1.85e-06 2.1e-06 2.1e-06 1.6e-06 2.15e-06 2.3e-06
23 2.3e-06 2.15e-06 2.35e-06 1.95e-06 1.9e-06 1.7e-06 2e-06 1.9e-06 2.25e-06 1.8e-06 1.95e-06 2.1e-06 2.3e-06 1.85e-06 1.75e-06 2.3e-06 1.8e-06 2.3e-06 2.15e-06 1.85e-06 1.55e-06 2.15e-06 1.95e-06 2.4e-06 2.1e-06 1.9e-06 1.5e-06 2.1e-06 1.65e-06 1.55e-06 2e-06 1.75e-06 1.75e-06 1.65e-06 1.55e-06 1.95e-06 2.2e-06 2.25e-06 1.9e-06 2.25e-06 2.05e-06 2.4e-06 1.8e-06 2.25e-06 2.05e-06 1.8e-06 1.8e-06 2.3e-06 1.75e-06
24 2.4e-06 2.3e-06 2.8e-06 2e-06 2.35e-06 2.05e-06 2.15e-06 2e-06 2.55e-06 2.1e-06 2.3e-06 2.35e-06 2.55e-06 2.2e-06 1.95e-06 2.35e-06 2.15e-06 2.55e-06 2.35e-06 2.1e-06 2.1e-06 2.45e-06 2.3e-06 2.1e-06 2.9e-06 1.9e-06 1.9e-06 2.35e-06 2e-06 2.35e-06 2.15e-06 2.2e-06 2.25e-06 2.2e-06 1.8e-06 2.4e-06 2.35e-06 2.45e-06 2.05e-06 2.45e-06 2.45e-06 2.05e-06 1.95e-06 2.35e-06 2.2e-06 1.9e-06 2.05e-06 2.3e-06 2.05e-06
25 2.5e-06 2.4e-06 2.75e-06 2.05e-06 2.2e-06 1.85e-06 2.15e-06 2.1e-06 2.35e-06 2.05e-06 2.15e-06 2.25e-06 2.4e-06 1.75e-06 1.95e-06 2.35e-06 2e-06 2.4e-06 2.35e-06 1.75e-06 1.95e-06 2.45e-06 2.1e-06 1.9e-06 1.9e-06 2.8e-06 1.55e-06 2.4e-06 1.6e-06 2.1e-06 2.2e-06 1.8e-06 2.15e-06 1.85e-06 1.55e-06 2.25e-06 2.3e-06 2.4e-06 2.1e-06 2.45e-06 2.4e-06 2.25e-06 2e-06 2.4e-06 2.1e-06 2e-06 1.85e-06 2.35e-06 1.95e-06
26 2.15e-06 2e-06 2.55e-06 1.65e-06 1.75e-06 1.45e-06 1.85e-06 1.55e-06 2.1e-06 1.55e-06 1.75e-06 1.6e-06 2.15e-06 1.4e-06 1.7e-06 2.2e-06 1.5e-06 2.15e-06 2.2e-06 1.15e-06 1.35e-06 2.05e-06 1.65e-06 1.5e-06 1.9e-06 1.55e-06 1.8e-06 2.1e-06 1e-06 1.55e-06 1.8e-06 1.45e-06 1.9e-06 1.4e-06 1.05e-06 2e-06 2.1e-06 1.9e-06 1.8e-06 2.15e-06 1.95e-06 2.25e-06 1.6e-06 2.3e-06 1.85e-06 1.55e-06 1.3e-06 2.2e-06 1.45e-06
27 1.65e-06 1.7e-06 2.3e-06 1.7e-06 2.25e-06 1.95e-06 2.15e-06 1.4e-06 2.15e-06 1.6e-06 1.65e-06 2e-06 2.45e-06 2.35e-06 1.55e-06 2.45e-06 1.65e-06 2.45e-06 1.65e-06 2.55e-06 2.05e-06 2.45e-06 2e-06 2.1e-06 2.35e-06 2.4e-06 2.1e-06 2.6e-06 2.35e-06 2.5e-06 1.85e-06 2.05e-06 1.75e-06 2.05e-06 2.2e-06 2.4e-06 2.15e-06 2.5e-06 1.75e-06 2.45e-06 2.15e-06 2.7e-06 1.95e-06 1.9e-06 2.1e-06 1.45e-06 2.45e-06 2.45e-06 1.55e-06
28 2.35e-06 2.15e-06 2.6e-06 1.75e-06 1.55e-06 1.35e-06 1.75e-06 1.8e-06 2.65e-06 2.1e-06 2.35e-06 1.45e-06 1.6e-06 6.5e-07 2e-06 1.85e-06 2.15e-06 1.6e-06 2.3e-06 5e-07 1.65e-06 1.85e-06 1.4e-06 1.65e-06 2e-06 1.6e-06 1e-06 2.35e-06 5e-07 1e-06 1.75e-06 2.3e-06 2.15e-06 1.45e-06 4e-07 1.8e-06 2e-06 1.6e-06 1.85e-06 2e-06 2e-06 1.7e-06 1.6e-06 2.15e-06 1.8e-06 1.95e-06 7.5e-07 1.85e-06 2.05e-06
29 2.65e-06 2.45e-06 2.5e-06 2.1e-06 1.75e-06 1.65e-06 2.05e-06 2.2e-06 2.9e-06 2.5e-06 2.65e-06 1.9e-06 1.8e-06 1.3e-06 2.2e-06 2.1e-06 2.55e-06 1.8e-06 2.4e-06 1e-06 1.9e-06 2e-06 1.65e-06 1.55e-06 2.35e-06 2.1e-06 1.55e-06 2.5e-06 1e-06 1.8e-06 2.1e-06 2.65e-06 2.2e-06 1.75e-06 1.05e-06 1.9e-06 2.25e-06 1.95e-06 2.1e-06 2.3e-06 2.15e-06 1.9e-06 1.95e-06 2.25e-06 2.2e-06 2.35e-06 1.25e-06 2.1e-06 2.45e-06
30 1.65e-06 1.7e-06 2.6e-06 1.75e-06 2.1e-06 2.1e-06 1.75e-06 1.45e-06 2.45e-06 1.6e-06 1.8e-06 1.7e-06 2.35e-06 1.9e-06 2.1e-06 2.15e-06 1.65e-06 2.35e-06 2.15e-06 2e-06 2e-06 2.15e-06 2.2e-06 2e-06 2.15e-06 2.2e-06 1.8e-06 1.85e-06 1.75e-06 2.1e-06 2.6e-06 2.2e-06 1.95e-06 2.15e-06 1.6e-06 1.9e-06 2.05e-06 2.45e-06 1.9e-06 2.45e-06 2.05e-06 2.55e-06 1.4e-06 2.25e-06 2e-06 1.5e-06 1.6e-06 2.2e-06 1.55e-06
31 2e-06 2e-06 2.5e-06 1.8e-06 2.25e-06 1.95e-06 2.15e-06 1.8e-06 1.3e-06 1.4e-06 1.35e-06 2.3e-06 2.75e-06 2.2e-06 1.7e-06 2.45e-06 1.25e-06 2.7e-06 2.05e-06 2.55e-06 1.65e-06 2.45e-06 2.35e-06 1.75e-06 2.2e-06 1.8e-06 1.45e-06 2.05e-06 2.3e-06 2.65e-06 2.2e-06 1.1e-06 1.7e-06 1.75e-06 2.2e-06 2.35e-06 2.15e-06 2.65e-06 1.95e-06 2.55e-06 2.15e-06 3.1e-06 2.05e-06 2.35e-06 1.95e-06 1.55e-06 2.45e-06 2.45e-06 1.25e-06
32 1.4e-06 1.8e-06 2e-06 1.4e-06 2.1e-06 2e-06 1.95e-06 1.75e-06 1.8e-06 1.7e-06 1.65e-06 2.1e-06 2.15e-06 2e-06 1.9e-06 2.05e-06 1.7e-06 2.15e-06 1.4e-06 2.3e-06 2.1e-06 2.25e-06 2.1e-06 1.75e-06 2.25e-06 2.15e-06 1.9e-06 1.75e-06 2.15e-06 2.2e-06 1.95e-06 1.7e-06 2e-06 1.85e-06 2.05e-06 2.15e-06 1.5e-06 2.4e-06 1.85e-06 2.3e-06 1.7e-06 2.45e-06 1.95e-06 1.95e-06 1.85e-06 1.8e-06 2.25e-06 2.05e-06 1.65e-06
33 2.35e-06 2.2e-06 2.3e-06 1.9e-06 1.95e-06 1.4e-06 2e-06 2e-06 2.15e-06 1.9e-06 2e-06 2.05e-06 1.9e-06 1.6e-06 1.65e-06 2.2e-06 1.95e-06 1.9e-06 1.95e-06 1.55e-06 1.8e-06 2.3e-06 1.65e-06 1.65e-06 2.2e-06 1.85e-06 1.4e-06 2.05e-06 1.45e-06 1.75e-06 2.15e-06 1.75e-06 1.85e-06 2.6e-06 1.5e-06 2.15e-06 2.1e-06 1.95e-06 1.9e-06 2.15e-06 2.2e-06 2.1e-06 1.95e-06 2.05e-06 2.05e-06 1.95e-06 1.7e-06 2.2e-06 1.9e-06
34 2.25e-06 2.05e-06 2.45e-06 1.6e-06 1.55e-06 1.35e-06 1.6e-06 1.65e-06 2.55e-06 2e-06 2.25e-06 1.5e-06 1.6e-06 8e-07 1.8e-06 1.65e-06 2.05e-06 1.6e-06 2.15e-06 7e-07 1.55e-06 1.7e-06 1.4e-06 1.55e-06 1.8e-06 1.55e-06 1.05e-06 2.2e-06 4e-07 1.05e-06 1.6e-06 2.2e-06 2.05e-06 1.5e-06 7e-07 1.65e-06 1.85e-06 1.65e-06 1.7e-06 1.9e-06 1.9e-06 1.7e-06 1.45e-06 1.95e-06 1.65e-06 1.8e-06 7.5e-07 1.65e-06 1.95e-06
35 2.4e-06 2.35e-06 2.15e-06 2e-06 2.05e-06 2.05e-06 1.8e-06 2.2e-06 2.5e-06 2.4e-06 2.4e-06 2.35e-06 2.1e-06 1.75e-06 2.15e-06 1.85e-06 2.45e-06 2.1e-06 2.2e-06 2e-06 1.8e-06 1.75e-06 2.15e-06 1.95e-06 2.4e-06 2.25e-06 2e-06 2.4e-06 1.8e-06 1.9e-06 1.9e-06 2.35e-06 2.15e-06 2.15e-06 1.65e-06 2.5e-06 1.95e-06 2.45e-06 2e-06 2.4e-06 1.85e-06 2.45e-06 1.75e-06 2.1e-06 2e-06 2.25e-06 1.55e-06 1.9e-06 2.35e-06
36 1.6e-06 2.05e-06 2e-06 1.5e-06 2.15e-06 2.1e-06 1.95e-06 2.1e-06 2.1e-06 2.2e-06 2.05e-06 2.25e-06 1.9e-06 1.75e-06 2.2e-06 1.35e-06 2.25e-06 1.9e-06 1.55e-06 2.2e-06 2.35e-06 2.05e-06 2.2e-06 2.2e-06 2.35e-06 2.3e-06 2.1e-06 2.15e-06 2e-06 2.25e-06 2.05e-06 2.15e-06 1.5e-06 2.1e-06 1.85e-06 1.95e-06 1.9e-06 2.5e-06 2.05e-06 2.3e-06 1.7e-06 2.35e-06 2.05e-06 1.9e-06 1.75e-06 2.15e-06 2.05e-06 1.3e-06 2.15e-06
37 2.75e-06 2.4e-06 2.65e-06 2.25e-06 2.15e-06 1.9e-06 2.2e-06 2.35e-06 2.7e-06 2.6e-06 2.65e-06 2.3e-06 1.95e-06 1.8e-06 2.25e-06 2.3e-06 2.6e-06 1.95e-06 2.4e-06 1.65e-06 2.3e-06 2.35e-06 1.95e-06 2.25e-06 2.45e-06 2.4e-06 1.9e-06 2.5e-06 1.6e-06 1.95e-06 2.45e-06 2.65e-06 2.4e-06 1.95e-06 1.65e-06 2.45e-06 2.5e-06 3e-06 2.15e-06 1.85e-06 2.55e-06 2.05e-06 2.3e-06 2.2e-06 2.25e-06 2.5e-06 1.85e-06 2.3e-06 2.55e-06
38 2.15e-06 1.55e-06 2.45e-06 1.7e-06 1.65e-06 1.75e-06 1.4e-06 1.7e-06 1.7e-06 1.95e-06 1.95e-06 2.15e-06 2.15e-06 1.85e-06 1.5e-06 2e-06 1.95e-06 2.1e-06 1.8e-06 2.05e-06 1.85e-06 2.15e-06 1.8e-06 1.9e-06 2.05e-06 2.1e-06 1.8e-06 1.75e-06 1.85e-06 2.1e-06 1.9e-06 1.95e-06 1.85e-06 1.9e-06 1.7e-06 2e-06 2.05e-06 2.15e-06 2e-06 2.2e-06 2.2e-06 2.3e-06 1.75e-06 1.7e-06 1.7e-06 1.75e-06 1.85e-06 2e-06 1.9e-06
