 slim_762179389 slim_762179384 slim_762179349 slim_762179375 slim_762179382 slim_762179351 slim_762179365 slim_762179360 slim_762179367 slim_762179359 slim_762179342 slim_762179363 slim_762179358 slim_762179383 slim_762179380 slim_762179370 slim_762179371 slim_762179345 slim_762179378 slim_762179357 slim_762179362 slim_762179353 slim_762179364 slim_762179350 slim_762179346 slim_762179352 slim_762179387 slim_762179347 slim_762179381 slim_762179385 slim_762179374 slim_762179361 slim_762179344 slim_762179356 slim_762179343 slim_762179372 slim_762179368 slim_762179373 slim_762179366 slim_762179376 slim_762179390 slim_762179348 slim_762179355 slim_762179377 slim_762179354 slim_762179388 slim_762179369 slim_762179379 slim_762179391 slim_762179386 slim_762179341
10 2.25e-06 1.95e-06 2.25e-06 2.05e-06 2.3e-06 1.85e-06 2.05e-06 1.9e-06 1.95e-06 2.1e-06 8e-07 2.1e-06 2.4e-06 1.85e-06 2.25e-06 1.75e-06 2.4e-06 1.9e-06 1.9e-06 1.2e-06 2.05e-06 2.2e-06 1.2e-06 2.25e-06 2.05e-06 2.2e-06 2.25e-06 2.3e-06 2.25e-06 2.3e-06 1.9e-06 2.2e-06 2.2e-06 2.15e-06 2.5e-06 1.8e-06 1.95e-06 2e-06 2.2e-06 2.2e-06 2.25e-06 2.2e-06 1.9e-06 2.35e-06 1.6e-06 2.2e-06 2.4e-06 2.25e-06 1.35e-06 2.25e-06 1.35e-06
11 1.75e-06 1.7e-06 1.35e-06 2.05e-06 1.7e-06 2e-06 1.7e-06 1.65e-06 1.8e-06 2e-06 2.1e-06 1.6e-06 1.75e-06 1.7e-06 1.6e-06 1.75e-06 2.05e-06 1.65e-06 1.8e-06 1.55e-06 1.75e-06 1.95e-06 1.5e-06 1.85e-06 1.75e-06 1.2e-06 2.2e-06 1.95e-06 1.9e-06 1.5e-06 1.75e-06 1.85e-06 1.55e-06 1.5e-06 1.85e-06 1.7e-06 1.25e-06 1.85e-06 1.4e-06 1.55e-06 2.1e-06 9e-07 1.75e-06 2.1e-06 1.9e-06 1.55e-06 1.6e-06 1.9e-06 2.05e-06 1.45e-06 1.9e-06
12 1.3e-06 1.7e-06 1.5e-06 1.6e-06 1.35e-06 1.7e-06 1.6e-06 1.5e-06 1.65e-06 1.4e-06 2.4e-06 1.75e-06 1.9e-06 1.45e-06 1.35e-06 1.75e-06 1.35e-06 1.55e-06 1.7e-06 2.2e-06 1.3e-06 1.2e-06 2.3e-06 1.4e-06 1.65e-06 1.3e-06 1.65e-06 1.5e-06 1.4e-06 1.5e-06 1.6e-06 1.5e-06 1.55e-06 1.25e-06 1.25e-06 2e-06 1.85e-06 1.7e-06 1.95e-06 1.3e-06 1.3e-06 1.45e-06 1.8e-06 1.55e-06 1.8e-06 9.5e-07 1.6e-06 1.65e-06 2.05e-06 1.3e-06 1.95e-06
13 1.65e-06 1.45e-06 1.55e-06 1.35e-06 1.45e-06 1.25e-06 1.5e-06 1.3e-06 1.45e-06 1.15e-06 1.85e-06 1.7e-06 1.45e-06 2e-06 1.5e-06 1.3e-06 1.5e-06 1.35e-06 1.25e-06 1.95e-06 1.15e-06 1.25e-06 2e-06 1.45e-06 1.4e-06 1.45e-06 1.55e-06 1.4e-06 1.6e-06 1.65e-06 1.4e-06 1.55e-06 1.7e-06 1.35e-06 1.55e-06 1.55e-06 1.75e-06 1.5e-06 1.9e-06 1.55e-06 1.25e-06 1.5e-06 1.45e-06 1.4e-06 1.1e-06 1.25e-06 1.7e-06 1.6e-06 1.85e-06 1.35e-06 1.65e-06
14 1.55e-06 1.65e-06 1.15e-06 1.6e-06 1.35e-06 1.65e-06 1.65e-06 1.55e-06 1.7e-06 1.45e-06 2.25e-06 1.6e-06 1.35e-06 1.5e-06 2.1e-06 1.75e-06 1.45e-06 1.5e-06 1.55e-06 2.05e-06 1.45e-06 1.35e-06 2.1e-06 1.55e-06 1.6e-06 1.15e-06 1.75e-06 1.65e-06 1.35e-06 1.5e-06 1.65e-06 1.65e-06 1.6e-06 1.35e-06 1.45e-06 1.9e-06 1.85e-06 1.75e-06 1.8e-06 1.45e-06 1.5e-06 1.25e-06 1.6e-06 1.4e-06 1.7e-06 1.15e-06 1.65e-06 1.55e-06 1.9e-06 1.4e-06 1.65e-06
15 1.6e-06 1.35e-06 1.75e-06 1.2e-06 1.6e-06 1.15e-06 1.3e-06 1.25e-06 1.1e-06 1.4e-06 1.75e-06 1.75e-06 1.75e-06 1.3e-06 1.75e-06 1.9e-06 1.75e-06 1.35e-06 1.2e-06 1.9e-06 1.4e-06 1.5e-06 1.95e-06 1.6e-06 1.35e-06 1.55e-06 1.35e-06 1.6e-06 1.75e-06 1.6e-06 1.05e-06 1.6e-06 1.65e-06 1.65e-06 1.85e-06 1.45e-06 1.45e-06 1.15e-06 1.9e-06 1.55e-06 1.5e-06 1.55e-06 1.25e-06 1.8e-06 9.5e-07 1.55e-06 2e-06 1.6e-06 1.85e-06 1.7e-06 1.75e-06
16 1.25e-06 1.55e-06 1.5e-06 1.35e-06 1.5e-06 1.45e-06 1.7e-06 1.7e-06 1.65e-06 1.15e-06 2.4e-06 2.05e-06 1.35e-06 1.5e-06 1.45e-06 1.75e-06 1.2e-06 1.6e-06 1.5e-06 2.35e-06 1.45e-06 1.1e-06 2.35e-06 1.4e-06 1.7e-06 1.85e-06 1.4e-06 1.45e-06 1.3e-06 1.55e-06 1.6e-06 1.4e-06 2e-06 1.75e-06 1.45e-06 1.9e-06 2.15e-06 1.7e-06 1.85e-06 1.7e-06 1.15e-06 1.9e-06 1.85e-06 1.35e-06 1.6e-06 1.15e-06 1.65e-06 1.05e-06 1.85e-06 1.65e-06 1.75e-06
17 1.4e-06 1.15e-06 1.55e-06 1.2e-06 1.1e-06 1.15e-06 1.25e-06 1.2e-06 1.4e-06 1.4e-06 1.9e-06 1.65e-06 1.55e-06 1.35e-06 1.5e-06 1.35e-06 1.6e-06 1.9e-06 1.2e-06 2.05e-06 1.4e-06 1.4e-06 2.05e-06 1.7e-06 1.1e-06 1.2e-06 1.45e-06 1.7e-06 1.65e-06 1.1e-06 1.35e-06 1.8e-06 1.4e-06 1.5e-06 1.65e-06 1.6e-06 1.8e-06 1.45e-06 1.85e-06 1.35e-06 1.45e-06 1.25e-06 1.5e-06 1.65e-06 1.1e-06 1.35e-06 1.95e-06 1.4e-06 1.9e-06 1.35e-06 1.75e-06
18 1.65e-06 1.3e-06 1.4e-06 8.5e-07 1.35e-06 7.5e-07 1.55e-06 1.15e-06 1.4e-06 1e-06 1.9e-06 1.8e-06 1.7e-06 1.25e-06 1.55e-06 1.2e-06 1.5e-06 1.2e-06 1e-06 2e-06 1.4e-06 1.2e-06 2.1e-06 1.8e-06 1.2e-06 1.55e-06 1.05e-06 1.65e-06 1.25e-06 1.8e-06 1.35e-06 1.85e-06 2e-06 1.9e-06 1.8e-06 1.05e-06 1.95e-06 1.45e-06 1.75e-06 1.2e-06 1.2e-06 1.4e-06 1.4e-06 1.3e-06 5.5e-07 1.5e-06 1.85e-06 1.05e-06 1.7e-06 1.95e-06 1.55e-06
19 2.15e-06 2.1e-06 2e-06 2.2e-06 2.15e-06 2.15e-06 2e-06 2e-06 1.95e-06 2.25e-06 1.2e-06 1.55e-06 2.2e-06 1.95e-06 2.05e-06 1.9e-06 2.35e-06 2.05e-06 2e-06 2.1e-06 2e-06 2.2e-06 1.15e-06 2.1e-06 2.15e-06 1.9e-06 2.35e-06 2.2e-06 2.15e-06 2.1e-06 1.9e-06 2.05e-06 1.95e-06 1.9e-06 2.3e-06 1.7e-06 1.4e-06 2e-06 1.8e-06 1.95e-06 2.35e-06 1.85e-06 1.95e-06 2.4e-06 2.05e-06 2e-06 1.85e-06 2.15e-06 1.65e-06 2e-06 1.75e-06
20 1.55e-06 1.6e-06 1.55e-06 1.15e-06 1.25e-06 1.3e-06 1.3e-06 1.4e-06 1.25e-06 1.3e-06 2.05e-06 1.75e-06 1.3e-06 1.15e-06 1.45e-06 1.4e-06 1.45e-06 1.4e-06 1.4e-06 2e-06 1.8e-06 1e-06 2.1e-06 1.35e-06 1.5e-06 1.3e-06 1.25e-06 1.25e-06 1.55e-06 1.55e-06 1.2e-06 1.4e-06 1.5e-06 1.15e-06 1.4e-06 1.75e-06 1.65e-06 1.3e-06 2e-06 1.4e-06 1.15e-06 1.4e-06 1.5e-06 1.5e-06 1.45e-06 1.1e-06 1.65e-06 1.55e-06 1.95e-06 1.2e-06 1.85e-06
21 1.45e-06 1.6e-06 1.45e-06 1e-06 1.2e-06 1.15e-06 1.4e-06 1.4e-06 1.35e-06 1.05e-06 2.2e-06 1.95e-06 1.2e-06 1.25e-06 1.35e-06 1.5e-06 1.1e-06 1.4e-06 1.2e-06 2.2e-06 1e-06 1.5e-06 2.3e-06 1.35e-06 1.5e-06 1.45e-06 1e-06 1.25e-06 1.25e-06 1.7e-06 1.3e-06 1.4e-06 1.75e-06 1.4e-06 1.3e-06 1.7e-06 1.95e-06 1.4e-06 1.95e-06 1.35e-06 9e-07 1.55e-06 1.6e-06 1.25e-06 1.3e-06 1e-06 1.6e-06 1.25e-06 1.85e-06 1.45e-06 1.75e-06
22 2.15e-06 2.05e-06 2.05e-06 2.3e-06 2.2e-06 2.2e-06 2.05e-06 2.05e-06 2.05e-06 2.3e-06 1.2e-06 1.5e-06 2.3e-06 2e-06 2.1e-06 1.95e-06 2.35e-06 2.05e-06 2.1e-06 1.15e-06 2.1e-06 2.3e-06 2.1e-06 2.2e-06 2.15e-06 2e-06 2.45e-06 2.3e-06 2.2e-06 2.05e-06 2e-06 2.15e-06 2e-06 2e-06 2.4e-06 1.8e-06 1.55e-06 2.1e-06 1.7e-06 2.1e-06 2.45e-06 1.95e-06 2e-06 2.45e-06 2.05e-06 2.1e-06 2e-06 2.2e-06 1.65e-06 2.05e-06 1.75e-06
23 1.6e-06 1.8e-06 1.7e-06 1.55e-06 1.55e-06 1.7e-06 1.55e-06 1.7e-06 1.45e-06 1.5e-06 2.25e-06 1.85e-06 1.4e-06 1.45e-06 1.55e-06 1.6e-06 1.4e-06 1.7e-06 1.8e-06 2.1e-06 1.35e-06 1.35e-06 2.2e-06 2.2e-06 1.8e-06 1.55e-06 1.7e-06 1.45e-06 1.7e-06 1.65e-06 1.4e-06 1.45e-06 1.65e-06 1.4e-06 1.4e-06 2e-06 1.65e-06 1.5e-06 2e-06 1.7e-06 1.45e-06 1.7e-06 1.7e-06 1.6e-06 1.85e-06 1.2e-06 1.55e-06 1.7e-06 2.05e-06 1.4e-06 1.95e-06
24 1.5e-06 1.25e-06 1.65e-06 1.3e-06 1.2e-06 1.25e-06 1.35e-06 1.25e-06 1.5e-06 1.4e-06 2.05e-06 1.75e-06 1.65e-06 1.4e-06 1.6e-06 1.35e-06 1.7e-06 1.1e-06 1.2e-06 2.15e-06 1.5e-06 1.5e-06 2.15e-06 1.8e-06 2.1e-06 1.3e-06 1.55e-06 1.8e-06 1.75e-06 1.2e-06 1.45e-06 1.9e-06 1.5e-06 1.6e-06 1.75e-06 1.6e-06 1.9e-06 1.55e-06 1.95e-06 1.45e-06 1.55e-06 1.35e-06 1.6e-06 1.75e-06 1.05e-06 1.45e-06 2.05e-06 1.5e-06 2e-06 1.45e-06 1.9e-06
25 1.45e-06 1.45e-06 1.2e-06 1.45e-06 1e-06 1.6e-06 1.25e-06 1.3e-06 1.4e-06 1.7e-06 2.2e-06 1.2e-06 1.3e-06 1.45e-06 1.15e-06 1.55e-06 1.85e-06 1.2e-06 1.55e-06 1.9e-06 1.3e-06 1.45e-06 2e-06 1.55e-06 1.3e-06 8e-07 1.75e-06 1.65e-06 1.8e-06 1.05e-06 1.35e-06 1.65e-06 1.1e-06 1e-06 1.4e-06 1.9e-06 1.45e-06 1.45e-06 1.8e-06 1.15e-06 1.7e-06 5e-07 1.6e-06 1.85e-06 1.7e-06 1.1e-06 1.7e-06 1.7e-06 2.05e-06 9.5e-07 2e-06
26 1.55e-06 1.55e-06 1.75e-06 7e-07 1.4e-06 9e-07 1.4e-06 1.4e-06 1.15e-06 1.3e-06 2.25e-06 2.2e-06 1.65e-06 1.55e-06 1.75e-06 1.35e-06 1.4e-06 1.45e-06 1.05e-06 2.35e-06 1.25e-06 1e-06 2.45e-06 1.7e-06 1.55e-06 1.75e-06 9e-07 1.3e-06 1.4e-06 1.85e-06 1.1e-06 1.6e-06 2e-06 1.9e-06 1.75e-06 1.6e-06 2e-06 1.2e-06 2.1e-06 1.4e-06 1.1e-06 1.75e-06 1.55e-06 1.6e-06 1.15e-06 1.45e-06 2.05e-06 1.2e-06 1.95e-06 2e-06 1.95e-06
27 1.7e-06 1.8e-06 1.75e-06 1.4e-06 1.55e-06 1.55e-06 1.55e-06 1.7e-06 1.45e-06 1.45e-06 2.3e-06 1.95e-06 1.5e-06 1.4e-06 1.65e-06 1.6e-06 1.45e-06 1.7e-06 1.65e-06 2.2e-06 1.25e-06 1.25e-06 2.3e-06 1.45e-06 1.8e-06 1.65e-06 1.3e-06 2.3e-06 1.7e-06 1.8e-06 1.4e-06 1.45e-06 1.85e-06 1.5e-06 1.6e-06 1.95e-06 1.8e-06 1.5e-06 2.1e-06 1.7e-06 1.35e-06 1.75e-06 1.7e-06 1.65e-06 1.7e-06 1.3e-06 1.75e-06 1.65e-06 2.1e-06 1.5e-06 2e-06
28 1.5e-06 1.7e-06 1.3e-06 1.4e-06 1.6e-06 1.4e-06 1.85e-06 1.55e-06 1.75e-06 1.3e-06 2.25e-06 1.9e-06 1.4e-06 1.6e-06 1.35e-06 1.75e-06 1.3e-06 1.65e-06 1.25e-06 2.15e-06 1.55e-06 1.25e-06 2.2e-06 1.7e-06 1.75e-06 1.8e-06 1.4e-06 1.7e-06 1.7e-06 1.9e-06 1.7e-06 1.75e-06 2e-06 1.8e-06 1.6e-06 1.65e-06 2.1e-06 1.8e-06 1.8e-06 1.35e-06 1.3e-06 1.75e-06 1.6e-06 1.25e-06 1.45e-06 1.3e-06 1.75e-06 1.3e-06 1.8e-06 1.95e-06 1.55e-06
29 1.15e-06 1.1e-06 1.65e-06 1.55e-06 1e-06 1.7e-06 1.15e-06 1.4e-06 1.45e-06 1.85e-06 2.3e-06 1.5e-06 1.5e-06 1.65e-06 1.5e-06 1.6e-06 1.55e-06 1.1e-06 1.8e-06 2.1e-06 1.55e-06 1.7e-06 2.05e-06 1.65e-06 1.2e-06 1.05e-06 1.85e-06 1.8e-06 1.9e-06 8e-07 1.4e-06 1.75e-06 1e-06 1.3e-06 1.55e-06 2.05e-06 1.6e-06 1.5e-06 1.85e-06 1.45e-06 1.85e-06 1.2e-06 1.7e-06 2.05e-06 1.85e-06 1.3e-06 1.95e-06 1.5e-06 2.15e-06 1e-06 2.15e-06
30 1.45e-06 1.4e-06 1.7e-06 7.5e-07 1.35e-06 1.05e-06 1.05e-06 1.35e-06 7.5e-07 1.55e-06 1.9e-06 1.75e-06 1.6e-06 1.4e-06 1.65e-06 1.05e-06 1.6e-06 1.35e-06 1.35e-06 1.9e-06 1.2e-06 1.3e-06 2e-06 1.4e-06 1.45e-06 1.35e-06 1.1e-06 1.4e-06 1.7e-06 1.4e-06 1.4e-06 1.4e-06 1.45e-06 1.45e-06 1.7e-06 1.65e-06 1.3e-06 8e-07 1.95e-06 1.4e-06 1.45e-06 1.4e-06 1.25e-06 1.85e-06 1.35e-06 1.4e-06 1.9e-06 1.45e-06 1.9e-06 1.5e-06 1.9e-06
31 1.65e-06 1.85e-06 1.75e-06 1.6e-06 1.7e-06 1.75e-06 1.6e-06 1.75e-06 1.45e-06 1.6e-06 2.2e-06 1.85e-06 1.5e-06 1.55e-06 1.65e-06 1.6e-06 1.4e-06 1.8e-06 1.85e-06 2.05e-06 1.4e-06 1.4e-06 2.15e-06 1.45e-06 1.9e-06 1.65e-06 1.6e-06 1.45e-06 1.75e-06 1.75e-06 1.4e-06 2.3e-06 1.8e-06 1.5e-06 1.6e-06 2e-06 1.6e-06 1.5e-06 2e-06 1.75e-06 1.5e-06 1.75e-06 1.7e-06 1.8e-06 1.9e-06 1.3e-06 1.7e-06 1.75e-06 2.05e-06 1.55e-06 1.95e-06
32 1.5e-06 1.6e-06 1.75e-06 1.8e-06 1.25e-06 1.95e-06 1.25e-06 1.55e-06 1.5e-06 2.05e-06 2.2e-06 1.55e-06 1.55e-06 1.7e-06 1.6e-06 1.65e-06 2e-06 1.4e-06 2e-06 1.95e-06 1.5e-06 1.75e-06 2e-06 1.65e-06 1.5e-06 1.1e-06 2e-06 1.85e-06 2e-06 1e-06 1.45e-06 1.8e-06 1.5e-06 1.1e-06 1.65e-06 2.15e-06 1.45e-06 1.55e-06 2e-06 1.5e-06 1.95e-06 1.25e-06 1.7e-06 2.2e-06 2.05e-06 1.35e-06 1.95e-06 1.95e-06 2.2e-06 1.1e-06 2.2e-06
33 1.55e-06 1.7e-06 1.5e-06 1.7e-06 1.3e-06 1.85e-06 1.4e-06 1.5e-06 1.5e-06 1.7e-06 2.15e-06 1.5e-06 1.25e-06 1.35e-06 1.35e-06 1.65e-06 1.75e-06 1.5e-06 1.9e-06 1.9e-06 1.15e-06 1.4e-06 2e-06 1.4e-06 1.6e-06 1e-06 1.9e-06 1.5e-06 1.8e-06 1.3e-06 1.45e-06 1.5e-06 1.1e-06 1.5e-06 1.35e-06 2.1e-06 1.5e-06 1.55e-06 2e-06 1.45e-06 1.6e-06 1.15e-06 1.65e-06 1.8e-06 1.95e-06 1.05e-06 1.65e-06 1.95e-06 2.1e-06 9.5e-07 2e-06
34 1.55e-06 1.75e-06 1.6e-06 1.7e-06 1.45e-06 1.8e-06 1.7e-06 1.5e-06 1.75e-06 1.5e-06 2.5e-06 1.85e-06 1.25e-06 1.55e-06 1.45e-06 1.85e-06 1.45e-06 1.65e-06 1.8e-06 2.3e-06 1.4e-06 1.3e-06 2.4e-06 1.4e-06 1.75e-06 1.4e-06 1.75e-06 1.6e-06 1.6e-06 1.55e-06 1.7e-06 1.6e-06 1.65e-06 1.35e-06 2.1e-06 2.1e-06 1.95e-06 1.8e-06 2.05e-06 1.55e-06 1.4e-06 1.55e-06 1.9e-06 1.55e-06 1.9e-06 1.05e-06 1.6e-06 1.75e-06 2.15e-06 1.4e-06 2.05e-06
35 1.95e-06 1.65e-06 1.8e-06 1.45e-06 1.8e-06 1.3e-06 1.85e-06 1.5e-06 1.7e-06 1.45e-06 1.8e-06 1.7e-06 2e-06 1.55e-06 1.9e-06 1.45e-06 1.9e-06 1.6e-06 1.05e-06 1.7e-06 1.75e-06 1.7e-06 1.8e-06 2e-06 1.6e-06 1.9e-06 1.6e-06 1.95e-06 1.65e-06 2.05e-06 1.65e-06 2e-06 2.15e-06 2.1e-06 2.1e-06 2e-06 1.7e-06 1.75e-06 1.7e-06 1.6e-06 1.65e-06 1.8e-06 1.65e-06 1.75e-06 1.05e-06 1.8e-06 1.8e-06 1.55e-06 1.85e-06 2.15e-06 1.7e-06
36 1.8e-06 1.85e-06 1.85e-06 1.9e-06 1.8e-06 2e-06 1.45e-06 1.75e-06 1.35e-06 2.15e-06 1.95e-06 1.25e-06 1.85e-06 1.75e-06 1.85e-06 1.45e-06 2.15e-06 1.8e-06 1.95e-06 1.4e-06 1.65e-06 1.95e-06 1.55e-06 1.65e-06 1.9e-06 1.45e-06 2e-06 1.8e-06 2.1e-06 1.6e-06 1.3e-06 1.6e-06 1.45e-06 1.5e-06 1.95e-06 1.7e-06 1.5e-06 1.4e-06 1.65e-06 1.65e-06 2.1e-06 1.45e-06 1.55e-06 2.35e-06 2.05e-06 1.65e-06 1.55e-06 2e-06 2.1e-06 1.55e-06 2.05e-06
