 slim_762269991 slim_762269990 slim_762269998 slim_762270008 slim_762269969 slim_762269993 slim_762270010 slim_762269970 slim_762270006 slim_762269996 slim_762270000 slim_762270009 slim_762269999 slim_762269966 slim_762269989 slim_762270003 slim_762269965 slim_762269977 slim_762270012 slim_762269979 slim_762269992 slim_762269982 slim_762269986 slim_762269974 slim_762269994 slim_762269997 slim_762269981 slim_762269973 slim_762269968 slim_762270004 slim_762269967 slim_762270002 slim_762269984 slim_762269972 slim_762270005 slim_762270001 slim_762270013 slim_762269971 slim_762269978 slim_762269987 slim_762270007 slim_762270011 slim_762269980 slim_762269988 slim_762269975 slim_762270014 slim_762269995 slim_762269983 slim_762269985 slim_762269964 slim_762269976
10 2.35e-06 1.9e-06 5.5e-07 2.5e-06 1.45e-06 2.5e-06 3.35e-06 2.2e-06 1.6e-06 2.95e-06 1e-06 2.25e-06 1.45e-06 2.65e-06 2.55e-06 2.05e-06 2.45e-06 1.1e-06 1.6e-06 1.75e-06 1.75e-06 2.6e-06 2.7e-06 1.3e-06 1.2e-06 1.45e-06 2.55e-06 2.3e-06 1.9e-06 2.1e-06 1.2e-06 1.85e-06 2e-06 1.5e-06 2.35e-06 1.2e-06 1.1e-06 1.75e-06 1.45e-06 1.15e-06 5.5e-07 1.95e-06 2.7e-06 8e-07 2.6e-06 2e-06 2.5e-06 2.45e-06 2.8e-06 2.35e-06 2.35e-06
11 2.15e-06 2.05e-06 2.25e-06 1.9e-06 2.7e-06 2.45e-06 1.65e-06 2.2e-06 1.9e-06 1.75e-06 2.25e-06 1e-06 2.8e-06 2.5e-06 2.25e-06 2.05e-06 2.35e-06 2.4e-06 2.85e-06 1.1e-06 1.6e-06 2.7e-06 1.55e-06 1.4e-06 2.6e-06 2.8e-06 2.35e-06 1e-06 1.65e-06 5.5e-07 2.55e-06 2.45e-06 3e-06 1.8e-06 1.05e-06 2.55e-06 2.5e-06 1.1e-06 1.6e-06 2.6e-06 2.25e-06 2.35e-06 1.55e-06 2.1e-06 2.45e-06 1.8e-06 2.35e-06 2.55e-06 1.55e-06 2.3e-06 2.05e-06
12 2.2e-06 2.3e-06 1.25e-06 2.4e-06 1.85e-06 2.55e-06 3.25e-06 2.05e-06 2e-06 2.85e-06 1.45e-06 2.8e-06 2.4e-06 2.15e-06 2.45e-06 2.45e-06 1.95e-06 1.4e-06 1.5e-06 2.35e-06 2.3e-06 2.35e-06 2.95e-06 2e-06 1.65e-06 1.2e-06 2.7e-06 2.7e-06 2.2e-06 2.75e-06 1.5e-06 1.5e-06 1.55e-06 1.9e-06 2.75e-06 1.35e-06 1.2e-06 2.35e-06 2.1e-06 1.45e-06 1.25e-06 2.1e-06 2.7e-06 1.5e-06 2.55e-06 2.4e-06 2.05e-06 1.75e-06 2.95e-06 2.15e-06 2.4e-06
13 2.35e-06 2.45e-06 2.5e-06 1.8e-06 2.6e-06 2.1e-06 2.25e-06 1.8e-06 2.15e-06 1.65e-06 2.65e-06 2.5e-06 2.15e-06 2.9e-06 2.2e-06 2.5e-06 1.95e-06 2.2e-06 2.3e-06 2.5e-06 2.45e-06 2.35e-06 2.35e-06 2.55e-06 2.5e-06 2.15e-06 2.55e-06 2.15e-06 2.3e-06 2.5e-06 2.3e-06 2.1e-06 2e-06 2.05e-06 2.2e-06 2.15e-06 2.05e-06 2.5e-06 2.65e-06 2.35e-06 2.5e-06 2.2e-06 1.75e-06 2.4e-06 2.3e-06 2.45e-06 1.75e-06 1.8e-06 2.2e-06 1.9e-06 2.15e-06
14 2.6e-06 2.4e-06 2.4e-06 1.95e-06 2.3e-06 2.3e-06 1.65e-06 2.1e-06 2.2e-06 2e-06 2.55e-06 2.25e-06 2.45e-06 2.2e-06 3.1e-06 2.5e-06 2.45e-06 2.05e-06 2.5e-06 2.45e-06 2.4e-06 2.3e-06 2.2e-06 2.5e-06 2.3e-06 2.45e-06 2.25e-06 2.25e-06 2.05e-06 2.5e-06 2e-06 2.4e-06 2e-06 2.1e-06 2.3e-06 2.3e-06 2.2e-06 2.45e-06 2.6e-06 2.05e-06 2.4e-06 2.1e-06 1.9e-06 2.4e-06 2.25e-06 2.3e-06 2.1e-06 2.25e-06 2.25e-06 2.15e-06 2.15e-06
15 2.55e-06 1.45e-06 1.9e-06 2.2e-06 2.1e-06 1.7e-06 2.75e-06 2.2e-06 1.9e-06 2.15e-06 2.05e-06 2.05e-06 2.45e-06 2.5e-06 2.5e-06 2.7e-06 2.7e-06 1.9e-06 2.5e-06 1.85e-06 2e-06 2.55e-06 2.25e-06 1.95e-06 1.9e-06 2.45e-06 2.25e-06 1.9e-06 2.05e-06 1.85e-06 2.05e-06 2.45e-06 2.55e-06 1.8e-06 1.95e-06 2.2e-06 2.1e-06 1.85e-06 1.95e-06 2.1e-06 1.9e-06 1.5e-06 2.05e-06 1.75e-06 2.3e-06 1.85e-06 2.5e-06 2.7e-06 2.25e-06 2.5e-06 2.25e-06
16 2.15e-06 2.6e-06 2.45e-06 2.05e-06 2.7e-06 2.5e-06 2.3e-06 2e-06 2.25e-06 2.05e-06 2.45e-06 2.35e-06 1.95e-06 1.95e-06 2.45e-06 2.7e-06 1.8e-06 2.35e-06 2.1e-06 2.5e-06 2.35e-06 2.15e-06 2.5e-06 2.4e-06 2.55e-06 1.95e-06 2.6e-06 2.15e-06 2.4e-06 2.3e-06 2.5e-06 2e-06 2.05e-06 2.15e-06 2.2e-06 2.2e-06 2.1e-06 2.5e-06 2.55e-06 2.55e-06 2.45e-06 2.4e-06 2e-06 2.5e-06 2.25e-06 2.5e-06 1.7e-06 1.3e-06 2.35e-06 1.5e-06 2.4e-06
17 2.15e-06 1.75e-06 8.5e-07 2e-06 1.3e-06 2.1e-06 3.05e-06 1.95e-06 1.6e-06 2.55e-06 1.1e-06 2.4e-06 1.4e-06 2.2e-06 2.05e-06 1.9e-06 2.35e-06 1.4e-06 1.45e-06 1.9e-06 1.8e-06 2.2e-06 2.55e-06 1.65e-06 1.2e-06 1.4e-06 2e-06 2.35e-06 1.7e-06 2.3e-06 9.5e-07 1.65e-06 1.45e-06 1.5e-06 2.4e-06 1.2e-06 1.1e-06 1.9e-06 1.7e-06 1e-06 8.5e-07 1.5e-06 2.4e-06 1e-06 2.25e-06 1.85e-06 2.1e-06 2.1e-06 2.55e-06 2.15e-06 2e-06
18 2e-06 2.35e-06 1.35e-06 2.45e-06 1.9e-06 2.6e-06 3.3e-06 2.1e-06 2.05e-06 2.9e-06 1.6e-06 2.85e-06 1.5e-06 2.3e-06 2.5e-06 2.5e-06 2.1e-06 1.45e-06 2.5e-06 2.4e-06 2.35e-06 2.3e-06 3e-06 2.15e-06 1.8e-06 1.5e-06 2.75e-06 2.75e-06 2.25e-06 2.8e-06 1.55e-06 1.65e-06 1.6e-06 1.95e-06 2.8e-06 1.45e-06 1.35e-06 2.4e-06 2.25e-06 1.6e-06 1.4e-06 2.15e-06 2.75e-06 1.55e-06 2.5e-06 2.45e-06 2.1e-06 1.7e-06 3e-06 2.2e-06 2.45e-06
19 2.05e-06 1.8e-06 1.65e-06 2.05e-06 2.2e-06 2.3e-06 2.5e-06 2.05e-06 1.65e-06 2.1e-06 1.75e-06 1.1e-06 2.35e-06 2.5e-06 2.45e-06 1.85e-06 2.5e-06 1.9e-06 2.4e-06 1.6e-06 1.55e-06 2.75e-06 1.85e-06 1.25e-06 2.15e-06 2.35e-06 2.35e-06 1.2e-06 1.55e-06 8e-07 2e-06 2.05e-06 2.6e-06 1.55e-06 1.25e-06 2.05e-06 2e-06 8e-07 1.4e-06 2.05e-06 1.65e-06 2.2e-06 1.85e-06 1.45e-06 2.55e-06 1.7e-06 2.4e-06 2.65e-06 2.05e-06 2.45e-06 2.05e-06
20 2.3e-06 1.95e-06 1.7e-06 1.95e-06 2.1e-06 2.25e-06 2.55e-06 2.15e-06 1.8e-06 2.15e-06 1.75e-06 1.6e-06 2.3e-06 2.45e-06 2.4e-06 2e-06 2.35e-06 1.8e-06 2.35e-06 1.55e-06 2.7e-06 2.55e-06 2.2e-06 1.55e-06 1.95e-06 2.3e-06 2.2e-06 1.6e-06 1.75e-06 1.35e-06 1.95e-06 2.25e-06 2.45e-06 1.7e-06 1.65e-06 2.05e-06 2e-06 1.55e-06 1.7e-06 2e-06 1.7e-06 1.95e-06 2e-06 1.65e-06 2.35e-06 1.8e-06 2.35e-06 2.5e-06 2.2e-06 2.3e-06 2.25e-06
21 2.5e-06 2.4e-06 2.45e-06 2.2e-06 1.95e-06 2.4e-06 2.75e-06 2.3e-06 2.4e-06 2.35e-06 2.6e-06 2.7e-06 2.35e-06 2.35e-06 2.3e-06 2.55e-06 2.15e-06 2.2e-06 2.3e-06 2.75e-06 2.55e-06 3.2e-06 2.7e-06 2.65e-06 2.25e-06 2.35e-06 2e-06 2.55e-06 2.3e-06 2.75e-06 2.15e-06 2.5e-06 2e-06 2.3e-06 2.6e-06 2.35e-06 2.25e-06 2.75e-06 2.75e-06 2.2e-06 2.45e-06 2.05e-06 2.3e-06 2.5e-06 2.15e-06 2.35e-06 2.15e-06 1.8e-06 2.6e-06 2.2e-06 2.65e-06
22 2.5e-06 2.1e-06 2.45e-06 1.9e-06 2.75e-06 2.3e-06 1.55e-06 2.05e-06 1.75e-06 1.5e-06 2.7e-06 1.55e-06 2.95e-06 2.35e-06 2.2e-06 2.25e-06 2.5e-06 2.55e-06 3e-06 1.85e-06 2.2e-06 2.7e-06 2e-06 2.05e-06 2.75e-06 2.95e-06 2.4e-06 1.3e-06 2.15e-06 1.5e-06 2.6e-06 3e-06 3.05e-06 1.65e-06 1.35e-06 2.75e-06 2.65e-06 1.85e-06 2.1e-06 2.65e-06 2.45e-06 2.4e-06 1.3e-06 2.4e-06 2.55e-06 2.15e-06 2.4e-06 2.7e-06 1.7e-06 2.35e-06 2.25e-06
23 2.1e-06 1.85e-06 1.15e-06 2.1e-06 1.95e-06 2.4e-06 2.7e-06 2.1e-06 1.55e-06 2.3e-06 1.3e-06 1.4e-06 2e-06 2.55e-06 2.5e-06 1.95e-06 2.4e-06 1.65e-06 2.15e-06 1.25e-06 1.55e-06 2.65e-06 2.05e-06 2.2e-06 1.75e-06 2e-06 2.35e-06 1.45e-06 1.65e-06 1.1e-06 1.75e-06 2.15e-06 2.5e-06 1.45e-06 1.5e-06 1.75e-06 1.65e-06 1.25e-06 1.25e-06 1.7e-06 1.15e-06 2.1e-06 2.05e-06 1.3e-06 2.55e-06 1.75e-06 2.45e-06 2.55e-06 2.2e-06 2.4e-06 2.25e-06
24 2.5e-06 1.8e-06 9.5e-07 2.35e-06 1.3e-06 2.05e-06 3.25e-06 2.3e-06 1.8e-06 2.65e-06 1.2e-06 2.6e-06 1.65e-06 2.5e-06 2.3e-06 1.9e-06 2.55e-06 1.2e-06 1.8e-06 2.15e-06 1.95e-06 2.25e-06 2.75e-06 1.75e-06 1.8e-06 1.65e-06 2.1e-06 2.55e-06 1.95e-06 2.5e-06 1.2e-06 2.1e-06 1.85e-06 1.7e-06 2.6e-06 1.5e-06 1.35e-06 2.15e-06 1.75e-06 1.15e-06 9.5e-07 1.6e-06 2.6e-06 1.15e-06 2.05e-06 1.65e-06 2.45e-06 2.5e-06 2.75e-06 2.35e-06 2.3e-06
25 2.2e-06 2.3e-06 1.25e-06 2.4e-06 1.85e-06 2.55e-06 3.25e-06 2.05e-06 2e-06 2.85e-06 1.45e-06 2.8e-06 1.2e-06 2.15e-06 2.45e-06 2.45e-06 1.95e-06 1.4e-06 1.5e-06 2.35e-06 2.3e-06 2.35e-06 2.95e-06 2e-06 1.65e-06 2.4e-06 2.7e-06 2.7e-06 2.2e-06 2.75e-06 1.5e-06 1.5e-06 1.55e-06 1.9e-06 2.75e-06 1.35e-06 1.2e-06 2.35e-06 2.1e-06 1.45e-06 1.25e-06 2.1e-06 2.7e-06 1.5e-06 2.55e-06 2.4e-06 2.05e-06 1.75e-06 2.95e-06 2.15e-06 2.4e-06
26 2.7e-06 2.1e-06 2.35e-06 1.95e-06 1.8e-06 2.2e-06 2.7e-06 2.45e-06 2.25e-06 2.2e-06 2.55e-06 2.35e-06 2.7e-06 2.55e-06 2.25e-06 2.25e-06 2.6e-06 2e-06 2.75e-06 2.35e-06 2.2e-06 2e-06 2.4e-06 2.35e-06 2.1e-06 2.7e-06 2.8e-06 2.2e-06 2e-06 2.2e-06 2.05e-06 2.8e-06 2.35e-06 2.15e-06 2.25e-06 2.55e-06 2.45e-06 2.35e-06 2.4e-06 2.1e-06 2.35e-06 1.85e-06 2.15e-06 2.4e-06 2.25e-06 1.95e-06 2.5e-06 2.7e-06 2.35e-06 2.5e-06 2.45e-06
27 2.05e-06 1.85e-06 2.2e-06 1.6e-06 2.6e-06 2.1e-06 1.7e-06 1.65e-06 1.45e-06 1.3e-06 2.3e-06 1e-06 2.7e-06 2.15e-06 2.25e-06 1.9e-06 2.15e-06 2.35e-06 2.75e-06 1.2e-06 1.6e-06 2.55e-06 1.3e-06 1.45e-06 2.55e-06 2.7e-06 2.2e-06 1.3e-06 1.65e-06 6.5e-07 2.45e-06 2.5e-06 2.85e-06 1.35e-06 7e-07 2.4e-06 2.35e-06 1.2e-06 1.6e-06 2.5e-06 2.2e-06 2.2e-06 1e-06 2.1e-06 2.3e-06 1.75e-06 2.1e-06 2.4e-06 1.5e-06 2.1e-06 2.05e-06
28 2.15e-06 1.95e-06 1.8e-06 1.8e-06 1.95e-06 2.25e-06 2.55e-06 2e-06 1.85e-06 2.15e-06 1.9e-06 1.65e-06 2.2e-06 2.3e-06 2.05e-06 2.05e-06 2.4e-06 1.7e-06 2.25e-06 1.55e-06 1.75e-06 2.3e-06 2.15e-06 1.65e-06 1.95e-06 2.2e-06 2e-06 1.65e-06 2.9e-06 1.45e-06 1.65e-06 2.05e-06 1.95e-06 1.75e-06 1.7e-06 1.95e-06 1.9e-06 1.55e-06 1.8e-06 1.7e-06 1.8e-06 1.9e-06 2e-06 1.75e-06 2.3e-06 1.75e-06 2.2e-06 2.3e-06 2.2e-06 2.35e-06 2.15e-06
29 1.95e-06 1.85e-06 2.05e-06 1.75e-06 2.6e-06 2.35e-06 2.05e-06 2.05e-06 1.65e-06 1.7e-06 2.1e-06 5.5e-07 2.75e-06 2.5e-06 2.5e-06 1.85e-06 2.3e-06 2.3e-06 2.8e-06 8e-07 1.35e-06 2.75e-06 1.5e-06 1.1e-06 2.5e-06 2.75e-06 2.2e-06 6.5e-07 1.45e-06 2e-07 2.45e-06 2.45e-06 3.05e-06 1.55e-06 7e-07 2.45e-06 2.4e-06 8e-07 1.25e-06 2.5e-06 2.05e-06 2.25e-06 1.45e-06 1.9e-06 2.5e-06 1.55e-06 2.4e-06 2.65e-06 1.6e-06 2.4e-06 2.15e-06
30 2.25e-06 1.85e-06 9e-07 2.1e-06 1.2e-06 2.2e-06 3.2e-06 2.05e-06 1.55e-06 2.65e-06 1.2e-06 2.55e-06 1.5e-06 2.3e-06 2e-06 2.05e-06 2.5e-06 9.5e-07 1.55e-06 2e-06 1.95e-06 2.15e-06 2.6e-06 1.75e-06 1.2e-06 1.5e-06 2.05e-06 2.45e-06 1.65e-06 2.45e-06 1.5e-06 1.8e-06 1.4e-06 1.55e-06 2.5e-06 1.3e-06 1.2e-06 2e-06 1.8e-06 9e-07 9e-07 1.65e-06 2.5e-06 1.05e-06 2.3e-06 1.85e-06 2.25e-06 2.25e-06 2.7e-06 2.3e-06 2.15e-06
31 2.1e-06 2.4e-06 1.85e-06 2.35e-06 2.2e-06 2.6e-06 3.05e-06 1.9e-06 2.25e-06 2.8e-06 1.85e-06 2.45e-06 1.5e-06 2.1e-06 2.4e-06 2.45e-06 2e-06 1.65e-06 1.65e-06 2.05e-06 2.25e-06 2.5e-06 3e-06 2.15e-06 2.1e-06 1.5e-06 2.8e-06 2.5e-06 2.05e-06 2.45e-06 1.8e-06 2e-06 1.45e-06 2.15e-06 2.55e-06 1.5e-06 1.45e-06 2.05e-06 2.35e-06 1.85e-06 1.85e-06 2.25e-06 2.65e-06 1.8e-06 2.55e-06 2.45e-06 1.85e-06 1.65e-06 2.9e-06 2.2e-06 2.25e-06
32 2.25e-06 2.4e-06 1.9e-06 2.1e-06 1.85e-06 2.4e-06 3.1e-06 1.9e-06 2.3e-06 2.7e-06 2e-06 3e-06 1.55e-06 2e-06 2e-06 2.55e-06 2.05e-06 1.45e-06 1.6e-06 2.6e-06 2.45e-06 2e-06 3.05e-06 2.5e-06 1.85e-06 1.55e-06 2.35e-06 2.85e-06 1.95e-06 3.05e-06 1.4e-06 1.45e-06 1.7e-06 2.2e-06 2.9e-06 1.5e-06 1.45e-06 2.6e-06 2.65e-06 1.45e-06 1.9e-06 1.9e-06 2.65e-06 1.95e-06 2.3e-06 2.4e-06 1.75e-06 1.45e-06 2.95e-06 2.1e-06 2.3e-06
33 2.05e-06 1.65e-06 1.2e-06 1.8e-06 1.75e-06 1.95e-06 2.25e-06 1.6e-06 1.15e-06 1.7e-06 1.5e-06 1.8e-06 1.9e-06 2.05e-06 2.1e-06 1.8e-06 2.15e-06 1.5e-06 1.95e-06 1.55e-06 1.7e-06 2.3e-06 1.65e-06 1.45e-06 1.7e-06 1.9e-06 2.15e-06 1.35e-06 1.75e-06 1.55e-06 1.55e-06 2.15e-06 2.2e-06 2.1e-06 1.4e-06 1.65e-06 1.55e-06 1.55e-06 1.5e-06 1.6e-06 1.2e-06 1.85e-06 1.4e-06 1.3e-06 2.2e-06 1.75e-06 2.05e-06 2.25e-06 1.9e-06 1.95e-06 1.95e-06
34 2.1e-06 1.9e-06 2.25e-06 1.65e-06 2.65e-06 2.15e-06 1.75e-06 1.7e-06 1.5e-06 1.35e-06 2.35e-06 1.05e-06 2.75e-06 2.2e-06 2.3e-06 1.95e-06 2.2e-06 2.4e-06 2.8e-06 1.25e-06 1.65e-06 2.6e-06 1.35e-06 1.5e-06 2.6e-06 2.75e-06 2.25e-06 7e-07 1.7e-06 7e-07 2.5e-06 2.55e-06 2.9e-06 1.4e-06 1.4e-06 2.45e-06 2.4e-06 1.25e-06 1.65e-06 2.55e-06 2.25e-06 2.25e-06 1.05e-06 2.15e-06 2.35e-06 1.8e-06 2.15e-06 2.45e-06 1.55e-06 2.15e-06 2.1e-06
35 2.15e-06 2.05e-06 1.05e-06 2.25e-06 1.65e-06 2.35e-06 3.1e-06 1.65e-06 1.75e-06 2.7e-06 1.2e-06 2.55e-06 1.35e-06 2.15e-06 2.3e-06 2.2e-06 2.2e-06 1.2e-06 1.45e-06 2.05e-06 2.05e-06 2.35e-06 2.75e-06 1.75e-06 1.5e-06 1.35e-06 2.55e-06 2.4e-06 1.95e-06 2.45e-06 1.3e-06 1.5e-06 1.5e-06 1.65e-06 2.45e-06 1.9e-06 1e-06 2.05e-06 1.9e-06 1.3e-06 1.05e-06 1.9e-06 2.5e-06 1.25e-06 2.5e-06 2.2e-06 2e-06 1.85e-06 2.8e-06 2.15e-06 2.25e-06
36 2.05e-06 1.95e-06 9e-07 2.15e-06 1.55e-06 2.25e-06 3e-06 1.7e-06 1.65e-06 2.6e-06 1.1e-06 2.5e-06 1.2e-06 2.05e-06 2.2e-06 2.1e-06 2.1e-06 1.1e-06 1.35e-06 2e-06 2e-06 2.25e-06 2.65e-06 1.65e-06 1.35e-06 1.2e-06 2.45e-06 2.35e-06 1.9e-06 2.4e-06 1.2e-06 1.45e-06 1.45e-06 1.55e-06 2.4e-06 1e-06 1.7e-06 2e-06 1.75e-06 1.15e-06 9e-07 1.8e-06 2.4e-06 1.15e-06 2.4e-06 2.1e-06 1.95e-06 1.8e-06 2.7e-06 2.05e-06 2.15e-06
