 slim_762018558 slim_762018567 slim_762018539 slim_762018565 slim_762018547 slim_762018536 slim_762018551 slim_762018554 slim_762018535 slim_762018571 slim_762018548 slim_762018546 slim_762018538 slim_762018544 slim_762018531 slim_762018532 slim_762018568 slim_762018569 slim_762018552 slim_762018575 slim_762018553 slim_762018559 slim_762018573 slim_762018562 slim_762018556 slim_762018533 slim_762018560 slim_762018537 slim_762018557 slim_762018549 slim_762018542 slim_762018572 slim_762018563 slim_762018543 slim_762018566 slim_762018540 slim_762018564 slim_762018550 slim_762018574 slim_762018570 slim_762018534 slim_762018541 slim_762018561 slim_762018545 slim_762018555
10 2.3e-06 2.6e-06 2.35e-06 1.4e-06 1.25e-06 1.6e-06 2.15e-06 2.1e-06 1.75e-06 1.4e-06 1.8e-06 2.1e-06 2.55e-06 2.1e-06 1.65e-06 1.45e-06 1.05e-06 1.65e-06 1.7e-06 1.4e-06 1.65e-06 1.75e-06 2.2e-06 1.7e-06 2e-06 1.4e-06 1.45e-06 1.2e-06 2.35e-06 1.45e-06 2.8e-06 9.5e-07 1.4e-06 1.6e-06 1.3e-06 2.85e-06 1.4e-06 1e-06 2.35e-06 1.65e-06 1.85e-06 1.6e-06 1.75e-06 1.75e-06 2.1e-06
11 1.65e-06 2.15e-06 1.7e-06 2.3e-06 1.7e-06 2.1e-06 1.7e-06 1.95e-06 1.95e-06 2.3e-06 2.1e-06 3.1e-06 2.05e-06 1.55e-06 1.8e-06 1.75e-06 2.45e-06 2.1e-06 1.7e-06 2.3e-06 1.75e-06 1.8e-06 1.65e-06 1.75e-06 1.7e-06 2.05e-06 2e-06 2.45e-06 1.8e-06 2.35e-06 2.7e-06 2.3e-06 2e-06 2e-06 1.65e-06 2.2e-06 2.3e-06 2.45e-06 1.7e-06 1.75e-06 1.9e-06 2e-06 1.95e-06 1.95e-06 1.95e-06
12 1.65e-06 2.05e-06 1.7e-06 2.75e-06 2.25e-06 2.4e-06 2.1e-06 2.1e-06 2.35e-06 2.75e-06 2.55e-06 2.05e-06 3.3e-06 2.05e-06 2.3e-06 2.2e-06 3.05e-06 2.4e-06 1.85e-06 2.75e-06 1.9e-06 1.95e-06 1.7e-06 1.9e-06 2.1e-06 2.65e-06 2.1e-06 2.95e-06 1.8e-06 2.8e-06 2.45e-06 2.9e-06 2.1e-06 2.3e-06 2.2e-06 2.25e-06 2.75e-06 3.05e-06 1.7e-06 1.9e-06 2.1e-06 2.3e-06 2.25e-06 2.35e-06 2.1e-06
13 1.65e-06 2.15e-06 1.7e-06 2.3e-06 1.7e-06 2.1e-06 1.7e-06 1.95e-06 1.95e-06 2.3e-06 2.1e-06 1.55e-06 2.05e-06 3.1e-06 1.8e-06 1.75e-06 2.45e-06 2.1e-06 1.7e-06 2.3e-06 1.75e-06 1.8e-06 1.65e-06 1.75e-06 1.7e-06 2.05e-06 2e-06 2.45e-06 1.8e-06 2.35e-06 2.7e-06 2.3e-06 2e-06 2e-06 1.65e-06 2.2e-06 2.3e-06 2.45e-06 1.7e-06 1.75e-06 1.9e-06 2e-06 1.95e-06 1.95e-06 1.95e-06
14 2.6e-06 2.35e-06 2.65e-06 1.75e-06 1.25e-06 1.65e-06 1.75e-06 2.15e-06 2.2e-06 1.75e-06 1.65e-06 1.8e-06 2.3e-06 1.8e-06 1.4e-06 1.05e-06 1.9e-06 2.25e-06 2e-06 1.75e-06 2e-06 2.1e-06 2.5e-06 2.05e-06 1.85e-06 1.2e-06 1.7e-06 1.9e-06 2.45e-06 1.8e-06 2.05e-06 1.75e-06 1.7e-06 2.2e-06 1.2e-06 2.4e-06 1.75e-06 1.9e-06 2.65e-06 2e-06 2e-06 2.2e-06 1.8e-06 2.2e-06 2.15e-06
15 2.4e-06 2.35e-06 2.45e-06 1.45e-06 1.15e-06 1.35e-06 1.8e-06 1.85e-06 2.05e-06 1.45e-06 1.45e-06 1.75e-06 2.2e-06 1.75e-06 1.05e-06 1.4e-06 1.7e-06 2.05e-06 1.8e-06 1.45e-06 1.8e-06 1.9e-06 2.3e-06 1.85e-06 1.65e-06 1.25e-06 1.6e-06 1.65e-06 2.25e-06 1.5e-06 2e-06 1.55e-06 1.6e-06 2e-06 1.1e-06 2.4e-06 1.45e-06 1.7e-06 2.45e-06 1.8e-06 1.8e-06 2e-06 1.7e-06 2.05e-06 1.85e-06
16 3e-06 3e-06 3.05e-06 1.05e-06 1.8e-06 2e-06 2.65e-06 2.45e-06 1.7e-06 1.05e-06 1.05e-06 2.45e-06 3.05e-06 2.45e-06 1.9e-06 1.7e-06 4e-07 1.65e-06 2.45e-06 1.05e-06 2.4e-06 2.5e-06 2.9e-06 2.45e-06 2.45e-06 1.25e-06 2.05e-06 6.5e-07 3.05e-06 1.05e-06 3e-06 3e-07 2e-06 1.6e-06 1.75e-06 3.2e-06 1.05e-06 2.5e-07 3.05e-06 2.4e-06 2.1e-06 1.6e-06 2.5e-06 1.7e-06 2.45e-06
17 1.6e-06 2.6e-06 1.65e-06 2e-06 2e-06 2.25e-06 2.2e-06 2.05e-06 1.75e-06 2e-06 1.65e-06 2.1e-06 2.4e-06 2.1e-06 2.25e-06 2.05e-06 1.65e-06 3e-06 1.7e-06 2e-06 1.6e-06 1.75e-06 1.65e-06 1.7e-06 1.95e-06 2e-06 2.1e-06 1.8e-06 1.95e-06 2.05e-06 3.4e-06 1.55e-06 2.05e-06 1.55e-06 1.95e-06 2.85e-06 2e-06 1.6e-06 1.65e-06 1.6e-06 1.8e-06 1.55e-06 2.1e-06 1.75e-06 2.05e-06
18 8.5e-07 2.1e-06 9e-07 2.4e-06 1.6e-06 1.8e-06 1.6e-06 1.65e-06 1.8e-06 2.4e-06 1.7e-06 1.7e-06 1.85e-06 1.7e-06 2e-06 1.8e-06 2.45e-06 1.7e-06 1.7e-06 2.4e-06 9.5e-07 1e-06 9e-07 9.5e-07 1.45e-06 2.15e-06 1.55e-06 2.35e-06 1.15e-06 2.45e-06 3.15e-06 2.3e-06 1.55e-06 1.6e-06 1.55e-06 2.4e-06 2.4e-06 2.45e-06 9e-07 9.5e-07 1.5e-06 1.6e-06 1.35e-06 1.8e-06 1.65e-06
19 3e-06 2.75e-06 3.05e-06 9e-07 1.8e-06 1.45e-06 2.4e-06 1.95e-06 1.9e-06 9.5e-07 1.4e-06 2.3e-06 2.75e-06 2.3e-06 1.75e-06 1.45e-06 1.05e-06 2e-06 2.4e-06 1.8e-06 2.4e-06 2.5e-06 2.9e-06 2.45e-06 2.4e-06 1.45e-06 1.95e-06 1.15e-06 2.9e-06 9.5e-07 2.55e-06 9.5e-07 1.95e-06 1.95e-06 1.75e-06 2.9e-06 9e-07 1e-06 3.05e-06 2.4e-06 2.25e-06 1.95e-06 2.35e-06 1.9e-06 1.95e-06
20 9e-07 2.2e-06 9.5e-07 2.4e-06 1.55e-06 1.85e-06 1.7e-06 1.7e-06 1.85e-06 2.4e-06 1.65e-06 1.75e-06 1.9e-06 1.75e-06 2e-06 1.8e-06 2.4e-06 1.6e-06 9.5e-07 2.4e-06 1.6e-06 1e-06 9.5e-07 9.5e-07 1.5e-06 2.15e-06 1.55e-06 2.3e-06 1.25e-06 2.45e-06 3.2e-06 2.25e-06 1.5e-06 1.6e-06 1.5e-06 2.5e-06 2.4e-06 2.4e-06 9.5e-07 8.5e-07 1.55e-06 1.6e-06 1.35e-06 1.85e-06 1.7e-06
21 9e-07 2.25e-06 9.5e-07 2.5e-06 1.65e-06 1.95e-06 1.75e-06 1.75e-06 1.9e-06 2.5e-06 1.75e-06 1.8e-06 1.95e-06 1.8e-06 2.1e-06 1.9e-06 2.5e-06 1.75e-06 1e-06 2.5e-06 1e-06 1.8e-06 9e-07 9e-07 1.55e-06 2.25e-06 1.65e-06 2.4e-06 1.25e-06 2.55e-06 3.3e-06 2.35e-06 1.6e-06 1.65e-06 1.55e-06 2.55e-06 2.5e-06 2.5e-06 9.5e-07 9.5e-07 1.6e-06 1.65e-06 1.35e-06 1.9e-06 1.75e-06
22 2e-07 2.1e-06 2.5e-07 2.9e-06 2.1e-06 2.4e-06 1.65e-06 1.6e-06 1.75e-06 2.9e-06 2.2e-06 1.65e-06 1.7e-06 1.65e-06 2.5e-06 2.3e-06 2.9e-06 1.65e-06 9e-07 2.9e-06 9.5e-07 9e-07 4e-07 8.5e-07 1.4e-06 2.65e-06 2.1e-06 2.8e-06 7e-07 2.95e-06 3.7e-06 2.75e-06 2.05e-06 1.5e-06 2e-06 2.4e-06 2.9e-06 2.9e-06 2.5e-07 9e-07 1.45e-06 1.5e-06 1.55e-06 1.75e-06 1.6e-06
23 8.5e-07 2.2e-06 9e-07 2.45e-06 1.6e-06 1.9e-06 1.7e-06 1.7e-06 1.85e-06 2.45e-06 1.7e-06 1.75e-06 1.9e-06 1.75e-06 2.05e-06 1.85e-06 2.45e-06 1.7e-06 9.5e-07 2.45e-06 9.5e-07 9e-07 8.5e-07 1.7e-06 1.5e-06 2.2e-06 1.6e-06 2.35e-06 1.2e-06 2.5e-06 3.25e-06 2.3e-06 1.55e-06 1.6e-06 1.5e-06 2.5e-06 2.45e-06 2.45e-06 9e-07 9e-07 1.55e-06 1.6e-06 1.3e-06 1.85e-06 1.7e-06
24 1.35e-06 2.25e-06 1.4e-06 2.4e-06 1.75e-06 2.1e-06 1.65e-06 1.9e-06 1.95e-06 2.4e-06 2e-06 1.7e-06 2.1e-06 1.7e-06 1.85e-06 1.65e-06 2.45e-06 1.95e-06 1.45e-06 2.4e-06 1.5e-06 1.55e-06 1.4e-06 1.5e-06 2.7e-06 1.95e-06 2.1e-06 2.45e-06 1.5e-06 2.45e-06 3.05e-06 2.3e-06 2.1e-06 1.85e-06 1.7e-06 2.4e-06 2.4e-06 2.45e-06 1.4e-06 1.5e-06 1.6e-06 1.85e-06 1.75e-06 1.95e-06 1.9e-06
25 2.75e-06 2.5e-06 2.8e-06 1.45e-06 1.55e-06 1.75e-06 1.9e-06 2.25e-06 1.9e-06 1.45e-06 1.4e-06 2.05e-06 2.65e-06 2.05e-06 1.2e-06 1.25e-06 1.25e-06 2e-06 2.15e-06 1.45e-06 2.15e-06 2.25e-06 2.65e-06 2.2e-06 1.95e-06 1.9e-06 2e-06 1.4e-06 2.6e-06 1.5e-06 2.55e-06 1.05e-06 2e-06 1.95e-06 1.5e-06 2.65e-06 1.45e-06 1.25e-06 2.8e-06 2.15e-06 1.9e-06 1.95e-06 1.95e-06 1.9e-06 2.25e-06
26 2.2e-06 2.2e-06 2.25e-06 1.95e-06 1.3e-06 1.55e-06 2.15e-06 2.1e-06 2.15e-06 1.95e-06 1.45e-06 2e-06 2.1e-06 2e-06 1.7e-06 1.6e-06 2.05e-06 2.1e-06 1.55e-06 1.95e-06 1.55e-06 1.65e-06 2.1e-06 1.6e-06 2.1e-06 2e-06 1.6e-06 2e-06 2.2e-06 2e-06 2.1e-06 1.95e-06 8e-07 2.05e-06 1.25e-06 2.45e-06 1.95e-06 2e-06 2.25e-06 1.55e-06 2.15e-06 2.05e-06 1.6e-06 2.15e-06 2.1e-06
27 2.9e-06 2.9e-06 2.95e-06 1.15e-06 1.8e-06 1.85e-06 2.6e-06 2.3e-06 1.85e-06 1.15e-06 1.2e-06 2.45e-06 2.95e-06 2.45e-06 1.9e-06 1.65e-06 6.5e-07 1.8e-06 2.35e-06 1.15e-06 2.3e-06 2.4e-06 2.8e-06 2.35e-06 2.45e-06 1.4e-06 2e-06 1.2e-06 2.95e-06 1.15e-06 2.95e-06 6.5e-07 1.95e-06 1.75e-06 1.75e-06 3.2e-06 1.15e-06 6.5e-07 2.95e-06 2.3e-06 2.2e-06 1.75e-06 2.4e-06 1.85e-06 2.3e-06
28 6.5e-07 2.1e-06 7e-07 2.9e-06 2.25e-06 2.35e-06 1.65e-06 1.75e-06 1.9e-06 2.9e-06 2.35e-06 1.8e-06 1.8e-06 1.8e-06 2.45e-06 2.25e-06 3.05e-06 1.95e-06 1.15e-06 2.9e-06 1.25e-06 1.25e-06 7e-07 1.2e-06 1.5e-06 2.6e-06 2.2e-06 2.95e-06 1.3e-06 2.95e-06 3.6e-06 2.9e-06 2.2e-06 1.8e-06 2.2e-06 2.4e-06 2.9e-06 3.05e-06 7e-07 1.25e-06 1.5e-06 1.8e-06 1.65e-06 1.9e-06 1.75e-06
29 3.05e-06 2.8e-06 3.1e-06 9.5e-07 1.85e-06 1.5e-06 2.45e-06 2e-06 1.95e-06 1e-06 1.45e-06 2.35e-06 2.8e-06 2.35e-06 1.8e-06 1.5e-06 1.05e-06 2.05e-06 2.45e-06 9.5e-07 2.45e-06 2.55e-06 2.95e-06 2.5e-06 2.45e-06 1.5e-06 2e-06 1.15e-06 2.95e-06 1.9e-06 2.6e-06 1e-06 2e-06 2e-06 1.8e-06 2.95e-06 9.5e-07 1e-06 3.1e-06 2.45e-06 2.3e-06 2e-06 2.4e-06 1.95e-06 2e-06
30 3.8e-06 2.55e-06 3.85e-06 2.55e-06 2.25e-06 2.45e-06 2.95e-06 3e-06 3.25e-06 2.55e-06 2.8e-06 2.7e-06 2.45e-06 2.7e-06 2.05e-06 2e-06 3e-06 3.4e-06 3.15e-06 2.55e-06 3.2e-06 3.3e-06 3.7e-06 3.25e-06 3.05e-06 2.55e-06 2.1e-06 2.95e-06 3.6e-06 2.6e-06 1.6e-06 2.85e-06 2.15e-06 3.35e-06 2.2e-06 2.2e-06 2.55e-06 3e-06 3.85e-06 3.2e-06 3.15e-06 3.35e-06 3e-06 3.25e-06 3e-06
31 2.85e-06 2.85e-06 2.9e-06 9.5e-07 1.65e-06 1.85e-06 2.5e-06 2.3e-06 1.6e-06 9.5e-07 9.5e-07 2.3e-06 2.9e-06 2.3e-06 1.75e-06 1.55e-06 3e-07 1.55e-06 2.3e-06 9.5e-07 2.25e-06 2.35e-06 2.75e-06 2.3e-06 2.3e-06 1.05e-06 1.95e-06 6.5e-07 2.9e-06 1e-06 2.85e-06 3e-07 1.9e-06 1.5e-06 1.6e-06 3.05e-06 9.5e-07 2.5e-07 2.9e-06 2.25e-06 1.95e-06 1.5e-06 2.35e-06 1.6e-06 2.3e-06
32 2.15e-06 2.25e-06 2.2e-06 1.95e-06 1.25e-06 1.6e-06 2.2e-06 2.1e-06 2.15e-06 1.95e-06 1.4e-06 2e-06 2.1e-06 2e-06 1.7e-06 1.6e-06 2e-06 2.05e-06 1.55e-06 1.95e-06 1.5e-06 1.6e-06 2.05e-06 1.55e-06 2.1e-06 2e-06 8e-07 1.95e-06 2.2e-06 2e-06 2.15e-06 1.9e-06 1.5e-06 2e-06 1.2e-06 2.5e-06 1.95e-06 1.95e-06 2.2e-06 1.5e-06 2.15e-06 2e-06 1.6e-06 2.15e-06 2.1e-06
33 1.45e-06 2.5e-06 1.5e-06 1.95e-06 1.95e-06 2.2e-06 2.1e-06 1.95e-06 1.65e-06 1.95e-06 1.6e-06 2e-06 2.3e-06 2e-06 2.2e-06 2e-06 1.6e-06 1.55e-06 1.6e-06 1.95e-06 1.6e-06 1.65e-06 1.5e-06 1.6e-06 1.85e-06 1.95e-06 2.05e-06 1.75e-06 1.8e-06 2e-06 3.35e-06 1.5e-06 2e-06 2.9e-06 1.9e-06 2.75e-06 1.95e-06 1.55e-06 1.5e-06 1.6e-06 1.7e-06 1.45e-06 2.05e-06 1.65e-06 1.95e-06
34 2.15e-06 2.45e-06 2.2e-06 1.75e-06 8.5e-07 1.5e-06 1.95e-06 2e-06 2.1e-06 1.75e-06 1.3e-06 1.65e-06 2.2e-06 1.65e-06 1.2e-06 1.1e-06 1.75e-06 1.95e-06 1.55e-06 1.75e-06 1.5e-06 1.55e-06 2e-06 1.5e-06 1.7e-06 1.5e-06 1.25e-06 1.75e-06 2.2e-06 1.8e-06 2.2e-06 1.6e-06 1.2e-06 1.9e-06 1.5e-06 2.5e-06 1.75e-06 1.75e-06 2.2e-06 1.45e-06 1.9e-06 1.9e-06 1.55e-06 2.1e-06 2e-06
35 2.4e-06 2.15e-06 2.45e-06 2.9e-06 2.55e-06 2.65e-06 2.1e-06 2.55e-06 2.5e-06 2.9e-06 2.85e-06 2.2e-06 2.25e-06 2.2e-06 2.4e-06 2.4e-06 3.2e-06 2.85e-06 2.4e-06 2.9e-06 2.5e-06 2.55e-06 2.4e-06 2.5e-06 2.4e-06 2.65e-06 2.45e-06 3.2e-06 2.4e-06 2.95e-06 2.2e-06 3.05e-06 2.5e-06 2.75e-06 2.5e-06 3.8e-06 2.9e-06 3.2e-06 2.45e-06 2.5e-06 2.5e-06 2.75e-06 2.5e-06 2.5e-06 2.55e-06
36 3e-06 2.75e-06 3.05e-06 9e-07 1.8e-06 1.45e-06 2.4e-06 1.95e-06 1.9e-06 9.5e-07 1.4e-06 2.3e-06 2.75e-06 2.3e-06 1.75e-06 1.45e-06 1.05e-06 2e-06 2.4e-06 9e-07 2.4e-06 2.5e-06 2.9e-06 2.45e-06 2.4e-06 1.45e-06 1.95e-06 1.15e-06 2.9e-06 9.5e-07 2.55e-06 9.5e-07 1.95e-06 1.95e-06 1.75e-06 2.9e-06 1.8e-06 1e-06 3.05e-06 2.4e-06 2.25e-06 1.95e-06 2.35e-06 1.9e-06 1.95e-06
37 3e-06 3e-06 3.05e-06 1e-06 1.8e-06 2e-06 2.65e-06 2.45e-06 1.65e-06 1e-06 1e-06 2.45e-06 3.05e-06 2.45e-06 1.9e-06 1.7e-06 2.5e-07 1.6e-06 2.45e-06 1e-06 2.4e-06 2.5e-06 2.9e-06 2.45e-06 2.45e-06 1.25e-06 2e-06 6.5e-07 3.05e-06 1e-06 3e-06 2.5e-07 1.95e-06 1.55e-06 1.75e-06 3.2e-06 1e-06 2e-07 3.05e-06 2.4e-06 2.1e-06 1.55e-06 2.5e-06 1.65e-06 2.45e-06
38 5e-08 2.15e-06 1e-07 3.05e-06 2.25e-06 2.55e-06 1.7e-06 1.6e-06 1.8e-06 3.05e-06 2.35e-06 1.7e-06 1.7e-06 1.7e-06 2.65e-06 2.45e-06 3.05e-06 1.65e-06 9e-07 3.05e-06 9.5e-07 9.5e-07 2.5e-07 9e-07 1.4e-06 2.8e-06 2.25e-06 2.95e-06 7e-07 3.1e-06 3.85e-06 2.9e-06 2.2e-06 1.5e-06 2.2e-06 2.45e-06 3.05e-06 3.05e-06 1e-07 9.5e-07 1.45e-06 1.5e-06 1.75e-06 1.8e-06 1.6e-06
39 9e-07 2.2e-06 9.5e-07 2.4e-06 1.55e-06 1.85e-06 1.7e-06 1.7e-06 1.85e-06 2.4e-06 1.65e-06 1.75e-06 1.9e-06 1.75e-06 2e-06 1.8e-06 2.4e-06 1.6e-06 9.5e-07 2.4e-06 8.5e-07 9.5e-07 9e-07 9e-07 1.5e-06 2.15e-06 1.55e-06 2.3e-06 1.25e-06 2.45e-06 3.2e-06 2.25e-06 1.5e-06 1.6e-06 1.45e-06 2.5e-06 2.4e-06 2.4e-06 9.5e-07 1.6e-06 1.55e-06 1.6e-06 1.3e-06 1.85e-06 1.7e-06
40 1.4e-06 2.25e-06 1.45e-06 2.25e-06 1.95e-06 2.15e-06 1.8e-06 1.95e-06 1.8e-06 2.25e-06 1.85e-06 1.9e-06 2.1e-06 1.9e-06 2e-06 1.8e-06 2.1e-06 1.8e-06 1.5e-06 2.25e-06 1.55e-06 1.6e-06 1.45e-06 1.55e-06 1.6e-06 1.9e-06 2.15e-06 2.2e-06 1.5e-06 2.3e-06 3.15e-06 1.95e-06 2.15e-06 1.7e-06 1.9e-06 2.5e-06 2.25e-06 2.1e-06 1.45e-06 1.55e-06 2.8e-06 1.7e-06 1.8e-06 1.8e-06 1.95e-06
41 1.45e-06 2.5e-06 1.5e-06 1.95e-06 1.95e-06 2.2e-06 2.1e-06 1.95e-06 1.65e-06 1.95e-06 1.6e-06 2e-06 2.3e-06 2e-06 2.2e-06 2e-06 1.6e-06 1.55e-06 1.6e-06 1.95e-06 1.6e-06 1.65e-06 1.5e-06 1.6e-06 1.85e-06 1.95e-06 2.05e-06 1.75e-06 1.8e-06 2e-06 3.35e-06 1.5e-06 2e-06 1.45e-06 1.9e-06 2.75e-06 1.95e-06 1.55e-06 1.5e-06 1.6e-06 1.7e-06 2.9e-06 2.05e-06 1.65e-06 1.95e-06
42 1.7e-06 2.2e-06 1.75e-06 2.35e-06 1.65e-06 1.75e-06 1.7e-06 2e-06 2.05e-06 2.35e-06 1.75e-06 1.95e-06 2.25e-06 1.95e-06 1.8e-06 1.7e-06 2.5e-06 2.1e-06 1.35e-06 2.35e-06 1.35e-06 1.35e-06 1.55e-06 1.3e-06 1.75e-06 1.95e-06 1.6e-06 2.4e-06 1.65e-06 2.4e-06 3e-06 2.35e-06 1.6e-06 2.05e-06 1.55e-06 2.5e-06 2.35e-06 2.5e-06 1.75e-06 1.3e-06 1.8e-06 2.05e-06 1.8e-06 2.05e-06 2e-06
