 slim_762329131 slim_762329147 slim_762329135 slim_762329125 slim_762329120 slim_762329121 slim_762329133 slim_762329138 slim_762329146 slim_762329137 slim_762329150 slim_762329126 slim_762329119 slim_762329123 slim_762329140 slim_762329128 slim_762329118 slim_762329149 slim_762329129 slim_762329154 slim_762329151 slim_762329122 slim_762329141 slim_762329148 slim_762329143 slim_762329152 slim_762329145 slim_762329134 slim_762329124 slim_762329142 slim_762329153 slim_762329136 slim_762329132 slim_762329117 slim_762329144 slim_762329127 slim_762329130 slim_762329139
10 1.55e-06 2.2e-06 2.35e-06 1.45e-06 2.65e-06 2.35e-06 1.6e-06 2.6e-06 1.5e-06 2.7e-06 1.1e-06 2.25e-06 1.45e-06 2.55e-06 2.35e-06 2.35e-06 1.55e-06 1.45e-06 2.6e-06 2.9e-06 1.4e-06 2.5e-06 1.6e-06 1.45e-06 2.5e-06 2.65e-06 2.4e-06 1.6e-06 2.5e-06 2.25e-06 1.6e-06 1.75e-06 2.75e-06 2.45e-06 2.3e-06 9.5e-07 2.5e-06 1.3e-06
11 1.5e-06 1.5e-07 1e-06 9.5e-07 1.8e-06 7e-07 1.5e-06 1.6e-06 1.45e-06 1.7e-06 2.25e-06 2e-07 1.45e-06 1e-06 1.25e-06 2.7e-06 1.7e-06 1.4e-06 1.5e-06 2.05e-06 1e-06 2.1e-06 1.6e-06 2.2e-06 1.25e-06 1.8e-06 9e-07 1.75e-06 1.1e-06 1.95e-06 1.8e-06 1.65e-06 1.9e-06 1e-06 1.4e-06 2.25e-06 1.65e-06 2.05e-06
12 1.15e-06 1.4e-06 1.05e-06 1.3e-06 1.85e-06 1.3e-06 1.2e-06 1.7e-06 1.1e-06 1.8e-06 1.45e-06 1.45e-06 2.1e-06 1.7e-06 1.5e-06 1.95e-06 1.3e-06 1.1e-06 1.55e-06 2.1e-06 1.25e-06 1.75e-06 1.35e-06 1.5e-06 1.35e-06 1.85e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 1.5e-06 1.15e-06 1.95e-06 1.65e-06 1.7e-06 1.6e-06 1.9e-06 1.35e-06
13 1.7e-06 9.5e-07 1.05e-06 1.6e-06 1.55e-06 1.1e-06 1.75e-06 1.45e-06 1.65e-06 1.55e-06 2.55e-06 1e-06 1.7e-06 1.9e-06 1.1e-06 2.55e-06 1.85e-06 1.65e-06 1.25e-06 1.45e-06 1.6e-06 2e-06 1.8e-06 2.35e-06 1.25e-06 1.55e-06 1.2e-06 1.85e-06 1e-06 1.55e-06 1.9e-06 1.75e-06 1.3e-06 1.15e-06 1.75e-06 2.5e-06 2e-06 2.25e-06
14 1.45e-06 1.2e-06 7.5e-07 1.7e-06 1.15e-06 1.05e-06 1.55e-06 1.1e-06 1.4e-06 1.2e-06 2.35e-06 1.25e-06 1.5e-06 1.1e-06 1.5e-06 2.2e-06 1.6e-06 1.45e-06 1e-06 1.2e-06 1.65e-06 1.65e-06 1.6e-06 2.15e-06 9.5e-07 1.15e-06 1.15e-06 1.6e-06 1.05e-06 1.35e-06 1.65e-06 1.5e-06 1.05e-06 1.15e-06 1.75e-06 2.3e-06 1.95e-06 2.05e-06
15 1.9e-06 2.65e-06 1.7e-06 2.4e-06 2.1e-06 2.25e-06 2e-06 2.1e-06 1.85e-06 2.2e-06 2.35e-06 2.7e-06 1.95e-06 2.55e-06 2.2e-06 2e-07 2.1e-06 1.9e-06 2.1e-06 2.55e-06 2.35e-06 1.3e-06 2.1e-06 1.2e-06 1.95e-06 2.2e-06 2.45e-06 2.15e-06 2.55e-06 1.65e-06 2.2e-06 1.75e-06 2.3e-06 2.5e-06 1.45e-06 2.35e-06 1.6e-06 1.35e-06
16 1.4e-06 1.65e-06 1.3e-06 1.55e-06 1.8e-06 1.55e-06 1.45e-06 1.6e-06 1.35e-06 1.7e-06 1.55e-06 1.7e-06 1.3e-06 1.85e-06 1.6e-06 2.1e-06 2.6e-06 1.35e-06 1.65e-06 2.05e-06 1.5e-06 1.8e-06 1.4e-06 1.7e-06 1.4e-06 1.8e-06 1.7e-06 1.55e-06 1.8e-06 1.7e-06 1.6e-06 1.4e-06 1.9e-06 1.75e-06 1.9e-06 1.7e-06 2.1e-06 1.6e-06
17 1.1e-06 1.35e-06 1e-06 1.25e-06 1.8e-06 1.25e-06 1.15e-06 1.65e-06 1.05e-06 1.75e-06 1.45e-06 1.4e-06 1.1e-06 1.65e-06 1.45e-06 1.9e-06 1.35e-06 2e-06 1.5e-06 2.05e-06 1.2e-06 1.7e-06 1.3e-06 1.45e-06 1.3e-06 1.8e-06 1.55e-06 1.4e-06 1.65e-06 1.65e-06 1.4e-06 1.1e-06 1.9e-06 1.6e-06 1.65e-06 1.5e-06 1.85e-06 1.25e-06
18 1.4e-06 1.45e-06 6e-07 1.95e-06 1e-06 1e-06 1.5e-06 9.5e-07 1.45e-06 1.05e-06 2.6e-06 1.5e-06 1.55e-06 1.25e-06 1e-06 2.1e-06 1.65e-06 1.5e-06 1.2e-06 1.15e-06 1.9e-06 1.4e-06 1.65e-06 2.2e-06 8e-07 1e-06 1.2e-06 1.65e-06 1.2e-06 1.1e-06 1.7e-06 1.4e-06 1e-06 1.1e-06 1.8e-06 2.55e-06 2e-06 2.1e-06
19 2.05e-06 2e-06 1.15e-06 2.5e-06 8.5e-07 1.65e-06 2.15e-06 1e-06 2e-06 1.1e-06 2.9e-06 2.05e-06 2.1e-06 1.45e-06 1.2e-06 2.55e-06 2.05e-06 2.05e-06 1.15e-06 1.5e-06 2.45e-06 1.9e-06 2.05e-06 2.7e-06 1.2e-06 8.5e-07 1.4e-06 1.85e-06 1.35e-06 1.4e-06 1.9e-06 1.95e-06 8e-07 1.5e-06 2.3e-06 2.9e-06 2.5e-06 2.65e-06
20 1.3e-06 9e-07 1.45e-06 9.5e-07 2.25e-06 1.25e-06 1.3e-06 2.05e-06 1.25e-06 2.15e-06 1.4e-06 1e-06 1.25e-06 1.6e-06 1.65e-06 2.35e-06 1.5e-06 1.2e-06 1.9e-06 2.45e-06 1.7e-06 2.15e-06 1.4e-06 1.6e-06 1.7e-06 2.25e-06 1.55e-06 1.55e-06 1.6e-06 2e-06 1.6e-06 1.45e-06 2.3e-06 1.6e-06 1.65e-06 1.45e-06 1.9e-06 1.45e-06
21 1.6e-06 2.05e-06 1.1e-06 2.2e-06 1.5e-06 1.55e-06 1.7e-06 1.4e-06 1.65e-06 1.5e-06 2.5e-06 2.1e-06 1.75e-06 2e-06 1.65e-06 1.3e-06 1.8e-06 1.7e-06 1.4e-06 1.9e-06 2.15e-06 2.2e-06 1.8e-06 1.7e-06 1.25e-06 1.55e-06 1.8e-06 1.9e-06 1.95e-06 1.5e-06 1.95e-06 1.55e-06 1.7e-06 1.9e-06 1.7e-06 2.5e-06 1.9e-06 1.8e-06
22 1.4e-06 1.55e-06 1.3e-06 1.45e-06 1.8e-06 1.5e-06 1.4e-06 1.55e-06 1.35e-06 1.55e-06 1.6e-06 1.6e-06 1.35e-06 1.8e-06 1.6e-06 2.1e-06 1.4e-06 1.3e-06 1.65e-06 2.05e-06 1.4e-06 1.8e-06 2.4e-06 1.65e-06 1.25e-06 1.8e-06 1.65e-06 1.5e-06 1.75e-06 1.7e-06 1.55e-06 1.35e-06 1.9e-06 1.7e-06 1.85e-06 1.65e-06 2.05e-06 1.55e-06
23 1.5e-06 2.15e-06 1.8e-06 1.65e-06 2.4e-06 2.05e-06 1.55e-06 2.3e-06 1.45e-06 2.4e-06 1.45e-06 2.2e-06 1.5e-06 2.35e-06 2.15e-06 1.2e-06 1.7e-06 1.45e-06 2.2e-06 2.7e-06 1.6e-06 1.7e-06 1.65e-06 2e-06 2.05e-06 2.45e-06 2.3e-06 1.75e-06 2.35e-06 1.85e-06 1.8e-06 1.5e-06 2.5e-06 2.3e-06 1.7e-06 1.5e-06 1.9e-06 1.15e-06
24 1.35e-06 1.2e-06 3.5e-07 1.75e-06 8.5e-07 8.5e-07 1.4e-06 6.5e-07 1.3e-06 6.5e-07 2.5e-06 1.25e-06 1.35e-06 1.25e-06 9.5e-07 1.95e-06 1.4e-06 1.3e-06 8e-07 1.2e-06 1.7e-06 1.25e-06 1.25e-06 2.05e-06 7e-07 8.5e-07 1e-06 1.5e-06 1.2e-06 1.25e-06 1.55e-06 1.15e-06 1.05e-06 1.15e-06 1.6e-06 2.5e-06 1.8e-06 1.95e-06
25 1.8e-06 1.75e-06 8e-07 2.3e-06 1e-07 1.35e-06 1.9e-06 4.5e-07 1.75e-06 5e-07 2.65e-06 1.8e-06 1.85e-06 1.55e-06 1.15e-06 2.2e-06 1.8e-06 1.8e-06 1e-06 8.5e-07 2.25e-06 1.55e-06 1.8e-06 2.45e-06 8.5e-07 2e-07 9.5e-07 1.45e-06 1.45e-06 1.35e-06 1.5e-06 1.65e-06 6.5e-07 1.4e-06 2e-06 2.85e-06 2.2e-06 2.4e-06
26 1.6e-06 8.5e-07 8.5e-07 1.55e-06 9.5e-07 9.5e-07 1.65e-06 1e-06 1.55e-06 1.1e-06 2.4e-06 9e-07 1.6e-06 1.2e-06 1.15e-06 2.45e-06 1.7e-06 1.55e-06 1.2e-06 1.4e-06 1.55e-06 1.8e-06 1.65e-06 2.3e-06 1e-06 9.5e-07 1.7e-06 1.55e-06 1.2e-06 1.6e-06 1.6e-06 1.6e-06 1.25e-06 1.15e-06 1.65e-06 2.5e-06 1.9e-06 2.2e-06
27 1.45e-06 1.7e-06 1.35e-06 1.6e-06 1.45e-06 1.6e-06 1.45e-06 1.5e-06 1.4e-06 1.6e-06 1.6e-06 1.75e-06 1.45e-06 1.85e-06 1.6e-06 2.15e-06 1.55e-06 1.4e-06 1.65e-06 1.85e-06 1.55e-06 1.9e-06 1.5e-06 1.75e-06 1.5e-06 1.45e-06 1.55e-06 2.7e-06 1.8e-06 1.7e-06 1.45e-06 1.45e-06 1.7e-06 1.75e-06 1.95e-06 1.75e-06 2.15e-06 1.65e-06
28 1.7e-06 1e-06 1.05e-06 1.65e-06 1.45e-06 1.1e-06 1.75e-06 1.35e-06 1.65e-06 1.45e-06 2.5e-06 1.1e-06 1.7e-06 1e-06 1.05e-06 2.55e-06 1.8e-06 1.65e-06 1.2e-06 1.35e-06 1.6e-06 1.95e-06 1.75e-06 2.35e-06 1.2e-06 1.45e-06 1.2e-06 1.8e-06 1.9e-06 1.5e-06 1.85e-06 1.75e-06 1.2e-06 1.15e-06 1.8e-06 2.45e-06 2.05e-06 2.25e-06
29 1.65e-06 1.9e-06 1.15e-06 2.05e-06 1.35e-06 1.6e-06 1.75e-06 1.3e-06 1.6e-06 1.4e-06 2.25e-06 1.95e-06 1.7e-06 1.55e-06 1.35e-06 1.65e-06 1.7e-06 1.65e-06 1.1e-06 1.4e-06 2e-06 1.5e-06 1.7e-06 1.85e-06 1.25e-06 1.35e-06 1.6e-06 1.7e-06 1.5e-06 1.5e-06 1.75e-06 1.6e-06 1.25e-06 1.4e-06 1.8e-06 2.2e-06 2e-06 1.8e-06
30 1.5e-06 1.75e-06 1.4e-06 1.65e-06 1.5e-06 1.65e-06 1.55e-06 1.55e-06 1.45e-06 1.65e-06 1.6e-06 1.8e-06 1.5e-06 1.9e-06 1.65e-06 2.2e-06 1.6e-06 1.4e-06 1.7e-06 1.9e-06 1.6e-06 1.95e-06 1.55e-06 1.8e-06 1.55e-06 1.5e-06 1.6e-06 1.45e-06 1.85e-06 1.75e-06 2.8e-06 1.5e-06 1.75e-06 1.8e-06 2e-06 1.7e-06 2.2e-06 1.65e-06
31 1.15e-06 1.6e-06 8.5e-07 1.5e-06 1.65e-06 1.3e-06 1.2e-06 1.5e-06 1.1e-06 1.6e-06 1.75e-06 1.65e-06 1.15e-06 1.75e-06 1.5e-06 1.75e-06 1.4e-06 1.1e-06 1.4e-06 1.95e-06 1.45e-06 1.55e-06 1.35e-06 1.5e-06 1.15e-06 1.65e-06 1.6e-06 1.45e-06 1.75e-06 1.6e-06 1.5e-06 1.7e-06 1.8e-06 1.7e-06 1.7e-06 1.8e-06 1.9e-06 1.35e-06
32 1.9e-06 1.85e-06 1e-06 2.35e-06 6e-07 1.5e-06 2e-06 8e-07 1.85e-06 9e-07 2.75e-06 1.9e-06 1.95e-06 1.3e-06 1.05e-06 2.3e-06 1.9e-06 1.9e-06 1e-06 8e-07 2.3e-06 1.7e-06 1.9e-06 2.5e-06 1.05e-06 6.5e-07 1.25e-06 1.7e-06 1.2e-06 1.25e-06 1.75e-06 1.8e-06 1.2e-06 1.35e-06 2.1e-06 2.8e-06 2.3e-06 2.45e-06
33 1.65e-06 1e-06 1e-06 1.6e-06 1.4e-06 1.1e-06 1.7e-06 1.3e-06 1.6e-06 1.4e-06 2.45e-06 1e-06 1.65e-06 1.15e-06 1.15e-06 2.5e-06 1.75e-06 1.6e-06 1.1e-06 1.5e-06 1.6e-06 1.9e-06 1.7e-06 2.3e-06 1.15e-06 1.4e-06 1.15e-06 1.75e-06 1.15e-06 1.4e-06 1.8e-06 1.7e-06 1.35e-06 1.8e-06 1.75e-06 2.4e-06 1.85e-06 2.2e-06
34 1.7e-06 1.35e-06 1.35e-06 1.65e-06 1.95e-06 1.45e-06 1.75e-06 1.85e-06 1.65e-06 1.95e-06 2.3e-06 1.4e-06 1.7e-06 1.75e-06 1.75e-06 1.45e-06 1.9e-06 1.65e-06 1.8e-06 2.3e-06 1.65e-06 1.7e-06 1.85e-06 1.7e-06 1.6e-06 2e-06 1.65e-06 1.95e-06 1.8e-06 1.8e-06 2e-06 1.7e-06 2.1e-06 1.75e-06 2.7e-06 2.3e-06 1.65e-06 1.7e-06
35 1.6e-06 2.2e-06 2.35e-06 1.5e-06 2.85e-06 2.35e-06 1.65e-06 2.7e-06 1.55e-06 2.8e-06 9.5e-07 2.25e-06 1.6e-06 2.5e-06 2.3e-06 2.35e-06 1.7e-06 1.5e-06 2.55e-06 2.9e-06 1.45e-06 2.5e-06 1.65e-06 1.5e-06 2.5e-06 2.85e-06 2.5e-06 1.75e-06 2.45e-06 2.2e-06 1.7e-06 1.8e-06 2.8e-06 2.4e-06 2.3e-06 1.3e-06 2.5e-06 1.35e-06
36 1.9e-06 1.65e-06 1.55e-06 1.9e-06 2.15e-06 1.7e-06 1.95e-06 2.05e-06 1.85e-06 2.15e-06 2.5e-06 1.65e-06 1.9e-06 2e-06 1.95e-06 1.6e-06 2.1e-06 1.85e-06 2e-06 2.5e-06 1.9e-06 1.9e-06 2.05e-06 1.9e-06 1.8e-06 2.2e-06 1.9e-06 2.15e-06 2.05e-06 2e-06 2.2e-06 1.9e-06 2.3e-06 1.85e-06 1.65e-06 2.5e-06 3.1e-06 1.9e-06
37 1.35e-06 2e-06 1.65e-06 1.5e-06 2.35e-06 1.9e-06 1.4e-06 2.25e-06 1.3e-06 2.35e-06 1.3e-06 2.05e-06 1.35e-06 2.25e-06 2.05e-06 1.35e-06 1.6e-06 1.25e-06 2.1e-06 2.65e-06 1.45e-06 1.8e-06 1.55e-06 1.15e-06 1.95e-06 2.4e-06 2.2e-06 1.65e-06 2.25e-06 1.8e-06 1.65e-06 1.35e-06 2.45e-06 2.2e-06 1.7e-06 1.35e-06 1.9e-06 1.7e-06
