 slim_762285551 slim_762285557 slim_762285545 slim_762285524 slim_762285554 slim_762285555 slim_762285552 slim_762285546 slim_762285522 slim_762285525 slim_762285558 slim_762285537 slim_762285544 slim_762285535 slim_762285520 slim_762285539 slim_762285518 slim_762285512 slim_762285543 slim_762285556 slim_762285553 slim_762285516 slim_762285536 slim_762285529 slim_762285532 slim_762285549 slim_762285533 slim_762285541 slim_762285517 slim_762285514 slim_762285547 slim_762285511 slim_762285530 slim_762285542 slim_762285540 slim_762285548 slim_762285528 slim_762285538 slim_762285526 slim_762285519 slim_762285523 slim_762285527 slim_762285534 slim_762285515 slim_762285521 slim_762285550 slim_762285513 slim_762285531
10 1.05e-06 2e-06 2e-06 1.3e-06 9.5e-07 1.35e-06 1.45e-06 1.6e-06 1.8e-06 1.25e-06 1.9e-06 2.1e-06 1.35e-06 2.55e-06 1.25e-06 1.75e-06 2.2e-06 2.8e-06 1.9e-06 1.05e-06 1e-06 1.75e-06 2.05e-06 2.5e-06 1.9e-06 1.35e-06 1.9e-06 2.35e-06 1.85e-06 1.65e-06 2.5e-06 1.9e-06 1.15e-06 2.15e-06 1.05e-06 1.7e-06 1.7e-06 1.55e-06 2.55e-06 2.1e-06 2.4e-06 2.1e-06 1.8e-06 2e-06 1.95e-06 2.65e-06 1.15e-06 1.6e-06
11 1.85e-06 2.6e-06 1e-07 1.2e-06 1.95e-06 1.45e-06 1.65e-06 1.75e-06 1.75e-06 2.3e-06 2.1e-06 1e-07 1.45e-06 1.4e-06 2.2e-06 1.85e-06 1.5e-06 1.9e-06 1.9e-06 1.45e-06 1.8e-06 1.4e-06 1.05e-06 1.95e-06 1.15e-06 1.5e-06 1.1e-06 4e-07 5.5e-07 2.15e-06 2.6e-06 2.15e-06 1.7e-06 1.65e-06 2.3e-06 1.5e-06 1.65e-06 1.3e-06 2.25e-06 2.3e-06 1.75e-06 2.7e-06 1.25e-06 8.5e-07 1.95e-06 2.65e-06 1.8e-06 1.45e-06
12 1.2e-06 2.15e-06 1.35e-06 1.05e-06 1.2e-06 1.5e-06 9e-07 1.3e-06 1.55e-06 1.05e-06 1.35e-06 1.45e-06 1.4e-06 2e-06 1.1e-06 1.4e-06 1.8e-06 2.4e-06 1.7e-06 1.3e-06 1.05e-06 1.65e-06 1.55e-06 2.05e-06 1.5e-06 8.5e-07 1.65e-06 1.7e-06 1.05e-06 1.6e-06 2.05e-06 1.65e-06 1.2e-06 1.85e-06 9.5e-07 1.35e-06 1.3e-06 1.35e-06 2.2e-06 2.2e-06 2.2e-06 2.15e-06 1.4e-06 1.35e-06 1.75e-06 2.4e-06 1.3e-06 1.5e-06
13 2.25e-06 2.9e-06 1.3e-06 1.7e-06 2.4e-06 1.65e-06 2.2e-06 1.95e-06 2.05e-06 2.8e-06 2.55e-06 1.4e-06 2e-06 1.7e-06 2.7e-06 2.05e-06 1.35e-06 1.85e-06 2.3e-06 1.85e-06 2.25e-06 1.45e-06 1.15e-06 2.3e-06 1.75e-06 1.95e-06 1.45e-06 1.35e-06 1.4e-06 2.3e-06 2.9e-06 2.4e-06 2.15e-06 1.9e-06 2.8e-06 1.75e-06 1.85e-06 2.25e-06 2.7e-06 2.6e-06 1.7e-06 3e-06 2e-06 1.15e-06 2.1e-06 2.8e-06 2.25e-06 1.7e-06
14 9.5e-07 2.15e-06 2.1e-06 1.7e-06 1.1e-06 1.75e-06 1.2e-06 1.4e-06 1.4e-06 6.5e-07 1.25e-06 2.2e-06 1.1e-06 2.7e-06 9e-07 1.55e-06 2.45e-06 2.95e-06 1.85e-06 1.55e-06 9.5e-07 2.1e-06 2.15e-06 2.5e-06 1.55e-06 1.15e-06 2.15e-06 2.45e-06 1.95e-06 1.05e-06 2.3e-06 1.65e-06 9.5e-07 1.9e-06 6e-07 1.95e-06 1.5e-06 1.5e-06 2.35e-06 2.55e-06 2.7e-06 2.05e-06 1.4e-06 2.15e-06 1.55e-06 2.45e-06 1.05e-06 1.6e-06
15 1.5e-06 2.45e-06 1.75e-06 1.55e-06 1.6e-06 1.45e-06 1.6e-06 1.6e-06 1.5e-06 1.6e-06 1.75e-06 1.85e-06 1.4e-06 2.05e-06 1.55e-06 2.6e-06 2e-06 2.4e-06 2e-06 1.5e-06 1.45e-06 1.65e-06 1.7e-06 2.6e-06 1.6e-06 1.5e-06 1.7e-06 1.95e-06 1.65e-06 1.5e-06 2.65e-06 1.95e-06 1.45e-06 1.85e-06 1.5e-06 1.85e-06 1.6e-06 1.85e-06 2.6e-06 2.6e-06 2.05e-06 2.45e-06 1.75e-06 1.65e-06 1.8e-06 2.4e-06 1.55e-06 1.6e-06
16 1.95e-06 2.6e-06 1.4e-06 1.4e-06 2.05e-06 1.5e-06 2e-06 2.15e-06 1.85e-06 2.6e-06 2.2e-06 1.5e-06 1.8e-06 1.35e-06 2.45e-06 2e-06 2.1e-06 2.45e-06 2.4e-06 1.35e-06 1.95e-06 1.6e-06 1.5e-06 2.25e-06 1.9e-06 1.9e-06 1.7e-06 1.6e-06 1.35e-06 2.5e-06 2.85e-06 2.55e-06 1.8e-06 2.25e-06 2.55e-06 1.65e-06 2.05e-06 2.15e-06 2.75e-06 2.4e-06 2.15e-06 2.7e-06 1.95e-06 1.5e-06 2.3e-06 2.65e-06 1.9e-06 1.75e-06
17 2.5e-06 3e-06 1.8e-06 2.15e-06 2.65e-06 1.85e-06 2.6e-06 2.1e-06 2.35e-06 3e-06 2.8e-06 1.9e-06 2.4e-06 1.85e-06 2.95e-06 2.4e-06 2.45e-06 2.3e-06 2.4e-06 2.15e-06 2.5e-06 1.75e-06 1.65e-06 2.5e-06 2.05e-06 2.3e-06 1.65e-06 1.8e-06 1.95e-06 2.35e-06 3.05e-06 2.15e-06 2.45e-06 2.05e-06 3e-06 2.3e-06 2.1e-06 2.6e-06 2.8e-06 2.55e-06 1.4e-06 3.05e-06 2.35e-06 1.65e-06 2.3e-06 2.9e-06 2.55e-06 1.9e-06
18 1.85e-06 2.75e-06 1.8e-06 1.9e-06 1.75e-06 1.95e-06 1.8e-06 1.9e-06 2.1e-06 1.85e-06 1.9e-06 1.9e-06 1.7e-06 2.3e-06 1.85e-06 2e-06 2.4e-06 2.4e-06 3.3e-06 1.95e-06 1.75e-06 2.05e-06 2e-06 2.7e-06 1.85e-06 1.75e-06 2.05e-06 1.95e-06 1.8e-06 1.95e-06 2.8e-06 2.2e-06 1.9e-06 1.95e-06 1.7e-06 2.2e-06 1.9e-06 1.8e-06 2.75e-06 2.8e-06 2.2e-06 2.75e-06 2e-06 1.8e-06 2.2e-06 2.85e-06 2e-06 1.95e-06
19 8e-07 1.65e-06 1.35e-06 7.5e-07 9e-07 4e-07 1.5e-06 1.4e-06 1.4e-06 1.65e-06 1.05e-06 1.45e-06 1.3e-06 1.85e-06 1.55e-06 1.5e-06 1.35e-06 2.15e-06 1.95e-06 0.0 8.5e-07 8.5e-07 1.3e-06 1.9e-06 1.6e-06 1.25e-06 1.15e-06 1.7e-06 1.3e-06 1.7e-06 2.35e-06 1.8e-06 7.5e-07 2e-06 1.55e-06 1.05e-06 1.5e-06 1.6e-06 2.3e-06 1.55e-06 1.7e-06 1.75e-06 1.5e-06 1.4e-06 1.6e-06 2.3e-06 8.5e-07 1e-06
20 8e-07 1.85e-06 1.7e-06 1.15e-06 8.5e-07 1.1e-06 1.15e-06 1.3e-06 1.5e-06 9.5e-07 1e-06 1.8e-06 1.05e-06 2.25e-06 9.5e-07 1.45e-06 1.95e-06 2.5e-06 1.75e-06 8.5e-07 1.5e-06 1.5e-06 1.75e-06 2.2e-06 1.6e-06 1.05e-06 1.6e-06 2.05e-06 1.55e-06 1.35e-06 2.2e-06 1.6e-06 9e-07 1.85e-06 8.5e-07 1.4e-06 1.4e-06 1.4e-06 2.25e-06 2e-06 2.15e-06 1.85e-06 1.5e-06 1.7e-06 1.65e-06 2.35e-06 1e-06 1.3e-06
21 1.45e-06 2.3e-06 1.3e-06 1.2e-06 1.6e-06 9e-07 1.85e-06 1.55e-06 1.65e-06 2.2e-06 1.75e-06 1.4e-06 1.65e-06 1.45e-06 2.1e-06 1.65e-06 1.6e-06 1.75e-06 2.05e-06 8.5e-07 1.5e-06 1.7e-06 1.05e-06 2.15e-06 1.6e-06 1.55e-06 1.1e-06 1.5e-06 1.35e-06 1.85e-06 2.65e-06 2e-06 1.4e-06 1.85e-06 2.15e-06 1.4e-06 1.55e-06 1.9e-06 2.5e-06 2.1e-06 1.45e-06 2.4e-06 1.65e-06 1.1e-06 1.7e-06 2.55e-06 1.5e-06 1.25e-06
22 1.65e-06 2.55e-06 9.5e-07 1.2e-06 1.9e-06 1.25e-06 1.75e-06 1.6e-06 1.6e-06 2.35e-06 2.05e-06 1.05e-06 1.55e-06 1.15e-06 2.15e-06 1.7e-06 1.5e-06 1.65e-06 2e-06 1.3e-06 1.75e-06 1.05e-06 1.2e-06 1.85e-06 1.45e-06 1.5e-06 1.15e-06 1.15e-06 1e-06 2e-06 2.6e-06 2.05e-06 1.55e-06 1.75e-06 2.35e-06 1.4e-06 1.5e-06 1.85e-06 2.45e-06 2.25e-06 1.5e-06 2.65e-06 1.5e-06 8.5e-07 1.65e-06 2.6e-06 1.65e-06 1.25e-06
23 2.15e-06 2.1e-06 1.85e-06 1.85e-06 2.35e-06 2.1e-06 2.25e-06 2.35e-06 2.45e-06 2.65e-06 2.5e-06 1.95e-06 2.05e-06 2.3e-06 2.5e-06 2.6e-06 2.25e-06 2.5e-06 2.7e-06 1.9e-06 2.2e-06 2.15e-06 1.85e-06 2.8e-06 2.35e-06 2.05e-06 2.2e-06 2.2e-06 1.8e-06 2.8e-06 2.2e-06 2.6e-06 2.05e-06 2.8e-06 2.65e-06 1.75e-06 2.35e-06 2.45e-06 2.15e-06 1.85e-06 2.5e-06 2.15e-06 2.2e-06 1.95e-06 2.45e-06 2.5e-06 2.15e-06 2e-06
24 1.6e-06 2.5e-06 1.05e-06 1.6e-06 1.75e-06 1.45e-06 1.7e-06 1.5e-06 1.4e-06 1.75e-06 1.9e-06 1.15e-06 1.5e-06 1.75e-06 1.55e-06 1.6e-06 1.9e-06 2.05e-06 1.85e-06 1.6e-06 1.6e-06 1.6e-06 1.45e-06 2.35e-06 2e-06 1.55e-06 1.4e-06 1.3e-06 1.3e-06 1.3e-06 2.65e-06 1.85e-06 1.4e-06 1.5e-06 1.75e-06 1.9e-06 1.5e-06 1.6e-06 2.3e-06 2.55e-06 1.85e-06 2.5e-06 1.3e-06 1.4e-06 1.6e-06 2.4e-06 1.5e-06 1.4e-06
25 1.2e-06 2.1e-06 1.4e-06 1.15e-06 1.2e-06 1.45e-06 1.05e-06 1.25e-06 1.65e-06 1.1e-06 1.35e-06 1.5e-06 8.5e-07 1.95e-06 1.15e-06 1.5e-06 1.9e-06 2.3e-06 1.75e-06 1.25e-06 1.05e-06 1.55e-06 1.5e-06 2.05e-06 1.55e-06 1.5e-06 1.55e-06 1.75e-06 1.2e-06 1.55e-06 2e-06 1.65e-06 1.2e-06 1.9e-06 1e-06 1.3e-06 1.25e-06 1.4e-06 2.1e-06 2.15e-06 2.1e-06 2.1e-06 1.4e-06 1.3e-06 1.75e-06 2.45e-06 1.3e-06 1.5e-06
26 1.6e-06 2.4e-06 1e-06 1.3e-06 1.75e-06 9.5e-07 1.85e-06 1.5e-06 1.65e-06 2.2e-06 1.9e-06 1.1e-06 1.65e-06 1.45e-06 2.15e-06 1.7e-06 1.7e-06 1.65e-06 2.05e-06 1.15e-06 1.6e-06 1.1e-06 1.15e-06 2.2e-06 1.4e-06 1.55e-06 1.5e-06 1.25e-06 1.15e-06 1.75e-06 2.65e-06 1.95e-06 1.55e-06 1.7e-06 2.2e-06 1.45e-06 1.5e-06 1.8e-06 2.35e-06 2.2e-06 1.35e-06 2.5e-06 1.5e-06 1.15e-06 1.8e-06 2.5e-06 1.65e-06 1.2e-06
27 2.1e-06 2.85e-06 4.5e-07 1.45e-06 2.2e-06 1.55e-06 1.9e-06 1.85e-06 1.85e-06 2.55e-06 2.35e-06 4e-07 1.7e-06 1.35e-06 2.45e-06 1.95e-06 1.6e-06 1.8e-06 1.95e-06 1.7e-06 2.05e-06 1.5e-06 1.15e-06 2.2e-06 1.3e-06 1.75e-06 1.25e-06 8e-07 8.5e-07 2.2e-06 2.85e-06 2.25e-06 1.95e-06 1.45e-06 2.55e-06 1.75e-06 1.75e-06 1.6e-06 2.55e-06 2.55e-06 1.65e-06 2.95e-06 1.55e-06 9.5e-07 2.05e-06 2.75e-06 2.05e-06 1.55e-06
28 1.65e-06 2.45e-06 4.5e-07 9e-07 1.7e-06 1.4e-06 1.25e-06 1.6e-06 1.65e-06 2e-06 1.85e-06 5.5e-07 1.05e-06 1.4e-06 1.95e-06 1.65e-06 1.35e-06 1.95e-06 1.8e-06 1.3e-06 1.55e-06 1.35e-06 1e-06 1.8e-06 1.3e-06 1.2e-06 1.15e-06 8.5e-07 8e-07 2.2e-06 2.35e-06 2e-06 1.55e-06 1.8e-06 1.95e-06 1.25e-06 1.5e-06 1.4e-06 2.25e-06 2.15e-06 1.8e-06 2.55e-06 1.25e-06 8e-07 1.9e-06 2.55e-06 1.65e-06 1.4e-06
29 1.3e-06 2.35e-06 2.05e-06 2.05e-06 1.5e-06 1.5e-06 1.8e-06 1.3e-06 1.4e-06 1.15e-06 1.65e-06 2.15e-06 1.6e-06 2.3e-06 1.05e-06 1.5e-06 2.5e-06 2.35e-06 1.95e-06 1.7e-06 1.35e-06 1.85e-06 2e-06 2.8e-06 1.3e-06 1.55e-06 1.75e-06 2.2e-06 2.2e-06 6e-07 2.65e-06 1.6e-06 1.25e-06 1.5e-06 1.15e-06 2.25e-06 1.4e-06 1.8e-06 2.4e-06 2.75e-06 2.1e-06 2.25e-06 1.6e-06 2.1e-06 1.5e-06 2.3e-06 1.35e-06 1.5e-06
30 2.3e-06 2.3e-06 2.5e-06 2.3e-06 2.35e-06 2.55e-06 2.25e-06 2.4e-06 2.75e-06 2.25e-06 2.5e-06 2.6e-06 2.05e-06 2.9e-06 2.3e-06 2.65e-06 2.85e-06 3.05e-06 2.8e-06 2.35e-06 2.2e-06 2.65e-06 2.6e-06 2.2e-06 2.65e-06 2e-06 2.65e-06 2.85e-06 2.35e-06 2.65e-06 3.9e-06 2.7e-06 2.3e-06 3e-06 2.2e-06 2.05e-06 2.4e-06 2.55e-06 2.2e-06 2.35e-06 2.95e-06 2.2e-06 2.5e-06 2.45e-06 2.8e-06 2.65e-06 2.4e-06 2.6e-06
31 1.65e-06 2.55e-06 2.05e-06 1.9e-06 1.75e-06 1.75e-06 1.8e-06 1.55e-06 1.95e-06 1.55e-06 1.9e-06 2.15e-06 1.65e-06 2.4e-06 1.65e-06 1.95e-06 2.55e-06 2.15e-06 2.2e-06 1.8e-06 1.6e-06 2e-06 2.05e-06 2.6e-06 1.85e-06 1.65e-06 1.95e-06 2.25e-06 2e-06 1.6e-06 2.7e-06 2.8e-06 1.7e-06 1.95e-06 1.6e-06 2.1e-06 1.65e-06 2e-06 2.65e-06 2.5e-06 2.35e-06 2.55e-06 2e-06 2e-06 1.95e-06 2.7e-06 1.8e-06 1.75e-06
32 8e-07 1.8e-06 1.6e-06 1.15e-06 1e-06 1e-06 1.4e-06 1.35e-06 1.2e-06 1.2e-06 1.15e-06 1.7e-06 1.2e-06 2.15e-06 9.5e-07 1.45e-06 1.8e-06 2.45e-06 1.9e-06 7.5e-07 9e-07 1.4e-06 1.55e-06 2.05e-06 1.4e-06 1.2e-06 1.55e-06 1.95e-06 1.55e-06 1.25e-06 2.3e-06 1.7e-06 1.3e-06 1.9e-06 1.15e-06 1.45e-06 1.45e-06 1.55e-06 2.25e-06 1.95e-06 2.1e-06 1.8e-06 1.25e-06 1.7e-06 1.4e-06 2.25e-06 7.5e-07 1.15e-06
33 1.85e-06 2.9e-06 1.6e-06 2e-06 2e-06 1.7e-06 1.95e-06 1.7e-06 1.75e-06 1.95e-06 2.15e-06 1.65e-06 1.85e-06 1.9e-06 1.9e-06 1.85e-06 2.25e-06 2.05e-06 1.95e-06 2e-06 1.85e-06 1.85e-06 1.75e-06 2.8e-06 1.5e-06 1.9e-06 1.7e-06 1.45e-06 1.8e-06 1.5e-06 3e-06 1.95e-06 1.9e-06 2.4e-06 1.95e-06 2.25e-06 1.7e-06 1.9e-06 2.8e-06 2.95e-06 1.9e-06 2.9e-06 1.9e-06 1.7e-06 1.95e-06 2.65e-06 2e-06 1.65e-06
34 1e-06 2.15e-06 2.2e-06 1.65e-06 9e-07 1.8e-06 1.05e-06 1.35e-06 1.75e-06 5e-07 1.05e-06 2.3e-06 9.5e-07 2.8e-06 6e-07 1.5e-06 2.55e-06 3e-06 1.7e-06 1.55e-06 8.5e-07 2.15e-06 2.35e-06 2.65e-06 1.75e-06 1e-06 2.2e-06 2.55e-06 1.95e-06 1.15e-06 2.2e-06 1.6e-06 1.15e-06 1.95e-06 5e-07 1.9e-06 1.45e-06 1.35e-06 2.35e-06 2.55e-06 2.75e-06 2.05e-06 1.65e-06 2.15e-06 1.85e-06 2.55e-06 1.25e-06 1.8e-06
35 1.45e-06 1.95e-06 1.4e-06 1.1e-06 1.55e-06 1.25e-06 1.55e-06 1.65e-06 1.9e-06 1.95e-06 1.7e-06 1.5e-06 1.35e-06 1.75e-06 1.95e-06 1.85e-06 1.65e-06 2.3e-06 2.2e-06 1.05e-06 1.4e-06 1.4e-06 1.4e-06 1.75e-06 1.9e-06 1.3e-06 1.45e-06 1.75e-06 1.25e-06 2.25e-06 2.05e-06 2.1e-06 1.45e-06 2.25e-06 1.9e-06 1.7e-06 1.65e-06 1.85e-06 2.15e-06 1.8e-06 2e-06 2.05e-06 1.75e-06 1.35e-06 2.05e-06 2.4e-06 1.55e-06 1.5e-06
36 1.45e-06 2.35e-06 1.55e-06 1.5e-06 1.55e-06 1.45e-06 1.5e-06 1.2e-06 1.65e-06 1.35e-06 1.7e-06 1.65e-06 1.3e-06 1.85e-06 1.5e-06 1.6e-06 2.05e-06 2.1e-06 1.9e-06 1.5e-06 1.4e-06 1.55e-06 1.5e-06 2.35e-06 1.5e-06 1.25e-06 1.5e-06 1.75e-06 1.5e-06 1.4e-06 2.4e-06 1.65e-06 1.45e-06 1.7e-06 1.45e-06 1.65e-06 2.4e-06 1.7e-06 2.35e-06 2.45e-06 1.9e-06 2.4e-06 1.6e-06 1.45e-06 1.75e-06 2.45e-06 1.55e-06 1.5e-06
37 1.5e-06 2.5e-06 1.3e-06 1.55e-06 1.4e-06 1.75e-06 1.45e-06 1.7e-06 1.9e-06 1.5e-06 1.55e-06 1.3e-06 1.35e-06 2.25e-06 1.5e-06 1.85e-06 2.15e-06 2.6e-06 1.8e-06 1.6e-06 1.4e-06 1.9e-06 1.85e-06 2.45e-06 1.6e-06 1.4e-06 1.8e-06 1.6e-06 1.4e-06 1.8e-06 2.55e-06 2e-06 1.55e-06 1.9e-06 1.35e-06 1.85e-06 1.7e-06 2.6e-06 2.45e-06 2.55e-06 2.4e-06 2.5e-06 1.6e-06 1.65e-06 2.05e-06 2.75e-06 1.65e-06 1.75e-06
38 2.3e-06 2.25e-06 2.15e-06 2.35e-06 2.4e-06 2.4e-06 2.4e-06 2.35e-06 2.6e-06 2.35e-06 2.55e-06 2.25e-06 2.2e-06 2.7e-06 2.35e-06 2.6e-06 2.75e-06 2.8e-06 2.75e-06 2.3e-06 2.25e-06 2.5e-06 2.45e-06 2.15e-06 2.3e-06 2.1e-06 2.35e-06 2.55e-06 2.25e-06 2.4e-06 2.2e-06 2.65e-06 2.25e-06 2.8e-06 2.35e-06 2.15e-06 2.35e-06 2.45e-06 3.8e-06 2.3e-06 2.7e-06 2.1e-06 2.3e-06 2.35e-06 2.65e-06 2.5e-06 2.35e-06 2.45e-06
39 2e-06 1.85e-06 2.2e-06 1.75e-06 2.1e-06 1.8e-06 2.4e-06 2.35e-06 2.55e-06 2.6e-06 2.1e-06 2.3e-06 2.2e-06 2.6e-06 2.55e-06 2.6e-06 2.4e-06 2.55e-06 2.8e-06 1.55e-06 2e-06 2.1e-06 2.25e-06 1.85e-06 2.55e-06 2.15e-06 2.2e-06 2.55e-06 2.15e-06 2.75e-06 2.35e-06 2.5e-06 1.95e-06 2.95e-06 2.55e-06 1.8e-06 2.45e-06 2.55e-06 2.3e-06 2.9e-06 2.45e-06 2e-06 2.45e-06 2.25e-06 2.55e-06 2.55e-06 1.95e-06 2.05e-06
