 slim_762366343 slim_762366327 slim_762366318 slim_762366345 slim_762366346 slim_762366341 slim_762366350 slim_762366338 slim_762366340 slim_762366353 slim_762366330 slim_762366352 slim_762366320 slim_762366331 slim_762366347 slim_762366321 slim_762366332 slim_762366324 slim_762366351 slim_762366322 slim_762366319 slim_762366339 slim_762366333 slim_762366335 slim_762366323 slim_762366326 slim_762366325 slim_762366344 slim_762366349 slim_762366336 slim_762366342 slim_762366329 slim_762366317 slim_762366354 slim_762366337 slim_762366348 slim_762366334 slim_762366328
10 2.1e-06 1.35e-06 1.65e-06 2.2e-06 2.95e-06 2.85e-06 7e-07 1.9e-06 2.45e-06 2.25e-06 1.2e-06 1.9e-06 1.65e-06 1.65e-06 3.2e-06 2.95e-06 1.1e-06 1.4e-06 2.1e-06 1.45e-06 3.1e-06 1.55e-06 6e-07 2.9e-06 1.1e-06 2.1e-06 2.9e-06 2.9e-06 9.5e-07 2.25e-06 2.1e-06 2.4e-06 2.35e-06 1.85e-06 2.55e-06 2.85e-06 3.2e-06 2.95e-06
11 1.85e-06 1.85e-06 2.35e-06 1.7e-06 2.3e-06 1.65e-06 1.75e-06 1.45e-06 1.6e-06 1.7e-06 1.9e-06 2.8e-06 1.75e-06 1.95e-06 1.95e-06 2.05e-06 2.2e-06 1.9e-06 2.25e-06 2.15e-06 1.85e-06 1.85e-06 1.9e-06 1.75e-06 1.9e-06 1.65e-06 1.65e-06 2e-06 1.4e-06 1.55e-06 1.5e-06 2.2e-06 1.9e-06 1.55e-06 1.55e-06 1.7e-06 2.05e-06 1.9e-06
12 2.05e-06 1.8e-06 2.3e-06 1.6e-06 2e-06 1.65e-06 1.8e-06 1.75e-06 2e-06 2e-06 1.65e-06 1.75e-06 2.5e-06 1.7e-06 2e-06 1.55e-06 2.15e-06 1.85e-06 2.15e-06 2.1e-06 1.9e-06 1.95e-06 1.65e-06 1.7e-06 2e-06 1.95e-06 1.7e-06 1.55e-06 1.45e-06 1.7e-06 1.7e-06 2.15e-06 2.15e-06 1.35e-06 1.9e-06 1.65e-06 2e-06 2.1e-06
13 2.35e-06 2.05e-06 2.6e-06 1.85e-06 2.2e-06 1.8e-06 1.6e-06 1.95e-06 2.3e-06 2.3e-06 1.65e-06 1.95e-06 1.7e-06 2.9e-06 2.15e-06 1.75e-06 2e-06 2.1e-06 2.45e-06 2.4e-06 2.05e-06 2.3e-06 1.65e-06 1.9e-06 1.85e-06 2.15e-06 1.9e-06 1.7e-06 1.65e-06 1.85e-06 1.9e-06 2.45e-06 2.4e-06 1.55e-06 2.15e-06 1.9e-06 2.2e-06 2.35e-06
14 2.35e-06 2.75e-06 3.25e-06 1.7e-06 1.7e-06 9.5e-07 3.2e-06 2e-06 1.75e-06 2.2e-06 3.2e-06 1.95e-06 2e-06 2.15e-06 1.8e-06 9.5e-07 3.3e-06 2.8e-06 2.55e-06 3.05e-06 9e-07 2.7e-06 3.2e-06 1.05e-06 3.05e-06 2.1e-06 1e-06 9e-07 2.65e-06 1.55e-06 1.7e-06 2.2e-06 2.1e-06 1.65e-06 1.5e-06 1e-06 1.1e-06 1.45e-06
15 2.45e-06 2.55e-06 3.1e-06 1.5e-06 1.3e-06 8.5e-07 2.95e-06 2.05e-06 2.1e-06 2.3e-06 2.95e-06 2.05e-06 1.55e-06 1.75e-06 9.5e-07 7e-07 3.1e-06 2.6e-06 2.35e-06 2.9e-06 8.5e-07 2.75e-06 2.95e-06 9.5e-07 3e-06 2.15e-06 9.5e-07 3.5e-07 2.4e-06 1.55e-06 1.75e-06 2.05e-06 2.25e-06 1.3e-06 1.75e-06 9.5e-07 1e-06 1.55e-06
16 2.1e-06 1.2e-06 1.05e-06 2.5e-06 2.8e-06 3.15e-06 1.05e-06 2.2e-06 2.75e-06 2.55e-06 1.1e-06 2.2e-06 2.15e-06 2e-06 3.3e-06 3.1e-06 1.9e-06 1.25e-06 1.65e-06 1e-06 3.2e-06 1.55e-06 1.1e-06 3.25e-06 1.4e-06 2.3e-06 3.2e-06 3.05e-06 1.3e-06 2.55e-06 2.4e-06 2.1e-06 2.15e-06 2.2e-06 2.8e-06 3.25e-06 3.35e-06 2.95e-06
17 1.75e-06 8.5e-07 9.5e-07 1.95e-06 2.25e-06 2.65e-06 1.35e-06 1.9e-06 2.45e-06 2.15e-06 1.4e-06 1.9e-06 1.85e-06 2.1e-06 2.8e-06 2.6e-06 1.25e-06 1.7e-06 1.3e-06 9e-07 2.7e-06 1.2e-06 1.4e-06 2.75e-06 1.7e-06 2e-06 2.7e-06 2.55e-06 9.5e-07 2.05e-06 1.85e-06 1.5e-06 1.85e-06 1.65e-06 2.25e-06 2.75e-06 2.85e-06 2.4e-06
18 1.85e-06 1.25e-06 9.5e-07 2.2e-06 1.85e-06 2.6e-06 2.1e-06 2.25e-06 2.45e-06 2.25e-06 2.1e-06 2.25e-06 2.15e-06 2.45e-06 2.55e-06 2.35e-06 1.65e-06 1.3e-06 1.6e-06 9.5e-07 2.45e-06 1.5e-06 2.1e-06 2.7e-06 2.35e-06 2.25e-06 2.65e-06 2.3e-06 1.7e-06 2.4e-06 2.2e-06 1.25e-06 1.85e-06 2.05e-06 2.5e-06 2.7e-06 2.6e-06 2.1e-06
19 1.8e-06 8.5e-07 3.5e-07 2.4e-06 2.45e-06 3.1e-06 1.45e-06 2.15e-06 2.6e-06 2.4e-06 1.45e-06 2.15e-06 2.1e-06 2.4e-06 3.05e-06 2.9e-06 1e-06 9e-07 9.5e-07 5e-07 2.95e-06 1.1e-06 1.45e-06 3.2e-06 1.7e-06 2.15e-06 3.15e-06 2.85e-06 1.3e-06 2.55e-06 2.35e-06 1.35e-06 1.75e-06 2.2e-06 2.65e-06 3.2e-06 3.1e-06 2.5e-06
20 2.25e-06 2.65e-06 3.15e-06 1.6e-06 1.6e-06 8.5e-07 3.1e-06 1.9e-06 1.65e-06 2.1e-06 3.1e-06 1.85e-06 1.9e-06 2.05e-06 9e-07 8.5e-07 3.2e-06 2.7e-06 2.45e-06 2.95e-06 1.6e-06 2.6e-06 3.1e-06 9.5e-07 2.95e-06 2e-06 9e-07 8e-07 2.55e-06 1.45e-06 1.6e-06 2.1e-06 2e-06 1.55e-06 1.4e-06 9e-07 1e-06 1.35e-06
21 1.7e-06 1.15e-06 1.25e-06 1.95e-06 2.5e-06 2.55e-06 1.6e-06 1.85e-06 2.1e-06 2.1e-06 1.55e-06 1.85e-06 1.95e-06 2.3e-06 2.7e-06 2.75e-06 1.55e-06 1.2e-06 1.5e-06 1.1e-06 2.6e-06 1.8e-06 1.55e-06 2.65e-06 1.75e-06 1.95e-06 2.6e-06 2.7e-06 1.2e-06 2e-06 1.8e-06 1.45e-06 1.85e-06 1.85e-06 2e-06 2.65e-06 2.75e-06 2.25e-06
22 2.1e-06 1.35e-06 1.65e-06 2.2e-06 2.95e-06 2.85e-06 7e-07 1.9e-06 2.45e-06 2.25e-06 6e-07 1.9e-06 1.65e-06 1.65e-06 3.2e-06 2.95e-06 1.1e-06 1.4e-06 2.1e-06 1.45e-06 3.1e-06 1.55e-06 1.2e-06 2.9e-06 1.1e-06 2.1e-06 2.9e-06 2.9e-06 9.5e-07 2.25e-06 2.1e-06 2.4e-06 2.35e-06 1.85e-06 2.55e-06 2.85e-06 3.2e-06 2.95e-06
23 2.1e-06 2.7e-06 3.4e-06 1.5e-06 1.65e-06 6.5e-07 2.95e-06 1.7e-06 1.3e-06 2e-06 2.9e-06 1.75e-06 1.7e-06 1.9e-06 1.05e-06 9.5e-07 3.25e-06 2.75e-06 2.7e-06 3.2e-06 9.5e-07 2.65e-06 2.9e-06 1.3e-06 2.85e-06 1.95e-06 8e-07 9e-07 2.4e-06 1.2e-06 1.4e-06 2.35e-06 2.1e-06 1.4e-06 1.2e-06 7.5e-07 1.05e-06 1.35e-06
24 2.2e-06 1.65e-06 1.9e-06 2.2e-06 3.1e-06 2.75e-06 1.05e-06 1.95e-06 2.4e-06 2.4e-06 1.1e-06 1.9e-06 2e-06 1.85e-06 3.05e-06 3e-06 1.4e-06 1.7e-06 2.35e-06 1.7e-06 2.95e-06 1.75e-06 1.1e-06 2.85e-06 1.9e-06 2.15e-06 2.75e-06 2.95e-06 1.3e-06 2.25e-06 2.15e-06 2.65e-06 2.3e-06 2.05e-06 2.25e-06 2.8e-06 3.15e-06 2.95e-06
25 1.95e-06 1.95e-06 2.35e-06 1.95e-06 2.4e-06 1.85e-06 1.95e-06 1.65e-06 1.8e-06 1.95e-06 2.1e-06 1.65e-06 1.95e-06 2.15e-06 2.1e-06 2.15e-06 2.3e-06 2e-06 2.25e-06 2.15e-06 2e-06 1.95e-06 2.1e-06 1.95e-06 2.15e-06 3.2e-06 1.9e-06 2.1e-06 1.6e-06 1.75e-06 1.7e-06 2.2e-06 2.05e-06 1.75e-06 1.8e-06 1.95e-06 2e-06 2e-06
26 2.15e-06 2.65e-06 3.35e-06 1.4e-06 1.65e-06 7e-07 2.9e-06 1.7e-06 1.45e-06 1.9e-06 2.9e-06 1.65e-06 1.7e-06 1.9e-06 1e-06 9.5e-07 3.2e-06 2.7e-06 2.65e-06 3.15e-06 9e-07 2.6e-06 2.9e-06 8e-07 2.75e-06 1.9e-06 1.2e-06 9e-07 2.35e-06 1.25e-06 1.4e-06 2.3e-06 2e-06 1.35e-06 1.2e-06 7.5e-07 1.1e-06 1.35e-06
27 2.4e-06 2.5e-06 3.05e-06 1.45e-06 1.25e-06 8e-07 2.9e-06 2e-06 2.05e-06 2.25e-06 2.9e-06 2e-06 1.55e-06 1.7e-06 9e-07 3.5e-07 3.05e-06 2.55e-06 2.3e-06 2.85e-06 8e-07 2.7e-06 2.9e-06 9e-07 2.95e-06 2.1e-06 9e-07 6e-07 2.35e-06 1.5e-06 1.7e-06 2e-06 2.2e-06 1.25e-06 1.7e-06 9e-07 9.5e-07 1.5e-06
28 1.7e-06 9e-07 1.5e-06 1.6e-06 2.35e-06 2.3e-06 7.5e-07 1.4e-06 2.15e-06 1.75e-06 9.5e-07 1.4e-06 1.45e-06 1.65e-06 2.65e-06 2.4e-06 1.3e-06 9.5e-07 1.7e-06 1.3e-06 2.55e-06 1.2e-06 9.5e-07 2.4e-06 1.3e-06 1.6e-06 2.35e-06 2.35e-06 7e-07 1.65e-06 1.45e-06 1.75e-06 2e-06 1.2e-06 1.95e-06 2.4e-06 2.7e-06 2.35e-06
29 1.9e-06 2e-06 2.75e-06 1.45e-06 2e-06 1.15e-06 2.2e-06 1.5e-06 1.45e-06 2e-06 2.25e-06 1.55e-06 1.7e-06 1.85e-06 1.55e-06 1.55e-06 2.55e-06 2.05e-06 2.4e-06 2.55e-06 1.45e-06 2e-06 2.25e-06 1.2e-06 2.25e-06 1.75e-06 1.25e-06 1.5e-06 1.65e-06 2e-06 1.2e-06 2.1e-06 1.95e-06 1.25e-06 1.15e-06 1.3e-06 1.6e-06 1.6e-06
30 1.75e-06 1.8e-06 2.55e-06 1.45e-06 2e-06 1.3e-06 2.05e-06 1.45e-06 1.45e-06 1.8e-06 2.1e-06 1.5e-06 1.7e-06 1.9e-06 1.7e-06 1.75e-06 2.4e-06 1.85e-06 2.2e-06 2.35e-06 1.6e-06 1.8e-06 2.1e-06 1.4e-06 2.15e-06 1.7e-06 1.4e-06 1.7e-06 1.45e-06 1.2e-06 2.2e-06 1.9e-06 1.9e-06 1.25e-06 1.25e-06 1.45e-06 1.75e-06 1.55e-06
31 1.85e-06 1.45e-06 1.55e-06 1.95e-06 1.85e-06 2.25e-06 2.4e-06 2.2e-06 2.4e-06 2.2e-06 2.4e-06 2.2e-06 2.15e-06 2.45e-06 2.2e-06 2.05e-06 2.1e-06 1.5e-06 1.25e-06 1.35e-06 2.1e-06 1.45e-06 2.4e-06 2.35e-06 2.65e-06 2.2e-06 2.3e-06 2e-06 1.75e-06 2.1e-06 1.9e-06 1.4e-06 1.95e-06 1.75e-06 2.2e-06 2.35e-06 2.25e-06 1.55e-06
32 1.9e-06 1.8e-06 1.75e-06 2.05e-06 2.2e-06 2e-06 2.35e-06 1.95e-06 1.9e-06 2.15e-06 2.35e-06 1.9e-06 2.15e-06 2.4e-06 2.1e-06 2.25e-06 2.15e-06 1.85e-06 1.85e-06 1.75e-06 2e-06 1.85e-06 2.35e-06 2.1e-06 2.3e-06 2.05e-06 2e-06 2.2e-06 2e-06 1.95e-06 1.9e-06 1.95e-06 3.4e-06 2e-06 1.85e-06 2.05e-06 2.2e-06 1.95e-06
33 1.9e-06 1.6e-06 2.4e-06 1.25e-06 1.7e-06 1.3e-06 1.8e-06 1.55e-06 1.9e-06 1.8e-06 1.85e-06 1.55e-06 1.35e-06 1.55e-06 1.65e-06 1.3e-06 2.2e-06 1.65e-06 2.05e-06 2.2e-06 1.55e-06 1.85e-06 1.85e-06 1.4e-06 2.05e-06 1.75e-06 1.35e-06 1.25e-06 1.2e-06 1.25e-06 1.25e-06 1.75e-06 2e-06 1.7e-06 1.5e-06 1.4e-06 1.7e-06 1.7e-06
34 1.85e-06 2.2e-06 2.85e-06 1.4e-06 2.15e-06 1.15e-06 2.55e-06 1.55e-06 1.3e-06 2e-06 2.55e-06 1.55e-06 1.9e-06 2.15e-06 1.5e-06 1.75e-06 2.8e-06 2.25e-06 2.5e-06 2.65e-06 1.4e-06 2e-06 2.55e-06 1.2e-06 2.25e-06 1.8e-06 1.2e-06 1.7e-06 1.95e-06 1.15e-06 1.25e-06 2.2e-06 1.85e-06 1.5e-06 1.6e-06 1.25e-06 1.6e-06 1.55e-06
35 2.2e-06 2.7e-06 3.4e-06 1.45e-06 1.65e-06 7e-07 2.95e-06 1.75e-06 1.45e-06 1.95e-06 2.85e-06 1.7e-06 1.65e-06 1.9e-06 1e-06 9.5e-07 3.25e-06 2.75e-06 2.7e-06 3.2e-06 9e-07 2.65e-06 2.85e-06 7.5e-07 2.8e-06 1.95e-06 7.5e-07 9e-07 2.4e-06 1.3e-06 1.45e-06 2.35e-06 2.05e-06 1.4e-06 1.25e-06 1.3e-06 1.05e-06 1.4e-06
36 2.4e-06 2.8e-06 3.3e-06 1.8e-06 1.75e-06 1e-06 3.25e-06 2.05e-06 1.75e-06 2.3e-06 3.2e-06 2.05e-06 2e-06 2.2e-06 1.1e-06 1e-06 3.35e-06 2.85e-06 2.6e-06 3.1e-06 1e-06 2.75e-06 3.2e-06 1.05e-06 3.15e-06 2e-06 1.1e-06 9.5e-07 2.7e-06 1.6e-06 1.75e-06 2.25e-06 2.2e-06 1.7e-06 1.6e-06 1.05e-06 1.9e-06 1.5e-06
37 1.85e-06 2.35e-06 2.75e-06 1.8e-06 1.8e-06 1.25e-06 2.95e-06 1.85e-06 1.5e-06 1.9e-06 2.95e-06 1.9e-06 2.1e-06 2.35e-06 1.45e-06 1.55e-06 2.95e-06 2.4e-06 2.1e-06 2.5e-06 1.35e-06 2.25e-06 2.95e-06 1.35e-06 2.95e-06 2e-06 1.35e-06 1.5e-06 2.35e-06 1.6e-06 1.55e-06 1.55e-06 1.95e-06 1.7e-06 1.55e-06 1.4e-06 1.5e-06 2e-06
