 slim_762264444 slim_762264465 slim_762264460 slim_762264456 slim_762264461 slim_762264429 slim_762264438 slim_762264452 slim_762264453 slim_762264431 slim_762264433 slim_762264458 slim_762264417 slim_762264447 slim_762264459 slim_762264425 slim_762264418 slim_762264445 slim_762264439 slim_762264430 slim_762264421 slim_762264448 slim_762264432 slim_762264450 slim_762264413 slim_762264414 slim_762264441 slim_762264440 slim_762264422 slim_762264434 slim_762264455 slim_762264454 slim_762264464 slim_762264437 slim_762264463 slim_762264423 slim_762264446 slim_762264420 slim_762264436 slim_762264449 slim_762264443 slim_762264462 slim_762264428 slim_762264419 slim_762264412 slim_762264442 slim_762264457 slim_762264435 slim_762264411 slim_762264427 slim_762264416 slim_762264415 slim_762264424 slim_762264451 slim_762264466 slim_762264426
0 9e-07 2.1e-06 2.55e-06 1.75e-06 1.7e-06 1.6e-06 1.8e-06 2.15e-06 1.9e-06 2.9e-06 1.75e-06 1.7e-06 2.7e-06 2.65e-06 2.85e-06 2.8e-06 2.15e-06 1.1e-06 2.65e-06 2.7e-06 1.5e-06 2.4e-06 1.55e-06 1.4e-06 8e-07 1.85e-06 3e-06 2.75e-06 8.5e-07 2.4e-06 2.25e-06 2.8e-06 2.05e-06 2.9e-06 2.25e-06 2.85e-06 1.7e-06 1.85e-06 2.3e-06 1.05e-06 1.6e-06 6.5e-07 2.3e-06 2.45e-06 1.9e-06 2.85e-06 1.5e-06 2e-06 1.8e-06 2.3e-06 1.65e-06 1.65e-06 2.45e-06 1.95e-06 2.35e-06 2.4e-06
1 2.1e-06 2.4e-06 2.1e-06 2e-06 2e-06 2.15e-06 2e-06 2.25e-06 2.25e-06 1.8e-06 2e-06 1.65e-06 2e-06 1.5e-06 2.15e-06 1.7e-06 1.75e-06 1.8e-06 1.35e-06 2.05e-06 2.05e-06 1.65e-06 1.8e-06 1.9e-06 1.95e-06 1.85e-06 1.75e-06 1.45e-06 1.9e-06 1.8e-06 2.05e-06 1.75e-06 1.25e-06 2.15e-06 1.55e-06 2e-06 1.9e-06 2e-06 1.75e-06 1.65e-06 2.1e-06 2.1e-06 1.75e-06 1.95e-06 2.05e-06 1.95e-06 1.6e-06 2e-06 1.7e-06 1.75e-06 1.5e-06 2.1e-06 1.4e-06 2.15e-06 1.75e-06 2.1e-06
2 2.55e-06 2.1e-06 2.4e-06 2.2e-06 2e-06 1.9e-06 1.95e-06 1.6e-06 2e-06 1.6e-06 1.85e-06 2.15e-06 1.35e-06 1.65e-06 1.6e-06 1.7e-06 1.75e-06 2.3e-06 1.9e-06 1.3e-06 2e-06 2.2e-06 2e-06 2.5e-06 2.35e-06 1.95e-06 2.05e-06 1.9e-06 2.3e-06 1.7e-06 2.1e-06 1.7e-06 2.1e-06 1.45e-06 1.8e-06 1.45e-06 1.95e-06 1.85e-06 1.9e-06 2.45e-06 1.9e-06 2.5e-06 1.75e-06 2.25e-06 1.75e-06 1.3e-06 2.15e-06 2.1e-06 1.75e-06 1.75e-06 2.15e-06 1.95e-06 1.65e-06 2.05e-06 1.8e-06 1.65e-06
3 1.75e-06 2e-06 2.2e-06 3e-06 1.85e-06 1.9e-06 2.05e-06 2.2e-06 2.3e-06 2.15e-06 1.85e-06 2.05e-06 2.1e-06 2.1e-06 2.25e-06 2.15e-06 2e-06 1.85e-06 2.1e-06 2.1e-06 1.85e-06 1.8e-06 1.8e-06 2.1e-06 1.8e-06 2.05e-06 2.35e-06 2.15e-06 1.85e-06 2e-06 2.4e-06 2.15e-06 1.95e-06 2.3e-06 2e-06 2.1e-06 1.85e-06 2.05e-06 2e-06 1.95e-06 1.9e-06 2e-06 1.95e-06 1.85e-06 1.9e-06 2.05e-06 1.75e-06 2.25e-06 1.7e-06 1.95e-06 1.75e-06 1.95e-06 1.9e-06 2.2e-06 2e-06 2.05e-06
4 1.7e-06 2e-06 2e-06 1.85e-06 2.8e-06 1.85e-06 1.7e-06 1.95e-06 2.25e-06 1.95e-06 1.55e-06 2e-06 1.8e-06 1.95e-06 2.1e-06 1.85e-06 2e-06 1.85e-06 2.1e-06 1.75e-06 1.9e-06 2.15e-06 1.8e-06 2.05e-06 1.8e-06 2.1e-06 2.35e-06 2.15e-06 1.8e-06 1.85e-06 2.4e-06 2.05e-06 1.95e-06 2.05e-06 1.8e-06 1.5e-06 1.55e-06 1.8e-06 1.7e-06 1.9e-06 1.9e-06 1.9e-06 1.7e-06 2.15e-06 1.65e-06 1.55e-06 1.75e-06 2e-06 1.7e-06 1.7e-06 1.85e-06 1.85e-06 1.7e-06 1.85e-06 1.8e-06 1.85e-06
5 1.6e-06 2.15e-06 1.9e-06 1.9e-06 1.85e-06 2.7e-06 2.05e-06 1.75e-06 1.85e-06 2.25e-06 1.85e-06 2e-06 1.85e-06 2.05e-06 2e-06 2.25e-06 1.9e-06 2e-06 2.15e-06 1.75e-06 1.85e-06 2.4e-06 1.95e-06 2.25e-06 1.65e-06 2e-06 2.4e-06 2.2e-06 1.7e-06 2.3e-06 2.15e-06 2.1e-06 2.1e-06 1.95e-06 2.2e-06 2.25e-06 1.85e-06 2.05e-06 2.3e-06 2e-06 1.45e-06 1.85e-06 2.25e-06 2.5e-06 2e-06 2.2e-06 1.7e-06 2.2e-06 1.85e-06 2.25e-06 2.2e-06 1.55e-06 1.95e-06 2.2e-06 2.3e-06 2.1e-06
6 1.8e-06 2e-06 1.95e-06 2.05e-06 1.7e-06 2.05e-06 2.7e-06 1.8e-06 1.9e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.95e-06 2.05e-06 1.85e-06 1.95e-06 1.7e-06 2.15e-06 1.7e-06 1.75e-06 2.1e-06 1.65e-06 1.7e-06 1.6e-06 2.05e-06 2.3e-06 2.15e-06 1.55e-06 1.8e-06 2.15e-06 2e-06 1.95e-06 2e-06 1.75e-06 1.45e-06 1.7e-06 1.45e-06 1.65e-06 1.75e-06 2.1e-06 1.45e-06 1.65e-06 2.1e-06 1.7e-06 1.5e-06 2e-06 1.65e-06 1.65e-06 1.65e-06 1.8e-06 2.1e-06 1.75e-06 1.5e-06 1.75e-06 1.8e-06
7 2.15e-06 2.25e-06 1.6e-06 2.2e-06 1.95e-06 1.75e-06 1.8e-06 2.6e-06 1.7e-06 2.05e-06 1.95e-06 2.05e-06 1.55e-06 2.05e-06 1.8e-06 2.1e-06 1.75e-06 2.1e-06 2.3e-06 1.5e-06 1.65e-06 2.35e-06 2.05e-06 2.15e-06 1.9e-06 1.85e-06 2.45e-06 2.3e-06 1.85e-06 2e-06 2.1e-06 2.05e-06 2.25e-06 1.65e-06 2e-06 1.8e-06 1.9e-06 1.8e-06 2e-06 2.2e-06 1.75e-06 2e-06 1.95e-06 2.4e-06 1.85e-06 1.75e-06 2.15e-06 2e-06 1.8e-06 1.95e-06 2.1e-06 1.8e-06 2e-06 1.95e-06 2e-06 1.8e-06
8 1.9e-06 2.25e-06 2e-06 2.3e-06 2.25e-06 1.85e-06 1.9e-06 1.7e-06 2.9e-06 2.4e-06 2.25e-06 1.8e-06 1.95e-06 2.1e-06 2.1e-06 2.4e-06 1.95e-06 2e-06 2.25e-06 1.95e-06 1.85e-06 2.5e-06 1.95e-06 2e-06 1.65e-06 2.05e-06 2.5e-06 2.3e-06 1.6e-06 2.45e-06 1.95e-06 2.2e-06 2.25e-06 2.05e-06 2.35e-06 2.45e-06 2.2e-06 1.9e-06 2.45e-06 2e-06 1.8e-06 1.55e-06 2.4e-06 2.6e-06 2.25e-06 2.4e-06 2.1e-06 2.05e-06 1.95e-06 2.4e-06 2.35e-06 1.85e-06 2.1e-06 2e-06 2.45e-06 2.25e-06
9 2.9e-06 1.8e-06 1.6e-06 2.15e-06 1.95e-06 2.25e-06 1.9e-06 2.05e-06 2.4e-06 1.5e-06 1.85e-06 2.1e-06 1.3e-06 1.35e-06 1.55e-06 1.25e-06 1.95e-06 2.5e-06 1.45e-06 1.25e-06 2.45e-06 1.9e-06 1.9e-06 2.7e-06 2.7e-06 2.45e-06 9.5e-07 1.1e-06 2.65e-06 1.55e-06 2.35e-06 1.2e-06 1.75e-06 1.45e-06 1.5e-06 1e-06 1.95e-06 1.8e-06 1.7e-06 2.55e-06 2.3e-06 2.85e-06 1.55e-06 2.05e-06 1.75e-06 9e-07 2.1e-06 2.05e-06 1.65e-06 1.55e-06 2.2e-06 2.3e-06 1.2e-06 2e-06 1.6e-06 1.7e-06
