 slim_762420900 slim_762420874 slim_762420894 slim_762420877 slim_762420856 slim_762420882 slim_762420858 slim_762420876 slim_762420872 slim_762420892 slim_762420881 slim_762420893 slim_762420903 slim_762420852 slim_762420897 slim_762420889 slim_762420850 slim_762420896 slim_762420867 slim_762420887 slim_762420851 slim_762420866 slim_762420895 slim_762420873 slim_762420884 slim_762420865 slim_762420862 slim_762420878 slim_762420853 slim_762420864 slim_762420875 slim_762420871 slim_762420868 slim_762420886 slim_762420854 slim_762420883 slim_762420860 slim_762420870 slim_762420879 slim_762420855 slim_762420901 slim_762420898 slim_762420861 slim_762420899 slim_762420891 slim_762420863 slim_762420849 slim_762420885 slim_762420869 slim_762420890 slim_762420888 slim_762420857 slim_762420902 slim_762420859 slim_762420880
10 1.45e-06 1.9e-06 2.15e-06 1.65e-06 1.35e-06 1.6e-06 2.2e-06 1.55e-06 1.75e-06 3.05e-06 1.6e-06 1.65e-06 2.15e-06 2e-06 1.95e-06 1.45e-06 2.15e-06 1.35e-06 2.6e-06 1.9e-06 2.35e-06 8.5e-07 2e-06 3.15e-06 2.15e-06 2.35e-06 1.4e-06 1.5e-06 1.55e-06 1.5e-06 2.55e-06 2.85e-06 2.45e-06 1.5e-06 2.5e-06 1.9e-06 2.2e-06 2.5e-06 1.65e-06 2.55e-06 1.8e-06 2.55e-06 1.5e-06 2.4e-06 1.35e-06 2.1e-06 1.95e-06 1.1e-06 1.8e-06 1.4e-06 1.6e-06 1.6e-06 2.85e-06 2.25e-06 8.5e-07
11 2.7e-06 2.1e-06 1.9e-06 1.05e-06 1.95e-06 2.05e-06 1.75e-06 1.05e-06 1.95e-06 2.2e-06 1.65e-06 1.9e-06 1.9e-06 2.25e-06 1.95e-06 2.05e-06 1.85e-06 1.25e-06 2.4e-06 2.2e-06 1.05e-06 1.1e-06 2.2e-06 3.15e-06 2.35e-06 1.05e-06 1.9e-06 1.95e-06 1.05e-06 1.4e-06 2e-06 2.1e-06 2e-06 1.5e-06 2.3e-06 2.55e-06 2.15e-06 2.4e-06 1.05e-06 1.95e-06 2e-06 2.6e-06 1.45e-06 2.3e-06 1.9e-06 1.9e-06 1.95e-06 1.25e-06 2.75e-06 1.9e-06 2.1e-06 1.7e-06 2.85e-06 1.6e-06 1.05e-06
12 2e-06 2.5e-06 1.6e-06 1.75e-06 2.1e-06 2.2e-06 1.6e-06 1.85e-06 2.35e-06 2.6e-06 2.15e-06 1.9e-06 2.8e-06 1.85e-06 2.55e-06 2.05e-06 2.15e-06 2.15e-06 2.7e-06 1.9e-06 1.5e-06 2.15e-06 2.7e-06 3.05e-06 2e-06 1.45e-06 1.85e-06 2.05e-06 1.85e-06 1.65e-06 2e-06 2.5e-06 1.95e-06 2.3e-06 2.6e-06 1.55e-06 1.5e-06 2.45e-06 1.9e-06 2e-06 2.4e-06 3.05e-06 2.3e-06 2.1e-06 1.95e-06 1.55e-06 2.15e-06 2.45e-06 1.6e-06 1.85e-06 1.95e-06 1.8e-06 2.75e-06 2e-06 2.25e-06
13 1.85e-06 2.35e-06 1.95e-06 2.15e-06 1.65e-06 1.85e-06 2e-06 2.15e-06 2.2e-06 3.15e-06 2e-06 2.25e-06 1.85e-06 2.7e-06 2.1e-06 1.9e-06 2.5e-06 1.7e-06 2.35e-06 1.45e-06 2.35e-06 2e-06 2.75e-06 3.1e-06 1.8e-06 2.35e-06 1.75e-06 1.75e-06 2.15e-06 1.55e-06 2.35e-06 3e-06 2.25e-06 1.85e-06 2.35e-06 1.45e-06 1.9e-06 2.3e-06 2.25e-06 2.55e-06 2.25e-06 3.1e-06 1.85e-06 2.5e-06 1.8e-06 1.9e-06 2.2e-06 2.2e-06 1.45e-06 1.75e-06 1.85e-06 2.15e-06 2.8e-06 2.55e-06 2.1e-06
14 2.7e-06 1.85e-06 2.55e-06 1.95e-06 1.9e-06 1.95e-06 2.35e-06 1.85e-06 1.7e-06 2.95e-06 1.95e-06 1.95e-06 2.55e-06 2.1e-06 2.6e-06 2.2e-06 2.05e-06 1.35e-06 2.3e-06 2e-06 2.35e-06 1.55e-06 2.1e-06 2.7e-06 2.1e-06 2.35e-06 2.1e-06 2.05e-06 1.85e-06 1.9e-06 2.2e-06 2.75e-06 2.1e-06 1.6e-06 2.2e-06 2.45e-06 2.8e-06 2.4e-06 2e-06 2.8e-06 1.75e-06 2.1e-06 1.55e-06 2.95e-06 2.05e-06 2.5e-06 2.3e-06 1.6e-06 2.6e-06 2.1e-06 2.3e-06 2.45e-06 2.4e-06 2.7e-06 1.5e-06
15 1.5e-06 2.15e-06 2.05e-06 2e-06 1.7e-06 1.65e-06 2.1e-06 1.95e-06 2e-06 3.15e-06 1.45e-06 2.05e-06 2.05e-06 1.9e-06 2.2e-06 2.8e-06 2.4e-06 1.75e-06 2.7e-06 1.7e-06 2.45e-06 1.45e-06 2.4e-06 3.1e-06 1.9e-06 2.45e-06 1.6e-06 1.85e-06 1.95e-06 1.6e-06 2.5e-06 2.95e-06 2.4e-06 1.8e-06 2.6e-06 1.6e-06 2.05e-06 2.5e-06 1.95e-06 2.55e-06 2.05e-06 2.8e-06 1.9e-06 2.45e-06 1.5e-06 2e-06 2.05e-06 1.8e-06 1.45e-06 1.6e-06 1.65e-06 1.95e-06 2.8e-06 2.5e-06 1.45e-06
16 2.65e-06 2.05e-06 2.2e-06 1.8e-06 2.35e-06 2.35e-06 2e-06 1.85e-06 1.9e-06 2.55e-06 2.15e-06 1.85e-06 2.15e-06 2.5e-06 2.05e-06 2.4e-06 3.3e-06 2.05e-06 2.7e-06 2.45e-06 1.75e-06 1.9e-06 2.15e-06 2.6e-06 2.25e-06 1.75e-06 2.25e-06 2.35e-06 1.85e-06 2.05e-06 1.8e-06 2.45e-06 1.85e-06 2.3e-06 2.6e-06 2.35e-06 2.15e-06 2.55e-06 1.9e-06 2.25e-06 1.95e-06 2.3e-06 2.25e-06 2.55e-06 2.25e-06 2.15e-06 2.3e-06 2.1e-06 2.55e-06 2.25e-06 2.45e-06 2.1e-06 2.3e-06 2.15e-06 1.95e-06
17 2.4e-06 1.8e-06 2.15e-06 1.25e-06 1.35e-06 1.55e-06 1.95e-06 1.15e-06 1.65e-06 2.65e-06 1.35e-06 1.25e-06 2.15e-06 1.7e-06 1.35e-06 1.75e-06 2.05e-06 1.3e-06 2e-06 1.6e-06 1.7e-06 8e-07 2.1e-06 3.05e-06 2e-06 1.7e-06 1.65e-06 1.5e-06 1.15e-06 1.15e-06 2.2e-06 2.45e-06 2.1e-06 9e-07 1.9e-06 2.3e-06 2.4e-06 2.1e-06 1.3e-06 2.4e-06 1.7e-06 2.5e-06 8.5e-07 2.55e-06 1.6e-06 2.1e-06 1.85e-06 8.5e-07 2.45e-06 1.65e-06 1.85e-06 1.9e-06 2.75e-06 2e-06 7.5e-07
18 3.05e-06 2.75e-06 2.7e-06 2.25e-06 2.35e-06 2.55e-06 2.6e-06 2.25e-06 2.6e-06 2.45e-06 2.6e-06 2.4e-06 2.7e-06 2.35e-06 2.3e-06 2.7e-06 2.7e-06 2e-06 3.5e-06 2.35e-06 2.4e-06 2.2e-06 2.75e-06 2.65e-06 2.4e-06 2.4e-06 2.65e-06 2.4e-06 2.25e-06 2.25e-06 2.7e-06 2.3e-06 2.55e-06 2.15e-06 1.75e-06 2.8e-06 2.9e-06 2.35e-06 2.4e-06 2.8e-06 2.65e-06 2.35e-06 2.15e-06 2.65e-06 2.6e-06 2.65e-06 2.6e-06 2.4e-06 2.85e-06 2.65e-06 2.8e-06 2.7e-06 2.35e-06 2.6e-06 2.3e-06
19 1.65e-06 2.25e-06 1.9e-06 2.1e-06 1.55e-06 1.75e-06 1.95e-06 2.1e-06 2.1e-06 3.1e-06 1.9e-06 2.2e-06 1.9e-06 1.45e-06 2e-06 1.7e-06 2.45e-06 1.6e-06 2.35e-06 2.5e-06 2.3e-06 1.9e-06 2.65e-06 3e-06 1.7e-06 2.3e-06 1.75e-06 1.7e-06 2.1e-06 1.5e-06 2.3e-06 2.95e-06 2.2e-06 1.75e-06 2.25e-06 1.45e-06 1.95e-06 2.2e-06 2.2e-06 2.5e-06 2.15e-06 3e-06 1.75e-06 2.45e-06 1.7e-06 1.85e-06 2.1e-06 2.1e-06 1.3e-06 1.75e-06 1.85e-06 2.1e-06 2.7e-06 2.5e-06 2e-06
20 3.05e-06 2.5e-06 1.6e-06 9e-07 2.3e-06 2.45e-06 1.35e-06 1.1e-06 2.35e-06 1.8e-06 2.35e-06 1.05e-06 1.5e-06 2.35e-06 2.35e-06 2.45e-06 1.75e-06 1.7e-06 2.4e-06 2.3e-06 3e-07 1.8e-06 2.55e-06 3.1e-06 2.45e-06 1.5e-07 2.35e-06 2.2e-06 1.1e-06 1.55e-06 1.6e-06 1.75e-06 1.65e-06 1.9e-06 2.3e-06 2.65e-06 1.8e-06 2.35e-06 1.05e-06 1.55e-06 2.4e-06 2.9e-06 1.9e-06 2.05e-06 2.35e-06 1.55e-06 2.1e-06 2e-06 2.85e-06 2.35e-06 2.45e-06 1.55e-06 2.8e-06 1.15e-06 1.8e-06
21 2.05e-06 1.65e-06 2.15e-06 1.1e-06 1.4e-06 1.4e-06 1.95e-06 1e-06 1.5e-06 2.55e-06 8.5e-07 1.1e-06 2.15e-06 2e-06 1.55e-06 1.45e-06 1.9e-06 8e-07 2.2e-06 1.9e-06 1.8e-06 5e-07 1.75e-06 2.95e-06 1.95e-06 1.8e-06 1.4e-06 1.55e-06 1e-06 1.15e-06 2.3e-06 2.35e-06 2.2e-06 9.5e-07 2.1e-06 2.2e-06 2.3e-06 2.25e-06 1.1e-06 2.3e-06 1.55e-06 2.2e-06 9.5e-07 2.4e-06 1.3e-06 2.1e-06 1.7e-06 5.5e-07 2.35e-06 1.4e-06 1.6e-06 1.65e-06 2.65e-06 1.85e-06 3e-07
22 2.6e-06 2.15e-06 2.7e-06 2.2e-06 2.4e-06 2.35e-06 2.4e-06 2.1e-06 2e-06 2.85e-06 2e-06 2.2e-06 2.7e-06 2.75e-06 2.1e-06 2.4e-06 2.15e-06 2.1e-06 2.75e-06 2.65e-06 2.55e-06 1.75e-06 3.4e-06 2.65e-06 2.25e-06 2.55e-06 2.3e-06 2.45e-06 2.1e-06 2.2e-06 2.45e-06 2.65e-06 2.35e-06 2.25e-06 2.65e-06 2.5e-06 2.75e-06 2.5e-06 2.25e-06 2.4e-06 2.05e-06 2.1e-06 2.2e-06 2.85e-06 2.25e-06 2.65e-06 2e-06 2e-06 2.7e-06 2.3e-06 2.55e-06 2.45e-06 2.4e-06 2.2e-06 1.8e-06
23 3.2e-06 2.55e-06 3.05e-06 3e-06 3.15e-06 3e-06 2.8e-06 3e-06 2.4e-06 2.5e-06 3.15e-06 3.15e-06 3.05e-06 3.1e-06 2.7e-06 3.1e-06 2.6e-06 3.05e-06 2.65e-06 3e-06 3.1e-06 2.95e-06 2.65e-06 3.5e-06 2.2e-06 3.1e-06 3.05e-06 3.2e-06 3e-06 2.9e-06 2.45e-06 2.45e-06 2.35e-06 3.1e-06 2.55e-06 2.7e-06 3.05e-06 2.6e-06 3.15e-06 3e-06 2.5e-06 2.05e-06 3.1e-06 2.95e-06 3e-06 3e-06 2.85e-06 3.3e-06 2.85e-06 3.05e-06 3.2e-06 3.2e-06 1.8e-06 3.1e-06 3.1e-06
24 1.9e-06 2.05e-06 1.95e-06 2.25e-06 2.05e-06 1.85e-06 1.6e-06 2.25e-06 1.9e-06 2.65e-06 2.15e-06 2.35e-06 2e-06 1.8e-06 2.1e-06 1.9e-06 2.25e-06 2e-06 2.4e-06 1.7e-06 2.45e-06 1.95e-06 2.25e-06 2.2e-06 1.4e-06 2.45e-06 1.85e-06 2.2e-06 2.25e-06 1.55e-06 2.1e-06 2.5e-06 2e-06 1.95e-06 2.3e-06 1.15e-06 2e-06 1.9e-06 2.35e-06 2.15e-06 1.95e-06 2.3e-06 1.95e-06 2.55e-06 1.75e-06 1.9e-06 1.75e-06 2.35e-06 1.35e-06 1.85e-06 1.95e-06 2.35e-06 2.05e-06 2.4e-06 2.15e-06
25 3.05e-06 2.5e-06 1.6e-06 8.5e-07 2.3e-06 2.45e-06 1.3e-06 1.05e-06 2.35e-06 1.8e-06 2.35e-06 1.05e-06 1.45e-06 2.35e-06 2.35e-06 2.45e-06 1.75e-06 1.7e-06 2.4e-06 2.3e-06 1.5e-07 1.8e-06 2.55e-06 3.1e-06 2.45e-06 1e-07 2.35e-06 2.2e-06 1.05e-06 1.55e-06 1.6e-06 1.75e-06 1.6e-06 1.9e-06 2.3e-06 2.65e-06 1.8e-06 2.35e-06 1.05e-06 1.55e-06 2.4e-06 2.9e-06 1.9e-06 2.05e-06 2.35e-06 1.55e-06 2.1e-06 2e-06 2.85e-06 2.35e-06 2.45e-06 1.6e-06 2.8e-06 1.2e-06 1.8e-06
26 1.6e-06 2.05e-06 1.95e-06 1.9e-06 1.7e-06 1.75e-06 2e-06 1.8e-06 1.9e-06 3.05e-06 1.4e-06 1.9e-06 1.85e-06 1.75e-06 2.1e-06 1.6e-06 2.25e-06 1.65e-06 2.65e-06 1.75e-06 2.35e-06 1.4e-06 2.3e-06 3.05e-06 1.85e-06 2.35e-06 2.7e-06 1.8e-06 1.8e-06 1.5e-06 2.4e-06 2.85e-06 2.3e-06 1.85e-06 2.55e-06 1.45e-06 1.9e-06 2.45e-06 1.95e-06 2.45e-06 1.95e-06 2.7e-06 1.75e-06 2.35e-06 1.45e-06 1.9e-06 1.95e-06 1.65e-06 1.45e-06 1.4e-06 1.6e-06 1.9e-06 2.75e-06 2.4e-06 1.45e-06
27 1.8e-06 2.3e-06 2.1e-06 1.85e-06 1.4e-06 1.8e-06 2.15e-06 1.85e-06 2.15e-06 3e-06 1.5e-06 1.95e-06 2.05e-06 1.75e-06 2.05e-06 1.85e-06 2.35e-06 1.5e-06 2.4e-06 1.7e-06 2.2e-06 1.55e-06 2.45e-06 3.2e-06 2.2e-06 2.2e-06 1.8e-06 2.8e-06 1.85e-06 1.6e-06 2.45e-06 2.85e-06 2.35e-06 1.6e-06 2.3e-06 1.95e-06 2.1e-06 2.35e-06 1.9e-06 2.5e-06 2.2e-06 2.95e-06 1.65e-06 2.45e-06 1.8e-06 2.05e-06 2.2e-06 1.75e-06 1.9e-06 1.8e-06 1.9e-06 1.8e-06 2.9e-06 2.25e-06 1.6e-06
28 2.6e-06 2e-06 1.95e-06 8.5e-07 1.85e-06 1.95e-06 1.7e-06 8.5e-07 1.85e-06 2.2e-06 1.55e-06 1.05e-06 1.85e-06 2.15e-06 1.85e-06 1.95e-06 1.85e-06 1.15e-06 2.25e-06 2.1e-06 1.1e-06 1e-06 2.1e-06 3e-06 2.25e-06 1.05e-06 1.8e-06 1.85e-06 1.7e-06 1.3e-06 2e-06 2.05e-06 1.8e-06 1.4e-06 2.15e-06 2.45e-06 2.15e-06 2.25e-06 1.1e-06 2e-06 1.9e-06 2.45e-06 1.35e-06 2.25e-06 1.8e-06 1.9e-06 1.85e-06 1.15e-06 2.65e-06 1.8e-06 2e-06 1.7e-06 2.7e-06 1.6e-06 9.5e-07
29 1.9e-06 1.85e-06 1.7e-06 1.35e-06 1.5e-06 1.65e-06 1.5e-06 1.3e-06 1.7e-06 2.6e-06 1.5e-06 1.4e-06 1.65e-06 1.55e-06 1.9e-06 1.6e-06 2.05e-06 1.15e-06 2.25e-06 1.5e-06 1.55e-06 1.15e-06 2.2e-06 2.9e-06 1.55e-06 1.55e-06 1.5e-06 1.6e-06 1.3e-06 1.1e-06 1.9e-06 2.4e-06 1.8e-06 1.3e-06 2.15e-06 1.55e-06 1.7e-06 2.05e-06 1.4e-06 2.05e-06 1.75e-06 2.85e-06 1.3e-06 2.25e-06 1.5e-06 1.65e-06 1.65e-06 1.45e-06 1.75e-06 1.5e-06 1.6e-06 1.7e-06 2.6e-06 1.7e-06 1.2e-06
30 2.75e-06 2.05e-06 2.05e-06 1.9e-06 2.45e-06 2.45e-06 1.85e-06 2e-06 1.9e-06 2.55e-06 2.55e-06 2e-06 2e-06 2.35e-06 2.2e-06 2.5e-06 1.8e-06 2.2e-06 2.7e-06 2.3e-06 1.6e-06 2.3e-06 2.45e-06 2.45e-06 2.1e-06 1.6e-06 2.4e-06 2.45e-06 2e-06 1.9e-06 3e-06 2.45e-06 1.6e-06 2.4e-06 2.6e-06 2.2e-06 2e-06 2.5e-06 2e-06 2.2e-06 2e-06 2.6e-06 2.4e-06 2.55e-06 2.4e-06 2e-06 2.35e-06 2.55e-06 2.4e-06 2.4e-06 2.5e-06 2.2e-06 2.2e-06 2.15e-06 2.35e-06
31 3.45e-06 2.9e-06 2.55e-06 2.05e-06 2.95e-06 2.9e-06 2.3e-06 2.05e-06 2.75e-06 1.8e-06 2.85e-06 2.1e-06 2.5e-06 3e-06 2.75e-06 2.95e-06 2.45e-06 2.45e-06 2.3e-06 2.95e-06 1.75e-06 2.35e-06 2.65e-06 2.45e-06 2.5e-06 1.75e-06 2.85e-06 2.85e-06 2.05e-06 2.4e-06 2.45e-06 3.1e-06 2.4e-06 2.5e-06 2.2e-06 3.05e-06 2.7e-06 2.4e-06 2.1e-06 2.3e-06 2.8e-06 2.25e-06 2.5e-06 2.35e-06 2.85e-06 2.45e-06 2.5e-06 2.65e-06 3.25e-06 2.85e-06 3e-06 2.55e-06 2.35e-06 2.1e-06 2.4e-06
32 2.65e-06 2e-06 2.05e-06 1.7e-06 2.35e-06 2.35e-06 1.8e-06 1.8e-06 1.85e-06 2.5e-06 2.45e-06 2e-06 1.95e-06 2.25e-06 2.1e-06 2.4e-06 1.85e-06 2.1e-06 2.55e-06 2.2e-06 1.65e-06 2.2e-06 2.35e-06 2.35e-06 2e-06 1.6e-06 2.3e-06 2.35e-06 1.8e-06 1.8e-06 1.6e-06 2.4e-06 2.8e-06 2.3e-06 2.45e-06 2.1e-06 2.05e-06 2.35e-06 2e-06 2.2e-06 1.9e-06 2.45e-06 2.3e-06 2.5e-06 2.3e-06 2e-06 2.25e-06 2.45e-06 2.3e-06 2.3e-06 2.4e-06 2.2e-06 2.05e-06 2.15e-06 2.25e-06
33 2.45e-06 2.05e-06 2.3e-06 1.45e-06 1.45e-06 1.55e-06 2.05e-06 1.4e-06 1.9e-06 2.7e-06 1.5e-06 1.5e-06 2.3e-06 1.85e-06 1.6e-06 1.8e-06 2.3e-06 9e-07 2.15e-06 1.75e-06 1.9e-06 9.5e-07 2.25e-06 3.1e-06 1.95e-06 1.9e-06 1.85e-06 1.6e-06 1.4e-06 1.3e-06 2.4e-06 2.5e-06 2.3e-06 1.7e-06 2.05e-06 2.4e-06 2.5e-06 2.15e-06 1.4e-06 2.5e-06 1.95e-06 2.65e-06 9.5e-07 2.7e-06 1.75e-06 2.25e-06 2e-06 1.15e-06 2.55e-06 1.85e-06 1.9e-06 2e-06 2.9e-06 2.1e-06 9e-07
