 slim_762354905 slim_762354944 slim_762354939 slim_762354933 slim_762354916 slim_762354947 slim_762354928 slim_762354942 slim_762354945 slim_762354915 slim_762354908 slim_762354918 slim_762354919 slim_762354955 slim_762354936 slim_762354929 slim_762354941 slim_762354921 slim_762354952 slim_762354910 slim_762354937 slim_762354926 slim_762354922 slim_762354912 slim_762354913 slim_762354948 slim_762354954 slim_762354903 slim_762354911 slim_762354906 slim_762354946 slim_762354943 slim_762354934 slim_762354940 slim_762354932 slim_762354949 slim_762354914 slim_762354909 slim_762354920 slim_762354902 slim_762354938 slim_762354923 slim_762354935 slim_762354930 slim_762354951 slim_762354950 slim_762354904 slim_762354927 slim_762354917 slim_762354924 slim_762354931 slim_762354925 slim_762354907 slim_762354953
13 2.65e-06 2.55e-06 2.5e-06 2.35e-06 2.05e-06 2.65e-06 2e-06 2.35e-06 1.85e-06 2.3e-06 2.3e-06 2.15e-06 2.4e-06 1.7e-06 1.9e-06 2.65e-06 2.6e-06 2.05e-06 2.5e-06 1.15e-06 2.45e-06 2.1e-06 1.7e-06 2.85e-06 2.9e-06 2.55e-06 2.4e-06 2.05e-06 2.1e-06 2.8e-06 2.75e-06 2.55e-06 1.6e-06 2.45e-06 2.15e-06 1.95e-06 2.55e-06 1.5e-06 1.6e-06 2.95e-06 1.65e-06 2.7e-06 2.1e-06 2.05e-06 1.5e-06 2.6e-06 1.85e-06 1.25e-06 1.5e-06 2.2e-06 2.05e-06 1.8e-06 2.5e-06 2.15e-06
14 1.8e-06 2.1e-06 1.55e-06 1.5e-06 1.6e-06 2.1e-06 1.55e-06 1.55e-06 2.05e-06 1.85e-06 1.9e-06 1.75e-06 1.6e-06 1.9e-06 2.4e-06 1.75e-06 2.05e-06 1.7e-06 1.95e-06 1.55e-06 1.6e-06 1.55e-06 1.6e-06 1.85e-06 1.85e-06 2e-06 1.85e-06 2.2e-06 1.35e-06 1.85e-06 1.7e-06 2.05e-06 2.3e-06 1.9e-06 1.75e-06 2.1e-06 2.05e-06 1.85e-06 1.6e-06 2e-06 1.65e-06 1.75e-06 1.35e-06 2.2e-06 1.9e-06 2.05e-06 1.9e-06 1.6e-06 2.1e-06 1.8e-06 2.2e-06 1.8e-06 1.65e-06 2.1e-06
15 8e-07 8e-07 8e-07 1.1e-06 1.15e-06 9e-07 1.35e-06 1.2e-06 1.95e-06 8e-07 1.05e-06 1.4e-06 1.2e-06 2.65e-06 1.75e-06 8e-07 1e-06 1.15e-06 9e-07 2.4e-06 1e-06 1.6e-06 1.9e-06 8e-07 7.5e-07 1.2e-06 1.15e-06 1.65e-06 9.5e-07 8e-07 8e-07 1.05e-06 2.35e-06 1.2e-06 1.65e-06 2.25e-06 1.15e-06 2.15e-06 1.55e-06 7e-07 1.6e-06 7e-07 9.5e-07 1.25e-06 1.9e-06 1e-06 1.7e-06 2.15e-06 2.2e-06 1.15e-06 1.85e-06 1.8e-06 6.5e-07 1.1e-06
16 1.1e-06 1.05e-06 1.25e-06 1.3e-06 1.6e-06 1.05e-06 1.75e-06 1.45e-06 2.05e-06 8.5e-07 1.3e-06 1.45e-06 1.5e-06 2.6e-06 2.05e-06 1e-06 1.6e-06 1.3e-06 8.5e-07 2.6e-06 1.55e-06 2.05e-06 2.15e-06 9.5e-07 9e-07 1.1e-06 1.25e-06 2e-06 1.3e-06 1.05e-06 1e-06 1e-06 2.3e-06 1.1e-06 2e-06 2.45e-06 1.3e-06 2.3e-06 1.75e-06 1.2e-06 1.8e-06 9.5e-07 1.3e-06 1.05e-06 1.75e-06 9e-07 1.95e-06 2.3e-06 2.1e-06 1.5e-06 2.2e-06 2.05e-06 1e-06 8e-07
17 1.4e-06 1.25e-06 1.25e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.45e-06 1.75e-06 9.5e-07 1.4e-06 1.4e-06 1.5e-06 2.05e-06 1.7e-06 1.15e-06 1.3e-06 1.6e-06 1.2e-06 1.9e-06 1.55e-06 1.75e-06 1.75e-06 1.4e-06 1.45e-06 1.25e-06 1.35e-06 2e-06 1.15e-06 1.45e-06 1.3e-06 1.25e-06 1.9e-06 1.25e-06 1.75e-06 2.05e-06 1.5e-06 1.75e-06 1.35e-06 1.5e-06 1.4e-06 1.25e-06 1.15e-06 1.1e-06 1.45e-06 1.3e-06 1.65e-06 1.85e-06 1.65e-06 1.45e-06 1.95e-06 1.7e-06 1.1e-06 1e-06
18 1.05e-06 9.5e-07 1.15e-06 1.25e-06 1.5e-06 9.5e-07 1.65e-06 1.35e-06 1.95e-06 7.5e-07 1.2e-06 1.35e-06 1.4e-06 2.5e-06 1.95e-06 9e-07 8.5e-07 1.2e-06 1.4e-06 2.5e-06 1.45e-06 1.95e-06 2.05e-06 9e-07 8.5e-07 1.05e-06 1.15e-06 1.9e-06 1.2e-06 1e-06 9.5e-07 9e-07 2.2e-06 1e-06 1.9e-06 2.35e-06 1.2e-06 2.2e-06 1.65e-06 1.1e-06 1.7e-06 8.5e-07 1.2e-06 9.5e-07 1.65e-06 8.5e-07 1.85e-06 2.2e-06 2e-06 1.4e-06 2.1e-06 1.95e-06 9e-07 7e-07
19 2.35e-06 2.6e-06 2.35e-06 2.1e-06 1.8e-06 2.65e-06 1.6e-06 2.1e-06 1.95e-06 2.35e-06 2.35e-06 2.1e-06 2.15e-06 1.15e-06 1.55e-06 2.4e-06 2.6e-06 1.9e-06 2.5e-06 1.1e-06 2.2e-06 1.75e-06 1.5e-06 2.55e-06 2.6e-06 2.35e-06 2.5e-06 2.35e-06 1.9e-06 2.65e-06 2.55e-06 2.55e-06 1.9e-06 2.7e-06 1.65e-06 1.6e-06 2.55e-06 1.5e-06 1.35e-06 2.65e-06 1.4e-06 2.4e-06 1.9e-06 2.55e-06 1.5e-06 2.6e-06 1.65e-06 1.1e-06 1.9e-06 2.15e-06 2.1e-06 1.65e-06 2.4e-06 2.45e-06
20 1.35e-06 1.35e-06 1.1e-06 1.1e-06 1.4e-06 1.4e-06 1.6e-06 1.15e-06 2.1e-06 1.4e-06 1.5e-06 1.4e-06 1.2e-06 2.45e-06 1.6e-06 1e-06 1.55e-06 1.55e-06 1.45e-06 2.2e-06 1.9e-06 1.55e-06 1.75e-06 1.3e-06 1.3e-06 1.7e-06 1.4e-06 1.85e-06 1e-06 1.35e-06 1.2e-06 1.55e-06 2.4e-06 1.55e-06 1.85e-06 2.15e-06 1.55e-06 2.25e-06 1.75e-06 1.2e-06 1.8e-06 1.2e-06 1e-06 1.8e-06 2.05e-06 1.55e-06 1.85e-06 2e-06 2.3e-06 1.2e-06 2e-06 1.85e-06 1.25e-06 1.65e-06
21 1.85e-06 1.95e-06 1.45e-06 1.55e-06 1.5e-06 2e-06 1.4e-06 1.6e-06 2.05e-06 1.8e-06 1.9e-06 1.85e-06 1.6e-06 2.1e-06 1.55e-06 1.6e-06 2.05e-06 1.75e-06 1.95e-06 1.75e-06 1.55e-06 2.5e-06 1.65e-06 1.9e-06 1.9e-06 2e-06 1.75e-06 2.15e-06 1.35e-06 1.95e-06 1.7e-06 2.05e-06 2.25e-06 2e-06 1.85e-06 2.2e-06 2e-06 1.9e-06 1.7e-06 1.9e-06 1.75e-06 1.75e-06 1.35e-06 2.15e-06 2e-06 2.05e-06 1.9e-06 1.55e-06 2.2e-06 1.75e-06 2.1e-06 1.6e-06 1.7e-06 2.05e-06
22 2.05e-06 2e-06 1.55e-06 1.75e-06 1.8e-06 2.1e-06 1.8e-06 1.75e-06 2.1e-06 1.85e-06 1.8e-06 1.85e-06 1.8e-06 1.7e-06 1.6e-06 1.9e-06 2.15e-06 1.75e-06 2.05e-06 1.5e-06 1.75e-06 1.65e-06 2.6e-06 2.2e-06 2.25e-06 2.1e-06 1.65e-06 2.25e-06 1.5e-06 2.25e-06 1.95e-06 2.1e-06 1.95e-06 2.05e-06 1.95e-06 2.05e-06 2e-06 1.9e-06 1.5e-06 2.2e-06 1.55e-06 2.05e-06 1.5e-06 2.05e-06 1.6e-06 2.15e-06 1.75e-06 1.7e-06 2.05e-06 1.8e-06 2.2e-06 1.7e-06 1.95e-06 1.9e-06
23 8e-07 1.1e-06 1.2e-06 9.5e-07 1.45e-06 9.5e-07 1.6e-06 9.5e-07 2e-06 1.15e-06 1.25e-06 1.15e-06 1.25e-06 2.85e-06 1.85e-06 8e-07 9.5e-07 1.4e-06 9e-07 2.55e-06 1.3e-06 1.9e-06 2.2e-06 5e-07 3.5e-07 1.1e-06 1.55e-06 2e-06 1.2e-06 6e-07 7.5e-07 9e-07 2.65e-06 1.2e-06 1.7e-06 2.3e-06 1.2e-06 2.3e-06 1.8e-06 6e-07 1.85e-06 3.5e-07 1.2e-06 1.6e-06 2.15e-06 9.5e-07 2e-06 2.35e-06 2.4e-06 1.45e-06 2.15e-06 2.1e-06 8e-07 1.45e-06
24 7e-07 1.1e-06 1.2e-06 9.5e-07 1.45e-06 8e-07 1.6e-06 1.15e-06 2.05e-06 1.15e-06 1.25e-06 1.35e-06 1.25e-06 2.9e-06 1.85e-06 7.5e-07 9e-07 1.45e-06 8.5e-07 2.6e-06 1.3e-06 1.9e-06 2.25e-06 3.5e-07 3e-07 1.1e-06 1.55e-06 1.95e-06 1.25e-06 5.5e-07 7e-07 1.05e-06 2.7e-06 1.2e-06 1.65e-06 2.3e-06 1.05e-06 2.35e-06 1.85e-06 7e-07 1.9e-06 4.5e-07 1.25e-06 1.6e-06 2.2e-06 8e-07 2e-06 2.35e-06 2.45e-06 1.45e-06 2.15e-06 2.1e-06 8e-07 1.45e-06
25 1.3e-06 1.25e-06 1.45e-06 1.45e-06 1.75e-06 1.25e-06 1.7e-06 1.55e-06 2e-06 1.05e-06 1.5e-06 1.55e-06 1.65e-06 2.55e-06 2e-06 1.2e-06 1.1e-06 1.25e-06 1.05e-06 2.35e-06 1.7e-06 2e-06 2.1e-06 1.1e-06 1.1e-06 2e-06 1.45e-06 2.2e-06 1.45e-06 1.25e-06 1.2e-06 1.15e-06 2.25e-06 1.3e-06 1.95e-06 2.35e-06 1.5e-06 2.05e-06 1.7e-06 1.35e-06 1.75e-06 1.1e-06 1.45e-06 1.25e-06 1.7e-06 1.1e-06 1.9e-06 2.25e-06 2.05e-06 1.65e-06 2.15e-06 2e-06 1.2e-06 1e-06
26 1.5e-06 1.15e-06 9e-07 1.4e-06 1.6e-06 1.3e-06 1.8e-06 1.45e-06 2.1e-06 9e-07 1.3e-06 1.5e-06 1.45e-06 2.4e-06 1.85e-06 1.15e-06 1.25e-06 1.35e-06 1.15e-06 2.5e-06 1.4e-06 1.75e-06 1.65e-06 1.55e-06 1.55e-06 1.45e-06 1.6e-06 2e-06 1.1e-06 1.55e-06 1.2e-06 1.2e-06 2.05e-06 1.15e-06 2.2e-06 2.55e-06 1.4e-06 2.25e-06 1.7e-06 1.55e-06 1.75e-06 1.4e-06 1.1e-06 1.05e-06 1.65e-06 1.25e-06 1.9e-06 2.2e-06 2e-06 1.4e-06 2.2e-06 1.85e-06 1.2e-06 8e-07
27 1.95e-06 1.8e-06 1.9e-06 1.95e-06 1.8e-06 1.85e-06 2.05e-06 2.05e-06 2.1e-06 1.85e-06 1.9e-06 2e-06 2.05e-06 2.05e-06 2.2e-06 1.65e-06 2e-06 2e-06 1.9e-06 2.35e-06 1.85e-06 2.15e-06 2.25e-06 2e-06 1.95e-06 2.2e-06 2e-06 3.2e-06 1.85e-06 1.9e-06 2e-06 2.05e-06 2.2e-06 1.95e-06 2.3e-06 2.55e-06 2e-06 2.1e-06 2.1e-06 1.9e-06 2.15e-06 1.9e-06 1.85e-06 1.8e-06 2.2e-06 2e-06 2.1e-06 2e-06 2e-06 1.75e-06 1.9e-06 2.1e-06 1.8e-06 1.9e-06
28 1.2e-06 1.25e-06 8e-07 9e-07 1.1e-06 1.4e-06 1.25e-06 9e-07 1.8e-06 9.5e-07 1.3e-06 1.15e-06 9.5e-07 2.1e-06 1.35e-06 9.5e-07 1.3e-06 1.15e-06 1.2e-06 1.9e-06 1e-06 1.35e-06 1.5e-06 1.2e-06 1.25e-06 1.45e-06 1.1e-06 1.85e-06 1.2e-06 1.25e-06 9.5e-07 1.25e-06 2.15e-06 1.25e-06 1.65e-06 1.95e-06 1.45e-06 1.95e-06 1.35e-06 1.3e-06 1.4e-06 1.05e-06 6e-07 1.35e-06 1.65e-06 1.3e-06 1.75e-06 1.7e-06 1.95e-06 1.2e-06 2e-06 1.65e-06 9e-07 1.2e-06
29 8.5e-07 1.1e-06 1.2e-06 1.1e-06 1.5e-06 1e-06 1.65e-06 1.25e-06 1.9e-06 1.15e-06 1.05e-06 1.45e-06 1.3e-06 2.8e-06 1.85e-06 8e-07 1.05e-06 1.45e-06 1e-06 2.65e-06 1.35e-06 1.95e-06 2.25e-06 6e-07 5.5e-07 1.25e-06 1.55e-06 1.9e-06 1.25e-06 9e-07 8.5e-07 1.15e-06 2.65e-06 1.15e-06 1.75e-06 2.45e-06 1.3e-06 2.25e-06 1.85e-06 8.5e-07 1.9e-06 6e-07 1.25e-06 1.55e-06 2.2e-06 1.05e-06 2e-06 2.4e-06 2.35e-06 1.5e-06 2.15e-06 2.15e-06 6e-07 1.45e-06
30 9e-07 1.1e-06 9e-07 9.5e-07 1.4e-06 1.1e-06 1.55e-06 1.1e-06 2.05e-06 9.5e-07 1.25e-06 1.35e-06 1.15e-06 2.75e-06 1.7e-06 8e-07 1e-06 1.3e-06 9.5e-07 2.55e-06 1.2e-06 1.7e-06 1.95e-06 7.5e-07 7e-07 1.2e-06 1.2e-06 2e-06 9.5e-07 8.5e-07 1.2e-06 1.1e-06 2.55e-06 1.1e-06 1.8e-06 2.4e-06 1.25e-06 2.3e-06 1.7e-06 1e-06 1.75e-06 7.5e-07 9.5e-07 1.35e-06 2e-06 1e-06 2e-06 2.3e-06 2.3e-06 1.4e-06 2.2e-06 2e-06 8e-07 1.2e-06
31 1.25e-06 1.05e-06 1.25e-06 1.35e-06 1.6e-06 1.1e-06 1.75e-06 1.25e-06 2e-06 8.5e-07 1.3e-06 1.25e-06 1.5e-06 2.55e-06 2.05e-06 1.05e-06 1e-06 1.25e-06 9e-07 2.55e-06 1.55e-06 2.05e-06 2.1e-06 9e-07 1.05e-06 1.15e-06 1.2e-06 2.05e-06 1.25e-06 1.15e-06 1.1e-06 1.6e-06 2.25e-06 1.1e-06 2.05e-06 2.4e-06 1.35e-06 2.25e-06 1.7e-06 1.1e-06 1.75e-06 8.5e-07 1.25e-06 1.05e-06 1.7e-06 1e-06 1.95e-06 2.3e-06 2.05e-06 1.5e-06 2.2e-06 2.05e-06 1e-06 8e-07
32 2.45e-06 2.15e-06 2.25e-06 2.4e-06 2.25e-06 2.25e-06 2.25e-06 2.4e-06 1.85e-06 2e-06 2.05e-06 2.1e-06 2.45e-06 1.6e-06 2.3e-06 2.35e-06 2.3e-06 1.9e-06 2.2e-06 1.9e-06 2.4e-06 2.25e-06 1.95e-06 2.65e-06 2.7e-06 2.25e-06 2.05e-06 2.2e-06 2.15e-06 2.65e-06 2.55e-06 2.25e-06 2.7e-06 2.1e-06 2.45e-06 2.45e-06 2.15e-06 1.8e-06 1.9e-06 2.65e-06 1.95e-06 2.5e-06 2.15e-06 1.65e-06 1.7e-06 2.3e-06 1.95e-06 1.85e-06 1.6e-06 2.05e-06 2.1e-06 1.85e-06 2.35e-06 1.75e-06
33 1.4e-06 1.1e-06 1.2e-06 1.35e-06 1.75e-06 1.1e-06 1.9e-06 1.4e-06 1.95e-06 9.5e-07 1.25e-06 1.35e-06 1.4e-06 2.45e-06 1.9e-06 1.2e-06 1.1e-06 1.25e-06 1e-06 2.7e-06 1.55e-06 2e-06 2.05e-06 1.2e-06 1.2e-06 1.3e-06 1.15e-06 1.95e-06 1.25e-06 1.15e-06 1.1e-06 1.1e-06 2.1e-06 1.1e-06 2.1e-06 2.6e-06 1.25e-06 2.2e-06 1.85e-06 1.4e-06 1.9e-06 1.1e-06 1.25e-06 1e-06 1.8e-06 1.1e-06 1.95e-06 2.25e-06 1.8e-06 1.45e-06 2.2e-06 1.95e-06 1e-06 8.5e-07
34 1.6e-06 2.05e-06 1.85e-06 1.7e-06 1.65e-06 2e-06 1.6e-06 1.8e-06 2.1e-06 1.9e-06 1.9e-06 1.95e-06 1.6e-06 2.15e-06 1.75e-06 1.65e-06 2e-06 1.75e-06 1.9e-06 1.65e-06 1.85e-06 1.85e-06 1.95e-06 1.7e-06 1.65e-06 1.95e-06 2.2e-06 2.3e-06 1.65e-06 1.75e-06 1.8e-06 2.05e-06 2.45e-06 2.1e-06 2.6e-06 2.05e-06 2e-06 2e-06 1.65e-06 1.85e-06 1.7e-06 1.55e-06 1.65e-06 2.3e-06 2e-06 2e-06 1.8e-06 1.8e-06 2.35e-06 1.95e-06 2.25e-06 1.9e-06 1.65e-06 2.2e-06
