 slim_762352986 slim_762352989 slim_762353002 slim_762352955 slim_762352962 slim_762352984 slim_762352991 slim_762352966 slim_762352969 slim_762352974 slim_762352968 slim_762352973 slim_762353001 slim_762353000 slim_762352954 slim_762352967 slim_762352981 slim_762352982 slim_762352988 slim_762352971 slim_762352951 slim_762352990 slim_762352998 slim_762352977 slim_762352980 slim_762352995 slim_762352983 slim_762352960 slim_762352994 slim_762352985 slim_762353003 slim_762352979 slim_762352999 slim_762352993 slim_762352961 slim_762352978 slim_762352996 slim_762352959 slim_762352958 slim_762352972 slim_762352997 slim_762352970 slim_762352975 slim_762352957 slim_762352992 slim_762352976 slim_762352964 slim_762352950 slim_762352965 slim_762352953 slim_762352963 slim_762352987 slim_762352956 slim_762352952
0 1.8e-06 1.05e-06 1.95e-06 1.05e-06 1.2e-06 1.05e-06 1.3e-06 1.45e-06 1.7e-06 1.95e-06 1.7e-06 1.05e-06 1.35e-06 1.25e-06 9.5e-07 1.35e-06 1.1e-06 1.3e-06 1.3e-06 1.25e-06 1.9e-06 1.1e-06 1.05e-06 1e-06 1.5e-06 1.45e-06 1.35e-06 1.75e-06 1.35e-06 1.3e-06 1.35e-06 1.35e-06 1e-06 1.15e-06 1.3e-06 1.95e-06 1.3e-06 1.35e-06 1.75e-06 1.15e-06 1.2e-06 1.5e-06 1.35e-06 1.1e-06 1.4e-06 1.95e-06 1.1e-06 1.2e-06 9.5e-07 1.2e-06 1.3e-06 1.85e-06 1.25e-06 2.4e-06
1 1.05e-06 5e-07 2e-06 5.5e-07 9.5e-07 1.15e-06 5.5e-07 7.5e-07 1.25e-06 1.6e-06 1.8e-06 7.5e-07 1.05e-06 8e-07 1e-06 9e-07 7e-07 9e-07 7e-07 5e-07 1.5e-06 7.5e-07 5e-07 1.1e-06 1e-06 8e-07 8.5e-07 1.75e-06 1e-06 7e-07 6.5e-07 8e-07 8e-07 6e-07 1.1e-06 1.55e-06 5.5e-07 6.5e-07 1.5e-06 8e-07 4e-07 7.5e-07 5.5e-07 7e-07 6.5e-07 1.7e-06 8.5e-07 4.5e-07 5.5e-07 7e-07 9.5e-07 1.95e-06 5e-07 2.35e-06
2 1.95e-06 2e-06 1.7e-06 2.2e-06 2.25e-06 2.05e-06 2.25e-06 2.2e-06 1.7e-06 1.6e-06 1.5e-06 2.2e-06 1.6e-06 2.25e-06 1.9e-06 1.55e-06 2.25e-06 2.3e-06 2.35e-06 2.2e-06 1.9e-06 2.35e-06 2.2e-06 2e-06 2.05e-06 2.2e-06 2.3e-06 1.95e-06 1.85e-06 2.35e-06 2.3e-06 2.15e-06 1.75e-06 2.05e-06 2.05e-06 1.6e-06 2.25e-06 2.3e-06 2.5e-06 1.95e-06 2.15e-06 2.45e-06 2.3e-06 2.3e-06 2.35e-06 1.65e-06 1.9e-06 2.15e-06 2.2e-06 2.35e-06 2.3e-06 1.35e-06 2.2e-06 1.45e-06
3 1.05e-06 5.5e-07 2.2e-06 9e-07 1e-06 1.2e-06 6.5e-07 9e-07 1.45e-06 1.8e-06 2e-06 8e-07 1.3e-06 9e-07 1e-06 1.15e-06 6.5e-07 9.5e-07 9.5e-07 6e-07 1.55e-06 7.5e-07 6e-07 1.15e-06 1.1e-06 9e-07 9.5e-07 1.95e-06 1.1e-06 8.5e-07 7.5e-07 9e-07 1e-06 7e-07 1.3e-06 1.8e-06 5.5e-07 9e-07 1.7e-06 1.05e-06 6e-07 9e-07 7.5e-07 7.5e-07 8e-07 1.9e-06 9.5e-07 5.5e-07 5.5e-07 6e-07 1e-06 2.15e-06 6e-07 2.45e-06
4 1.2e-06 9.5e-07 2.25e-06 1e-06 1.5e-06 1.3e-06 1.25e-06 1.4e-06 1.6e-06 1.95e-06 1.95e-06 9.5e-07 1.55e-06 1.15e-06 1.25e-06 1.4e-06 1.05e-06 1.2e-06 1.15e-06 1.2e-06 1.85e-06 1.05e-06 9.5e-07 1.25e-06 1.5e-06 1.45e-06 1.25e-06 1.95e-06 1.5e-06 1.2e-06 1.3e-06 1e-06 1.3e-06 1.25e-06 1.6e-06 1.9e-06 1.25e-06 1.25e-06 1.7e-06 1.4e-06 1.1e-06 1.4e-06 1.25e-06 1e-06 1.3e-06 2.05e-06 1.35e-06 1.15e-06 9e-07 1.15e-06 1.25e-06 2.15e-06 1.2e-06 2.35e-06
5 1.05e-06 1.15e-06 2.05e-06 1.2e-06 1.3e-06 2e-06 1.4e-06 1.55e-06 1.8e-06 2.05e-06 1.8e-06 1.15e-06 1.45e-06 1.35e-06 1.1e-06 1.45e-06 1.2e-06 1.4e-06 1.4e-06 1.35e-06 2e-06 1.25e-06 1.2e-06 1.1e-06 1.6e-06 1.55e-06 1.45e-06 1.85e-06 1.45e-06 1.4e-06 1.45e-06 1.45e-06 1.1e-06 1.25e-06 1.25e-06 2.05e-06 1.4e-06 1.45e-06 1.85e-06 1.25e-06 1.3e-06 1.6e-06 1.45e-06 1.2e-06 1.5e-06 2.05e-06 1.2e-06 1.3e-06 1.1e-06 1.35e-06 1.4e-06 1.95e-06 1.35e-06 2.5e-06
6 1.3e-06 5.5e-07 2.25e-06 6.5e-07 1.25e-06 1.4e-06 6e-07 7.5e-07 1.45e-06 1.85e-06 2.05e-06 8.5e-07 1.3e-06 8.5e-07 1.25e-06 1.2e-06 7.5e-07 1.15e-06 1.1e-06 3e-07 1.55e-06 1e-06 9.5e-07 1.35e-06 9.5e-07 7.5e-07 1.05e-06 1.95e-06 9.5e-07 8e-07 6e-07 8e-07 9e-07 5.5e-07 1.1e-06 1.95e-06 3e-07 9.5e-07 1.8e-06 1.05e-06 5.5e-07 8.5e-07 7e-07 9.5e-07 7e-07 1.95e-06 8.5e-07 3.5e-07 7.5e-07 7.5e-07 1.2e-06 2.2e-06 3e-07 2.7e-06
7 1.45e-06 7.5e-07 2.2e-06 9e-07 1.4e-06 1.55e-06 7.5e-07 1.1e-06 1.6e-06 1.8e-06 2.15e-06 1.15e-06 1.4e-06 1.05e-06 1.4e-06 1.35e-06 1e-06 1e-06 1.15e-06 7e-07 1.75e-06 1.15e-06 1.1e-06 1.5e-06 1.2e-06 6.5e-07 9.5e-07 1.7e-06 1.15e-06 9.5e-07 8.5e-07 1.05e-06 1.1e-06 8e-07 1.4e-06 1.85e-06 6.5e-07 1.05e-06 1.55e-06 1.15e-06 8e-07 1.05e-06 9.5e-07 1.1e-06 9e-07 1.9e-06 1.1e-06 6.5e-07 9.5e-07 1e-06 1e-06 2.15e-06 7e-07 2.75e-06
8 1.7e-06 1.25e-06 1.7e-06 1.45e-06 1.6e-06 1.8e-06 1.45e-06 1.6e-06 2.3e-06 1.75e-06 1.45e-06 1.55e-06 1.55e-06 1.6e-06 1.65e-06 1.3e-06 1.6e-06 1.75e-06 1.65e-06 1.4e-06 1.65e-06 1.65e-06 1.5e-06 1.75e-06 1.6e-06 1.65e-06 1.7e-06 1.95e-06 1.5e-06 1.6e-06 1.55e-06 1.45e-06 1.45e-06 1.5e-06 1.75e-06 1.75e-06 1.45e-06 1.6e-06 2.1e-06 1.6e-06 1.4e-06 1.7e-06 1.55e-06 1.6e-06 1.6e-06 1.85e-06 1.5e-06 1.35e-06 1.45e-06 1.6e-06 1.8e-06 1.85e-06 1.4e-06 1.75e-06
9 1.95e-06 1.6e-06 1.6e-06 1.8e-06 1.95e-06 2.05e-06 1.85e-06 1.8e-06 1.75e-06 2.9e-06 1.95e-06 1.9e-06 1.8e-06 1.95e-06 1.9e-06 1.5e-06 1.9e-06 1.9e-06 1.95e-06 1.8e-06 1.95e-06 1.75e-06 1.8e-06 2e-06 1.95e-06 1.85e-06 1.9e-06 2.1e-06 1.85e-06 1.95e-06 1.7e-06 1.85e-06 1.75e-06 1.8e-06 2.05e-06 1.65e-06 1.85e-06 1.7e-06 2.25e-06 1.85e-06 1.75e-06 2.05e-06 1.9e-06 1.7e-06 1.95e-06 1.6e-06 1.85e-06 1.75e-06 1.8e-06 1.95e-06 1.95e-06 1.75e-06 1.8e-06 1.95e-06
