 slim_762439091 slim_762439077 slim_762439130 slim_762439143 slim_762439116 slim_762439084 slim_762439105 slim_762439129 slim_762439126 slim_762439124 slim_762439097 slim_762439120 slim_762439088 slim_762439125 slim_762439080 slim_762439115 slim_762439137 slim_762439135 slim_762439141 slim_762439082 slim_762439110 slim_762439131 slim_762439133 slim_762439089 slim_762439138 slim_762439113 slim_762439093 slim_762439142 slim_762439090 slim_762439117 slim_762439099 slim_762439118 slim_762439107 slim_762439114 slim_762439083 slim_762439081 slim_762439123 slim_762439127 slim_762439086 slim_762439121 slim_762439102 slim_762439106 slim_762439096 slim_762439092 slim_762439132 slim_762439111 slim_762439087 slim_762439098 slim_762439078 slim_762439104 slim_762439094 slim_762439134 slim_762439122 slim_762439119 slim_762439140 slim_762439101 slim_762439095 slim_762439085 slim_762439108 slim_762439079 slim_762439112 slim_762439109 slim_762439139 slim_762439100 slim_762439136 slim_762439128 slim_762439103
10 2.2e-06 2.65e-06 2.15e-06 3.35e-06 3e-06 3.2e-06 2.5e-06 3.2e-06 2.45e-06 2.1e-06 1.9e-06 3.4e-06 3.45e-06 2.4e-06 2e-06 2.4e-06 2.3e-06 2.35e-06 1.75e-06 3.1e-06 2.1e-06 2.65e-06 3e-06 2.1e-06 3.15e-06 1.85e-06 9.5e-07 3.15e-06 9.5e-07 2.6e-06 2.05e-06 2.9e-06 2.95e-06 1.4e-06 3.4e-06 2e-06 2.95e-06 2.65e-06 3e-06 3.2e-06 3.25e-06 2.4e-06 3.1e-06 2.95e-06 3.3e-06 2e-06 3e-06 2.1e-06 2.6e-06 2.95e-06 1.85e-06 2.15e-06 2.65e-06 2.45e-06 3.05e-06 3.2e-06 2.9e-06 3.15e-06 3.5e-06 2.95e-06 1.9e-06 3.4e-06 2.9e-06 2.95e-06 3.15e-06 3.2e-06 3.3e-06
11 2e-06 2.75e-06 2.6e-06 1.75e-06 2.2e-06 2.5e-06 2.75e-06 1.7e-06 2.45e-06 3.1e-06 3.4e-06 2.1e-06 1.95e-06 2.8e-06 3.2e-06 3.1e-06 2.4e-06 2.35e-06 2.5e-06 2.35e-06 3.1e-06 2.45e-06 2.65e-06 2.05e-06 1.1e-06 3.2e-06 2.75e-06 1.1e-06 3.35e-06 2.35e-06 2.6e-06 2.15e-06 2e-06 3.25e-06 1.95e-06 2.6e-06 2.35e-06 2.95e-06 2.1e-06 1.9e-06 2.35e-06 2.7e-06 2.4e-06 2.1e-06 1.6e-06 3.2e-06 1.6e-06 2.6e-06 2.45e-06 2.7e-06 2.2e-06 2e-06 2.75e-06 2.5e-06 1.4e-06 2.45e-06 1.8e-06 1.05e-06 1.55e-06 1.95e-06 3.25e-06 1.8e-06 1.7e-06 1.85e-06 1.05e-06 1.25e-06 1.9e-06
12 2.4e-06 2.65e-06 2.75e-06 1.65e-06 1.9e-06 1.7e-06 2.5e-06 1.8e-06 2.3e-06 2.7e-06 3.45e-06 1.95e-06 2.2e-06 2.95e-06 2.95e-06 2.6e-06 2e-06 2.45e-06 2.45e-06 1.75e-06 2.7e-06 1.95e-06 2.2e-06 2.5e-06 1.7e-06 3.35e-06 2.9e-06 1.7e-06 3.4e-06 2.4e-06 2.7e-06 2.45e-06 2.8e-06 3.15e-06 1.8e-06 2.45e-06 2.15e-06 2.7e-06 2.6e-06 2.3e-06 1.6e-06 2.6e-06 2.45e-06 2.35e-06 1.45e-06 3.3e-06 1.7e-06 3.05e-06 2.6e-06 2.2e-06 2.4e-06 2.35e-06 3e-06 2.15e-06 1.75e-06 1.85e-06 1.9e-06 2e-06 1.35e-06 1.75e-06 3.2e-06 1.7e-06 2.15e-06 2.2e-06 2e-06 1.75e-06 1.9e-06
13 2.55e-06 1.9e-06 1.85e-06 2.8e-06 2.45e-06 2.55e-06 1.95e-06 2.55e-06 2.65e-06 2.4e-06 2.4e-06 2.8e-06 2.95e-06 2.3e-06 2.4e-06 2.8e-06 2.8e-06 1.7e-06 2.3e-06 2.55e-06 2.4e-06 2.9e-06 2.4e-06 2.5e-06 2.5e-06 1.7e-06 2.45e-06 2.55e-06 2.35e-06 2e-06 2.5e-06 2.15e-06 2.1e-06 2.35e-06 2.65e-06 2.5e-06 1.85e-06 1.9e-06 2.2e-06 2.4e-06 2.65e-06 1.7e-06 2.15e-06 2.35e-06 2.65e-06 2e-06 2.75e-06 2.45e-06 2.05e-06 2.25e-06 2.4e-06 2.75e-06 1.5e-06 2.6e-06 2.45e-06 2.65e-06 2.05e-06 2.45e-06 3e-06 2.6e-06 2.35e-06 2.85e-06 2.35e-06 2.4e-06 2.45e-06 2.6e-06 2.65e-06
14 2.7e-06 2.1e-06 2.5e-06 2.65e-06 2.6e-06 2.3e-06 1.8e-06 2.75e-06 2.25e-06 2e-06 2e-06 3.2e-06 2.95e-06 2.4e-06 3.4e-06 2.55e-06 2.75e-06 2.35e-06 2e-06 2e-06 2e-06 2.8e-06 2.8e-06 2.7e-06 2.9e-06 2.25e-06 2.2e-06 2.95e-06 1.95e-06 2.35e-06 2.25e-06 2.75e-06 3.05e-06 2.1e-06 3.25e-06 2e-06 2.5e-06 2.25e-06 2.9e-06 2.85e-06 2.3e-06 2.1e-06 2.5e-06 2.7e-06 3.1e-06 2.2e-06 2.55e-06 2.55e-06 2.5e-06 2.75e-06 2.5e-06 2.55e-06 2.6e-06 2.3e-06 2.9e-06 2.15e-06 2.55e-06 3.2e-06 3.1e-06 2.1e-06 2e-06 2.7e-06 2.65e-06 2.65e-06 3.2e-06 2.95e-06 2.8e-06
15 2.85e-06 2.9e-06 2.8e-06 3.1e-06 3.05e-06 3.1e-06 2.7e-06 3.05e-06 2.75e-06 2.65e-06 2.4e-06 3.1e-06 2.6e-06 2.8e-06 2.55e-06 4.3e-06 2.35e-06 2.65e-06 2.65e-06 3.05e-06 2.65e-06 2.3e-06 2.45e-06 2.75e-06 2.9e-06 2.65e-06 2.55e-06 2.85e-06 2.35e-06 2.7e-06 2.5e-06 2.9e-06 3.05e-06 2.45e-06 2.7e-06 2.8e-06 3.1e-06 2.8e-06 3.15e-06 3.15e-06 3.15e-06 2.6e-06 3.15e-06 3.1e-06 2.5e-06 2.7e-06 2.85e-06 2.65e-06 2.9e-06 2.35e-06 2.75e-06 2.75e-06 3e-06 2.85e-06 3.05e-06 3.15e-06 2.85e-06 2.95e-06 2.55e-06 2.85e-06 2.7e-06 3.15e-06 3e-06 3e-06 2.95e-06 2.85e-06 3.1e-06
16 1.95e-06 2.75e-06 2.3e-06 2.55e-06 2.5e-06 2.7e-06 2.7e-06 2.4e-06 2.25e-06 2.75e-06 2.3e-06 2.4e-06 2e-06 2.8e-06 2.75e-06 2.35e-06 3.1e-06 2.5e-06 1.9e-06 2.55e-06 2.75e-06 1.8e-06 2.4e-06 1.95e-06 2.2e-06 2.8e-06 1.55e-06 2.15e-06 2.25e-06 2.65e-06 2.6e-06 2.7e-06 2.75e-06 2.45e-06 2.1e-06 2.05e-06 2.6e-06 2.9e-06 2.5e-06 2.6e-06 2.65e-06 2.7e-06 2.75e-06 2.45e-06 1.8e-06 2.8e-06 2.25e-06 2.65e-06 2.7e-06 2.35e-06 1.85e-06 2.05e-06 2.75e-06 2.35e-06 2.25e-06 2.65e-06 2.3e-06 2.15e-06 1.95e-06 2.3e-06 2.75e-06 2.6e-06 2.25e-06 2.35e-06 2.15e-06 2.25e-06 2.55e-06
17 2.35e-06 1.9e-06 2.2e-06 2.45e-06 1.95e-06 2.45e-06 1.9e-06 2.25e-06 2.4e-06 2.35e-06 2.35e-06 2.35e-06 2.45e-06 1.7e-06 2.35e-06 2.65e-06 2.5e-06 2.5e-06 2.05e-06 2.35e-06 2.35e-06 2.55e-06 2.25e-06 2.2e-06 2.1e-06 2.25e-06 2.25e-06 2.1e-06 2.3e-06 1.8e-06 2.3e-06 2.1e-06 2.1e-06 2.3e-06 2.3e-06 2.3e-06 2.25e-06 2.05e-06 2.3e-06 2.45e-06 2.45e-06 1.75e-06 2.4e-06 2.35e-06 2.3e-06 2.3e-06 2.25e-06 2.3e-06 1.6e-06 2.1e-06 1.8e-06 2.4e-06 2e-06 2.35e-06 1.95e-06 2.45e-06 2.05e-06 2.05e-06 2.55e-06 2.25e-06 2.2e-06 2.5e-06 1.95e-06 2e-06 2.05e-06 2.15e-06 2.35e-06
18 1.8e-06 2.05e-06 1.9e-06 2.25e-06 2.05e-06 2.05e-06 1.9e-06 2.1e-06 1.8e-06 2.1e-06 1.75e-06 2.5e-06 2.45e-06 2.3e-06 2e-06 2.65e-06 1.9e-06 2.05e-06 2.1e-06 1.75e-06 2.1e-06 2.2e-06 2.7e-06 1.75e-06 2.25e-06 2.3e-06 1.05e-06 2.25e-06 1.7e-06 2.3e-06 2.35e-06 2.55e-06 2.6e-06 1.95e-06 2.6e-06 1.35e-06 2.05e-06 2.35e-06 2.15e-06 2.35e-06 1.95e-06 2.2e-06 2.15e-06 2.1e-06 2.4e-06 2.2e-06 2.1e-06 2.4e-06 2.25e-06 2.65e-06 1.45e-06 1.85e-06 2.25e-06 1.8e-06 2.05e-06 1.85e-06 2e-06 2.25e-06 2.6e-06 1.8e-06 1.85e-06 2.3e-06 1.7e-06 1.8e-06 2.25e-06 2.35e-06 2.25e-06
19 2.45e-06 1.75e-06 2.5e-06 1.25e-06 1.65e-06 8e-07 1.5e-06 1.5e-06 1.75e-06 1.95e-06 3.1e-06 2.35e-06 1.75e-06 2.55e-06 2e-06 3.05e-06 2.55e-06 2.35e-06 1.75e-06 9e-07 1.95e-06 2.55e-06 2.65e-06 2.65e-06 2e-06 2.95e-06 2.65e-06 2.1e-06 3.05e-06 2.2e-06 2.6e-06 2.45e-06 2.95e-06 2.85e-06 2.6e-06 1.6e-06 1.45e-06 2.1e-06 2.45e-06 2.1e-06 5e-07 2.1e-06 1.75e-06 2.05e-06 2.3e-06 2.75e-06 1.7e-06 3.1e-06 2.4e-06 2.65e-06 2.4e-06 2.35e-06 2.55e-06 1.5e-06 1.95e-06 6e-07 1.7e-06 2.55e-06 2.15e-06 1.05e-06 2.4e-06 1.25e-06 1.85e-06 1.9e-06 2.55e-06 2.15e-06 1.6e-06
20 2.7e-06 2.3e-06 2.5e-06 2.35e-06 2.45e-06 1.95e-06 2.05e-06 2.5e-06 2.3e-06 1.75e-06 2.1e-06 3.1e-06 2.7e-06 2.4e-06 2e-06 2.65e-06 2.75e-06 2.35e-06 2.1e-06 1.95e-06 3.5e-06 2.8e-06 2.75e-06 2.7e-06 2.8e-06 2.3e-06 2.25e-06 2.85e-06 2.05e-06 2.35e-06 2.25e-06 2.65e-06 3e-06 2.05e-06 3.2e-06 2.2e-06 2.25e-06 2.25e-06 3.05e-06 2.85e-06 1.85e-06 2.15e-06 2.6e-06 2.8e-06 3.05e-06 2.25e-06 2.6e-06 2.6e-06 2.55e-06 2.75e-06 2.5e-06 2.5e-06 2.7e-06 2.05e-06 2.75e-06 2.05e-06 2.45e-06 3.15e-06 3e-06 2.3e-06 2.15e-06 2.4e-06 2.7e-06 2.7e-06 3.15e-06 2.85e-06 2.55e-06
21 2.35e-06 2.85e-06 2.15e-06 2.55e-06 2.55e-06 2.7e-06 2.7e-06 2.45e-06 2.05e-06 2.8e-06 2.65e-06 2.45e-06 1.95e-06 2.9e-06 2.8e-06 2.3e-06 1.8e-06 2.55e-06 2.2e-06 2.55e-06 2.8e-06 2.9e-06 2.35e-06 2.25e-06 2.3e-06 2.95e-06 2.15e-06 2.2e-06 2.6e-06 2.65e-06 2.65e-06 2.8e-06 2.9e-06 2.65e-06 2.05e-06 2.35e-06 2.7e-06 2.9e-06 2.65e-06 2.7e-06 2.65e-06 2.7e-06 2.85e-06 2.65e-06 1.85e-06 2.95e-06 2.25e-06 2.75e-06 2.75e-06 2.25e-06 2.2e-06 2.3e-06 2.95e-06 2.15e-06 2.4e-06 2.65e-06 2.4e-06 2.25e-06 1.9e-06 2.3e-06 2.9e-06 2.6e-06 2.4e-06 2.45e-06 2.25e-06 2.25e-06 2.55e-06
22 2.85e-06 2.55e-06 2.75e-06 2.65e-06 2.65e-06 2.7e-06 2.35e-06 2.6e-06 2.7e-06 2.75e-06 3e-06 2.65e-06 2.2e-06 2.4e-06 2.8e-06 2.45e-06 2.4e-06 2.25e-06 2.7e-06 2.65e-06 2.75e-06 2.35e-06 3.6e-06 2.75e-06 2.45e-06 2.8e-06 3e-06 2.4e-06 2.95e-06 2.35e-06 2.65e-06 2.4e-06 2.55e-06 2.8e-06 2.3e-06 2.85e-06 2.65e-06 2.2e-06 2.9e-06 2.8e-06 2.7e-06 2.3e-06 2.8e-06 2.85e-06 2.1e-06 2.85e-06 2.6e-06 2.8e-06 2.4e-06 2.05e-06 2.75e-06 2.85e-06 2.7e-06 2.75e-06 2.6e-06 2.75e-06 2.45e-06 2.5e-06 2.15e-06 2.55e-06 2.9e-06 2.7e-06 2.6e-06 2.6e-06 2.5e-06 2.4e-06 2.65e-06
23 1.7e-06 2.7e-06 2.05e-06 2.6e-06 2.4e-06 2.85e-06 2.65e-06 2.1e-06 2.25e-06 2.7e-06 2.1e-06 2.05e-06 2.5e-06 2.5e-06 2.7e-06 2.75e-06 1.95e-06 2.2e-06 1.75e-06 2.65e-06 2.7e-06 2.25e-06 2.75e-06 2.7e-06 1.95e-06 2.5e-06 1.35e-06 1.8e-06 2.05e-06 2.55e-06 2.5e-06 2.5e-06 2.2e-06 2.3e-06 2.05e-06 2e-06 2.45e-06 2.9e-06 2.05e-06 2.45e-06 2.75e-06 2.7e-06 2.7e-06 2.3e-06 2.05e-06 2.55e-06 2.35e-06 2.2e-06 2.4e-06 2.75e-06 1.55e-06 1.95e-06 2.45e-06 2.3e-06 1.75e-06 2.75e-06 2.1e-06 1.45e-06 2.45e-06 2.4e-06 2.55e-06 2.65e-06 1.8e-06 1.75e-06 1.45e-06 1.75e-06 2.1e-06
24 1.75e-06 2.5e-06 2.35e-06 1.4e-06 1.9e-06 2.15e-06 2.45e-06 1.6e-06 2.2e-06 2.8e-06 3.15e-06 1.1e-06 1.7e-06 2.5e-06 2.9e-06 2.9e-06 2.2e-06 2.1e-06 2.25e-06 2e-06 2.8e-06 2.3e-06 2.45e-06 1.95e-06 1.4e-06 2.9e-06 2.5e-06 1e-06 3.1e-06 2.05e-06 2.3e-06 1.85e-06 2.1e-06 3e-06 1.9e-06 2.3e-06 2e-06 2.65e-06 2e-06 1.55e-06 2e-06 2.4e-06 2.05e-06 1.75e-06 1.3e-06 2.9e-06 1.25e-06 2.55e-06 2.2e-06 2.5e-06 1.95e-06 1.7e-06 2.45e-06 2.25e-06 1.3e-06 2.1e-06 1.45e-06 1.2e-06 1.3e-06 1.6e-06 2.95e-06 1.45e-06 1.6e-06 1.7e-06 1.2e-06 1.1e-06 1.75e-06
25 2.55e-06 2.45e-06 1.9e-06 3.2e-06 2.85e-06 2.95e-06 2.35e-06 2.95e-06 2.7e-06 2.3e-06 1.85e-06 3.2e-06 3.35e-06 1.7e-06 2.25e-06 2.65e-06 2.8e-06 2.25e-06 2.3e-06 2.95e-06 2.3e-06 2.95e-06 2.8e-06 2.5e-06 2.9e-06 3.1e-06 2.05e-06 2.95e-06 1.8e-06 2.5e-06 2.35e-06 2.55e-06 2.5e-06 2e-06 3.2e-06 2.5e-06 2.25e-06 2.3e-06 2.55e-06 2.75e-06 3.05e-06 2.2e-06 2.55e-06 2.65e-06 3.05e-06 1.9e-06 3.1e-06 2.3e-06 2.45e-06 2.8e-06 2.4e-06 2.65e-06 2e-06 2.65e-06 2.85e-06 3.05e-06 2.45e-06 2.85e-06 3.4e-06 2.95e-06 2.2e-06 3.25e-06 2.75e-06 2.8e-06 2.85e-06 3e-06 3.05e-06
26 1.35e-06 2.55e-06 1.7e-06 2.85e-06 2.5e-06 2.85e-06 2.55e-06 2.6e-06 2e-06 2.25e-06 9.5e-07 2.75e-06 2.9e-06 2.45e-06 2.2e-06 2.55e-06 1.55e-06 2.25e-06 1.05e-06 2.65e-06 2.25e-06 2.15e-06 3e-06 1.35e-06 2.5e-06 2.05e-06 0.0 2.5e-06 9e-07 2.6e-06 2.25e-06 2.75e-06 2.7e-06 1.45e-06 2.85e-06 1.3e-06 2.5e-06 2.8e-06 2.4e-06 2.7e-06 2.8e-06 2.55e-06 2.75e-06 2.35e-06 2.65e-06 2.15e-06 2.45e-06 2.2e-06 2.45e-06 2.95e-06 1e-06 1.5e-06 2.45e-06 2e-06 2.3e-06 2.75e-06 2.4e-06 2.4e-06 2.95e-06 2.45e-06 2e-06 2.9e-06 2.2e-06 2.35e-06 2.4e-06 2.65e-06 2.8e-06
27 1.7e-06 2.5e-06 2.35e-06 1.65e-06 1.95e-06 2.25e-06 2.5e-06 1.45e-06 2.2e-06 2.85e-06 3.15e-06 1.1e-06 1.7e-06 2.55e-06 2.95e-06 2.85e-06 2.15e-06 2.1e-06 2.25e-06 2.1e-06 2.85e-06 2.2e-06 2.4e-06 1.8e-06 1e-06 2.95e-06 2.5e-06 1.6e-06 3.1e-06 2.1e-06 2.3e-06 1.85e-06 1.9e-06 3e-06 1.7e-06 2.35e-06 2.1e-06 2.7e-06 1.85e-06 1.8e-06 2.1e-06 2.45e-06 2.25e-06 1.85e-06 1.35e-06 2.95e-06 1.45e-06 2.35e-06 2.2e-06 2.45e-06 1.95e-06 1.9e-06 2.5e-06 2.25e-06 1.15e-06 2.2e-06 1.55e-06 8e-07 1.45e-06 1.7e-06 3e-06 1.7e-06 1.45e-06 1.6e-06 8e-07 9.5e-07 1.65e-06
