 slim_762013584 slim_762013581 slim_762013567 slim_762013578 slim_762013568 slim_762013561 slim_762013554 slim_762013570 slim_762013579 slim_762013585 slim_762013566 slim_762013558 slim_762013573 slim_762013582 slim_762013565 slim_762013553 slim_762013556 slim_762013551 slim_762013559 slim_762013544 slim_762013555 slim_762013541 slim_762013577 slim_762013571 slim_762013546 slim_762013549 slim_762013552 slim_762013560 slim_762013583 slim_762013542 slim_762013563 slim_762013545 slim_762013540 slim_762013589 slim_762013547 slim_762013580 slim_762013569 slim_762013548 slim_762013531 slim_762013550 slim_762013537 slim_762013588 slim_762013533 slim_762013587 slim_762013536 slim_762013539 slim_762013562 slim_762013557 slim_762013532 slim_762013576 slim_762013564 slim_762013572 slim_762013543 slim_762013535 slim_762013586 slim_762013538 slim_762013534 slim_762013574 slim_762013575
0 2e-06 1.8e-06 1.9e-06 1.85e-06 1.3e-06 2.05e-06 1.55e-06 2.3e-06 2.55e-06 1.8e-06 2.35e-06 1.55e-06 1.55e-06 1.7e-06 1.8e-06 1.75e-06 1.95e-06 2.25e-06 1.9e-06 2.1e-06 1.5e-06 2.3e-06 2.2e-06 1.75e-06 1.75e-06 1.6e-06 1.75e-06 2.1e-06 1.5e-06 2.1e-06 2e-06 1.95e-06 2.4e-06 1.95e-06 1.35e-06 1.8e-06 1.8e-06 1.35e-06 2.6e-06 2.4e-06 1.3e-06 1.8e-06 1.65e-06 1.8e-06 1.8e-06 2.55e-06 2.35e-06 2.2e-06 1.45e-06 2.35e-06 1.9e-06 1.8e-06 2.3e-06 1.6e-06 2.05e-06 1.85e-06 1.5e-06 1.85e-06 2.5e-06
1 1.8e-06 2.2e-06 2.35e-06 2e-06 1.15e-06 2e-06 1.95e-06 2.45e-06 2.45e-06 1.75e-06 1.75e-06 2.05e-06 1.95e-06 1.7e-06 1.95e-06 1.9e-06 2.65e-06 2.6e-06 2.2e-06 2.35e-06 1.95e-06 2.2e-06 2.25e-06 1.55e-06 2.4e-06 2.1e-06 1.9e-06 2.75e-06 2.1e-06 2.05e-06 1.4e-06 2.35e-06 2.95e-06 2.4e-06 1.45e-06 1.1e-06 2.25e-06 1.6e-06 2.5e-06 2.95e-06 1.8e-06 1.75e-06 2.45e-06 2.25e-06 2.25e-06 2.95e-06 2.05e-06 2.3e-06 2.25e-06 2.9e-06 2.3e-06 2.1e-06 2.8e-06 1.75e-06 2.7e-06 1.95e-06 1.95e-06 2.15e-06 2.4e-06
2 1.9e-06 2.35e-06 3.4e-06 2.05e-06 1.9e-06 2.45e-06 2.2e-06 1.75e-06 2.35e-06 2.35e-06 2.75e-06 2.15e-06 2.2e-06 2.4e-06 2.4e-06 2.35e-06 2.45e-06 2.15e-06 1.8e-06 2.6e-06 1.95e-06 2.2e-06 2.55e-06 2.35e-06 2.45e-06 2.2e-06 2.35e-06 2.5e-06 1.95e-06 1.9e-06 2.45e-06 2.6e-06 2.05e-06 1.75e-06 2e-06 2.35e-06 1.7e-06 2.1e-06 2.35e-06 2.05e-06 2e-06 2.35e-06 2.15e-06 1.7e-06 2.2e-06 1.8e-06 2.55e-06 2.65e-06 2.25e-06 2e-06 2.25e-06 1.7e-06 1.95e-06 2.25e-06 2.45e-06 2.2e-06 1.95e-06 1.75e-06 2.25e-06
3 1.85e-06 2e-06 2.05e-06 2.6e-06 1.6e-06 2.4e-06 1.9e-06 2.25e-06 2.4e-06 2.05e-06 2.15e-06 2.05e-06 2.2e-06 2.25e-06 2.15e-06 2.1e-06 2.55e-06 2.6e-06 2.2e-06 2.65e-06 1.95e-06 2.35e-06 2.15e-06 1.7e-06 2.65e-06 1.95e-06 2.1e-06 2.8e-06 1.9e-06 2.3e-06 2e-06 2.65e-06 2.75e-06 2.1e-06 2e-06 2e-06 2.05e-06 2.1e-06 2.8e-06 2.75e-06 1.9e-06 2.05e-06 2.35e-06 2.05e-06 1.95e-06 2.8e-06 1.95e-06 2.4e-06 2.35e-06 2.7e-06 2.5e-06 2.1e-06 2.7e-06 2.15e-06 2.75e-06 1.75e-06 1.95e-06 2.15e-06 2.5e-06
4 1.3e-06 1.15e-06 1.9e-06 1.6e-06 6e-07 2.35e-06 1.75e-06 2e-06 2.65e-06 1.55e-06 2.25e-06 1.55e-06 1.45e-06 2.05e-06 2.15e-06 2.1e-06 2.6e-06 2.7e-06 1.7e-06 2e-06 1.45e-06 2.4e-06 2.3e-06 1.35e-06 2.3e-06 1.9e-06 2.1e-06 2.65e-06 1.65e-06 1.6e-06 1.3e-06 2.45e-06 2.85e-06 1.95e-06 1e-06 1.15e-06 1.8e-06 1.1e-06 2.65e-06 2.85e-06 1.3e-06 1.55e-06 2.35e-06 1.8e-06 2.05e-06 2.85e-06 2.15e-06 2.5e-06 2.15e-06 2.8e-06 2.2e-06 1.6e-06 2.65e-06 1.3e-06 2.6e-06 1.35e-06 1.45e-06 1.65e-06 2.6e-06
5 2.05e-06 2e-06 2.45e-06 2.4e-06 2.35e-06 2.6e-06 1.95e-06 2.75e-06 2.2e-06 2.2e-06 1.65e-06 2e-06 2.4e-06 1.6e-06 1.7e-06 1.65e-06 2.05e-06 2.05e-06 2.3e-06 2.8e-06 1.75e-06 2.05e-06 2.15e-06 2e-06 2.2e-06 2e-06 1.65e-06 1.95e-06 1.8e-06 2.55e-06 2.15e-06 2.05e-06 1.95e-06 2.5e-06 2.15e-06 2e-06 2.35e-06 2.25e-06 2.35e-06 1.95e-06 2.1e-06 2.2e-06 1.5e-06 2.35e-06 2.2e-06 2.6e-06 2.15e-06 1.75e-06 1.85e-06 2e-06 1.8e-06 2.3e-06 2e-06 2.3e-06 2.05e-06 2.55e-06 1.75e-06 2.35e-06 2.1e-06
6 1.55e-06 1.95e-06 2.2e-06 1.9e-06 1.75e-06 1.95e-06 2.3e-06 2.75e-06 2.6e-06 1.85e-06 2e-06 1.75e-06 2.05e-06 1.7e-06 1.6e-06 1.55e-06 1.9e-06 2.2e-06 2.35e-06 2.5e-06 1.7e-06 2.35e-06 2e-06 1.8e-06 2e-06 1.55e-06 1.55e-06 2.35e-06 1.65e-06 2.55e-06 2.05e-06 1.85e-06 2.6e-06 2.25e-06 1.85e-06 1.95e-06 2.2e-06 1.9e-06 2.7e-06 2.6e-06 1.5e-06 1.85e-06 1.6e-06 2.2e-06 1.75e-06 3e-06 2.15e-06 2e-06 1.6e-06 2.55e-06 1.95e-06 2.25e-06 2.6e-06 1.9e-06 2.3e-06 2.05e-06 1.7e-06 2.3e-06 2.55e-06
7 2.3e-06 2.45e-06 1.75e-06 2.25e-06 2e-06 2.75e-06 2.75e-06 2e-06 2.1e-06 2.75e-06 2.95e-06 2.5e-06 2.25e-06 2.7e-06 2.75e-06 2.7e-06 2.8e-06 2e-06 1.55e-06 2.55e-06 2.25e-06 1.95e-06 2.5e-06 2.55e-06 2.65e-06 2.45e-06 2.7e-06 2.65e-06 2.45e-06 1.55e-06 2.55e-06 2.8e-06 1.9e-06 1.75e-06 2.1e-06 2.45e-06 1.65e-06 2.2e-06 2.1e-06 1.9e-06 2.3e-06 2.75e-06 2.6e-06 1.65e-06 2.25e-06 1.1e-06 2.45e-06 3e-06 2.65e-06 1.8e-06 2.5e-06 1.45e-06 1.7e-06 2.45e-06 2.6e-06 2.1e-06 2.25e-06 1.45e-06 2e-06
8 2.55e-06 2.45e-06 2.35e-06 2.4e-06 2.65e-06 2.2e-06 2.6e-06 2.1e-06 3.4e-06 2.75e-06 1.75e-06 2.65e-06 2.65e-06 2.3e-06 2.1e-06 2.05e-06 2.7e-06 2e-06 2.2e-06 2.9e-06 2.35e-06 1.75e-06 2.35e-06 2.1e-06 2.65e-06 2.45e-06 2.05e-06 2.55e-06 2.5e-06 2.25e-06 2.3e-06 2.5e-06 2.05e-06 2.4e-06 2.45e-06 2.45e-06 2.25e-06 2.55e-06 2.2e-06 2.05e-06 2.6e-06 2.75e-06 2.35e-06 2.25e-06 2.45e-06 1.85e-06 2.1e-06 2.25e-06 2.55e-06 2e-06 2.3e-06 2.1e-06 1.9e-06 2.75e-06 2.5e-06 2.65e-06 2.35e-06 2.15e-06 1.75e-06
9 1.8e-06 1.75e-06 2.35e-06 2.05e-06 1.55e-06 2.2e-06 1.85e-06 2.75e-06 2.75e-06 2.4e-06 1.95e-06 2.1e-06 2.25e-06 2e-06 2e-06 1.95e-06 2.7e-06 2.8e-06 2.4e-06 2.7e-06 1.95e-06 2.55e-06 2.25e-06 1.75e-06 2.65e-06 1.9e-06 1.95e-06 2.95e-06 1.9e-06 2.55e-06 1.9e-06 2.6e-06 3.05e-06 2.4e-06 2e-06 1.75e-06 2.25e-06 2.1e-06 2.25e-06 3.05e-06 1.85e-06 1.2e-06 2.35e-06 2.25e-06 2.1e-06 3.35e-06 2.05e-06 2.4e-06 2.35e-06 3e-06 2.55e-06 2.3e-06 3e-06 2.15e-06 2.9e-06 1.9e-06 1.95e-06 2.35e-06 2.65e-06
