 slim_762405070 slim_762405088 slim_762405106 slim_762405074 slim_762405097 slim_762405068 slim_762405105 slim_762405077 slim_762405089 slim_762405073 slim_762405099 slim_762405072 slim_762405101 slim_762405061 slim_762405084 slim_762405094 slim_762405081 slim_762405107 slim_762405087 slim_762405083 slim_762405093 slim_762405060 slim_762405071 slim_762405076 slim_762405080 slim_762405067 slim_762405103 slim_762405096 slim_762405091 slim_762405078 slim_762405062 slim_762405090 slim_762405086 slim_762405064 slim_762405100 slim_762405104 slim_762405102 slim_762405082 slim_762405079 slim_762405085 slim_762405065 slim_762405092 slim_762405063 slim_762405098 slim_762405075 slim_762405066 slim_762405095 slim_762405069
10 1.55e-06 1.25e-06 1.3e-06 1.2e-06 1.5e-06 1e-06 1.25e-06 1.55e-06 1.7e-06 1.1e-06 1.7e-06 1.55e-06 1.65e-06 1.35e-06 1.55e-06 1.55e-06 1.2e-06 1.25e-06 1.3e-06 1.4e-06 1.25e-06 1.55e-06 2.1e-06 1.8e-06 1.55e-06 1.25e-06 1.5e-06 1.35e-06 1.85e-06 1.65e-06 1.75e-06 1.7e-06 1.1e-06 1.9e-06 1.65e-06 1.35e-06 1.5e-06 1.3e-06 1.35e-06 1.45e-06 1.35e-06 1.25e-06 1.85e-06 1.15e-06 1.75e-06 1.25e-06 1.65e-06 1.45e-06
11 1.7e-06 1.3e-06 1.5e-06 1.3e-06 1.05e-06 1.15e-06 1.5e-06 1.6e-06 1.3e-06 1.1e-06 1.55e-06 1.9e-06 1.8e-06 1.6e-06 1.7e-06 1.4e-06 1.8e-06 1.45e-06 1.35e-06 1.65e-06 1.75e-06 1.7e-06 2.35e-06 1.85e-06 1.7e-06 1.35e-06 1.65e-06 1.95e-06 2.1e-06 2e-06 1.6e-06 1.9e-06 1.65e-06 1.7e-06 1.8e-06 1.55e-06 1.65e-06 1.35e-06 1.35e-06 2.15e-06 1.65e-06 1.75e-06 2.05e-06 1.7e-06 1.5e-06 1.85e-06 1.5e-06 1.65e-06
12 1.15e-06 1.25e-06 1.25e-06 1.25e-06 2.05e-06 1.25e-06 1.5e-06 1.25e-06 1.85e-06 1.05e-06 1.65e-06 1.8e-06 1.8e-06 1.05e-06 1.35e-06 1.35e-06 1.45e-06 1.15e-06 1e-06 1.35e-06 1.45e-06 1e-06 1.5e-06 1.3e-06 1.15e-06 1.2e-06 1.1e-06 1.6e-06 1.05e-06 1.1e-06 1.25e-06 9.5e-07 1.4e-06 1.6e-06 9.5e-07 1e-06 1e-06 1.1e-06 9.5e-07 1.5e-06 1.3e-06 1.45e-06 1.2e-06 1.4e-06 1.4e-06 1.45e-06 1.3e-06 1.3e-06
13 7e-07 9e-07 1.15e-06 1.1e-06 1.85e-06 1.1e-06 1.4e-06 9e-07 1.5e-06 9e-07 1.35e-06 1.6e-06 1.05e-06 1e-06 1e-06 9.5e-07 1.2e-06 7e-07 9.5e-07 9e-07 1.05e-06 7.5e-07 1.05e-06 9e-07 8e-07 8e-07 7.5e-07 1.35e-06 8.5e-07 7.5e-07 9.5e-07 7e-07 1e-06 1.2e-06 1.05e-06 7.5e-07 8.5e-07 9.5e-07 7e-07 1.05e-06 1e-06 1.25e-06 9.5e-07 1.05e-06 1e-06 1.2e-06 8e-07 1e-06
14 7.5e-07 1.2e-06 1.25e-06 1.1e-06 1.75e-06 1.15e-06 1.55e-06 1.15e-06 1.7e-06 1.15e-06 1.55e-06 1.7e-06 1.35e-06 1e-06 1.1e-06 1.5e-06 1.6e-06 1.35e-06 1.2e-06 1.35e-06 1.2e-06 8.5e-07 1.2e-06 1.2e-06 9.5e-07 9e-07 1.1e-06 1.75e-06 1.05e-06 9.5e-07 1.45e-06 1e-06 1.4e-06 1.6e-06 1.35e-06 9e-07 1.1e-06 1.2e-06 9e-07 1.35e-06 1.5e-06 1.6e-06 1.25e-06 1.5e-06 1.45e-06 1.65e-06 1.25e-06 1.4e-06
15 1.3e-06 1.05e-06 1.55e-06 1.4e-06 1.65e-06 1.15e-06 1.55e-06 1.15e-06 1.25e-06 9.5e-07 1.55e-06 1.4e-06 1.35e-06 9.5e-07 1.5e-06 1.1e-06 1.3e-06 7e-07 9.5e-07 8.5e-07 1.35e-06 1.3e-06 1.75e-06 1.3e-06 1.15e-06 1.15e-06 1e-06 1.4e-06 1.5e-06 1.4e-06 1e-06 1.4e-06 1.15e-06 1.15e-06 1.35e-06 1.15e-06 1.2e-06 9.5e-07 9.5e-07 1.5e-06 1.1e-06 1.3e-06 1.55e-06 1.2e-06 9e-07 1.35e-06 9e-07 1.2e-06
16 1.5e-06 1.15e-06 1.6e-06 1.45e-06 2e-06 1.15e-06 1.35e-06 1.45e-06 1.85e-06 1e-06 1.2e-06 1.8e-06 1.45e-06 1.2e-06 1.6e-06 1.3e-06 1.6e-06 1.05e-06 1.05e-06 1.15e-06 1.25e-06 1.5e-06 1.95e-06 1.7e-06 1.35e-06 1.2e-06 1.35e-06 1.25e-06 1.7e-06 1.5e-06 1.65e-06 1.65e-06 9e-07 1.8e-06 1.45e-06 1.2e-06 1.3e-06 9.5e-07 1.2e-06 1.2e-06 1.05e-06 1e-06 1.8e-06 1.05e-06 1.6e-06 1.05e-06 1.55e-06 1.45e-06
17 1.1e-06 8e-07 1.3e-06 1.15e-06 1.7e-06 9.5e-07 1.3e-06 1e-06 1.35e-06 7.5e-07 1.25e-06 1.45e-06 1.15e-06 7e-07 1.35e-06 7e-07 1.05e-06 7e-07 7.5e-07 7.5e-07 1.15e-06 1.1e-06 1.6e-06 1.2e-06 1e-06 9e-07 8e-07 1.2e-06 1.35e-06 1.25e-06 1.1e-06 1.2e-06 9e-07 1.3e-06 1.15e-06 9.5e-07 1e-06 7.5e-07 7.5e-07 1.3e-06 9.5e-07 1.1e-06 1.35e-06 9.5e-07 1.05e-06 1.15e-06 1e-06 1e-06
18 1.1e-06 7e-07 1.3e-06 1e-06 1.6e-06 8e-07 1.2e-06 1e-06 1.45e-06 6e-07 1.3e-06 1.35e-06 1e-06 9.5e-07 1.2e-06 9.5e-07 1.05e-06 7.5e-07 8e-07 1e-06 1.15e-06 1.1e-06 1.7e-06 1.35e-06 9e-07 8.5e-07 1e-06 1.3e-06 1.45e-06 1.35e-06 1.3e-06 1.35e-06 9.5e-07 1.45e-06 1e-06 8.5e-07 8.5e-07 5e-07 6e-07 1.45e-06 1.05e-06 1.05e-06 1.5e-06 1e-06 1.2e-06 1.2e-06 1.2e-06 1.15e-06
19 1.2e-06 1e-06 1.55e-06 1.45e-06 1.9e-06 1.15e-06 1.5e-06 1.25e-06 1.5e-06 9.5e-07 1.4e-06 1.65e-06 1.35e-06 9e-07 1.35e-06 8.5e-07 1.15e-06 7.5e-07 1e-06 1.1e-06 1.25e-06 1.25e-06 1.6e-06 1.45e-06 1.1e-06 1e-06 1e-06 1.3e-06 1.4e-06 1.3e-06 1.3e-06 1.35e-06 1.05e-06 1.4e-06 1.35e-06 1.05e-06 1.15e-06 1e-06 1.05e-06 1.25e-06 8e-07 1.25e-06 1.55e-06 1.1e-06 1.2e-06 1.25e-06 1.15e-06 1.3e-06
20 9.5e-07 1.1e-06 1.4e-06 1.3e-06 1.95e-06 1.25e-06 1.6e-06 1.15e-06 1.65e-06 1.1e-06 1.25e-06 1.75e-06 1.45e-06 1.05e-06 1.2e-06 1.35e-06 1.25e-06 1.15e-06 1.15e-06 1.25e-06 1.4e-06 1e-06 1.6e-06 1.35e-06 1.15e-06 9.5e-07 1.15e-06 1.15e-06 1.4e-06 1.2e-06 1.4e-06 1.2e-06 9.5e-07 1.55e-06 1.45e-06 1.05e-06 1.25e-06 1.15e-06 9.5e-07 1.25e-06 1.35e-06 1.05e-06 1.4e-06 1.05e-06 1.4e-06 1.05e-06 1.25e-06 1.3e-06
21 5.5e-07 1.05e-06 1e-06 1.1e-06 1.95e-06 1.25e-06 1.55e-06 9e-07 1.65e-06 1.05e-06 1.55e-06 1.7e-06 1e-06 7.5e-07 8.5e-07 1.3e-06 1.5e-06 1.1e-06 1.1e-06 1.25e-06 1e-06 9e-07 1.05e-06 9e-07 8.5e-07 8e-07 8.5e-07 1.55e-06 7e-07 7e-07 9.5e-07 5e-07 1.2e-06 1.3e-06 1e-06 7.5e-07 9.5e-07 1.1e-06 7e-07 1.25e-06 1.3e-06 1.45e-06 7.5e-07 1.3e-06 1.15e-06 1.4e-06 9.5e-07 1.1e-06
22 9.5e-07 1.7e-06 1.6e-06 1.65e-06 2.6e-06 1.8e-06 2e-06 1.25e-06 2.25e-06 1.6e-06 2.1e-06 2.35e-06 1.5e-06 1.05e-06 1.2e-06 1.75e-06 1.95e-06 1.6e-06 1.7e-06 1.6e-06 1.6e-06 1.05e-06 1.2e-06 1.05e-06 1.15e-06 1.4e-06 1.15e-06 2e-06 9e-07 8e-07 1.5e-06 8.5e-07 1.8e-06 1.55e-06 1.5e-06 1.1e-06 1.25e-06 1.7e-06 1.3e-06 1.4e-06 1.65e-06 1.95e-06 1e-06 1.85e-06 1.6e-06 1.8e-06 1.3e-06 1.4e-06
23 9e-07 1.35e-06 1.35e-06 1.25e-06 2.1e-06 1.5e-06 1.85e-06 7e-07 1.75e-06 1.3e-06 1.8e-06 1.85e-06 1.3e-06 9e-07 1.2e-06 1.3e-06 1.7e-06 1.2e-06 1.35e-06 1.45e-06 1.35e-06 9e-07 1.05e-06 7e-07 1.1e-06 1.2e-06 1e-06 1.75e-06 1e-06 9e-07 1.1e-06 8e-07 1.45e-06 9e-07 1.3e-06 1.05e-06 1.15e-06 1.35e-06 8.5e-07 1.45e-06 1.55e-06 1.65e-06 7.5e-07 1.45e-06 9e-07 1.65e-06 1e-06 9e-07
24 8e-07 9.5e-07 1.3e-06 1.2e-06 1.95e-06 1.15e-06 1.5e-06 1e-06 1.65e-06 9.5e-07 1.55e-06 1.7e-06 1.15e-06 8e-07 9.5e-07 1.15e-06 1.35e-06 1e-06 9e-07 1.1e-06 1.15e-06 8.5e-07 1.15e-06 1.1e-06 1.4e-06 9e-07 9e-07 1.5e-06 9e-07 8.5e-07 1.2e-06 9e-07 1.15e-06 1.4e-06 1.15e-06 8e-07 9.5e-07 9e-07 7.5e-07 1.15e-06 1.2e-06 1.35e-06 1.15e-06 1.25e-06 1.2e-06 1.35e-06 1.05e-06 1.2e-06
25 7.5e-07 6e-07 1.2e-06 1.05e-06 1.65e-06 9.5e-07 1.35e-06 9.5e-07 1.45e-06 7e-07 1.25e-06 1.35e-06 1.2e-06 8e-07 9e-07 1.15e-06 1.2e-06 9e-07 8.5e-07 1e-06 9.5e-07 8e-07 1.4e-06 1.2e-06 9e-07 9e-07 1e-06 1.4e-06 1.2e-06 1.1e-06 1.25e-06 1.05e-06 9.5e-07 1.4e-06 1.2e-06 8e-07 1e-06 8.5e-07 7e-07 1.25e-06 1.1e-06 1.25e-06 1.25e-06 1.05e-06 1.25e-06 1.3e-06 1.1e-06 1.2e-06
26 8e-07 1.1e-06 1.2e-06 1.15e-06 1.9e-06 1.15e-06 1.4e-06 1e-06 1.55e-06 9.5e-07 1.5e-06 1.65e-06 1.1e-06 7.5e-07 1.1e-06 1e-06 1.35e-06 8e-07 1e-06 1e-06 1.15e-06 8.5e-07 1.15e-06 1e-06 9e-07 1e-06 1.2e-06 1.35e-06 9.5e-07 8.5e-07 1.1e-06 8e-07 1.2e-06 1.3e-06 1.1e-06 8e-07 9e-07 1e-06 8e-07 1.25e-06 1.15e-06 1.3e-06 1.05e-06 1.25e-06 1.1e-06 1.25e-06 9.5e-07 1e-06
27 1.55e-06 1.4e-06 1.65e-06 1.6e-06 2.15e-06 1.35e-06 1.55e-06 1.55e-06 1.75e-06 1.2e-06 1.35e-06 1.95e-06 1.6e-06 1.35e-06 1.75e-06 1.4e-06 1.25e-06 1.2e-06 1.3e-06 1.3e-06 1.15e-06 1.55e-06 2e-06 1.75e-06 1.5e-06 1.4e-06 1.35e-06 1.8e-06 1.75e-06 1.55e-06 1.7e-06 1.65e-06 1.2e-06 1.85e-06 1.6e-06 1.3e-06 1.45e-06 1.3e-06 1.4e-06 1.45e-06 1.3e-06 1.1e-06 1.8e-06 1.25e-06 1.7e-06 1.05e-06 1.6e-06 1.5e-06
28 8e-07 1.45e-06 1.2e-06 1.4e-06 2.35e-06 1.55e-06 1.75e-06 1.2e-06 2e-06 1.35e-06 1.85e-06 2.1e-06 1.05e-06 8.5e-07 1.05e-06 1.5e-06 1.7e-06 1.35e-06 1.45e-06 1.4e-06 1.4e-06 7e-07 9e-07 1e-06 9e-07 1.2e-06 9.5e-07 1.75e-06 9e-07 5.5e-07 1.1e-06 4.5e-07 1.55e-06 1.5e-06 1.05e-06 9e-07 1.05e-06 1.45e-06 1.05e-06 1.15e-06 1.4e-06 1.7e-06 8e-07 1.6e-06 1.35e-06 1.55e-06 1.1e-06 1.3e-06
29 7e-07 1.35e-06 1.2e-06 1.3e-06 2.25e-06 1.45e-06 1.65e-06 1.1e-06 1.9e-06 1.25e-06 1.65e-06 2e-06 1.1e-06 7.5e-07 9.5e-07 1.4e-06 1.5e-06 1.25e-06 1.35e-06 1.3e-06 1.2e-06 7e-07 8e-07 9e-07 8.5e-07 1.1e-06 8.5e-07 1.55e-06 5.5e-07 7e-07 1.1e-06 5e-07 1.35e-06 1.4e-06 1.1e-06 8e-07 9.5e-07 1.35e-06 9.5e-07 1e-06 1.3e-06 1.5e-06 8e-07 1.4e-06 1.25e-06 1.35e-06 1e-06 1.2e-06
30 1.1e-06 1.3e-06 1.3e-06 1.4e-06 1.85e-06 1.45e-06 1.75e-06 1.15e-06 1.5e-06 1.25e-06 1.75e-06 1.6e-06 1.25e-06 9.5e-07 1.45e-06 1e-06 1.65e-06 1.1e-06 1.3e-06 1.3e-06 1.4e-06 9.5e-07 1.5e-06 1.1e-06 1.2e-06 1.25e-06 1.1e-06 1.7e-06 1.1e-06 1.1e-06 1.6e-06 9e-07 1.4e-06 1.15e-06 1.25e-06 1.15e-06 1.25e-06 1.3e-06 1e-06 1.55e-06 1.35e-06 1.6e-06 1.1e-06 1.45e-06 9.5e-07 1.55e-06 8.5e-07 1.25e-06
31 6e-07 1.3e-06 1e-06 1.2e-06 2.15e-06 1.45e-06 1.65e-06 1e-06 1.8e-06 1.25e-06 1.7e-06 1.9e-06 9.5e-07 7e-07 1e-06 1.4e-06 1.65e-06 1.2e-06 1.35e-06 1.35e-06 1.2e-06 5e-07 8.5e-07 8e-07 9e-07 1.05e-06 8e-07 1.65e-06 4.5e-07 5e-07 9e-07 5e-07 1.4e-06 1.3e-06 9.5e-07 8e-07 9.5e-07 1.35e-06 8.5e-07 1.2e-06 1.35e-06 1.6e-06 6e-07 1.45e-06 1.15e-06 1.45e-06 9e-07 1.1e-06
32 1.2e-06 9e-07 1.45e-06 1.3e-06 1.85e-06 1.1e-06 1.5e-06 1.15e-06 1.6e-06 9.5e-07 1.1e-06 1.65e-06 1.4e-06 1e-06 1.4e-06 1.15e-06 9e-07 9e-07 9.5e-07 1.05e-06 9.5e-07 1.2e-06 1.8e-06 1.45e-06 1.15e-06 9.5e-07 1.2e-06 1.2e-06 1.55e-06 1.35e-06 1.4e-06 1.4e-06 1.3e-06 1.55e-06 1.4e-06 1.1e-06 1.25e-06 9.5e-07 9e-07 1.1e-06 1.15e-06 1.05e-06 1.55e-06 8.5e-07 1.35e-06 1.1e-06 1.3e-06 1.3e-06
33 1.3e-06 1.45e-06 1.65e-06 1.55e-06 1.95e-06 1.6e-06 1.95e-06 1e-06 1.6e-06 1.4e-06 1.9e-06 1.7e-06 1.6e-06 1.2e-06 1.6e-06 1.15e-06 1.8e-06 1.3e-06 1.45e-06 1.4e-06 1.55e-06 1.3e-06 1.55e-06 9e-07 1.4e-06 1.4e-06 1.3e-06 1.85e-06 1.5e-06 1.4e-06 1.15e-06 1.3e-06 1.55e-06 1.7e-06 1.6e-06 1.35e-06 1.45e-06 1.45e-06 1.15e-06 1.75e-06 1.5e-06 1.75e-06 1.25e-06 1.6e-06 9e-07 1.75e-06 1.05e-06 1.2e-06
34 1.15e-06 1.25e-06 1.25e-06 1.25e-06 2.05e-06 1.25e-06 1.5e-06 1.25e-06 1.85e-06 1.05e-06 1.65e-06 1.8e-06 9.5e-07 1.05e-06 1.35e-06 1.35e-06 1.45e-06 1.15e-06 1e-06 1.35e-06 1.45e-06 1e-06 1.5e-06 1.3e-06 1.15e-06 1.2e-06 1.1e-06 1.6e-06 1.05e-06 1.1e-06 1.25e-06 9.5e-07 1.4e-06 1.6e-06 1.8e-06 1e-06 1e-06 1.1e-06 9.5e-07 1.5e-06 1.3e-06 1.45e-06 1.2e-06 1.4e-06 1.4e-06 1.45e-06 1.3e-06 1.3e-06
35 7e-07 9.5e-07 1.1e-06 1.05e-06 1.8e-06 1e-06 1.2e-06 9.5e-07 1.6e-06 8e-07 1.35e-06 1.55e-06 1e-06 7.5e-07 9e-07 1.15e-06 1.2e-06 9.5e-07 8.5e-07 1.05e-06 1.05e-06 7.5e-07 1.1e-06 1.05e-06 8e-07 8e-07 8e-07 1.3e-06 9e-07 8e-07 1.15e-06 8e-07 1.1e-06 1.35e-06 1e-06 1.2e-06 8e-07 8.5e-07 7.5e-07 1.15e-06 1e-06 1.2e-06 1.05e-06 1.2e-06 1.2e-06 1.15e-06 1e-06 1.05e-06
36 8.5e-07 1.1e-06 1.25e-06 1.1e-06 1.9e-06 1.1e-06 1.35e-06 1.1e-06 1.7e-06 9e-07 1.5e-06 1.65e-06 1e-06 8.5e-07 1.1e-06 1.2e-06 1.3e-06 1e-06 8.5e-07 1.15e-06 1.25e-06 9.5e-07 1.25e-06 1.15e-06 9.5e-07 1e-06 9e-07 1.45e-06 1.05e-06 9.5e-07 1.25e-06 9.5e-07 1.25e-06 1.45e-06 1e-06 8e-07 1.5e-06 9.5e-07 8e-07 1.3e-06 1.15e-06 1.3e-06 1.2e-06 1.25e-06 1.25e-06 1.3e-06 1.1e-06 1.15e-06
37 1.1e-06 7e-07 1.3e-06 1.05e-06 1.6e-06 8e-07 1.1e-06 1e-06 1.45e-06 6e-07 1.3e-06 1.35e-06 1.1e-06 9.5e-07 1.2e-06 9.5e-07 9.5e-07 7.5e-07 5e-07 1e-06 1.15e-06 1.1e-06 1.7e-06 1.35e-06 9e-07 8.5e-07 1e-06 1.3e-06 1.45e-06 1.35e-06 1.3e-06 1.35e-06 9.5e-07 1.45e-06 1.1e-06 8.5e-07 9.5e-07 8e-07 6.5e-07 1.45e-06 9.5e-07 9.5e-07 1.5e-06 1.05e-06 1.2e-06 1.1e-06 1.2e-06 1.15e-06
38 7e-07 7e-07 1.1e-06 8e-07 1.6e-06 9e-07 1.4e-06 7e-07 1.35e-06 7e-07 1.35e-06 1.35e-06 9.5e-07 7e-07 9e-07 9.5e-07 1.2e-06 7.5e-07 6e-07 1.05e-06 9.5e-07 7e-07 1.3e-06 8.5e-07 7.5e-07 7e-07 8e-07 1.4e-06 1.05e-06 9.5e-07 1e-06 8.5e-07 9e-07 1.15e-06 9.5e-07 7.5e-07 8e-07 6.5e-07 6e-07 1.3e-06 1.2e-06 1.15e-06 1e-06 1e-06 9e-07 1.3e-06 9e-07 9.5e-07
39 1.2e-06 1.4e-06 1.6e-06 1.6e-06 2.35e-06 1.5e-06 1.75e-06 1.45e-06 2.05e-06 1.35e-06 1.45e-06 2.15e-06 1.5e-06 1.05e-06 1.35e-06 1.5e-06 1.2e-06 1.3e-06 1.45e-06 1.25e-06 1.25e-06 1.25e-06 1.4e-06 1.45e-06 1.15e-06 1.25e-06 1.25e-06 1.45e-06 1.15e-06 1e-06 1.55e-06 1.2e-06 1.1e-06 1.75e-06 1.5e-06 1.15e-06 1.3e-06 1.45e-06 1.3e-06 1.8e-06 1.3e-06 1.4e-06 1.45e-06 1.25e-06 1.6e-06 1.3e-06 1.4e-06 1.5e-06
40 1.3e-06 1.1e-06 1.45e-06 1.45e-06 1.9e-06 1.15e-06 1.2e-06 1.35e-06 1.65e-06 9.5e-07 1.35e-06 1.65e-06 1.3e-06 1e-06 1.5e-06 1.1e-06 1.05e-06 9.5e-07 1.05e-06 8e-07 1.35e-06 1.3e-06 1.65e-06 1.55e-06 1.2e-06 1.1e-06 1.15e-06 1.3e-06 1.4e-06 1.3e-06 1.35e-06 1.35e-06 1.15e-06 1.5e-06 1.3e-06 1e-06 1.15e-06 9.5e-07 1.2e-06 1.3e-06 1.2e-06 1.15e-06 1.55e-06 1.2e-06 1.35e-06 1.05e-06 1.25e-06 1.35e-06
