 slim_762123731 slim_762123751 slim_762123754 slim_762123730 slim_762123750 slim_762123764 slim_762123753 slim_762123759 slim_762123758 slim_762123760 slim_762123740 slim_762123755 slim_762123745 slim_762123757 slim_762123735 slim_762123765 slim_762123741 slim_762123738 slim_762123752 slim_762123748 slim_762123739 slim_762123732 slim_762123729 slim_762123763 slim_762123746 slim_762123747 slim_762123743 slim_762123736 slim_762123728 slim_762123749 slim_762123737 slim_762123733 slim_762123761 slim_762123744 slim_762123742 slim_762123756 slim_762123734 slim_762123762
10 2.35e-06 2.8e-06 1.6e-06 2.05e-06 2e-06 2.7e-06 2.25e-06 1.75e-06 1.7e-06 1.95e-06 2.3e-06 1.55e-06 2.8e-06 1.9e-06 1.85e-06 1.95e-06 2e-06 1.6e-06 2e-06 3.1e-06 1.4e-06 2.4e-06 1.95e-06 1.75e-06 2.05e-06 2.6e-06 1.95e-06 1.9e-06 1.55e-06 3.2e-06 2.4e-06 2.35e-06 2.25e-06 2.95e-06 3e-06 1.85e-06 1.7e-06 1.75e-06
11 2.55e-06 2.9e-06 1.7e-06 1.9e-06 2.05e-06 2.85e-06 2.25e-06 1.95e-06 1.85e-06 2.1e-06 1.55e-06 2.7e-06 2.9e-06 1.7e-06 1.95e-06 2.1e-06 2.3e-06 1.7e-06 2.05e-06 3.15e-06 1.75e-06 2.55e-06 2.05e-06 1.65e-06 2.3e-06 2.75e-06 2e-06 1.95e-06 1.7e-06 3.35e-06 2.55e-06 2.55e-06 2.45e-06 3e-06 3.05e-06 1.95e-06 1.95e-06 1.9e-06
12 2.35e-06 2.25e-06 2.2e-06 2.25e-06 1.65e-06 2.2e-06 1.9e-06 2.05e-06 2.05e-06 2.3e-06 2.8e-06 2.9e-06 2.9e-06 2.45e-06 2.35e-06 2e-06 2.5e-06 2.25e-06 1.9e-06 1.95e-06 2.5e-06 2.05e-06 2.1e-06 2.85e-06 2.45e-06 2.05e-06 2e-06 1.85e-06 1.85e-06 1.95e-06 1.85e-06 2.35e-06 2.4e-06 1.65e-06 1.75e-06 2.4e-06 2.35e-06 2.75e-06
13 2.6e-06 2.2e-06 1.6e-06 1.35e-06 1.75e-06 2.4e-06 1.6e-06 1.6e-06 1.55e-06 1.5e-06 1.9e-06 1.7e-06 2.45e-06 1.7e-06 1.35e-06 1.65e-06 1.75e-06 1.8e-06 1.6e-06 2.65e-06 1.85e-06 2.3e-06 1.5e-06 1.25e-06 1.6e-06 2.5e-06 1.4e-06 1.45e-06 1.65e-06 3.05e-06 2.5e-06 2.4e-06 2.3e-06 2.45e-06 2.2e-06 1.9e-06 1.4e-06 1.5e-06
14 2.4e-06 2e-06 1.55e-06 1.45e-06 1.9e-06 2.05e-06 1.7e-06 1.6e-06 1.55e-06 1.3e-06 1.85e-06 1.95e-06 2.35e-06 1.35e-06 1.9e-06 1.6e-06 1.25e-06 1.75e-06 1.7e-06 2.65e-06 1.65e-06 2.15e-06 1.5e-06 1.3e-06 1.4e-06 2.4e-06 1.3e-06 1.35e-06 1.7e-06 2.9e-06 2.35e-06 2.2e-06 2.1e-06 2.4e-06 2.05e-06 1.85e-06 1.2e-06 1.3e-06
15 2.15e-06 2e-06 1.6e-06 1.8e-06 1.4e-06 2.25e-06 1.65e-06 1.55e-06 1.55e-06 1.7e-06 1.95e-06 2.1e-06 2e-06 1.65e-06 1.6e-06 2.3e-06 1.75e-06 1.7e-06 1.6e-06 2.4e-06 1.65e-06 2.15e-06 1.25e-06 1.9e-06 1.55e-06 2.05e-06 1.55e-06 1.4e-06 1.15e-06 2.8e-06 2.05e-06 2e-06 2.2e-06 2.15e-06 1.9e-06 1.65e-06 1.6e-06 1.8e-06
16 2.6e-06 2e-06 1.9e-06 1.7e-06 2.15e-06 2.15e-06 2.1e-06 1.8e-06 2e-06 1.4e-06 2e-06 2.3e-06 2.5e-06 1.75e-06 1.25e-06 1.75e-06 1.6e-06 2.15e-06 2.1e-06 2.85e-06 1.55e-06 2.4e-06 1.65e-06 1.55e-06 1.1e-06 2.6e-06 1.6e-06 1.75e-06 2.05e-06 3.1e-06 2.5e-06 2.4e-06 2.35e-06 2.55e-06 2e-06 2e-06 1.1e-06 1.05e-06
17 2.4e-06 2.6e-06 1.25e-06 2e-06 1.55e-06 2.65e-06 1.5e-06 1.8e-06 1.35e-06 2e-06 1.6e-06 1.7e-06 2.25e-06 1.8e-06 1.75e-06 1.7e-06 2.15e-06 2.1e-06 1.55e-06 2.6e-06 1.75e-06 2.1e-06 1.75e-06 2.2e-06 2.15e-06 2.45e-06 1.55e-06 1.35e-06 1.45e-06 2.85e-06 2.05e-06 2.55e-06 2.3e-06 2.4e-06 2.4e-06 1.5e-06 1.8e-06 2.3e-06
18 2.5e-06 2.45e-06 1.45e-06 1.65e-06 1.15e-06 2.55e-06 1.2e-06 1.55e-06 1.4e-06 1.75e-06 2e-06 2.05e-06 1.9e-06 1.6e-06 1.7e-06 1.6e-06 2.1e-06 1.55e-06 1.9e-06 2.15e-06 2e-06 2.15e-06 1.6e-06 2.1e-06 2.05e-06 2.3e-06 1.35e-06 1.2e-06 1.3e-06 2.85e-06 2.2e-06 2.45e-06 2.4e-06 1.95e-06 2.2e-06 1.85e-06 1.75e-06 2.25e-06
19 2.7e-06 2.6e-06 2.5e-06 2.6e-06 1.95e-06 2.4e-06 2.1e-06 2.4e-06 2.45e-06 2.6e-06 3.1e-06 3.15e-06 1.95e-06 2.65e-06 2.65e-06 2.4e-06 2.85e-06 2.6e-06 2.15e-06 3.8e-06 2.85e-06 2.5e-06 2.4e-06 3.1e-06 2.8e-06 2.15e-06 2.4e-06 2.15e-06 2.15e-06 2.4e-06 2.3e-06 2.65e-06 2.75e-06 1.95e-06 2.2e-06 2.75e-06 2.65e-06 3.05e-06
20 2.1e-06 2.4e-06 1.55e-06 1.9e-06 1.8e-06 2.35e-06 2.15e-06 1.55e-06 1.7e-06 1.65e-06 1.4e-06 1.75e-06 2.5e-06 1.85e-06 1.65e-06 1.65e-06 1.55e-06 1.75e-06 2e-06 2.85e-06 2.2e-06 2.25e-06 1.65e-06 1.6e-06 1.6e-06 2.35e-06 1.8e-06 1.8e-06 1.4e-06 3e-06 2.1e-06 2.1e-06 2.1e-06 2.65e-06 2.55e-06 1.8e-06 1.45e-06 1.35e-06
21 1.95e-06 1.95e-06 2.05e-06 2.25e-06 2.3e-06 2.15e-06 2.35e-06 2.4e-06 1.65e-06 2.35e-06 2.4e-06 2.55e-06 2.05e-06 2.3e-06 2.15e-06 2.15e-06 2.4e-06 2.1e-06 2.15e-06 2.5e-06 2.25e-06 2.9e-06 2.25e-06 2.45e-06 2.35e-06 2.25e-06 1.85e-06 2.05e-06 2.15e-06 1.65e-06 1.9e-06 2.1e-06 1.65e-06 2.25e-06 1.95e-06 2.3e-06 2.2e-06 2.45e-06
22 2.15e-06 1.95e-06 1.55e-06 1.75e-06 1.4e-06 2.3e-06 1.6e-06 1.55e-06 1.65e-06 1.6e-06 1.95e-06 2.05e-06 2.1e-06 1.5e-06 1.5e-06 1.25e-06 1.65e-06 1.75e-06 1.6e-06 2.4e-06 1.65e-06 2.25e-06 2.2e-06 1.8e-06 1.5e-06 2.1e-06 1.65e-06 1.4e-06 1.2e-06 2.9e-06 2.15e-06 1.95e-06 2.2e-06 2.15e-06 1.95e-06 1.65e-06 1.5e-06 1.7e-06
23 2.5e-06 2.3e-06 1.95e-06 1.3e-06 2.3e-06 2.15e-06 2.3e-06 1.7e-06 1.9e-06 1.4e-06 1.75e-06 1.65e-06 2.85e-06 1.25e-06 1.3e-06 1.9e-06 1.55e-06 2.2e-06 2.1e-06 3.1e-06 1.6e-06 2.45e-06 1.8e-06 1.3e-06 1.55e-06 2.6e-06 1.55e-06 2e-06 1.85e-06 3.25e-06 2.7e-06 2.2e-06 2.2e-06 2.9e-06 2.6e-06 2.25e-06 1.35e-06 9e-07
24 2.6e-06 1.8e-06 1.95e-06 1.7e-06 2.15e-06 2.1e-06 2.1e-06 1.85e-06 1.9e-06 1.45e-06 2.05e-06 2.3e-06 2.45e-06 1.6e-06 1.4e-06 1.55e-06 1.1e-06 2.15e-06 2.05e-06 2.8e-06 1.6e-06 2.35e-06 1.5e-06 1.55e-06 1.8e-06 2.55e-06 1.55e-06 1.9e-06 2.05e-06 3e-06 2.45e-06 2.4e-06 2.3e-06 2.5e-06 1.75e-06 1.8e-06 1.2e-06 1.1e-06
25 2.15e-06 2.35e-06 2.35e-06 2.55e-06 2.05e-06 2.05e-06 2.45e-06 2.25e-06 2.2e-06 2.5e-06 2.6e-06 2.75e-06 2.05e-06 2.5e-06 2.4e-06 2.05e-06 2.6e-06 2.45e-06 2.3e-06 2.15e-06 2.35e-06 2.25e-06 2.1e-06 2.6e-06 2.55e-06 3.4e-06 2.35e-06 2.1e-06 1.7e-06 2.15e-06 2.05e-06 2e-06 2.25e-06 2.2e-06 2.2e-06 2.6e-06 2.4e-06 2.55e-06
26 2.55e-06 2.15e-06 1.55e-06 1.4e-06 1.65e-06 2e-06 1.5e-06 1.65e-06 1.25e-06 1.4e-06 1.95e-06 2e-06 2e-06 1.4e-06 1.3e-06 1.55e-06 1.6e-06 1.55e-06 1.35e-06 2.4e-06 1.8e-06 1.85e-06 1.65e-06 1.55e-06 1.55e-06 2.35e-06 1.4e-06 1.3e-06 1.65e-06 2.6e-06 2.1e-06 2.55e-06 2.2e-06 2.15e-06 1.8e-06 1.8e-06 1.4e-06 1.6e-06
27 2.3e-06 2.3e-06 1.25e-06 1.7e-06 1.05e-06 2.4e-06 1.15e-06 1.45e-06 1.3e-06 1.7e-06 1.9e-06 1.95e-06 1.85e-06 1.45e-06 1.35e-06 1.4e-06 1.75e-06 1.35e-06 1.2e-06 2.15e-06 1.8e-06 2.05e-06 1.4e-06 2e-06 1.9e-06 2.1e-06 1.3e-06 1.6e-06 1.05e-06 2.75e-06 2e-06 2.25e-06 2.3e-06 1.95e-06 2.05e-06 1.7e-06 1.55e-06 2.1e-06
28 1.75e-06 2.4e-06 1.3e-06 1.8e-06 7.5e-07 2.4e-06 1.4e-06 1.15e-06 1.45e-06 1.75e-06 1.55e-06 1.7e-06 1.85e-06 1.65e-06 1.7e-06 1.15e-06 2.05e-06 1.45e-06 1.3e-06 2.15e-06 1.4e-06 2.15e-06 1.2e-06 1.85e-06 2.05e-06 1.7e-06 1.65e-06 1.05e-06 7e-07 2.85e-06 1.85e-06 1.6e-06 2.15e-06 2e-06 2.45e-06 1.75e-06 1.7e-06 1.95e-06
29 2.15e-06 2.1e-06 2.85e-06 3e-06 3e-06 2.1e-06 3.05e-06 3.1e-06 2.3e-06 3.1e-06 3.2e-06 3.35e-06 1.95e-06 3.05e-06 2.9e-06 2.8e-06 3.1e-06 2.85e-06 2.85e-06 2.4e-06 3e-06 1.65e-06 2.9e-06 3.25e-06 3e-06 2.15e-06 2.6e-06 2.75e-06 2.85e-06 1.7e-06 1.85e-06 2.3e-06 1.85e-06 2.15e-06 1.8e-06 3e-06 2.95e-06 3.2e-06
30 2.1e-06 2.3e-06 2e-06 2.5e-06 2e-06 2.2e-06 2.3e-06 2.25e-06 1.9e-06 2.45e-06 2.4e-06 2.55e-06 1.85e-06 2.5e-06 2.35e-06 2.05e-06 2.5e-06 2.05e-06 2.2e-06 2.3e-06 2.1e-06 1.9e-06 2.15e-06 2.7e-06 2.45e-06 2.05e-06 2.1e-06 2e-06 1.85e-06 1.85e-06 3.3e-06 2.25e-06 2.1e-06 2.05e-06 1.95e-06 2.2e-06 2.35e-06 2.6e-06
31 1.65e-06 1.95e-06 2.3e-06 2.4e-06 2.15e-06 2.3e-06 2.6e-06 2.15e-06 2.35e-06 2.3e-06 2.35e-06 2.55e-06 2.35e-06 2.4e-06 2.2e-06 2e-06 2.4e-06 2.55e-06 2.45e-06 2.65e-06 2.1e-06 2.1e-06 1.95e-06 2.2e-06 2.4e-06 2e-06 2.55e-06 2.25e-06 1.6e-06 2.3e-06 2.25e-06 2.6e-06 1.75e-06 2.45e-06 2.5e-06 2.6e-06 2.2e-06 2.15e-06
32 1.8e-06 1.9e-06 2.15e-06 2.3e-06 2.55e-06 2.2e-06 2.65e-06 2.4e-06 1.85e-06 2.3e-06 2.25e-06 2.45e-06 2.4e-06 2.3e-06 2.1e-06 2.2e-06 2.35e-06 2.3e-06 2.4e-06 2.75e-06 2.1e-06 1.65e-06 2.2e-06 2.2e-06 2.3e-06 2.25e-06 2.2e-06 2.3e-06 2.15e-06 1.85e-06 2.1e-06 1.75e-06 2.9e-06 2.55e-06 2.25e-06 2.4e-06 2.15e-06 2.2e-06
33 2.5e-06 2.3e-06 2.3e-06 2.35e-06 1.75e-06 2.35e-06 1.85e-06 2.2e-06 2.25e-06 2.35e-06 2.95e-06 3e-06 1.65e-06 2.45e-06 2.4e-06 2.15e-06 2.55e-06 2.4e-06 1.95e-06 1.95e-06 2.65e-06 2.25e-06 2.15e-06 2.9e-06 2.5e-06 2.2e-06 2.15e-06 1.95e-06 2e-06 2.15e-06 2.05e-06 2.45e-06 2.55e-06 3.3e-06 1.85e-06 2.5e-06 2.4e-06 2.8e-06
34 2.55e-06 1.65e-06 2.35e-06 2.25e-06 2.3e-06 1.9e-06 2.2e-06 2.5e-06 2.05e-06 2.2e-06 3e-06 3.05e-06 1.75e-06 2.2e-06 2.05e-06 1.9e-06 2e-06 2.4e-06 2.2e-06 2.2e-06 2.55e-06 1.95e-06 1.95e-06 2.6e-06 1.75e-06 2.2e-06 1.8e-06 2.05e-06 2.45e-06 1.8e-06 1.95e-06 2.5e-06 2.25e-06 1.85e-06 2.2e-06 2.15e-06 2.05e-06 2.3e-06
35 2.5e-06 2.3e-06 1.55e-06 2.1e-06 1.8e-06 2.65e-06 1.9e-06 2e-06 1.7e-06 2e-06 1.85e-06 1.95e-06 2.4e-06 1.9e-06 1.85e-06 1.65e-06 2e-06 1.5e-06 1.85e-06 2.75e-06 1.8e-06 2.3e-06 1.65e-06 2.25e-06 1.8e-06 2.6e-06 1.8e-06 1.7e-06 1.75e-06 3e-06 2.2e-06 2.6e-06 2.4e-06 2.5e-06 2.15e-06 2.7e-06 1.85e-06 2.15e-06
36 2.4e-06 2e-06 1.55e-06 1.5e-06 1.85e-06 2.1e-06 1.75e-06 1.55e-06 1.65e-06 1.3e-06 1.7e-06 1.95e-06 2.35e-06 1.4e-06 1.2e-06 1.6e-06 1.1e-06 1.8e-06 1.75e-06 2.65e-06 1.45e-06 2.2e-06 1.5e-06 1.35e-06 1.2e-06 2.4e-06 1.4e-06 1.55e-06 1.7e-06 2.95e-06 2.35e-06 2.2e-06 2.15e-06 2.4e-06 2.05e-06 1.85e-06 1.9e-06 1.1e-06
37 2.45e-06 2.05e-06 2.05e-06 1.45e-06 2.35e-06 2e-06 2.4e-06 1.75e-06 2.05e-06 1.35e-06 1.75e-06 1.9e-06 2.75e-06 1.5e-06 1.3e-06 1.8e-06 1.05e-06 2.3e-06 2.25e-06 3.05e-06 1.35e-06 2.45e-06 1.7e-06 9e-07 1.1e-06 2.55e-06 1.6e-06 2.1e-06 1.95e-06 3.2e-06 2.6e-06 2.15e-06 2.2e-06 2.8e-06 2.3e-06 2.15e-06 1.1e-06 9e-07
