 slim_762233204 slim_762233188 slim_762233182 slim_762233186 slim_762233223 slim_762233225 slim_762233194 slim_762233209 slim_762233202 slim_762233201 slim_762233195 slim_762233211 slim_762233226 slim_762233190 slim_762233210 slim_762233215 slim_762233191 slim_762233229 slim_762233207 slim_762233197 slim_762233198 slim_762233213 slim_762233181 slim_762233196 slim_762233205 slim_762233185 slim_762233227 slim_762233180 slim_762233189 slim_762233217 slim_762233228 slim_762233200 slim_762233187 slim_762233230 slim_762233222 slim_762233216 slim_762233193 slim_762233184 slim_762233219 slim_762233208 slim_762233224 slim_762233192 slim_762233214 slim_762233203 slim_762233183 slim_762233221 slim_762233218 slim_762233220 slim_762233199 slim_762233179 slim_762233206 slim_762233212
17 1e-06 2.15e-06 2.6e-06 2.15e-06 2.2e-06 2.25e-06 2.45e-06 1.95e-06 1.5e-06 2e-06 2.3e-06 1.35e-06 2.1e-06 2.15e-06 2.45e-06 2.15e-06 1.1e-06 7e-07 2.3e-06 1.35e-06 2.25e-06 1.7e-06 2.1e-06 2.1e-06 1.45e-06 2.2e-06 1.5e-06 2.6e-06 1.4e-06 1.8e-06 2.4e-06 2.45e-06 1.95e-06 2.25e-06 1.05e-06 1.45e-06 1.4e-06 2.3e-06 1.55e-06 1.45e-06 1.1e-06 2.4e-06 1e-06 1.75e-06 2.5e-06 2.5e-06 2e-06 2.45e-06 2.35e-06 1.45e-06 2.1e-06 1.2e-06
18 2.5e-06 2.25e-06 1.75e-06 2.15e-06 1.95e-06 1.95e-06 1.7e-06 1.75e-06 2.3e-06 1.8e-06 1.75e-06 2.25e-06 1.65e-06 1.95e-06 1.7e-06 1.35e-06 1.75e-06 2.3e-06 2.7e-06 2.1e-06 2e-06 2.1e-06 2.05e-06 1.8e-06 2.35e-06 2.05e-06 2.2e-06 1.75e-06 2e-06 1.55e-06 1.9e-06 2.05e-06 2.55e-06 2.05e-06 1.8e-06 2.1e-06 2.1e-06 2e-06 2.15e-06 2.45e-06 1.95e-06 2.05e-06 2.45e-06 2.3e-06 2.15e-06 1.8e-06 2.4e-06 2.15e-06 2e-06 2.2e-06 1.55e-06 2.1e-06
19 1.8e-06 1.8e-06 2.1e-06 1.9e-06 1.65e-06 1.8e-06 1.8e-06 1.65e-06 1.65e-06 1.8e-06 1.95e-06 1.65e-06 1.75e-06 1.45e-06 2.15e-06 1.95e-06 1.4e-06 1.35e-06 2.1e-06 2.4e-06 1.8e-06 1.95e-06 1.85e-06 1.7e-06 1.45e-06 1.7e-06 1.7e-06 2.1e-06 1.5e-06 1.55e-06 1.85e-06 1.45e-06 2.1e-06 1.9e-06 1.55e-06 1.65e-06 1.25e-06 2.05e-06 1.55e-06 1.75e-06 1.4e-06 1.95e-06 1.8e-06 2e-06 2e-06 2.15e-06 2e-06 2.15e-06 1.4e-06 1.6e-06 1.8e-06 1.5e-06
20 2.65e-06 1.85e-06 2.1e-06 1.95e-06 1.8e-06 1.65e-06 1.9e-06 1.65e-06 1.9e-06 1.5e-06 1.65e-06 2.15e-06 1.45e-06 1.3e-06 2e-06 1.85e-06 1.75e-06 2.25e-06 2e-06 1.8e-06 2.1e-06 2.25e-06 1.6e-06 1.4e-06 2e-06 1.75e-06 1.8e-06 2.1e-06 2.05e-06 1.2e-06 1.5e-06 1.6e-06 2.25e-06 1.65e-06 2.25e-06 1.9e-06 1.8e-06 1.7e-06 2e-06 2e-06 1.6e-06 1.85e-06 2.6e-06 2.1e-06 1.55e-06 2.05e-06 2.35e-06 1.75e-06 1.5e-06 1.95e-06 1.85e-06 2.1e-06
21 1.5e-06 2.25e-06 2.55e-06 2.25e-06 2.3e-06 2.05e-06 2.4e-06 1.85e-06 2.15e-06 1.9e-06 2.05e-06 2e-06 1.85e-06 2.15e-06 2.4e-06 1.95e-06 1.5e-06 1.7e-06 2.1e-06 1.95e-06 2.25e-06 2.9e-06 2.15e-06 2e-06 2.2e-06 2.35e-06 2.15e-06 2.55e-06 1.75e-06 1.65e-06 2.3e-06 2.45e-06 2.05e-06 2.4e-06 1.85e-06 1.95e-06 1.95e-06 2.25e-06 2.1e-06 2.3e-06 1.7e-06 2.3e-06 1.45e-06 1.65e-06 2.45e-06 2.25e-06 1.9e-06 2.3e-06 2.35e-06 1.8e-06 1.8e-06 1.9e-06
22 2.6e-06 2.2e-06 2.35e-06 1e-06 1.75e-06 1.5e-06 2.2e-06 1.4e-06 2.2e-06 1.55e-06 1.5e-06 1.6e-06 1.3e-06 1.4e-06 1.95e-06 1.9e-06 1.55e-06 2.1e-06 2.05e-06 1.85e-06 1.6e-06 2.15e-06 2e-06 1.65e-06 2.05e-06 1.85e-06 2.2e-06 2.35e-06 1.95e-06 1.05e-06 1.7e-06 1.8e-06 2.6e-06 2e-06 2.05e-06 1.8e-06 1.85e-06 2e-06 2e-06 2.25e-06 1.5e-06 2.15e-06 2.55e-06 2.1e-06 1.9e-06 2.4e-06 2.55e-06 1.9e-06 1.8e-06 2.05e-06 1.65e-06 1.9e-06
23 2.5e-06 1.7e-06 1.95e-06 1.7e-06 1.5e-06 1.75e-06 1.85e-06 1.3e-06 1.6e-06 1.45e-06 1.5e-06 1.95e-06 1.3e-06 1.45e-06 2e-06 1.65e-06 1.5e-06 2.1e-06 1.8e-06 1.7e-06 1.4e-06 2e-06 1.65e-06 2e-06 1.9e-06 1.35e-06 1.65e-06 1.95e-06 1.9e-06 1.2e-06 1.5e-06 1.45e-06 1.95e-06 1.4e-06 1.95e-06 1.85e-06 1.7e-06 1.4e-06 1.8e-06 1.7e-06 1.7e-06 1.45e-06 2.45e-06 2.2e-06 1.35e-06 1.9e-06 2.15e-06 1.65e-06 1.35e-06 1.75e-06 1.5e-06 1.85e-06
24 2.1e-06 1.9e-06 2.2e-06 1.95e-06 1.7e-06 2.05e-06 1.9e-06 1.9e-06 1.9e-06 2.05e-06 2.3e-06 1.9e-06 2.1e-06 1.65e-06 2.4e-06 2.2e-06 1.75e-06 1.45e-06 2.35e-06 1.45e-06 2e-06 2.2e-06 2.05e-06 1.9e-06 2.5e-06 1.75e-06 1.95e-06 2.2e-06 1.75e-06 1.9e-06 2.05e-06 1.5e-06 2.2e-06 1.95e-06 1.95e-06 2.05e-06 1.45e-06 2.3e-06 1.75e-06 1.65e-06 1.8e-06 2.05e-06 2.05e-06 2.25e-06 2.2e-06 2.25e-06 2.1e-06 2.4e-06 1.4e-06 1.8e-06 2.05e-06 1.75e-06
25 2.7e-06 1.8e-06 1.55e-06 1.65e-06 9e-07 1.95e-06 1.7e-06 1.45e-06 1.8e-06 1.65e-06 2e-06 2.05e-06 1.8e-06 1.55e-06 2.1e-06 1.9e-06 1.9e-06 2.2e-06 2.05e-06 1.7e-06 1.75e-06 2.35e-06 1.85e-06 1.35e-06 1.75e-06 1.5e-06 1.9e-06 1.55e-06 2e-06 1.7e-06 1.6e-06 9.5e-07 2.1e-06 1.3e-06 2.1e-06 2.2e-06 1.7e-06 1.5e-06 1.55e-06 1.6e-06 2.05e-06 1.35e-06 2.65e-06 2.5e-06 1.65e-06 1.95e-06 2.05e-06 1.85e-06 1.05e-06 1.95e-06 1.65e-06 1.75e-06
26 1.9e-06 1.95e-06 2.25e-06 2.25e-06 2.1e-06 2.3e-06 2.15e-06 2.05e-06 1.5e-06 1.9e-06 2.3e-06 1.9e-06 2.1e-06 2.05e-06 2.25e-06 2.05e-06 1.65e-06 1.5e-06 2.2e-06 1.7e-06 1.8e-06 2.15e-06 2.2e-06 1.65e-06 1.95e-06 1.9e-06 2.7e-06 2.25e-06 1.9e-06 1.9e-06 2.05e-06 2.1e-06 1.9e-06 1.7e-06 1.7e-06 1.9e-06 1.75e-06 1.8e-06 1.85e-06 1.65e-06 1.65e-06 1.95e-06 1.9e-06 2.2e-06 1.95e-06 2.2e-06 2.15e-06 2.2e-06 1.95e-06 1.8e-06 2.2e-06 1.8e-06
27 2.8e-06 2.1e-06 1.15e-06 2.3e-06 1.45e-06 2.2e-06 1.35e-06 2.2e-06 2.3e-06 2.05e-06 2.45e-06 2.55e-06 2.25e-06 1.95e-06 1.7e-06 1.6e-06 2.35e-06 2.6e-06 1.75e-06 2.1e-06 2.1e-06 2.55e-06 2.35e-06 1.95e-06 2.2e-06 1.55e-06 2.25e-06 2.2e-06 2.25e-06 2.15e-06 1.85e-06 1.35e-06 2.45e-06 1.85e-06 2.15e-06 2.55e-06 2.1e-06 2.05e-06 1.9e-06 2.2e-06 2.4e-06 1.8e-06 2.75e-06 2.6e-06 2.15e-06 1.6e-06 2.15e-06 2.3e-06 1.45e-06 2.35e-06 2e-06 2.3e-06
28 1.65e-06 1.7e-06 2.25e-06 1.95e-06 1.95e-06 1.55e-06 2e-06 1.75e-06 1.9e-06 1.65e-06 2e-06 1.7e-06 1.8e-06 1.8e-06 2.15e-06 1.85e-06 1.35e-06 1.4e-06 2e-06 1.5e-06 2.05e-06 1.75e-06 1.95e-06 1.9e-06 1.75e-06 2e-06 1.9e-06 2.25e-06 2.3e-06 1.6e-06 2.1e-06 1.95e-06 2.2e-06 2.15e-06 1.55e-06 1.75e-06 1.5e-06 1.95e-06 1.75e-06 2e-06 1.5e-06 2.05e-06 1.6e-06 1.9e-06 2.3e-06 2.3e-06 2.05e-06 2.1e-06 1.9e-06 1.8e-06 1.65e-06 1.6e-06
29 2.25e-06 2e-06 2.15e-06 1.55e-06 1.6e-06 1.15e-06 2e-06 9e-07 1.9e-06 1.1e-06 8e-07 1.65e-06 6e-07 1e-06 1.8e-06 1.4e-06 9.5e-07 1.8e-06 1.55e-06 1.55e-06 1.2e-06 1.65e-06 1.05e-06 1.2e-06 1.9e-06 1.7e-06 1.9e-06 2.15e-06 1.6e-06 7e-07 1.3e-06 1.65e-06 2.4e-06 1.85e-06 1.6e-06 1.25e-06 1.55e-06 1.65e-06 1.7e-06 2.1e-06 9.5e-07 1.95e-06 2.2e-06 1.65e-06 1.5e-06 2.1e-06 2.35e-06 1.45e-06 1.65e-06 1.65e-06 1.15e-06 1.6e-06
30 2.8e-06 2.1e-06 1.85e-06 1.9e-06 1.55e-06 1.75e-06 1.8e-06 1.6e-06 2.1e-06 1.65e-06 1.4e-06 2.1e-06 1.15e-06 1.4e-06 1.8e-06 1.75e-06 1.8e-06 2.4e-06 1.9e-06 1.85e-06 1.5e-06 2.3e-06 1.7e-06 1.5e-06 2.05e-06 1.6e-06 2.05e-06 1.85e-06 2.1e-06 1.3e-06 2e-06 1.4e-06 2.45e-06 1.75e-06 2.2e-06 1.7e-06 1.85e-06 1.8e-06 1.9e-06 2.2e-06 1.8e-06 1.9e-06 2.75e-06 2.3e-06 1.4e-06 1.95e-06 2.25e-06 1.95e-06 1.3e-06 2e-06 1.75e-06 2e-06
31 2.9e-06 1.65e-06 1.35e-06 1.7e-06 8.5e-07 1.7e-06 1.3e-06 1.6e-06 2e-06 1.8e-06 1.95e-06 2.2e-06 1.75e-06 1.1e-06 2e-06 1.9e-06 2.05e-06 2.45e-06 2.05e-06 1.45e-06 1.6e-06 2.45e-06 1.8e-06 1.45e-06 1.5e-06 9.5e-07 2.1e-06 1.35e-06 1.95e-06 1.65e-06 1.4e-06 8e-07 2.3e-06 1.5e-06 2.35e-06 2.25e-06 1.45e-06 1.9e-06 1.5e-06 1.8e-06 2.1e-06 1.5e-06 2.85e-06 2.5e-06 1.65e-06 1.8e-06 2e-06 2e-06 5.5e-07 1.95e-06 1.7e-06 2e-06
32 1.85e-06 2.05e-06 2.45e-06 2.55e-06 2.3e-06 2.6e-06 2.35e-06 2.45e-06 1.8e-06 2.2e-06 2.8e-06 2.35e-06 2.6e-06 2.4e-06 2.6e-06 2.4e-06 2.15e-06 1.95e-06 2.55e-06 2.1e-06 2.25e-06 2.05e-06 2.6e-06 1.95e-06 2.2e-06 2.1e-06 1.9e-06 2.45e-06 2.2e-06 2.4e-06 2.45e-06 2.3e-06 3.1e-06 2.05e-06 2.25e-06 2.45e-06 2.1e-06 2.1e-06 2.2e-06 1.9e-06 2.2e-06 1.95e-06 1.8e-06 2.1e-06 2.2e-06 2.2e-06 1.85e-06 2.45e-06 2.1e-06 1.95e-06 2.45e-06 2.2e-06
33 2.7e-06 1.8e-06 1.85e-06 1.8e-06 1.3e-06 2.15e-06 1.8e-06 1.6e-06 1.8e-06 1.85e-06 2.15e-06 2.15e-06 1.95e-06 1.8e-06 2.1e-06 1.9e-06 2e-06 2.25e-06 2.05e-06 1.9e-06 1.65e-06 2.4e-06 2e-06 1.4e-06 1.95e-06 1.3e-06 1.7e-06 1.85e-06 2.15e-06 1.85e-06 1.75e-06 1.5e-06 2.05e-06 2.2e-06 2.2e-06 2.3e-06 1.9e-06 1.6e-06 1.95e-06 1.75e-06 2.15e-06 1.35e-06 2.65e-06 2.55e-06 1.7e-06 1.95e-06 2.2e-06 1.95e-06 1.4e-06 2.05e-06 1.75e-06 1.8e-06
34 1.5e-06 2.3e-06 2.15e-06 2.15e-06 2.05e-06 2.15e-06 2.1e-06 1.8e-06 1.7e-06 1.9e-06 2e-06 1.55e-06 1.8e-06 2.1e-06 1.95e-06 1.65e-06 1.15e-06 1.05e-06 1.8e-06 1.55e-06 2.25e-06 1.85e-06 2.05e-06 1.95e-06 1.95e-06 2.1e-06 1.7e-06 2.15e-06 1.55e-06 1.6e-06 2.2e-06 2.35e-06 2.25e-06 2.2e-06 1.5e-06 1.5e-06 1.6e-06 2.05e-06 1.65e-06 1.95e-06 1.25e-06 2.3e-06 1.5e-06 2e-06 2.35e-06 2.25e-06 2.25e-06 2.3e-06 2.3e-06 1.75e-06 1.85e-06 1.35e-06
35 1.9e-06 2.35e-06 2.55e-06 2.15e-06 2.15e-06 1.9e-06 2.4e-06 1.65e-06 1.9e-06 1.75e-06 1.45e-06 1.65e-06 1.2e-06 1.75e-06 2.1e-06 1.95e-06 1.25e-06 1.45e-06 2.1e-06 1.65e-06 1.9e-06 1.95e-06 1.8e-06 1.85e-06 2.05e-06 2.2e-06 1.9e-06 2.55e-06 1.75e-06 1.25e-06 1.7e-06 2.25e-06 2.45e-06 2.3e-06 1.5e-06 2.3e-06 1.7e-06 2.1e-06 1.85e-06 2.15e-06 1.2e-06 2.4e-06 1.9e-06 1.95e-06 1.85e-06 2.5e-06 2.45e-06 2.15e-06 2.2e-06 1.8e-06 1.85e-06 1.55e-06
