 slim_762405847 slim_762405825 slim_762405853 slim_762405857 slim_762405848 slim_762405839 slim_762405842 slim_762405852 slim_762405824 slim_762405855 slim_762405856 slim_762405850 slim_762405843 slim_762405833 slim_762405863 slim_762405845 slim_762405858 slim_762405829 slim_762405832 slim_762405841 slim_762405827 slim_762405830 slim_762405846 slim_762405844 slim_762405840 slim_762405861 slim_762405835 slim_762405826 slim_762405837 slim_762405828 slim_762405851 slim_762405836 slim_762405834 slim_762405862 slim_762405860 slim_762405831 slim_762405838 slim_762405859 slim_762405849 slim_762405854
10 1.85e-06 1.85e-06 1.65e-06 1.5e-06 2.1e-06 1.75e-06 2.55e-06 2.5e-06 2.3e-06 1.75e-06 2.9e-06 1.75e-06 2.8e-06 2.6e-06 1.95e-06 2.65e-06 2e-06 2.45e-06 1.75e-06 2.15e-06 2.7e-06 1.85e-06 2.05e-06 1.6e-06 1.55e-06 1.8e-06 2.5e-06 2.6e-06 2.05e-06 2.5e-06 2e-06 1.75e-06 2e-06 1.85e-06 2.65e-06 2.5e-06 2.15e-06 2.2e-06 2.05e-06 1.75e-06
11 7.5e-07 2e-06 8e-07 9e-07 1.85e-06 4e-07 2e-06 2.4e-06 2.15e-06 2e-07 1.75e-06 2e-07 2.7e-06 2.05e-06 1.5e-06 2.5e-06 7.5e-07 1.45e-06 4e-07 2.05e-06 2.35e-06 8e-07 1.9e-06 1.1e-06 1.7e-06 4.5e-07 2.05e-06 2.3e-06 1.05e-06 2.45e-06 9e-07 1.5e-07 2.3e-06 1.05e-06 2.3e-06 2.15e-06 1.35e-06 1.7e-06 1.7e-06 1.4e-06
12 2.7e-06 2.5e-06 2.95e-06 2.85e-06 2.6e-06 2.75e-06 1.65e-06 3.15e-06 2.45e-06 2.7e-06 2.8e-06 2.7e-06 2.6e-06 1.7e-06 2.8e-06 2.45e-06 2.85e-06 2.5e-06 2.75e-06 1.95e-06 1.85e-06 2.7e-06 2.8e-06 2.6e-06 2.55e-06 2.8e-06 2.35e-06 1.4e-06 2.8e-06 2.65e-06 2.9e-06 2.7e-06 2.15e-06 2.7e-06 2.05e-06 2.1e-06 2.75e-06 2.05e-06 1.95e-06 2.8e-06
13 2.45e-06 2.05e-06 2.6e-06 2.55e-06 3.1e-06 2.15e-06 6.5e-07 2.75e-06 1.6e-06 2.05e-06 2.6e-06 2.05e-06 1.7e-06 1.3e-06 2.85e-06 2.05e-06 2e-06 1.6e-06 2.15e-06 2e-06 9.5e-07 2.45e-06 2.9e-06 2e-06 1.95e-06 2.2e-06 2.2e-06 1.45e-06 2.65e-06 1.9e-06 2.3e-06 2.05e-06 1.7e-06 2.05e-06 2.7e-06 2.6e-06 2.85e-06 2.3e-06 1.7e-06 2.1e-06
14 1.5e-06 2.5e-06 1.65e-06 1.55e-06 1.45e-06 1.55e-06 2.8e-06 2.8e-06 2.8e-06 1.5e-06 1.95e-06 1.5e-06 2.8e-06 2.85e-06 2.6e-06 2.85e-06 1.9e-06 2.4e-06 1.55e-06 2.5e-06 3e-06 1.5e-06 1.8e-06 1.85e-06 2.35e-06 1.6e-06 2.55e-06 2.75e-06 1.5e-06 2.85e-06 1.8e-06 1.5e-06 2.6e-06 2.05e-06 2.15e-06 2.1e-06 1.6e-06 2.05e-06 2.05e-06 2.25e-06
15 2.65e-06 2.3e-06 2.75e-06 2.6e-06 2.95e-06 2.5e-06 2e-06 1.95e-06 2.3e-06 2.5e-06 2.65e-06 2.5e-06 2.45e-06 2.05e-06 2.85e-06 3.2e-06 2.6e-06 2.5e-06 2.5e-06 2.4e-06 2.15e-06 2.65e-06 3.05e-06 2.25e-06 2.05e-06 2.55e-06 2.75e-06 2.25e-06 2.75e-06 2.65e-06 2.75e-06 2.5e-06 2.05e-06 2.4e-06 2.9e-06 2.85e-06 2.95e-06 2.75e-06 2.15e-06 2.6e-06
16 1.35e-06 2.05e-06 1.35e-06 1.35e-06 2.3e-06 8.5e-07 1.95e-06 2.5e-06 1.85e-06 7e-07 2e-06 7.5e-07 2.85e-06 2e-06 1.9e-06 2.6e-06 1.3e-06 1.4e-06 9e-07 2.2e-06 2.05e-06 1.3e-06 2.2e-06 1.35e-06 1.75e-06 9e-07 2.25e-06 2.45e-06 1.55e-06 2.15e-06 1.25e-06 7.5e-07 2.35e-06 1.35e-06 2.6e-06 2.5e-06 1.85e-06 2.05e-06 2e-06 1.6e-06
17 2e-06 2.45e-06 2e-06 1.95e-06 2.8e-06 1.55e-06 1.55e-06 2.85e-06 1.85e-06 1.45e-06 2.45e-06 1.45e-06 2.5e-06 1.6e-06 2.4e-06 2.5e-06 1.4e-06 2.5e-06 1.55e-06 2.4e-06 1.55e-06 2e-06 2.65e-06 1.9e-06 2.25e-06 1.6e-06 2.4e-06 2.25e-06 2.2e-06 2.1e-06 1.85e-06 1.45e-06 2.4e-06 1.9e-06 2.8e-06 2.7e-06 2.4e-06 2.25e-06 2.1e-06 2.15e-06
18 1e-06 2e-06 9.5e-07 8.5e-07 2e-06 4.5e-07 2.1e-06 2.4e-06 2.15e-06 4e-07 1.75e-06 4e-07 2.75e-06 2.15e-06 1.55e-06 2.5e-06 9e-07 1.55e-06 6e-07 2.05e-06 2.35e-06 1e-06 2.05e-06 1.1e-06 1.7e-06 5e-07 2.15e-06 2.35e-06 1.25e-06 2.45e-06 1.1e-06 4e-07 2.3e-06 1.15e-06 2.4e-06 2.25e-06 1.55e-06 1.75e-06 1.8e-06 1.6e-06
19 2.1e-06 1.95e-06 2.25e-06 2.1e-06 2.5e-06 2e-06 1.95e-06 2.55e-06 2.05e-06 2e-06 2.15e-06 2.05e-06 1.95e-06 2e-06 2.5e-06 2.4e-06 2.2e-06 2.4e-06 2.05e-06 2.7e-06 2.1e-06 2.05e-06 2.8e-06 1.8e-06 1.5e-06 2.05e-06 2.15e-06 1.5e-06 2.3e-06 2.3e-06 2.6e-06 2.05e-06 1.75e-06 1.95e-06 2.05e-06 1.9e-06 2.6e-06 1.9e-06 1.8e-06 2.15e-06
20 2.75e-06 2.15e-06 2.8e-06 2.65e-06 3.35e-06 2.35e-06 9e-07 2.85e-06 1.5e-06 2.35e-06 2.7e-06 2.35e-06 1.85e-06 9.5e-07 3e-06 2.15e-06 2.05e-06 1.55e-06 2.35e-06 2.1e-06 1.5e-06 2.75e-06 3.15e-06 2.1e-06 2.05e-06 2.4e-06 2.4e-06 1.6e-06 2.9e-06 1.75e-06 2.6e-06 2.35e-06 1.8e-06 2.25e-06 2.9e-06 2.8e-06 3.1e-06 2.45e-06 1.9e-06 2.4e-06
21 8e-07 2.3e-06 1.1e-06 1.15e-06 1.25e-06 9.5e-07 2.4e-06 2.55e-06 2.5e-06 7.5e-07 1.85e-06 8e-07 2.7e-06 2.45e-06 1.5e-06 2.65e-06 1.3e-06 2e-06 1e-06 2.05e-06 2.75e-06 1.4e-06 1.9e-06 1.55e-06 1.95e-06 1e-06 2.25e-06 2.3e-06 1.1e-06 2.55e-06 1.5e-06 8e-07 2.25e-06 1.5e-06 1.85e-06 1.7e-06 1.4e-06 1.85e-06 1.55e-06 1.85e-06
22 1.9e-06 2.25e-06 2.15e-06 2.15e-06 1.6e-06 2.05e-06 2.85e-06 2.95e-06 2.9e-06 1.9e-06 2.05e-06 1.9e-06 2.8e-06 2.9e-06 1.8e-06 3.05e-06 2.2e-06 2.65e-06 2.05e-06 2.8e-06 3.15e-06 1.9e-06 2.8e-06 2.15e-06 2.35e-06 2.1e-06 2.7e-06 3.05e-06 1.95e-06 2.95e-06 1.85e-06 1.9e-06 2.65e-06 2.25e-06 2.5e-06 2.55e-06 1.75e-06 2.4e-06 2.3e-06 1.8e-06
23 1.55e-06 1.15e-06 1.55e-06 1.4e-06 2.35e-06 1.1e-06 1.95e-06 2.05e-06 1.85e-06 1.1e-06 1.6e-06 1.1e-06 2.6e-06 2e-06 1.85e-06 2.25e-06 1.35e-06 1.9e-06 1.1e-06 1.8e-06 2.1e-06 1.55e-06 2.15e-06 1.6e-06 1.1e-06 1.15e-06 2.15e-06 2.2e-06 1.75e-06 2.15e-06 1.55e-06 1.1e-06 1.75e-06 1.15e-06 2.65e-06 2.5e-06 2.05e-06 2e-06 1.75e-06 1.35e-06
24 1.95e-06 9e-07 2.05e-06 1.9e-06 2.55e-06 1.7e-06 1.9e-06 1.75e-06 1.35e-06 1.7e-06 1.55e-06 1.7e-06 2.55e-06 1.95e-06 2.35e-06 2.05e-06 1.75e-06 2.25e-06 1.7e-06 1.5e-06 2.05e-06 1.95e-06 2.35e-06 1.1e-06 4e-07 1.75e-06 2.3e-06 2.15e-06 2.15e-06 1.95e-06 2.1e-06 1.7e-06 1.1e-06 1.25e-06 2.8e-06 2.65e-06 2.45e-06 2.45e-06 1.75e-06 1.1e-06
25 1.05e-06 2.05e-06 1e-06 9e-07 2.05e-06 4e-07 2.15e-06 2.45e-06 2.2e-06 4e-07 1.8e-06 4.5e-07 2.8e-06 2.2e-06 1.6e-06 2.55e-06 9e-07 1.6e-06 5e-07 2.05e-06 2.4e-06 1e-06 2.1e-06 1.15e-06 1.75e-06 7e-07 2.2e-06 2.35e-06 1.3e-06 2.5e-06 1.1e-06 4.5e-07 2.35e-06 1.2e-06 2.4e-06 2.25e-06 1.6e-06 1.75e-06 1.85e-06 1.65e-06
26 2.25e-06 2.6e-06 2.35e-06 2.3e-06 2.7e-06 2.15e-06 2.15e-06 3e-06 2.5e-06 2.05e-06 2.5e-06 2.05e-06 2.35e-06 2.2e-06 2.55e-06 2.75e-06 2.25e-06 2.4e-06 2.15e-06 2.15e-06 2.4e-06 2.25e-06 2.7e-06 2.15e-06 2.3e-06 2.2e-06 3.7e-06 2.1e-06 2.4e-06 2.7e-06 2.3e-06 2.05e-06 2.4e-06 2.3e-06 2.45e-06 2.4e-06 2.65e-06 2.2e-06 2.2e-06 2.3e-06
27 2.35e-06 2.35e-06 2.55e-06 2.45e-06 2.7e-06 2.3e-06 1.4e-06 2.9e-06 2.15e-06 2.25e-06 2.6e-06 2.3e-06 1.4e-06 1.45e-06 2.75e-06 2.25e-06 2.45e-06 2.25e-06 2.35e-06 1.5e-06 1.6e-06 2.3e-06 3.05e-06 2.2e-06 2.15e-06 2.35e-06 2.1e-06 2e-06 2.55e-06 2.35e-06 2.8e-06 2.3e-06 1.8e-06 2.3e-06 1.9e-06 1.75e-06 2.8e-06 1.8e-06 1.65e-06 2.6e-06
28 1.1e-06 2.5e-06 1.35e-06 1.35e-06 1.3e-06 1.25e-06 2.6e-06 2.65e-06 2.65e-06 1.1e-06 2.05e-06 1.05e-06 2.8e-06 2.65e-06 1.5e-06 2.75e-06 1.55e-06 2.2e-06 1.25e-06 2.3e-06 2.9e-06 1.1e-06 1.95e-06 1.75e-06 2.15e-06 1.3e-06 2.4e-06 2.55e-06 2e-06 2.7e-06 1.7e-06 1.05e-06 2.45e-06 1.75e-06 1.9e-06 1.85e-06 1.4e-06 2.1e-06 1.8e-06 2.15e-06
29 2.55e-06 2.2e-06 2.65e-06 2.5e-06 2.9e-06 2.45e-06 1.85e-06 2.65e-06 1.9e-06 2.45e-06 2.5e-06 2.45e-06 2.65e-06 1.9e-06 2.85e-06 2.65e-06 2.15e-06 2.1e-06 2.45e-06 2.3e-06 1.75e-06 2.55e-06 2.95e-06 2.15e-06 1.95e-06 2.5e-06 2.7e-06 2.35e-06 2.7e-06 3.3e-06 2.75e-06 2.45e-06 1.95e-06 2.15e-06 2.95e-06 2.85e-06 2.95e-06 2.8e-06 2.15e-06 2.35e-06
30 1.5e-06 2.2e-06 1.55e-06 1.6e-06 2.25e-06 1.1e-06 2.25e-06 2.7e-06 2.45e-06 9e-07 2e-06 9e-07 2.9e-06 2.3e-06 1.8e-06 2.75e-06 1.25e-06 1.85e-06 1.1e-06 2.6e-06 2.6e-06 1.5e-06 1.85e-06 1.55e-06 2.1e-06 1.1e-06 2.3e-06 2.8e-06 1.7e-06 2.75e-06 1.6e-06 9e-07 2.65e-06 1.6e-06 2.85e-06 2.8e-06 1.8e-06 2.1e-06 2.2e-06 1.5e-06
31 8e-07 2e-06 8.5e-07 9e-07 1.85e-06 4e-07 2e-06 2.4e-06 2.15e-06 2e-07 1.75e-06 1.5e-07 2.7e-06 2.05e-06 1.5e-06 2.5e-06 7.5e-07 1.45e-06 4e-07 2.05e-06 2.35e-06 8e-07 1.9e-06 1.1e-06 1.7e-06 4.5e-07 2.05e-06 2.3e-06 1.05e-06 2.45e-06 9e-07 2e-07 2.3e-06 1.05e-06 2.3e-06 2.15e-06 1.35e-06 1.7e-06 1.7e-06 1.4e-06
32 2.25e-06 1.55e-06 2.4e-06 2.25e-06 2.5e-06 2.3e-06 1.65e-06 2.25e-06 1.7e-06 2.3e-06 2e-06 2.3e-06 2.15e-06 1.7e-06 2.6e-06 2.05e-06 2.35e-06 2.4e-06 2.3e-06 1.75e-06 1.8e-06 2.25e-06 2.65e-06 1.75e-06 1.1e-06 2.35e-06 2.4e-06 1.8e-06 2.45e-06 1.95e-06 2.65e-06 2.3e-06 2.2e-06 1.9e-06 2.55e-06 2.4e-06 2.7e-06 2.5e-06 1.6e-06 1.9e-06
33 1.5e-06 1.45e-06 1.6e-06 1.55e-06 2.35e-06 1.15e-06 2e-06 2.05e-06 2e-06 1.05e-06 1.85e-06 1.05e-06 2.7e-06 2.05e-06 2.05e-06 2.4e-06 1.35e-06 1.9e-06 1.15e-06 1.95e-06 2.25e-06 1.5e-06 2.25e-06 1.15e-06 1.25e-06 1.2e-06 2.3e-06 2.3e-06 1.75e-06 2.15e-06 1.6e-06 1.05e-06 1.9e-06 1.9e-06 2.7e-06 2.55e-06 2.05e-06 2.2e-06 1.8e-06 1.4e-06
34 1.9e-06 3.1e-06 2.25e-06 2.2e-06 1.5e-06 2.35e-06 2.65e-06 3.2e-06 3e-06 2.25e-06 2.65e-06 2.3e-06 2.05e-06 2.7e-06 2.15e-06 2.9e-06 2.6e-06 2.8e-06 2.4e-06 2.05e-06 2.9e-06 1.85e-06 2.5e-06 2.65e-06 2.8e-06 2.4e-06 2.45e-06 1.9e-06 1.9e-06 2.95e-06 2.85e-06 2.3e-06 2.55e-06 2.7e-06 2.6e-06 1.35e-06 2.05e-06 2e-06 1.95e-06 3.1e-06
35 1.75e-06 3e-06 2.1e-06 2.05e-06 1.55e-06 2.2e-06 2.55e-06 3.15e-06 2.9e-06 2.1e-06 2.5e-06 2.15e-06 2.1e-06 2.6e-06 2.1e-06 2.85e-06 2.5e-06 2.7e-06 2.25e-06 1.9e-06 2.8e-06 1.7e-06 2.55e-06 2.5e-06 2.65e-06 2.25e-06 2.4e-06 1.75e-06 1.85e-06 2.85e-06 2.8e-06 2.15e-06 2.4e-06 2.55e-06 1.35e-06 2.3e-06 2.05e-06 1.85e-06 1.8e-06 2.95e-06
36 1.4e-06 2.55e-06 1.65e-06 1.65e-06 1.3e-06 1.55e-06 2.8e-06 2.9e-06 2.9e-06 1.4e-06 2.15e-06 1.35e-06 2.75e-06 2.85e-06 1.6e-06 2.95e-06 1.85e-06 2.4e-06 1.55e-06 2.6e-06 3.1e-06 1.4e-06 1.75e-06 2.05e-06 2.45e-06 1.6e-06 2.65e-06 2.8e-06 1.4e-06 2.95e-06 1.8e-06 1.35e-06 2.7e-06 2.05e-06 2.05e-06 2.05e-06 2.6e-06 2.2e-06 2.05e-06 2.25e-06
37 1.9e-06 2.6e-06 1.95e-06 1.85e-06 2.25e-06 1.7e-06 2.25e-06 3.05e-06 2.6e-06 1.65e-06 2.2e-06 1.7e-06 2.05e-06 2.3e-06 2.05e-06 2.75e-06 2.05e-06 2.25e-06 1.75e-06 1.9e-06 2.45e-06 1.85e-06 2.4e-06 2e-06 2.45e-06 1.75e-06 2.2e-06 1.8e-06 2.1e-06 2.8e-06 2.1e-06 1.7e-06 2.5e-06 2.2e-06 2e-06 1.85e-06 2.2e-06 3e-06 2.05e-06 2.4e-06
38 1.55e-06 1.95e-06 1.9e-06 1.85e-06 1.75e-06 1.8e-06 1.65e-06 2.45e-06 2.1e-06 1.7e-06 2.05e-06 1.7e-06 1.95e-06 1.7e-06 2.05e-06 2.15e-06 2e-06 2.1e-06 1.8e-06 1.8e-06 1.9e-06 1.55e-06 2.3e-06 1.75e-06 1.75e-06 1.85e-06 2.2e-06 1.65e-06 1.8e-06 2.15e-06 2.2e-06 1.7e-06 1.6e-06 1.8e-06 1.95e-06 1.8e-06 2.05e-06 2.05e-06 2.6e-06 2.05e-06
39 1.85e-06 1.3e-06 2.05e-06 2.1e-06 2.55e-06 1.6e-06 2.05e-06 2.35e-06 2e-06 1.4e-06 1.75e-06 1.4e-06 2.8e-06 2.1e-06 2.25e-06 2.6e-06 1.6e-06 2.15e-06 1.6e-06 2.15e-06 2.4e-06 1.85e-06 1.8e-06 1.35e-06 1.1e-06 1.65e-06 2.3e-06 2.6e-06 2.15e-06 2.35e-06 1.5e-06 1.4e-06 1.9e-06 1.4e-06 3.1e-06 2.95e-06 2.25e-06 2.4e-06 2.05e-06 1.4e-06
