 slim_762035659 slim_762035618 slim_762035646 slim_762035642 slim_762035638 slim_762035632 slim_762035634 slim_762035650 slim_762035625 slim_762035637 slim_762035623 slim_762035626 slim_762035620 slim_762035621 slim_762035657 slim_762035656 slim_762035645 slim_762035649 slim_762035633 slim_762035639 slim_762035641 slim_762035619 slim_762035628 slim_762035624 slim_762035630 slim_762035651 slim_762035640 slim_762035652 slim_762035648 slim_762035622 slim_762035644 slim_762035627 slim_762035643 slim_762035647 slim_762035654 slim_762035631 slim_762035635 slim_762035653 slim_762035658 slim_762035636 slim_762035655 slim_762035629
10 2.3e-06 3.5e-07 1.7e-06 2.05e-06 1.7e-06 2.05e-06 1.65e-06 4.5e-07 5e-07 2.5e-07 3e-07 4.5e-07 3.5e-07 1.65e-06 1.3e-06 1.2e-06 2.6e-06 8.5e-07 1.35e-06 9.5e-07 7e-07 9e-07 1.2e-06 2e-07 1.05e-06 1.3e-06 1.75e-06 2.5e-06 1.3e-06 2.4e-06 1.65e-06 1.2e-06 1.4e-06 9.5e-07 2.35e-06 1.9e-06 9e-07 1.3e-06 2.55e-06 1.4e-06 1.45e-06 1.55e-06
11 2.45e-06 6e-07 1.8e-06 2.15e-06 1.75e-06 2.15e-06 1.75e-06 6.5e-07 6.5e-07 5.5e-07 4.5e-07 9e-07 6.5e-07 1.75e-06 1.55e-06 1.35e-06 2.7e-06 1.05e-06 1.6e-06 9.5e-07 8.5e-07 8.5e-07 1.45e-06 5e-07 1.25e-06 1.55e-06 1.7e-06 2.6e-06 1.55e-06 2.5e-06 1.75e-06 1.45e-06 1.55e-06 7.5e-07 2.5e-06 2.05e-06 1.1e-06 1.55e-06 2.7e-06 1.45e-06 1.65e-06 1.7e-06
12 2.3e-06 6.5e-07 1.8e-06 2.1e-06 1.75e-06 2.1e-06 1.75e-06 6e-07 7.5e-07 5.5e-07 3.5e-07 6.5e-07 4e-07 1.75e-06 1.5e-06 1.4e-06 2.65e-06 1.1e-06 1.5e-06 1e-06 7.5e-07 1.15e-06 1.4e-06 5e-07 1.3e-06 1.2e-06 1.9e-06 2.55e-06 1.45e-06 2.45e-06 1.75e-06 1.4e-06 1.55e-06 1.2e-06 2.4e-06 2e-06 1.1e-06 1.45e-06 2.6e-06 1.55e-06 1.65e-06 1.65e-06
13 1.65e-06 1.75e-06 1.4e-06 1.85e-06 1.8e-06 1.85e-06 1.7e-06 1.65e-06 1.55e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 2.7e-06 1.7e-06 1.6e-06 1.35e-06 1.7e-06 1.45e-06 1.75e-06 1.9e-06 1.95e-06 1.6e-06 1.65e-06 1.75e-06 1.7e-06 2e-06 1.5e-06 1.65e-06 1.5e-06 1.35e-06 1.55e-06 1.45e-06 1.9e-06 2.05e-06 1.75e-06 1.7e-06 1.65e-06 2.15e-06 1.9e-06 2.15e-06 1.7e-06
14 1.45e-06 1.45e-06 1.75e-06 1.75e-06 1.85e-06 1.75e-06 1.65e-06 1.4e-06 1.5e-06 1.35e-06 1.3e-06 1.55e-06 1.5e-06 1.7e-06 2.5e-06 1.55e-06 1.8e-06 1.45e-06 1.5e-06 1.95e-06 1.6e-06 1.85e-06 1.25e-06 1.3e-06 1.55e-06 1.5e-06 1.75e-06 1.55e-06 1.35e-06 1.65e-06 1.7e-06 1.3e-06 1.55e-06 1.85e-06 1.9e-06 1.6e-06 1.5e-06 1.3e-06 1.95e-06 1.95e-06 1.9e-06 1.65e-06
15 1.8e-06 1.2e-06 1.65e-06 1.9e-06 1.6e-06 1.9e-06 1.55e-06 1.4e-06 1.15e-06 1.15e-06 1.2e-06 1.35e-06 1.4e-06 1.6e-06 1.55e-06 2.1e-06 2.1e-06 1.45e-06 1.6e-06 1.3e-06 1.6e-06 1.55e-06 1.45e-06 1.1e-06 1.55e-06 1.7e-06 1.75e-06 1.95e-06 1.45e-06 2e-06 1.6e-06 1.5e-06 1.55e-06 1.55e-06 2.2e-06 1.9e-06 1.4e-06 1.5e-06 2.25e-06 1.65e-06 1.9e-06 1.65e-06
16 9e-07 2.75e-06 1.4e-06 1.65e-06 2.05e-06 1.65e-06 1.9e-06 2.4e-06 2.65e-06 2.7e-06 2.6e-06 2.7e-06 2.65e-06 1.35e-06 1.8e-06 2.1e-06 3e-07 2.35e-06 1.35e-06 2.95e-06 2.7e-06 2.9e-06 1.7e-06 2.65e-06 2.35e-06 1.85e-06 2.2e-06 5e-07 1.75e-06 6e-07 1.35e-06 1.7e-06 1.35e-06 2.85e-06 1.7e-06 1.6e-06 2.35e-06 1.75e-06 1.7e-06 2.65e-06 2.6e-06 1.9e-06
17 1.9e-06 8.5e-07 1.75e-06 1.4e-06 1.65e-06 1.4e-06 1.7e-06 8.5e-07 9.5e-07 8.5e-07 8.5e-07 1.05e-06 1.1e-06 1.7e-06 1.45e-06 1.45e-06 2.35e-06 1.5e-06 1.55e-06 1.35e-06 1.25e-06 1.3e-06 1.35e-06 8e-07 8.5e-07 1.55e-06 1.75e-06 2.2e-06 1.45e-06 2.15e-06 1.7e-06 1.3e-06 1.55e-06 1.2e-06 2.05e-06 1.4e-06 8e-07 1.45e-06 2.2e-06 1.2e-06 1.55e-06 1.6e-06
18 1.6e-06 1.5e-06 1.5e-06 1.85e-06 1.9e-06 1.85e-06 1.75e-06 1.4e-06 1.55e-06 1.4e-06 1.35e-06 1.6e-06 1.5e-06 1.45e-06 1.5e-06 1.6e-06 1.35e-06 1.55e-06 2.5e-06 1.95e-06 1.65e-06 1.9e-06 1.4e-06 1.35e-06 1.65e-06 1.55e-06 1.9e-06 1.5e-06 1.45e-06 1.5e-06 1.45e-06 1.4e-06 1.35e-06 1.9e-06 2e-06 1.7e-06 1.55e-06 1.45e-06 2.1e-06 2e-06 2e-06 1.7e-06
19 2.8e-06 9.5e-07 1.8e-06 2.4e-06 1.65e-06 2.4e-06 1.65e-06 1.1e-06 7e-07 9.5e-07 9.5e-07 9.5e-07 1e-06 1.75e-06 1.95e-06 1.3e-06 2.95e-06 1.35e-06 1.95e-06 6e-07 1.35e-06 1e-06 1.85e-06 9e-07 1.55e-06 1.8e-06 2.1e-06 2.85e-06 1.9e-06 2.75e-06 1.75e-06 1.85e-06 1.8e-06 1.05e-06 2.75e-06 2.3e-06 1.35e-06 1.9e-06 2.95e-06 1.25e-06 1.95e-06 1.75e-06
20 2.4e-06 9e-07 1.95e-06 2.25e-06 2e-06 2.25e-06 1.85e-06 9e-07 1e-06 8e-07 7e-07 8.5e-07 7.5e-07 1.9e-06 1.6e-06 1.6e-06 2.7e-06 1.25e-06 1.65e-06 1.35e-06 1.3e-06 1.2e-06 1.5e-06 7.5e-07 1.45e-06 1.5e-06 1.5e-06 2.55e-06 1.55e-06 2.45e-06 1.9e-06 1.5e-06 1.7e-06 1e-06 2.4e-06 2e-06 1.25e-06 1.55e-06 2.6e-06 1.7e-06 1.8e-06 1.6e-06
21 2.75e-06 9e-07 2e-06 2.4e-06 1.9e-06 2.4e-06 1.85e-06 1.05e-06 9e-07 9e-07 9e-07 8.5e-07 1.15e-06 1.95e-06 1.85e-06 1.55e-06 2.9e-06 1.3e-06 1.9e-06 1e-06 1.2e-06 1.4e-06 1.75e-06 8.5e-07 1.5e-06 1.9e-06 1.85e-06 2.8e-06 1.85e-06 2.7e-06 1.95e-06 1.75e-06 1.8e-06 9.5e-07 2.55e-06 2.25e-06 1.35e-06 1.85e-06 2.75e-06 1.5e-06 1.75e-06 1.9e-06
22 1.35e-06 1.35e-06 1.65e-06 1.65e-06 1.75e-06 1.65e-06 1.55e-06 1.3e-06 1.4e-06 1.25e-06 1.2e-06 1.45e-06 1.4e-06 1.6e-06 1.25e-06 1.45e-06 1.7e-06 1.35e-06 1.4e-06 1.85e-06 1.5e-06 1.75e-06 2.3e-06 1.2e-06 1.45e-06 1.4e-06 1.7e-06 1.5e-06 1.25e-06 1.55e-06 1.6e-06 1.2e-06 1.45e-06 1.75e-06 1.8e-06 1.5e-06 1.4e-06 1.25e-06 1.85e-06 1.85e-06 1.8e-06 1.55e-06
23 2.4e-06 2.5e-07 1.7e-06 2.1e-06 1.75e-06 2.1e-06 1.65e-06 5e-07 4.5e-07 1.5e-07 2e-07 5e-07 5e-07 1.65e-06 1.3e-06 1.1e-06 2.65e-06 8e-07 1.35e-06 9e-07 7.5e-07 8.5e-07 1.2e-06 2e-07 1e-06 1.4e-06 1.7e-06 2.55e-06 1.25e-06 2.45e-06 1.65e-06 1.2e-06 1.4e-06 9e-07 2.4e-06 1.9e-06 8e-07 1.3e-06 2.6e-06 1.35e-06 1.45e-06 1.55e-06
24 1.9e-06 1.05e-06 1.8e-06 1.3e-06 1.75e-06 1.4e-06 1.8e-06 1.05e-06 1.1e-06 1.05e-06 1.05e-06 1.25e-06 1.3e-06 1.75e-06 1.55e-06 1.55e-06 2.35e-06 8.5e-07 1.65e-06 1.55e-06 1.45e-06 1.5e-06 1.45e-06 1e-06 1.5e-06 1.65e-06 1.85e-06 2.2e-06 1.55e-06 2.15e-06 1.75e-06 1.3e-06 1.65e-06 1.4e-06 2.05e-06 1.3e-06 9e-07 1.55e-06 2.2e-06 1.2e-06 1.65e-06 1.7e-06
25 1.55e-06 1.55e-06 1.75e-06 1.8e-06 1.85e-06 1.8e-06 1.7e-06 1.35e-06 1.55e-06 1.45e-06 1.3e-06 1.55e-06 1.2e-06 1.7e-06 1.5e-06 1.7e-06 1.85e-06 1.55e-06 1.55e-06 1.8e-06 1.5e-06 1.9e-06 1.4e-06 1.4e-06 1.65e-06 2.2e-06 1.9e-06 1.7e-06 1.45e-06 1.5e-06 1.7e-06 1.25e-06 1.6e-06 1.9e-06 1.85e-06 1.5e-06 1.55e-06 1.45e-06 2.1e-06 1.95e-06 2.05e-06 1.5e-06
26 1.8e-06 1.75e-06 2.05e-06 1.95e-06 2.05e-06 1.95e-06 1.95e-06 1.8e-06 1.8e-06 1.75e-06 1.75e-06 1.7e-06 1.9e-06 2e-06 1.75e-06 1.75e-06 2.2e-06 1.75e-06 1.9e-06 2.1e-06 1.5e-06 1.85e-06 1.7e-06 1.7e-06 1.85e-06 1.9e-06 2.2e-06 1.95e-06 1.75e-06 2.05e-06 2e-06 1.75e-06 1.9e-06 1.4e-06 2.2e-06 1.9e-06 1.75e-06 1.7e-06 2.25e-06 2.1e-06 2.2e-06 1.8e-06
27 6.5e-07 2.65e-06 1.55e-06 1.45e-06 1.9e-06 1.45e-06 1.7e-06 2.3e-06 2.55e-06 2.6e-06 2.5e-06 2.6e-06 2.55e-06 1.5e-06 1.55e-06 1.95e-06 5e-07 2.2e-06 1.5e-06 2.85e-06 2.55e-06 2.8e-06 1.5e-06 2.55e-06 2.2e-06 1.7e-06 1.95e-06 9e-07 1.55e-06 6.5e-07 1.5e-06 1.55e-06 1.45e-06 2.75e-06 1.5e-06 1.4e-06 2.2e-06 1.5e-06 1.45e-06 2.5e-06 2.45e-06 1.75e-06
28 1.4e-06 1.4e-06 1.7e-06 1.7e-06 1.8e-06 1.7e-06 1.6e-06 1.35e-06 1.5e-06 1.3e-06 1.3e-06 1.55e-06 1.45e-06 1.65e-06 1.35e-06 1.45e-06 1.75e-06 1.45e-06 1.45e-06 1.9e-06 1.55e-06 1.85e-06 1.25e-06 1.25e-06 1.55e-06 1.45e-06 1.75e-06 1.55e-06 2.4e-06 1.6e-06 1.65e-06 1.3e-06 1.5e-06 1.85e-06 1.85e-06 1.55e-06 1.4e-06 1.3e-06 1.9e-06 1.9e-06 1.9e-06 1.6e-06
29 8.5e-07 2.55e-06 1.55e-06 1.55e-06 1.95e-06 1.55e-06 1.75e-06 2.2e-06 2.45e-06 2.5e-06 2.4e-06 2.5e-06 2.45e-06 1.5e-06 1.65e-06 2e-06 6e-07 2.15e-06 1.5e-06 2.75e-06 2.45e-06 2.7e-06 1.55e-06 2.45e-06 2.15e-06 1.5e-06 2.05e-06 6.5e-07 1.6e-06 1.1e-06 1.5e-06 1.4e-06 1.45e-06 2.65e-06 1.5e-06 1.3e-06 2.15e-06 1.6e-06 1.65e-06 2.45e-06 2.5e-06 1.6e-06
30 1.65e-06 1.75e-06 1.4e-06 1.85e-06 1.8e-06 1.85e-06 1.7e-06 1.65e-06 1.55e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 1.35e-06 1.7e-06 1.6e-06 1.35e-06 1.7e-06 1.45e-06 1.75e-06 1.9e-06 1.95e-06 1.6e-06 1.65e-06 1.75e-06 1.7e-06 2e-06 1.5e-06 1.65e-06 1.5e-06 2.7e-06 1.55e-06 1.45e-06 1.9e-06 2.05e-06 1.75e-06 1.7e-06 1.65e-06 2.15e-06 1.9e-06 2.15e-06 1.7e-06
31 1.45e-06 1.35e-06 1.6e-06 1.65e-06 1.8e-06 1.65e-06 1.6e-06 1.3e-06 1.35e-06 1.25e-06 1.2e-06 1.45e-06 1.4e-06 1.55e-06 1.3e-06 1.5e-06 1.7e-06 1.3e-06 1.4e-06 1.85e-06 1.5e-06 1.75e-06 1.2e-06 1.2e-06 1.3e-06 1.25e-06 1.75e-06 1.55e-06 1.3e-06 1.4e-06 1.55e-06 1.9e-06 1.45e-06 1.75e-06 1.7e-06 1.3e-06 1.35e-06 1.3e-06 1.95e-06 1.8e-06 1.85e-06 1.4e-06
32 1.6e-06 1.5e-06 1.5e-06 1.8e-06 1.8e-06 1.8e-06 1.7e-06 1.4e-06 1.5e-06 1.45e-06 1.4e-06 1.55e-06 1.55e-06 1.45e-06 1.55e-06 1.55e-06 1.35e-06 1.55e-06 1.35e-06 1.8e-06 1.7e-06 1.8e-06 1.45e-06 1.4e-06 1.65e-06 1.6e-06 1.9e-06 1.45e-06 1.5e-06 1.45e-06 1.45e-06 1.45e-06 2.6e-06 1.8e-06 2e-06 1.7e-06 1.55e-06 1.5e-06 2.1e-06 1.9e-06 2e-06 1.65e-06
33 2.6e-06 9e-07 1.95e-06 2.15e-06 1.85e-06 2.15e-06 1.9e-06 1e-06 9e-07 9.5e-07 9.5e-07 7.5e-07 1.2e-06 1.9e-06 1.85e-06 1.55e-06 2.85e-06 1.2e-06 1.9e-06 1.05e-06 1e-06 9.5e-07 1.75e-06 9e-07 1.4e-06 1.9e-06 1.4e-06 2.75e-06 1.85e-06 2.65e-06 1.9e-06 1.75e-06 1.8e-06 9e-07 2.6e-06 2.1e-06 1.25e-06 1.85e-06 2.8e-06 1.45e-06 1.85e-06 1.75e-06
34 1.35e-06 2.45e-06 2.1e-06 1.7e-06 2.15e-06 1.7e-06 2e-06 2.15e-06 2.45e-06 2.45e-06 2.35e-06 2.5e-06 2.4e-06 2.05e-06 1.9e-06 2.2e-06 1.7e-06 2.05e-06 2e-06 2.75e-06 2.4e-06 2.55e-06 1.8e-06 2.4e-06 2.05e-06 1.85e-06 2.2e-06 1.5e-06 1.85e-06 1.5e-06 2.05e-06 1.7e-06 2e-06 2.6e-06 2.4e-06 1.55e-06 2.05e-06 1.85e-06 1.3e-06 2.35e-06 1.85e-06 1.95e-06
35 1.15e-06 1.95e-06 1.8e-06 1.05e-06 1.8e-06 1.15e-06 1.75e-06 1.65e-06 1.95e-06 1.95e-06 1.9e-06 2.05e-06 2e-06 1.75e-06 1.6e-06 1.9e-06 1.6e-06 1.4e-06 1.7e-06 2.3e-06 2e-06 2.25e-06 1.5e-06 1.9e-06 1.3e-06 1.5e-06 1.9e-06 1.4e-06 1.55e-06 1.3e-06 1.75e-06 1.3e-06 1.7e-06 2.1e-06 1.55e-06 1.8e-06 1.4e-06 1.55e-06 1.75e-06 1.65e-06 2.1e-06 1.55e-06
36 1.9e-06 8.5e-07 1.75e-06 1.4e-06 1.65e-06 1.4e-06 1.7e-06 8.5e-07 1e-06 8.5e-07 9e-07 1.1e-06 1.1e-06 1.7e-06 1.5e-06 1.4e-06 2.35e-06 8e-07 1.55e-06 1.35e-06 1.25e-06 1.35e-06 1.4e-06 8e-07 9e-07 1.55e-06 1.75e-06 2.2e-06 1.4e-06 2.15e-06 1.7e-06 1.35e-06 1.55e-06 1.25e-06 2.05e-06 1.4e-06 1.5e-06 1.45e-06 2.2e-06 1.2e-06 1.6e-06 1.6e-06
37 1.4e-06 1.45e-06 1.7e-06 1.7e-06 1.8e-06 1.7e-06 1.6e-06 1.35e-06 1.5e-06 1.35e-06 1.3e-06 1.55e-06 1.45e-06 1.65e-06 1.3e-06 1.5e-06 1.75e-06 1.45e-06 1.45e-06 1.9e-06 1.55e-06 1.85e-06 1.25e-06 1.3e-06 1.55e-06 1.45e-06 1.7e-06 1.5e-06 1.3e-06 1.6e-06 1.65e-06 1.3e-06 1.5e-06 1.85e-06 1.85e-06 1.55e-06 1.45e-06 2.4e-06 1.9e-06 1.9e-06 1.9e-06 1.6e-06
38 1.25e-06 2.65e-06 2.2e-06 1.7e-06 2.2e-06 1.7e-06 2.05e-06 2.35e-06 2.65e-06 2.65e-06 2.55e-06 2.7e-06 2.6e-06 2.15e-06 1.95e-06 2.25e-06 1.7e-06 2.2e-06 2.1e-06 2.95e-06 2.6e-06 2.75e-06 1.85e-06 2.6e-06 2.2e-06 2.1e-06 2.25e-06 1.45e-06 1.9e-06 1.65e-06 2.15e-06 1.95e-06 2.1e-06 2.8e-06 1.3e-06 1.75e-06 2.2e-06 1.9e-06 2.2e-06 2.5e-06 1.85e-06 2.2e-06
39 2.25e-06 1.35e-06 1.95e-06 1.6e-06 1.6e-06 1.7e-06 1.7e-06 1.3e-06 1.25e-06 1.4e-06 1.4e-06 1.45e-06 1.55e-06 1.9e-06 1.95e-06 1.65e-06 2.65e-06 1.2e-06 2e-06 1.25e-06 1.7e-06 1.5e-06 1.85e-06 1.35e-06 1.2e-06 1.95e-06 2.1e-06 2.5e-06 1.9e-06 2.45e-06 1.9e-06 1.8e-06 1.9e-06 1.45e-06 2.35e-06 1.65e-06 1.2e-06 1.9e-06 2.5e-06 2.1e-06 1.95e-06 1.85e-06
40 2.25e-06 1.5e-06 2.2e-06 2.1e-06 2.15e-06 2.1e-06 2.1e-06 1.5e-06 1.6e-06 1.5e-06 1.45e-06 1.65e-06 1.65e-06 2.15e-06 1.9e-06 1.9e-06 2.6e-06 1.55e-06 2e-06 1.95e-06 1.8e-06 1.75e-06 1.8e-06 1.45e-06 1.65e-06 2.05e-06 2.2e-06 2.45e-06 1.9e-06 2.5e-06 2.15e-06 1.85e-06 2e-06 1.85e-06 1.85e-06 2.1e-06 1.6e-06 1.9e-06 1.85e-06 1.95e-06 2.8e-06 2.15e-06
41 1.7e-06 1.65e-06 1.75e-06 1.85e-06 1.85e-06 1.85e-06 1.7e-06 1.55e-06 1.55e-06 1.6e-06 1.55e-06 1.7e-06 1.65e-06 1.7e-06 1.65e-06 1.65e-06 1.9e-06 1.6e-06 1.7e-06 1.75e-06 1.6e-06 1.9e-06 1.55e-06 1.55e-06 1.7e-06 1.5e-06 1.8e-06 1.75e-06 1.6e-06 1.6e-06 1.7e-06 1.4e-06 1.65e-06 1.75e-06 1.95e-06 1.55e-06 1.6e-06 1.6e-06 2.2e-06 1.85e-06 2.15e-06 2.5e-06
