 slim_762368958 slim_762368948 slim_762368966 slim_762368928 slim_762368947 slim_762368971 slim_762368961 slim_762368960 slim_762368946 slim_762368957 slim_762368932 slim_762368972 slim_762368936 slim_762368943 slim_762368950 slim_762368962 slim_762368944 slim_762368929 slim_762368963 slim_762368930 slim_762368959 slim_762368970 slim_762368931 slim_762368935 slim_762368941 slim_762368939 slim_762368953 slim_762368969 slim_762368967 slim_762368927 slim_762368964 slim_762368956 slim_762368937 slim_762368934 slim_762368955 slim_762368938 slim_762368949 slim_762368945 slim_762368951 slim_762368942 slim_762368940 slim_762368954 slim_762368952 slim_762368933 slim_762368965 slim_762368973 slim_762368968
10 1.7e-06 2.25e-06 9.5e-07 3e-07 3e-07 8.5e-07 1.75e-06 7e-07 1.4e-06 1.4e-06 6e-07 2e-06 1.7e-06 1.4e-06 3e-07 6.5e-07 2.1e-06 1.2e-06 7.5e-07 2.45e-06 2.15e-06 2.05e-06 1.3e-06 1.4e-06 1.35e-06 2.15e-06 1.8e-06 1.6e-06 8e-07 1.25e-06 2.05e-06 7.5e-07 2.5e-06 1.4e-06 1.35e-06 1.7e-06 1e-06 8.5e-07 1.8e-06 8.5e-07 2.2e-06 1.35e-06 8e-07 1.1e-06 9e-07 2.45e-06 1.75e-06
11 1.85e-06 1.4e-06 1.8e-06 2e-06 1.95e-06 1.7e-06 2.4e-06 2.05e-06 1.5e-06 1.9e-06 2e-06 2.1e-06 2e-06 1.85e-06 2.05e-06 2.2e-06 2.05e-06 2e-06 1.7e-06 2.05e-06 1.5e-06 1.8e-06 2.05e-06 1.55e-06 1.5e-06 1.3e-06 2.1e-06 1.75e-06 1.8e-06 1.75e-06 1.75e-06 2.1e-06 1.75e-06 1.5e-06 1.55e-06 1.5e-06 2e-06 1.95e-06 1.75e-06 1.75e-06 1.8e-06 1.8e-06 1.75e-06 1.8e-06 1.6e-06 1.1e-06 1.6e-06
12 1.9e-06 1.7e-06 1.7e-06 1.7e-06 1.6e-06 1.6e-06 1.8e-06 1.95e-06 1.95e-06 1.85e-06 1.7e-06 2e-06 2.4e-06 2.15e-06 1.8e-06 1.65e-06 1.9e-06 1.9e-06 1.65e-06 1.95e-06 1.9e-06 1.85e-06 1.9e-06 2.05e-06 1.65e-06 2.25e-06 1.75e-06 1.8e-06 1.65e-06 1.7e-06 1.85e-06 1.95e-06 2.1e-06 1.95e-06 2e-06 2e-06 1.85e-06 1.85e-06 1.85e-06 1.7e-06 1.95e-06 1.75e-06 1.65e-06 1.65e-06 1.75e-06 2.25e-06 1.75e-06
13 1.45e-06 2e-06 1.5e-06 1.4e-06 1.4e-06 1.4e-06 2.2e-06 1.2e-06 1.75e-06 1.75e-06 1.4e-06 1.85e-06 2.15e-06 1.8e-06 1.4e-06 1.65e-06 2.1e-06 1.75e-06 1.2e-06 2.25e-06 1.95e-06 2.1e-06 1.85e-06 1.75e-06 1.75e-06 1.85e-06 2.3e-06 1.65e-06 1.35e-06 1.6e-06 2.1e-06 1.55e-06 2.3e-06 1.75e-06 1.7e-06 2.05e-06 1.9e-06 1.75e-06 1.8e-06 1.4e-06 2e-06 1.65e-06 1.3e-06 1.65e-06 1.5e-06 2.05e-06 1.55e-06
14 1.75e-06 2.35e-06 1.15e-06 3e-07 6e-07 1.05e-06 1.85e-06 5e-07 1.55e-06 1.65e-06 3e-07 2.05e-06 1.8e-06 1.4e-06 0.0 8.5e-07 2.2e-06 1.1e-06 8e-07 2.6e-06 2.2e-06 2.15e-06 1.5e-06 1.25e-06 1.5e-06 2.25e-06 1.85e-06 1.8e-06 1.05e-06 1.5e-06 2.15e-06 9.5e-07 2.55e-06 1.55e-06 1.2e-06 1.6e-06 1.2e-06 1e-06 1.9e-06 7.5e-07 2.35e-06 1.55e-06 1e-06 1.35e-06 8e-07 2.45e-06 1.95e-06
15 1.95e-06 2.45e-06 1.1e-06 6.5e-07 4.5e-07 1e-06 1.35e-06 1.15e-06 1.6e-06 1.55e-06 6.5e-07 2.2e-06 1.65e-06 1.65e-06 8.5e-07 9e-07 2e-06 1.55e-06 1e-06 2.35e-06 2.1e-06 1.95e-06 1.45e-06 1.8e-06 1.5e-06 2.35e-06 1.75e-06 1.75e-06 9.5e-07 1.4e-06 1.95e-06 9e-07 2.45e-06 1.6e-06 1.75e-06 2.05e-06 1.2e-06 1.05e-06 1.95e-06 1.2e-06 2.35e-06 1.45e-06 9.5e-07 1.25e-06 1.25e-06 2.7e-06 1.9e-06
16 2e-06 2.15e-06 1.65e-06 2.1e-06 2e-06 1.55e-06 1.5e-06 2e-06 2.2e-06 2.2e-06 2.1e-06 2.05e-06 1.9e-06 2.1e-06 2.2e-06 2e-06 2.2e-06 1.65e-06 1.85e-06 1.65e-06 1.7e-06 1.4e-06 1.65e-06 2.3e-06 1.95e-06 2.35e-06 1.45e-06 1.95e-06 1.9e-06 2.05e-06 1.4e-06 2.3e-06 1.7e-06 2.2e-06 2.25e-06 2.25e-06 2.35e-06 2.2e-06 1.15e-06 1.65e-06 1.65e-06 2.1e-06 1.85e-06 2.2e-06 1.95e-06 2.35e-06 1.95e-06
17 1.85e-06 2.1e-06 1.5e-06 1.2e-06 1.3e-06 1.4e-06 1.65e-06 1.3e-06 1.8e-06 1.85e-06 1.2e-06 2e-06 1.9e-06 1.75e-06 1.1e-06 1.55e-06 1.65e-06 2.2e-06 1.25e-06 1.9e-06 2.1e-06 1.65e-06 1.3e-06 1.7e-06 1.75e-06 2.15e-06 1.55e-06 1.95e-06 1.4e-06 1.7e-06 1.65e-06 1.6e-06 1.9e-06 1.8e-06 1.65e-06 1.85e-06 1.75e-06 1.6e-06 1.35e-06 1.3e-06 1.65e-06 1.75e-06 1.35e-06 1.75e-06 1.4e-06 2.25e-06 1.8e-06
18 1.4e-06 1.75e-06 1.1e-06 7.5e-07 7e-07 1e-06 1.7e-06 9e-07 1.35e-06 1.35e-06 7.5e-07 1.7e-06 1.65e-06 1.2e-06 8e-07 1e-06 1.85e-06 1.25e-06 1.2e-06 2e-06 1.85e-06 1.8e-06 1.3e-06 1.4e-06 1.45e-06 1.65e-06 1.8e-06 1.5e-06 7e-07 1.2e-06 1.8e-06 1.05e-06 2.05e-06 1.35e-06 1.35e-06 1.7e-06 1.3e-06 1.2e-06 1.55e-06 1.05e-06 1.75e-06 1.25e-06 7e-07 1.25e-06 1.1e-06 1.95e-06 1.2e-06
19 1.9e-06 1.9e-06 2.2e-06 2.45e-06 2.3e-06 2.1e-06 1.75e-06 2.5e-06 2.25e-06 1.95e-06 2.45e-06 2.05e-06 1.95e-06 2.25e-06 2.6e-06 2.35e-06 1.65e-06 1.9e-06 2e-06 2.4e-06 2e-06 1.55e-06 1.85e-06 2.4e-06 1.9e-06 2.15e-06 1.8e-06 2.05e-06 2e-06 1.8e-06 1.55e-06 2.55e-06 1.65e-06 2.25e-06 2.35e-06 2.35e-06 2.45e-06 2.5e-06 1.6e-06 2.25e-06 1.3e-06 1.8e-06 2e-06 2.1e-06 2.25e-06 2.15e-06 1.45e-06
20 1.9e-06 1.55e-06 1.75e-06 2.15e-06 2.1e-06 1.65e-06 2e-06 2e-06 1.7e-06 2.15e-06 2.15e-06 1.5e-06 1.9e-06 1.95e-06 2.2e-06 2.1e-06 1.7e-06 2.1e-06 1.85e-06 2e-06 2.4e-06 1.85e-06 2.15e-06 1.75e-06 1.9e-06 1.45e-06 1.95e-06 1.9e-06 1.95e-06 2e-06 1.85e-06 2.3e-06 1.6e-06 1.7e-06 1.7e-06 1.65e-06 2.2e-06 2.1e-06 1.65e-06 1.7e-06 2e-06 2.05e-06 1.9e-06 2.15e-06 1.95e-06 1.25e-06 1.85e-06
21 2.05e-06 2.1e-06 1.8e-06 2.05e-06 1.95e-06 1.7e-06 1.5e-06 2.15e-06 2.15e-06 2.05e-06 2.05e-06 1.8e-06 1.85e-06 2.1e-06 2.15e-06 1.95e-06 1.4e-06 1.65e-06 1.8e-06 1.55e-06 1.85e-06 2.3e-06 1.65e-06 2.25e-06 1.6e-06 2.3e-06 1.45e-06 1.9e-06 1.85e-06 1.9e-06 1.2e-06 2.2e-06 1.7e-06 2.15e-06 2.2e-06 2.2e-06 2.25e-06 2.15e-06 1.35e-06 1.8e-06 1.55e-06 1.95e-06 1.8e-06 1.95e-06 1.65e-06 2.3e-06 1.8e-06
22 1.9e-06 2.1e-06 1.4e-06 1.3e-06 1.1e-06 1.3e-06 1.65e-06 1.6e-06 1.75e-06 1.7e-06 1.3e-06 2.05e-06 1.9e-06 1.85e-06 1.5e-06 1.45e-06 1.65e-06 1.3e-06 1.3e-06 1.85e-06 2.15e-06 1.65e-06 2.2e-06 1.95e-06 1.7e-06 2.15e-06 1.6e-06 1.85e-06 1.25e-06 1.55e-06 1.65e-06 1.5e-06 1.95e-06 1.75e-06 1.9e-06 2.05e-06 1.65e-06 1.55e-06 1.35e-06 1.5e-06 1.5e-06 1.65e-06 1.25e-06 1.6e-06 1.6e-06 2.35e-06 1.7e-06
23 1.9e-06 1.65e-06 1.75e-06 1.4e-06 1.55e-06 1.65e-06 2.3e-06 1.45e-06 1.4e-06 1.95e-06 1.4e-06 1.55e-06 2.05e-06 1.75e-06 1.25e-06 1.8e-06 2.3e-06 1.7e-06 1.4e-06 2.4e-06 1.75e-06 2.25e-06 1.95e-06 2.5e-06 1.85e-06 1.4e-06 2.2e-06 2.05e-06 1.6e-06 1.8e-06 2.25e-06 1.75e-06 1.95e-06 1.4e-06 1.25e-06 1.4e-06 1.75e-06 1.65e-06 2e-06 1.5e-06 2.15e-06 1.85e-06 1.55e-06 1.85e-06 1.55e-06 1.3e-06 1.85e-06
24 1.6e-06 1.9e-06 1.3e-06 1.35e-06 1.2e-06 1.2e-06 2.1e-06 1.7e-06 1.7e-06 1.35e-06 1.35e-06 1.5e-06 1.65e-06 1.75e-06 1.5e-06 1.5e-06 1.95e-06 1.75e-06 1.45e-06 1.9e-06 1.9e-06 1.6e-06 1.7e-06 1.85e-06 1.4e-06 2.15e-06 1.8e-06 1.25e-06 1.45e-06 1.2e-06 1.65e-06 1.5e-06 2.3e-06 1.7e-06 1.8e-06 1.8e-06 1.4e-06 1.4e-06 1.65e-06 1.35e-06 1.65e-06 1.25e-06 1.45e-06 1.1e-06 1.1e-06 2.15e-06 1.45e-06
25 1.9e-06 1.1e-06 2.1e-06 2.15e-06 2.05e-06 2e-06 2.55e-06 2.15e-06 1.3e-06 2e-06 2.15e-06 1.3e-06 2.25e-06 1.85e-06 2.25e-06 2.35e-06 2.35e-06 2.15e-06 1.65e-06 2.15e-06 1.45e-06 2.3e-06 2.15e-06 1.4e-06 2.15e-06 9e-07 2.5e-06 2.1e-06 1.7e-06 1.85e-06 2.3e-06 2.15e-06 1.5e-06 1.3e-06 1.35e-06 1.45e-06 2.2e-06 2.15e-06 2.05e-06 2.1e-06 1.9e-06 1.85e-06 1.7e-06 2.1e-06 2.15e-06 5e-07 1.5e-06
26 2.25e-06 2.3e-06 1.7e-06 1.8e-06 1.75e-06 1.6e-06 1.45e-06 2e-06 2.15e-06 2.15e-06 1.8e-06 2.1e-06 1.75e-06 2.3e-06 1.85e-06 1.75e-06 1.45e-06 1.55e-06 1.8e-06 1.8e-06 1.95e-06 1.45e-06 1.6e-06 2.2e-06 1.8e-06 2.5e-06 2.5e-06 2.1e-06 1.85e-06 2e-06 1.45e-06 2.05e-06 1.85e-06 2.15e-06 2.15e-06 2.15e-06 2.1e-06 1.95e-06 1.4e-06 1.65e-06 1.8e-06 2.05e-06 1.8e-06 2.05e-06 1.75e-06 2.5e-06 2.1e-06
27 1.45e-06 1.85e-06 1.35e-06 1.6e-06 1.4e-06 1.25e-06 2.3e-06 1.7e-06 1.85e-06 1.55e-06 1.6e-06 1.75e-06 1.8e-06 1.65e-06 1.8e-06 1.75e-06 1.95e-06 1.95e-06 1.5e-06 2.05e-06 1.9e-06 1.9e-06 1.85e-06 2.05e-06 1.25e-06 2.1e-06 2.1e-06 2e-06 1.45e-06 1.4e-06 1.9e-06 1.75e-06 2.4e-06 1.85e-06 2e-06 2.1e-06 1.7e-06 1.75e-06 1.65e-06 1.45e-06 1.8e-06 1.45e-06 1.5e-06 1.2e-06 1.5e-06 2.25e-06 1.45e-06
28 1.5e-06 1.8e-06 1.05e-06 8e-07 5.5e-07 9.5e-07 1.75e-06 1.15e-06 1.35e-06 1.25e-06 8e-07 1.8e-06 1.65e-06 1.35e-06 1.05e-06 9.5e-07 1.9e-06 1.4e-06 7e-07 2e-06 1.95e-06 1.85e-06 1.25e-06 1.6e-06 1.45e-06 1.7e-06 1.85e-06 1.45e-06 1.1e-06 1.1e-06 1.85e-06 1e-06 2.15e-06 1.35e-06 1.55e-06 1.85e-06 1.25e-06 1.2e-06 1.6e-06 1.2e-06 1.75e-06 1.2e-06 6.5e-07 1.15e-06 1.25e-06 2.1e-06 1.1e-06
29 1.45e-06 1.75e-06 1.35e-06 1.25e-06 1e-06 1.25e-06 2.05e-06 1.6e-06 1.55e-06 1.2e-06 1.25e-06 1.75e-06 1.7e-06 1.6e-06 1.5e-06 1.4e-06 2.05e-06 1.7e-06 1.2e-06 1.8e-06 2e-06 1.9e-06 1.55e-06 1.8e-06 1.2e-06 1.85e-06 2e-06 1.4e-06 1.1e-06 2e-06 1.9e-06 1.4e-06 2.2e-06 1.55e-06 1.75e-06 1.9e-06 1.4e-06 1.45e-06 1.75e-06 1.5e-06 1.55e-06 1.15e-06 1.15e-06 1.15e-06 1.45e-06 2.05e-06 1.15e-06
30 2.05e-06 2.1e-06 1.8e-06 2.05e-06 1.95e-06 1.7e-06 1.5e-06 2.15e-06 2.15e-06 2.05e-06 2.05e-06 1.75e-06 1.85e-06 2.1e-06 2.15e-06 1.95e-06 1.4e-06 1.65e-06 1.8e-06 1.55e-06 1.85e-06 1.2e-06 1.65e-06 2.25e-06 1.65e-06 2.3e-06 1.45e-06 1.9e-06 1.85e-06 1.9e-06 2.3e-06 2.2e-06 1.7e-06 2.15e-06 2.2e-06 2.2e-06 2.25e-06 2.15e-06 1.35e-06 1.8e-06 1.55e-06 1.95e-06 1.8e-06 1.95e-06 1.7e-06 2.3e-06 1.8e-06
31 1.95e-06 2.35e-06 1.2e-06 7.5e-07 5.5e-07 1.1e-06 1.95e-06 1.25e-06 1.55e-06 1.55e-06 7.5e-07 2.1e-06 1.95e-06 1.55e-06 9.5e-07 9e-07 2.3e-06 1.6e-06 1.05e-06 2.55e-06 2.3e-06 2.2e-06 1.5e-06 1.75e-06 1.5e-06 2.15e-06 2.05e-06 1.75e-06 1e-06 1.4e-06 2.2e-06 1.1e-06 2.6e-06 1.55e-06 1.7e-06 2e-06 1.2e-06 8.5e-07 2e-06 1.3e-06 2.3e-06 1.5e-06 1e-06 1.25e-06 1.3e-06 2.5e-06 1.85e-06
32 2.2e-06 1.6e-06 2.3e-06 2.5e-06 2.45e-06 2.2e-06 1.8e-06 2.45e-06 1.9e-06 2.35e-06 2.5e-06 1.75e-06 2.1e-06 2.3e-06 2.55e-06 2.45e-06 1.7e-06 1.9e-06 2.05e-06 1.65e-06 1.6e-06 1.7e-06 1.95e-06 1.95e-06 2.3e-06 1.5e-06 1.85e-06 2.4e-06 2.15e-06 2.2e-06 1.7e-06 2.6e-06 2.5e-06 1.9e-06 1.9e-06 1.85e-06 2.5e-06 2.45e-06 1.65e-06 2.25e-06 1.65e-06 2.25e-06 2.1e-06 2.45e-06 2.35e-06 1.3e-06 1.9e-06
33 1.85e-06 1.55e-06 1.55e-06 1.4e-06 1.25e-06 1.45e-06 2.2e-06 1.65e-06 1.25e-06 1.7e-06 1.4e-06 1.5e-06 1.95e-06 1.75e-06 1.55e-06 1.6e-06 2.2e-06 1.8e-06 1.35e-06 2.25e-06 1.7e-06 2.15e-06 1.75e-06 1.4e-06 1.7e-06 1.3e-06 2.15e-06 1.85e-06 1.35e-06 1.55e-06 2.15e-06 1.55e-06 1.9e-06 2.5e-06 1.4e-06 1.5e-06 1.55e-06 1.5e-06 1.9e-06 1.6e-06 2e-06 1.65e-06 1.35e-06 1.6e-06 1.65e-06 1.3e-06 1.65e-06
34 1.85e-06 1.6e-06 1.7e-06 1.35e-06 1.5e-06 1.6e-06 2.25e-06 1.4e-06 1.4e-06 1.9e-06 1.35e-06 1.55e-06 2e-06 1.7e-06 1.2e-06 1.75e-06 2.25e-06 1.65e-06 1.35e-06 2.35e-06 1.7e-06 2.2e-06 1.9e-06 1.25e-06 1.8e-06 1.35e-06 2.15e-06 2e-06 1.55e-06 1.75e-06 2.2e-06 1.7e-06 1.9e-06 1.4e-06 2.4e-06 1.35e-06 1.7e-06 1.6e-06 1.95e-06 1.45e-06 2.1e-06 1.8e-06 1.5e-06 1.8e-06 1.5e-06 1.25e-06 1.8e-06
35 2.05e-06 1.55e-06 1.85e-06 1.7e-06 1.8e-06 1.75e-06 2.4e-06 1.8e-06 1.5e-06 2.05e-06 1.7e-06 1.5e-06 2e-06 2.05e-06 1.6e-06 2.05e-06 2.25e-06 1.85e-06 1.7e-06 2.35e-06 1.65e-06 2.2e-06 2.05e-06 1.4e-06 1.8e-06 1.45e-06 2.15e-06 2.1e-06 1.85e-06 1.9e-06 2.2e-06 2e-06 1.85e-06 1.5e-06 1.35e-06 2.2e-06 1.8e-06 1.7e-06 1.95e-06 1.65e-06 2.1e-06 1.95e-06 1.8e-06 1.95e-06 1.7e-06 1.15e-06 1.95e-06
36 1.95e-06 2.1e-06 1.25e-06 1e-06 8e-07 1.25e-06 2.15e-06 1.5e-06 1.55e-06 1.45e-06 1e-06 2e-06 1.85e-06 1.9e-06 1.2e-06 1.2e-06 2.35e-06 1.75e-06 1.3e-06 2.45e-06 2.2e-06 2.25e-06 1.65e-06 1.75e-06 1.4e-06 2.2e-06 2.1e-06 1.7e-06 1.25e-06 1.4e-06 2.25e-06 1.2e-06 2.5e-06 1.55e-06 1.7e-06 1.8e-06 1.6e-06 1.15e-06 2.05e-06 1.45e-06 2.2e-06 1.5e-06 1.3e-06 1.25e-06 1.45e-06 2.25e-06 1.85e-06
37 1.95e-06 2.2e-06 1.2e-06 8.5e-07 7e-07 1.1e-06 2e-06 1.3e-06 1.5e-06 1.6e-06 8.5e-07 1.95e-06 1.85e-06 1.75e-06 1e-06 1.05e-06 2.2e-06 1.6e-06 1.2e-06 2.5e-06 2.1e-06 2.15e-06 1.55e-06 1.65e-06 1.4e-06 2.15e-06 1.95e-06 1.75e-06 1.2e-06 1.45e-06 2.15e-06 8.5e-07 2.45e-06 1.5e-06 1.6e-06 1.7e-06 1.15e-06 1.4e-06 1.9e-06 1.25e-06 2.25e-06 1.55e-06 1.2e-06 1.3e-06 1.3e-06 2.25e-06 1.95e-06
38 1.7e-06 1.85e-06 1.35e-06 1.8e-06 1.7e-06 1.25e-06 1.7e-06 1.7e-06 1.9e-06 1.9e-06 1.8e-06 1.75e-06 1.85e-06 1.8e-06 1.9e-06 1.95e-06 1.15e-06 1.35e-06 1.55e-06 1.6e-06 1.65e-06 1.35e-06 1.35e-06 2e-06 1.65e-06 2.05e-06 1.4e-06 1.65e-06 1.6e-06 1.75e-06 1.35e-06 2e-06 1.65e-06 1.9e-06 1.95e-06 1.95e-06 2.05e-06 1.9e-06 1.6e-06 1.35e-06 1.35e-06 1.8e-06 1.55e-06 1.9e-06 1.65e-06 2.05e-06 1.65e-06
39 1.55e-06 2.05e-06 9.5e-07 8.5e-07 9.5e-07 8.5e-07 1.85e-06 8.5e-07 1.6e-06 1.65e-06 8.5e-07 1.75e-06 1.7e-06 1.4e-06 7.5e-07 1.2e-06 1.65e-06 1.3e-06 1.05e-06 2.25e-06 1.7e-06 1.8e-06 1.5e-06 1.5e-06 1.35e-06 2.1e-06 1.65e-06 1.45e-06 1.2e-06 1.5e-06 1.8e-06 1.3e-06 2.25e-06 1.6e-06 1.45e-06 1.65e-06 1.45e-06 1.25e-06 1.35e-06 1.5e-06 2e-06 1.55e-06 1.15e-06 1.45e-06 1e-06 2.2e-06 1.75e-06
40 1.65e-06 1.65e-06 1.95e-06 2.2e-06 2.05e-06 1.85e-06 2e-06 2.25e-06 2e-06 1.7e-06 2.2e-06 1.8e-06 1.95e-06 2e-06 2.35e-06 2.35e-06 1.65e-06 1.65e-06 1.75e-06 1.3e-06 2e-06 1.55e-06 1.5e-06 2.15e-06 1.65e-06 1.9e-06 1.8e-06 1.8e-06 1.75e-06 1.55e-06 1.55e-06 2.3e-06 1.65e-06 2e-06 2.1e-06 2.1e-06 2.2e-06 2.25e-06 1.35e-06 2e-06 1.9e-06 1.6e-06 1.75e-06 1.85e-06 2e-06 1.9e-06 1.25e-06
