 slim_762057357 slim_762057299 slim_762057354 slim_762057348 slim_762057322 slim_762057323 slim_762057303 slim_762057305 slim_762057342 slim_762057319 slim_762057316 slim_762057312 slim_762057309 slim_762057340 slim_762057330 slim_762057315 slim_762057339 slim_762057345 slim_762057307 slim_762057346 slim_762057332 slim_762057306 slim_762057318 slim_762057350 slim_762057311 slim_762057336 slim_762057296 slim_762057317 slim_762057308 slim_762057313 slim_762057341 slim_762057351 slim_762057325 slim_762057301 slim_762057337 slim_762057356 slim_762057355 slim_762057347 slim_762057349 slim_762057326 slim_762057321 slim_762057343 slim_762057352 slim_762057320 slim_762057358 slim_762057297 slim_762057329 slim_762057314 slim_762057335 slim_762057300 slim_762057334 slim_762057310 slim_762057331 slim_762057328 slim_762057333 slim_762057324 slim_762057304 slim_762057353 slim_762057327 slim_762057344 slim_762057302 slim_762057298 slim_762057338
10 2.05e-06 1.95e-06 2.1e-06 1.5e-06 1.35e-06 1.3e-06 1.95e-06 1.9e-06 1.75e-06 1.8e-06 1.9e-06 1.25e-06 1.65e-06 1.95e-06 2.05e-06 2e-06 1.6e-06 2.1e-06 1.45e-06 1.55e-06 1.55e-06 2.1e-06 1.1e-06 1.6e-06 1.45e-06 1.95e-06 1.05e-06 1.7e-06 1.8e-06 1.3e-06 1.8e-06 1.4e-06 1.75e-06 1.45e-06 1.8e-06 1.85e-06 2e-06 1.75e-06 1.95e-06 1.65e-06 1.25e-06 1.55e-06 1.75e-06 1.85e-06 2e-06 1.15e-06 2.1e-06 1.15e-06 1.95e-06 1.5e-06 1.05e-06 1.6e-06 1.6e-06 1.6e-06 1.5e-06 1.35e-06 1.55e-06 1.75e-06 2e-06 1.5e-06 1.8e-06 2e-06 1.45e-06
11 2e-06 1.9e-06 1.95e-06 1.55e-06 2e-06 1.4e-06 1.8e-06 2.05e-06 1.9e-06 1.9e-06 1.25e-06 1.1e-06 1.7e-06 1.9e-06 2e-06 1.9e-06 1.7e-06 2.05e-06 1.1e-06 1.65e-06 1.75e-06 2.1e-06 1.25e-06 1.55e-06 1.35e-06 1.8e-06 6.5e-07 1.9e-06 1.7e-06 1e-06 1.55e-06 1.05e-06 1.7e-06 1.1e-06 1.55e-06 1.9e-06 1.85e-06 1.65e-06 1.85e-06 1.85e-06 1.75e-06 1.85e-06 1.8e-06 1.7e-06 1.95e-06 1.1e-06 1.95e-06 1.6e-06 1.85e-06 1.95e-06 6.5e-07 1.6e-06 1.8e-06 1.6e-06 1.75e-06 1.3e-06 1.55e-06 1.95e-06 1.9e-06 1.9e-06 1.65e-06 2e-06 1.75e-06
12 1.65e-06 1.55e-06 1.9e-06 1.85e-06 1.4e-06 1.2e-06 1.75e-06 1.5e-06 1.75e-06 1.6e-06 1.65e-06 1.7e-06 2.1e-06 1.65e-06 1.65e-06 1.95e-06 1.5e-06 1.7e-06 1.6e-06 1.55e-06 1.55e-06 1.8e-06 1.65e-06 1.55e-06 1.4e-06 1.7e-06 1.95e-06 1.55e-06 1.35e-06 1.45e-06 2.1e-06 1.8e-06 1.75e-06 1.6e-06 1.7e-06 1.55e-06 1.5e-06 1.25e-06 1.5e-06 1.5e-06 1.55e-06 1.45e-06 1.45e-06 1.7e-06 1.6e-06 1.6e-06 2e-06 1.2e-06 1.55e-06 1.5e-06 1.9e-06 1.75e-06 1.45e-06 1.6e-06 1.35e-06 1.8e-06 1.65e-06 1.65e-06 1.95e-06 1.3e-06 1.8e-06 1.65e-06 1.35e-06
13 9.5e-07 9e-07 1.6e-06 1.95e-06 1.9e-06 1.9e-06 1.2e-06 1.2e-06 1.45e-06 1.15e-06 1.95e-06 1.9e-06 1.65e-06 1.7e-06 1e-06 1.15e-06 1.4e-06 1e-06 1.35e-06 2e-06 1.3e-06 1.45e-06 2.05e-06 1.3e-06 1.8e-06 1.2e-06 1.85e-06 1.6e-06 8.5e-07 1.85e-06 1.65e-06 1.8e-06 1.8e-06 1.35e-06 1.7e-06 1.15e-06 1.35e-06 8.5e-07 9.5e-07 1.5e-06 2.05e-06 1.9e-06 1.9e-06 1.2e-06 9e-07 1.9e-06 1.6e-06 2.05e-06 1.1e-06 1.85e-06 1.85e-06 1.55e-06 1.65e-06 1.75e-06 1.8e-06 2.2e-06 1.55e-06 1.55e-06 1.15e-06 2.05e-06 1.55e-06 1.2e-06 1.45e-06
14 1e-06 8.5e-07 1.6e-06 2.05e-06 1.9e-06 1.9e-06 1.25e-06 1.2e-06 1.5e-06 1.2e-06 2.05e-06 2e-06 1.65e-06 1e-06 1.7e-06 1.3e-06 1.4e-06 1.05e-06 1.45e-06 2.05e-06 1.35e-06 1.45e-06 2.15e-06 1.35e-06 1.8e-06 1.2e-06 2.05e-06 1.5e-06 9e-07 1.85e-06 1.75e-06 1.9e-06 1.9e-06 1.45e-06 1.7e-06 1.2e-06 1.35e-06 8.5e-07 1e-06 1.55e-06 2.05e-06 1.9e-06 1.9e-06 1.25e-06 9.5e-07 2e-06 1.7e-06 2.05e-06 1.1e-06 1.85e-06 2e-06 1.65e-06 1.65e-06 1.85e-06 1.8e-06 2.3e-06 1.55e-06 1.55e-06 1.3e-06 2.05e-06 1.55e-06 1.15e-06 1.45e-06
15 1.25e-06 1.2e-06 1.3e-06 1.9e-06 2e-06 2.1e-06 1.2e-06 1.4e-06 1.45e-06 1.15e-06 2e-06 1.9e-06 1.95e-06 1.15e-06 1.3e-06 1.3e-06 1.9e-06 1.3e-06 1.65e-06 2.2e-06 1.3e-06 1.45e-06 2.1e-06 1.55e-06 1.85e-06 1.2e-06 1.75e-06 1.6e-06 1.6e-06 2e-06 1.5e-06 1.85e-06 1.5e-06 1.65e-06 1.45e-06 1.55e-06 1.15e-06 1.55e-06 1.75e-06 1.5e-06 2.25e-06 2.15e-06 2.1e-06 1.05e-06 1.2e-06 1.95e-06 1.3e-06 2.25e-06 1.3e-06 1.95e-06 1.75e-06 1.9e-06 1.6e-06 1.45e-06 2.05e-06 2.25e-06 1.25e-06 1.15e-06 6.5e-07 2.3e-06 1.1e-06 1.2e-06 1.95e-06
16 1.4e-06 1.3e-06 1.85e-06 1.85e-06 1.55e-06 1.5e-06 1.5e-06 1.45e-06 1.35e-06 1.5e-06 1.6e-06 1.7e-06 1.5e-06 1.4e-06 1.4e-06 1.9e-06 1.8e-06 1.45e-06 1.35e-06 1.75e-06 1.4e-06 1.8e-06 1.75e-06 1.4e-06 1.6e-06 1.45e-06 1.8e-06 1.7e-06 9.5e-07 1.45e-06 1.95e-06 1.7e-06 2e-06 1.35e-06 1.8e-06 1.3e-06 1.65e-06 9e-07 1.05e-06 1.65e-06 1.2e-06 1.3e-06 1.7e-06 1.6e-06 1.35e-06 1.6e-06 1.95e-06 1.5e-06 1.35e-06 1.45e-06 1.75e-06 1.3e-06 1.6e-06 1.85e-06 1.5e-06 1.85e-06 1.55e-06 1.75e-06 1.9e-06 1.65e-06 1.75e-06 1.6e-06 1.25e-06
17 1e-06 9.5e-07 1.65e-06 2.1e-06 1.95e-06 1.95e-06 1.3e-06 1.25e-06 1.45e-06 1.2e-06 2.1e-06 2.05e-06 1.7e-06 1e-06 1.05e-06 1.3e-06 1.45e-06 1.8e-06 1.5e-06 2.1e-06 1.35e-06 1.5e-06 2.2e-06 1.4e-06 1.85e-06 1.2e-06 2.1e-06 1.65e-06 9.5e-07 1.9e-06 1.8e-06 1.95e-06 1.95e-06 1.5e-06 1.75e-06 1.25e-06 1.4e-06 9e-07 1.05e-06 1.55e-06 2.1e-06 1.95e-06 1.95e-06 1.3e-06 9e-07 2.05e-06 1.75e-06 2.1e-06 1.15e-06 1.9e-06 2.05e-06 1.7e-06 1.7e-06 1.9e-06 1.85e-06 2.35e-06 1.6e-06 1.6e-06 1.3e-06 2.1e-06 1.6e-06 1.25e-06 1.45e-06
18 1.45e-06 1.35e-06 1.7e-06 1.6e-06 1.95e-06 1.75e-06 1.3e-06 1.5e-06 1.8e-06 1.65e-06 1.45e-06 1.1e-06 1.6e-06 1.35e-06 1.45e-06 1.65e-06 1.35e-06 1.5e-06 1.7e-06 1.9e-06 1.65e-06 1.8e-06 1.55e-06 1.4e-06 1.65e-06 1.3e-06 9.5e-07 1.9e-06 9e-07 1.45e-06 1.55e-06 1.25e-06 1.8e-06 8.5e-07 1.7e-06 1.4e-06 1.45e-06 8.5e-07 1.05e-06 1.85e-06 1.85e-06 1.85e-06 1.85e-06 1.4e-06 1.4e-06 1.4e-06 1.7e-06 1.85e-06 1.35e-06 1.9e-06 9.5e-07 1.3e-06 1.8e-06 1.7e-06 1.75e-06 1.6e-06 1.5e-06 1.75e-06 1.65e-06 2e-06 1.6e-06 1.65e-06 1.4e-06
19 2.05e-06 1.95e-06 2.35e-06 1.95e-06 1.45e-06 1.1e-06 2.25e-06 2e-06 1.75e-06 1.75e-06 1.55e-06 1.65e-06 1.55e-06 2e-06 2.05e-06 2.2e-06 1.75e-06 2.1e-06 1.9e-06 1.8e-06 1.55e-06 2e-06 1.6e-06 1.25e-06 1.5e-06 2.25e-06 1.9e-06 1.6e-06 1.95e-06 1.35e-06 2.15e-06 1.75e-06 1.85e-06 1.9e-06 1.85e-06 1.95e-06 2.3e-06 1.9e-06 2.1e-06 1.55e-06 1.4e-06 1.45e-06 1.6e-06 1.9e-06 2e-06 1.6e-06 2.4e-06 1.05e-06 2.05e-06 1.55e-06 1.85e-06 2e-06 1.6e-06 1.7e-06 1.35e-06 1.75e-06 1.8e-06 2e-06 2.2e-06 1.3e-06 1.95e-06 1.95e-06 1.65e-06
20 1.3e-06 1.25e-06 1.65e-06 1.7e-06 1.3e-06 1.3e-06 1.65e-06 1.5e-06 1.1e-06 1e-06 1.55e-06 1.75e-06 1.55e-06 1.3e-06 1.35e-06 1.3e-06 1.4e-06 1.35e-06 1.65e-06 1.55e-06 1.7e-06 1.5e-06 1.7e-06 1.2e-06 1.45e-06 1.6e-06 1.85e-06 1.25e-06 1.55e-06 1.4e-06 1.6e-06 1.65e-06 1.7e-06 1.65e-06 1.5e-06 1.4e-06 1.6e-06 1.45e-06 1.7e-06 1.15e-06 1.3e-06 1.45e-06 1.6e-06 1.35e-06 1.25e-06 1.55e-06 1.75e-06 1.35e-06 1.4e-06 1.3e-06 1.8e-06 1.7e-06 1.3e-06 1.6e-06 1.4e-06 1.8e-06 1.3e-06 1.4e-06 1.3e-06 1.55e-06 1.45e-06 1.2e-06 1.5e-06
21 1.45e-06 1.35e-06 1.55e-06 2.05e-06 1.8e-06 1.95e-06 1.65e-06 1.45e-06 1.65e-06 1.35e-06 2.1e-06 2.1e-06 1.8e-06 1.45e-06 1.45e-06 1.45e-06 1.8e-06 1.5e-06 1.8e-06 2e-06 1.5e-06 1.9e-06 2.2e-06 1.25e-06 1.8e-06 1.6e-06 2.2e-06 1.65e-06 1.55e-06 1.95e-06 1.9e-06 2.05e-06 1.95e-06 1.8e-06 1.8e-06 1.65e-06 1.6e-06 1.45e-06 1.7e-06 1.6e-06 2.05e-06 1.9e-06 1.75e-06 1.2e-06 1.4e-06 2.15e-06 1.65e-06 1.95e-06 1.2e-06 1.8e-06 2.15e-06 2.1e-06 1.55e-06 1.85e-06 1.8e-06 2.3e-06 1.65e-06 1.55e-06 1.45e-06 1.95e-06 1.55e-06 1.25e-06 1.75e-06
22 2.15e-06 2.05e-06 2.2e-06 1.65e-06 1.55e-06 1.2e-06 2.05e-06 2e-06 1.9e-06 1.95e-06 1.1e-06 1.25e-06 1.65e-06 2.05e-06 2.15e-06 2.1e-06 1.75e-06 2.2e-06 1.55e-06 1.6e-06 1.7e-06 2.2e-06 2.1e-06 1.75e-06 1.5e-06 2.05e-06 1.15e-06 1.7e-06 1.9e-06 1.35e-06 1.9e-06 1.45e-06 1.75e-06 1.55e-06 1.8e-06 2e-06 2.1e-06 1.85e-06 2.05e-06 1.65e-06 1.45e-06 1.6e-06 1.75e-06 1.95e-06 2.1e-06 1.15e-06 2.2e-06 1.2e-06 2.05e-06 1.7e-06 1.15e-06 1.75e-06 1.6e-06 1.6e-06 1.55e-06 1.35e-06 1.7e-06 1.9e-06 2.1e-06 1.45e-06 1.9e-06 2.1e-06 1.55e-06
23 1.35e-06 1.25e-06 1.75e-06 1.8e-06 1.65e-06 1.5e-06 1.65e-06 1.6e-06 1.35e-06 1.2e-06 1.6e-06 1.55e-06 1.55e-06 1.3e-06 1.35e-06 1.55e-06 1.4e-06 1.4e-06 1.4e-06 1.25e-06 1.2e-06 1.25e-06 1.75e-06 9e-07 1.6e-06 1.65e-06 1.6e-06 1.5e-06 1.3e-06 1.4e-06 1.6e-06 1.5e-06 1.85e-06 1.4e-06 1.7e-06 1.45e-06 1.7e-06 1.25e-06 1.45e-06 1.45e-06 1.55e-06 1.6e-06 1.6e-06 1.05e-06 1.3e-06 1.6e-06 1.8e-06 1.55e-06 1.45e-06 1.5e-06 1.55e-06 1.65e-06 1.6e-06 1.75e-06 1.5e-06 1.85e-06 1.5e-06 1.75e-06 1.55e-06 1.75e-06 1.6e-06 1.25e-06 1.5e-06
24 1.8e-06 1.7e-06 1.85e-06 1.55e-06 1.15e-06 1.15e-06 1.85e-06 1.65e-06 1.65e-06 1.5e-06 1.45e-06 1.35e-06 1.4e-06 1.8e-06 1.8e-06 1.85e-06 1.6e-06 1.85e-06 1.65e-06 1.5e-06 1.45e-06 1.8e-06 1.5e-06 1.6e-06 2e-06 1.8e-06 1.7e-06 1.5e-06 1.7e-06 1.15e-06 1.95e-06 1.7e-06 1.65e-06 1.65e-06 1.5e-06 1.6e-06 1.8e-06 1.6e-06 1.85e-06 1.45e-06 1.4e-06 1.4e-06 1.45e-06 1.7e-06 1.75e-06 1.5e-06 1.95e-06 1.1e-06 1.65e-06 1.3e-06 1.65e-06 1.8e-06 1.4e-06 1.5e-06 1.3e-06 1.65e-06 1.5e-06 1.4e-06 1.85e-06 1.25e-06 1.75e-06 1.7e-06 1.5e-06
25 1.2e-06 1.1e-06 1.35e-06 1.95e-06 2e-06 2.05e-06 9.5e-07 1.15e-06 1.75e-06 1.45e-06 1.95e-06 1.8e-06 1.7e-06 1.2e-06 1.2e-06 1.2e-06 1.45e-06 1.2e-06 1.3e-06 2.25e-06 1.6e-06 1.6e-06 2.05e-06 1.65e-06 1.8e-06 1.7e-06 1.75e-06 1.85e-06 9e-07 1.85e-06 1.8e-06 1.85e-06 1.7e-06 1.3e-06 1.55e-06 1.3e-06 1.05e-06 8.5e-07 1e-06 1.8e-06 2.15e-06 2e-06 2e-06 1.2e-06 1.1e-06 1.9e-06 1.45e-06 2.15e-06 1.1e-06 1.95e-06 1.7e-06 1.5e-06 1.7e-06 1.6e-06 1.9e-06 2.2e-06 1.3e-06 1.3e-06 1.2e-06 2.15e-06 1.25e-06 1.45e-06 1.45e-06
26 2.05e-06 1.95e-06 1.95e-06 1.45e-06 2.15e-06 1.8e-06 1.7e-06 2.1e-06 2e-06 2e-06 1.05e-06 6.5e-07 1.95e-06 1.85e-06 2.05e-06 1.75e-06 1.8e-06 2.1e-06 9.5e-07 1.9e-06 1.85e-06 2.2e-06 1.15e-06 1.6e-06 1.7e-06 1.75e-06 4e-07 2.1e-06 1.7e-06 1.35e-06 1.4e-06 9.5e-07 1.75e-06 9.5e-07 1.75e-06 1.95e-06 1.8e-06 1.7e-06 1.85e-06 2.05e-06 1.9e-06 2.1e-06 2.1e-06 1.65e-06 2e-06 1e-06 1.85e-06 1.9e-06 1.95e-06 2.1e-06 2.5e-07 1.5e-06 2e-06 1.65e-06 2e-06 1.3e-06 1.55e-06 1.95e-06 1.75e-06 2.25e-06 1.65e-06 2.05e-06 1.75e-06
27 1.6e-06 1.45e-06 1.9e-06 1.85e-06 1.35e-06 1.2e-06 1.9e-06 1.6e-06 1.45e-06 1.35e-06 1.7e-06 1.9e-06 1.55e-06 1.6e-06 1.5e-06 1.6e-06 1.7e-06 1.65e-06 1.9e-06 1.6e-06 1.25e-06 1.65e-06 1.7e-06 1.5e-06 1.5e-06 1.85e-06 2.1e-06 2.2e-06 1.8e-06 1.6e-06 1.85e-06 1.85e-06 1.7e-06 1.9e-06 1.65e-06 1.7e-06 1.85e-06 1.7e-06 1.95e-06 1.2e-06 1.5e-06 1.5e-06 1.6e-06 1.6e-06 1.55e-06 1.7e-06 2e-06 1.25e-06 1.65e-06 1.5e-06 2.05e-06 2e-06 1.3e-06 1.6e-06 1.45e-06 1.8e-06 1.6e-06 1.55e-06 1.6e-06 1.35e-06 1.7e-06 1.4e-06 1.6e-06
28 9e-07 8e-07 1.6e-06 1.9e-06 1.85e-06 1.8e-06 9e-07 9.5e-07 1.7e-06 1.4e-06 1.8e-06 1.7e-06 1.35e-06 8.5e-07 9e-07 1.6e-06 9.5e-07 9.5e-07 9e-07 1.95e-06 1.55e-06 1.55e-06 1.9e-06 1.3e-06 1.7e-06 9e-07 1.7e-06 1.8e-06 2e-07 1.65e-06 1.85e-06 1.7e-06 1.9e-06 9e-07 1.75e-06 8.5e-07 1.2e-06 1e-07 2e-07 1.75e-06 1.9e-06 1.7e-06 1.75e-06 1.25e-06 8.5e-07 1.75e-06 1.65e-06 1.9e-06 8.5e-07 1.8e-06 1.65e-06 1.1e-06 1.7e-06 1.8e-06 1.6e-06 2.05e-06 1.55e-06 1.65e-06 1.6e-06 1.85e-06 1.65e-06 1.4e-06 1e-06
29 1.85e-06 1.75e-06 1.95e-06 1.7e-06 1.5e-06 9.5e-07 1.9e-06 1.85e-06 1.6e-06 1.4e-06 1.3e-06 1e-06 1.45e-06 1.85e-06 1.85e-06 2e-06 1.45e-06 1.9e-06 1.45e-06 1.35e-06 1.4e-06 1.95e-06 1.35e-06 1.4e-06 1.15e-06 1.85e-06 1.35e-06 1.6e-06 1.65e-06 1.3e-06 1.85e-06 1.35e-06 1.65e-06 1.45e-06 1.4e-06 1.6e-06 1.9e-06 1.55e-06 1.8e-06 1.55e-06 1.3e-06 1.45e-06 1.5e-06 1.75e-06 1.8e-06 1.2e-06 2.05e-06 1.15e-06 1.7e-06 1.5e-06 1.3e-06 1.65e-06 1.5e-06 1.6e-06 1.15e-06 1.5e-06 1.3e-06 1.8e-06 2e-06 1.45e-06 1.65e-06 1.85e-06 1.5e-06
