 slim_762333984 slim_762333940 slim_762333945 slim_762333941 slim_762333928 slim_762333935 slim_762333974 slim_762333954 slim_762333972 slim_762333951 slim_762333944 slim_762333961 slim_762333968 slim_762333924 slim_762333926 slim_762333921 slim_762333988 slim_762333994 slim_762333934 slim_762333982 slim_762333936 slim_762333937 slim_762333962 slim_762333993 slim_762333922 slim_762333990 slim_762333971 slim_762333933 slim_762333948 slim_762333942 slim_762333977 slim_762333932 slim_762333975 slim_762333963 slim_762333976 slim_762333919 slim_762333983 slim_762333943 slim_762333989 slim_762333969 slim_762333955 slim_762333960 slim_762333927 slim_762333950 slim_762333958 slim_762333964 slim_762333979 slim_762333938 slim_762333947 slim_762333992 slim_762333957 slim_762333956 slim_762333986 slim_762333949 slim_762333991 slim_762333953 slim_762333965 slim_762333931 slim_762333930 slim_762333920 slim_762333978 slim_762333966 slim_762333967 slim_762333980 slim_762333923 slim_762333952 slim_762333959 slim_762333985 slim_762333946 slim_762333939 slim_762333987 slim_762333925 slim_762333981 slim_762333973 slim_762333929 slim_762333970
10 1.05e-06 1.15e-06 1.15e-06 8.5e-07 1.2e-06 8.5e-07 1e-06 1e-06 1.05e-06 1.35e-06 6e-07 8.5e-07 9.5e-07 1.1e-06 1.1e-06 1.1e-06 1.05e-06 1.15e-06 9.5e-07 7e-07 1.3e-06 1.05e-06 8.5e-07 1.15e-06 7e-07 1.25e-06 1.15e-06 1.3e-06 1.2e-06 1.25e-06 1.35e-06 1.15e-06 7e-07 1.15e-06 6.5e-07 8.5e-07 1.05e-06 1.2e-06 1.1e-06 3e-07 6e-07 1.25e-06 1.15e-06 1.45e-06 1.35e-06 1.15e-06 1.1e-06 1.1e-06 1.35e-06 1.1e-06 1.15e-06 1.15e-06 8e-07 1.45e-06 7e-07 1.35e-06 1e-06 1.25e-06 1.25e-06 7e-07 1.3e-06 3e-07 7.5e-07 1.35e-06 1.25e-06 1.45e-06 1.35e-06 1.1e-06 1.3e-06 1.4e-06 1.05e-06 1.2e-06 1.45e-06 9e-07 1.15e-06 1.35e-06
11 1e-06 1.2e-06 1.25e-06 1.05e-06 1.3e-06 1.1e-06 1e-06 1.2e-06 1.1e-06 1.3e-06 8.5e-07 1.4e-06 1.2e-06 1.1e-06 1.1e-06 1.05e-06 1.15e-06 1.2e-06 1.1e-06 8.5e-07 1.3e-06 1.05e-06 1.05e-06 1.1e-06 9e-07 1.15e-06 1.1e-06 1.3e-06 1.15e-06 1.25e-06 1.4e-06 1.1e-06 9e-07 1.35e-06 9e-07 1.05e-06 1e-06 1.35e-06 1.2e-06 8e-07 8e-07 1.15e-06 1.05e-06 1.55e-06 1.35e-06 1.35e-06 1.2e-06 1e-06 1.35e-06 1.2e-06 1.25e-06 1.25e-06 1.05e-06 1.55e-06 1.05e-06 1.05e-06 1.05e-06 1.3e-06 1.35e-06 8.5e-07 1.3e-06 7e-07 9.5e-07 1.45e-06 1.2e-06 1.4e-06 1.3e-06 1.2e-06 1.4e-06 1.15e-06 1.05e-06 1.1e-06 1.5e-06 1e-06 1.15e-06 1.3e-06
12 1.3e-06 1.35e-06 1.15e-06 1.15e-06 1.35e-06 1.1e-06 1.4e-06 1.05e-06 1.05e-06 1.25e-06 9.5e-07 1.2e-06 1.6e-06 1.3e-06 1e-06 1.35e-06 1.05e-06 1.15e-06 1.1e-06 9.5e-07 1.3e-06 1.2e-06 9.5e-07 1.3e-06 1.15e-06 1.1e-06 1.4e-06 1.35e-06 1.45e-06 1.25e-06 1.55e-06 1.4e-06 1.15e-06 1.35e-06 9e-07 1.1e-06 1.3e-06 1.35e-06 1.45e-06 9e-07 1.05e-06 1.3e-06 1.15e-06 1.45e-06 1.2e-06 1.35e-06 1.25e-06 1.3e-06 1.35e-06 1.25e-06 1.15e-06 1.1e-06 9e-07 1.4e-06 1.15e-06 1.4e-06 1.15e-06 1.45e-06 1.3e-06 9.5e-07 1.35e-06 8e-07 8.5e-07 1.35e-06 1.15e-06 1.3e-06 1.4e-06 1.45e-06 1.4e-06 1.5e-06 1.2e-06 1.3e-06 1.4e-06 1.25e-06 1.35e-06 1.35e-06
13 9e-07 9.5e-07 9.5e-07 6e-07 1.2e-06 1e-06 1.1e-06 8e-07 1.05e-06 1.1e-06 1.1e-06 1.1e-06 1.3e-06 8e-07 8.5e-07 9e-07 9e-07 1.1e-06 7e-07 9.5e-07 9e-07 7.5e-07 1.2e-06 6.5e-07 1.1e-06 1.05e-06 1e-06 9e-07 1.05e-06 8.5e-07 1.25e-06 1e-06 1.1e-06 1.05e-06 9.5e-07 9e-07 9.5e-07 8.5e-07 1.05e-06 1.05e-06 1.05e-06 9e-07 8.5e-07 9.5e-07 9.5e-07 1.05e-06 7e-07 1e-06 9.5e-07 8.5e-07 1.1e-06 1e-06 1.15e-06 9.5e-07 7e-07 1.05e-06 7.5e-07 1.05e-06 1.1e-06 9.5e-07 8.5e-07 1.1e-06 1.1e-06 8.5e-07 1e-06 1.25e-06 8e-07 1e-06 1.2e-06 1e-06 9.5e-07 8e-07 1.15e-06 8.5e-07 8.5e-07 1.1e-06
14 7.5e-07 1e-06 9e-07 9.5e-07 1.05e-06 1.1e-06 1e-06 8.5e-07 7e-07 7.5e-07 1.1e-06 1.1e-06 1e-06 8.5e-07 1e-06 8e-07 8e-07 8.5e-07 9e-07 9e-07 9.5e-07 9e-07 9.5e-07 7.5e-07 1.1e-06 7.5e-07 8.5e-07 9e-07 9e-07 9e-07 1.2e-06 9e-07 1.1e-06 1.15e-06 9.5e-07 1e-06 8e-07 1.1e-06 1.15e-06 1.05e-06 1e-06 7.5e-07 7.5e-07 1.15e-06 8e-07 1.15e-06 9.5e-07 9e-07 1e-06 9.5e-07 7.5e-07 9e-07 9e-07 1.1e-06 1e-06 9.5e-07 8.5e-07 1.1e-06 1e-06 9e-07 8.5e-07 1.1e-06 8.5e-07 1.05e-06 6.5e-07 9.5e-07 8e-07 1.15e-06 1.15e-06 1.1e-06 8.5e-07 6e-07 1.1e-06 9.5e-07 9e-07 8.5e-07
15 4e-07 9e-07 1.3e-06 1.05e-06 1.05e-06 1.3e-06 4e-07 1.2e-06 8e-07 1.05e-06 1.1e-06 1.05e-06 1.35e-06 9e-07 8e-07 8e-07 1.2e-06 1.2e-06 1.15e-06 9e-07 1.15e-06 9e-07 1.3e-06 7.5e-07 7.5e-07 1.05e-06 5.5e-07 1.05e-06 5.5e-07 1.1e-06 1.1e-06 5e-07 7.5e-07 1.35e-06 1.15e-06 1.15e-06 5e-07 1.35e-06 9.5e-07 1.05e-06 7.5e-07 7e-07 7.5e-07 1.55e-06 1.3e-06 1.35e-06 1.15e-06 5.5e-07 1.2e-06 1.15e-06 9.5e-07 1.3e-06 1.25e-06 1.55e-06 1.1e-06 9e-07 9e-07 1.05e-06 1.15e-06 9e-07 1e-06 1.1e-06 1.2e-06 1.45e-06 9.5e-07 1.3e-06 9e-07 8.5e-07 1.2e-06 1.25e-06 1e-06 5e-07 1.55e-06 7e-07 8e-07 1.05e-06
16 1.15e-06 1.05e-06 7e-07 6e-07 1.05e-06 1e-06 1.25e-06 7e-07 9e-07 1e-06 1.05e-06 1.15e-06 1.05e-06 9e-07 8e-07 1.2e-06 1.1e-06 8e-07 7.5e-07 1.05e-06 1.05e-06 9e-07 9e-07 1.05e-06 1.2e-06 9e-07 1.25e-06 1.05e-06 1.3e-06 1e-06 1.35e-06 1.25e-06 1.2e-06 9.5e-07 9.5e-07 1e-06 1.15e-06 8.5e-07 1.1e-06 1e-06 1.1e-06 1.2e-06 1.1e-06 1e-06 7.5e-07 9.5e-07 7.5e-07 1.2e-06 1.1e-06 9e-07 1e-06 7e-07 9e-07 9.5e-07 8.5e-07 1.3e-06 8.5e-07 1.15e-06 1e-06 1.05e-06 1.05e-06 1.05e-06 8e-07 9e-07 9e-07 1.1e-06 1.1e-06 1.1e-06 1.2e-06 1.1e-06 9e-07 1.15e-06 1e-06 9e-07 1.05e-06 1.1e-06
17 1.15e-06 1.2e-06 9.5e-07 1e-06 1.1e-06 1.2e-06 1.25e-06 9.5e-07 9.5e-07 1.05e-06 1.15e-06 1.2e-06 1.15e-06 1.1e-06 8.5e-07 1.2e-06 8e-07 1.3e-06 1e-06 1.1e-06 1.2e-06 1.1e-06 1e-06 1.1e-06 1.25e-06 9.5e-07 1.25e-06 1.2e-06 1.3e-06 1.15e-06 1.4e-06 1.25e-06 1.25e-06 1.1e-06 1.05e-06 1.2e-06 1.15e-06 1.2e-06 1.3e-06 1.1e-06 1.15e-06 1.2e-06 1.1e-06 1.3e-06 9.5e-07 1.1e-06 1.05e-06 1.2e-06 1.25e-06 9e-07 1.05e-06 9.5e-07 1e-06 1.25e-06 1.1e-06 1.3e-06 1.05e-06 1.3e-06 1.2e-06 1.1e-06 1.2e-06 1.15e-06 9e-07 1.2e-06 9.5e-07 1.15e-06 1.25e-06 1.3e-06 1.35e-06 1.25e-06 8e-07 1.15e-06 1.2e-06 1.1e-06 1.2e-06 1.15e-06
18 1.1e-06 9e-07 8e-07 5e-07 9.5e-07 8e-07 1.2e-06 7e-07 1e-06 1.15e-06 9.5e-07 1.1e-06 1.1e-06 7e-07 9e-07 1.15e-06 7.5e-07 1e-06 1e-06 9.5e-07 9e-07 8e-07 1e-06 9e-07 1.1e-06 1.05e-06 1.2e-06 9e-07 1.25e-06 8.5e-07 1.25e-06 1.2e-06 1.1e-06 8.5e-07 7e-07 8.5e-07 1.1e-06 7e-07 1.05e-06 9e-07 1e-06 1.15e-06 1.05e-06 7.5e-07 9e-07 8.5e-07 6e-07 1.15e-06 9.5e-07 7.5e-07 1.1e-06 8.5e-07 9.5e-07 7.5e-07 7e-07 1.25e-06 8e-07 1e-06 9e-07 9.5e-07 9e-07 9e-07 9e-07 6.5e-07 1.05e-06 1.25e-06 1e-06 1.05e-06 1.1e-06 1e-06 8e-07 1.1e-06 9.5e-07 8.5e-07 9.5e-07 1.15e-06
19 8.5e-07 1.1e-06 1.15e-06 9e-07 1.2e-06 9.5e-07 9.5e-07 1.05e-06 9.5e-07 1.15e-06 7e-07 8.5e-07 9.5e-07 9.5e-07 9e-07 9e-07 1.05e-06 1.1e-06 9.5e-07 1.1e-06 1e-06 8.5e-07 9.5e-07 9e-07 8e-07 1e-06 9.5e-07 1.1e-06 1e-06 9.5e-07 1.3e-06 9.5e-07 8e-07 1.2e-06 7.5e-07 9e-07 8.5e-07 1.2e-06 1.1e-06 6.5e-07 7e-07 8e-07 6e-07 1.4e-06 1.25e-06 1.2e-06 1.05e-06 8.5e-07 1.05e-06 1.05e-06 1.05e-06 1.15e-06 9e-07 1.4e-06 9e-07 9e-07 7.5e-07 1.2e-06 1.25e-06 5.5e-07 1.1e-06 5.5e-07 8.5e-07 1.3e-06 1.05e-06 1.15e-06 1.1e-06 1.1e-06 1.1e-06 1.25e-06 9.5e-07 8.5e-07 1.4e-06 9e-07 1.05e-06 1.15e-06
20 1.1e-06 1e-06 1.15e-06 9.5e-07 1.1e-06 1e-06 1.3e-06 1.05e-06 1.1e-06 1.2e-06 1.3e-06 1.3e-06 1.3e-06 9e-07 9.5e-07 1.15e-06 1.05e-06 1.2e-06 9e-07 1e-06 1.4e-06 9.5e-07 1.3e-06 1e-06 1.35e-06 1.05e-06 1.2e-06 8.5e-07 1.25e-06 7.5e-07 1.4e-06 1.2e-06 1.35e-06 1.25e-06 1.05e-06 1.1e-06 1.1e-06 8.5e-07 1.3e-06 1.25e-06 1.25e-06 9.5e-07 7.5e-07 7e-07 1.05e-06 1.25e-06 8e-07 1.1e-06 9e-07 9e-07 1.2e-06 1.15e-06 1.25e-06 7.5e-07 1.05e-06 1.05e-06 8.5e-07 1.1e-06 1e-06 1e-06 9e-07 1.3e-06 1.2e-06 7e-07 1.1e-06 1.2e-06 1e-06 1.3e-06 1.1e-06 9.5e-07 9.5e-07 1e-06 1.05e-06 1.1e-06 1.05e-06 1.2e-06
21 8.5e-07 1e-06 9.5e-07 5.5e-07 1.1e-06 1.1e-06 9.5e-07 9e-07 9.5e-07 1.15e-06 1.05e-06 1.05e-06 1.2e-06 7.5e-07 9e-07 9e-07 9e-07 1.1e-06 8e-07 8.5e-07 9.5e-07 1.1e-06 1.2e-06 8e-07 1.05e-06 9e-07 9.5e-07 1e-06 1e-06 9e-07 1.3e-06 9.5e-07 1.05e-06 1e-06 1.05e-06 1.05e-06 8.5e-07 9.5e-07 9.5e-07 1e-06 9.5e-07 8.5e-07 7e-07 1.2e-06 1.15e-06 1e-06 8e-07 7.5e-07 1e-06 9.5e-07 1.1e-06 1e-06 1.15e-06 1.2e-06 8e-07 9e-07 6.5e-07 1.1e-06 1.15e-06 8.5e-07 1e-06 1.05e-06 1.1e-06 1.1e-06 1.05e-06 1.2e-06 1e-06 9.5e-07 1.1e-06 1.1e-06 9.5e-07 8.5e-07 1.3e-06 7.5e-07 9.5e-07 1.15e-06
22 1.25e-06 1.25e-06 1e-06 1.05e-06 1.25e-06 1e-06 1.3e-06 9.5e-07 1e-06 1.15e-06 8.5e-07 1.05e-06 9.5e-07 1.2e-06 9.5e-07 1.3e-06 9e-07 1e-06 1e-06 9.5e-07 1.3e-06 1.2e-06 1.4e-06 1.25e-06 1.05e-06 1e-06 1.35e-06 1.3e-06 1.4e-06 1.25e-06 1.45e-06 1.35e-06 1.05e-06 1.25e-06 8e-07 1e-06 1.25e-06 1.25e-06 1.35e-06 8e-07 9.5e-07 1.35e-06 1.25e-06 1.35e-06 1.05e-06 1.25e-06 1.15e-06 1.3e-06 1.35e-06 1.15e-06 1.1e-06 1e-06 8e-07 1.3e-06 1.05e-06 1.45e-06 1.15e-06 1.35e-06 1.2e-06 9.5e-07 1.3e-06 7e-07 7e-07 1.25e-06 1.05e-06 1.25e-06 1.35e-06 1.35e-06 1.4e-06 1.35e-06 1.05e-06 1.3e-06 1.25e-06 1.15e-06 1.25e-06 1.25e-06
23 7e-07 1.05e-06 1.1e-06 8.5e-07 1.25e-06 1.2e-06 9.5e-07 1e-06 9.5e-07 1e-06 1.15e-06 1.1e-06 1.3e-06 6.5e-07 7.5e-07 7.5e-07 1.05e-06 1.1e-06 9e-07 9e-07 1e-06 8e-07 1.25e-06 9e-07 1.1e-06 1e-06 8e-07 9.5e-07 8.5e-07 9.5e-07 1.25e-06 8.5e-07 1.1e-06 1.2e-06 1.05e-06 1.1e-06 7.5e-07 1.15e-06 1.1e-06 1.1e-06 1e-06 6e-07 7e-07 1.3e-06 1.15e-06 1.2e-06 9.5e-07 8.5e-07 1.05e-06 1e-06 9e-07 1.15e-06 1.2e-06 1.3e-06 9e-07 9e-07 8e-07 1.15e-06 1.25e-06 9e-07 8e-07 1.15e-06 1.15e-06 1.2e-06 9e-07 1.2e-06 7.5e-07 1.1e-06 1.25e-06 1.15e-06 9e-07 4.5e-07 1.35e-06 9e-07 9.5e-07 9e-07
24 7.5e-07 1e-06 1.3e-06 1e-06 1.1e-06 1.05e-06 5.5e-07 1.15e-06 9.5e-07 1.35e-06 7e-07 9e-07 1.15e-06 1.1e-06 1.1e-06 7.5e-07 1.2e-06 1.25e-06 1.1e-06 8e-07 1.35e-06 1.05e-06 1.05e-06 1.1e-06 1.1e-06 1.25e-06 9e-07 1.3e-06 9e-07 1.3e-06 1.2e-06 8e-07 5.5e-07 1.3e-06 8.5e-07 1e-06 8e-07 1.35e-06 1e-06 6.5e-07 5.5e-07 1.15e-06 1.1e-06 1.6e-06 1.45e-06 1.3e-06 1.2e-06 8e-07 1.4e-06 1.2e-06 1.15e-06 1.3e-06 1e-06 1.6e-06 1e-06 1.25e-06 1.05e-06 1.15e-06 1.2e-06 8e-07 1.3e-06 5.5e-07 9.5e-07 1.5e-06 1.25e-06 1.5e-06 1.3e-06 9e-07 1.3e-06 1.4e-06 1.1e-06 1.05e-06 1.6e-06 7.5e-07 1e-06 1.35e-06
25 1e-06 1.15e-06 1e-06 1.1e-06 1.2e-06 1.25e-06 1.15e-06 1e-06 8.5e-07 9.5e-07 1.25e-06 1.15e-06 1.1e-06 1.05e-06 7.5e-07 1.05e-06 9e-07 9.5e-07 1.05e-06 1e-06 1.05e-06 9e-07 1e-06 1e-06 1.25e-06 1.3e-06 1.1e-06 1.1e-06 1.15e-06 1e-06 1.35e-06 1.1e-06 1.25e-06 1.3e-06 1.1e-06 1.2e-06 1e-06 1.25e-06 1.3e-06 1.2e-06 1.15e-06 9.5e-07 8e-07 1.3e-06 9.5e-07 1.3e-06 1.1e-06 9e-07 1.1e-06 1.1e-06 1e-06 1e-06 1.05e-06 1.25e-06 1.15e-06 1e-06 9.5e-07 1.25e-06 1.15e-06 1e-06 1.1e-06 1.25e-06 9.5e-07 1.2e-06 8.5e-07 1e-06 1.1e-06 1.3e-06 1.25e-06 1.15e-06 9.5e-07 9.5e-07 1.2e-06 1.1e-06 1.1e-06 1.05e-06
