 slim_762395829 slim_762395831 slim_762395793 slim_762395808 slim_762395794 slim_762395798 slim_762395801 slim_762395807 slim_762395810 slim_762395821 slim_762395805 slim_762395806 slim_762395828 slim_762395800 slim_762395792 slim_762395796 slim_762395830 slim_762395795 slim_762395819 slim_762395803 slim_762395799 slim_762395811 slim_762395825 slim_762395816 slim_762395835 slim_762395815 slim_762395820 slim_762395813 slim_762395809 slim_762395817 slim_762395814 slim_762395838 slim_762395826 slim_762395833 slim_762395802 slim_762395818 slim_762395834 slim_762395836 slim_762395823 slim_762395812 slim_762395827 slim_762395822 slim_762395832 slim_762395824 slim_762395837 slim_762395804 slim_762395797
10 1.7e-06 2.1e-06 1.95e-06 1.6e-06 1.8e-06 1.15e-06 1.5e-06 1.75e-06 2.15e-06 1.95e-06 2.3e-06 1.3e-06 1.8e-06 1.95e-06 1.5e-06 1.55e-06 1.8e-06 1.8e-06 1.35e-06 1.6e-06 1.45e-06 1.9e-06 1.8e-06 1.8e-06 2.05e-06 1.75e-06 1.4e-06 1.6e-06 1.5e-06 1.8e-06 1.25e-06 1.8e-06 1.9e-06 1.65e-06 1.65e-06 1.2e-06 1.45e-06 1.85e-06 1.95e-06 1.9e-06 1.95e-06 1.65e-06 1.6e-06 1.6e-06 2e-06 1.45e-06 1.9e-06
11 1.7e-06 2e-06 1.85e-06 1.45e-06 1.8e-06 1.25e-06 1.5e-06 1.8e-06 2.05e-06 1.9e-06 1.3e-06 2.2e-06 1.75e-06 1.95e-06 1.55e-06 1.6e-06 1.65e-06 1.8e-06 1.25e-06 1.55e-06 1.55e-06 1.85e-06 1.75e-06 1.8e-06 2.05e-06 1.8e-06 1.4e-06 1.65e-06 1.45e-06 1.8e-06 1.25e-06 1.55e-06 1.85e-06 1.65e-06 1.7e-06 1.3e-06 1.45e-06 1.9e-06 1.85e-06 1.9e-06 1.9e-06 1.65e-06 1.6e-06 1.65e-06 2e-06 1.5e-06 1.9e-06
12 8.5e-07 1.35e-06 1e-06 1.4e-06 1.25e-06 1.4e-06 1.35e-06 1.15e-06 1.4e-06 1.2e-06 1.8e-06 1.75e-06 1.6e-06 1.35e-06 1.3e-06 1.25e-06 1.1e-06 1.25e-06 1.45e-06 1.7e-06 1.1e-06 1.2e-06 1.3e-06 1e-06 1.6e-06 1.1e-06 1.45e-06 1.4e-06 1.6e-06 1.4e-06 1.3e-06 1.3e-06 1.15e-06 1.2e-06 1.35e-06 1.8e-06 1.75e-06 1.45e-06 1.1e-06 1.3e-06 1.2e-06 1.3e-06 1.35e-06 1.3e-06 1.4e-06 1.8e-06 1.15e-06
13 1.35e-06 1.4e-06 1.2e-06 1.6e-06 1e-06 1.55e-06 1.45e-06 1.5e-06 1.45e-06 1.1e-06 1.95e-06 1.95e-06 1.35e-06 2e-06 1.2e-06 1.3e-06 1.5e-06 1e-06 1.6e-06 1.7e-06 1.5e-06 1.1e-06 1.25e-06 1.25e-06 1.45e-06 1.2e-06 1.8e-06 1.3e-06 1.6e-06 1.3e-06 1.45e-06 1.55e-06 1.05e-06 1.3e-06 1.4e-06 1.95e-06 1.7e-06 1.3e-06 1.35e-06 1.05e-06 1.1e-06 1.35e-06 1.35e-06 1.35e-06 1.15e-06 1.75e-06 1.45e-06
14 1.15e-06 1.9e-06 1.75e-06 1.25e-06 7.5e-07 1.1e-06 1.15e-06 1.25e-06 1.95e-06 1.75e-06 1.5e-06 1.55e-06 1.3e-06 1.2e-06 1.1e-06 1.2e-06 1.4e-06 7.5e-07 1.15e-06 2e-06 8e-07 1.4e-06 1.25e-06 1.3e-06 1.65e-06 7e-07 1.5e-06 6.5e-07 1.9e-06 8e-07 7e-07 1.45e-06 1.7e-06 9e-07 1.3e-06 1.5e-06 1.4e-06 1.1e-06 1.5e-06 1.15e-06 1.75e-06 1.25e-06 1.1e-06 1.25e-06 1.25e-06 1.45e-06 1.25e-06
15 1.25e-06 1.25e-06 1e-06 1.25e-06 1.4e-06 1.15e-06 1.15e-06 1.4e-06 1.3e-06 8.5e-07 1.55e-06 1.6e-06 1.25e-06 1.3e-06 1.2e-06 1.7e-06 1.4e-06 1.4e-06 1.25e-06 1.55e-06 1.15e-06 1.1e-06 1.1e-06 1.1e-06 1.45e-06 1.45e-06 1.7e-06 1.3e-06 1.45e-06 1.5e-06 9.5e-07 1.2e-06 8.5e-07 1.25e-06 1e-06 1.55e-06 1.75e-06 1.5e-06 1.2e-06 1.2e-06 9.5e-07 9.5e-07 1.05e-06 9e-07 1.35e-06 1.8e-06 1.4e-06
16 1.1e-06 1.35e-06 1.25e-06 1.15e-06 1.35e-06 1.4e-06 1.2e-06 1.1e-06 1.4e-06 1.4e-06 1.8e-06 1.65e-06 1.1e-06 1.5e-06 1.4e-06 1.4e-06 1.6e-06 1.35e-06 1.45e-06 1.75e-06 1.3e-06 1.35e-06 1.45e-06 1.25e-06 1.45e-06 1.3e-06 1.55e-06 1.5e-06 1.65e-06 1.45e-06 1.35e-06 1.35e-06 1.35e-06 1.4e-06 1.5e-06 1.8e-06 1.75e-06 1.3e-06 1.2e-06 1.45e-06 1.4e-06 1.45e-06 1.45e-06 1.45e-06 1.55e-06 1.8e-06 1.35e-06
17 1.1e-06 1.75e-06 1.55e-06 1.55e-06 3.5e-07 1.4e-06 1.45e-06 1.35e-06 1.8e-06 1.55e-06 1.8e-06 1.8e-06 1.25e-06 1e-06 7.5e-07 1.4e-06 1.35e-06 7e-07 1.45e-06 1.9e-06 1.15e-06 1e-06 1.2e-06 1.25e-06 1.75e-06 6.5e-07 1.55e-06 8.5e-07 1.8e-06 7.5e-07 1.25e-06 1.6e-06 1.5e-06 1.15e-06 1.5e-06 1.8e-06 1.45e-06 1.05e-06 1.35e-06 9.5e-07 1.55e-06 1.45e-06 1.45e-06 1.45e-06 1.05e-06 1.5e-06 1.3e-06
18 1.35e-06 1.75e-06 1.6e-06 1.15e-06 1.45e-06 1.1e-06 1.15e-06 1.4e-06 1.8e-06 1.6e-06 1.35e-06 1.25e-06 1.45e-06 1.6e-06 1.15e-06 1.25e-06 1.45e-06 1.45e-06 1.6e-06 1.65e-06 1.15e-06 1.55e-06 1.4e-06 1.45e-06 1.7e-06 1.4e-06 1.45e-06 1.25e-06 1.55e-06 1.45e-06 9e-07 1.35e-06 1.55e-06 1.25e-06 1.35e-06 1.35e-06 1.5e-06 1.5e-06 1.6e-06 1.55e-06 1.6e-06 1.3e-06 1.25e-06 1.3e-06 1.65e-06 1.55e-06 1.55e-06
19 1.7e-06 1.45e-06 1.25e-06 1.8e-06 1.9e-06 1.55e-06 1.7e-06 1.85e-06 1.5e-06 1.15e-06 1.6e-06 1.55e-06 1.7e-06 1.7e-06 2e-06 1.55e-06 1.75e-06 1.9e-06 1.65e-06 2.1e-06 2.05e-06 1.45e-06 1.65e-06 1.6e-06 1.7e-06 2.1e-06 1.55e-06 2.1e-06 1.05e-06 2.15e-06 1.9e-06 1.75e-06 1.1e-06 1.9e-06 1.6e-06 1.6e-06 1.6e-06 1.9e-06 1.65e-06 1.65e-06 1.05e-06 1.6e-06 1.7e-06 1.6e-06 1.7e-06 1.65e-06 1.95e-06
20 9e-07 1.95e-06 1.75e-06 1.25e-06 1.15e-06 1.05e-06 1.15e-06 1.1e-06 2e-06 1.8e-06 1.45e-06 1.55e-06 1.1e-06 1.5e-06 8e-07 1.15e-06 1.3e-06 1.15e-06 1.15e-06 2.05e-06 1e-06 1.55e-06 1.35e-06 1.15e-06 1.85e-06 8e-07 1.35e-06 9e-07 1.95e-06 1.05e-06 6.5e-07 1.45e-06 1.75e-06 1e-06 1.2e-06 1.4e-06 1.6e-06 1.4e-06 1.4e-06 1.45e-06 1.8e-06 1.25e-06 1.15e-06 1.15e-06 1.55e-06 1.65e-06 1.05e-06
21 1.2e-06 1.1e-06 8e-07 1.55e-06 1e-06 1.5e-06 1.45e-06 1.5e-06 1.15e-06 6.5e-07 1.9e-06 1.85e-06 1.2e-06 1.1e-06 1.4e-06 1.1e-06 1.35e-06 1e-06 1.55e-06 1.45e-06 1.55e-06 1.3e-06 1.05e-06 1.05e-06 1.55e-06 1.4e-06 1.75e-06 1.5e-06 1.35e-06 1.45e-06 1.5e-06 1.35e-06 6.5e-07 1.5e-06 1.25e-06 1.9e-06 1.8e-06 1.45e-06 1.05e-06 1e-06 7.5e-07 1.15e-06 1.4e-06 1.15e-06 1.15e-06 1.85e-06 1.45e-06
22 1.3e-06 1.35e-06 1.1e-06 1.4e-06 1.2e-06 1.4e-06 1.35e-06 1.45e-06 1.4e-06 9.5e-07 1.8e-06 1.75e-06 1.3e-06 1.25e-06 1.25e-06 1.1e-06 1.45e-06 1.2e-06 1.4e-06 1.65e-06 1.35e-06 1.05e-06 1.9e-06 1.15e-06 1.55e-06 1.35e-06 1.75e-06 1.35e-06 1.55e-06 1.45e-06 1.25e-06 1.35e-06 9.5e-07 1.3e-06 1.25e-06 1.8e-06 1.85e-06 1.45e-06 1.25e-06 1.15e-06 1.05e-06 1.15e-06 1.25e-06 1.15e-06 1.3e-06 1.9e-06 1.4e-06
23 9.5e-07 1.3e-06 1e-06 1.45e-06 1.25e-06 1.4e-06 1.35e-06 1.2e-06 1.35e-06 9e-07 1.8e-06 1.8e-06 1e-06 1.25e-06 1.3e-06 1.1e-06 1.25e-06 1.25e-06 1.45e-06 1.6e-06 1.15e-06 1.05e-06 1.15e-06 1.8e-06 1.5e-06 1.15e-06 1.5e-06 1.4e-06 1.5e-06 1.4e-06 1.3e-06 1.4e-06 9e-07 1.25e-06 1.25e-06 1.8e-06 1.75e-06 1.45e-06 1.05e-06 1.15e-06 1e-06 1.15e-06 1.25e-06 1.15e-06 1.3e-06 1.8e-06 1.1e-06
24 1.7e-06 1.3e-06 1.25e-06 1.4e-06 1.75e-06 1.65e-06 1.3e-06 1.4e-06 1.35e-06 1.15e-06 2.05e-06 2.05e-06 1.6e-06 1.45e-06 1.65e-06 1.45e-06 1.45e-06 1.75e-06 1.7e-06 1.7e-06 1.85e-06 1.55e-06 1.55e-06 1.5e-06 1.7e-06 1.75e-06 2e-06 1.75e-06 1.6e-06 1.85e-06 1.75e-06 1.7e-06 1.1e-06 1.5e-06 1.55e-06 2.05e-06 1.9e-06 1.3e-06 1.65e-06 1.4e-06 1.15e-06 1.5e-06 1.35e-06 1.5e-06 1.5e-06 1.95e-06 1.7e-06
25 9e-07 2e-06 1.8e-06 1.5e-06 6.5e-07 1.35e-06 1.4e-06 1.1e-06 2.05e-06 1.85e-06 1.75e-06 1.8e-06 1.1e-06 1.2e-06 7e-07 1.45e-06 1.3e-06 6.5e-07 1.4e-06 2.1e-06 8e-07 1.4e-06 1.35e-06 1.15e-06 1.75e-06 9e-07 1.35e-06 8e-07 2e-06 7.5e-07 1.1e-06 1.7e-06 1.8e-06 9.5e-07 1.55e-06 1.75e-06 1.45e-06 1.1e-06 1.4e-06 1.15e-06 1.85e-06 1.5e-06 1.35e-06 1.5e-06 1.25e-06 1.5e-06 1e-06
26 1.3e-06 2.05e-06 1.85e-06 1.7e-06 1.55e-06 1.35e-06 1.6e-06 1.45e-06 2.1e-06 1.9e-06 1.4e-06 1.4e-06 1.45e-06 1.8e-06 1.5e-06 1.7e-06 1.55e-06 1.55e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 1.75e-06 1.5e-06 2e-06 1.35e-06 2.2e-06 1.6e-06 1.45e-06 1.6e-06 1.5e-06 1.9e-06 1.85e-06 1.55e-06 1.8e-06 1.4e-06 1.35e-06 1.7e-06 1.7e-06 1.75e-06 1.9e-06 1.75e-06 1.7e-06 1.75e-06 1.85e-06 1.4e-06 1.5e-06
27 1.25e-06 2e-06 1.85e-06 1.35e-06 8.5e-07 1.2e-06 1.25e-06 1.35e-06 2.05e-06 1.85e-06 1.6e-06 1.65e-06 1.4e-06 1.3e-06 6.5e-07 1.3e-06 1.5e-06 8.5e-07 1.25e-06 2.1e-06 9e-07 1.5e-06 1.35e-06 1.4e-06 1.75e-06 8e-07 1.6e-06 1.3e-06 2e-06 9e-07 8e-07 1.55e-06 1.8e-06 1e-06 1.4e-06 1.6e-06 1.5e-06 1.2e-06 1.6e-06 1.25e-06 1.85e-06 1.35e-06 1.2e-06 1.35e-06 1.25e-06 1.55e-06 1.35e-06
28 1.65e-06 1.35e-06 1.15e-06 1.7e-06 1.8e-06 1.45e-06 1.6e-06 1.75e-06 1.4e-06 1.05e-06 1.5e-06 1.45e-06 1.6e-06 1.6e-06 1.9e-06 1.45e-06 1.65e-06 1.8e-06 1.55e-06 1.05e-06 1.95e-06 1.35e-06 1.55e-06 1.5e-06 1.6e-06 2e-06 1.45e-06 2e-06 1.9e-06 2.05e-06 1.8e-06 1.65e-06 1e-06 1.8e-06 1.55e-06 1.5e-06 1.5e-06 1.8e-06 1.55e-06 1.55e-06 1.05e-06 1.5e-06 1.6e-06 1.5e-06 1.65e-06 1.55e-06 1.85e-06
29 1.25e-06 2.05e-06 1.9e-06 1.55e-06 7.5e-07 1.4e-06 1.45e-06 1.4e-06 2.1e-06 1.9e-06 1.8e-06 1.8e-06 1.4e-06 1.3e-06 8e-07 1.5e-06 1.45e-06 7.5e-07 1.45e-06 2.15e-06 1.05e-06 1.45e-06 1.45e-06 1.4e-06 1.85e-06 7.5e-07 1.6e-06 9e-07 2.05e-06 1.2e-06 1.1e-06 1.7e-06 1.85e-06 1.05e-06 1.6e-06 1.8e-06 1.45e-06 1.25e-06 1.55e-06 1.25e-06 1.9e-06 1.55e-06 1.4e-06 1.55e-06 1.35e-06 1.5e-06 1.15e-06
30 1.15e-06 1.8e-06 1.65e-06 1e-06 1.25e-06 8.5e-07 9e-07 1.3e-06 1.85e-06 1.65e-06 1.25e-06 1.25e-06 1.3e-06 1.45e-06 7e-07 9.5e-07 1.35e-06 1.25e-06 9e-07 1.9e-06 6.5e-07 1.5e-06 1.25e-06 1.3e-06 1.75e-06 1.1e-06 1.5e-06 8e-07 1.8e-06 1.1e-06 3e-07 1.15e-06 1.6e-06 1e-06 1.05e-06 1.25e-06 1.55e-06 1.45e-06 1.45e-06 1.45e-06 1.65e-06 1e-06 9e-07 1e-06 1.55e-06 1.6e-06 1.3e-06
31 1.45e-06 1.2e-06 1.1e-06 1.25e-06 1.6e-06 1.4e-06 1.35e-06 1.65e-06 1.25e-06 1.2e-06 1.8e-06 1.55e-06 1.3e-06 1.55e-06 1.45e-06 1.2e-06 1.35e-06 1.6e-06 1.35e-06 1.75e-06 1.45e-06 1.35e-06 1.35e-06 1.4e-06 1.7e-06 1.7e-06 1.9e-06 1.55e-06 1.65e-06 1.7e-06 1.15e-06 1.8e-06 1.15e-06 1.45e-06 1.3e-06 1.8e-06 1.95e-06 1.75e-06 1.35e-06 1.5e-06 1.2e-06 1.25e-06 1.3e-06 1.25e-06 1.6e-06 2e-06 1.65e-06
32 1.3e-06 6e-07 3e-07 1.45e-06 1.5e-06 1.5e-06 1.35e-06 1.5e-06 6.5e-07 5e-08 1.9e-06 1.85e-06 1.15e-06 1.05e-06 1.7e-06 8.5e-07 1.35e-06 1.5e-06 1.55e-06 1.1e-06 1.75e-06 6.5e-07 9.5e-07 9e-07 1.1e-06 1.8e-06 1.85e-06 1.8e-06 1e-06 1.85e-06 1.6e-06 1.15e-06 1e-07 1.5e-06 1e-06 1.9e-06 1.9e-06 1.55e-06 9e-07 9.5e-07 1.5e-07 9e-07 1.15e-06 9e-07 1.1e-06 1.95e-06 1.45e-06
33 1.2e-06 1.75e-06 1.5e-06 1.3e-06 1.15e-06 1.25e-06 1.25e-06 1.25e-06 1.8e-06 1.55e-06 1.65e-06 1.65e-06 1.2e-06 1.3e-06 9e-07 1.25e-06 1.4e-06 1.15e-06 1.25e-06 1.9e-06 1e-06 1.5e-06 1.3e-06 1.25e-06 1.5e-06 9.5e-07 1.55e-06 1e-06 1.8e-06 1.05e-06 1e-06 1.45e-06 1.5e-06 1.5e-06 1.35e-06 1.65e-06 1.45e-06 1.25e-06 1.45e-06 1.25e-06 1.55e-06 1.3e-06 1.15e-06 1.3e-06 1.35e-06 1.5e-06 1.2e-06
34 1.3e-06 1.35e-06 1.15e-06 1.35e-06 1.5e-06 1.25e-06 1.25e-06 1.5e-06 1.4e-06 1.05e-06 1.65e-06 1.7e-06 1.35e-06 1.4e-06 1.3e-06 1e-06 1.5e-06 1.5e-06 1.35e-06 1.6e-06 1.2e-06 1.25e-06 1.25e-06 1.25e-06 1.55e-06 1.55e-06 1.8e-06 1.4e-06 1.55e-06 1.6e-06 1.05e-06 1.3e-06 1e-06 1.35e-06 1.9e-06 1.6e-06 1.85e-06 1.6e-06 1.35e-06 1.35e-06 9.5e-07 1.1e-06 1.15e-06 1e-06 1.4e-06 1.9e-06 1.5e-06
35 1.7e-06 2.1e-06 1.95e-06 1.6e-06 1.8e-06 1.15e-06 1.5e-06 1.75e-06 2.15e-06 1.95e-06 1.2e-06 1.3e-06 1.8e-06 1.95e-06 1.5e-06 1.55e-06 1.8e-06 1.8e-06 1.35e-06 1.6e-06 1.4e-06 1.9e-06 1.8e-06 1.8e-06 2.05e-06 1.75e-06 1.4e-06 1.6e-06 1.5e-06 1.8e-06 1.25e-06 1.8e-06 1.9e-06 1.65e-06 1.6e-06 2.3e-06 1.45e-06 1.85e-06 1.95e-06 1.9e-06 1.95e-06 1.65e-06 1.6e-06 1.55e-06 2e-06 1.45e-06 1.9e-06
36 1.65e-06 2.1e-06 1.95e-06 1.75e-06 1.45e-06 1.4e-06 1.65e-06 1.7e-06 2.15e-06 1.95e-06 1.45e-06 1.45e-06 1.75e-06 1.7e-06 1.4e-06 1.75e-06 1.75e-06 1.45e-06 1.5e-06 1.6e-06 1.6e-06 1.8e-06 1.85e-06 1.75e-06 1.9e-06 1.45e-06 1.35e-06 1.5e-06 1.5e-06 1.45e-06 1.55e-06 1.95e-06 1.9e-06 1.45e-06 1.85e-06 1.45e-06 2.3e-06 1.6e-06 1.9e-06 1.65e-06 1.95e-06 1.8e-06 1.7e-06 1.8e-06 1.75e-06 1.2e-06 1.8e-06
37 1.4e-06 1.65e-06 1.6e-06 1.3e-06 1.05e-06 1.45e-06 1.25e-06 1.15e-06 1.7e-06 1.6e-06 1.85e-06 1.9e-06 1.45e-06 1.3e-06 1.1e-06 1.5e-06 1.3e-06 1.05e-06 1.5e-06 1.9e-06 1.4e-06 1.45e-06 1.45e-06 1.45e-06 1.3e-06 1.1e-06 1.7e-06 1.2e-06 1.8e-06 1.25e-06 1.45e-06 1.75e-06 1.55e-06 1.25e-06 1.6e-06 1.85e-06 1.6e-06 1.8e-06 1.65e-06 1.25e-06 1.6e-06 1.55e-06 1.45e-06 1.55e-06 1.35e-06 1.65e-06 1.55e-06
38 1.1e-06 1.25e-06 9.5e-07 1.55e-06 1.35e-06 1.55e-06 1.5e-06 1.45e-06 1.3e-06 9e-07 1.95e-06 1.85e-06 1.1e-06 1.35e-06 1.5e-06 1.2e-06 1.2e-06 1.35e-06 1.6e-06 1.65e-06 1.4e-06 1.05e-06 1.25e-06 1.05e-06 1.65e-06 1.4e-06 1.7e-06 1.6e-06 1.55e-06 1.55e-06 1.45e-06 1.35e-06 9e-07 1.45e-06 1.35e-06 1.95e-06 1.9e-06 1.65e-06 1.8e-06 1.25e-06 1e-06 1.25e-06 1.4e-06 1.25e-06 1.4e-06 1.95e-06 1.3e-06
39 1.3e-06 1.35e-06 1.1e-06 1.55e-06 9.5e-07 1.5e-06 1.45e-06 1.45e-06 1.4e-06 9.5e-07 1.9e-06 1.9e-06 1.3e-06 1.05e-06 1.15e-06 1.2e-06 1.45e-06 9.5e-07 1.55e-06 1.65e-06 1.45e-06 1e-06 1.15e-06 1.15e-06 1.4e-06 1.15e-06 1.75e-06 1.25e-06 1.55e-06 1.25e-06 1.45e-06 1.5e-06 9.5e-07 1.25e-06 1.35e-06 1.9e-06 1.65e-06 1.25e-06 1.25e-06 1.9e-06 1.05e-06 1.25e-06 1.3e-06 1.25e-06 1.1e-06 1.7e-06 1.4e-06
40 1.25e-06 6.5e-07 4e-07 1.5e-06 1.55e-06 1.55e-06 1.4e-06 1.55e-06 7e-07 2e-07 1.95e-06 1.9e-06 1.2e-06 1.1e-06 1.75e-06 9.5e-07 1.4e-06 1.55e-06 1.6e-06 1.05e-06 1.8e-06 7.5e-07 1.05e-06 1e-06 1.15e-06 1.85e-06 1.9e-06 1.85e-06 1.05e-06 1.9e-06 1.65e-06 1.2e-06 1.5e-07 1.55e-06 9.5e-07 1.95e-06 1.95e-06 1.6e-06 1e-06 1.05e-06 0.0 1e-06 1.2e-06 1e-06 1.05e-06 2e-06 1.5e-06
