 slim_762113645 slim_762113688 slim_762113677 slim_762113663 slim_762113670 slim_762113668 slim_762113697 slim_762113692 slim_762113644 slim_762113695 slim_762113647 slim_762113676 slim_762113682 slim_762113657 slim_762113661 slim_762113643 slim_762113686 slim_762113652 slim_762113671 slim_762113662 slim_762113642 slim_762113673 slim_762113689 slim_762113665 slim_762113666 slim_762113654 slim_762113650 slim_762113648 slim_762113678 slim_762113659 slim_762113667 slim_762113680 slim_762113653 slim_762113646 slim_762113685 slim_762113664 slim_762113693 slim_762113681 slim_762113690 slim_762113656 slim_762113683 slim_762113687 slim_762113672 slim_762113691 slim_762113658 slim_762113651 slim_762113649 slim_762113696 slim_762113684 slim_762113674 slim_762113679 slim_762113660 slim_762113669 slim_762113694 slim_762113655 slim_762113675
10 1.5e-06 2.2e-06 2.05e-06 1.65e-06 1.7e-06 1.7e-06 1.85e-06 1.75e-06 1.9e-06 1.9e-06 2.6e-06 1.85e-06 1.65e-06 2e-06 1.95e-06 1.95e-06 1.65e-06 2.3e-06 1.85e-06 1.95e-06 1.6e-06 2.1e-06 2e-06 1.7e-06 1.6e-06 1.65e-06 1.75e-06 2.1e-06 2.1e-06 1.85e-06 1.9e-06 2.55e-06 2.25e-06 1.9e-06 1.8e-06 1.7e-06 2.05e-06 1.75e-06 1.95e-06 2.05e-06 1.75e-06 1.6e-06 1.9e-06 2.3e-06 1.9e-06 2.6e-06 1.9e-06 2.1e-06 1.85e-06 1.75e-06 2.3e-06 1.65e-06 1.8e-06 1.75e-06 1.95e-06 1.65e-06
11 2.15e-06 1.95e-06 2.25e-06 1.85e-06 1.95e-06 1.55e-06 1.75e-06 1.7e-06 2.2e-06 2.05e-06 1.85e-06 2e-06 1.5e-06 1.95e-06 1.55e-06 2.2e-06 1.8e-06 2.45e-06 2.15e-06 1.55e-06 1.6e-06 1.6e-06 1.6e-06 2.1e-06 2.1e-06 1.9e-06 1.75e-06 2.25e-06 2.15e-06 1.65e-06 1.9e-06 2.05e-06 2.2e-06 2.15e-06 1.6e-06 1.35e-06 2.15e-06 1.2e-06 2.15e-06 2.35e-06 1.15e-06 2e-06 2.05e-06 1.9e-06 2.5e-06 2.25e-06 2.05e-06 2e-06 1.9e-06 2.25e-06 1.85e-06 1.65e-06 1.75e-06 1.5e-06 1.35e-06 1.95e-06
12 1.5e-06 1.7e-06 1.65e-06 1.95e-06 1.55e-06 1.6e-06 1.55e-06 1.3e-06 1.45e-06 1.4e-06 1.65e-06 1.5e-06 2.2e-06 2e-06 2e-06 1.4e-06 1.55e-06 2.05e-06 1.4e-06 2e-06 1.5e-06 1.6e-06 1.65e-06 1.45e-06 1.5e-06 1.5e-06 1.7e-06 2.1e-06 1.65e-06 1.35e-06 1.45e-06 2.05e-06 2.2e-06 1.35e-06 1.3e-06 1.15e-06 1.6e-06 1.25e-06 1.45e-06 1.85e-06 1.25e-06 1.75e-06 1.75e-06 1.9e-06 2.3e-06 2.1e-06 1.7e-06 1.75e-06 1.45e-06 1.75e-06 1.85e-06 1.4e-06 1.35e-06 1.25e-06 1.45e-06 1.2e-06
13 2.15e-06 2.25e-06 1.9e-06 1.45e-06 1.75e-06 1.8e-06 2.15e-06 2.2e-06 2.25e-06 2.15e-06 2e-06 1.95e-06 2e-06 2.8e-06 1.75e-06 2.25e-06 1.65e-06 2.2e-06 2.15e-06 1.75e-06 1.95e-06 1.95e-06 2.1e-06 1.9e-06 1.75e-06 2.1e-06 2.3e-06 2.35e-06 2e-06 2.2e-06 2.25e-06 2.15e-06 2.5e-06 2.2e-06 2.15e-06 2.1e-06 1.85e-06 2.2e-06 2.25e-06 1.9e-06 2.15e-06 1.7e-06 2e-06 2.35e-06 2.6e-06 2.45e-06 2e-06 1.95e-06 2.15e-06 2.3e-06 2.15e-06 2.05e-06 2.25e-06 2.05e-06 2.1e-06 2e-06
14 2.4e-06 2.4e-06 2.55e-06 1.15e-06 1.75e-06 1.5e-06 1.85e-06 2.2e-06 2.45e-06 2.25e-06 1.95e-06 1.55e-06 2e-06 1.75e-06 2.2e-06 2.45e-06 1.55e-06 2.85e-06 2.45e-06 1.1e-06 1.65e-06 2.3e-06 1.8e-06 2.2e-06 2.05e-06 2.25e-06 2.1e-06 2.4e-06 2.65e-06 2.1e-06 2.35e-06 2.75e-06 2.55e-06 2.4e-06 2.05e-06 2.1e-06 2.5e-06 1.9e-06 2.35e-06 2.55e-06 1.85e-06 1.7e-06 2.25e-06 2.3e-06 2.5e-06 2.9e-06 2.25e-06 2.2e-06 2.05e-06 2.4e-06 2.35e-06 2.05e-06 2.25e-06 1.95e-06 2.05e-06 2.3e-06
15 1.15e-06 1.3e-06 1.1e-06 2.6e-06 1.55e-06 2.45e-06 1.7e-06 1.55e-06 5.5e-07 5.5e-07 1.95e-06 2.2e-06 1.4e-06 2.25e-06 2.45e-06 9e-07 1.6e-06 1.9e-06 8e-07 2.45e-06 1.75e-06 2.35e-06 1.6e-06 9.5e-07 1.05e-06 1.6e-06 2.4e-06 1.95e-06 1.4e-06 1.4e-06 1.4e-06 2.25e-06 2.4e-06 4.5e-07 1.45e-06 1.85e-06 1.15e-06 2.45e-06 4.5e-07 1.4e-06 2.5e-06 1.85e-06 1.35e-06 2.2e-06 2.45e-06 2.45e-06 1.25e-06 1.45e-06 1.15e-06 1.5e-06 1.75e-06 1.8e-06 1.6e-06 1.6e-06 2.15e-06 6.5e-07
16 1.75e-06 1.95e-06 1.85e-06 1.1e-06 1.3e-06 1.4e-06 1.5e-06 1.7e-06 1.6e-06 1.35e-06 1.65e-06 1.8e-06 1.55e-06 1.65e-06 1.55e-06 1.6e-06 2.1e-06 2.35e-06 1.7e-06 1.55e-06 1.4e-06 2.15e-06 1.7e-06 1.5e-06 1.4e-06 1.8e-06 1.9e-06 2.05e-06 2.05e-06 1.65e-06 1.8e-06 2.55e-06 2.35e-06 1.55e-06 1.6e-06 1.8e-06 1.85e-06 1.8e-06 1.5e-06 1.95e-06 1.8e-06 1.35e-06 1.8e-06 2.1e-06 2.15e-06 2.6e-06 1.75e-06 1.8e-06 1.45e-06 1.8e-06 2.1e-06 1.7e-06 1.75e-06 1.45e-06 1.95e-06 1.5e-06
17 1.9e-06 1.85e-06 1.5e-06 3e-06 2.3e-06 2.75e-06 2.7e-06 2e-06 1.85e-06 1.95e-06 2.3e-06 2.45e-06 2.05e-06 2.2e-06 2.85e-06 1.9e-06 2.35e-06 2.5e-06 1.55e-06 2.85e-06 2.45e-06 1.95e-06 2.5e-06 1.5e-06 1.65e-06 2.05e-06 2.95e-06 2.65e-06 1.35e-06 2.35e-06 2.1e-06 1.5e-06 2.6e-06 1.85e-06 2.3e-06 2e-06 1.55e-06 2.55e-06 2e-06 1.4e-06 2.7e-06 2.1e-06 1.45e-06 2.45e-06 3.35e-06 2e-06 1.55e-06 1.8e-06 2.4e-06 2.4e-06 1.8e-06 1.95e-06 2.05e-06 2.25e-06 2.05e-06 1.55e-06
18 1e-06 1.4e-06 9.5e-07 2.65e-06 1.55e-06 2.45e-06 1.85e-06 1.45e-06 8e-07 9.5e-07 1.85e-06 2.15e-06 1.4e-06 2.15e-06 2.45e-06 8e-07 1.7e-06 1.55e-06 8e-07 2.45e-06 1.9e-06 2.2e-06 1.75e-06 7.5e-07 9e-07 1.5e-06 2.6e-06 2.1e-06 1.15e-06 1.75e-06 1.5e-06 1.9e-06 2.4e-06 7.5e-07 1.7e-06 1.75e-06 1.05e-06 2.45e-06 9.5e-07 1.2e-06 2.55e-06 1.75e-06 1.05e-06 2.1e-06 2.8e-06 2.4e-06 1.1e-06 1.25e-06 1.45e-06 1.6e-06 1.6e-06 1.7e-06 1.5e-06 1.7e-06 2.05e-06 5.5e-07
19 2.4e-06 2.4e-06 2.55e-06 1.15e-06 1.75e-06 1.5e-06 1.85e-06 2.2e-06 2.45e-06 2.25e-06 1.95e-06 1.55e-06 2e-06 1.75e-06 1.1e-06 2.45e-06 1.55e-06 2.85e-06 2.45e-06 2.2e-06 1.65e-06 2.3e-06 1.8e-06 2.2e-06 2.05e-06 2.25e-06 2.1e-06 2.4e-06 2.65e-06 2.1e-06 2.35e-06 2.75e-06 2.55e-06 2.4e-06 2.05e-06 2.1e-06 2.5e-06 1.9e-06 2.35e-06 2.55e-06 1.85e-06 1.7e-06 2.25e-06 2.3e-06 2.5e-06 2.9e-06 2.25e-06 2.2e-06 2.05e-06 2.4e-06 2.35e-06 2.05e-06 2.25e-06 1.95e-06 2.05e-06 2.3e-06
20 2.05e-06 2.15e-06 2e-06 1.5e-06 1.6e-06 1.4e-06 9e-07 1.6e-06 1.75e-06 1.55e-06 1.6e-06 1.6e-06 1.5e-06 1.95e-06 1.65e-06 1.75e-06 1.4e-06 2.45e-06 1.9e-06 1.65e-06 1.5e-06 2.1e-06 1.65e-06 1.85e-06 1.85e-06 1.9e-06 1.9e-06 2.25e-06 2.2e-06 1.55e-06 1.9e-06 2.7e-06 2.6e-06 1.7e-06 1.55e-06 1.8e-06 2.05e-06 1.45e-06 1.65e-06 2.05e-06 1.5e-06 1.6e-06 1.9e-06 1.95e-06 2.45e-06 2.65e-06 1.85e-06 2.15e-06 1.3e-06 2.05e-06 2.25e-06 1.6e-06 1.65e-06 1.45e-06 1.85e-06 1.75e-06
21 2.2e-06 1.9e-06 2e-06 2.35e-06 2.25e-06 1.9e-06 2.25e-06 1.8e-06 2.35e-06 2.25e-06 2.1e-06 1.6e-06 1.6e-06 1.95e-06 2.3e-06 2.35e-06 2.15e-06 1.95e-06 2.2e-06 2.3e-06 2.1e-06 2.2e-06 2.2e-06 2.2e-06 2.2e-06 1.9e-06 1.85e-06 2.4e-06 1.65e-06 1.8e-06 1.9e-06 1.35e-06 2.1e-06 2.3e-06 1.75e-06 1.25e-06 1.85e-06 1.3e-06 2.35e-06 2.1e-06 1.25e-06 2.3e-06 2.15e-06 2e-06 2.6e-06 1.65e-06 2.2e-06 2.05e-06 2.25e-06 2.35e-06 1.8e-06 1.75e-06 1.85e-06 1.65e-06 1.25e-06 2e-06
22 2e-06 1.8e-06 1.9e-06 2.1e-06 1.85e-06 1.95e-06 1.7e-06 1.8e-06 1.6e-06 1.45e-06 2e-06 1.6e-06 1.65e-06 2.1e-06 1.8e-06 1.6e-06 1.7e-06 2.5e-06 1.75e-06 1.8e-06 1.65e-06 2.2e-06 2.5e-06 1.8e-06 1.85e-06 2.1e-06 2.1e-06 2.1e-06 2.1e-06 1.65e-06 1.85e-06 2.45e-06 2.4e-06 1.55e-06 1.6e-06 1.9e-06 1.9e-06 1.9e-06 1.4e-06 2.1e-06 1.9e-06 2e-06 1.85e-06 2.1e-06 2.45e-06 2.6e-06 1.8e-06 1.9e-06 1.5e-06 2e-06 1.95e-06 1.9e-06 1.85e-06 1.65e-06 1.9e-06 1.6e-06
23 1.05e-06 1.55e-06 1.05e-06 2.15e-06 1.4e-06 2.25e-06 1.95e-06 1.5e-06 8.5e-07 1.05e-06 1.7e-06 2.1e-06 1.45e-06 1.9e-06 2.2e-06 9.5e-07 1.5e-06 1.5e-06 7.5e-07 2.2e-06 1.85e-06 2.2e-06 1.8e-06 8e-07 6.5e-07 1.45e-06 2.55e-06 2.2e-06 1.25e-06 1.75e-06 1.45e-06 2.1e-06 2.5e-06 9e-07 1.7e-06 1.6e-06 1.15e-06 2.45e-06 1.05e-06 1.1e-06 2.45e-06 1.3e-06 1.05e-06 2.25e-06 2.8e-06 2.5e-06 1e-06 1.2e-06 1.55e-06 1.6e-06 1.75e-06 1.45e-06 1.55e-06 1.7e-06 2.1e-06 5.5e-07
24 1e-06 1.6e-06 1.15e-06 1.85e-06 1.3e-06 2.1e-06 1.95e-06 1.6e-06 1e-06 1.15e-06 1.6e-06 2.1e-06 1.5e-06 1.75e-06 2.05e-06 1.05e-06 1.4e-06 1.65e-06 9e-07 2.05e-06 1.85e-06 2.2e-06 1.85e-06 6.5e-07 1.2e-06 1.35e-06 2.4e-06 2.05e-06 1.35e-06 1.8e-06 1.55e-06 2.1e-06 2.35e-06 1e-06 1.75e-06 1.7e-06 1.2e-06 2.45e-06 1.15e-06 1.25e-06 2.45e-06 1.3e-06 1.2e-06 2.25e-06 2.5e-06 2.5e-06 1.15e-06 1.25e-06 1.6e-06 1.55e-06 1.75e-06 1.6e-06 1.65e-06 1.75e-06 2.1e-06 7e-07
25 1.3e-06 1.9e-06 1.65e-06 2.15e-06 1.75e-06 2e-06 1.95e-06 1.6e-06 1.55e-06 1.65e-06 1.65e-06 1.9e-06 1.5e-06 2.1e-06 2.25e-06 1.6e-06 1.8e-06 2.05e-06 1.5e-06 2.25e-06 1.9e-06 1.9e-06 2.1e-06 1.45e-06 1.35e-06 2e-06 1.85e-06 2e-06 1.65e-06 1.75e-06 1.5e-06 2.1e-06 2.1e-06 1.55e-06 1.75e-06 1.45e-06 1.65e-06 1.85e-06 1.7e-06 1.85e-06 1.85e-06 1.85e-06 1.8e-06 2.2e-06 2e-06 2.15e-06 1.75e-06 1.85e-06 1.85e-06 1.6e-06 1.95e-06 1.7e-06 1.65e-06 1.7e-06 1.8e-06 1.25e-06
26 2.15e-06 2.3e-06 2.75e-06 1.75e-06 2.1e-06 1.55e-06 2e-06 1.9e-06 2.4e-06 2.2e-06 1.75e-06 1.75e-06 1.7e-06 2.3e-06 2.1e-06 2.4e-06 1.9e-06 2.95e-06 2.6e-06 2.1e-06 1.9e-06 1.85e-06 2.1e-06 2.55e-06 2.4e-06 1.85e-06 2e-06 1.9e-06 2.6e-06 1.65e-06 1.7e-06 2.6e-06 1.8e-06 2.35e-06 1.6e-06 1.5e-06 2.6e-06 1.2e-06 2.2e-06 2.9e-06 1.15e-06 2.2e-06 2.7e-06 2.3e-06 1e-06 2.1e-06 2.7e-06 2.6e-06 1.95e-06 1.7e-06 2.55e-06 1.9e-06 1.95e-06 1.65e-06 1.7e-06 2.3e-06
27 1.9e-06 1.9e-06 2.05e-06 2.45e-06 2.2e-06 2.45e-06 2.1e-06 2.25e-06 1.95e-06 1.8e-06 2.1e-06 2.25e-06 2.1e-06 2.35e-06 2.4e-06 1.95e-06 2.05e-06 2.65e-06 2.1e-06 2.4e-06 2.25e-06 2.4e-06 2.1e-06 2.2e-06 2.05e-06 2e-06 1.9e-06 3e-06 2.2e-06 2.1e-06 1.9e-06 2.25e-06 1.85e-06 1.9e-06 2.05e-06 2.3e-06 2e-06 2.45e-06 1.8e-06 2.3e-06 2.45e-06 2.4e-06 2.05e-06 2.25e-06 1.5e-06 2.4e-06 1.95e-06 2.05e-06 1.9e-06 1.7e-06 1.8e-06 2.4e-06 2.3e-06 2.1e-06 2.1e-06 1.9e-06
28 1.45e-06 1.5e-06 1e-06 2.9e-06 2e-06 2.6e-06 2.2e-06 1.7e-06 1.35e-06 1.45e-06 2.1e-06 2.15e-06 1.65e-06 2e-06 2.65e-06 1.4e-06 2.05e-06 1.35e-06 1.15e-06 2.65e-06 2.2e-06 1.65e-06 2.1e-06 1.25e-06 1.35e-06 1.65e-06 2.6e-06 2.2e-06 1.9e-06 1.95e-06 1.7e-06 1.25e-06 2.3e-06 1.35e-06 1.9e-06 1.7e-06 1.05e-06 2.35e-06 1.5e-06 1.2e-06 2.4e-06 2.1e-06 1.35e-06 2.1e-06 2.95e-06 1.9e-06 1.35e-06 1.5e-06 1.9e-06 1.95e-06 1.45e-06 1.85e-06 1.75e-06 1.85e-06 1.75e-06 1.05e-06
29 1.85e-06 1.65e-06 1.95e-06 2.05e-06 1.8e-06 1.7e-06 1.65e-06 1.5e-06 1.4e-06 1.25e-06 1.85e-06 1.65e-06 1.35e-06 2.2e-06 2.1e-06 1.4e-06 1.65e-06 2.35e-06 1.75e-06 2.1e-06 1.55e-06 1.8e-06 1.65e-06 1.75e-06 1.8e-06 1.75e-06 1.65e-06 2.1e-06 1.95e-06 2.4e-06 1.5e-06 2.3e-06 2.2e-06 1.35e-06 1.25e-06 1.35e-06 1.9e-06 1.35e-06 1.2e-06 2.15e-06 1.35e-06 1.95e-06 2e-06 2.05e-06 2.1e-06 2.15e-06 1.95e-06 2e-06 1.4e-06 1.8e-06 2.05e-06 1.6e-06 1.55e-06 1.35e-06 1.6e-06 1.5e-06
30 1.6e-06 1.65e-06 1.7e-06 2.35e-06 1.85e-06 2.05e-06 1.9e-06 1.55e-06 1.35e-06 1.35e-06 1.9e-06 1.9e-06 1.45e-06 2.25e-06 2.35e-06 1.4e-06 1.8e-06 2.1e-06 1.5e-06 2.35e-06 1.9e-06 1.9e-06 1.85e-06 1.45e-06 1.55e-06 1.5e-06 1.7e-06 1.9e-06 1.7e-06 1.5e-06 2.4e-06 2.1e-06 2e-06 1.35e-06 1.45e-06 1.4e-06 1.7e-06 1.75e-06 1.3e-06 1.9e-06 1.75e-06 1.95e-06 1.8e-06 2.15e-06 1.8e-06 1.9e-06 1.75e-06 1.85e-06 1.55e-06 1.5e-06 1.95e-06 1.65e-06 1.6e-06 1.55e-06 1.75e-06 1.25e-06
31 2.15e-06 1.45e-06 1.65e-06 3.2e-06 2.6e-06 2.75e-06 2.8e-06 2.15e-06 2.25e-06 2.2e-06 2.55e-06 2.05e-06 2.05e-06 2.15e-06 2.75e-06 2.25e-06 2.55e-06 1.5e-06 1.9e-06 2.75e-06 2.7e-06 1.35e-06 2.45e-06 2.1e-06 2.1e-06 2.1e-06 2.6e-06 2.25e-06 1.25e-06 2.3e-06 2.1e-06 1.1e-06 1.9e-06 2.2e-06 2.25e-06 1.8e-06 1.55e-06 2.25e-06 2.3e-06 1.75e-06 2.3e-06 2.65e-06 1.6e-06 1.95e-06 3.05e-06 1.55e-06 1.75e-06 1.6e-06 2.6e-06 2.5e-06 1.05e-06 2.2e-06 2.2e-06 2.15e-06 1.35e-06 1.9e-06
32 2.15e-06 1.9e-06 2.5e-06 2.6e-06 2.5e-06 2.45e-06 2.65e-06 2.35e-06 2.4e-06 2.25e-06 2.25e-06 2.2e-06 2.2e-06 2.5e-06 2.55e-06 2.4e-06 2.35e-06 2.6e-06 2.4e-06 2.55e-06 2.6e-06 2.1e-06 2.4e-06 2.5e-06 2.35e-06 2.1e-06 1.8e-06 1.85e-06 2.3e-06 2.2e-06 2e-06 1.9e-06 3.1e-06 2.35e-06 2.15e-06 2.05e-06 2.35e-06 2.2e-06 2.25e-06 2.65e-06 2.2e-06 2.6e-06 2.25e-06 2.3e-06 1.55e-06 2.1e-06 2.35e-06 2.15e-06 2.4e-06 1.95e-06 1.85e-06 2.4e-06 2.4e-06 2.2e-06 1.85e-06 2.25e-06
33 1.1e-06 1.25e-06 1.05e-06 2.55e-06 1.5e-06 2.4e-06 1.65e-06 1.5e-06 5e-07 5e-07 1.9e-06 2.15e-06 1.35e-06 2.2e-06 2.4e-06 4.5e-07 1.55e-06 1.85e-06 7.5e-07 2.4e-06 1.7e-06 2.3e-06 1.55e-06 9e-07 1e-06 1.55e-06 2.35e-06 1.9e-06 1.35e-06 1.35e-06 1.35e-06 2.2e-06 2.35e-06 8e-07 1.4e-06 1.8e-06 1.1e-06 2.4e-06 4e-07 1.35e-06 2.45e-06 1.8e-06 1.3e-06 2.15e-06 2.4e-06 2.4e-06 1.2e-06 1.4e-06 1.1e-06 1.45e-06 1.7e-06 1.75e-06 1.55e-06 1.55e-06 2.1e-06 6e-07
