 slim_762385075 slim_762385071 slim_762385057 slim_762385081 slim_762385072 slim_762385082 slim_762385060 slim_762385069 slim_762385088 slim_762385062 slim_762385096 slim_762385085 slim_762385099 slim_762385074 slim_762385059 slim_762385068 slim_762385078 slim_762385064 slim_762385101 slim_762385077 slim_762385090 slim_762385093 slim_762385102 slim_762385063 slim_762385086 slim_762385083 slim_762385089 slim_762385087 slim_762385065 slim_762385091 slim_762385092 slim_762385061 slim_762385070 slim_762385094 slim_762385080 slim_762385098 slim_762385095 slim_762385079 slim_762385066 slim_762385097 slim_762385103 slim_762385100 slim_762385073 slim_762385076 slim_762385084 slim_762385067 slim_762385058 slim_762385104
10 1.3e-06 1.3e-06 1.75e-06 1.5e-06 1.4e-06 1.3e-06 1.75e-06 1.6e-06 1.1e-06 1.2e-06 1.9e-06 1.4e-06 1.25e-06 1.45e-06 1.4e-06 1.8e-06 1.55e-06 1.8e-06 1.3e-06 1.45e-06 1.3e-06 1.5e-06 1.65e-06 1.7e-06 1.35e-06 1.9e-06 1e-06 1e-06 1.15e-06 1.55e-06 1.7e-06 1.4e-06 1.2e-06 1.35e-06 1.45e-06 1.3e-06 1.75e-06 1.8e-06 1.85e-06 1.25e-06 1.65e-06 1.75e-06 1.75e-06 1.1e-06 1.05e-06 1.7e-06 1.65e-06 1.55e-06
11 1.3e-06 1.15e-06 2e-06 1.85e-06 1.6e-06 1.3e-06 1.9e-06 1.75e-06 1.3e-06 1.2e-06 1.4e-06 1.3e-06 1.25e-06 1.6e-06 1.3e-06 1.95e-06 1.8e-06 2e-06 1.3e-06 1.55e-06 1.75e-06 1.35e-06 1.75e-06 1.9e-06 1.2e-06 2.2e-06 9e-07 9e-07 1.3e-06 1.95e-06 1.8e-06 1.7e-06 1.05e-06 1.35e-06 1.35e-06 1.25e-06 1.75e-06 2.05e-06 2.05e-06 1.8e-06 1.55e-06 1.9e-06 2.05e-06 1.25e-06 9.5e-07 1.8e-06 1.85e-06 1.55e-06
12 8.5e-07 1.2e-06 1.8e-06 1.35e-06 1.05e-06 8.5e-07 1.25e-06 1.6e-06 1.05e-06 1.2e-06 1.25e-06 1.25e-06 1.6e-06 1.45e-06 1.35e-06 1.3e-06 1.15e-06 1.65e-06 8.5e-07 1.25e-06 1.3e-06 1.5e-06 1.25e-06 1.2e-06 1.2e-06 2e-06 8.5e-07 8.5e-07 1.05e-06 1.55e-06 1.6e-06 1.05e-06 1e-06 1.1e-06 1.3e-06 1.3e-06 1.35e-06 1.9e-06 1.75e-06 1.25e-06 1.6e-06 1.3e-06 1.7e-06 1e-06 9e-07 1.6e-06 1.5e-06 1.1e-06
13 1.5e-06 1.55e-06 1.75e-06 1.7e-06 1.7e-06 1.5e-06 1.85e-06 1.9e-06 1.5e-06 1.65e-06 1.45e-06 1.6e-06 1.45e-06 2.2e-06 1.5e-06 1.8e-06 1.85e-06 1.7e-06 1.5e-06 1.45e-06 1.8e-06 1.4e-06 1.8e-06 1.85e-06 1.5e-06 2e-06 1.15e-06 1.15e-06 1.4e-06 1.5e-06 1.85e-06 1.85e-06 1.35e-06 1.75e-06 1.6e-06 1.4e-06 2e-06 1.9e-06 1.7e-06 1.8e-06 1.85e-06 1.9e-06 1.5e-06 1.35e-06 1.1e-06 1.85e-06 1.75e-06 1.8e-06
14 1.4e-06 1.3e-06 1.95e-06 1.65e-06 1.5e-06 1.4e-06 1.8e-06 1.55e-06 1.4e-06 1.55e-06 1.4e-06 1.3e-06 1.35e-06 1.5e-06 1.7e-06 1.9e-06 1.7e-06 2.05e-06 1.4e-06 1.55e-06 1.65e-06 1.5e-06 1.75e-06 1.8e-06 1e-06 2.15e-06 1.1e-06 1.1e-06 1.3e-06 1.65e-06 1.6e-06 1.7e-06 1.35e-06 1.6e-06 1.6e-06 9.5e-07 1.95e-06 1.95e-06 2e-06 1.7e-06 1.5e-06 1.9e-06 1.8e-06 1.25e-06 1.15e-06 1.6e-06 1.8e-06 1.65e-06
15 1.3e-06 1.9e-06 1.65e-06 1.5e-06 1.2e-06 1.3e-06 1.35e-06 1.85e-06 1.55e-06 1.6e-06 1.8e-06 1.95e-06 1.3e-06 1.8e-06 1.9e-06 1.8e-06 1.2e-06 1.3e-06 1.3e-06 1.8e-06 1.4e-06 1.8e-06 1.25e-06 1.3e-06 1.8e-06 2.05e-06 1.75e-06 1.75e-06 1.55e-06 1.55e-06 1.9e-06 1.1e-06 1.8e-06 1.55e-06 1.75e-06 1.95e-06 1.5e-06 1.95e-06 1.35e-06 1.4e-06 1.95e-06 1.15e-06 1.7e-06 1.5e-06 1.8e-06 1.9e-06 1.5e-06 1.35e-06
16 1.15e-06 1.75e-06 1.7e-06 1.2e-06 7.5e-07 1.15e-06 1.2e-06 1.35e-06 1.35e-06 1.35e-06 1.55e-06 1.8e-06 1.15e-06 1.85e-06 1.7e-06 1.2e-06 1.2e-06 1.75e-06 1.15e-06 1.8e-06 8e-07 1.85e-06 1.15e-06 1.15e-06 1.65e-06 2e-06 1.75e-06 1.75e-06 1.25e-06 1.25e-06 1.8e-06 7.5e-07 1.7e-06 1.25e-06 1.7e-06 1.8e-06 1.3e-06 1.7e-06 1.8e-06 1e-06 1.85e-06 1.1e-06 1.75e-06 1.2e-06 1.8e-06 1.8e-06 1.35e-06 1.1e-06
17 1.7e-06 2.05e-06 1e-06 1.55e-06 1.65e-06 1.7e-06 1.65e-06 2e-06 1.6e-06 1.6e-06 1.8e-06 2e-06 1.65e-06 1.7e-06 2.05e-06 1.3e-06 1.75e-06 1.6e-06 1.7e-06 1.7e-06 1.6e-06 1.65e-06 1.25e-06 1.6e-06 1.9e-06 1.55e-06 1.75e-06 1.75e-06 1.7e-06 1.6e-06 1.8e-06 1.55e-06 1.95e-06 1.8e-06 1.6e-06 2e-06 1.8e-06 1.7e-06 9.5e-07 1.75e-06 1.9e-06 1.3e-06 1.5e-06 1.65e-06 1.8e-06 1.8e-06 1.4e-06 1.85e-06
18 8.5e-07 1.2e-06 1.85e-06 1.4e-06 1.1e-06 8.5e-07 1.25e-06 1.65e-06 1.1e-06 1.25e-06 1.3e-06 1.3e-06 8.5e-07 1.5e-06 1.4e-06 1.3e-06 1.15e-06 1.7e-06 1.7e-06 1.3e-06 1.35e-06 1.55e-06 1.3e-06 1.2e-06 1.25e-06 2.05e-06 9e-07 9e-07 1.1e-06 1.6e-06 1.65e-06 1.05e-06 1.05e-06 1.15e-06 1.35e-06 1.35e-06 1.35e-06 1.95e-06 1.8e-06 1.3e-06 1.65e-06 1.3e-06 1.75e-06 1.05e-06 9.5e-07 1.65e-06 1.55e-06 1.15e-06
19 1.3e-06 1.45e-06 1.8e-06 1.25e-06 1.65e-06 1.3e-06 1.4e-06 1.95e-06 1.3e-06 1.55e-06 1.45e-06 1.55e-06 1.25e-06 1.45e-06 1.55e-06 1.8e-06 1.8e-06 1.7e-06 1.3e-06 1.7e-06 1.75e-06 1.6e-06 1.65e-06 1.3e-06 1.4e-06 1.75e-06 9e-07 9e-07 1.3e-06 1.75e-06 1.4e-06 1.7e-06 1.25e-06 1.65e-06 1.1e-06 1.45e-06 1.8e-06 2e-06 1.8e-06 1.85e-06 1.75e-06 1.75e-06 1.45e-06 1.25e-06 8.5e-07 1.4e-06 1.8e-06 1.75e-06
20 1.35e-06 1.75e-06 1.45e-06 1.05e-06 7.5e-07 1.35e-06 1.4e-06 1.2e-06 1.1e-06 1.05e-06 1.3e-06 1.75e-06 1.3e-06 1.8e-06 1.65e-06 1.4e-06 8e-07 1.6e-06 1.35e-06 1.75e-06 9e-07 1.75e-06 1.15e-06 1.35e-06 1.6e-06 1.75e-06 1.7e-06 1.7e-06 1.1e-06 1.1e-06 1.7e-06 7.5e-07 1.75e-06 1.2e-06 1.6e-06 1.75e-06 1.5e-06 1.5e-06 1.65e-06 9.5e-07 1.75e-06 1.2e-06 1.7e-06 1.05e-06 1.75e-06 1.7e-06 1.3e-06 1.3e-06
21 1.55e-06 1.6e-06 1.6e-06 1.7e-06 1.7e-06 1.55e-06 1.8e-06 1.8e-06 1.5e-06 1.45e-06 1.5e-06 1.35e-06 1.5e-06 1.4e-06 1.5e-06 1.8e-06 1.85e-06 1.65e-06 1.55e-06 1.6e-06 1.75e-06 2.2e-06 1.75e-06 1.85e-06 1.45e-06 1.85e-06 1.25e-06 1.25e-06 1.45e-06 1.45e-06 1.75e-06 1.8e-06 1.5e-06 1.7e-06 1.45e-06 1.4e-06 1.95e-06 1.7e-06 1.6e-06 1.8e-06 1.75e-06 1.85e-06 1.55e-06 1.4e-06 1.3e-06 1.75e-06 1.65e-06 1.8e-06
22 1.3e-06 1.8e-06 1e-06 1.3e-06 1e-06 1.3e-06 1.2e-06 1.6e-06 1.35e-06 1.3e-06 1.65e-06 1.75e-06 1.25e-06 1.8e-06 1.75e-06 1.25e-06 1.15e-06 1.25e-06 1.3e-06 1.65e-06 1.15e-06 1.75e-06 1.4e-06 1.15e-06 1.7e-06 1.5e-06 1.75e-06 1.75e-06 1.5e-06 1.55e-06 1.55e-06 9e-07 1.75e-06 1.2e-06 1.5e-06 1.85e-06 1.4e-06 1.6e-06 1.3e-06 1.2e-06 1.7e-06 8.5e-07 1.55e-06 1.45e-06 1.8e-06 1.55e-06 1.1e-06 1.2e-06
23 1.2e-06 1.8e-06 1.55e-06 1.05e-06 1.15e-06 1.2e-06 9e-07 1.75e-06 1.45e-06 1.55e-06 1.7e-06 1.9e-06 1.2e-06 1.85e-06 1.8e-06 1.3e-06 1.15e-06 1.6e-06 1.2e-06 1.3e-06 1.35e-06 1.85e-06 1.15e-06 1.6e-06 1.75e-06 1.6e-06 1.65e-06 1.65e-06 1.5e-06 1.6e-06 1.35e-06 1e-06 1.75e-06 1.5e-06 1.3e-06 1.85e-06 1.4e-06 1.85e-06 1.65e-06 1.3e-06 1.8e-06 1.1e-06 1.35e-06 1.45e-06 1.7e-06 1.35e-06 1.4e-06 1.3e-06
24 1.25e-06 1.25e-06 2e-06 1.6e-06 1.45e-06 1.25e-06 1.8e-06 1.6e-06 1.25e-06 1.4e-06 1.35e-06 1.2e-06 1.2e-06 1.5e-06 1e-06 1.8e-06 1.65e-06 1.9e-06 1.25e-06 1.4e-06 1.6e-06 1.45e-06 1.7e-06 1.75e-06 1.6e-06 2.2e-06 8.5e-07 8.5e-07 1.15e-06 1.7e-06 1.65e-06 1.65e-06 1.15e-06 1.45e-06 1.45e-06 9.5e-07 1.85e-06 2e-06 2e-06 1.75e-06 1.5e-06 1.85e-06 1.9e-06 1.1e-06 9e-07 1.65e-06 1.85e-06 1.65e-06
25 2.05e-06 2.3e-06 9.5e-07 1.5e-06 1.9e-06 2.05e-06 1.6e-06 2.1e-06 1.85e-06 1.8e-06 1.9e-06 2.2e-06 2e-06 2e-06 2.15e-06 2.05e-06 2e-06 1.55e-06 2.05e-06 1.75e-06 1.75e-06 1.85e-06 1.5e-06 1.6e-06 2.2e-06 1.2e-06 2.15e-06 2.15e-06 2e-06 1.75e-06 1.65e-06 1.75e-06 2.35e-06 2.05e-06 1.6e-06 2.15e-06 2e-06 1.25e-06 1.45e-06 1.8e-06 2e-06 1.55e-06 1.4e-06 1.95e-06 2.2e-06 1.65e-06 1.4e-06 2.1e-06
26 9e-07 8e-07 2.05e-06 1.55e-06 1.55e-06 9e-07 1.7e-06 1.8e-06 9e-07 1.2e-06 1e-06 9e-07 8.5e-07 1.15e-06 1.1e-06 1.75e-06 1.75e-06 1.75e-06 9e-07 9e-07 1.7e-06 1.25e-06 1.75e-06 1.65e-06 8.5e-07 2.15e-06 1e-07 1e-07 8.5e-07 1.7e-06 1.65e-06 1.7e-06 5.5e-07 1.25e-06 1.1e-06 9e-07 1.7e-06 2.05e-06 1.9e-06 1.8e-06 1.55e-06 1.9e-06 1.8e-06 8e-07 1.5e-07 1.65e-06 1.9e-06 1.55e-06
27 9e-07 8e-07 2.05e-06 1.55e-06 1.55e-06 9e-07 1.7e-06 1.8e-06 8.5e-07 1.2e-06 1e-06 9e-07 8.5e-07 1.15e-06 1.1e-06 1.75e-06 1.75e-06 1.75e-06 9e-07 9e-07 1.7e-06 1.25e-06 1.75e-06 1.65e-06 8.5e-07 2.15e-06 1e-07 1e-07 8e-07 1.7e-06 1.65e-06 1.7e-06 5.5e-07 1.25e-06 1.1e-06 9e-07 1.7e-06 2.05e-06 1.9e-06 1.8e-06 1.55e-06 1.9e-06 1.8e-06 8e-07 1.5e-07 1.65e-06 1.9e-06 1.55e-06
28 1.1e-06 1.25e-06 1.8e-06 1.2e-06 1.05e-06 1.1e-06 1.55e-06 1.5e-06 1e-06 1.2e-06 1.15e-06 1.3e-06 1.05e-06 1.4e-06 1.3e-06 1.55e-06 1.25e-06 1.7e-06 1.1e-06 1.3e-06 1.1e-06 1.45e-06 1.5e-06 1.5e-06 1.15e-06 2e-06 8.5e-07 8e-07 1.6e-06 1.3e-06 1.7e-06 1.3e-06 1.1e-06 1.25e-06 1.35e-06 1.25e-06 1.6e-06 1.8e-06 1.8e-06 1.4e-06 1.65e-06 1.6e-06 1.7e-06 8e-07 9e-07 1.7e-06 1.6e-06 1.4e-06
29 1.6e-06 1.95e-06 1.45e-06 1.25e-06 1.2e-06 1.6e-06 1.55e-06 1.55e-06 1.55e-06 1.65e-06 1.55e-06 1.95e-06 1.55e-06 1.5e-06 1.65e-06 1.55e-06 1.25e-06 1.6e-06 1.6e-06 1.75e-06 1.1e-06 1.45e-06 1.55e-06 1.6e-06 1.7e-06 1.75e-06 1.7e-06 1.7e-06 1.3e-06 1.7e-06 1.85e-06 1.45e-06 1.9e-06 1.75e-06 1.75e-06 1.7e-06 1.9e-06 1.45e-06 1.5e-06 1.45e-06 2e-06 1.6e-06 1.35e-06 1.25e-06 1.75e-06 1.85e-06 1.4e-06 1.65e-06
30 1.65e-06 1.8e-06 1.65e-06 1.35e-06 1.65e-06 1.65e-06 1.45e-06 1.55e-06 1.6e-06 1.65e-06 1.7e-06 1.8e-06 1.6e-06 1.85e-06 1.6e-06 1.9e-06 1.8e-06 1.8e-06 1.65e-06 1.4e-06 1.7e-06 1.75e-06 1.55e-06 1.35e-06 1.65e-06 1.65e-06 1.65e-06 1.65e-06 1.7e-06 1.85e-06 2e-06 1.6e-06 1.8e-06 1.8e-06 1.35e-06 1.6e-06 1.85e-06 1.9e-06 1.8e-06 1.7e-06 1.5e-06 1.65e-06 1.45e-06 1.65e-06 1.7e-06 1.05e-06 1.7e-06 1.8e-06
31 1.05e-06 1.65e-06 1.45e-06 1.2e-06 7.5e-07 1.05e-06 1.05e-06 1.4e-06 1.1e-06 1.05e-06 1.4e-06 1.7e-06 1.05e-06 1.85e-06 1.7e-06 1.1e-06 7.5e-07 1.55e-06 1.05e-06 1.7e-06 7.5e-07 1.8e-06 9e-07 1e-06 1.65e-06 1.75e-06 1.7e-06 1.7e-06 1.3e-06 1.45e-06 1.6e-06 9e-07 1.65e-06 1.05e-06 1.55e-06 1.8e-06 1.2e-06 1.7e-06 1.6e-06 8e-07 1.7e-06 8.5e-07 1.7e-06 1.25e-06 1.75e-06 1.6e-06 1.2e-06 1e-06
32 1.05e-06 9e-07 2.2e-06 1.75e-06 1.5e-06 1.05e-06 1.8e-06 1.8e-06 1.15e-06 1.3e-06 1.2e-06 1.05e-06 1e-06 1.35e-06 1.35e-06 1.8e-06 1.7e-06 1.95e-06 1.05e-06 1.25e-06 1.75e-06 1.5e-06 1.75e-06 1.75e-06 1.15e-06 2.35e-06 5.5e-07 5.5e-07 1.1e-06 1.9e-06 1.8e-06 1.65e-06 1e-06 1.2e-06 1.35e-06 1.15e-06 1.7e-06 2.25e-06 2.1e-06 1.7e-06 1.6e-06 1.9e-06 2e-06 1.05e-06 5.5e-07 1.8e-06 1.85e-06 1.4e-06
33 1.15e-06 1.35e-06 1.8e-06 1.55e-06 1.05e-06 1.15e-06 1.55e-06 1.6e-06 1.15e-06 1.1e-06 1.35e-06 1.35e-06 1.1e-06 1.75e-06 1.6e-06 1.55e-06 1.25e-06 1.8e-06 1.15e-06 1.65e-06 1.2e-06 1.7e-06 1.2e-06 1.5e-06 1.45e-06 2.05e-06 1.25e-06 1.25e-06 1.25e-06 1.75e-06 1.8e-06 1.05e-06 1.2e-06 1.6e-06 1.5e-06 1.55e-06 1.5e-06 2e-06 1.9e-06 1.25e-06 1.7e-06 1.4e-06 2e-06 1.2e-06 1.3e-06 1.8e-06 1.55e-06 1.15e-06
34 1.35e-06 1.45e-06 1.6e-06 1.25e-06 1.55e-06 1.35e-06 1.4e-06 1.8e-06 1.3e-06 1.25e-06 1.45e-06 1.35e-06 1.3e-06 1.6e-06 1.6e-06 1.75e-06 1.7e-06 1.6e-06 1.35e-06 1.1e-06 1.6e-06 1.45e-06 1.5e-06 1.3e-06 1.45e-06 1.6e-06 1.1e-06 1.1e-06 1.35e-06 1.75e-06 1.35e-06 1.55e-06 1.35e-06 1.5e-06 1.9e-06 1.5e-06 1.65e-06 1.8e-06 1.7e-06 1.7e-06 1.6e-06 1.6e-06 1.45e-06 1.3e-06 1.15e-06 1.35e-06 1.65e-06 1.65e-06
35 1.35e-06 1.25e-06 2e-06 1.7e-06 1.6e-06 1.35e-06 1.85e-06 1.6e-06 1.35e-06 1.5e-06 1.3e-06 1.25e-06 1.3e-06 1.4e-06 9.5e-07 1.95e-06 1.8e-06 2e-06 1.35e-06 1.45e-06 1.75e-06 1.4e-06 1.85e-06 1.85e-06 9.5e-07 2.15e-06 9e-07 9e-07 1.25e-06 1.7e-06 1.6e-06 1.8e-06 1.15e-06 1.55e-06 1.5e-06 1.7e-06 1.95e-06 2e-06 2e-06 1.75e-06 1.45e-06 2e-06 1.8e-06 1.2e-06 9.5e-07 1.6e-06 1.85e-06 1.7e-06
36 1.35e-06 1.75e-06 1.75e-06 1.6e-06 1.35e-06 1.35e-06 1.45e-06 1.85e-06 1.55e-06 1.5e-06 1.75e-06 1.75e-06 1.35e-06 2e-06 1.95e-06 1.5e-06 1.3e-06 1.8e-06 1.35e-06 1.8e-06 1.5e-06 1.95e-06 1.4e-06 1.4e-06 1.85e-06 2e-06 1.7e-06 1.7e-06 1.6e-06 1.9e-06 1.85e-06 1.2e-06 1.7e-06 1.5e-06 1.65e-06 1.95e-06 2.1e-06 1.9e-06 1.85e-06 1.45e-06 1.65e-06 1.35e-06 1.95e-06 1.55e-06 1.75e-06 1.85e-06 1.6e-06 1.35e-06
37 1.95e-06 2.2e-06 1.2e-06 1.65e-06 1.7e-06 1.95e-06 1.8e-06 1.8e-06 1.8e-06 1.7e-06 1.8e-06 2.05e-06 1.9e-06 1.9e-06 1.95e-06 1.95e-06 1.7e-06 1.7e-06 1.95e-06 2e-06 1.5e-06 1.7e-06 1.6e-06 1.85e-06 2e-06 1.25e-06 2.05e-06 2.05e-06 1.8e-06 1.45e-06 1.9e-06 1.7e-06 2.25e-06 2e-06 1.8e-06 2e-06 1.9e-06 2e-06 1.6e-06 1.7e-06 2e-06 1.65e-06 1.65e-06 1.75e-06 2.1e-06 1.9e-06 1.45e-06 2e-06
38 1.8e-06 2.15e-06 9e-07 1.6e-06 1.7e-06 1.8e-06 1.6e-06 2e-06 1.7e-06 1.7e-06 1.85e-06 2.05e-06 1.75e-06 1.7e-06 2e-06 1.35e-06 1.8e-06 9.5e-07 1.8e-06 1.8e-06 1.65e-06 1.6e-06 1.3e-06 1.65e-06 2e-06 1.45e-06 1.9e-06 1.9e-06 1.8e-06 1.5e-06 1.8e-06 1.6e-06 2.1e-06 1.9e-06 1.7e-06 2e-06 1.85e-06 1.6e-06 1.7e-06 1.75e-06 1.9e-06 1.35e-06 1.4e-06 1.75e-06 1.95e-06 1.8e-06 1.3e-06 1.85e-06
39 1.3e-06 1.75e-06 1.55e-06 1.35e-06 9.5e-07 1.3e-06 1.35e-06 1.45e-06 1.3e-06 1.25e-06 1.25e-06 1.8e-06 1.25e-06 1.8e-06 1.7e-06 1.4e-06 1e-06 1.75e-06 1.3e-06 1.85e-06 9.5e-07 1.8e-06 1.2e-06 1.3e-06 1.75e-06 1.8e-06 1.8e-06 1.8e-06 1.4e-06 1.45e-06 1.7e-06 8e-07 1.7e-06 1.25e-06 1.7e-06 1.75e-06 1.45e-06 1.7e-06 1.75e-06 1.5e-06 1.75e-06 1.2e-06 1.7e-06 1.35e-06 1.85e-06 1.7e-06 1.3e-06 1.15e-06
