 slim_762075186 slim_762075214 slim_762075189 slim_762075209 slim_762075168 slim_762075175 slim_762075185 slim_762075178 slim_762075210 slim_762075207 slim_762075184 slim_762075195 slim_762075205 slim_762075206 slim_762075204 slim_762075213 slim_762075191 slim_762075171 slim_762075173 slim_762075199 slim_762075182 slim_762075197 slim_762075167 slim_762075196 slim_762075170 slim_762075200 slim_762075208 slim_762075166 slim_762075188 slim_762075164 slim_762075183 slim_762075190 slim_762075194 slim_762075187 slim_762075181 slim_762075203 slim_762075165 slim_762075202 slim_762075176 slim_762075201 slim_762075193 slim_762075174 slim_762075172 slim_762075180 slim_762075177 slim_762075211 slim_762075192 slim_762075212 slim_762075198 slim_762075169 slim_762075179
10 1.5e-06 2.25e-06 2.95e-06 2.4e-06 2.9e-06 2.6e-06 2.2e-06 1.6e-06 3.2e-06 1.95e-06 1.8e-06 2.95e-06 1.55e-06 1.6e-06 2.25e-06 2.75e-06 2.8e-06 1.8e-06 1.65e-06 1.9e-06 1.35e-06 1.75e-06 1.5e-06 2.4e-06 1.2e-06 2.2e-06 2.6e-06 1.35e-06 2.2e-06 2.45e-06 2.9e-06 2.65e-06 2.45e-06 2.25e-06 1.8e-06 2.05e-06 1.95e-06 1.8e-06 2.2e-06 1.45e-06 2.6e-06 2e-06 1.8e-06 1.75e-06 2.5e-06 1.8e-06 2.45e-06 1.55e-06 1.9e-06 1.8e-06 1.15e-06
11 3e-06 1.9e-06 1.75e-06 2.05e-06 2.65e-06 1.95e-06 2.4e-06 2.2e-06 2.15e-06 2.4e-06 2.95e-06 3.5e-06 2.65e-06 2.55e-06 1.9e-06 2.25e-06 2.2e-06 2.4e-06 2.65e-06 2.55e-06 3.35e-06 2.15e-06 2.35e-06 2.8e-06 2.8e-06 1.9e-06 2.15e-06 2.9e-06 1.95e-06 2e-06 2.65e-06 2.45e-06 2.1e-06 2.5e-06 2.45e-06 2.8e-06 1.95e-06 1.75e-06 1.85e-06 2.2e-06 2.35e-06 2.3e-06 2.9e-06 1.75e-06 2.5e-06 2.3e-06 2.5e-06 2.95e-06 2.35e-06 2.8e-06 2.95e-06
12 1.25e-06 1.95e-06 2.65e-06 2.45e-06 2.2e-06 2.05e-06 1.6e-06 1.55e-06 3.05e-06 2.15e-06 1.55e-06 2.65e-06 9e-07 1.9e-06 1.95e-06 2.25e-06 2.5e-06 1.3e-06 1.8e-06 1.7e-06 1.55e-06 1.3e-06 1.75e-06 1.45e-06 8e-07 1.9e-06 2.4e-06 1.1e-06 1.95e-06 2.15e-06 2.2e-06 2.45e-06 2.15e-06 1.85e-06 1.6e-06 1.85e-06 1.75e-06 1.75e-06 1.9e-06 1.55e-06 2.3e-06 1.35e-06 2.25e-06 1.7e-06 2.05e-06 1.6e-06 1.65e-06 1.25e-06 1.85e-06 8e-07 1.85e-06
13 2.1e-06 2e-06 2.55e-06 1.8e-06 2.3e-06 1.95e-06 2.15e-06 2e-06 2.05e-06 1.9e-06 1.6e-06 2.55e-06 1.9e-06 1.7e-06 2e-06 1.85e-06 2.65e-06 2.1e-06 1.5e-06 1.9e-06 2.05e-06 2.05e-06 1.5e-06 2.65e-06 1.75e-06 1.95e-06 2e-06 1.85e-06 2e-06 1.95e-06 2.3e-06 2.5e-06 1.5e-06 1.9e-06 1.8e-06 1.75e-06 2.15e-06 1.95e-06 1.95e-06 1.55e-06 1.35e-06 1.85e-06 2.1e-06 1.9e-06 2.6e-06 1.75e-06 1.85e-06 1.95e-06 1.5e-06 1.95e-06 1.3e-06
14 2.3e-06 1.05e-06 1.9e-06 1.45e-06 2.85e-06 1.1e-06 1.6e-06 1.45e-06 2.35e-06 2.15e-06 2.25e-06 1.9e-06 1.95e-06 2e-06 2.1e-06 1.55e-06 2.3e-06 1.7e-06 2.1e-06 1.75e-06 2.65e-06 1.45e-06 1.65e-06 2.85e-06 2.1e-06 1.05e-06 1.35e-06 2.2e-06 1.2e-06 1.45e-06 2.85e-06 2.6e-06 1.5e-06 1.95e-06 1.7e-06 2.25e-06 1.25e-06 1.05e-06 1.05e-06 1.5e-06 1.95e-06 1.55e-06 2.95e-06 1.05e-06 2.55e-06 1.65e-06 2.1e-06 2.3e-06 1.5e-06 2.25e-06 2.25e-06
15 2.6e-06 1.55e-06 2.25e-06 1.85e-06 2.35e-06 7.5e-07 1.5e-06 2.45e-06 1.9e-06 2.25e-06 2.75e-06 2.25e-06 2.25e-06 1.85e-06 1.55e-06 1.4e-06 2.35e-06 2.35e-06 2e-06 1.8e-06 3.1e-06 2.2e-06 2.45e-06 2.95e-06 2.7e-06 1.5e-06 1.35e-06 2.5e-06 1.6e-06 1.7e-06 2.35e-06 2.5e-06 9e-07 1.6e-06 1.75e-06 1.9e-06 2.5e-06 2.4e-06 1.55e-06 2.4e-06 9.5e-07 1.65e-06 3.2e-06 2.35e-06 3.25e-06 1.95e-06 1.3e-06 2.4e-06 1.55e-06 2.25e-06 2.65e-06
16 2.5e-06 2.3e-06 2.2e-06 2.4e-06 2.65e-06 2.1e-06 2.25e-06 2.15e-06 2.3e-06 2.45e-06 2.8e-06 2.2e-06 2.5e-06 2.65e-06 2.3e-06 2.35e-06 3.8e-06 2.7e-06 2.55e-06 2.35e-06 2.85e-06 2.45e-06 2.7e-06 2.65e-06 2.6e-06 2.25e-06 2.3e-06 2.6e-06 2.35e-06 2.45e-06 2.65e-06 2.35e-06 2.25e-06 2.6e-06 2.35e-06 2.7e-06 2.65e-06 2.5e-06 2.3e-06 2.65e-06 2.5e-06 2.3e-06 2.7e-06 2.45e-06 2.75e-06 2.4e-06 2.5e-06 2.65e-06 2.4e-06 2.65e-06 3e-06
17 1.8e-06 1.7e-06 2.4e-06 2.2e-06 2.65e-06 2.1e-06 1.9e-06 1.45e-06 3.1e-06 2.3e-06 1.8e-06 2.4e-06 1.3e-06 2.1e-06 1.7e-06 2.35e-06 2.7e-06 2e-06 2e-06 2e-06 2.1e-06 1.2e-06 1.6e-06 2.2e-06 1.4e-06 1.65e-06 2.3e-06 1.45e-06 1.7e-06 1.9e-06 2.65e-06 2.75e-06 2.25e-06 2e-06 1.9e-06 2.2e-06 1.15e-06 1.2e-06 1.65e-06 1.5e-06 2.45e-06 1.8e-06 2.65e-06 1.15e-06 2.15e-06 1.75e-06 2.1e-06 1.75e-06 2e-06 1.55e-06 2.1e-06
18 1.9e-06 2.1e-06 2.65e-06 2.15e-06 2.4e-06 2.15e-06 2.1e-06 1.8e-06 2.25e-06 1.95e-06 1.65e-06 2.65e-06 1.8e-06 1.5e-06 2.1e-06 2e-06 2.55e-06 2e-06 2.5e-06 1.95e-06 1.95e-06 1.9e-06 1.95e-06 2.55e-06 1.55e-06 2.05e-06 2.3e-06 1.75e-06 2.1e-06 2.05e-06 2.4e-06 2.6e-06 1.65e-06 1.85e-06 1.9e-06 1.85e-06 2.1e-06 1.95e-06 2.05e-06 1.85e-06 1.5e-06 1.85e-06 2.3e-06 1.9e-06 2.6e-06 1.85e-06 1.8e-06 1.75e-06 2e-06 1.85e-06 2.05e-06
19 1.55e-06 1.75e-06 2.55e-06 1.95e-06 2.75e-06 1.45e-06 1.55e-06 1.75e-06 2.7e-06 2.15e-06 1.9e-06 2.55e-06 1.7e-06 1.9e-06 1.75e-06 1.8e-06 2.35e-06 2e-06 1.95e-06 2.8e-06 1.9e-06 1.85e-06 1.95e-06 2.55e-06 1.75e-06 1.7e-06 1.75e-06 1.55e-06 1.75e-06 2.1e-06 2.75e-06 2.45e-06 1.75e-06 2.05e-06 1.55e-06 2e-06 2.15e-06 2e-06 1.7e-06 1.95e-06 2.1e-06 1.65e-06 2.55e-06 1.95e-06 2.8e-06 1.7e-06 2.05e-06 1.9e-06 1.65e-06 1.95e-06 2.05e-06
20 1.1e-06 2.65e-06 3.35e-06 2.65e-06 3.1e-06 3e-06 2.2e-06 1.65e-06 3.6e-06 2.2e-06 1.35e-06 3.35e-06 1.55e-06 2.05e-06 2.65e-06 3.1e-06 2.85e-06 2.1e-06 1.95e-06 1.9e-06 1.2e-06 2e-06 1.9e-06 2.35e-06 1.2e-06 2.6e-06 2.85e-06 1.2e-06 2.55e-06 2.85e-06 3.1e-06 2.6e-06 2.85e-06 2.5e-06 1.75e-06 2e-06 2.4e-06 2.2e-06 2.6e-06 2e-06 3e-06 2.2e-06 2.05e-06 2.15e-06 2.7e-06 1.85e-06 2.6e-06 1.55e-06 2.35e-06 1.75e-06 1.75e-06
21 1.65e-06 1.45e-06 2.15e-06 1.9e-06 2.7e-06 1.9e-06 1.7e-06 1.15e-06 2.9e-06 2.1e-06 1.75e-06 2.15e-06 1.3e-06 2.05e-06 1.45e-06 2.2e-06 2.45e-06 1.2e-06 1.9e-06 1.85e-06 2e-06 1.6e-06 1.35e-06 2.2e-06 1.45e-06 1.4e-06 2.05e-06 1.5e-06 1.4e-06 1.65e-06 2.7e-06 2.6e-06 2.05e-06 1.85e-06 1.75e-06 2.1e-06 1.05e-06 9e-07 1.4e-06 1.3e-06 2.3e-06 1.55e-06 2.55e-06 8.5e-07 2e-06 1.55e-06 1.95e-06 1.75e-06 1.85e-06 1.6e-06 2e-06
22 1.9e-06 1.65e-06 2.35e-06 1.6e-06 2.95e-06 2.2e-06 2.15e-06 1.3e-06 2.8e-06 2e-06 1.5e-06 2.35e-06 1.75e-06 1.5e-06 1.65e-06 2.45e-06 2.7e-06 1.6e-06 1.95e-06 1.95e-06 1.9e-06 1.35e-06 1.8e-06 2.6e-06 1.65e-06 1.6e-06 2e-06 1.75e-06 1.55e-06 1.85e-06 2.95e-06 2.7e-06 2.15e-06 2.15e-06 1.85e-06 2.2e-06 1.2e-06 1e-06 1.6e-06 1.1e-06 2.4e-06 1.85e-06 2.25e-06 9.5e-07 2.2e-06 1.6e-06 2.4e-06 2.05e-06 1.65e-06 2e-06 1.3e-06
23 2.1e-06 2.85e-06 2.8e-06 3.3e-06 2.1e-06 2.95e-06 2.5e-06 2.45e-06 3.05e-06 2.55e-06 2.4e-06 2.8e-06 1.45e-06 2.65e-06 2.85e-06 2.95e-06 2.65e-06 2.2e-06 2.55e-06 2.55e-06 2.35e-06 2.2e-06 2.6e-06 2.7e-06 1.75e-06 2.8e-06 3.25e-06 1.95e-06 2.8e-06 2.9e-06 2.1e-06 2.55e-06 2.9e-06 2.55e-06 2.45e-06 2.55e-06 2.65e-06 2.65e-06 2.8e-06 2.45e-06 2.9e-06 2.3e-06 2.35e-06 2.6e-06 2.1e-06 2.45e-06 2.2e-06 1.95e-06 2.75e-06 1.55e-06 2.7e-06
24 1.2e-06 2.1e-06 2.8e-06 2.5e-06 2.45e-06 2.5e-06 1.95e-06 1.4e-06 3.1e-06 2e-06 1.2e-06 2.8e-06 8e-07 1.75e-06 2.1e-06 2.7e-06 2.6e-06 1.4e-06 1.55e-06 1.75e-06 1.2e-06 1.45e-06 1.65e-06 1.75e-06 1e-06 2.1e-06 2.65e-06 1e-06 2.15e-06 2.3e-06 2.45e-06 2.55e-06 2.4e-06 2.1e-06 1.7e-06 1.95e-06 1.7e-06 1.6e-06 2.05e-06 1.45e-06 2.55e-06 1.7e-06 1.95e-06 1.6e-06 2.05e-06 1.65e-06 2.15e-06 1.15e-06 2e-06 1.1e-06 1.7e-06
25 2.25e-06 1.05e-06 1.9e-06 1.4e-06 2.8e-06 1.05e-06 1.55e-06 1.4e-06 2.3e-06 2.1e-06 2.2e-06 1.9e-06 1.9e-06 1.95e-06 1.05e-06 1.5e-06 2.25e-06 1.65e-06 2.05e-06 1.7e-06 2.6e-06 1.4e-06 1.6e-06 2.8e-06 2.1e-06 2e-06 1.3e-06 2.15e-06 1.15e-06 1.45e-06 2.8e-06 2.55e-06 1.45e-06 1.9e-06 1.65e-06 2.2e-06 1.25e-06 1.1e-06 1.05e-06 1.5e-06 1.9e-06 1.5e-06 2.9e-06 1.05e-06 2.5e-06 1.6e-06 2.05e-06 2.25e-06 1.45e-06 2.2e-06 2.2e-06
26 2.55e-06 1.35e-06 2.15e-06 9e-07 3e-06 9.5e-07 1.7e-06 1.9e-06 2.2e-06 2.2e-06 2.6e-06 2.15e-06 2.4e-06 2e-06 1.35e-06 1.35e-06 2.3e-06 2.3e-06 2.3e-06 1.75e-06 2.85e-06 2.05e-06 2e-06 3.25e-06 2.65e-06 1.3e-06 1.8e-06 2.55e-06 1.4e-06 1.75e-06 3e-06 2.6e-06 1.35e-06 2.1e-06 1.75e-06 2.3e-06 1.95e-06 1.8e-06 1.35e-06 2.05e-06 1.8e-06 1.7e-06 3.25e-06 1.75e-06 3.1e-06 1.65e-06 2.2e-06 2.75e-06 1.55e-06 2.65e-06 2.45e-06
27 9.5e-07 2.2e-06 2.9e-06 2.55e-06 2.6e-06 2.4e-06 1.8e-06 1.55e-06 3.4e-06 2.15e-06 1.35e-06 2.9e-06 1.1e-06 1.85e-06 2.2e-06 2.5e-06 2.6e-06 1.45e-06 1.75e-06 1.55e-06 1.2e-06 1.5e-06 1.75e-06 1.95e-06 1e-06 2.15e-06 2.55e-06 1.4e-06 2.15e-06 2.4e-06 2.6e-06 2.5e-06 2.4e-06 2.05e-06 1.65e-06 1.85e-06 2.05e-06 1.9e-06 2.15e-06 1.75e-06 2.5e-06 1.8e-06 2.1e-06 1.85e-06 2.4e-06 1.65e-06 2e-06 1.2e-06 2e-06 1.3e-06 1.75e-06
28 2.25e-06 1.2e-06 1.95e-06 1.4e-06 2.85e-06 1.15e-06 1.65e-06 1.5e-06 2.35e-06 2.05e-06 2.2e-06 1.95e-06 1.95e-06 2e-06 1.2e-06 1.6e-06 2.35e-06 1.7e-06 2.1e-06 1.75e-06 2.55e-06 1.4e-06 1.55e-06 2.8e-06 2.15e-06 1.15e-06 1.4e-06 2.15e-06 2.1e-06 1.5e-06 2.85e-06 2.55e-06 1.5e-06 1.9e-06 1.65e-06 2.2e-06 1.3e-06 1.15e-06 1.15e-06 1.55e-06 1.95e-06 1.55e-06 2.9e-06 1.1e-06 2.5e-06 1.6e-06 2.05e-06 2.3e-06 1.6e-06 2.2e-06 2.2e-06
29 2.5e-06 1.45e-06 2e-06 1.65e-06 2.65e-06 1.55e-06 1.95e-06 1.7e-06 2e-06 2.2e-06 2.45e-06 2e-06 2.15e-06 1.95e-06 1.45e-06 1.7e-06 2.45e-06 1.9e-06 2.05e-06 2.1e-06 2.85e-06 1.65e-06 1.85e-06 2.9e-06 2.3e-06 1.45e-06 1.75e-06 2.4e-06 1.5e-06 2.5e-06 2.65e-06 2.7e-06 1.55e-06 1.9e-06 2e-06 2.2e-06 1.45e-06 1.25e-06 1.4e-06 1.7e-06 1.65e-06 1.75e-06 3e-06 1.25e-06 2.6e-06 1.85e-06 1.85e-06 2.4e-06 1.9e-06 2.25e-06 2.45e-06
30 2.8e-06 2.85e-06 2.65e-06 3.1e-06 1.85e-06 2.6e-06 2.65e-06 2.95e-06 2.2e-06 2.6e-06 2.9e-06 2.65e-06 2.2e-06 2.3e-06 2.85e-06 2.35e-06 2.65e-06 2.65e-06 2.4e-06 2.75e-06 3.1e-06 2.7e-06 2.95e-06 2.1e-06 2.45e-06 2.8e-06 3e-06 2.6e-06 2.85e-06 2.65e-06 3.6e-06 2.6e-06 2.25e-06 2.4e-06 2.65e-06 2.45e-06 3e-06 3e-06 2.8e-06 2.8e-06 1.9e-06 2.5e-06 2.65e-06 2.95e-06 2.5e-06 2.7e-06 1.95e-06 2.45e-06 2.7e-06 2.1e-06 3e-06
31 2.55e-06 2.6e-06 2.45e-06 2.65e-06 2.6e-06 2.35e-06 2.45e-06 2.6e-06 2.55e-06 2.4e-06 2.65e-06 2.45e-06 2.45e-06 2.5e-06 2.6e-06 2.5e-06 2.35e-06 2.75e-06 2.6e-06 2.45e-06 2.6e-06 2.6e-06 2.7e-06 2.55e-06 2.55e-06 2.55e-06 2.6e-06 2.5e-06 2.55e-06 2.7e-06 2.6e-06 4.3e-06 2.4e-06 2.6e-06 2.2e-06 2.45e-06 2.9e-06 2.75e-06 2.55e-06 2.7e-06 2.55e-06 2.45e-06 2.55e-06 2.7e-06 2.8e-06 2.35e-06 2.5e-06 2.6e-06 2.5e-06 2.55e-06 2.75e-06
32 2.5e-06 1.5e-06 2.1e-06 1.55e-06 2.25e-06 8.5e-07 1.6e-06 2.15e-06 1.55e-06 2e-06 2.45e-06 2.1e-06 2.15e-06 1.5e-06 1.5e-06 9e-07 2.25e-06 2.25e-06 1.65e-06 1.75e-06 2.85e-06 2.05e-06 2.15e-06 2.9e-06 2.4e-06 1.45e-06 1.35e-06 2.4e-06 1.5e-06 1.55e-06 2.25e-06 2.4e-06 1.5e-06 1.55e-06 1.65e-06 1.8e-06 2.2e-06 2.05e-06 1.45e-06 2.05e-06 8e-07 1.5e-06 2.9e-06 2e-06 2.95e-06 1.8e-06 1.4e-06 2.35e-06 1.5e-06 2.2e-06 2.35e-06
33 2.2e-06 1.95e-06 2.5e-06 2.2e-06 2.4e-06 1.75e-06 1.9e-06 2.1e-06 2.35e-06 2.05e-06 2.25e-06 2.5e-06 1.85e-06 1.9e-06 1.95e-06 1.6e-06 2.6e-06 2e-06 1.85e-06 2.05e-06 2.5e-06 1.85e-06 2.15e-06 2.55e-06 2.1e-06 1.9e-06 2.1e-06 2.05e-06 1.9e-06 1.9e-06 2.4e-06 2.6e-06 1.55e-06 2.7e-06 1.9e-06 1.9e-06 2.15e-06 2.05e-06 1.9e-06 2.1e-06 1.45e-06 1.8e-06 2.8e-06 2e-06 2.8e-06 2e-06 1.5e-06 2.1e-06 2e-06 1.85e-06 2.35e-06
34 1.7e-06 1.7e-06 2.45e-06 1.9e-06 2.65e-06 1.4e-06 1.55e-06 1.75e-06 2.6e-06 2e-06 1.8e-06 2.45e-06 1.6e-06 1.8e-06 1.7e-06 1.75e-06 2.35e-06 1.9e-06 1.9e-06 1.55e-06 1.75e-06 1.75e-06 1.85e-06 2.45e-06 1.7e-06 1.65e-06 1.75e-06 1.65e-06 1.65e-06 2e-06 2.65e-06 2.2e-06 1.65e-06 1.9e-06 2.6e-06 1.75e-06 2.05e-06 1.9e-06 1.65e-06 1.85e-06 2e-06 1.55e-06 2.45e-06 1.85e-06 2.7e-06 1.55e-06 1.95e-06 1.85e-06 1.6e-06 1.85e-06 1.9e-06
35 1.95e-06 2.25e-06 2.8e-06 2.35e-06 2.45e-06 2.05e-06 2e-06 2.2e-06 2.55e-06 2.2e-06 2.05e-06 2.8e-06 1.85e-06 1.75e-06 2.25e-06 1.9e-06 2.7e-06 2.2e-06 1.85e-06 2e-06 2e-06 2.1e-06 2.2e-06 2.55e-06 1.95e-06 2.2e-06 2.3e-06 1.85e-06 2.2e-06 2.2e-06 2.45e-06 2.45e-06 1.8e-06 1.9e-06 1.75e-06 3.1e-06 2.5e-06 2.35e-06 2.2e-06 2.2e-06 1.65e-06 1.95e-06 2.55e-06 2.3e-06 2.9e-06 1.9e-06 1.7e-06 1.95e-06 2.05e-06 1.85e-06 2.15e-06
36 2.2e-06 1.25e-06 1.95e-06 1.5e-06 3e-06 2.1e-06 2.15e-06 1e-06 2.7e-06 2.2e-06 1.95e-06 1.95e-06 1.75e-06 2.15e-06 1.25e-06 2.5e-06 2.65e-06 1.15e-06 2.1e-06 2.15e-06 2.4e-06 1.05e-06 1.2e-06 2.65e-06 1.7e-06 1.25e-06 1.95e-06 2.05e-06 1.3e-06 1.45e-06 3e-06 2.9e-06 2.2e-06 2.15e-06 2.05e-06 2.5e-06 6e-07 3e-07 1.2e-06 1.05e-06 2.55e-06 1.85e-06 2.8e-06 3e-07 1.95e-06 1.7e-06 2.5e-06 2.3e-06 2e-06 2.05e-06 2.1e-06
