 slim_762507770 slim_762507771 slim_762507769 slim_762507772 slim_762507785 slim_762507810 slim_762507775 slim_762507787 slim_762507804 slim_762507788 slim_762507814 slim_762507780 slim_762507796 slim_762507811 slim_762507805 slim_762507778 slim_762507812 slim_762507776 slim_762507777 slim_762507803 slim_762507794 slim_762507773 slim_762507813 slim_762507791 slim_762507800 slim_762507809 slim_762507795 slim_762507779 slim_762507799 slim_762507790 slim_762507789 slim_762507782 slim_762507798 slim_762507806 slim_762507784 slim_762507808 slim_762507801 slim_762507774 slim_762507815 slim_762507797 slim_762507783 slim_762507792 slim_762507781 slim_762507802 slim_762507807 slim_762507793 slim_762507816 slim_762507786
10 2.15e-06 2.25e-06 2.2e-06 2e-06 2e-06 2.1e-06 2.35e-06 2.4e-06 2.25e-06 2.15e-06 2.6e-06 2.1e-06 2.35e-06 2.2e-06 2.25e-06 2.05e-06 2.6e-06 2.4e-06 2.1e-06 2.3e-06 2.15e-06 2.45e-06 2.2e-06 2.5e-06 2.35e-06 2.2e-06 2.3e-06 2.5e-06 2.1e-06 2.25e-06 2.2e-06 1.8e-06 2.35e-06 2e-06 1.8e-06 2.15e-06 2.15e-06 2.25e-06 2.5e-06 2.4e-06 1.65e-06 2.55e-06 2.35e-06 2.25e-06 2.05e-06 2.25e-06 2.55e-06 2.1e-06
11 2.2e-06 2.5e-06 2.15e-06 2.1e-06 2.2e-06 2.35e-06 2.65e-06 2.85e-06 1.65e-06 1.85e-06 2.1e-06 1.6e-06 2.05e-06 1.65e-06 2.45e-06 2.4e-06 2.45e-06 2.25e-06 1.7e-06 2.35e-06 1.6e-06 2.15e-06 2.1e-06 2.45e-06 2.6e-06 2.1e-06 2.25e-06 2.55e-06 2e-06 1.9e-06 2.15e-06 1.85e-06 2.25e-06 2.45e-06 2.35e-06 2.35e-06 2.1e-06 2.15e-06 2.25e-06 2.2e-06 2.4e-06 2.65e-06 2.4e-06 2e-06 2.1e-06 1.5e-06 1.75e-06 2.65e-06
12 1.85e-06 2.15e-06 1.25e-06 1.75e-06 2.6e-06 1.85e-06 2.55e-06 2e-06 1.6e-06 2.4e-06 2.35e-06 2.05e-06 2.1e-06 2.05e-06 2e-06 2.15e-06 2e-06 1.75e-06 2e-06 2.1e-06 2e-06 1.15e-06 2.65e-06 1.45e-06 2e-06 2.65e-06 1.55e-06 2.5e-06 2.15e-06 1.85e-06 1.25e-06 1.6e-06 1.55e-06 2e-06 2.55e-06 2.1e-06 2.7e-06 1.95e-06 1.6e-06 2.05e-06 2.35e-06 3.1e-06 2.1e-06 1.5e-06 1.95e-06 1.8e-06 2e-06 2.6e-06
13 2.15e-06 1.8e-06 2e-06 1.6e-06 2.45e-06 1.55e-06 2.2e-06 2.4e-06 1.8e-06 2e-06 2.2e-06 1.65e-06 2.05e-06 2.8e-06 2.25e-06 1.95e-06 2.1e-06 2e-06 1.9e-06 2.25e-06 1.4e-06 2.15e-06 2.05e-06 2.1e-06 2.45e-06 2.05e-06 1.9e-06 2.4e-06 1.6e-06 1.8e-06 2e-06 1.95e-06 2e-06 2e-06 2.25e-06 2.35e-06 2.15e-06 1.85e-06 2e-06 2.05e-06 2.25e-06 2.25e-06 1.95e-06 1.9e-06 2.15e-06 1.7e-06 1.75e-06 2.55e-06
14 1.45e-06 1.8e-06 1.5e-06 1.75e-06 1.75e-06 1.65e-06 1.7e-06 2.65e-06 2.05e-06 2.7e-06 2.25e-06 2.45e-06 2e-06 2.25e-06 2.8e-06 2.05e-06 1.9e-06 2.2e-06 1.9e-06 2e-06 2.2e-06 2.1e-06 2.2e-06 1.95e-06 2.7e-06 2.2e-06 1.65e-06 2.8e-06 2.25e-06 1.95e-06 1.55e-06 2.45e-06 1.65e-06 1.9e-06 2e-06 2.2e-06 2.85e-06 1.9e-06 2.3e-06 2.05e-06 2.5e-06 2.25e-06 1.95e-06 2.2e-06 2.1e-06 2.25e-06 2.65e-06 2.6e-06
15 2e-06 1.5e-06 1.85e-06 1.35e-06 2.35e-06 1.25e-06 1.9e-06 2e-06 2.2e-06 2.15e-06 2.05e-06 2.4e-06 2.15e-06 1.95e-06 2.05e-06 2.2e-06 2e-06 2e-06 1.85e-06 2.25e-06 1.9e-06 2.25e-06 2.45e-06 2e-06 2.2e-06 2.45e-06 1.7e-06 1.85e-06 2e-06 1.75e-06 1.85e-06 2.35e-06 1.9e-06 1.9e-06 2.1e-06 2.45e-06 2.45e-06 1.6e-06 2e-06 1.95e-06 2.1e-06 2.45e-06 1.65e-06 1.8e-06 2.1e-06 2.2e-06 2.35e-06 1.4e-06
16 1.9e-06 8.5e-07 2e-06 1.4e-06 2.25e-06 1.2e-06 1.15e-06 2.65e-06 1.95e-06 2.5e-06 2.6e-06 2.45e-06 2e-06 2.1e-06 1.9e-06 2e-06 3e-07 1.25e-06 1.2e-06 2.1e-06 2.05e-06 2.1e-06 2.45e-06 1.95e-06 2.4e-06 2.45e-06 1.45e-06 2.75e-06 2.2e-06 9e-07 2e-06 2.35e-06 9.5e-07 1.9e-06 2.5e-06 1.75e-06 2.55e-06 8.5e-07 1.75e-06 7e-07 2.45e-06 2.55e-06 8.5e-07 1.85e-06 1.9e-06 2.45e-06 2.4e-06 2.5e-06
17 2.15e-06 1.4e-06 2.05e-06 1.5e-06 2.35e-06 1.4e-06 1.7e-06 1.95e-06 2.15e-06 2.45e-06 2.4e-06 2.25e-06 1.75e-06 2e-06 2.2e-06 2e-06 1.25e-06 2.3e-06 1.55e-06 1.75e-06 1.95e-06 1.85e-06 2.45e-06 1.8e-06 2.1e-06 2.45e-06 1.75e-06 2.4e-06 2.1e-06 1.35e-06 2.05e-06 1.65e-06 1.6e-06 1.85e-06 2.45e-06 1.9e-06 2.6e-06 1.3e-06 1.5e-06 1.35e-06 2.35e-06 2.65e-06 1.35e-06 1.45e-06 1.85e-06 2.2e-06 1.95e-06 2.55e-06
18 1.8e-06 1.3e-06 1.9e-06 1.4e-06 1.85e-06 1.4e-06 1.45e-06 2.5e-06 1.9e-06 2.2e-06 2.1e-06 1.7e-06 2e-06 1.9e-06 1.9e-06 1.85e-06 1.2e-06 1.55e-06 2.2e-06 1.95e-06 1.85e-06 2.1e-06 2.2e-06 2.05e-06 2.3e-06 2.2e-06 1.65e-06 2.45e-06 2.1e-06 1.15e-06 1.9e-06 2.1e-06 1.5e-06 1.9e-06 2.1e-06 1.9e-06 2.4e-06 1.15e-06 1.8e-06 1.2e-06 2.25e-06 2.4e-06 1.25e-06 1.65e-06 1.75e-06 2e-06 2.15e-06 2.25e-06
19 2e-06 2e-06 2.4e-06 1.95e-06 1.75e-06 1.8e-06 1.8e-06 2.2e-06 2.6e-06 2.8e-06 2.3e-06 2.35e-06 2.1e-06 2.25e-06 2e-06 2.25e-06 2.1e-06 1.75e-06 1.95e-06 3e-06 2.2e-06 2.2e-06 2.15e-06 2.15e-06 2.5e-06 2.15e-06 2.2e-06 2.7e-06 2.25e-06 2.05e-06 2.4e-06 1.85e-06 2.2e-06 1.9e-06 2.15e-06 2.1e-06 2.95e-06 2.05e-06 1.95e-06 2.15e-06 2.6e-06 2.3e-06 2.1e-06 1.95e-06 2.1e-06 2.5e-06 2.25e-06 2.9e-06
20 2.1e-06 1.75e-06 1.95e-06 1.55e-06 2.4e-06 1.5e-06 2.15e-06 2.35e-06 1.75e-06 1.95e-06 2.15e-06 1.6e-06 2e-06 1.4e-06 2.2e-06 1.9e-06 2.05e-06 1.95e-06 1.85e-06 2.2e-06 2.7e-06 2.1e-06 2e-06 2.05e-06 2.4e-06 2e-06 1.85e-06 2.35e-06 1.55e-06 1.75e-06 1.95e-06 1.9e-06 1.95e-06 1.95e-06 2.2e-06 2.3e-06 2.1e-06 1.8e-06 1.95e-06 2e-06 2.2e-06 2.2e-06 1.9e-06 1.85e-06 2.1e-06 1.65e-06 1.7e-06 2.5e-06
21 1.95e-06 2.25e-06 1.35e-06 1.85e-06 2.7e-06 1.95e-06 2.65e-06 2.1e-06 1.65e-06 2.5e-06 2.45e-06 2.15e-06 1.15e-06 2.15e-06 2.1e-06 2.25e-06 2.1e-06 1.85e-06 2.1e-06 2.2e-06 2.1e-06 2.3e-06 2.75e-06 1.55e-06 2.1e-06 2.75e-06 1.65e-06 2.6e-06 2.25e-06 1.95e-06 1.3e-06 1.7e-06 1.65e-06 2.1e-06 2.65e-06 2.2e-06 2.8e-06 2.05e-06 1.7e-06 2.15e-06 2.45e-06 3.2e-06 2.2e-06 1.6e-06 2.05e-06 1.9e-06 2.1e-06 2.7e-06
22 2.15e-06 2.2e-06 2.65e-06 2.2e-06 1.8e-06 2.1e-06 2e-06 2.9e-06 2.55e-06 2.5e-06 2.2e-06 2.1e-06 2.65e-06 2.05e-06 2.2e-06 2.45e-06 2.45e-06 2.45e-06 2.2e-06 2.15e-06 2e-06 2.75e-06 3.1e-06 2.7e-06 2.95e-06 1.6e-06 2.5e-06 2.95e-06 1.8e-06 2.35e-06 2.65e-06 2.3e-06 2.5e-06 2.2e-06 2.05e-06 2.25e-06 2.45e-06 2.35e-06 2.55e-06 2.45e-06 2.55e-06 1.9e-06 2.4e-06 2.5e-06 2.4e-06 2.3e-06 2.35e-06 3e-06
23 1.9e-06 1.85e-06 1.4e-06 1.65e-06 2.75e-06 1.55e-06 2.25e-06 1.8e-06 1.9e-06 2.6e-06 2.5e-06 2.45e-06 1.45e-06 2.1e-06 1.95e-06 2e-06 1.95e-06 1.8e-06 2.05e-06 2.15e-06 2.05e-06 1.55e-06 2.7e-06 2.5e-06 2.25e-06 2.7e-06 1.5e-06 2.3e-06 2.2e-06 1.9e-06 1.4e-06 2e-06 1.6e-06 2.05e-06 2.5e-06 2.5e-06 2.85e-06 1.85e-06 1.75e-06 2.1e-06 2.5e-06 2.8e-06 1.9e-06 1.65e-06 2.2e-06 2.05e-06 1.95e-06 2.6e-06
24 2.6e-06 2.2e-06 2.3e-06 1.9e-06 2.9e-06 2.05e-06 2.65e-06 2e-06 2.45e-06 2.3e-06 2.35e-06 2.6e-06 2e-06 2.45e-06 2.7e-06 2.2e-06 2.4e-06 2.1e-06 2.3e-06 2.5e-06 2.4e-06 2.1e-06 2.95e-06 2.25e-06 3.4e-06 2.95e-06 2.25e-06 2.55e-06 2.5e-06 2.1e-06 2.3e-06 2.2e-06 2.3e-06 2.4e-06 2.75e-06 2.5e-06 2.5e-06 2e-06 2e-06 2.25e-06 2.1e-06 3.2e-06 2.1e-06 1.75e-06 2.25e-06 2.5e-06 2.45e-06 2.15e-06
25 2.15e-06 2.2e-06 2.65e-06 2.2e-06 1.8e-06 2.1e-06 2e-06 2.9e-06 2.55e-06 2.5e-06 2.2e-06 2.1e-06 2.65e-06 2.05e-06 2.2e-06 2.45e-06 2.45e-06 2.45e-06 2.2e-06 2.15e-06 2e-06 2.75e-06 1.6e-06 2.7e-06 2.95e-06 3.1e-06 2.5e-06 2.95e-06 1.8e-06 2.35e-06 2.65e-06 2.3e-06 2.5e-06 2.2e-06 2.05e-06 2.25e-06 2.45e-06 2.35e-06 2.55e-06 2.45e-06 2.55e-06 1.9e-06 2.4e-06 2.5e-06 2.4e-06 2.3e-06 2.35e-06 3e-06
26 1.6e-06 1.35e-06 1.1e-06 1.25e-06 2.45e-06 1.05e-06 1.85e-06 2.3e-06 1.5e-06 2.3e-06 2.3e-06 2.25e-06 1.55e-06 1.9e-06 1.65e-06 1.7e-06 1.45e-06 1.75e-06 1.65e-06 2.2e-06 1.85e-06 1.65e-06 2.5e-06 1.5e-06 2.25e-06 2.5e-06 1.9e-06 2.4e-06 2e-06 1.4e-06 1.1e-06 2.15e-06 1.2e-06 1.85e-06 2.3e-06 2.2e-06 2.55e-06 1.35e-06 1.65e-06 1.6e-06 2.2e-06 2.6e-06 1.4e-06 1.65e-06 1.9e-06 1.85e-06 2.25e-06 2.2e-06
27 2.7e-06 2.35e-06 2.5e-06 2.1e-06 3.1e-06 2.15e-06 2.7e-06 2e-06 2.6e-06 2.4e-06 2.5e-06 2.55e-06 2.5e-06 2.4e-06 2.8e-06 1.85e-06 2.75e-06 2.4e-06 2.45e-06 2.7e-06 2.35e-06 2.6e-06 2.95e-06 2.3e-06 2.55e-06 2.95e-06 2.4e-06 3.1e-06 2.6e-06 2.4e-06 2.5e-06 2.5e-06 2.6e-06 2.75e-06 2.55e-06 3.25e-06 2.55e-06 2.2e-06 2.4e-06 2.6e-06 2.55e-06 2.9e-06 2.3e-06 2.05e-06 2.65e-06 2.45e-06 2.25e-06 1.95e-06
28 2.2e-06 1.8e-06 2.1e-06 1.65e-06 2.4e-06 1.55e-06 2.2e-06 2.45e-06 2.05e-06 2.15e-06 2.1e-06 2e-06 2.15e-06 1.6e-06 2.25e-06 2e-06 2.2e-06 2.1e-06 2.1e-06 2.25e-06 1.55e-06 2.25e-06 1.8e-06 2.2e-06 2.5e-06 1.8e-06 2e-06 2.6e-06 2.6e-06 2e-06 2.1e-06 1.9e-06 2.1e-06 1.9e-06 2.2e-06 2.15e-06 2.2e-06 2e-06 2.1e-06 2.2e-06 2.15e-06 2.15e-06 2.05e-06 2.05e-06 2.2e-06 1.9e-06 2e-06 2.65e-06
29 1.85e-06 1e-06 1.7e-06 1.15e-06 2.15e-06 1.15e-06 1.45e-06 2.4e-06 1.65e-06 2.05e-06 2.25e-06 1.9e-06 1.85e-06 1.8e-06 1.95e-06 1.75e-06 9e-07 1.35e-06 1.15e-06 2.05e-06 1.75e-06 1.95e-06 2.35e-06 1.9e-06 2.1e-06 2.35e-06 1.4e-06 2.4e-06 2e-06 1.6e-06 1.7e-06 2.05e-06 1.25e-06 1.8e-06 2.25e-06 1.75e-06 2.25e-06 8.5e-07 1.6e-06 9e-07 2.1e-06 2.55e-06 9.5e-07 1.45e-06 1.6e-06 1.9e-06 2.1e-06 2.1e-06
30 1.35e-06 1.85e-06 4e-07 1.4e-06 2.45e-06 1.6e-06 2.35e-06 2.4e-06 1.15e-06 2.25e-06 2.2e-06 2.15e-06 1.25e-06 2e-06 1.55e-06 1.85e-06 2e-06 2.05e-06 1.9e-06 2.4e-06 1.95e-06 1.3e-06 2.65e-06 1.4e-06 2.3e-06 2.65e-06 1.1e-06 2.5e-06 2.1e-06 1.7e-06 7e-07 2.05e-06 1.2e-06 1.9e-06 2.25e-06 2.15e-06 2.55e-06 1.65e-06 2.05e-06 1.9e-06 2.15e-06 2.95e-06 1.85e-06 1.65e-06 1.8e-06 1.4e-06 2.4e-06 2.2e-06
31 2.3e-06 2.35e-06 2.05e-06 1.95e-06 2.35e-06 2.05e-06 2.65e-06 2.1e-06 1.95e-06 2.35e-06 1.8e-06 1.85e-06 1.6e-06 1.95e-06 2.45e-06 2.35e-06 2.35e-06 1.65e-06 2.1e-06 1.85e-06 1.9e-06 1.7e-06 2.3e-06 2e-06 2.2e-06 2.3e-06 2.15e-06 2.5e-06 1.9e-06 2.05e-06 2.05e-06 1.6e-06 2.15e-06 1.8e-06 2.2e-06 1.8e-06 2.45e-06 2.2e-06 1.8e-06 2.25e-06 1.9e-06 2.9e-06 2.35e-06 1.7e-06 1.8e-06 1.95e-06 1.9e-06 2.85e-06
32 1.6e-06 1.3e-06 1.2e-06 1.4e-06 2.35e-06 1.35e-06 1.7e-06 2.5e-06 1.5e-06 2.35e-06 2.35e-06 2.25e-06 1.55e-06 2e-06 1.65e-06 1.9e-06 9.5e-07 1.6e-06 1.5e-06 2.2e-06 1.95e-06 1.65e-06 2.5e-06 1.6e-06 2.3e-06 2.5e-06 1.2e-06 2.6e-06 2.1e-06 1.25e-06 1.2e-06 2.15e-06 1.9e-06 1.85e-06 2.4e-06 1.9e-06 2.5e-06 1.25e-06 1.85e-06 1.25e-06 2.25e-06 2.7e-06 1.3e-06 1.8e-06 1.85e-06 1.95e-06 2.35e-06 2.35e-06
33 1.85e-06 1.6e-06 1.9e-06 1.5e-06 1.8e-06 1.4e-06 1.8e-06 2.35e-06 2.2e-06 2.6e-06 2e-06 2.45e-06 2e-06 2e-06 1.9e-06 1.9e-06 1.9e-06 1.85e-06 1.9e-06 1.9e-06 1.95e-06 2.1e-06 2.2e-06 2.05e-06 2.4e-06 2.2e-06 1.85e-06 2.75e-06 1.9e-06 1.8e-06 1.9e-06 1.8e-06 1.85e-06 2.2e-06 2e-06 1.4e-06 2.75e-06 1.8e-06 2e-06 1.9e-06 2.1e-06 2.4e-06 1.85e-06 1.95e-06 1.45e-06 2.3e-06 2.45e-06 2.6e-06
34 1.8e-06 2.1e-06 2.25e-06 1.9e-06 1.65e-06 1.95e-06 1.9e-06 2.45e-06 2.45e-06 2.4e-06 1.8e-06 2.35e-06 2.55e-06 2.25e-06 2e-06 2.1e-06 2.5e-06 2.45e-06 2.1e-06 2.15e-06 2.2e-06 2.65e-06 2.05e-06 2.5e-06 2.75e-06 2.05e-06 2.3e-06 2.55e-06 2.2e-06 2.25e-06 2.25e-06 2.2e-06 2.4e-06 2e-06 2.5e-06 2.3e-06 2.5e-06 2.1e-06 2.55e-06 2.35e-06 2.15e-06 2.15e-06 2.3e-06 2.2e-06 2.1e-06 2.35e-06 2.6e-06 2.35e-06
35 2.05e-06 1.95e-06 2.15e-06 1.9e-06 1.75e-06 2.05e-06 2.05e-06 2.9e-06 2.2e-06 2.6e-06 2.15e-06 2.35e-06 2.1e-06 2.35e-06 2.2e-06 2.45e-06 1.75e-06 1.9e-06 1.9e-06 2.1e-06 2.3e-06 2.2e-06 2.25e-06 2.5e-06 2.5e-06 2.25e-06 2.2e-06 3.25e-06 2.15e-06 1.75e-06 2.15e-06 1.8e-06 1.9e-06 1.4e-06 2.3e-06 1.8e-06 2.7e-06 1.85e-06 2.25e-06 1.65e-06 2.2e-06 2.9e-06 2e-06 2.1e-06 1.35e-06 2.4e-06 2.75e-06 2.8e-06
36 2.7e-06 2.4e-06 2.55e-06 2.2e-06 2.85e-06 2.45e-06 2.75e-06 2.8e-06 2.2e-06 1.85e-06 2.15e-06 2.1e-06 2.7e-06 2.15e-06 2.85e-06 2.45e-06 2.55e-06 2.6e-06 2.4e-06 2.95e-06 2.1e-06 2.8e-06 2.45e-06 2.85e-06 2.5e-06 2.45e-06 2.55e-06 2.55e-06 2.2e-06 2.25e-06 2.55e-06 2.45e-06 2.5e-06 2.75e-06 2.5e-06 2.7e-06 3.1e-06 2.15e-06 2.75e-06 2.25e-06 2.05e-06 2.75e-06 2.3e-06 2.35e-06 2.45e-06 2.1e-06 2.4e-06 2.25e-06
37 1.8e-06 8e-07 1.65e-06 9e-07 2.15e-06 1e-06 1.25e-06 2.25e-06 1.8e-06 2e-06 2.25e-06 2.15e-06 1.95e-06 1.85e-06 1.9e-06 1.6e-06 8.5e-07 1.3e-06 1.15e-06 2.05e-06 1.8e-06 2.05e-06 2.35e-06 1.85e-06 2e-06 2.35e-06 1.35e-06 2.2e-06 2e-06 8.5e-07 1.65e-06 2.2e-06 1.25e-06 1.8e-06 2.1e-06 1.85e-06 2.15e-06 1.1e-06 1.6e-06 8e-07 2e-06 2.35e-06 6.5e-07 1.2e-06 1.5e-06 1.95e-06 2.15e-06 1.85e-06
38 2.25e-06 1.65e-06 2.05e-06 1.55e-06 2.6e-06 1.3e-06 2.05e-06 1.9e-06 2.15e-06 2.5e-06 2.5e-06 2.25e-06 1.6e-06 2e-06 2.3e-06 2e-06 1.75e-06 1.5e-06 1.8e-06 1.95e-06 1.95e-06 1.7e-06 2.55e-06 1.75e-06 2e-06 2.55e-06 1.65e-06 2.4e-06 2.1e-06 1.6e-06 2.05e-06 1.8e-06 1.85e-06 2e-06 2.55e-06 2.25e-06 2.75e-06 1.6e-06 2.3e-06 1.8e-06 2.45e-06 2.75e-06 1.65e-06 1.4e-06 2.05e-06 2.2e-06 1.9e-06 2.6e-06
39 1.95e-06 1e-06 1.9e-06 1.3e-06 2.15e-06 1.35e-06 1.35e-06 2.6e-06 1.9e-06 2.25e-06 2.4e-06 2.2e-06 2.05e-06 2.05e-06 2.05e-06 1.95e-06 7e-07 1.35e-06 1.2e-06 2.15e-06 2e-06 2.15e-06 2.45e-06 2.1e-06 2.25e-06 2.45e-06 1.6e-06 2.6e-06 2.2e-06 9e-07 1.9e-06 2.25e-06 1.25e-06 1.9e-06 2.35e-06 1.65e-06 2.25e-06 8e-07 1.8e-06 1.2e-06 2.25e-06 2.65e-06 9e-07 1.6e-06 1.65e-06 2.15e-06 2.35e-06 2.25e-06
