 slim_762174345 slim_762174333 slim_762174349 slim_762174324 slim_762174329 slim_762174348 slim_762174332 slim_762174326 slim_762174338 slim_762174317 slim_762174321 slim_762174334 slim_762174342 slim_762174347 slim_762174331 slim_762174300 slim_762174311 slim_762174308 slim_762174299 slim_762174302 slim_762174341 slim_762174335 slim_762174305 slim_762174322 slim_762174343 slim_762174312 slim_762174318 slim_762174304 slim_762174320 slim_762174315 slim_762174295 slim_762174336 slim_762174301 slim_762174344 slim_762174330 slim_762174337 slim_762174339 slim_762174298 slim_762174327 slim_762174310 slim_762174303 slim_762174340 slim_762174306 slim_762174314 slim_762174296 slim_762174297 slim_762174313 slim_762174309 slim_762174346 slim_762174328 slim_762174307 slim_762174319 slim_762174316 slim_762174323 slim_762174325
10 2.5e-06 1.4e-06 1.9e-06 1.7e-06 2.65e-06 2e-06 1.5e-06 1.25e-06 2.6e-06 2.4e-06 2.4e-06 1.95e-06 1.6e-06 2.1e-06 2.5e-06 1.5e-06 1.8e-06 2.15e-06 1.2e-06 1.85e-06 2.05e-06 1.75e-06 2.15e-06 1.7e-06 1.7e-06 2.5e-06 1.75e-06 1.8e-06 2.3e-06 1.85e-06 2.55e-06 1.65e-06 1.75e-06 1.95e-06 2.05e-06 2.3e-06 2.05e-06 2.2e-06 1.6e-06 1.9e-06 1.8e-06 1.55e-06 2.9e-06 1.35e-06 2.2e-06 1.7e-06 2.4e-06 1.6e-06 1.85e-06 1.8e-06 2.55e-06 1.7e-06 2.35e-06 1.2e-06 1.6e-06
11 2.35e-06 1.5e-06 1.8e-06 1.45e-06 2.3e-06 2.4e-06 1.8e-06 1.8e-06 2.15e-06 1.95e-06 1.95e-06 2.3e-06 1.7e-06 1.7e-06 2.05e-06 1.6e-06 1.85e-06 2.4e-06 1.75e-06 1.9e-06 2.4e-06 2.15e-06 1.65e-06 1.65e-06 1.8e-06 2e-06 1.5e-06 1.85e-06 2.05e-06 2.25e-06 2.5e-06 1.5e-06 1.95e-06 1.95e-06 2.2e-06 1.65e-06 2e-06 1.85e-06 1.75e-06 1.95e-06 2.05e-06 1.8e-06 2.5e-06 1.95e-06 1.55e-06 1.95e-06 1.9e-06 2.45e-06 1.9e-06 1.8e-06 2.25e-06 1.85e-06 1.55e-06 1.75e-06 2.25e-06
12 2.3e-06 9e-07 1.5e-06 1.5e-06 2.4e-06 2e-06 1.05e-06 8.5e-07 2.4e-06 1.9e-06 1.6e-06 1.7e-06 1.6e-06 1.5e-06 2.15e-06 1.05e-06 1.35e-06 1.95e-06 8e-07 1.4e-06 2.1e-06 1.85e-06 1.45e-06 2.3e-06 2.2e-06 2.5e-06 1.55e-06 1.35e-06 2.25e-06 1.7e-06 2.6e-06 1.15e-06 1.7e-06 1.75e-06 1.85e-06 1.75e-06 1.9e-06 1.9e-06 1.1e-06 1.45e-06 2.15e-06 1.15e-06 2.8e-06 1.35e-06 1.65e-06 1.55e-06 2.4e-06 2.3e-06 1.4e-06 1.35e-06 2.5e-06 1.25e-06 2.1e-06 8e-07 1.5e-06
13 1.45e-06 1.3e-06 1.4e-06 1.75e-06 1.35e-06 2.05e-06 1.5e-06 1.6e-06 2.15e-06 4.5e-07 2.1e-06 1.7e-06 1.5e-06 9e-07 9e-07 1.65e-06 1e-06 2e-06 1.55e-06 1.05e-06 2.15e-06 1.95e-06 1.05e-06 2.3e-06 1.85e-06 2.2e-06 1.8e-06 1e-06 1.7e-06 2e-06 2.25e-06 1.35e-06 1.95e-06 1.8e-06 1.9e-06 8.5e-07 2.05e-06 1.35e-06 1.55e-06 1.1e-06 1.55e-06 1.7e-06 2.15e-06 1.95e-06 7.5e-07 1.9e-06 2.1e-06 2.65e-06 1.05e-06 1.15e-06 2.15e-06 1.65e-06 1.25e-06 1.55e-06 2.1e-06
14 1e-06 2.05e-06 1.7e-06 2.1e-06 9.5e-07 1.75e-06 2.1e-06 2.4e-06 1.75e-06 4.5e-07 2.5e-06 2.05e-06 2.15e-06 9e-07 9e-07 2.3e-06 1.4e-06 2.05e-06 2.35e-06 1.45e-06 2.1e-06 2e-06 1.35e-06 2.25e-06 1.85e-06 1.75e-06 2.15e-06 1.4e-06 1.2e-06 1.9e-06 1.6e-06 1.85e-06 2.05e-06 1.7e-06 1.9e-06 9.5e-07 2.05e-06 1.3e-06 2.25e-06 1.5e-06 1.55e-06 2.4e-06 1.35e-06 2.35e-06 8.5e-07 2e-06 1.65e-06 2.35e-06 1.45e-06 1.55e-06 1.45e-06 2.15e-06 1.2e-06 2.35e-06 2.2e-06
15 2.4e-06 9.5e-07 1.55e-06 1.35e-06 2.5e-06 2e-06 1.05e-06 9e-07 2.4e-06 2.05e-06 1.5e-06 1.6e-06 1.05e-06 1.65e-06 2.3e-06 1.7e-06 1.45e-06 2e-06 8.5e-07 1.5e-06 2.1e-06 1.75e-06 1.55e-06 2e-06 2.05e-06 2.35e-06 1.4e-06 1.45e-06 2.2e-06 1.7e-06 2.7e-06 1.15e-06 1.55e-06 1.8e-06 1.9e-06 1.8e-06 1.95e-06 2e-06 9.5e-07 1.55e-06 2.1e-06 1.15e-06 2.95e-06 1.3e-06 1.7e-06 1.65e-06 2.25e-06 2.2e-06 1.5e-06 1.45e-06 2.7e-06 1.2e-06 2e-06 8.5e-07 1.55e-06
16 1.6e-06 1.15e-06 1.3e-06 1.6e-06 1.7e-06 1.7e-06 1.1e-06 1.05e-06 2.2e-06 1e-06 1.8e-06 1.85e-06 1.35e-06 1e-06 1.4e-06 1.45e-06 2e-06 1.75e-06 1e-06 1.05e-06 1.9e-06 1.65e-06 1.4e-06 2.4e-06 2.1e-06 2.25e-06 1.65e-06 1e-06 1.7e-06 1.6e-06 2.3e-06 1.25e-06 1.65e-06 1.7e-06 1.7e-06 1.3e-06 2.05e-06 1.7e-06 1.4e-06 1.1e-06 1.8e-06 1.4e-06 2.4e-06 1.45e-06 1.2e-06 1.65e-06 2.15e-06 2.35e-06 1.05e-06 1.1e-06 2.35e-06 1.3e-06 1.65e-06 1e-06 1.55e-06
17 1.95e-06 1.8e-06 1.95e-06 1.95e-06 2.15e-06 1.75e-06 1.55e-06 1.55e-06 2.2e-06 2e-06 2.15e-06 2.4e-06 1.95e-06 2e-06 2.05e-06 2e-06 1.75e-06 3e-06 1.5e-06 1.8e-06 1.6e-06 1.8e-06 2.25e-06 2.6e-06 2.4e-06 2.1e-06 2e-06 1.75e-06 1.95e-06 1.65e-06 1.95e-06 1.85e-06 1.75e-06 1.95e-06 1.9e-06 2.15e-06 2.4e-06 2.2e-06 2.05e-06 1.85e-06 2.4e-06 1.95e-06 2.4e-06 1.65e-06 2.05e-06 1.95e-06 2e-06 2.3e-06 1.8e-06 1.8e-06 2.45e-06 1.7e-06 2.25e-06 1.5e-06 1.65e-06
18 2.2e-06 5.5e-07 1.2e-06 1.2e-06 2.5e-06 1.55e-06 4e-07 5e-08 2.45e-06 2e-06 1.2e-06 1.75e-06 8e-07 1.55e-06 2.35e-06 8.5e-07 1e-06 1.5e-06 0.0 1.05e-06 1.65e-06 1.35e-06 1.8e-06 2.4e-06 2.25e-06 2.5e-06 1.25e-06 1e-06 2.15e-06 1.2e-06 2.65e-06 9e-07 1.25e-06 1.6e-06 1.5e-06 1.95e-06 1.95e-06 2.1e-06 8.5e-07 1.1e-06 2.2e-06 7e-07 3.1e-06 6.5e-07 1.85e-06 1.25e-06 2.4e-06 2.05e-06 1.05e-06 1.05e-06 2.85e-06 7e-07 2.25e-06 0.0 8.5e-07
19 1.65e-06 1.2e-06 1.35e-06 1.65e-06 1.75e-06 1.75e-06 1.15e-06 1.1e-06 2.25e-06 1.05e-06 1.85e-06 1.9e-06 1.4e-06 1.05e-06 1.45e-06 1.5e-06 1.05e-06 1.8e-06 1.05e-06 2.1e-06 1.95e-06 1.7e-06 1.45e-06 2.45e-06 2.15e-06 2.3e-06 1.7e-06 1.05e-06 1.75e-06 1.65e-06 2.35e-06 1.3e-06 1.7e-06 1.75e-06 1.75e-06 1.35e-06 2.1e-06 1.75e-06 1.45e-06 1.1e-06 1.85e-06 1.45e-06 2.45e-06 1.5e-06 1.25e-06 1.7e-06 2.2e-06 2.4e-06 1.1e-06 1.15e-06 2.4e-06 1.3e-06 1.7e-06 1.05e-06 1.6e-06
20 1.95e-06 1.9e-06 2.1e-06 1.95e-06 2.15e-06 1.75e-06 1.65e-06 1.7e-06 2.05e-06 2.15e-06 2.05e-06 2.4e-06 2.1e-06 2.15e-06 2.1e-06 2.1e-06 1.9e-06 1.6e-06 1.65e-06 1.95e-06 2.7e-06 1.8e-06 2.4e-06 2.35e-06 2.15e-06 1.95e-06 2e-06 1.9e-06 1.95e-06 1.6e-06 1.8e-06 1.95e-06 1.7e-06 1.9e-06 1.9e-06 2.25e-06 2.35e-06 2.15e-06 2.15e-06 2e-06 2.3e-06 2.05e-06 2.25e-06 1.65e-06 2.15e-06 1.95e-06 1.85e-06 2.05e-06 1.95e-06 1.95e-06 2.3e-06 1.8e-06 2.25e-06 1.65e-06 1.65e-06
21 1.85e-06 1.65e-06 1.75e-06 1.7e-06 2.1e-06 1.25e-06 1.35e-06 1.4e-06 1.9e-06 1.95e-06 1.75e-06 2.15e-06 1.85e-06 1.95e-06 2e-06 1.75e-06 1.65e-06 1.8e-06 1.35e-06 1.7e-06 1.8e-06 1.5e-06 2.05e-06 2.1e-06 1.95e-06 1.95e-06 1.75e-06 1.65e-06 1.8e-06 1.5e-06 2.2e-06 1.6e-06 1e-06 1.8e-06 1.8e-06 1.95e-06 2.25e-06 2.1e-06 1.85e-06 1.75e-06 2.05e-06 1.75e-06 2.35e-06 1.05e-06 1.85e-06 1.85e-06 1.85e-06 1.95e-06 1.7e-06 1.7e-06 2.4e-06 1.4e-06 2.05e-06 1.35e-06 1.55e-06
22 1.8e-06 1.45e-06 1.5e-06 1.8e-06 1.7e-06 2.15e-06 1.75e-06 1.85e-06 2.05e-06 1e-06 2.15e-06 1.65e-06 1.45e-06 1.05e-06 1.35e-06 1.55e-06 1.4e-06 2.25e-06 1.8e-06 1.45e-06 2.4e-06 2.05e-06 1.6e-06 2.15e-06 2e-06 2.2e-06 1.85e-06 1.4e-06 1.8e-06 2.15e-06 2.3e-06 1.4e-06 2e-06 1.85e-06 2.1e-06 1.05e-06 1.95e-06 1.5e-06 1.7e-06 1.5e-06 1.75e-06 1.8e-06 2.2e-06 2.1e-06 9.5e-07 1.95e-06 2.1e-06 2.6e-06 1.45e-06 1.3e-06 2.05e-06 1.8e-06 1.45e-06 1.8e-06 2.25e-06
23 2.45e-06 2.15e-06 2.4e-06 1.7e-06 2.4e-06 2.35e-06 2.35e-06 2.45e-06 2.15e-06 2.4e-06 1.7e-06 1.65e-06 2.3e-06 2.3e-06 2.25e-06 2e-06 2.4e-06 2.6e-06 2.4e-06 2.45e-06 2.35e-06 2.1e-06 2.15e-06 2e-06 1.3e-06 1.8e-06 1.75e-06 2.4e-06 2e-06 2.35e-06 2.35e-06 2.05e-06 2e-06 2.15e-06 2.4e-06 2.1e-06 2.2e-06 2.05e-06 2.2e-06 2.5e-06 1.7e-06 2.35e-06 2.3e-06 2.15e-06 2e-06 2.25e-06 1.7e-06 1.75e-06 2.45e-06 2.35e-06 2.15e-06 2.35e-06 1.75e-06 2.4e-06 2.45e-06
24 2.15e-06 2e-06 2.25e-06 1.85e-06 2.1e-06 2.2e-06 2.2e-06 2.3e-06 2.1e-06 1.95e-06 1.7e-06 1.8e-06 2.2e-06 1.85e-06 1.85e-06 2.05e-06 2.1e-06 2.4e-06 2.25e-06 2.15e-06 2.15e-06 1.95e-06 2e-06 1.3e-06 2.3e-06 1.95e-06 1.9e-06 2.1e-06 2.1e-06 2.2e-06 2.15e-06 1.95e-06 1.9e-06 2e-06 2.25e-06 1.85e-06 2.1e-06 1.75e-06 2.15e-06 2.2e-06 1.55e-06 2.25e-06 2.15e-06 2e-06 1.75e-06 2.1e-06 1.85e-06 1.75e-06 2.15e-06 2.15e-06 2e-06 2.25e-06 1.75e-06 2.25e-06 2.3e-06
25 1.8e-06 2.4e-06 2.3e-06 1.8e-06 1.85e-06 1.9e-06 2.2e-06 2.55e-06 1.6e-06 2e-06 2.5e-06 2e-06 2.5e-06 2.2e-06 1.75e-06 2.35e-06 2.25e-06 2.1e-06 2.5e-06 2.3e-06 1.95e-06 1.95e-06 2.2e-06 1.8e-06 1.95e-06 2.2e-06 1.85e-06 2.25e-06 1.5e-06 1.95e-06 1.85e-06 2.1e-06 1.8e-06 2e-06 2.1e-06 1.9e-06 2.45e-06 2e-06 2.5e-06 2.35e-06 2.25e-06 2.6e-06 1.7e-06 2.25e-06 1.8e-06 2.35e-06 1.1e-06 2.3e-06 2.3e-06 2.25e-06 1.95e-06 2.15e-06 1.6e-06 2.5e-06 2.3e-06
26 2.2e-06 1.35e-06 1.75e-06 1.25e-06 2.3e-06 1.95e-06 1.3e-06 1.3e-06 2.05e-06 2.05e-06 1.75e-06 1.5e-06 1.55e-06 1.8e-06 2.15e-06 1.4e-06 1.65e-06 2e-06 1.25e-06 1.7e-06 2e-06 1.75e-06 1.85e-06 1.75e-06 1.9e-06 1.85e-06 2.5e-06 1.65e-06 1.9e-06 1.75e-06 2.5e-06 1.35e-06 1.55e-06 1.85e-06 1.9e-06 1.8e-06 2.15e-06 2e-06 1.5e-06 1.75e-06 2.15e-06 1.55e-06 2.55e-06 1.5e-06 1.7e-06 1.85e-06 1.75e-06 2.25e-06 1.7e-06 1.65e-06 2.5e-06 1.4e-06 1.7e-06 1.25e-06 1.75e-06
27 1.6e-06 1.15e-06 1.3e-06 1.6e-06 1.7e-06 1.7e-06 1.1e-06 1.05e-06 2.2e-06 1e-06 1.8e-06 1.85e-06 1.35e-06 1e-06 1.4e-06 1.45e-06 1e-06 1.75e-06 1e-06 1.05e-06 1.9e-06 1.65e-06 1.4e-06 2.4e-06 2.1e-06 2.25e-06 1.65e-06 2e-06 1.7e-06 1.6e-06 2.3e-06 1.25e-06 1.65e-06 1.7e-06 1.7e-06 1.3e-06 2.05e-06 1.7e-06 1.4e-06 1.1e-06 1.8e-06 1.4e-06 2.4e-06 1.45e-06 1.2e-06 1.65e-06 2.15e-06 2.35e-06 1.05e-06 1.1e-06 2.35e-06 1.3e-06 1.65e-06 1e-06 1.55e-06
28 1.25e-06 2.15e-06 1.8e-06 1.85e-06 1.4e-06 1.55e-06 1.95e-06 2.2e-06 1.7e-06 1.25e-06 2.3e-06 2.05e-06 2.25e-06 1.7e-06 1.2e-06 2.2e-06 1.7e-06 1.95e-06 2.15e-06 1.75e-06 1.95e-06 1.8e-06 1.8e-06 2e-06 2.1e-06 1.5e-06 1.9e-06 1.7e-06 1.9e-06 1.7e-06 1.7e-06 1.95e-06 1.85e-06 1.75e-06 1.85e-06 1.55e-06 2.2e-06 1.85e-06 2.3e-06 1.8e-06 1.85e-06 2.35e-06 1.55e-06 2.1e-06 1.45e-06 2e-06 1.4e-06 2.1e-06 1.75e-06 1.7e-06 1.7e-06 2e-06 1.45e-06 2.15e-06 1.95e-06
29 1.75e-06 1.5e-06 1.75e-06 1.7e-06 2.05e-06 1.4e-06 1.1e-06 1.25e-06 1.95e-06 2e-06 1.85e-06 2.25e-06 1.7e-06 2e-06 1.9e-06 1.7e-06 1.6e-06 1.65e-06 1.2e-06 1.65e-06 1.6e-06 1.5e-06 2.15e-06 2.35e-06 2.2e-06 1.95e-06 1.75e-06 1.6e-06 1.7e-06 2e-06 1.9e-06 1.6e-06 1.4e-06 1.4e-06 1.65e-06 2.05e-06 1.95e-06 1.95e-06 1.75e-06 1.7e-06 2.25e-06 1.6e-06 2.2e-06 1.3e-06 1.95e-06 1.55e-06 1.85e-06 1.8e-06 1.65e-06 1.65e-06 2.1e-06 1.4e-06 2.15e-06 1.2e-06 1.15e-06
30 1.7e-06 2.55e-06 2.35e-06 2.45e-06 1.8e-06 1.9e-06 2.6e-06 2.7e-06 1.95e-06 1.95e-06 2.55e-06 2.5e-06 2.6e-06 2.25e-06 1.6e-06 2.7e-06 2.3e-06 1.95e-06 2.65e-06 2.35e-06 1.8e-06 2.2e-06 2.3e-06 2.35e-06 2.15e-06 1.85e-06 2.5e-06 2.3e-06 1.7e-06 1.9e-06 2.1e-06 2.5e-06 2.2e-06 1.8e-06 2.15e-06 2.2e-06 1.95e-06 1.9e-06 2.85e-06 2.4e-06 2.2e-06 2.75e-06 1.6e-06 2.3e-06 2.1e-06 1.85e-06 1.75e-06 1.9e-06 2.35e-06 2.3e-06 1.3e-06 2.65e-06 2.15e-06 2.65e-06 2e-06
31 2e-06 9.5e-07 1.35e-06 1.3e-06 2.1e-06 1.8e-06 9.5e-07 9.5e-07 2e-06 1.6e-06 1.65e-06 1.5e-06 1.15e-06 1.35e-06 1.85e-06 1.15e-06 1.25e-06 1.85e-06 9e-07 1.3e-06 1.95e-06 1.6e-06 1.4e-06 2.05e-06 1.95e-06 2.1e-06 1.35e-06 1.25e-06 1.95e-06 1.6e-06 2.5e-06 1.8e-06 1.4e-06 1.65e-06 1.75e-06 1.3e-06 1.95e-06 1.75e-06 1.25e-06 1.35e-06 2e-06 1.2e-06 2.55e-06 1.35e-06 1.25e-06 1.65e-06 2e-06 2.35e-06 1.3e-06 1.25e-06 2.45e-06 1.05e-06 1.7e-06 9e-07 1.6e-06
32 1.9e-06 1.5e-06 1.75e-06 1.5e-06 2.15e-06 1.4e-06 1.2e-06 1.3e-06 1.7e-06 2.05e-06 1.75e-06 1.95e-06 1.7e-06 1.95e-06 2.05e-06 1.55e-06 1.65e-06 1.75e-06 1.25e-06 1.7e-06 1.7e-06 1e-06 2e-06 2e-06 1.9e-06 1.8e-06 1.55e-06 1.65e-06 1.85e-06 1.4e-06 2.2e-06 1.4e-06 1.7e-06 1.7e-06 1.75e-06 1.85e-06 2.15e-06 2e-06 1.65e-06 1.75e-06 2.15e-06 1.6e-06 2.35e-06 1.05e-06 1.75e-06 1.8e-06 1.7e-06 2e-06 1.7e-06 1.7e-06 2.4e-06 1.15e-06 1.95e-06 1.25e-06 1.5e-06
33 1.8e-06 1.55e-06 1.75e-06 1.8e-06 1.95e-06 1.75e-06 1.5e-06 1.65e-06 1.95e-06 1.8e-06 1.95e-06 1.95e-06 1.75e-06 1.8e-06 1.7e-06 1.8e-06 1.7e-06 1.95e-06 1.6e-06 1.75e-06 1.9e-06 1.8e-06 1.85e-06 2.15e-06 2e-06 2e-06 1.85e-06 1.7e-06 1.75e-06 1.4e-06 1.8e-06 1.65e-06 1.7e-06 2.8e-06 1.85e-06 1.8e-06 1.7e-06 1.7e-06 1.9e-06 1.8e-06 2.05e-06 1.75e-06 2.05e-06 1.65e-06 1.7e-06 1.55e-06 1.9e-06 1.9e-06 1.75e-06 1.7e-06 1.75e-06 1.75e-06 1.95e-06 1.6e-06 1.55e-06
