 slim_762428500 slim_762428480 slim_762428475 slim_762428494 slim_762428477 slim_762428490 slim_762428518 slim_762428517 slim_762428465 slim_762428467 slim_762428523 slim_762428487 slim_762428508 slim_762428486 slim_762428491 slim_762428473 slim_762428484 slim_762428493 slim_762428463 slim_762428506 slim_762428479 slim_762428476 slim_762428509 slim_762428510 slim_762428498 slim_762428488 slim_762428521 slim_762428482 slim_762428512 slim_762428470 slim_762428513 slim_762428496 slim_762428525 slim_762428499 slim_762428466 slim_762428471 slim_762428503 slim_762428485 slim_762428515 slim_762428474 slim_762428492 slim_762428502 slim_762428481 slim_762428524 slim_762428507 slim_762428468 slim_762428489 slim_762428511 slim_762428519 slim_762428516 slim_762428522 slim_762428501 slim_762428514 slim_762428483 slim_762428497 slim_762428505 slim_762428472 slim_762428520 slim_762428464 slim_762428478 slim_762428495 slim_762428504 slim_762428469
10 1.75e-06 9e-07 9.5e-07 2.1e-06 2.15e-06 1.3e-06 2.55e-06 1.3e-06 1.35e-06 1.65e-06 1.3e-06 1.85e-06 2.4e-06 1.65e-06 1.85e-06 2.05e-06 2e-06 2e-06 1.8e-06 2.2e-06 1.7e-06 2.5e-06 1.75e-06 1.4e-06 1.4e-06 2.45e-06 6.5e-07 1.85e-06 1.1e-06 2.1e-06 1.65e-06 2.2e-06 1.35e-06 9.5e-07 7.5e-07 1.35e-06 2e-06 1.6e-06 1.55e-06 1.65e-06 1.75e-06 1e-06 1.85e-06 1.9e-06 2.4e-06 1.35e-06 1.4e-06 8e-07 1.95e-06 2.2e-06 1.3e-06 1.4e-06 1.1e-06 2.3e-06 1.85e-06 1.65e-06 1.45e-06 1.45e-06 1.85e-06 2.4e-06 2.15e-06 2e-06 2e-06
11 1.85e-06 1.8e-06 2e-06 2.2e-06 2.65e-06 1.6e-06 2.4e-06 1.15e-06 1.55e-06 2.35e-06 1.85e-06 1.1e-06 2.3e-06 8.5e-07 1.5e-06 1.45e-06 1.65e-06 2.3e-06 2.2e-06 2.15e-06 2e-06 2.55e-06 1.35e-06 1.35e-06 1.6e-06 2.5e-06 1.8e-06 2.45e-06 1.95e-06 1.5e-06 1.65e-06 2.15e-06 1.7e-06 1.85e-06 1.75e-06 1.55e-06 2.7e-06 2.2e-06 1.85e-06 6.5e-07 1.25e-06 1.6e-06 2.45e-06 2.55e-06 2.2e-06 1.05e-06 1.3e-06 1.65e-06 2.6e-06 2.45e-06 1.7e-06 1.6e-06 1.7e-06 2e-06 1.8e-06 2.45e-06 1.15e-06 1.65e-06 1.25e-06 2.45e-06 2.05e-06 1.5e-06 1.4e-06
12 2.4e-06 2.35e-06 2.5e-06 2.25e-06 2.05e-06 2.2e-06 1.85e-06 2.1e-06 2.1e-06 2.4e-06 2.4e-06 2.3e-06 3.3e-06 2.15e-06 2.3e-06 2.05e-06 2.1e-06 2.3e-06 2.3e-06 2.4e-06 2.3e-06 1.9e-06 2.2e-06 2.3e-06 2.25e-06 1.9e-06 2.35e-06 2.45e-06 2.55e-06 2.1e-06 2.1e-06 2.3e-06 2.25e-06 2.4e-06 2.35e-06 2.15e-06 2.1e-06 2.25e-06 2.3e-06 2.05e-06 2.15e-06 2.15e-06 2.45e-06 2e-06 2.4e-06 2.15e-06 2.25e-06 2.25e-06 2.05e-06 1.8e-06 2.2e-06 2.2e-06 2.25e-06 1.85e-06 2.3e-06 2.4e-06 2.2e-06 2.25e-06 2.15e-06 1.95e-06 2.2e-06 2.15e-06 2.05e-06
13 1.9e-06 1.65e-06 1.75e-06 2.25e-06 2.5e-06 1.6e-06 2.45e-06 1.05e-06 1.6e-06 2.05e-06 1.65e-06 8.5e-07 2.15e-06 9e-07 1.3e-06 1.75e-06 1.3e-06 2.25e-06 1.95e-06 2.15e-06 1.85e-06 2.45e-06 1.25e-06 1.15e-06 1.5e-06 2.4e-06 1.6e-06 2.1e-06 1.85e-06 1.8e-06 1.55e-06 1.95e-06 1.7e-06 1.7e-06 1.65e-06 1.65e-06 2.45e-06 1.9e-06 1.75e-06 5.5e-07 1.05e-06 1.45e-06 2.1e-06 2.4e-06 2.2e-06 1e-06 1.15e-06 1.55e-06 2.45e-06 2.2e-06 1.65e-06 1.7e-06 1.55e-06 1.8e-06 1.65e-06 2.2e-06 1.1e-06 1.75e-06 1.2e-06 2.35e-06 1.9e-06 1.3e-06 1.7e-06
14 2.3e-06 1.95e-06 2.05e-06 2.65e-06 2.5e-06 1.9e-06 2.5e-06 1.6e-06 1.95e-06 2.3e-06 1.85e-06 1.5e-06 2.3e-06 1.3e-06 2.1e-06 2.15e-06 1.8e-06 2.65e-06 2.2e-06 2.25e-06 1.7e-06 2.5e-06 1.55e-06 1.65e-06 1.65e-06 2.45e-06 1.8e-06 2.5e-06 2.1e-06 2.2e-06 1.8e-06 2.2e-06 2e-06 2e-06 1.8e-06 1.95e-06 2.4e-06 2.2e-06 2.15e-06 1.35e-06 1.6e-06 1.6e-06 2.5e-06 2.35e-06 2.4e-06 1.45e-06 1.75e-06 1.85e-06 2.35e-06 2.15e-06 1.95e-06 2e-06 1.7e-06 1.95e-06 2.15e-06 2.6e-06 1.55e-06 2e-06 1.8e-06 2.4e-06 2.25e-06 1.55e-06 2.1e-06
15 1.25e-06 2e-06 2.25e-06 1.6e-06 2.85e-06 1.1e-06 1.75e-06 1.7e-06 9.5e-07 2.55e-06 2.05e-06 1.45e-06 2.05e-06 1.75e-06 2.15e-06 0.0 2.25e-06 1.75e-06 2.3e-06 2.8e-06 2.3e-06 2.05e-06 1.7e-06 1.95e-06 1.9e-06 2.1e-06 2e-06 2.7e-06 2.2e-06 5e-08 1.15e-06 2.7e-06 1.1e-06 2.05e-06 1.9e-06 9e-07 2.7e-06 2.4e-06 1.4e-06 1.5e-06 1.25e-06 1.75e-06 2.7e-06 2.7e-06 2.9e-06 1.55e-06 1.85e-06 1.9e-06 2.75e-06 2.65e-06 1.2e-06 9.5e-07 1.85e-06 2.55e-06 2.3e-06 2.7e-06 1.55e-06 1e-06 1.1e-06 2.35e-06 2.55e-06 1.85e-06 5e-08
16 2.35e-06 2.05e-06 2.1e-06 2.3e-06 2.3e-06 2e-06 2.35e-06 1.65e-06 2.05e-06 1.9e-06 2e-06 1.65e-06 2.1e-06 1.3e-06 1.8e-06 2.25e-06 2.3e-06 2.35e-06 1.75e-06 2.3e-06 2.15e-06 2.35e-06 1.7e-06 1.7e-06 1.85e-06 2.3e-06 1.95e-06 1.95e-06 2.25e-06 2.3e-06 1.9e-06 2.1e-06 2.1e-06 2.1e-06 2.05e-06 2.1e-06 2.25e-06 1.6e-06 2.2e-06 1.45e-06 1.65e-06 1.75e-06 1.95e-06 2.25e-06 2.3e-06 1.5e-06 1.8e-06 1.95e-06 2.3e-06 1.95e-06 2.1e-06 2.15e-06 1.85e-06 1.8e-06 1.85e-06 2.15e-06 1.7e-06 2.2e-06 1.9e-06 2.25e-06 2.15e-06 1.85e-06 2.2e-06
17 2.05e-06 1.85e-06 2.2e-06 1.8e-06 2.55e-06 1.95e-06 2.35e-06 2e-06 1.65e-06 2.2e-06 2e-06 2.3e-06 2.3e-06 2.25e-06 2.65e-06 1.75e-06 2.35e-06 2.7e-06 2.25e-06 2.55e-06 2.6e-06 2.15e-06 2.2e-06 2.15e-06 2.1e-06 2.25e-06 1.95e-06 2.35e-06 2.05e-06 1.8e-06 1.85e-06 2.4e-06 2e-06 1.9e-06 1.75e-06 1.7e-06 2.65e-06 2.15e-06 1.8e-06 2.05e-06 1.95e-06 2e-06 2.35e-06 2.35e-06 2.75e-06 2e-06 2.05e-06 1.75e-06 2.4e-06 2.6e-06 1.5e-06 1.75e-06 2.1e-06 2.55e-06 1.8e-06 2.05e-06 2.05e-06 1.8e-06 1.8e-06 2.35e-06 2.25e-06 2.6e-06 1.75e-06
18 2.3e-06 1.8e-06 2e-06 2.25e-06 2.35e-06 2e-06 2.45e-06 1.95e-06 1.95e-06 1.55e-06 1.8e-06 2.2e-06 2.3e-06 1.95e-06 2.2e-06 2.3e-06 1.75e-06 2.25e-06 2.6e-06 2.45e-06 2.25e-06 2.45e-06 1.95e-06 2e-06 1.95e-06 2.4e-06 1.75e-06 1.7e-06 2e-06 2.35e-06 1.95e-06 2.4e-06 2.1e-06 1.85e-06 1.7e-06 1.95e-06 2.25e-06 1.65e-06 2.15e-06 2e-06 2.05e-06 1.6e-06 1.7e-06 2.15e-06 2.65e-06 1.7e-06 2e-06 1.7e-06 2.2e-06 2.1e-06 1.95e-06 2e-06 1.7e-06 2.25e-06 2.1e-06 2.1e-06 1.7e-06 2.05e-06 2.2e-06 2.35e-06 2.35e-06 2.3e-06 2.25e-06
19 2.7e-06 2.1e-06 2.4e-06 2.5e-06 2.35e-06 2.5e-06 2.55e-06 2.2e-06 2.35e-06 2.3e-06 2.2e-06 2.15e-06 2.4e-06 2.15e-06 2.25e-06 2.8e-06 2.3e-06 2.55e-06 2.45e-06 3.8e-06 2.4e-06 2.6e-06 2.55e-06 2.2e-06 2.4e-06 2.55e-06 2.15e-06 2.5e-06 2.2e-06 2.85e-06 2.6e-06 2.15e-06 2.6e-06 2.15e-06 1.95e-06 2.35e-06 2.5e-06 2.3e-06 2.6e-06 2.2e-06 2.45e-06 2.1e-06 2.5e-06 2.15e-06 2.2e-06 2.2e-06 2.25e-06 2e-06 2.1e-06 2.3e-06 2.4e-06 2.4e-06 2.2e-06 2.15e-06 2.15e-06 2.3e-06 2.3e-06 2.35e-06 2.6e-06 2.5e-06 2.15e-06 2.35e-06 2.75e-06
20 2.05e-06 1.5e-06 1.7e-06 2.4e-06 2.1e-06 1.95e-06 2.45e-06 1.55e-06 1.85e-06 2.2e-06 1.7e-06 2e-06 2.3e-06 1.85e-06 1.7e-06 2.3e-06 2.15e-06 2.6e-06 2.25e-06 2.4e-06 2.4e-06 2.5e-06 1.75e-06 1.65e-06 1.45e-06 2.45e-06 1.65e-06 2.15e-06 1.8e-06 2.35e-06 1.95e-06 2.15e-06 2.05e-06 1.55e-06 1.6e-06 1.9e-06 2.35e-06 2.1e-06 1.95e-06 1.8e-06 2.05e-06 1.5e-06 2.15e-06 2.1e-06 2.35e-06 1.75e-06 1.65e-06 1.5e-06 2.15e-06 2.05e-06 1.95e-06 1.95e-06 1.6e-06 2.15e-06 2.3e-06 2.1e-06 1.85e-06 2e-06 2.15e-06 2.4e-06 2.1e-06 1.8e-06 2.25e-06
21 2.5e-06 2.5e-06 2.65e-06 2.35e-06 2.25e-06 2.25e-06 1.95e-06 2.35e-06 2.15e-06 2.55e-06 2.5e-06 2.55e-06 1.9e-06 2.45e-06 2.5e-06 2.05e-06 2.35e-06 2.15e-06 2.45e-06 2.6e-06 2.5e-06 3.7e-06 2.45e-06 2.55e-06 2.45e-06 1.95e-06 2.45e-06 2.65e-06 2.7e-06 2.1e-06 2.05e-06 2.55e-06 2.3e-06 2.55e-06 2.45e-06 2.2e-06 2.25e-06 2.4e-06 2.35e-06 2.35e-06 2.25e-06 2.3e-06 2.65e-06 2.15e-06 2.65e-06 2.35e-06 2.5e-06 2.4e-06 2.2e-06 2e-06 2.1e-06 2.25e-06 2.4e-06 2.1e-06 2.45e-06 2.6e-06 2.4e-06 2.3e-06 2.2e-06 2.05e-06 2.45e-06 2.4e-06 2.05e-06
22 1.9e-06 1.7e-06 1.85e-06 2.25e-06 2.5e-06 1.65e-06 2.45e-06 1.25e-06 1.6e-06 2.1e-06 1.75e-06 1.35e-06 2.2e-06 1.25e-06 1.55e-06 1.7e-06 1.7e-06 2.2e-06 1.95e-06 2.55e-06 1.75e-06 2.45e-06 1.4e-06 1.45e-06 1.25e-06 2.4e-06 1.7e-06 2.15e-06 1.9e-06 1.75e-06 1.55e-06 2.35e-06 1.75e-06 1.75e-06 1.7e-06 1.65e-06 2.55e-06 2e-06 1.7e-06 1e-06 1.45e-06 1.5e-06 2.15e-06 2.45e-06 2.55e-06 1.15e-06 1.35e-06 1.6e-06 2.5e-06 2.2e-06 1.65e-06 1.7e-06 1.6e-06 2.15e-06 1.95e-06 2.3e-06 1.3e-06 1.75e-06 1.4e-06 2.35e-06 2.2e-06 1.75e-06 1.65e-06
23 1.55e-06 1.05e-06 1.3e-06 2e-06 2.25e-06 1.7e-06 2.55e-06 1.05e-06 1.45e-06 1.9e-06 1.4e-06 1.35e-06 2.3e-06 1.15e-06 1.65e-06 1.95e-06 1.7e-06 2.15e-06 2e-06 2.2e-06 1.65e-06 2.55e-06 1.45e-06 1.7e-06 1.35e-06 2.5e-06 1.35e-06 1.75e-06 1.3e-06 2e-06 1.75e-06 1.95e-06 1.8e-06 1e-06 1.15e-06 1.5e-06 2.55e-06 1.85e-06 1.35e-06 1.15e-06 1.45e-06 1.3e-06 1.75e-06 2.15e-06 2.2e-06 1.25e-06 9.5e-07 1e-06 2.2e-06 2.25e-06 1.5e-06 1.55e-06 1.4e-06 2e-06 1.65e-06 1.75e-06 1.35e-06 1.6e-06 1.6e-06 2.45e-06 2e-06 1.65e-06 1.9e-06
24 1.75e-06 1.2e-06 1.5e-06 2.1e-06 1.9e-06 1.65e-06 2.45e-06 1.2e-06 1.45e-06 1.9e-06 1.4e-06 1.6e-06 2.25e-06 1.5e-06 1.65e-06 1.9e-06 1.85e-06 2.1e-06 1.95e-06 2.4e-06 1.45e-06 2.45e-06 1.25e-06 1.35e-06 1.6e-06 2.4e-06 1.35e-06 1.95e-06 1.4e-06 1.95e-06 1.65e-06 2.15e-06 1.75e-06 1.25e-06 1.2e-06 1.5e-06 2.45e-06 1.8e-06 1.6e-06 1.3e-06 1.65e-06 1.25e-06 1.95e-06 2.1e-06 2.45e-06 1.3e-06 1.3e-06 1.1e-06 2.15e-06 2.15e-06 1.5e-06 1.55e-06 1.35e-06 2.15e-06 1.85e-06 1.85e-06 1.4e-06 1.6e-06 1.65e-06 2.35e-06 2.1e-06 1.9e-06 1.85e-06
25 2.5e-06 2.45e-06 2.6e-06 2.35e-06 2.2e-06 2.2e-06 1.95e-06 2.3e-06 2.15e-06 2.5e-06 2.45e-06 2.5e-06 1.9e-06 2.4e-06 2.45e-06 2.1e-06 2.3e-06 2.25e-06 2.4e-06 2.55e-06 2.45e-06 1.95e-06 2.4e-06 2.5e-06 2.4e-06 3.6e-06 2.4e-06 2.6e-06 2.65e-06 2.15e-06 2.15e-06 2.5e-06 2.3e-06 2.5e-06 2.4e-06 2.2e-06 2.15e-06 2.35e-06 2.35e-06 2.3e-06 2.15e-06 2.25e-06 2.6e-06 2.1e-06 2.6e-06 2.3e-06 2.45e-06 2.35e-06 2.15e-06 1.95e-06 2.2e-06 2.25e-06 2.35e-06 2.05e-06 2.4e-06 2.55e-06 2.35e-06 2.3e-06 2.25e-06 2e-06 2.4e-06 2.35e-06 2.05e-06
26 1.7e-06 8.5e-07 9e-07 2.05e-06 2.1e-06 1.25e-06 2.5e-06 1.25e-06 1.3e-06 1.6e-06 6.5e-07 1.8e-06 2.35e-06 1.6e-06 1.8e-06 2e-06 1.95e-06 1.95e-06 1.75e-06 2.15e-06 1.65e-06 2.45e-06 1.7e-06 1.35e-06 1.35e-06 2.4e-06 1.2e-06 1.8e-06 1.05e-06 2.05e-06 1.6e-06 2.15e-06 1.3e-06 9e-07 7e-07 1.3e-06 1.95e-06 1.55e-06 1.5e-06 1.6e-06 1.7e-06 9.5e-07 1.8e-06 1.85e-06 2.35e-06 1.3e-06 1.35e-06 7.5e-07 1.9e-06 2.15e-06 1.25e-06 1.35e-06 1.05e-06 2.25e-06 1.8e-06 1.6e-06 1.4e-06 1.4e-06 1.8e-06 2.35e-06 2.1e-06 1.95e-06 1.95e-06
27 2.1e-06 1.5e-06 1.7e-06 2.2e-06 2.25e-06 2.3e-06 2.65e-06 1.9e-06 2.05e-06 1.5e-06 1.85e-06 2.45e-06 2.45e-06 2.1e-06 2.5e-06 2.7e-06 1.95e-06 2.35e-06 1.7e-06 2.5e-06 2.15e-06 2.65e-06 2.15e-06 1.75e-06 1.95e-06 2.6e-06 1.8e-06 2.6e-06 1.75e-06 2.75e-06 2.3e-06 2.35e-06 2.4e-06 1.45e-06 1.6e-06 2.1e-06 2.5e-06 1.7e-06 2e-06 2.2e-06 2.35e-06 1.7e-06 1.3e-06 2.1e-06 2.6e-06 2.05e-06 1.75e-06 1.45e-06 2.15e-06 2.2e-06 2.1e-06 2.15e-06 1.8e-06 2.35e-06 2.1e-06 1.8e-06 2.2e-06 2.2e-06 2.5e-06 2.55e-06 2.3e-06 2.55e-06 2.65e-06
28 1.65e-06 7e-07 1.25e-06 2.05e-06 2.15e-06 1.8e-06 2.7e-06 1.4e-06 1.35e-06 1.6e-06 1.1e-06 1.95e-06 2.55e-06 1.85e-06 2.1e-06 2.2e-06 2.25e-06 2.05e-06 2e-06 2.2e-06 1.8e-06 2.7e-06 1.9e-06 1.3e-06 1.4e-06 2.65e-06 1.05e-06 1.75e-06 1e-06 2.25e-06 1.95e-06 2.2e-06 1.9e-06 7e-07 5.5e-07 1.35e-06 2.65e-06 1.7e-06 1.5e-06 1.8e-06 2e-06 1.1e-06 1.75e-06 1.9e-06 2.6e-06 1.55e-06 1.3e-06 5e-07 1.85e-06 2.45e-06 1.35e-06 1.4e-06 1.2e-06 2.45e-06 1.85e-06 1.6e-06 1.65e-06 1.35e-06 2.05e-06 2.6e-06 2.15e-06 2.25e-06 2.15e-06
29 1.3e-06 2.05e-06 2.3e-06 1.65e-06 2.9e-06 1.15e-06 1.8e-06 1.75e-06 1e-06 2.6e-06 2.1e-06 1.5e-06 2.1e-06 1.8e-06 2.2e-06 5e-08 2.3e-06 1.8e-06 2.35e-06 2.85e-06 2.35e-06 2.1e-06 1.75e-06 2e-06 1.95e-06 2.15e-06 2.05e-06 2.75e-06 2.25e-06 1e-07 1.2e-06 2.75e-06 1.15e-06 2.1e-06 1.95e-06 9.5e-07 2.75e-06 2.45e-06 1.45e-06 1.55e-06 1.3e-06 1.8e-06 2.75e-06 2.75e-06 2.95e-06 1.6e-06 1.9e-06 1.95e-06 2.8e-06 2.7e-06 1.25e-06 1e-06 1.9e-06 2.6e-06 2.35e-06 2.75e-06 1.6e-06 1.05e-06 1.15e-06 2.4e-06 2.6e-06 1.9e-06 1e-07
