 slim_762364122 slim_762364096 slim_762364108 slim_762364093 slim_762364128 slim_762364107 slim_762364124 slim_762364103 slim_762364100 slim_762364095 slim_762364106 slim_762364099 slim_762364116 slim_762364120 slim_762364114 slim_762364102 slim_762364098 slim_762364132 slim_762364112 slim_762364115 slim_762364131 slim_762364101 slim_762364117 slim_762364111 slim_762364125 slim_762364105 slim_762364130 slim_762364094 slim_762364127 slim_762364121 slim_762364109 slim_762364129 slim_762364126 slim_762364104 slim_762364119 slim_762364118 slim_762364110 slim_762364113 slim_762364097 slim_762364123
10 2.1e-06 2.3e-06 2.65e-06 2.55e-06 2.05e-06 2.6e-06 2.9e-06 1.8e-06 2.1e-06 2.15e-06 3.3e-06 2.95e-06 2.15e-06 2.45e-06 3e-06 2.3e-06 2.45e-06 1.95e-06 2.9e-06 1.7e-06 2.25e-06 1.8e-06 2.2e-06 2.8e-06 2.95e-06 2.65e-06 2.55e-06 2.15e-06 3.25e-06 2.55e-06 2.55e-06 3.05e-06 2.6e-06 3.05e-06 2.8e-06 1.8e-06 2.7e-06 2.3e-06 2.15e-06 2e-06
11 2.15e-06 1.65e-06 1.6e-06 1.95e-06 2.2e-06 1.45e-06 1.05e-06 2.75e-06 2.4e-06 1.75e-06 2.95e-06 2e-06 1.75e-06 1.4e-06 1.2e-06 1.75e-06 1.65e-06 2.15e-06 1e-06 3.45e-06 1.6e-06 2.5e-06 1.65e-06 1.4e-06 1.6e-06 1.6e-06 1.65e-06 1.75e-06 1.1e-06 1e-06 1.75e-06 1.15e-06 1e-06 1.05e-06 1.25e-06 2.2e-06 1.8e-06 1.95e-06 2.15e-06 2.7e-06
12 1.3e-06 1.3e-06 1.6e-06 2.2e-06 1.25e-06 1.4e-06 1.7e-06 2.2e-06 2.4e-06 1.1e-06 2.15e-06 1.75e-06 1.8e-06 1.35e-06 1.4e-06 1.15e-06 1.35e-06 1.15e-06 1.7e-06 3.15e-06 1.5e-06 1.35e-06 1.35e-06 1.45e-06 1.65e-06 1.6e-06 1.55e-06 1.5e-06 1.8e-06 1.6e-06 1.6e-06 1.65e-06 1.65e-06 1.8e-06 1.7e-06 1.15e-06 1.7e-06 1.6e-06 1.2e-06 2.2e-06
13 1.35e-06 1.6e-06 1.3e-06 1.75e-06 1.5e-06 1.4e-06 1.35e-06 2.4e-06 2.2e-06 1.3e-06 2.45e-06 1.4e-06 1.35e-06 1.8e-06 1.55e-06 1.5e-06 1.65e-06 1.65e-06 1.35e-06 3.15e-06 1.35e-06 1.8e-06 1.3e-06 1.35e-06 1.7e-06 1.3e-06 1.75e-06 1.5e-06 1.8e-06 9e-07 1.45e-06 1.4e-06 9.5e-07 1.65e-06 1.5e-06 1.65e-06 1.9e-06 1.95e-06 1.55e-06 2.1e-06
14 1.9e-06 1.6e-06 1.8e-06 2.45e-06 2.05e-06 1.25e-06 1.15e-06 2.8e-06 2.8e-06 1.65e-06 3e-06 1.2e-06 1.4e-06 1.55e-06 1.2e-06 1.4e-06 1.45e-06 2.2e-06 1.15e-06 3.55e-06 1.95e-06 2.45e-06 2.05e-06 1e-06 1.25e-06 1.8e-06 1.45e-06 2.1e-06 7e-07 1.7e-06 1.95e-06 1e-06 1.75e-06 1e-06 1.4e-06 2.2e-06 1.6e-06 1.8e-06 2e-06 2.55e-06
15 1.55e-06 1.55e-06 1.65e-06 2.15e-06 1.5e-06 1.55e-06 1.65e-06 1.9e-06 2.35e-06 1.3e-06 2.3e-06 1.75e-06 1.15e-06 1.5e-06 1.4e-06 1.9e-06 1.55e-06 1.4e-06 1.7e-06 3e-06 1.3e-06 1.7e-06 1.6e-06 1.55e-06 1.65e-06 1.65e-06 1.3e-06 1.3e-06 1.75e-06 1.65e-06 1.65e-06 1.6e-06 1.7e-06 1.8e-06 1.7e-06 1.15e-06 1.45e-06 1.8e-06 1.45e-06 2.25e-06
16 1.65e-06 1.3e-06 1.95e-06 2.45e-06 1.6e-06 1.4e-06 1.6e-06 2.45e-06 2.65e-06 1.4e-06 2.45e-06 1.65e-06 1.35e-06 1.65e-06 1.45e-06 1.55e-06 2.5e-06 1.45e-06 1.6e-06 3.4e-06 1.75e-06 1.7e-06 1.65e-06 1.4e-06 1.65e-06 1.95e-06 1.5e-06 1.75e-06 1.4e-06 1.85e-06 1.95e-06 1.6e-06 1.9e-06 1.45e-06 1.65e-06 1.45e-06 1.65e-06 1.6e-06 1.6e-06 2.5e-06
17 1.45e-06 1.25e-06 1.85e-06 2.3e-06 1.2e-06 1.7e-06 2.15e-06 2e-06 2.35e-06 1e-06 1.95e-06 2.15e-06 1.15e-06 1.65e-06 2.2e-06 1.4e-06 1.45e-06 9e-07 2.1e-06 3.2e-06 1.35e-06 1.05e-06 1.2e-06 2e-06 2.15e-06 1.85e-06 1.65e-06 1.2e-06 2.45e-06 1.75e-06 1.7e-06 2.25e-06 1.8e-06 2.25e-06 1.95e-06 7e-07 1.8e-06 1.6e-06 1.15e-06 2.45e-06
18 2.1e-06 1.6e-06 1.55e-06 1.9e-06 2.15e-06 1.4e-06 1e-06 2.7e-06 2.35e-06 1.7e-06 2.9e-06 1e-06 1.7e-06 1.35e-06 1.15e-06 1.7e-06 1.6e-06 2.1e-06 1.9e-06 3.4e-06 1.55e-06 2.45e-06 1.65e-06 1.35e-06 1.55e-06 1.55e-06 1.6e-06 1.7e-06 1.05e-06 9.5e-07 1.7e-06 1.1e-06 1e-06 1e-06 1.2e-06 2.15e-06 1.75e-06 1.9e-06 2.1e-06 2.65e-06
19 2.85e-06 3.3e-06 3.25e-06 2.6e-06 3e-06 3.35e-06 3.35e-06 1.45e-06 1.6e-06 3.15e-06 1.7e-06 3.45e-06 3.15e-06 3.15e-06 3.55e-06 3e-06 3.4e-06 3.2e-06 3.4e-06 3e-07 2.9e-06 2.7e-06 3.15e-06 3.5e-06 3.55e-06 3.25e-06 3.2e-06 2.85e-06 3.75e-06 3.05e-06 3.2e-06 3.55e-06 3.1e-06 3.55e-06 3.35e-06 2.9e-06 3.35e-06 2.95e-06 3.2e-06 1.65e-06
20 1.8e-06 1.6e-06 1.45e-06 1.65e-06 1.65e-06 1.75e-06 1.55e-06 1.85e-06 1.95e-06 1.4e-06 2.25e-06 1.6e-06 1.5e-06 1.35e-06 1.95e-06 1.3e-06 1.75e-06 1.35e-06 1.55e-06 2.9e-06 1.9e-06 1.75e-06 1.25e-06 1.95e-06 2e-06 1.45e-06 1.5e-06 9.5e-07 2.15e-06 9.5e-07 1.45e-06 1.75e-06 1e-06 1.85e-06 1.55e-06 1.15e-06 1.65e-06 1.95e-06 1.6e-06 2.4e-06
21 1.1e-06 1.55e-06 2.1e-06 2.4e-06 1.2e-06 1.9e-06 2.45e-06 1.95e-06 2.35e-06 1.35e-06 1.8e-06 2.5e-06 1.35e-06 1.8e-06 2.45e-06 1.7e-06 1.7e-06 1.05e-06 2.45e-06 2.7e-06 1.75e-06 1.3e-06 1.5e-06 2.1e-06 2.35e-06 2.1e-06 2e-06 1.65e-06 2.75e-06 2.15e-06 2e-06 2.55e-06 2.2e-06 2.6e-06 2.35e-06 1e-06 2.15e-06 1.7e-06 1.3e-06 2.15e-06
22 1.65e-06 1.45e-06 1.5e-06 1.8e-06 1.5e-06 1.7e-06 1.7e-06 2.25e-06 2.1e-06 1.3e-06 2.2e-06 1.65e-06 1.35e-06 1.3e-06 2.05e-06 1.6e-06 1.65e-06 1.2e-06 1.65e-06 3.15e-06 1.25e-06 1.5e-06 2e-06 1.95e-06 2.1e-06 1.5e-06 1.85e-06 1.25e-06 2.3e-06 1e-06 1.5e-06 1.9e-06 1e-06 1.95e-06 1.65e-06 1.25e-06 2e-06 1.85e-06 1.45e-06 2.45e-06
23 1.45e-06 1.55e-06 1.85e-06 2.5e-06 1.7e-06 1.2e-06 1.35e-06 2.7e-06 2.85e-06 1.5e-06 2.8e-06 1.4e-06 1.45e-06 1.35e-06 1e-06 1.55e-06 1.4e-06 2e-06 1.35e-06 3.5e-06 1.95e-06 2.1e-06 1.95e-06 1.7e-06 1.35e-06 1.85e-06 1.5e-06 2.1e-06 9.5e-07 1.85e-06 2e-06 1.2e-06 1.9e-06 1.25e-06 1.6e-06 1.95e-06 1.65e-06 1.75e-06 1.8e-06 2.25e-06
24 1.85e-06 1.75e-06 1.55e-06 2.55e-06 1.75e-06 1.45e-06 1.5e-06 2.75e-06 2.9e-06 1.75e-06 2.95e-06 1.6e-06 1.65e-06 1.7e-06 1.25e-06 1.65e-06 1.65e-06 2.15e-06 1.55e-06 3.55e-06 2e-06 2.35e-06 2.1e-06 1.35e-06 2.2e-06 1.55e-06 1.65e-06 2.15e-06 1.25e-06 1.9e-06 1.7e-06 1.45e-06 1.95e-06 1.4e-06 1.75e-06 2.1e-06 1.8e-06 1.95e-06 1.6e-06 2.55e-06
25 1.8e-06 1.85e-06 1.05e-06 1.85e-06 1.6e-06 1.7e-06 1.55e-06 2.5e-06 2.3e-06 1.6e-06 2.65e-06 1.6e-06 1.6e-06 1.3e-06 1.8e-06 1.65e-06 1.95e-06 1.85e-06 1.55e-06 3.25e-06 1.45e-06 2.1e-06 1.5e-06 1.85e-06 1.55e-06 2e-06 1.95e-06 1.6e-06 2.1e-06 1e-06 1.2e-06 1.7e-06 1.05e-06 1.85e-06 1.7e-06 1.85e-06 2.1e-06 2.15e-06 1.4e-06 2.45e-06
26 1.85e-06 1.5e-06 1.95e-06 2.35e-06 1.8e-06 1.5e-06 1.55e-06 2.1e-06 2.55e-06 1.55e-06 2.55e-06 1.65e-06 1.55e-06 1.75e-06 1.45e-06 1.3e-06 1.5e-06 1.65e-06 1.6e-06 3.2e-06 1.5e-06 2e-06 1.85e-06 1.5e-06 1.65e-06 1.95e-06 2.3e-06 1.5e-06 1.35e-06 1.85e-06 1.95e-06 1.45e-06 1.9e-06 1.35e-06 1.6e-06 1.4e-06 1.35e-06 1.75e-06 1.8e-06 2.5e-06
27 1.85e-06 1.6e-06 1.6e-06 1.65e-06 1.65e-06 1.9e-06 1.7e-06 1.75e-06 1.85e-06 1.4e-06 2.15e-06 1.75e-06 1.5e-06 1.5e-06 2.1e-06 1.3e-06 1.75e-06 1.2e-06 1.7e-06 2.85e-06 9.5e-07 1.65e-06 1.25e-06 2.1e-06 2.15e-06 1.6e-06 1.5e-06 1.6e-06 2.3e-06 1.1e-06 1.45e-06 1.9e-06 1.15e-06 2e-06 1.55e-06 1e-06 1.65e-06 1.9e-06 1.6e-06 2.45e-06
28 2.2e-06 1.55e-06 2.1e-06 2.65e-06 2.35e-06 1.15e-06 1.05e-06 3e-06 3e-06 1.9e-06 3.25e-06 1.1e-06 1.8e-06 1.8e-06 7e-07 1.75e-06 1.4e-06 2.45e-06 1.05e-06 3.75e-06 2.15e-06 2.75e-06 2.3e-06 9.5e-07 1.25e-06 2.1e-06 1.35e-06 2.3e-06 4e-07 1.9e-06 2.25e-06 9e-07 1.95e-06 6e-07 1.25e-06 2.45e-06 1.45e-06 1.75e-06 2.35e-06 2.8e-06
29 2e-06 1.65e-06 1e-06 1.15e-06 1.95e-06 1.6e-06 1e-06 2.4e-06 1.7e-06 1.5e-06 2.55e-06 1e-06 1.6e-06 9e-07 1.7e-06 1.65e-06 1.85e-06 1.75e-06 9.5e-07 3.05e-06 9.5e-07 2.15e-06 1e-06 1.85e-06 1.9e-06 1e-06 1.85e-06 1.1e-06 1.9e-06 0.0 1.15e-06 1.3e-06 5e-08 1.4e-06 1.1e-06 1.85e-06 2e-06 2.1e-06 1.85e-06 2.5e-06
30 1.85e-06 1.85e-06 1.2e-06 1.85e-06 1.6e-06 1.85e-06 1.7e-06 2.4e-06 2.2e-06 1.6e-06 2.55e-06 1.75e-06 1.6e-06 1.45e-06 1.95e-06 1.65e-06 1.95e-06 1.7e-06 1.7e-06 3.2e-06 1.45e-06 2e-06 1.5e-06 2e-06 1.7e-06 1.2e-06 1.95e-06 1.45e-06 2.25e-06 1.15e-06 2.3e-06 1.85e-06 1.2e-06 2e-06 1.7e-06 1.7e-06 2.1e-06 2.1e-06 1.4e-06 2.5e-06
31 2e-06 1.7e-06 1.7e-06 2.15e-06 2.15e-06 1.35e-06 1.05e-06 2.8e-06 2.6e-06 1.65e-06 3.05e-06 1.15e-06 1.65e-06 1.4e-06 1e-06 1.6e-06 1.6e-06 2.25e-06 1.1e-06 3.55e-06 1.75e-06 2.55e-06 1.9e-06 1.2e-06 1.45e-06 1.7e-06 1.45e-06 1.9e-06 9e-07 1.3e-06 1.85e-06 1.4e-06 1.35e-06 1e-06 1.25e-06 2.25e-06 1.65e-06 1.95e-06 2.15e-06 2.6e-06
32 2.05e-06 1.7e-06 1.05e-06 1.2e-06 2e-06 1.65e-06 1.05e-06 2.45e-06 1.75e-06 1.55e-06 2.6e-06 1e-06 1.65e-06 9.5e-07 1.75e-06 1.7e-06 1.9e-06 1.8e-06 1e-06 3.1e-06 1e-06 2.2e-06 1e-06 1.9e-06 1.95e-06 1.05e-06 1.9e-06 1.15e-06 1.95e-06 5e-08 1.2e-06 1.35e-06 1e-07 1.45e-06 1.15e-06 1.9e-06 2.05e-06 2.15e-06 1.9e-06 2.55e-06
33 2.25e-06 1.4e-06 1.85e-06 2.25e-06 2.3e-06 1.2e-06 1e-06 2.85e-06 2.65e-06 1.85e-06 3.05e-06 1.05e-06 1.8e-06 1.65e-06 1e-06 1.8e-06 1.45e-06 2.25e-06 1e-06 3.55e-06 1.85e-06 2.6e-06 1.95e-06 1.25e-06 1.4e-06 1.85e-06 1.35e-06 2e-06 6e-07 1.4e-06 2e-06 1e-06 1.45e-06 8e-07 1.15e-06 2.3e-06 1.55e-06 1.75e-06 2.25e-06 2.8e-06
34 2.15e-06 1.6e-06 1.7e-06 1.9e-06 2.15e-06 1.45e-06 1.2e-06 2.6e-06 2.25e-06 1.7e-06 2.8e-06 1.25e-06 1.7e-06 1.5e-06 1.4e-06 1.7e-06 1.65e-06 1.95e-06 1.2e-06 3.35e-06 1.55e-06 2.35e-06 1.65e-06 1.6e-06 1.75e-06 1.7e-06 1.6e-06 1.55e-06 1.25e-06 1.1e-06 1.7e-06 1.25e-06 1.15e-06 1.15e-06 2.2e-06 2e-06 1.65e-06 1.9e-06 2.1e-06 2.7e-06
35 1.35e-06 1.3e-06 1.85e-06 2.2e-06 1.1e-06 1.75e-06 2.15e-06 1.6e-06 2.25e-06 1.1e-06 1.8e-06 2.2e-06 1.15e-06 1.65e-06 2.2e-06 1.15e-06 1.45e-06 7e-07 2.15e-06 2.9e-06 1.15e-06 1e-06 1.25e-06 1.95e-06 2.1e-06 1.85e-06 1.4e-06 1e-06 2.45e-06 1.85e-06 1.7e-06 2.25e-06 1.9e-06 2.3e-06 2e-06 9e-07 1.55e-06 1.6e-06 1.1e-06 2.25e-06
36 2e-06 1.65e-06 2.1e-06 2.5e-06 1.95e-06 1.55e-06 1.7e-06 2.25e-06 2.7e-06 1.7e-06 2.7e-06 1.8e-06 1.7e-06 1.9e-06 1.6e-06 1.45e-06 1.65e-06 1.8e-06 1.75e-06 3.35e-06 1.65e-06 2.15e-06 2e-06 1.65e-06 1.8e-06 2.1e-06 1.35e-06 1.65e-06 1.45e-06 2e-06 2.1e-06 1.65e-06 2.05e-06 1.55e-06 1.65e-06 1.55e-06 2.6e-06 1.9e-06 1.95e-06 2.65e-06
37 1.7e-06 1.5e-06 2.15e-06 2.6e-06 1.7e-06 1.7e-06 1.95e-06 2.3e-06 2.5e-06 1.65e-06 2.3e-06 1.95e-06 1.6e-06 1.95e-06 1.8e-06 1.8e-06 1.6e-06 1.6e-06 1.9e-06 2.95e-06 1.95e-06 1.7e-06 1.85e-06 1.75e-06 1.95e-06 2.15e-06 1.75e-06 1.9e-06 1.75e-06 2.1e-06 2.1e-06 1.95e-06 2.15e-06 1.75e-06 1.9e-06 1.6e-06 1.9e-06 2.8e-06 1.75e-06 2.4e-06
38 1.3e-06 1.5e-06 1.4e-06 2.35e-06 1e-06 1.65e-06 2.1e-06 2.2e-06 2.55e-06 1.25e-06 2.15e-06 2.15e-06 1.2e-06 1.55e-06 2e-06 1.45e-06 1.6e-06 1.15e-06 2.1e-06 3.2e-06 1.6e-06 1.3e-06 1.45e-06 1.8e-06 1.6e-06 1.4e-06 1.8e-06 1.6e-06 2.35e-06 1.85e-06 1.4e-06 2.15e-06 1.9e-06 2.25e-06 2.1e-06 1.1e-06 1.95e-06 1.75e-06 1.7e-06 2.25e-06
39 1.8e-06 2.5e-06 2.45e-06 2.5e-06 2e-06 2.35e-06 2.6e-06 1.95e-06 2.2e-06 2.2e-06 2e-06 2.7e-06 2.2e-06 2.1e-06 2.55e-06 2.25e-06 2.5e-06 2.45e-06 2.65e-06 1.65e-06 2.4e-06 2.15e-06 2.45e-06 2.25e-06 2.55e-06 2.45e-06 2.5e-06 2.45e-06 2.8e-06 2.5e-06 2.5e-06 2.6e-06 2.55e-06 2.8e-06 2.7e-06 2.25e-06 2.65e-06 2.4e-06 2.25e-06 3.2e-06
