 slim_762127827 slim_762127837 slim_762127847 slim_762127841 slim_762127831 slim_762127826 slim_762127843 slim_762127849 slim_762127882 slim_762127832 slim_762127833 slim_762127836 slim_762127874 slim_762127856 slim_762127878 slim_762127839 slim_762127868 slim_762127846 slim_762127848 slim_762127879 slim_762127860 slim_762127876 slim_762127863 slim_762127858 slim_762127873 slim_762127842 slim_762127869 slim_762127835 slim_762127875 slim_762127828 slim_762127881 slim_762127830 slim_762127838 slim_762127880 slim_762127855 slim_762127865 slim_762127866 slim_762127870 slim_762127852 slim_762127845 slim_762127857 slim_762127829 slim_762127853 slim_762127834 slim_762127854 slim_762127871 slim_762127844 slim_762127840 slim_762127864 slim_762127850 slim_762127851 slim_762127859 slim_762127872 slim_762127877 slim_762127861 slim_762127862 slim_762127867
17 1.45e-06 9e-07 7e-07 1e-06 1.35e-06 1.05e-06 1.25e-06 7.5e-07 1e-06 1.25e-06 1.35e-06 6.5e-07 1e-06 7e-07 1.05e-06 1.3e-06 1.35e-06 1.2e-06 1.5e-06 1.2e-06 1.45e-06 1.2e-06 9e-07 8.5e-07 1.45e-06 1.15e-06 9.5e-07 1.65e-06 1.15e-06 1.2e-06 1.05e-06 9.5e-07 1.1e-06 7e-07 1.25e-06 7e-07 1e-06 6.5e-07 7.5e-07 9e-07 1.2e-06 1.05e-06 7.5e-07 1.15e-06 1e-06 1.25e-06 7e-07 1.2e-06 1.05e-06 9e-07 7e-07 1.55e-06 1.6e-06 1.3e-06 1.3e-06 9.5e-07 7e-07
18 1.55e-06 1.5e-06 1.55e-06 1e-06 1.45e-06 1.55e-06 1.35e-06 1.6e-06 1.5e-06 1.35e-06 1.45e-06 1.4e-06 1.6e-06 1.6e-06 1.85e-06 9e-07 1.25e-06 1.5e-06 1.3e-06 1.7e-06 1.9e-06 1.1e-06 1.5e-06 1.45e-06 1.4e-06 1.05e-06 1.6e-06 1.1e-06 1.65e-06 1.9e-06 1.05e-06 1.05e-06 1.3e-06 1.55e-06 1.4e-06 1.55e-06 1.8e-06 1.4e-06 1.55e-06 1.5e-06 1.3e-06 1.05e-06 1.55e-06 1.2e-06 1.8e-06 1.4e-06 1.45e-06 1.35e-06 1.15e-06 1.5e-06 1.3e-06 1.4e-06 1.5e-06 1.25e-06 1.8e-06 1.55e-06 1.65e-06
19 1.8e-06 5.5e-07 1.25e-06 1.05e-06 1.5e-06 1.2e-06 1.15e-06 1.25e-06 1.35e-06 1.2e-06 1.5e-06 8e-07 1.3e-06 1e-06 8e-07 1.5e-06 1.4e-06 1.2e-06 1.7e-06 5e-07 1e-06 1.7e-06 5.5e-07 5e-07 1.35e-06 1.45e-06 1.1e-06 1.5e-06 7e-07 9e-07 1.05e-06 1.05e-06 1e-06 1.25e-06 1.25e-06 9.5e-07 1.5e-06 1.05e-06 1.2e-06 5e-07 1.15e-06 1.05e-06 9.5e-07 1.4e-06 1.3e-06 1.2e-06 8.5e-07 1.15e-06 1.15e-06 5.5e-07 9e-07 1.55e-06 1.6e-06 8e-07 9e-07 6e-07 1.05e-06
20 1.9e-06 1.05e-06 1.5e-06 1.35e-06 1.85e-06 1.3e-06 1.55e-06 1.5e-06 1.55e-06 1.6e-06 1.85e-06 1.15e-06 1.4e-06 1.35e-06 1.35e-06 1.7e-06 1.55e-06 1.45e-06 1.9e-06 1e-06 1.8e-06 1.9e-06 1.05e-06 1e-06 1.55e-06 1.7e-06 1.3e-06 1.8e-06 1.1e-06 1.45e-06 1.35e-06 1.35e-06 1.5e-06 1.5e-06 1.65e-06 1.3e-06 1.7e-06 1.3e-06 1.45e-06 1e-06 1.55e-06 1.35e-06 1.3e-06 1.65e-06 1.55e-06 1.6e-06 1.2e-06 1.5e-06 1.45e-06 1.05e-06 1.2e-06 1.25e-06 1.3e-06 1.35e-06 1.25e-06 1.1e-06 1.4e-06
21 1.55e-06 1.55e-06 1.25e-06 1.4e-06 1.15e-06 1.55e-06 1.35e-06 1.25e-06 1.2e-06 1.4e-06 1.15e-06 1.4e-06 1.25e-06 1.5e-06 1.7e-06 1.1e-06 1.65e-06 1.2e-06 1.1e-06 1.7e-06 1.9e-06 1.5e-06 1.55e-06 1.5e-06 1.45e-06 1.1e-06 1.6e-06 1.45e-06 1.6e-06 1.8e-06 1.4e-06 1.35e-06 1.35e-06 1.25e-06 1.4e-06 1.5e-06 1.4e-06 1.1e-06 1.2e-06 1.55e-06 1.35e-06 1.4e-06 1.5e-06 1.2e-06 1.7e-06 1.4e-06 1.45e-06 1.35e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 1.8e-06 1.55e-06 1.85e-06 1.6e-06 1.55e-06
22 1.5e-06 4e-07 9.5e-07 7.5e-07 1.5e-06 1e-06 1.1e-06 1.05e-06 1.2e-06 1e-06 1.5e-06 4e-07 1.2e-06 8e-07 9e-07 1.3e-06 1.15e-06 9e-07 1.5e-06 5.5e-07 1.05e-06 1.55e-06 7e-07 3.5e-07 1.35e-06 1.15e-06 7.5e-07 1.5e-06 8.5e-07 1e-06 8.5e-07 8.5e-07 8.5e-07 9e-07 1.2e-06 6.5e-07 1.35e-06 7.5e-07 1e-06 4e-07 1e-06 8.5e-07 6.5e-07 1.25e-06 1.1e-06 1.05e-06 4e-07 1.05e-06 9.5e-07 4e-07 5.5e-07 1.4e-06 1.45e-06 9e-07 8.5e-07 4e-07 8.5e-07
23 1.45e-06 3.5e-07 9e-07 7e-07 1.45e-06 9.5e-07 1.05e-06 1e-06 1.15e-06 1e-06 1.45e-06 3.5e-07 1.15e-06 7.5e-07 8.5e-07 1.25e-06 1.1e-06 8.5e-07 1.45e-06 5e-07 1e-06 1.5e-06 3.5e-07 6e-07 1.3e-06 1.1e-06 7e-07 1.45e-06 8e-07 9.5e-07 8e-07 8e-07 8e-07 9e-07 1.15e-06 6e-07 1.3e-06 7e-07 9.5e-07 3.5e-07 9.5e-07 8e-07 6e-07 1.2e-06 1.05e-06 1.05e-06 4e-07 1e-06 9e-07 3.5e-07 5e-07 1.35e-06 1.4e-06 8.5e-07 8e-07 4e-07 8e-07
24 1.7e-06 1.35e-06 1.5e-06 1.3e-06 1.25e-06 1.35e-06 1.2e-06 1.5e-06 1.45e-06 1.25e-06 1.25e-06 1.4e-06 1.25e-06 1.6e-06 1.6e-06 1.4e-06 1.55e-06 1.45e-06 1.4e-06 1.35e-06 1.55e-06 1.45e-06 1.35e-06 1.3e-06 2.1e-06 1.5e-06 1.6e-06 1.25e-06 1.2e-06 1.65e-06 1.3e-06 1.3e-06 1.35e-06 1.5e-06 1.3e-06 1.55e-06 1.7e-06 1.3e-06 1.45e-06 1.35e-06 1.2e-06 1.3e-06 1.55e-06 1.35e-06 1.8e-06 1.3e-06 1.45e-06 1.25e-06 1.4e-06 1.35e-06 1.35e-06 1.5e-06 1.55e-06 1.3e-06 1.65e-06 1.4e-06 1.65e-06
25 1.5e-06 1.15e-06 1.2e-06 1.05e-06 1.45e-06 1.4e-06 1.3e-06 1.3e-06 1.35e-06 1.25e-06 1.45e-06 9.5e-07 1.45e-06 1.25e-06 1.55e-06 1e-06 1.4e-06 1.15e-06 1.05e-06 1.45e-06 1.7e-06 1.1e-06 1.15e-06 1.1e-06 1.5e-06 1.8e-06 1.25e-06 1.45e-06 1.5e-06 1.6e-06 1.15e-06 1.1e-06 1.15e-06 1.2e-06 1.35e-06 1.15e-06 1.55e-06 1.05e-06 1.25e-06 1.15e-06 1.2e-06 1.15e-06 1.15e-06 1.3e-06 1.5e-06 1.3e-06 1e-06 1.25e-06 1.2e-06 1.15e-06 1e-06 1.6e-06 1.65e-06 1.35e-06 1.55e-06 1.2e-06 1.3e-06
26 1.05e-06 7.5e-07 1e-06 8.5e-07 1.7e-06 9.5e-07 1.35e-06 1.1e-06 1.25e-06 1.3e-06 1.7e-06 5e-07 1.25e-06 9e-07 1.2e-06 1.4e-06 8.5e-07 9.5e-07 1.6e-06 1.1e-06 1.3e-06 1.6e-06 7.5e-07 7e-07 1.6e-06 1.25e-06 9e-07 1.75e-06 1.15e-06 1.3e-06 9.5e-07 9.5e-07 1.15e-06 1e-06 1.45e-06 7.5e-07 1.35e-06 8e-07 1.05e-06 7.5e-07 1.25e-06 9.5e-07 7.5e-07 1.3e-06 1.15e-06 1.35e-06 5.5e-07 1.3e-06 1.05e-06 7.5e-07 6e-07 1.4e-06 1.45e-06 1.2e-06 8e-07 8e-07 9.5e-07
27 1.6e-06 1.5e-06 1.7e-06 1.2e-06 1.35e-06 1.65e-06 1.25e-06 1.7e-06 1.7e-06 1.3e-06 1.35e-06 1.55e-06 1.6e-06 1.75e-06 1.8e-06 1.3e-06 1.45e-06 1.65e-06 1.1e-06 1.5e-06 1.8e-06 1.45e-06 1.5e-06 1.45e-06 1.25e-06 1.45e-06 1.75e-06 1.6e-06 1.5e-06 1.75e-06 1.2e-06 1.2e-06 1.3e-06 1.7e-06 1.35e-06 1.7e-06 1.9e-06 1.5e-06 1.65e-06 1.5e-06 1.25e-06 1.2e-06 1.7e-06 1.2e-06 1.95e-06 1.3e-06 1.6e-06 1.15e-06 1.25e-06 1.5e-06 1.5e-06 1.5e-06 1.45e-06 1.15e-06 1.8e-06 1.55e-06 1.8e-06
28 1.8e-06 8.5e-07 1.2e-06 1.05e-06 1.55e-06 9e-07 1.3e-06 1.15e-06 1.15e-06 1.4e-06 1.55e-06 9e-07 9e-07 1e-06 9e-07 1.45e-06 1.35e-06 1.15e-06 1.65e-06 7e-07 1.1e-06 1.6e-06 8.5e-07 8e-07 1.2e-06 1.5e-06 1.15e-06 1.5e-06 1.1e-06 1.05e-06 1e-06 1e-06 1.25e-06 1.2e-06 1.4e-06 1e-06 1.35e-06 1e-06 1.1e-06 8.5e-07 1.35e-06 1e-06 1e-06 1.25e-06 1.25e-06 1.35e-06 9.5e-07 1.25e-06 1.1e-06 8.5e-07 9e-07 1.3e-06 1.35e-06 9e-07 1.2e-06 9e-07 1.05e-06
29 1.85e-06 1e-06 1.25e-06 1.3e-06 1.75e-06 1.35e-06 1.4e-06 1.2e-06 1.5e-06 1.5e-06 1.75e-06 1e-06 1.45e-06 8e-07 9.5e-07 1.7e-06 1.65e-06 1.2e-06 1.9e-06 9e-07 1.45e-06 1.8e-06 1e-06 9.5e-07 1.65e-06 1.6e-06 1.3e-06 1.75e-06 1.05e-06 1.5e-06 1.25e-06 1.15e-06 1.4e-06 1.25e-06 1.4e-06 9.5e-07 1.45e-06 1.2e-06 1.2e-06 1e-06 1.45e-06 1.25e-06 1e-06 1.6e-06 1.2e-06 1.45e-06 1.05e-06 1.35e-06 1.25e-06 1e-06 1.05e-06 1.75e-06 1.8e-06 1.2e-06 1.4e-06 1.05e-06 8e-07
30 1.4e-06 8.5e-07 1.1e-06 6e-07 1.5e-06 1e-06 1.1e-06 1.1e-06 1.2e-06 1.2e-06 1.5e-06 7e-07 1.15e-06 9e-07 1.15e-06 1.1e-06 9e-07 1.05e-06 1.05e-06 1.05e-06 1.35e-06 1.4e-06 8.5e-07 8e-07 1.3e-06 1.15e-06 9.5e-07 1.2e-06 1e-06 1.25e-06 1.1e-06 6.5e-07 1.05e-06 1.1e-06 1.25e-06 8.5e-07 1.35e-06 9e-07 1.05e-06 8.5e-07 1.15e-06 5.5e-07 8.5e-07 1e-06 1.15e-06 1.2e-06 7.5e-07 1.15e-06 7.5e-07 8.5e-07 7e-07 1.1e-06 1.2e-06 8.5e-07 1.2e-06 9e-07 9.5e-07
31 1.4e-06 8.5e-07 1e-06 6.5e-07 1.5e-06 9.5e-07 1.15e-06 1e-06 1.15e-06 1.2e-06 1.5e-06 7e-07 1.15e-06 7e-07 1.05e-06 1.05e-06 9.5e-07 9.5e-07 1.05e-06 1.05e-06 1.35e-06 1.35e-06 8.5e-07 8e-07 1.3e-06 1.1e-06 9.5e-07 1.2e-06 1e-06 1.15e-06 6.5e-07 1.1e-06 1.05e-06 1e-06 1.15e-06 7.5e-07 1.25e-06 9e-07 9.5e-07 8.5e-07 1.15e-06 6.5e-07 7.5e-07 1e-06 9.5e-07 1.2e-06 7.5e-07 1.15e-06 6.5e-07 8.5e-07 6.5e-07 1.15e-06 1.2e-06 8.5e-07 1.2e-06 9e-07 7.5e-07
32 1.5e-06 8.5e-07 1.15e-06 9.5e-07 1.3e-06 1.4e-06 1.1e-06 1.25e-06 1.4e-06 1.05e-06 1.3e-06 8e-07 1.4e-06 1.2e-06 1.3e-06 1.3e-06 1.35e-06 1.1e-06 1.3e-06 1e-06 1.5e-06 1.35e-06 8.5e-07 8e-07 1.35e-06 1.15e-06 1.15e-06 1.3e-06 1.25e-06 1.4e-06 1.05e-06 1.05e-06 1.5e-06 1.15e-06 1.2e-06 1.05e-06 1.55e-06 9.5e-07 1.2e-06 8.5e-07 1e-06 1.05e-06 1.05e-06 1.25e-06 1.5e-06 1.1e-06 8.5e-07 1.05e-06 1.15e-06 8.5e-07 9.5e-07 1.6e-06 1.65e-06 1.1e-06 1.3e-06 9e-07 1.25e-06
33 1.5e-06 9.5e-07 7e-07 1.05e-06 1.4e-06 1.1e-06 1.3e-06 8e-07 1.05e-06 1.25e-06 1.4e-06 7e-07 1.05e-06 7.5e-07 1.05e-06 1.35e-06 1.4e-06 7e-07 1.55e-06 1.25e-06 1.5e-06 1.25e-06 9e-07 9e-07 1.5e-06 1.2e-06 1e-06 1.7e-06 1.2e-06 1.25e-06 1.1e-06 1e-06 1.15e-06 1.3e-06 1.3e-06 7.5e-07 1.05e-06 7e-07 8e-07 9.5e-07 1.25e-06 1.1e-06 8e-07 1.2e-06 1.05e-06 1.25e-06 7e-07 1.25e-06 1.1e-06 9.5e-07 7.5e-07 1.6e-06 1.65e-06 1.35e-06 1.35e-06 9.5e-07 7.5e-07
