 slim_762297914 slim_762297932 slim_762297926 slim_762297907 slim_762297935 slim_762297929 slim_762297942 slim_762297908 slim_762297913 slim_762297925 slim_762297944 slim_762297941 slim_762297909 slim_762297903 slim_762297937 slim_762297917 slim_762297943 slim_762297921 slim_762297922 slim_762297946 slim_762297930 slim_762297902 slim_762297940 slim_762297915 slim_762297916 slim_762297923 slim_762297906 slim_762297901 slim_762297918 slim_762297939 slim_762297911 slim_762297920 slim_762297938 slim_762297924 slim_762297933 slim_762297910 slim_762297927 slim_762297948 slim_762297931 slim_762297912 slim_762297928 slim_762297936 slim_762297947 slim_762297934 slim_762297904 slim_762297905 slim_762297945 slim_762297919
10 1.9e-06 1.7e-06 1.7e-06 1.75e-06 1.5e-06 1.9e-06 1.45e-06 1.85e-06 1.75e-06 2e-06 2.1e-06 1.5e-06 1.6e-06 1.95e-06 2.15e-06 1.7e-06 1.1e-06 1.55e-06 1.55e-06 1.8e-06 1.5e-06 1.4e-06 1.9e-06 1.75e-06 1.55e-06 1.75e-06 1.6e-06 2.05e-06 1.7e-06 1.85e-06 1.95e-06 1.55e-06 1.75e-06 1.85e-06 1.8e-06 1.55e-06 1.75e-06 1.9e-06 1.85e-06 1.95e-06 2.15e-06 1.7e-06 2.1e-06 1.85e-06 2.55e-06 1.85e-06 1.8e-06 1.55e-06
11 2.05e-06 1.65e-06 1.7e-06 1.85e-06 1.9e-06 2.1e-06 1.6e-06 2e-06 2.05e-06 2.05e-06 1.5e-06 2.8e-06 1.65e-06 1.8e-06 2.05e-06 1.8e-06 1.55e-06 1.9e-06 1.85e-06 2.1e-06 1.65e-06 1.55e-06 1.85e-06 1.8e-06 1.7e-06 1.95e-06 1.75e-06 1.95e-06 1.7e-06 1.85e-06 2.05e-06 1.75e-06 1.8e-06 1.8e-06 2.05e-06 1.8e-06 2e-06 1.9e-06 2.1e-06 2.05e-06 1.8e-06 2.05e-06 1.95e-06 1.9e-06 2.5e-06 2e-06 2.05e-06 1.45e-06
12 1.3e-06 1.75e-06 2.3e-06 2.05e-06 1.95e-06 1.75e-06 9.5e-07 1.3e-06 1.85e-06 1.6e-06 1.6e-06 1.65e-06 1.3e-06 2.2e-06 1.3e-06 1.25e-06 1.65e-06 1.65e-06 2.3e-06 1.9e-06 1e-06 9e-07 1.55e-06 1.45e-06 1.2e-06 1.95e-06 1.05e-06 1.45e-06 2.3e-06 1.3e-06 1.15e-06 1.05e-06 1.45e-06 1.35e-06 1.7e-06 1.25e-06 1.7e-06 8.5e-07 2.05e-06 1.15e-06 1.9e-06 1.9e-06 1.45e-06 8.5e-07 1.75e-06 2e-06 1.7e-06 1.7e-06
13 2.7e-06 1.65e-06 1.4e-06 1.75e-06 2.2e-06 1.75e-06 2.35e-06 2.4e-06 1.95e-06 2.6e-06 1.95e-06 1.8e-06 2.2e-06 1.6e-06 2.55e-06 2.4e-06 2.05e-06 2.45e-06 1.45e-06 2.3e-06 2.4e-06 2.3e-06 2.15e-06 2.75e-06 2.35e-06 2.05e-06 2.65e-06 2.4e-06 1.45e-06 2.65e-06 2.6e-06 2.65e-06 2.8e-06 2.55e-06 2.15e-06 2.45e-06 2.1e-06 2.15e-06 1.95e-06 2.6e-06 1.75e-06 2.4e-06 2.15e-06 2.4e-06 2.85e-06 2.3e-06 1.9e-06 1.8e-06
14 1.45e-06 2.1e-06 2.6e-06 1.95e-06 2.35e-06 2.2e-06 1.65e-06 1.7e-06 1.95e-06 1.45e-06 2.15e-06 2.05e-06 1.3e-06 2.55e-06 1.6e-06 1.7e-06 2.15e-06 2.15e-06 2.2e-06 2.15e-06 1.7e-06 1.6e-06 1.75e-06 1.35e-06 1.65e-06 1.95e-06 1.4e-06 1.3e-06 2.6e-06 1.05e-06 1.2e-06 1.4e-06 1.4e-06 1.35e-06 1.85e-06 1.85e-06 2.3e-06 1.1e-06 2.35e-06 1.2e-06 1.55e-06 2.15e-06 1.55e-06 8.5e-07 2.15e-06 1.75e-06 1.8e-06 2.1e-06
15 1.8e-06 1.95e-06 2.5e-06 2e-06 1.95e-06 2.05e-06 1.2e-06 1.75e-06 2.15e-06 1.65e-06 1.7e-06 1.8e-06 1.25e-06 2.4e-06 1.7e-06 2e-06 1.75e-06 2e-06 2.55e-06 2.05e-06 1.25e-06 1.15e-06 1.6e-06 1.45e-06 1.05e-06 2.1e-06 1.3e-06 1.75e-06 2.5e-06 1.55e-06 1.8e-06 1.5e-06 1.45e-06 1.45e-06 2e-06 1.25e-06 2e-06 1.4e-06 2.15e-06 1.8e-06 2.1e-06 2.2e-06 1.55e-06 1.6e-06 2.1e-06 2.05e-06 2.1e-06 1.85e-06
16 1.9e-06 1.75e-06 1.75e-06 1.75e-06 1.5e-06 1.95e-06 1.5e-06 1.9e-06 1.75e-06 2e-06 1.1e-06 1.55e-06 1.65e-06 2.05e-06 2.15e-06 1.75e-06 2.1e-06 1.55e-06 1.55e-06 1.8e-06 1.55e-06 1.45e-06 1.95e-06 1.75e-06 1.6e-06 1.75e-06 1.6e-06 2.05e-06 1.75e-06 1.85e-06 1.95e-06 1.55e-06 1.75e-06 1.9e-06 1.8e-06 1.6e-06 1.8e-06 1.95e-06 1.85e-06 1.95e-06 2.2e-06 1.7e-06 2.15e-06 1.85e-06 2.6e-06 1.85e-06 1.8e-06 1.6e-06
17 2.15e-06 2.2e-06 2e-06 2.2e-06 1.85e-06 2.3e-06 1.75e-06 2.3e-06 2.1e-06 2.2e-06 1.55e-06 1.9e-06 1.65e-06 2.45e-06 2.15e-06 2e-06 1.55e-06 2.4e-06 1.9e-06 1.9e-06 1.8e-06 1.7e-06 2.4e-06 1.85e-06 1.9e-06 2e-06 1.7e-06 2.35e-06 2e-06 1.8e-06 2.1e-06 1.65e-06 1.85e-06 1.95e-06 1.8e-06 1.85e-06 1.95e-06 2.1e-06 2.35e-06 2.1e-06 2.4e-06 1.65e-06 2.55e-06 1.9e-06 2.8e-06 1.85e-06 2.05e-06 1.95e-06
18 2.45e-06 1.85e-06 1.45e-06 1.65e-06 1.8e-06 1.95e-06 2.4e-06 2.5e-06 1.65e-06 2.25e-06 1.55e-06 1.85e-06 2.3e-06 1.45e-06 2.2e-06 2.55e-06 1.55e-06 1.9e-06 1.5e-06 2e-06 2.45e-06 2.35e-06 2.35e-06 2.2e-06 2.4e-06 1.5e-06 2.4e-06 2.35e-06 1.45e-06 2.05e-06 2.35e-06 2.25e-06 2.25e-06 2.25e-06 1.85e-06 2.4e-06 2.1e-06 2.4e-06 1.95e-06 2.35e-06 1.75e-06 1.9e-06 2.5e-06 2.25e-06 3e-06 1.7e-06 1.7e-06 1.9e-06
19 1.7e-06 2.15e-06 2.05e-06 1.75e-06 1.9e-06 2.05e-06 1.9e-06 2e-06 1.85e-06 2.2e-06 1.8e-06 2.1e-06 1.9e-06 2.3e-06 2.15e-06 2.05e-06 1.8e-06 1.9e-06 2e-06 2.7e-06 1.95e-06 1.85e-06 2.25e-06 2.1e-06 2e-06 2.05e-06 1.85e-06 2.1e-06 2.05e-06 2.2e-06 2e-06 1.65e-06 2.15e-06 2.3e-06 1.6e-06 2.1e-06 1.8e-06 1.95e-06 2e-06 2e-06 2.4e-06 1.9e-06 2.2e-06 1.85e-06 2.9e-06 1.95e-06 1.85e-06 2.15e-06
20 1.5e-06 1.85e-06 2.35e-06 2.1e-06 1.9e-06 1.85e-06 9e-07 1.4e-06 2.05e-06 1.75e-06 1.5e-06 1.65e-06 1e-06 2.4e-06 1.7e-06 1.25e-06 1.55e-06 1.8e-06 2.45e-06 1.95e-06 1.8e-06 9e-07 1.65e-06 1.5e-06 1.15e-06 2.05e-06 1.2e-06 1.7e-06 2.35e-06 1.6e-06 1.5e-06 1.25e-06 1.5e-06 1.5e-06 1.9e-06 1.25e-06 1.75e-06 1.2e-06 2.05e-06 1.5e-06 2.2e-06 1.95e-06 1.6e-06 1.3e-06 1.95e-06 2.1e-06 2e-06 1.7e-06
21 1.4e-06 1.75e-06 2.25e-06 2e-06 1.8e-06 1.85e-06 8.5e-07 1.35e-06 1.95e-06 1.65e-06 1.4e-06 1.55e-06 9e-07 2.3e-06 1.6e-06 1.15e-06 1.45e-06 1.7e-06 2.35e-06 1.85e-06 9e-07 1.6e-06 1.55e-06 1.4e-06 1.05e-06 1.95e-06 1.1e-06 1.6e-06 2.25e-06 1.5e-06 1.4e-06 1.15e-06 1.4e-06 1.4e-06 1.8e-06 1.15e-06 1.65e-06 1.1e-06 1.95e-06 1.4e-06 2.1e-06 1.85e-06 1.5e-06 1.2e-06 1.85e-06 2e-06 1.9e-06 1.6e-06
22 1.85e-06 1.55e-06 2.4e-06 1.7e-06 2.15e-06 2e-06 1.6e-06 1.75e-06 2.05e-06 1.55e-06 1.9e-06 1.85e-06 1.55e-06 2.15e-06 1.75e-06 1.6e-06 1.95e-06 2.4e-06 2.35e-06 2.25e-06 1.65e-06 1.55e-06 2.1e-06 1.8e-06 1.55e-06 1.85e-06 1.75e-06 1.4e-06 2.4e-06 1.8e-06 1.85e-06 1.75e-06 1.85e-06 1.8e-06 2.2e-06 1.5e-06 2.25e-06 1.55e-06 2e-06 1.85e-06 1.85e-06 2.4e-06 1.3e-06 1.65e-06 2.3e-06 2.25e-06 2e-06 1.9e-06
23 1.8e-06 2.15e-06 2.5e-06 2e-06 2e-06 2.45e-06 1.45e-06 2e-06 2.2e-06 1.4e-06 1.75e-06 1.8e-06 1.45e-06 2.75e-06 1.35e-06 1.45e-06 1.75e-06 1.85e-06 2.2e-06 2.1e-06 1.5e-06 1.4e-06 1.8e-06 2e-06 1.35e-06 1.85e-06 1.4e-06 1.7e-06 2.5e-06 1.05e-06 1.75e-06 1.4e-06 1.15e-06 1.1e-06 2e-06 1.5e-06 2.25e-06 1.7e-06 2.4e-06 1.75e-06 1.75e-06 2.1e-06 1.8e-06 1.6e-06 2.25e-06 1.65e-06 2.2e-06 1.85e-06
24 1.7e-06 1.9e-06 2.4e-06 1.95e-06 1.85e-06 2e-06 1.1e-06 1.65e-06 2.05e-06 1.6e-06 1.55e-06 1.7e-06 1.2e-06 2.35e-06 1.65e-06 1.05e-06 1.6e-06 1.9e-06 2.4e-06 2e-06 1.15e-06 1.05e-06 1.55e-06 1.35e-06 1.9e-06 2e-06 1.35e-06 1.7e-06 2.4e-06 1.45e-06 1.7e-06 1.4e-06 1.45e-06 1.35e-06 1.95e-06 1.15e-06 1.9e-06 1.35e-06 2.05e-06 1.7e-06 2.05e-06 2.05e-06 1.5e-06 1.55e-06 2e-06 1.95e-06 2.05e-06 1.75e-06
25 2.2e-06 1.8e-06 2.05e-06 1.8e-06 1.95e-06 2.15e-06 2e-06 2.35e-06 1.95e-06 1.75e-06 1.75e-06 1.95e-06 1.95e-06 2.05e-06 1.95e-06 2.1e-06 1.75e-06 2e-06 1.5e-06 2.05e-06 2.05e-06 1.95e-06 1.85e-06 1.85e-06 2e-06 2.8e-06 2e-06 2.1e-06 2.05e-06 1.8e-06 2.15e-06 1.95e-06 1.9e-06 1.95e-06 1.95e-06 1.85e-06 2.2e-06 2.1e-06 2.05e-06 2.15e-06 1.95e-06 2.1e-06 2.2e-06 2e-06 2.7e-06 1.85e-06 1.95e-06 2e-06
26 1.35e-06 1.95e-06 2.45e-06 2e-06 1.9e-06 2.1e-06 1.15e-06 1.55e-06 1.95e-06 1.65e-06 1.6e-06 1.75e-06 1.05e-06 2.65e-06 1.4e-06 1.3e-06 1.6e-06 1.7e-06 2.4e-06 1.85e-06 1.2e-06 1.1e-06 1.75e-06 1.4e-06 1.35e-06 2e-06 1.7e-06 1.5e-06 2.45e-06 1.4e-06 1.25e-06 1.1e-06 1.3e-06 1.5e-06 1.7e-06 1.45e-06 1.95e-06 1.2e-06 2.15e-06 1.25e-06 2.15e-06 1.9e-06 1.75e-06 9.5e-07 2.2e-06 2e-06 1.75e-06 1.8e-06
27 1.45e-06 1.85e-06 2.5e-06 1.65e-06 2.25e-06 2.05e-06 1.65e-06 1.55e-06 1.9e-06 1.65e-06 2.05e-06 1.95e-06 1.45e-06 2.4e-06 1.3e-06 1.75e-06 2.05e-06 2.35e-06 2.35e-06 2.1e-06 1.7e-06 1.6e-06 1.4e-06 1.7e-06 1.7e-06 2.1e-06 1.5e-06 1.9e-06 2.5e-06 1.6e-06 1.35e-06 1.5e-06 1.75e-06 1.8e-06 1.9e-06 1.9e-06 2.3e-06 1.25e-06 2.1e-06 1.35e-06 1.75e-06 2.25e-06 1.2e-06 1e-06 2.35e-06 2.15e-06 1.75e-06 2e-06
28 2.6e-06 1.8e-06 1.25e-06 1.9e-06 2.05e-06 2.1e-06 2.3e-06 2.5e-06 2.05e-06 2.6e-06 1.7e-06 1.7e-06 2.3e-06 1.45e-06 2.6e-06 2.5e-06 1.75e-06 2e-06 1.45e-06 2.05e-06 2.35e-06 2.25e-06 2.4e-06 2.5e-06 2.4e-06 2.05e-06 2.45e-06 2.5e-06 2.3e-06 2.5e-06 2.6e-06 2.4e-06 2.5e-06 2.5e-06 2e-06 2.45e-06 1.95e-06 2.45e-06 2.15e-06 2.6e-06 1.95e-06 2.05e-06 2.5e-06 2.45e-06 3.1e-06 1.95e-06 2.05e-06 1.75e-06
29 1.7e-06 2.15e-06 2.5e-06 2.05e-06 2.1e-06 2.4e-06 1.55e-06 1.95e-06 2.05e-06 1.4e-06 1.85e-06 1.85e-06 1.3e-06 2.65e-06 1.05e-06 1.55e-06 1.85e-06 1.8e-06 2.05e-06 2.2e-06 1.6e-06 1.5e-06 1.8e-06 1.05e-06 1.45e-06 1.8e-06 1.4e-06 1.6e-06 2.5e-06 1.5e-06 1.5e-06 1.3e-06 1.1e-06 1.05e-06 1.95e-06 1.55e-06 2.3e-06 1.55e-06 2.45e-06 1.5e-06 1.6e-06 2.05e-06 1.8e-06 1.35e-06 2.15e-06 1.55e-06 2.05e-06 1.9e-06
30 8e-07 2.05e-06 2.6e-06 2.05e-06 2.3e-06 2.05e-06 1.45e-06 1.15e-06 1.55e-06 1.8e-06 1.95e-06 2.05e-06 1.15e-06 2.6e-06 1.2e-06 1.8e-06 1.95e-06 2.1e-06 2.35e-06 2e-06 1.5e-06 1.4e-06 1.85e-06 1.75e-06 1.7e-06 2.15e-06 1.25e-06 1.35e-06 2.6e-06 1.5e-06 1e-06 1.1e-06 1.75e-06 1.75e-06 1.8e-06 1.85e-06 2e-06 9.5e-07 2e-06 5e-07 2.05e-06 1.7e-06 1.7e-06 6e-07 2.2e-06 2.2e-06 1.65e-06 2.1e-06
31 9.5e-07 1.95e-06 2.4e-06 1.9e-06 1.9e-06 2.1e-06 1.2e-06 1.35e-06 1.75e-06 1.65e-06 1.55e-06 1.75e-06 1.05e-06 2.65e-06 1.4e-06 1.5e-06 1.55e-06 1.65e-06 2.25e-06 1.65e-06 1.25e-06 1.15e-06 1.75e-06 1.4e-06 1.4e-06 1.95e-06 1.1e-06 1.5e-06 2.4e-06 1.3e-06 1.1e-06 1.6e-06 1.4e-06 1.5e-06 1.75e-06 1.45e-06 1.8e-06 1.25e-06 2.05e-06 1.1e-06 2.1e-06 1.7e-06 1.75e-06 1e-06 2.15e-06 1.95e-06 1.8e-06 1.8e-06
32 1.8e-06 2.15e-06 2.5e-06 2.05e-06 2.05e-06 2.5e-06 1.45e-06 2e-06 2.25e-06 1.55e-06 1.75e-06 1.8e-06 1.45e-06 2.8e-06 1.4e-06 1.45e-06 1.75e-06 1.85e-06 2.25e-06 2.15e-06 1.5e-06 1.4e-06 1.85e-06 1.15e-06 1.45e-06 1.9e-06 1.3e-06 1.75e-06 2.5e-06 1.1e-06 1.75e-06 1.4e-06 2e-06 1.25e-06 2.05e-06 1.6e-06 2.25e-06 1.8e-06 2.45e-06 1.75e-06 1.9e-06 2.1e-06 1.95e-06 1.6e-06 2.35e-06 1.7e-06 2.25e-06 1.85e-06
33 1.9e-06 2.15e-06 2.5e-06 2.2e-06 2.15e-06 2.4e-06 1.45e-06 2e-06 2.25e-06 1.5e-06 1.85e-06 1.8e-06 1.35e-06 2.55e-06 1.35e-06 1.45e-06 1.9e-06 1.95e-06 2.25e-06 2.3e-06 1.5e-06 1.4e-06 1.8e-06 1.1e-06 1.35e-06 1.95e-06 1.5e-06 1.8e-06 2.5e-06 1.05e-06 1.75e-06 1.5e-06 1.25e-06 2e-06 2.1e-06 1.5e-06 2.25e-06 1.6e-06 2.5e-06 1.75e-06 1.65e-06 2.2e-06 1.8e-06 1.6e-06 2.1e-06 1.75e-06 2.25e-06 1.85e-06
34 1.9e-06 2.1e-06 2e-06 1.85e-06 1.9e-06 1.95e-06 1.85e-06 2.05e-06 1.8e-06 2.1e-06 1.8e-06 2.05e-06 1.7e-06 2.15e-06 1.85e-06 2e-06 1.8e-06 1.8e-06 1.85e-06 1.6e-06 1.9e-06 1.8e-06 2.2e-06 2e-06 1.95e-06 1.95e-06 1.7e-06 1.9e-06 2e-06 1.95e-06 1.8e-06 1.75e-06 2.05e-06 2.1e-06 2.8e-06 2.05e-06 1.9e-06 1.7e-06 2.05e-06 1.8e-06 2.2e-06 1.9e-06 2.15e-06 1.45e-06 2.75e-06 1.85e-06 1.65e-06 2.1e-06
35 1.85e-06 1.8e-06 2.45e-06 2.1e-06 1.9e-06 2.1e-06 1.2e-06 1.8e-06 2.15e-06 1.55e-06 1.55e-06 1.8e-06 1.25e-06 2.45e-06 1.85e-06 1.25e-06 1.6e-06 1.85e-06 2.4e-06 2.1e-06 1.25e-06 1.15e-06 1.5e-06 1.5e-06 1.15e-06 1.85e-06 1.45e-06 1.9e-06 2.45e-06 1.55e-06 1.85e-06 1.45e-06 1.6e-06 1.5e-06 2.05e-06 1.8e-06 1.95e-06 1.5e-06 2.1e-06 1.85e-06 2.25e-06 2.1e-06 1.7e-06 1.7e-06 2.05e-06 2.05e-06 2.15e-06 1.85e-06
36 1.85e-06 2.05e-06 1.9e-06 2.15e-06 2.1e-06 2e-06 1.7e-06 1.9e-06 2e-06 2.35e-06 1.75e-06 2e-06 1.7e-06 2.1e-06 2.3e-06 2e-06 1.8e-06 1.95e-06 2.1e-06 1.8e-06 1.75e-06 1.65e-06 2.25e-06 2.25e-06 1.9e-06 2.2e-06 1.95e-06 2.3e-06 1.95e-06 2.3e-06 2e-06 1.8e-06 2.25e-06 2.25e-06 1.9e-06 1.95e-06 3e-06 1.8e-06 2.1e-06 2e-06 2.4e-06 1.9e-06 2.2e-06 1.9e-06 2.6e-06 2.1e-06 2.05e-06 2.05e-06
37 1.15e-06 1.8e-06 2.45e-06 2e-06 2.2e-06 1.65e-06 1.15e-06 1.15e-06 1.75e-06 1.65e-06 1.9e-06 1.9e-06 8.5e-07 2.15e-06 1.1e-06 1.4e-06 1.95e-06 2.1e-06 2.4e-06 1.95e-06 1.2e-06 1.1e-06 1.55e-06 1.7e-06 1.35e-06 2.1e-06 1.2e-06 1.25e-06 2.45e-06 1.55e-06 9.5e-07 1.25e-06 1.8e-06 1.6e-06 1.7e-06 1.5e-06 1.8e-06 1e-06 1.95e-06 9.5e-07 1.85e-06 2e-06 1.2e-06 5.5e-07 1.75e-06 2.15e-06 1.55e-06 1.95e-06
38 1.9e-06 1.9e-06 2.15e-06 1.75e-06 2.05e-06 1.95e-06 2e-06 1.85e-06 1.75e-06 2.25e-06 1.85e-06 2.1e-06 2.05e-06 1.95e-06 2.35e-06 2.15e-06 1.85e-06 2.35e-06 1.95e-06 2e-06 2.05e-06 1.95e-06 2e-06 2.4e-06 2.05e-06 2.05e-06 2.15e-06 2.1e-06 2.15e-06 2.45e-06 2e-06 2.05e-06 2.45e-06 2.5e-06 2.05e-06 2.1e-06 2.1e-06 1.95e-06 2.8e-06 2e-06 2.35e-06 2.05e-06 2.05e-06 2e-06 2.85e-06 2.35e-06 1.9e-06 2.15e-06
39 8e-07 2.05e-06 2.6e-06 2.05e-06 2.3e-06 2.05e-06 1.45e-06 1.15e-06 1.55e-06 1.8e-06 1.95e-06 2.05e-06 1.15e-06 2.6e-06 1.2e-06 1.8e-06 1.95e-06 2.1e-06 2.35e-06 2e-06 1.5e-06 1.4e-06 1.85e-06 1.75e-06 1.7e-06 2.15e-06 1.25e-06 1.35e-06 2.6e-06 1.5e-06 5e-07 1.1e-06 1.75e-06 1.75e-06 1.8e-06 1.85e-06 2e-06 9.5e-07 2e-06 1e-06 2.05e-06 1.7e-06 1.7e-06 6e-07 2.2e-06 2.2e-06 1.65e-06 2.1e-06
