 slim_762127848 slim_762127825 slim_762127866 slim_762127851 slim_762127829 slim_762127849 slim_762127838 slim_762127854 slim_762127844 slim_762127855 slim_762127850 slim_762127864 slim_762127836 slim_762127835 slim_762127863 slim_762127870 slim_762127834 slim_762127843 slim_762127824 slim_762127832 slim_762127857 slim_762127847 slim_762127852 slim_762127828 slim_762127867 slim_762127841 slim_762127827 slim_762127859 slim_762127845 slim_762127862 slim_762127861 slim_762127865 slim_762127853 slim_762127856 slim_762127869 slim_762127868 slim_762127833 slim_762127830 slim_762127840 slim_762127871 slim_762127837 slim_762127839 slim_762127860 slim_762127858 slim_762127826 slim_762127842 slim_762127831 slim_762127846
0 1.4e-06 1.15e-06 1.3e-06 1.45e-06 1.5e-06 1.45e-06 1.7e-06 1.45e-06 1.9e-06 1.7e-06 1.15e-06 2.1e-06 1.55e-06 1.3e-06 1.55e-06 1.45e-06 1.25e-06 1.6e-06 1.4e-06 1.45e-06 1.2e-06 1.1e-06 1.25e-06 1.35e-06 1.05e-06 1.2e-06 1.45e-06 1.7e-06 1.3e-06 1.65e-06 1.6e-06 1.6e-06 1.35e-06 1.75e-06 1.5e-06 1.35e-06 1.7e-06 1.5e-06 1.45e-06 1.5e-06 1.7e-06 1.65e-06 1.2e-06 1.5e-06 1.65e-06 1.45e-06 1.7e-06 1.45e-06
1 1.15e-06 7e-07 1.55e-06 1.45e-06 1.6e-06 1.4e-06 1.45e-06 1.4e-06 1.45e-06 1.65e-06 1e-06 1.65e-06 1.2e-06 1.1e-06 1.4e-06 1.4e-06 1.15e-06 1.25e-06 1.45e-06 1.7e-06 1.3e-06 1.2e-06 1.2e-06 1.45e-06 1.25e-06 9.5e-07 1.4e-06 1.65e-06 1.25e-06 1.55e-06 1.1e-06 1.5e-06 1.25e-06 1.45e-06 1.65e-06 1.35e-06 1.3e-06 1e-06 1.1e-06 1.7e-06 1.4e-06 1.2e-06 1.2e-06 1.3e-06 1.2e-06 1.4e-06 1.25e-06 1.55e-06
2 1.3e-06 1.55e-06 1.8e-06 1.35e-06 1.7e-06 1.6e-06 1.45e-06 1.6e-06 1.7e-06 1.5e-06 1.4e-06 2.1e-06 1.55e-06 1.75e-06 1.35e-06 1.45e-06 1.15e-06 1.65e-06 1.4e-06 1.7e-06 1.3e-06 1.45e-06 1.4e-06 1.3e-06 1.15e-06 1.5e-06 1.45e-06 1.55e-06 1.15e-06 1.5e-06 1.9e-06 1.5e-06 1.35e-06 1.75e-06 1.5e-06 1.2e-06 1.65e-06 1.7e-06 1.45e-06 1.7e-06 1.55e-06 1.35e-06 1.1e-06 1.65e-06 1.35e-06 1.45e-06 1.7e-06 1.45e-06
3 1.45e-06 1.45e-06 1.35e-06 2.1e-06 1.95e-06 1.35e-06 1.6e-06 1.35e-06 1.95e-06 1.7e-06 1.5e-06 2.25e-06 1.65e-06 1.8e-06 1.55e-06 1.65e-06 1.45e-06 1.7e-06 1.35e-06 1.7e-06 1.45e-06 1.6e-06 1.35e-06 1.4e-06 1.3e-06 1.55e-06 1.65e-06 1.6e-06 1.3e-06 1.3e-06 1.9e-06 1.5e-06 1.55e-06 1.75e-06 1.45e-06 1.4e-06 1.6e-06 1.5e-06 1.6e-06 1.65e-06 1.55e-06 1.6e-06 1.3e-06 1.75e-06 1.6e-06 1.65e-06 1.85e-06 1.3e-06
4 1.5e-06 1.6e-06 1.7e-06 1.95e-06 2.5e-06 2.1e-06 1.65e-06 2.1e-06 1.45e-06 1.85e-06 1.6e-06 1.25e-06 1.8e-06 1.6e-06 1.65e-06 1.65e-06 1.7e-06 1.65e-06 1.85e-06 1.65e-06 1.75e-06 1.7e-06 1.8e-06 1.75e-06 1.4e-06 1.85e-06 1.65e-06 2.1e-06 1.55e-06 2.05e-06 1.8e-06 1.9e-06 1.8e-06 1.8e-06 1.95e-06 1.55e-06 2e-06 2e-06 1.75e-06 2.05e-06 1.95e-06 1.6e-06 1.45e-06 1.95e-06 1.6e-06 1.65e-06 1.3e-06 1.95e-06
5 1.45e-06 1.4e-06 1.6e-06 1.35e-06 2.1e-06 2.1e-06 1.85e-06 1.05e-06 2.2e-06 1.8e-06 1.55e-06 2.45e-06 1.65e-06 1.65e-06 1.7e-06 1.85e-06 1.45e-06 1.75e-06 1.35e-06 1.65e-06 1.45e-06 1.4e-06 1.2e-06 1.4e-06 1.5e-06 1.45e-06 1.85e-06 1.45e-06 1.5e-06 1.5e-06 1.8e-06 1.65e-06 1.6e-06 1.95e-06 1.3e-06 1.65e-06 1.7e-06 1.25e-06 1.7e-06 1.45e-06 1.45e-06 1.9e-06 1.5e-06 1.8e-06 1.9e-06 1.85e-06 2.05e-06 1.15e-06
6 1.7e-06 1.45e-06 1.45e-06 1.6e-06 1.65e-06 1.85e-06 1.6e-06 1.85e-06 1.15e-06 1.6e-06 1.5e-06 1.4e-06 1.25e-06 1.75e-06 1.1e-06 1.5e-06 1.5e-06 1.45e-06 1.4e-06 2.1e-06 1.55e-06 1.7e-06 1.3e-06 1.25e-06 1.1e-06 1.9e-06 1.5e-06 1.9e-06 1e-06 1.75e-06 1.75e-06 1.35e-06 1.65e-06 1.5e-06 1.75e-06 9.5e-07 1.45e-06 2e-06 1.4e-06 2.3e-06 1.55e-06 8e-07 9.5e-07 1.95e-06 8.5e-07 1.45e-06 1.15e-06 1.7e-06
7 1.45e-06 1.4e-06 1.6e-06 1.35e-06 2.1e-06 1.05e-06 1.85e-06 2.1e-06 2.2e-06 1.8e-06 1.55e-06 2.45e-06 1.65e-06 1.65e-06 1.7e-06 1.85e-06 1.45e-06 1.75e-06 1.35e-06 1.65e-06 1.45e-06 1.4e-06 1.2e-06 1.4e-06 1.5e-06 1.45e-06 1.85e-06 1.45e-06 1.5e-06 1.5e-06 1.8e-06 1.65e-06 1.6e-06 1.95e-06 1.3e-06 1.65e-06 1.7e-06 1.25e-06 1.7e-06 1.45e-06 1.45e-06 1.9e-06 1.5e-06 1.8e-06 1.9e-06 1.85e-06 2.05e-06 1.15e-06
8 1.9e-06 1.45e-06 1.7e-06 1.95e-06 1.45e-06 2.2e-06 1.15e-06 2.2e-06 1.4e-06 1.6e-06 1.55e-06 7e-07 1.25e-06 1.7e-06 1.2e-06 1.45e-06 1.7e-06 1.55e-06 1.8e-06 2.2e-06 1.9e-06 1.9e-06 1.6e-06 1.5e-06 1.3e-06 2.1e-06 1.45e-06 2.15e-06 1.15e-06 2e-06 1.65e-06 1.55e-06 1.9e-06 1.35e-06 2.1e-06 1.2e-06 1.45e-06 2.15e-06 1.45e-06 2.4e-06 1.6e-06 7.5e-07 1.15e-06 1.95e-06 7.5e-07 1.45e-06 7.5e-07 2.05e-06
9 1.7e-06 1.65e-06 1.5e-06 1.7e-06 1.85e-06 1.8e-06 1.6e-06 1.8e-06 1.6e-06 2e-06 1.6e-06 1.7e-06 1.55e-06 1.8e-06 1.55e-06 1.8e-06 1.3e-06 1.6e-06 1.6e-06 1.9e-06 1.65e-06 1.7e-06 1.5e-06 1.45e-06 1.5e-06 1.7e-06 1.8e-06 1.65e-06 1.4e-06 1.75e-06 1.75e-06 1.7e-06 1.5e-06 1.25e-06 1.8e-06 1.55e-06 1.5e-06 1.9e-06 1.65e-06 2.05e-06 1.7e-06 1.55e-06 1.4e-06 2.1e-06 1.55e-06 1.8e-06 1.5e-06 1.7e-06
