 slim_762344181 slim_762344170 slim_762344178 slim_762344205 slim_762344182 slim_762344163 slim_762344193 slim_762344190 slim_762344171 slim_762344204 slim_762344169 slim_762344184 slim_762344208 slim_762344165 slim_762344207 slim_762344161 slim_762344197 slim_762344187 slim_762344173 slim_762344175 slim_762344199 slim_762344158 slim_762344192 slim_762344210 slim_762344172 slim_762344174 slim_762344176 slim_762344168 slim_762344164 slim_762344201 slim_762344179 slim_762344198 slim_762344180 slim_762344183 slim_762344191 slim_762344195 slim_762344194 slim_762344159 slim_762344209 slim_762344177 slim_762344196 slim_762344185 slim_762344203 slim_762344162 slim_762344189 slim_762344188 slim_762344157 slim_762344167 slim_762344200 slim_762344186 slim_762344160 slim_762344166 slim_762344202 slim_762344206
0 2.7e-06 1.65e-06 2.05e-06 2.65e-06 1.75e-06 2.5e-06 1.7e-06 2.1e-06 2.05e-06 2.35e-06 1.75e-06 2.3e-06 2e-06 2.15e-06 2.65e-06 1.95e-06 2.1e-06 2.3e-06 1.8e-06 1.5e-06 2.3e-06 1.65e-06 1.95e-06 2e-06 1.5e-06 1.85e-06 2.35e-06 2.15e-06 2.35e-06 1.8e-06 1.95e-06 2.05e-06 2e-06 1.65e-06 2.15e-06 2.3e-06 2.15e-06 2.35e-06 2.25e-06 2.25e-06 1.8e-06 2.3e-06 2.5e-06 2.3e-06 1.65e-06 2.25e-06 1.6e-06 1.95e-06 2.35e-06 1.95e-06 2.4e-06 1.9e-06 2.2e-06 1.95e-06
1 1.65e-06 2e-06 1.8e-06 2.3e-06 1.85e-06 2.15e-06 1.55e-06 1.5e-06 1.65e-06 2.2e-06 1.6e-06 2.1e-06 1.3e-06 1.65e-06 2.35e-06 1.8e-06 1.75e-06 2.05e-06 1.4e-06 1.45e-06 1.95e-06 1.5e-06 1.75e-06 1.3e-06 1.35e-06 1.7e-06 2.05e-06 1.55e-06 2.05e-06 1.5e-06 1.7e-06 1.6e-06 2.1e-06 1.65e-06 1.55e-06 2e-06 1.6e-06 2.05e-06 1.95e-06 1.9e-06 1.85e-06 1.95e-06 2.15e-06 1.95e-06 1.45e-06 2.3e-06 1.1e-06 1.7e-06 1.95e-06 1.85e-06 2.1e-06 1.85e-06 1.95e-06 1.8e-06
2 2.05e-06 1.8e-06 1.6e-06 3.1e-06 1.15e-06 2.95e-06 2.5e-06 2.1e-06 2.75e-06 2.8e-06 2.35e-06 2.75e-06 1.95e-06 1.35e-06 2.95e-06 2.65e-06 1.85e-06 2.75e-06 2.25e-06 2.65e-06 2.55e-06 1.45e-06 2.35e-06 1.95e-06 2.35e-06 2.75e-06 2.75e-06 2.15e-06 2.75e-06 2.35e-06 2.75e-06 2.55e-06 1.8e-06 2.2e-06 2.15e-06 1.75e-06 2e-06 2.75e-06 2.8e-06 1.85e-06 1.2e-06 1.9e-06 2.35e-06 1.9e-06 1.45e-06 2.5e-06 1.85e-06 2.55e-06 2.8e-06 2.35e-06 2.8e-06 2.35e-06 1.9e-06 2.4e-06
3 2.65e-06 2.3e-06 3.1e-06 1e-06 3.1e-06 5.5e-07 2.05e-06 1.7e-06 1.2e-06 2.2e-06 1.95e-06 1.5e-06 2.65e-06 3.25e-06 1.55e-06 2.3e-06 2.8e-06 1.55e-06 2.25e-06 2.1e-06 1.65e-06 3.1e-06 2.15e-06 2.65e-06 2.1e-06 1.35e-06 1.55e-06 1.75e-06 1.55e-06 2.05e-06 1.3e-06 2.3e-06 2.5e-06 1.9e-06 1.75e-06 2.8e-06 2.7e-06 1.5e-06 2.2e-06 1.8e-06 3.15e-06 1.8e-06 1.2e-06 1.85e-06 3.05e-06 2e-06 2.35e-06 1.45e-06 2.55e-06 2.2e-06 1.55e-06 2.2e-06 1.95e-06 2.2e-06
4 1.75e-06 1.85e-06 1.15e-06 3.1e-06 1.6e-06 2.95e-06 2.6e-06 2.1e-06 2.8e-06 2.9e-06 2.35e-06 2.85e-06 2.05e-06 1.65e-06 3.15e-06 2.8e-06 1.8e-06 2.85e-06 2.45e-06 2.75e-06 2.75e-06 1.15e-06 2.6e-06 2.05e-06 2.5e-06 2.8e-06 2.95e-06 2.15e-06 2.95e-06 2.6e-06 2.8e-06 2.65e-06 1.55e-06 2.15e-06 2.15e-06 1.95e-06 2.2e-06 2.95e-06 2.8e-06 1.85e-06 9.5e-07 1.9e-06 2.45e-06 1.9e-06 1.2e-06 2.25e-06 1.9e-06 2.65e-06 2.9e-06 2.5e-06 3e-06 2.4e-06 2.25e-06 2.55e-06
5 2.5e-06 2.15e-06 2.95e-06 5.5e-07 2.95e-06 7e-07 1.95e-06 1.5e-06 1.2e-06 2.1e-06 1.95e-06 1.4e-06 2.5e-06 3.1e-06 1.55e-06 2.25e-06 2.65e-06 1.4e-06 2.1e-06 2e-06 1.65e-06 2.95e-06 2.05e-06 2.5e-06 2e-06 1.2e-06 1.4e-06 1.55e-06 1.4e-06 1.95e-06 1.15e-06 2.2e-06 2.3e-06 1.95e-06 1.6e-06 2.7e-06 2.6e-06 1.45e-06 2.05e-06 1.6e-06 3e-06 1.7e-06 1e-06 1.65e-06 2.9e-06 1.95e-06 2.2e-06 1.25e-06 2.5e-06 2.2e-06 1.5e-06 2.2e-06 1.75e-06 2.1e-06
6 1.7e-06 1.55e-06 2.5e-06 2.05e-06 2.6e-06 1.95e-06 1.4e-06 2e-06 1.35e-06 1.85e-06 1.2e-06 1.65e-06 2e-06 2.5e-06 1.9e-06 1.2e-06 2.25e-06 1.65e-06 1.35e-06 8.5e-07 1.6e-06 2.45e-06 1e-06 2e-06 8.5e-07 1.3e-06 1.55e-06 2.05e-06 1.55e-06 1e-06 1.2e-06 1.5e-06 2.65e-06 1.15e-06 2.05e-06 2.1e-06 1.9e-06 1.55e-06 2e-06 2.2e-06 2.6e-06 2.25e-06 2.4e-06 2.25e-06 2.4e-06 2.5e-06 1.5e-06 1.4e-06 1.7e-06 1.3e-06 1.6e-06 1.4e-06 2.05e-06 1.15e-06
7 2.1e-06 1.5e-06 2.1e-06 1.7e-06 2.1e-06 1.5e-06 2e-06 2.6e-06 1.7e-06 2.3e-06 2e-06 1.9e-06 1.65e-06 2e-06 2.25e-06 2.3e-06 2.05e-06 1.9e-06 1.85e-06 2.05e-06 1.95e-06 1.85e-06 2.1e-06 1.65e-06 1.95e-06 1.7e-06 1.9e-06 1.35e-06 1.9e-06 2e-06 1.65e-06 2e-06 1.95e-06 2e-06 1.4e-06 2.3e-06 1.95e-06 1.95e-06 2.05e-06 1.65e-06 2.15e-06 1.75e-06 1.5e-06 1.7e-06 1.8e-06 2.2e-06 1.55e-06 1.65e-06 2.35e-06 2.25e-06 2e-06 2.25e-06 1.8e-06 2.15e-06
8 2.05e-06 1.65e-06 2.75e-06 1.2e-06 2.8e-06 1.2e-06 1.35e-06 1.7e-06 1.7e-06 1.85e-06 1.45e-06 1.45e-06 2.15e-06 2.85e-06 1.75e-06 1.55e-06 2.35e-06 1.4e-06 1.55e-06 1.25e-06 1.55e-06 2.7e-06 1.55e-06 2.15e-06 1.25e-06 1.1e-06 1.4e-06 1.75e-06 1.4e-06 1.3e-06 1.05e-06 1.75e-06 2.45e-06 1.5e-06 1.75e-06 2.35e-06 2.2e-06 1.35e-06 1.85e-06 1.85e-06 2.8e-06 1.85e-06 1.65e-06 1.9e-06 2.65e-06 2.3e-06 1.75e-06 1.2e-06 2e-06 1.7e-06 1.4e-06 1.7e-06 1.9e-06 1.6e-06
9 2.35e-06 2.2e-06 2.8e-06 2.2e-06 2.9e-06 2.1e-06 1.85e-06 2.3e-06 1.85e-06 2.9e-06 1.75e-06 1.9e-06 2.5e-06 2.8e-06 2.05e-06 1.95e-06 2.65e-06 1.85e-06 2e-06 2.05e-06 1.75e-06 2.75e-06 1.5e-06 2.5e-06 1.95e-06 1.95e-06 1.7e-06 2.35e-06 1.7e-06 1.55e-06 1.9e-06 2.3e-06 2.65e-06 1.8e-06 2.35e-06 2.4e-06 2.2e-06 1.7e-06 1.8e-06 2.5e-06 2.9e-06 2.55e-06 2.35e-06 2.55e-06 2.7e-06 2.65e-06 2.3e-06 1.95e-06 2.35e-06 1.75e-06 1.75e-06 1.9e-06 2.2e-06 1.7e-06
