 slim_762188829 slim_762188848 slim_762188821 slim_762188812 slim_762188837 slim_762188831 slim_762188843 slim_762188824 slim_762188822 slim_762188825 slim_762188852 slim_762188846 slim_762188847 slim_762188841 slim_762188845 slim_762188851 slim_762188827 slim_762188828 slim_762188838 slim_762188832 slim_762188833 slim_762188816 slim_762188835 slim_762188818 slim_762188842 slim_762188819 slim_762188815 slim_762188834 slim_762188823 slim_762188814 slim_762188853 slim_762188840 slim_762188839 slim_762188813 slim_762188820 slim_762188817 slim_762188849 slim_762188844 slim_762188830 slim_762188826 slim_762188850 slim_762188836
17 1.25e-06 1.8e-06 2.3e-06 1.8e-06 1.25e-06 1.5e-06 1.35e-06 1.75e-06 1.6e-06 1.25e-06 2.7e-06 1.7e-06 2.5e-06 2.55e-06 2.25e-06 2.75e-06 1.25e-06 1.8e-06 1.75e-06 1.3e-06 2.2e-06 1.25e-06 1.35e-06 1.9e-06 1.7e-06 1.35e-06 2.05e-06 1.9e-06 1.35e-06 1.7e-06 1.85e-06 1.3e-06 2.7e-06 1.65e-06 2.65e-06 2.65e-06 1.45e-06 9e-07 1.05e-06 2.55e-06 2.5e-06 2.25e-06
18 2e-06 1.75e-06 2.15e-06 2.05e-06 1.35e-06 2.3e-06 1.15e-06 1.8e-06 1.6e-06 1.95e-06 2.8e-06 1.6e-06 2.35e-06 2.5e-06 2.1e-06 2.85e-06 2e-06 1.75e-06 1.7e-06 1.35e-06 2.05e-06 1.1e-06 1.35e-06 2.1e-06 1.8e-06 1.75e-06 2.5e-06 2e-06 1e-06 1.5e-06 1.95e-06 1.3e-06 2.7e-06 1.65e-06 2.35e-06 2.35e-06 2.4e-06 1.65e-06 1.8e-06 2.4e-06 2.75e-06 2.2e-06
19 1.35e-06 1.4e-06 2.2e-06 1.35e-06 8.5e-07 1.95e-06 8e-07 1.5e-06 1.55e-06 1.35e-06 2.45e-06 1.25e-06 1.85e-06 2.1e-06 2.15e-06 2.5e-06 1.35e-06 1.3e-06 1.35e-06 1.2e-06 2.05e-06 9e-07 8.5e-07 1.55e-06 1.5e-06 1.35e-06 2.1e-06 1.6e-06 9.5e-07 1e-06 1.35e-06 8.5e-07 2.3e-06 9.5e-07 2.25e-06 2.25e-06 1.9e-06 1.25e-06 1.25e-06 1.95e-06 2.55e-06 1.55e-06
20 2.15e-06 2.25e-06 1.9e-06 2.15e-06 1.95e-06 1.9e-06 1.75e-06 2.15e-06 1.8e-06 2.1e-06 2.4e-06 2e-06 2.25e-06 2.3e-06 1.85e-06 2.45e-06 2.15e-06 2.2e-06 2.05e-06 2.05e-06 3.1e-06 2.05e-06 2.05e-06 2.1e-06 1.8e-06 1.9e-06 2.15e-06 2.05e-06 1.9e-06 2e-06 2.05e-06 2.05e-06 2.45e-06 2.05e-06 2.5e-06 2.5e-06 2.25e-06 2.1e-06 1.95e-06 2.3e-06 1.9e-06 2.25e-06
21 1.6e-06 1.3e-06 1.8e-06 1.65e-06 8.5e-07 2.15e-06 9.5e-07 1.3e-06 1.4e-06 1.6e-06 2.55e-06 1.1e-06 2.15e-06 2.25e-06 1.8e-06 2.6e-06 1.6e-06 1.25e-06 1.1e-06 9e-07 2.05e-06 7e-07 9e-07 1.7e-06 1.75e-06 1.25e-06 2.25e-06 1.55e-06 4e-07 1.15e-06 1.6e-06 9e-07 2.5e-06 1.3e-06 1.9e-06 1.9e-06 2e-06 1.15e-06 1.4e-06 2.2e-06 2.6e-06 1.9e-06
22 1.45e-06 1.3e-06 2.2e-06 1.45e-06 8.5e-07 2e-06 8e-07 1.5e-06 1.55e-06 1.4e-06 2.4e-06 1.25e-06 1.9e-06 2.05e-06 2.15e-06 2.45e-06 1.45e-06 1.35e-06 1.35e-06 8.5e-07 2.05e-06 9e-07 1.2e-06 1.6e-06 1.5e-06 1.4e-06 2.1e-06 1.6e-06 9.5e-07 1.1e-06 1.45e-06 9e-07 2.15e-06 7.5e-07 2.2e-06 2.2e-06 1.9e-06 1.25e-06 1.25e-06 1.95e-06 2.55e-06 1.2e-06
23 1.6e-06 1.8e-06 2.15e-06 1.4e-06 1.45e-06 1.9e-06 1.5e-06 1.65e-06 1.7e-06 1.65e-06 2.25e-06 1.65e-06 2.1e-06 2.15e-06 2.1e-06 2.3e-06 1.6e-06 1.9e-06 2.1e-06 1.55e-06 2.1e-06 1.7e-06 1.6e-06 2e-06 1.6e-06 1.55e-06 1.75e-06 1.2e-06 1.55e-06 1.45e-06 1.3e-06 1.6e-06 2.35e-06 1.3e-06 2.5e-06 2.5e-06 1.8e-06 1.8e-06 1.5e-06 2.1e-06 2.05e-06 2e-06
24 1.6e-06 1.9e-06 2.1e-06 1.6e-06 1.4e-06 1.45e-06 1.25e-06 1.85e-06 1.4e-06 1.55e-06 2.35e-06 1.8e-06 2.15e-06 2.2e-06 2.05e-06 2.4e-06 1.6e-06 1.7e-06 1.8e-06 1.5e-06 1.8e-06 1.75e-06 1.5e-06 1.6e-06 2.1e-06 1.5e-06 1.6e-06 1.6e-06 1.8e-06 1.6e-06 1.6e-06 1.5e-06 2.35e-06 1.45e-06 2.65e-06 2.65e-06 1.75e-06 1.6e-06 1.35e-06 2.2e-06 1.95e-06 2e-06
25 1.55e-06 1.65e-06 1.85e-06 1.6e-06 1.25e-06 1.65e-06 1.4e-06 1.5e-06 1.35e-06 1.55e-06 2.35e-06 1.5e-06 2.25e-06 2.25e-06 1.8e-06 2.4e-06 1.55e-06 1.35e-06 1.75e-06 1.35e-06 1.9e-06 1.25e-06 1.4e-06 1.55e-06 1.5e-06 2.2e-06 1.7e-06 1.5e-06 1.15e-06 1.5e-06 1.55e-06 1.3e-06 2.45e-06 1.55e-06 2.35e-06 2.35e-06 1.65e-06 1.35e-06 1.3e-06 2.3e-06 2e-06 2.15e-06
26 1.85e-06 2.2e-06 2.25e-06 1.4e-06 1.9e-06 1.6e-06 2.05e-06 1.6e-06 1.7e-06 1.85e-06 2e-06 2.15e-06 2.45e-06 2.4e-06 2.2e-06 2e-06 1.85e-06 2.05e-06 2.5e-06 2.1e-06 2.15e-06 2.25e-06 2.1e-06 1.75e-06 1.6e-06 1.7e-06 1.8e-06 1.65e-06 2.15e-06 2.05e-06 1.55e-06 1.95e-06 2.5e-06 1.95e-06 2.85e-06 2.85e-06 1.35e-06 1.95e-06 1.6e-06 2.5e-06 1.5e-06 2.55e-06
27 1.75e-06 1.75e-06 2e-06 1.5e-06 1.45e-06 2e-06 1.45e-06 1.55e-06 1.65e-06 1.75e-06 2.2e-06 1.6e-06 2.15e-06 2.15e-06 2e-06 2.25e-06 1.75e-06 1.9e-06 2e-06 1.6e-06 2.05e-06 1.55e-06 1.6e-06 1.2e-06 1.6e-06 1.5e-06 1.65e-06 1.9e-06 1.4e-06 1.45e-06 1.35e-06 1.5e-06 2.35e-06 1.5e-06 2.35e-06 2.35e-06 1.8e-06 1.8e-06 1.55e-06 2.15e-06 2e-06 2.1e-06
28 1.65e-06 1.15e-06 1.6e-06 1.6e-06 9e-07 2.2e-06 1e-06 1.1e-06 1.3e-06 1.65e-06 2.35e-06 9.5e-07 2e-06 2.1e-06 1.55e-06 2.4e-06 1.65e-06 1.35e-06 1e-06 9.5e-07 1.9e-06 4e-07 9.5e-07 1.55e-06 1.8e-06 1.15e-06 2.15e-06 1.4e-06 1e-07 1e-06 1.45e-06 9e-07 2.35e-06 1.3e-06 1.7e-06 1.7e-06 2e-06 1.25e-06 1.5e-06 2.05e-06 2.4e-06 1.9e-06
29 1.5e-06 1.35e-06 2.1e-06 1.35e-06 1.1e-06 2.1e-06 9.5e-07 1.5e-06 1.65e-06 1.5e-06 2.2e-06 1.3e-06 1.65e-06 1.9e-06 2.05e-06 2.25e-06 1.5e-06 1.7e-06 1.5e-06 1e-06 2e-06 1.15e-06 1.1e-06 1.45e-06 1.6e-06 1.5e-06 2.05e-06 1.45e-06 1e-06 1.3e-06 1.25e-06 1.1e-06 2.1e-06 1e-06 2.05e-06 2.05e-06 2e-06 1.6e-06 1.45e-06 1.75e-06 2.4e-06 1.6e-06
30 1.55e-06 1.65e-06 2.15e-06 1.1e-06 1.35e-06 1.9e-06 1.35e-06 1.35e-06 1.7e-06 1.55e-06 1.9e-06 1.55e-06 1.85e-06 2e-06 2.1e-06 1.95e-06 1.55e-06 1.85e-06 1.95e-06 1.35e-06 2.05e-06 1.6e-06 1.45e-06 1.3e-06 1.6e-06 1.55e-06 1.55e-06 1.35e-06 1.45e-06 1.25e-06 1.8e-06 1.45e-06 2.15e-06 1.25e-06 2.35e-06 2.35e-06 1.55e-06 1.75e-06 1.45e-06 1.9e-06 1.85e-06 1.85e-06
31 1.5e-06 1.4e-06 2.15e-06 1.45e-06 9e-07 2.05e-06 8.5e-07 1.45e-06 1.5e-06 1.45e-06 2.4e-06 1.25e-06 1.95e-06 2.1e-06 2.1e-06 2.45e-06 1.5e-06 1.3e-06 1.3e-06 8.5e-07 2.05e-06 9e-07 9e-07 1.6e-06 1.5e-06 1.3e-06 1.95e-06 1.5e-06 9e-07 1.1e-06 1.45e-06 1.3e-06 2.3e-06 1.05e-06 2.2e-06 2.2e-06 1.9e-06 1.3e-06 1.3e-06 2e-06 2.5e-06 1.6e-06
32 2.5e-06 1.75e-06 2.6e-06 2.3e-06 2.35e-06 2.55e-06 2.15e-06 2.45e-06 2.5e-06 2.4e-06 1.65e-06 2.4e-06 1.45e-06 1.65e-06 2.55e-06 1.7e-06 2.5e-06 2.7e-06 2.7e-06 2.3e-06 2.45e-06 2.5e-06 2.15e-06 2.35e-06 2.35e-06 2.45e-06 2.5e-06 2.35e-06 2.35e-06 2.1e-06 2.15e-06 2.3e-06 2e-06 2e-06 1.9e-06 1.9e-06 2.6e-06 2.6e-06 2.35e-06 1.6e-06 2.5e-06 2e-06
33 1.35e-06 1.4e-06 2.3e-06 1.2e-06 1e-06 1.95e-06 9e-07 1.6e-06 1.7e-06 1.35e-06 2.25e-06 1.35e-06 1.7e-06 1.9e-06 2.25e-06 2.3e-06 1.35e-06 1.65e-06 1.65e-06 9.5e-07 2.05e-06 1.3e-06 7.5e-07 1.3e-06 1.45e-06 1.55e-06 1.95e-06 1.5e-06 1.3e-06 1e-06 1.25e-06 1.05e-06 2e-06 9e-07 2.3e-06 2.3e-06 1.9e-06 1.55e-06 1.3e-06 1.75e-06 2.4e-06 1e-06
34 2.7e-06 1.95e-06 2.2e-06 2.55e-06 2.25e-06 2.9e-06 2.2e-06 2.3e-06 2.4e-06 2.65e-06 2.15e-06 2.1e-06 1.9e-06 2.05e-06 2.2e-06 2.2e-06 2.7e-06 2.65e-06 2.35e-06 2.25e-06 2.5e-06 1.9e-06 2.2e-06 2.5e-06 2.65e-06 2.35e-06 2.85e-06 2.35e-06 1.7e-06 2.05e-06 2.35e-06 2.2e-06 1.9e-06 2.3e-06 3.3e-06 1.7e-06 2.9e-06 2.55e-06 2.55e-06 2.05e-06 2.75e-06 2.4e-06
35 2.7e-06 1.95e-06 2.2e-06 2.55e-06 2.25e-06 2.9e-06 2.2e-06 2.3e-06 2.4e-06 2.65e-06 2.15e-06 2.1e-06 1.9e-06 2.05e-06 2.2e-06 2.2e-06 2.7e-06 2.65e-06 2.35e-06 2.25e-06 2.5e-06 1.9e-06 2.2e-06 2.5e-06 2.65e-06 2.35e-06 2.85e-06 2.35e-06 1.7e-06 2.05e-06 2.35e-06 2.2e-06 1.9e-06 2.3e-06 1.7e-06 3.3e-06 2.9e-06 2.55e-06 2.55e-06 2.05e-06 2.75e-06 2.4e-06
36 1.4e-06 2.1e-06 2.4e-06 1.4e-06 1.7e-06 1.4e-06 1.85e-06 1.55e-06 1.8e-06 1.4e-06 2.15e-06 2.05e-06 2.55e-06 2.5e-06 2.35e-06 2.15e-06 1.4e-06 1.45e-06 2.4e-06 1.9e-06 2.25e-06 2e-06 1.9e-06 1.8e-06 1.75e-06 1.65e-06 1.35e-06 1.8e-06 2e-06 2e-06 1.55e-06 1.9e-06 2.6e-06 1.9e-06 2.9e-06 2.9e-06 1.9e-06 1.35e-06 1.2e-06 2.6e-06 1.75e-06 2.5e-06
37 1.15e-06 1.7e-06 2.2e-06 1.7e-06 1.15e-06 1.4e-06 1.25e-06 1.65e-06 1.5e-06 1.15e-06 2.6e-06 1.6e-06 2.4e-06 2.45e-06 2.15e-06 2.65e-06 1.15e-06 9e-07 1.65e-06 1.25e-06 2.1e-06 1.15e-06 1.25e-06 1.8e-06 1.6e-06 1.35e-06 1.95e-06 1.8e-06 1.25e-06 1.6e-06 1.75e-06 1.3e-06 2.6e-06 1.55e-06 2.55e-06 2.55e-06 1.35e-06 1.6e-06 9.5e-07 2.45e-06 2.4e-06 2.15e-06
38 1.05e-06 1.7e-06 2.15e-06 1.4e-06 1.05e-06 1.15e-06 1.2e-06 1.6e-06 1.45e-06 1.05e-06 2.3e-06 1.5e-06 2.15e-06 2.1e-06 2.1e-06 2.35e-06 1.05e-06 1.05e-06 1.8e-06 1.25e-06 1.95e-06 1.4e-06 1.25e-06 1.5e-06 1.35e-06 1.3e-06 1.6e-06 1.55e-06 1.5e-06 1.45e-06 1.45e-06 1.3e-06 2.35e-06 1.3e-06 2.55e-06 2.55e-06 1.2e-06 9.5e-07 1.3e-06 2.2e-06 2.05e-06 1.9e-06
39 2.3e-06 1.75e-06 2.5e-06 2.1e-06 2.05e-06 2.5e-06 1.8e-06 2.3e-06 2.35e-06 2.1e-06 1.95e-06 2.15e-06 1.55e-06 1.8e-06 2.45e-06 2e-06 2.3e-06 2.55e-06 2.4e-06 1.95e-06 2.3e-06 2.2e-06 1.95e-06 2.1e-06 2.2e-06 2.3e-06 2.5e-06 2.15e-06 2.05e-06 1.75e-06 1.9e-06 2e-06 1.6e-06 1.75e-06 2.05e-06 2.05e-06 2.6e-06 2.45e-06 2.2e-06 2.8e-06 2.55e-06 1.95e-06
40 2.3e-06 2.55e-06 2e-06 1.8e-06 2.3e-06 1.85e-06 2.45e-06 1.9e-06 1.95e-06 2.3e-06 1.95e-06 2.3e-06 2.45e-06 2.35e-06 1.95e-06 1.95e-06 2.3e-06 2.5e-06 2.75e-06 2.55e-06 1.9e-06 2.6e-06 2.55e-06 2.05e-06 1.95e-06 2e-06 1.5e-06 2e-06 2.4e-06 2.4e-06 1.85e-06 2.5e-06 2.5e-06 2.4e-06 2.75e-06 2.75e-06 1.75e-06 2.4e-06 2.05e-06 2.55e-06 2.5e-06 2.65e-06
41 2.05e-06 1.85e-06 2.5e-06 1.9e-06 1.6e-06 2.5e-06 1.4e-06 2.2e-06 2.3e-06 1.95e-06 2.4e-06 1.75e-06 1.85e-06 2.05e-06 2.45e-06 2.45e-06 2.05e-06 2.25e-06 2.2e-06 1.55e-06 2.25e-06 1.9e-06 1.2e-06 2e-06 2e-06 2.15e-06 2.55e-06 2.1e-06 1.9e-06 1.6e-06 1.85e-06 1.6e-06 2e-06 1e-06 2.4e-06 2.4e-06 2.5e-06 2.15e-06 1.9e-06 1.95e-06 2.65e-06 1.5e-06
