 slim_762460232 slim_762460236 slim_762460243 slim_762460235 slim_762460215 slim_762460207 slim_762460238 slim_762460245 slim_762460208 slim_762460223 slim_762460255 slim_762460225 slim_762460226 slim_762460241 slim_762460220 slim_762460252 slim_762460221 slim_762460217 slim_762460219 slim_762460228 slim_762460237 slim_762460213 slim_762460222 slim_762460214 slim_762460212 slim_762460224 slim_762460229 slim_762460242 slim_762460250 slim_762460211 slim_762460210 slim_762460246 slim_762460233 slim_762460240 slim_762460249 slim_762460230 slim_762460231 slim_762460227 slim_762460253 slim_762460248 slim_762460244 slim_762460254 slim_762460251 slim_762460239 slim_762460216 slim_762460209 slim_762460247 slim_762460218 slim_762460234
13 2e-06 2e-06 1.9e-06 2.35e-06 2.25e-06 2.15e-06 2.15e-06 1.95e-06 2.1e-06 2.35e-06 2.15e-06 1.95e-06 2.2e-06 3e-06 2.35e-06 2.25e-06 2.2e-06 1.9e-06 2.2e-06 2.05e-06 2.35e-06 2.35e-06 2.05e-06 1.9e-06 2.15e-06 2.35e-06 2.35e-06 2.15e-06 2e-06 2.1e-06 1.9e-06 2.15e-06 1.9e-06 2.1e-06 2.3e-06 2.1e-06 2.1e-06 2.25e-06 1.5e-06 2.25e-06 2.2e-06 2.15e-06 2.2e-06 2.05e-06 2.05e-06 2e-06 2.35e-06 2.35e-06 2.2e-06
14 2.15e-06 2e-06 2.25e-06 2.1e-06 1.25e-06 2.4e-06 1.5e-06 1.6e-06 1.45e-06 1.8e-06 1.3e-06 1.95e-06 1.45e-06 2.35e-06 1.7e-06 1.95e-06 1.3e-06 2.15e-06 1.15e-06 2.25e-06 1.55e-06 2.45e-06 1.75e-06 1.5e-06 1.2e-06 1.9e-06 1.55e-06 1.6e-06 1.7e-06 1.8e-06 1.6e-06 1.9e-06 2.15e-06 2.2e-06 1.65e-06 2.1e-06 1.75e-06 2.05e-06 2.35e-06 2.05e-06 1.3e-06 1.7e-06 1.55e-06 1.75e-06 1.45e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06
15 2.25e-06 2.45e-06 1.6e-06 1.8e-06 1.6e-06 2.4e-06 1.2e-06 1.75e-06 1.15e-06 1.4e-06 1.35e-06 1.5e-06 1.8e-06 2.25e-06 1.95e-06 2e-06 1.8e-06 1.8e-06 2.05e-06 2.3e-06 1.45e-06 2.55e-06 1.15e-06 1.15e-06 1.8e-06 1.7e-06 1.45e-06 1.25e-06 1.8e-06 1.2e-06 1.5e-06 1.6e-06 1.8e-06 2e-06 1e-06 2.25e-06 1.25e-06 1.75e-06 2.25e-06 1.8e-06 1.8e-06 1.5e-06 2.25e-06 1.85e-06 2.15e-06 1.7e-06 1.1e-06 1.75e-06 1.35e-06
16 2.1e-06 2e-06 2.15e-06 2.15e-06 1.45e-06 2.3e-06 1.45e-06 1.4e-06 1.4e-06 1.85e-06 1.45e-06 1.75e-06 1.6e-06 2.2e-06 1.3e-06 1.8e-06 1.9e-06 1.95e-06 1.05e-06 2.1e-06 1.55e-06 2.4e-06 1.35e-06 1.2e-06 1.1e-06 2e-06 1.65e-06 1.7e-06 1.55e-06 1.4e-06 1.75e-06 1.9e-06 1.95e-06 2.2e-06 1.85e-06 2e-06 1.4e-06 2.1e-06 2.2e-06 2.1e-06 9.5e-07 1.75e-06 1.65e-06 1.6e-06 1.45e-06 1.35e-06 1.9e-06 1.55e-06 1.75e-06
17 9e-07 1.95e-06 1.6e-06 1.55e-06 1.85e-06 1.15e-06 1.75e-06 1.45e-06 1.7e-06 1.85e-06 1.7e-06 2e-06 2e-06 1.9e-06 2.15e-06 1.8e-06 1.95e-06 1.4e-06 2e-06 1e-06 1.95e-06 1.35e-06 1.8e-06 1.45e-06 1.95e-06 2.15e-06 2.15e-06 1.6e-06 1.4e-06 1.85e-06 1.85e-06 1.4e-06 7e-07 1.8e-06 1.7e-06 1.3e-06 1.9e-06 1.35e-06 1.9e-06 1.35e-06 1.95e-06 1.65e-06 1.6e-06 1.45e-06 1.5e-06 1.7e-06 1.75e-06 2.15e-06 1.65e-06
18 1.9e-06 1.75e-06 2.35e-06 2.15e-06 1.3e-06 2.2e-06 1.75e-06 1.55e-06 1.7e-06 1.9e-06 1.65e-06 1.8e-06 1.75e-06 2.2e-06 1.15e-06 2.05e-06 1.05e-06 2e-06 1.3e-06 1.95e-06 1.5e-06 2.25e-06 1.8e-06 1.6e-06 1.2e-06 2.1e-06 1.9e-06 1.65e-06 1.7e-06 1.85e-06 1.65e-06 1.9e-06 2e-06 2.25e-06 1.95e-06 1.85e-06 1.85e-06 2.05e-06 2.2e-06 2.05e-06 1.05e-06 1.75e-06 1.35e-06 1.75e-06 1.2e-06 1.55e-06 2.1e-06 1.6e-06 1.75e-06
19 6e-07 1.65e-06 2e-06 1.6e-06 2.05e-06 9.5e-07 2.2e-06 1.35e-06 2.15e-06 2.25e-06 2.15e-06 2.25e-06 2.2e-06 2.05e-06 2.25e-06 2.3e-06 2.1e-06 1e-06 1.95e-06 8e-07 2.25e-06 1e-06 2.25e-06 1.95e-06 2.1e-06 2.35e-06 2.5e-06 1.8e-06 1.45e-06 2.3e-06 2.1e-06 1.3e-06 1e-06 2.1e-06 2.2e-06 1e-06 2.3e-06 1.4e-06 2.05e-06 1.45e-06 2.1e-06 1.8e-06 1.4e-06 1.5e-06 1.15e-06 1.8e-06 2.3e-06 2.3e-06 1.85e-06
20 2.2e-06 2.2e-06 1.75e-06 1.75e-06 1.35e-06 2.4e-06 1.25e-06 1.8e-06 1.2e-06 1.55e-06 1.3e-06 1.9e-06 1.7e-06 2.35e-06 1.55e-06 1.45e-06 1.55e-06 1.95e-06 1.5e-06 2.25e-06 1.7e-06 2.55e-06 1.8e-06 1.4e-06 1.7e-06 1.95e-06 1.75e-06 1.1e-06 1.9e-06 1.85e-06 1.3e-06 1.5e-06 1.95e-06 2.05e-06 8.5e-07 2.2e-06 1.85e-06 1.65e-06 2.35e-06 1.7e-06 1.55e-06 1.4e-06 2e-06 1.95e-06 1.9e-06 1.8e-06 1.05e-06 2e-06 1.25e-06
21 7e-07 2.05e-06 2.3e-06 1.45e-06 2.25e-06 8.5e-07 2.4e-06 1.8e-06 2.35e-06 2.6e-06 2.45e-06 2.5e-06 2.35e-06 2.35e-06 2.45e-06 2.55e-06 2.4e-06 1.35e-06 2.25e-06 1e-06 2.55e-06 8e-07 2.5e-06 2.25e-06 2.3e-06 2.5e-06 2.7e-06 2.05e-06 1.5e-06 2.55e-06 2.3e-06 1.75e-06 1.35e-06 2.4e-06 2.4e-06 1.25e-06 2.5e-06 1.7e-06 2.35e-06 1.55e-06 2.4e-06 1.95e-06 1.45e-06 1.55e-06 1.6e-06 1.95e-06 2.5e-06 2.5e-06 2e-06
22 2.25e-06 2.3e-06 1.8e-06 2.1e-06 1.75e-06 2.3e-06 1.2e-06 1.35e-06 1.15e-06 1.5e-06 1.3e-06 1.3e-06 1.5e-06 2.05e-06 1.75e-06 1.15e-06 1.35e-06 1.8e-06 1.8e-06 2.25e-06 1.8e-06 2.5e-06 1.2e-06 8.5e-07 1.35e-06 1.55e-06 1.15e-06 1.75e-06 1.45e-06 6.5e-07 1.8e-06 1.9e-06 1.8e-06 2.2e-06 1.7e-06 2.15e-06 7e-07 2.1e-06 2.05e-06 2.1e-06 1.35e-06 1.75e-06 2.15e-06 1.5e-06 1.95e-06 1.25e-06 1.65e-06 1.45e-06 1.75e-06
23 2e-06 2.05e-06 1.45e-06 1.65e-06 1.3e-06 2.05e-06 8e-07 1.15e-06 7.5e-07 1.4e-06 8.5e-07 1.5e-06 1.35e-06 1.9e-06 1.5e-06 1.15e-06 1.2e-06 1.45e-06 1.6e-06 1.95e-06 1.4e-06 2.25e-06 8.5e-07 9e-07 1.15e-06 1.75e-06 1.3e-06 1.15e-06 1.25e-06 9e-07 1.35e-06 1.4e-06 1.45e-06 1.8e-06 1.05e-06 1.95e-06 9e-07 1.65e-06 1.9e-06 1.65e-06 1.2e-06 1.35e-06 1.9e-06 1.3e-06 1.7e-06 1.1e-06 1e-06 1.6e-06 1.15e-06
24 2.05e-06 1.95e-06 2.1e-06 2.05e-06 1.35e-06 2.25e-06 1.35e-06 1.35e-06 1.3e-06 1.9e-06 1.4e-06 1.75e-06 1.5e-06 2.15e-06 1.2e-06 1.8e-06 1.1e-06 1.95e-06 1.2e-06 2.1e-06 1.7e-06 2.3e-06 1.35e-06 1.15e-06 1.7e-06 1.95e-06 1.6e-06 1.6e-06 1.45e-06 1.4e-06 1.65e-06 1.85e-06 1.95e-06 2.15e-06 1.75e-06 1.95e-06 1.35e-06 2.05e-06 2.15e-06 2.05e-06 1.1e-06 1.65e-06 1.55e-06 1.5e-06 1.4e-06 1.25e-06 1.8e-06 1.35e-06 1.65e-06
25 2.25e-06 2.5e-06 2.15e-06 2.25e-06 2.05e-06 2.35e-06 1.85e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.8e-06 1.5e-06 2.35e-06 1.9e-06 1.7e-06 2e-06 2.15e-06 2.1e-06 2.35e-06 1.95e-06 2.5e-06 1.55e-06 1.75e-06 1.95e-06 2.5e-06 1.45e-06 2e-06 1.95e-06 1.6e-06 2e-06 2.15e-06 2.15e-06 2.45e-06 1.95e-06 2.05e-06 1.45e-06 2.25e-06 2.35e-06 2.25e-06 2e-06 1.75e-06 2.2e-06 2e-06 2.15e-06 1.65e-06 2e-06 1.75e-06 2.05e-06
26 2.45e-06 2.45e-06 2.05e-06 2.2e-06 1.75e-06 2.55e-06 1.4e-06 1.7e-06 1.35e-06 1.6e-06 1.3e-06 1.65e-06 1.5e-06 2.35e-06 1.55e-06 1.45e-06 1.65e-06 2.15e-06 1.9e-06 2.5e-06 1.75e-06 2.7e-06 1.15e-06 1.3e-06 1.6e-06 1.45e-06 2.1e-06 1.8e-06 1.75e-06 1.2e-06 1.8e-06 2.05e-06 2.15e-06 2.35e-06 1.65e-06 2.4e-06 1.05e-06 2.2e-06 2.35e-06 2.2e-06 1.65e-06 1.85e-06 2.25e-06 1.8e-06 2.1e-06 1.6e-06 1.7e-06 1.6e-06 1.85e-06
27 1.75e-06 2e-06 1.45e-06 1.3e-06 1.1e-06 2.1e-06 1e-06 1.55e-06 9.5e-07 1.55e-06 1.2e-06 1.75e-06 1.75e-06 2.15e-06 1.6e-06 1.25e-06 1.7e-06 1.6e-06 1.65e-06 1.8e-06 1.1e-06 2.05e-06 1.75e-06 1.15e-06 1.6e-06 2e-06 1.8e-06 9e-07 1.6e-06 1.8e-06 1e-06 1.05e-06 1.6e-06 1.7e-06 4.5e-07 1.85e-06 1.75e-06 1.25e-06 2.15e-06 1.35e-06 1.7e-06 1.05e-06 1.7e-06 1.65e-06 1.6e-06 1.6e-06 6.5e-07 1.9e-06 7e-07
28 1.15e-06 1.9e-06 1.85e-06 1.65e-06 1.65e-06 1.5e-06 1.45e-06 1.25e-06 1.4e-06 2e-06 1.55e-06 1.85e-06 1.6e-06 2e-06 1.7e-06 1.8e-06 1.55e-06 1.4e-06 1.7e-06 1.45e-06 1.9e-06 1.5e-06 1.45e-06 1.25e-06 1.45e-06 1.95e-06 1.75e-06 1.6e-06 2.1e-06 1.5e-06 1.75e-06 1.6e-06 1.4e-06 2.1e-06 1.75e-06 1.5e-06 1.45e-06 1.65e-06 2e-06 1.65e-06 1.55e-06 1.6e-06 1.4e-06 1.1e-06 1.45e-06 1.3e-06 1.8e-06 1.85e-06 1.65e-06
29 2.3e-06 2.35e-06 1.85e-06 2.15e-06 1.8e-06 2.35e-06 1.25e-06 1.4e-06 1.2e-06 1.55e-06 1.35e-06 1.35e-06 1.55e-06 2.1e-06 1.8e-06 1.2e-06 1.4e-06 1.85e-06 1.85e-06 2.3e-06 1.85e-06 2.55e-06 6.5e-07 9e-07 1.4e-06 1.6e-06 1.2e-06 1.8e-06 1.5e-06 1.3e-06 1.85e-06 1.95e-06 1.85e-06 2.25e-06 1.75e-06 2.2e-06 7.5e-07 2.15e-06 2.1e-06 2.15e-06 1.4e-06 1.8e-06 2.2e-06 1.55e-06 2e-06 1.3e-06 1.7e-06 1.5e-06 1.8e-06
30 2e-06 1.75e-06 1.75e-06 1.65e-06 1.3e-06 2.25e-06 1.25e-06 1.7e-06 1.2e-06 1.7e-06 1.35e-06 1.55e-06 1.75e-06 1.9e-06 1.6e-06 1.5e-06 1.75e-06 1.85e-06 1.65e-06 2.1e-06 1.3e-06 2.3e-06 1.8e-06 1.35e-06 1.65e-06 2e-06 1.8e-06 1e-06 1.75e-06 1.85e-06 1.8e-06 1.45e-06 1.85e-06 2e-06 9e-07 2.05e-06 1.8e-06 1.6e-06 1.9e-06 1.65e-06 1.75e-06 1.35e-06 1.85e-06 1.8e-06 1.75e-06 1.7e-06 1.1e-06 1.95e-06 1.15e-06
31 1.45e-06 1.9e-06 1.6e-06 1.4e-06 1.5e-06 1.7e-06 1.4e-06 1.45e-06 1.35e-06 1.8e-06 1.5e-06 2e-06 1.9e-06 2.15e-06 1.9e-06 1.6e-06 1.9e-06 1.4e-06 1.9e-06 1.3e-06 1.5e-06 1.75e-06 1.9e-06 1.4e-06 1.85e-06 2.15e-06 2.05e-06 1.05e-06 1.6e-06 1.95e-06 1.45e-06 2.1e-06 1.4e-06 1.85e-06 1.05e-06 1.65e-06 1.95e-06 1.35e-06 2.15e-06 1.4e-06 1.9e-06 1.35e-06 1.75e-06 1.65e-06 1.5e-06 1.7e-06 1.2e-06 2.15e-06 1.15e-06
32 9e-07 1.95e-06 1.6e-06 1.55e-06 1.85e-06 1.15e-06 1.75e-06 1.45e-06 1.7e-06 1.85e-06 1.7e-06 2e-06 2e-06 1.9e-06 2.15e-06 1.8e-06 1.95e-06 7e-07 2e-06 1e-06 1.95e-06 1.35e-06 1.8e-06 1.45e-06 1.95e-06 2.15e-06 2.15e-06 1.6e-06 1.4e-06 1.85e-06 1.85e-06 1.4e-06 1.4e-06 1.8e-06 1.7e-06 1.3e-06 1.9e-06 1.35e-06 1.9e-06 1.35e-06 1.95e-06 1.65e-06 1.6e-06 1.45e-06 1.5e-06 1.7e-06 1.75e-06 2.15e-06 1.65e-06
33 2.05e-06 2.6e-06 1.65e-06 2.05e-06 1.9e-06 2.25e-06 1.9e-06 2.1e-06 1.85e-06 2.2e-06 1.9e-06 2.35e-06 2.3e-06 2.1e-06 2.2e-06 2e-06 2.2e-06 1.8e-06 2.25e-06 2.1e-06 2.05e-06 2.4e-06 2.2e-06 1.8e-06 2.15e-06 2.45e-06 2.35e-06 1.7e-06 2.1e-06 2.25e-06 2e-06 1.85e-06 1.8e-06 3.1e-06 1.65e-06 2.2e-06 2.25e-06 1.95e-06 2.1e-06 2e-06 2.2e-06 1.9e-06 2.15e-06 2.15e-06 2.05e-06 2.15e-06 1.65e-06 2.35e-06 1.8e-06
34 2.1e-06 2.3e-06 1.25e-06 1.25e-06 1.05e-06 2.35e-06 7.5e-07 1.75e-06 7e-07 1.45e-06 1e-06 1.85e-06 1.7e-06 2.3e-06 1.65e-06 1e-06 1.85e-06 1.7e-06 1.95e-06 2.2e-06 8.5e-07 2.4e-06 1.7e-06 1.05e-06 1.75e-06 1.95e-06 1.65e-06 4.5e-07 1.75e-06 1.75e-06 9e-07 1.05e-06 1.7e-06 1.65e-06 0.0 2.2e-06 1.7e-06 1.2e-06 2.3e-06 1.3e-06 1.85e-06 1e-06 2.05e-06 1.8e-06 2e-06 1.75e-06 2.5e-07 2.05e-06 6.5e-07
35 9e-07 1.85e-06 2.1e-06 1.75e-06 2e-06 1.3e-06 2.15e-06 1.5e-06 2.1e-06 2.2e-06 2.15e-06 2.15e-06 1.9e-06 2.1e-06 2.1e-06 2.25e-06 2e-06 1.3e-06 1.85e-06 1e-06 2.2e-06 1.25e-06 2.15e-06 1.95e-06 1.95e-06 2.05e-06 2.4e-06 1.85e-06 1.5e-06 2.2e-06 2.05e-06 1.65e-06 1.3e-06 2.2e-06 2.2e-06 1.6e-06 2.2e-06 1.55e-06 2.1e-06 1.65e-06 2e-06 1.5e-06 1.4e-06 1.55e-06 1.35e-06 1.4e-06 2.3e-06 2.15e-06 1.9e-06
36 2.3e-06 2.35e-06 1.85e-06 2.1e-06 1.75e-06 2.35e-06 1.2e-06 1.4e-06 1.15e-06 1.65e-06 1.35e-06 1.4e-06 1.5e-06 2.1e-06 1.75e-06 1.25e-06 1.4e-06 1.9e-06 1.85e-06 2.3e-06 1.85e-06 2.5e-06 7e-07 9e-07 1.35e-06 1.45e-06 1.05e-06 1.75e-06 1.45e-06 7.5e-07 1.8e-06 1.95e-06 1.9e-06 2.25e-06 1.7e-06 2.2e-06 1.2e-06 2.15e-06 2.1e-06 2.15e-06 1.4e-06 1.75e-06 2.15e-06 1.5e-06 2e-06 1.25e-06 1.65e-06 1.35e-06 1.75e-06
37 1.3e-06 2.1e-06 1.7e-06 1.5e-06 1.65e-06 1.65e-06 1.6e-06 1.7e-06 1.55e-06 1.95e-06 1.7e-06 2.15e-06 2.05e-06 2.25e-06 2.05e-06 1.75e-06 2.1e-06 1.35e-06 2.05e-06 1.4e-06 1.65e-06 1.7e-06 2.1e-06 1.65e-06 2.05e-06 2.25e-06 2.2e-06 1.25e-06 1.65e-06 2.15e-06 1.6e-06 1.35e-06 1.35e-06 1.95e-06 1.2e-06 1.55e-06 2.15e-06 2.4e-06 2.25e-06 1.4e-06 2.1e-06 1.5e-06 1.75e-06 1.7e-06 1.7e-06 1.9e-06 1.4e-06 2.3e-06 1.4e-06
38 2e-06 2e-06 1.9e-06 2.35e-06 2.25e-06 2.15e-06 2.15e-06 1.95e-06 2.1e-06 2.35e-06 2.15e-06 1.95e-06 2.2e-06 1.5e-06 2.35e-06 2.25e-06 2.2e-06 1.9e-06 2.2e-06 2.05e-06 2.35e-06 2.35e-06 2.05e-06 1.9e-06 2.15e-06 2.35e-06 2.35e-06 2.15e-06 2e-06 2.1e-06 1.9e-06 2.15e-06 1.9e-06 2.1e-06 2.3e-06 2.1e-06 2.1e-06 2.25e-06 3e-06 2.25e-06 2.2e-06 2.15e-06 2.2e-06 2.05e-06 2.05e-06 2e-06 2.35e-06 2.35e-06 2.2e-06
