 slim_762155486 slim_762155502 slim_762155477 slim_762155467 slim_762155498 slim_762155518 slim_762155480 slim_762155510 slim_762155505 slim_762155470 slim_762155515 slim_762155506 slim_762155507 slim_762155504 slim_762155513 slim_762155490 slim_762155465 slim_762155473 slim_762155493 slim_762155494 slim_762155497 slim_762155481 slim_762155512 slim_762155476 slim_762155471 slim_762155479 slim_762155489 slim_762155468 slim_762155516 slim_762155517 slim_762155466 slim_762155463 slim_762155474 slim_762155487 slim_762155482 slim_762155475 slim_762155491 slim_762155488 slim_762155501 slim_762155508 slim_762155495 slim_762155469 slim_762155499 slim_762155496 slim_762155464 slim_762155509 slim_762155492 slim_762155514 slim_762155483 slim_762155511 slim_762155503 slim_762155478 slim_762155484 slim_762155500 slim_762155472 slim_762155485
10 1.75e-06 1.95e-06 1.35e-06 2.25e-06 2.05e-06 1.8e-06 2.25e-06 2.55e-06 1.75e-06 2.3e-06 1e-07 2.4e-06 1.9e-06 1.2e-06 1.65e-06 1.7e-06 2.45e-06 1e-06 1.55e-06 1.95e-06 1.15e-06 2.6e-06 6.5e-07 2.4e-06 1.75e-06 1.85e-06 2.25e-06 2.25e-06 1.65e-06 1.2e-06 1.2e-06 1.2e-06 2.1e-06 2.5e-06 2.9e-06 1.6e-06 1.75e-06 3.1e-06 2.35e-06 2.3e-06 2.15e-06 2.15e-06 1.55e-06 1.75e-06 1.9e-06 2.25e-06 2.4e-06 1.6e-06 1.4e-06 2.5e-06 1.8e-06 2.7e-06 2.15e-06 1.65e-06 1.05e-06 1.85e-06
11 2.55e-06 1.7e-06 2.3e-06 1.15e-06 1.5e-06 2e-06 2.05e-06 2.25e-06 1.55e-06 1.5e-06 2.4e-06 2.1e-06 2.05e-06 2.35e-06 2.5e-06 1.65e-06 1.15e-06 2.35e-06 2.1e-06 1.6e-06 1.8e-06 2.3e-06 2.4e-06 1.75e-06 2.25e-06 2.05e-06 2.45e-06 1.15e-06 2.15e-06 2e-06 2.2e-06 2.05e-06 1.75e-06 1.65e-06 1.75e-06 2.25e-06 1.7e-06 2.4e-06 1.6e-06 1.9e-06 1.45e-06 1.45e-06 2.05e-06 1.65e-06 1.6e-06 2.1e-06 1.9e-06 2.45e-06 2.15e-06 1.25e-06 2.05e-06 1.1e-06 1.65e-06 2.15e-06 2.25e-06 1.65e-06
12 2e-06 2.05e-06 1.8e-06 1.85e-06 1.7e-06 1.75e-06 2.3e-06 1.95e-06 1.45e-06 2.1e-06 1.9e-06 2.05e-06 2.1e-06 1.7e-06 1.95e-06 2.1e-06 2.1e-06 2e-06 1.85e-06 2.05e-06 1.9e-06 2e-06 1.85e-06 2.3e-06 2e-06 2.05e-06 1.85e-06 1.85e-06 1.9e-06 1.3e-06 1.6e-06 1.95e-06 2.15e-06 2.2e-06 2.1e-06 1.9e-06 2.15e-06 1.8e-06 1.45e-06 1.65e-06 1.8e-06 1.8e-06 1.15e-06 1.75e-06 1.95e-06 1.6e-06 1.75e-06 1.9e-06 1.95e-06 2.1e-06 1.45e-06 2.4e-06 2e-06 1.9e-06 2e-06 1.85e-06
13 2.2e-06 2.15e-06 1.35e-06 2.25e-06 1.95e-06 1.8e-06 2e-06 2.5e-06 1.6e-06 2e-06 1.2e-06 2.35e-06 1.7e-06 1.7e-06 2.15e-06 1.9e-06 2.4e-06 1.65e-06 1.45e-06 1.7e-06 1.75e-06 2.55e-06 1.5e-06 2.4e-06 1.5e-06 1.8e-06 2.4e-06 2.25e-06 1.95e-06 1.3e-06 1.05e-06 1.75e-06 1.75e-06 2.4e-06 2.75e-06 1.4e-06 1.95e-06 2.9e-06 2.3e-06 2.05e-06 2.15e-06 2.15e-06 1.4e-06 2e-06 2.1e-06 2.25e-06 2.35e-06 2.1e-06 1.75e-06 2.45e-06 1.6e-06 2.6e-06 2.2e-06 1.95e-06 1.65e-06 1.95e-06
14 1.8e-06 2.4e-06 2.25e-06 2.55e-06 2.35e-06 2e-06 2.4e-06 1.95e-06 2.25e-06 2.55e-06 1.65e-06 2.5e-06 1.95e-06 2.15e-06 3.3e-06 2.25e-06 2.55e-06 1.85e-06 2e-06 2.35e-06 2.1e-06 1.9e-06 1.95e-06 2.4e-06 2.2e-06 2.4e-06 2e-06 2.55e-06 2.15e-06 2e-06 2.05e-06 2.1e-06 2.45e-06 2.25e-06 2.1e-06 2.05e-06 2.3e-06 1.7e-06 2.2e-06 2.25e-06 2.45e-06 2.45e-06 2.05e-06 2.35e-06 2.3e-06 2e-06 2.05e-06 1.65e-06 2.15e-06 2.45e-06 1.9e-06 2.6e-06 2.35e-06 2.15e-06 1.9e-06 2.3e-06
15 2.3e-06 1.7e-06 2.05e-06 2.15e-06 2e-06 1.95e-06 2e-06 2.35e-06 1.95e-06 1.95e-06 1.7e-06 1.65e-06 2.1e-06 1.9e-06 2.25e-06 2.5e-06 1.75e-06 1.95e-06 1.95e-06 1.55e-06 1.95e-06 2.4e-06 1.95e-06 1.85e-06 2.1e-06 1.95e-06 2.45e-06 2.15e-06 2.1e-06 1.85e-06 1.9e-06 1.8e-06 1.7e-06 1.75e-06 1.95e-06 2.05e-06 1.3e-06 2.6e-06 2.25e-06 1.95e-06 2.1e-06 2.1e-06 1.95e-06 2.1e-06 1.65e-06 2.25e-06 2.15e-06 2.2e-06 1.7e-06 2.2e-06 1.95e-06 1.3e-06 2.15e-06 2.1e-06 1.9e-06 1.9e-06
16 2.6e-06 1.8e-06 2.35e-06 1.15e-06 1.55e-06 2e-06 2.1e-06 2.3e-06 1.6e-06 1.55e-06 2.45e-06 1.15e-06 2.1e-06 2.4e-06 2.55e-06 1.75e-06 2.2e-06 2.35e-06 2.15e-06 1.7e-06 1.85e-06 2.35e-06 2.45e-06 1.8e-06 2.3e-06 2.1e-06 2.5e-06 1.2e-06 2.2e-06 2.05e-06 2.25e-06 2.1e-06 1.85e-06 1.65e-06 1.85e-06 2.25e-06 1.8e-06 2.45e-06 1.65e-06 1.95e-06 1.5e-06 1.5e-06 2.1e-06 1.7e-06 1.6e-06 2.15e-06 1.95e-06 2.5e-06 2.2e-06 1.3e-06 2.1e-06 1.25e-06 1.7e-06 2.2e-06 2.3e-06 1.7e-06
17 1.85e-06 2e-06 1.7e-06 2.35e-06 2.15e-06 1.45e-06 1.85e-06 1.95e-06 1.85e-06 2.25e-06 1e-06 2.35e-06 2e-06 1.65e-06 1.85e-06 1.95e-06 2.35e-06 1.9e-06 1.45e-06 2.05e-06 1.7e-06 2e-06 1.3e-06 2e-06 1.65e-06 1.9e-06 2.1e-06 2.35e-06 1.5e-06 1.4e-06 1.6e-06 1.5e-06 2.2e-06 2.05e-06 2.5e-06 1.4e-06 2e-06 2.5e-06 2.45e-06 2.2e-06 2.25e-06 2.25e-06 1.65e-06 1.95e-06 1.9e-06 2e-06 2.15e-06 1.8e-06 1.6e-06 2.25e-06 1.55e-06 2.5e-06 1.9e-06 1.5e-06 1.2e-06 1.75e-06
18 2.05e-06 1.9e-06 1.45e-06 2.1e-06 1.9e-06 1.45e-06 1.65e-06 1.85e-06 1.7e-06 1.9e-06 1.55e-06 2.1e-06 1.85e-06 1.45e-06 2e-06 1.95e-06 2.15e-06 1.45e-06 2e-06 1.6e-06 1.85e-06 1.9e-06 1.6e-06 1.9e-06 1.35e-06 1.6e-06 2e-06 2.1e-06 1.45e-06 1.3e-06 1.3e-06 1.6e-06 1.75e-06 1.75e-06 2.25e-06 1.2e-06 2e-06 2.25e-06 2.2e-06 2.05e-06 2e-06 2e-06 1.55e-06 1.75e-06 1.75e-06 1.9e-06 1.9e-06 1.95e-06 1.6e-06 2e-06 1.35e-06 2.25e-06 1.8e-06 1.45e-06 1.5e-06 1.55e-06
19 2.4e-06 1.7e-06 1.8e-06 2.1e-06 1.95e-06 1.9e-06 1.8e-06 2.3e-06 1.9e-06 1.75e-06 1.95e-06 1.6e-06 2.05e-06 1.7e-06 2.35e-06 1.55e-06 1.7e-06 2.05e-06 1.6e-06 2.4e-06 2.05e-06 2.35e-06 2.1e-06 1.8e-06 1.75e-06 1.8e-06 2.45e-06 2.1e-06 2.1e-06 1.85e-06 1.6e-06 1.95e-06 1.35e-06 1.7e-06 1.9e-06 1.7e-06 1.6e-06 2.55e-06 2.2e-06 1.9e-06 2.05e-06 2.05e-06 1.9e-06 2.1e-06 1.65e-06 2.2e-06 2.1e-06 2.3e-06 2e-06 2.15e-06 1.9e-06 1.25e-06 2.1e-06 2.1e-06 2e-06 1.85e-06
20 2.2e-06 2.05e-06 1.75e-06 1.2e-06 1.55e-06 2e-06 2.4e-06 2.55e-06 1.4e-06 1.8e-06 1.15e-06 1.8e-06 1.9e-06 1.75e-06 2.1e-06 1.95e-06 1.85e-06 1.7e-06 1.85e-06 2.05e-06 2.3e-06 2.6e-06 1.4e-06 2.4e-06 2.05e-06 2.05e-06 2.35e-06 1.15e-06 1.9e-06 1.5e-06 1.6e-06 1.65e-06 2.2e-06 2.4e-06 2.7e-06 1.95e-06 2e-06 2.9e-06 1.65e-06 2.3e-06 1.45e-06 1.45e-06 1.7e-06 1.35e-06 1.95e-06 2.2e-06 2.15e-06 2.05e-06 1.8e-06 1.5e-06 1.95e-06 2.5e-06 1.7e-06 1.9e-06 1.7e-06 1.65e-06
21 1.95e-06 2.35e-06 2.6e-06 2.55e-06 2.4e-06 1.75e-06 1.65e-06 1.1e-06 2.25e-06 2.35e-06 2.6e-06 2.3e-06 2e-06 2.55e-06 1.9e-06 2.4e-06 2.35e-06 2e-06 1.9e-06 2.35e-06 2.6e-06 2.1e-06 2.6e-06 1.7e-06 1.85e-06 2.35e-06 1.85e-06 2.55e-06 1.75e-06 2.15e-06 2.4e-06 2.3e-06 2.45e-06 1.75e-06 1.6e-06 1.95e-06 2.45e-06 1.1e-06 2.25e-06 2e-06 2.5e-06 2.5e-06 2.05e-06 2.5e-06 2.25e-06 1.5e-06 1.8e-06 1.85e-06 2.35e-06 2.1e-06 1.6e-06 2.2e-06 1.8e-06 1.75e-06 1.8e-06 2e-06
22 2.05e-06 1.7e-06 1.15e-06 2.15e-06 2e-06 1.8e-06 2.3e-06 2.55e-06 1.7e-06 2.3e-06 6.5e-07 2.4e-06 1.85e-06 1.5e-06 1.95e-06 1.95e-06 2.45e-06 1.3e-06 1.6e-06 2.1e-06 1.4e-06 2.6e-06 1.3e-06 2.45e-06 1.85e-06 1.75e-06 1.95e-06 2.15e-06 1.5e-06 1.05e-06 1.3e-06 1.3e-06 2.25e-06 2.5e-06 2.95e-06 1.7e-06 2e-06 3.1e-06 2.25e-06 2.3e-06 2e-06 2e-06 1.5e-06 1.55e-06 1.8e-06 2.2e-06 2.3e-06 1.9e-06 1.45e-06 2.45e-06 1.8e-06 2.8e-06 2.1e-06 1.5e-06 1.35e-06 1.75e-06
23 2.45e-06 1.85e-06 2.45e-06 2.35e-06 2.2e-06 1.75e-06 1.45e-06 1.65e-06 2.1e-06 2e-06 2.4e-06 1.75e-06 2.3e-06 2.4e-06 2.4e-06 1.85e-06 1.8e-06 2e-06 1.9e-06 1.8e-06 2.4e-06 1.7e-06 2.45e-06 2.3e-06 1.85e-06 2.05e-06 2.4e-06 2.35e-06 1.75e-06 2.05e-06 2.3e-06 2.05e-06 1.95e-06 1.5e-06 1.75e-06 2e-06 1.9e-06 2.2e-06 2.5e-06 1.9e-06 2.35e-06 2.35e-06 2.1e-06 2.35e-06 1.75e-06 1.9e-06 2.1e-06 2.35e-06 2.15e-06 2.05e-06 1.8e-06 1.3e-06 1.75e-06 1.75e-06 1.75e-06 1.75e-06
24 2.25e-06 2.1e-06 1.6e-06 2.3e-06 2.2e-06 1.75e-06 1.4e-06 1.8e-06 1.85e-06 1.9e-06 1.75e-06 2.25e-06 2e-06 1.5e-06 2.2e-06 2.1e-06 2.3e-06 1.65e-06 1.35e-06 1.75e-06 2.05e-06 1.85e-06 1.85e-06 1.85e-06 2.4e-06 1.75e-06 2.25e-06 2.3e-06 1.55e-06 1.6e-06 1.35e-06 1.85e-06 1.8e-06 2.05e-06 2.4e-06 1.3e-06 2.15e-06 2.45e-06 2.4e-06 2.1e-06 2.25e-06 2.25e-06 1.65e-06 2.1e-06 2.05e-06 1.85e-06 2.2e-06 2.15e-06 1.95e-06 2.2e-06 1.6e-06 2.35e-06 1.75e-06 1.55e-06 1.45e-06 1.7e-06
25 2.45e-06 1.8e-06 1.55e-06 2.2e-06 2.15e-06 1.95e-06 1.65e-06 2.3e-06 1.9e-06 1.75e-06 1.85e-06 2.05e-06 2.05e-06 1.8e-06 2.4e-06 1.95e-06 2.1e-06 1.9e-06 1.6e-06 1.8e-06 2.05e-06 2.35e-06 1.75e-06 2.05e-06 1.75e-06 2.6e-06 2.25e-06 2.2e-06 1.65e-06 1.45e-06 1.6e-06 1.6e-06 1.85e-06 1.95e-06 2.4e-06 1.7e-06 2e-06 2.75e-06 2.3e-06 2.05e-06 2.2e-06 2.2e-06 1.8e-06 1.8e-06 1.65e-06 2.15e-06 2.35e-06 2.35e-06 1.7e-06 2.3e-06 1.8e-06 2.05e-06 2.05e-06 1.6e-06 1.85e-06 1.6e-06
26 2.05e-06 2.1e-06 2e-06 2.4e-06 2.25e-06 1.95e-06 2.4e-06 1.9e-06 2.15e-06 2.5e-06 2.25e-06 2.45e-06 1.85e-06 2.4e-06 2e-06 2.45e-06 2.5e-06 2.1e-06 2e-06 2.45e-06 2.35e-06 1.85e-06 1.95e-06 2.4e-06 2.25e-06 2.25e-06 3.2e-06 2.4e-06 1.95e-06 1.8e-06 2.15e-06 2.15e-06 2.55e-06 2.2e-06 2.1e-06 2.1e-06 2.5e-06 1.65e-06 2.05e-06 2.2e-06 2.25e-06 2.25e-06 1.95e-06 2.1e-06 2.15e-06 1.9e-06 1.9e-06 1.95e-06 2.15e-06 2.35e-06 1.85e-06 2.65e-06 2.25e-06 1.95e-06 2.15e-06 2.15e-06
27 2.6e-06 2.1e-06 2.1e-06 1e-07 1e-06 2.15e-06 2.5e-06 2.5e-06 1e-06 1.25e-06 2.25e-06 1.15e-06 1.85e-06 2.25e-06 2.55e-06 2.15e-06 1.2e-06 2.35e-06 2.1e-06 2.1e-06 1.15e-06 2.55e-06 2.15e-06 2.35e-06 2.3e-06 2.2e-06 2.4e-06 0.0 2.1e-06 1.75e-06 2e-06 2.05e-06 2.25e-06 2.25e-06 2.45e-06 2.25e-06 2.2e-06 2.65e-06 9e-07 2.25e-06 7e-07 7e-07 1.8e-06 9e-07 1.95e-06 2.1e-06 1.85e-06 2.5e-06 2.15e-06 4.5e-07 2.05e-06 2.25e-06 1.2e-06 2.1e-06 2.3e-06 1.4e-06
28 2.2e-06 1.8e-06 1.7e-06 2.1e-06 2e-06 1.55e-06 1.6e-06 1.7e-06 1.7e-06 2.1e-06 1.65e-06 2.15e-06 1.9e-06 1.95e-06 2.15e-06 2.1e-06 2.2e-06 1.5e-06 1.45e-06 2.1e-06 1.9e-06 1.75e-06 1.5e-06 1.75e-06 1.55e-06 1.65e-06 1.95e-06 2.1e-06 2e-06 1.15e-06 1.7e-06 1.45e-06 2.25e-06 1.9e-06 2.4e-06 1.65e-06 2.15e-06 2.45e-06 2.25e-06 2.05e-06 2.1e-06 2.1e-06 1.55e-06 1.55e-06 1.65e-06 1.7e-06 2.1e-06 2.1e-06 1.6e-06 2.05e-06 1.45e-06 2.35e-06 1.55e-06 1.05e-06 1.3e-06 1.4e-06
29 2.05e-06 1.6e-06 1.2e-06 1.75e-06 1.5e-06 1.35e-06 1.95e-06 2.1e-06 1.15e-06 1.95e-06 1.2e-06 2e-06 1.3e-06 1.3e-06 2e-06 1.85e-06 2.05e-06 1.4e-06 1.3e-06 1.85e-06 1.5e-06 2.15e-06 1.05e-06 2.05e-06 1.6e-06 1.45e-06 1.8e-06 1.75e-06 1.15e-06 1.1e-06 1.15e-06 1.25e-06 2e-06 2e-06 2.5e-06 1.5e-06 1.9e-06 2.6e-06 1.85e-06 1.7e-06 1.7e-06 1.7e-06 1e-06 1.2e-06 1.45e-06 1.8e-06 1.95e-06 1.95e-06 1.3e-06 2e-06 1.15e-06 2.4e-06 1.7e-06 1.15e-06 1.4e-06 1.35e-06
30 2.15e-06 1.95e-06 1.1e-06 2e-06 1.9e-06 1.8e-06 1.9e-06 2.35e-06 1.5e-06 1.85e-06 1.2e-06 2.2e-06 1.6e-06 1.05e-06 2.05e-06 1.9e-06 2.25e-06 1.6e-06 1.3e-06 1.6e-06 1.6e-06 2.4e-06 1.3e-06 2.3e-06 1.35e-06 1.6e-06 2.15e-06 2e-06 1.7e-06 1.15e-06 1.4e-06 1.65e-06 1.65e-06 2.3e-06 2.65e-06 1.25e-06 1.95e-06 2.75e-06 2.05e-06 2e-06 1.9e-06 1.9e-06 1.3e-06 1.7e-06 1.9e-06 2.05e-06 2.15e-06 2e-06 1.7e-06 2.25e-06 1.55e-06 2.55e-06 2e-06 1.7e-06 1.6e-06 1.75e-06
31 2.15e-06 1.75e-06 1.65e-06 2.05e-06 2e-06 1.8e-06 1.9e-06 2.25e-06 1.75e-06 2e-06 1.2e-06 2.05e-06 1.95e-06 1.75e-06 2.1e-06 1.8e-06 2.1e-06 1.5e-06 1.6e-06 1.95e-06 1.65e-06 2.3e-06 1.3e-06 2.05e-06 1.85e-06 1.6e-06 2.15e-06 2.05e-06 1.45e-06 1.25e-06 1.65e-06 2.1e-06 2.1e-06 2e-06 2.5e-06 1.8e-06 1.85e-06 2.8e-06 2.2e-06 2.1e-06 2.05e-06 2.05e-06 1.65e-06 1.6e-06 1.6e-06 2.05e-06 2.25e-06 2.05e-06 1.45e-06 2.2e-06 1.7e-06 2.2e-06 1.9e-06 1.45e-06 1.45e-06 1.5e-06
32 2.5e-06 1.85e-06 1.85e-06 2.25e-06 2.1e-06 2.05e-06 1.85e-06 2.4e-06 2.05e-06 1.8e-06 2.1e-06 1.75e-06 2.15e-06 1.75e-06 2.45e-06 1.7e-06 1.85e-06 2.2e-06 1.75e-06 1.35e-06 2.2e-06 2.45e-06 2.25e-06 1.95e-06 1.8e-06 1.85e-06 2.55e-06 2.25e-06 2.25e-06 2e-06 1.65e-06 2.1e-06 2.7e-06 1.85e-06 2e-06 1.75e-06 1.75e-06 2.6e-06 2.3e-06 2e-06 2.2e-06 2.2e-06 2.05e-06 2.25e-06 1.8e-06 2.3e-06 2.25e-06 2.4e-06 2.15e-06 2.3e-06 2.05e-06 1.4e-06 2.25e-06 2.25e-06 2.15e-06 2e-06
33 2.3e-06 1.8e-06 2.4e-06 2.25e-06 2.05e-06 1.65e-06 1.7e-06 1.75e-06 2.1e-06 1.95e-06 2.5e-06 1.65e-06 2.2e-06 2.4e-06 2.25e-06 1.75e-06 1.65e-06 2.05e-06 1.75e-06 1.7e-06 2.4e-06 1.75e-06 2.5e-06 1.5e-06 2.05e-06 1.95e-06 2.2e-06 2.25e-06 1.9e-06 2e-06 2.3e-06 2e-06 1.85e-06 2.1e-06 1.5e-06 1.95e-06 1.8e-06 1.85e-06 2.3e-06 1.9e-06 2.2e-06 2.2e-06 2.1e-06 2.2e-06 1.55e-06 2e-06 1.85e-06 2.2e-06 2e-06 1.95e-06 1.65e-06 1.2e-06 1.95e-06 1.9e-06 2.05e-06 1.75e-06
