 slim_762464451 slim_762464431 slim_762464443 slim_762464456 slim_762464429 slim_762464434 slim_762464441 slim_762464446 slim_762464439 slim_762464433 slim_762464454 slim_762464440 slim_762464448 slim_762464444 slim_762464442 slim_762464423 slim_762464428 slim_762464445 slim_762464421 slim_762464425 slim_762464453 slim_762464427 slim_762464432 slim_762464438 slim_762464452 slim_762464430 slim_762464437 slim_762464455 slim_762464449 slim_762464459 slim_762464450 slim_762464422 slim_762464458 slim_762464426 slim_762464436 slim_762464447 slim_762464435 slim_762464424 slim_762464457
10 1.35e-06 1.45e-06 9e-07 1.75e-06 1e-06 1.35e-06 1e-06 1.6e-06 1.55e-06 8.5e-07 1.1e-06 1.15e-06 1.35e-06 1.75e-06 1.65e-06 1.15e-06 1.05e-06 1.15e-06 8.5e-07 1.4e-06 1.05e-06 1.3e-06 1.05e-06 1.2e-06 1.45e-06 1.1e-06 1.2e-06 1.25e-06 1.4e-06 1.45e-06 1.1e-06 1.15e-06 1e-06 1.25e-06 1.1e-06 1.55e-06 1.15e-06 1.15e-06 1.05e-06
11 1.15e-06 1.2e-06 1.15e-06 1.45e-06 1e-06 1.45e-06 1e-06 1.15e-06 1.2e-06 1.35e-06 1.15e-06 1.5e-06 1.3e-06 1.4e-06 1.2e-06 1.35e-06 1.05e-06 1.3e-06 1.15e-06 1.35e-06 1.5e-06 1.25e-06 1.05e-06 1.3e-06 1.25e-06 1.05e-06 1.15e-06 1.3e-06 1.5e-06 1.25e-06 1.3e-06 1.25e-06 1e-06 1.2e-06 1.1e-06 1.25e-06 1.3e-06 1.45e-06 1.1e-06
12 1.45e-06 1.2e-06 1.15e-06 1.7e-06 1.3e-06 1.55e-06 1.3e-06 1.1e-06 1.25e-06 1.05e-06 1.35e-06 1.3e-06 1.9e-06 1.6e-06 1.15e-06 1.25e-06 1.35e-06 1.2e-06 1.2e-06 1.15e-06 1.55e-06 1.05e-06 1.3e-06 1.25e-06 1.45e-06 1.25e-06 1.4e-06 1.5e-06 1.6e-06 1.45e-06 1.25e-06 1.1e-06 1.3e-06 1e-06 1.35e-06 1.35e-06 1.2e-06 1.45e-06 1.4e-06
13 1.5e-06 1.5e-06 1.85e-06 9.5e-07 1.65e-06 1.4e-06 1.65e-06 9e-07 9e-07 2e-06 1.75e-06 1.4e-06 1.6e-06 1.6e-06 9.5e-07 1.5e-06 1.7e-06 1.45e-06 1.55e-06 1.55e-06 2e-06 1.45e-06 1.2e-06 1.55e-06 1e-06 1.25e-06 1.25e-06 1.75e-06 1.45e-06 1e-06 1.5e-06 1.45e-06 1.65e-06 1.4e-06 1.3e-06 1.05e-06 1.45e-06 1.6e-06 1.65e-06
14 1.4e-06 1.05e-06 1.55e-06 1e-06 1.35e-06 1.65e-06 1.35e-06 3e-07 7e-07 1.7e-06 1.65e-06 1.2e-06 1.15e-06 9.5e-07 6e-07 1.25e-06 1.4e-06 1.1e-06 1.3e-06 1.15e-06 1.75e-06 1.05e-06 1.05e-06 1.45e-06 1.1e-06 9.5e-07 1.15e-06 1.45e-06 1.7e-06 1.1e-06 1.25e-06 9.5e-07 1.35e-06 1e-06 9.5e-07 7.5e-07 1.1e-06 1.55e-06 1.35e-06
15 1.5e-06 1.35e-06 1.2e-06 1.65e-06 1.25e-06 1.5e-06 1.25e-06 1.2e-06 1.25e-06 1.1e-06 1.15e-06 1.35e-06 1.25e-06 1.5e-06 1.25e-06 1.8e-06 1.3e-06 1.1e-06 1.2e-06 1.25e-06 1.25e-06 1.15e-06 1.15e-06 1.3e-06 1.4e-06 1.25e-06 1.3e-06 1.5e-06 1.55e-06 1.4e-06 1.05e-06 1.15e-06 1.25e-06 1.1e-06 1.35e-06 1.4e-06 1.1e-06 1.15e-06 1.3e-06
16 9.5e-07 1.25e-06 7.5e-07 1.7e-06 2e-07 1.55e-06 2e-07 1.35e-06 1.3e-06 1.1e-06 1.05e-06 1.05e-06 1.35e-06 1.7e-06 1.4e-06 1.3e-06 2e-07 1.35e-06 1.05e-06 1.4e-06 1.35e-06 1.3e-06 1.1e-06 1.2e-06 1.2e-06 1.15e-06 1.1e-06 1.25e-06 1.6e-06 1.2e-06 1.3e-06 1.15e-06 2e-07 1.25e-06 1.15e-06 1.3e-06 1.35e-06 1.3e-06 6.5e-07
17 1.5e-06 1.3e-06 1.25e-06 1.6e-06 1.3e-06 1.55e-06 1.3e-06 1.05e-06 1.2e-06 1.15e-06 1.15e-06 1.3e-06 1.2e-06 1.45e-06 1.1e-06 1.1e-06 1.35e-06 1.9e-06 1.15e-06 1.2e-06 1.3e-06 1.1e-06 1.2e-06 1.35e-06 1.45e-06 1.2e-06 1.25e-06 1.4e-06 1.6e-06 1.45e-06 1e-06 1.1e-06 1.3e-06 1.05e-06 1.3e-06 1.35e-06 1e-06 1.35e-06 1.25e-06
18 1.35e-06 1.25e-06 9e-07 1.5e-06 1e-06 1.3e-06 1e-06 1.25e-06 1.35e-06 8e-07 8.5e-07 1.15e-06 1.2e-06 1.55e-06 1.3e-06 1.2e-06 1.05e-06 1.15e-06 1.3e-06 1.25e-06 1.15e-06 1.15e-06 1.15e-06 1.15e-06 1.35e-06 1.1e-06 1.15e-06 1.2e-06 1.35e-06 1.35e-06 1.2e-06 9e-07 1e-06 1.1e-06 1.05e-06 1.3e-06 1.15e-06 1.2e-06 1.05e-06
19 1.5e-06 1.25e-06 1.2e-06 1.7e-06 1.35e-06 1.55e-06 1.35e-06 1.1e-06 1.25e-06 1.05e-06 1.4e-06 1.35e-06 1.15e-06 1.55e-06 1.15e-06 1.25e-06 1.4e-06 1.2e-06 1.25e-06 2e-06 1.6e-06 1e-06 1.3e-06 1.25e-06 1.5e-06 1.3e-06 1.45e-06 1.65e-06 1.55e-06 1.5e-06 1.25e-06 1.15e-06 1.35e-06 1e-06 1.4e-06 1.4e-06 1.2e-06 1.5e-06 1.45e-06
20 1.7e-06 1.65e-06 1.25e-06 2e-06 1.3e-06 1.7e-06 1.3e-06 1.7e-06 1.75e-06 1.15e-06 1.05e-06 1.5e-06 1.55e-06 2e-06 1.75e-06 1.25e-06 1.35e-06 1.3e-06 1.15e-06 1.6e-06 1.5e-06 1.5e-06 1.5e-06 1.5e-06 1.75e-06 1.5e-06 1.25e-06 9.5e-07 1.75e-06 1.75e-06 1.3e-06 1.35e-06 1.3e-06 1.45e-06 1.5e-06 1.75e-06 1.35e-06 1.3e-06 1e-06
21 1.4e-06 1.15e-06 1.1e-06 1.6e-06 1.25e-06 1.45e-06 1.25e-06 1e-06 1.15e-06 9.5e-07 1.3e-06 1.25e-06 1.05e-06 1.45e-06 1.05e-06 1.15e-06 1.3e-06 1.1e-06 1.15e-06 1e-06 1.5e-06 1.8e-06 1.2e-06 1.15e-06 1.4e-06 1.2e-06 1.35e-06 1.55e-06 1.45e-06 1.4e-06 1.15e-06 1.05e-06 1.25e-06 9e-07 1.3e-06 1.3e-06 1.1e-06 1.4e-06 1.35e-06
22 1.3e-06 1.2e-06 1.2e-06 1.35e-06 1.05e-06 1.45e-06 1.05e-06 1e-06 1.05e-06 1.4e-06 1.05e-06 1.05e-06 1.3e-06 1.2e-06 1.05e-06 1.15e-06 1.1e-06 1.2e-06 1.15e-06 1.3e-06 1.5e-06 1.2e-06 1.4e-06 1.35e-06 1.2e-06 8e-07 1.15e-06 1.35e-06 1.5e-06 1.2e-06 1.15e-06 1.2e-06 1.05e-06 1.15e-06 9e-07 1.2e-06 1.2e-06 1.4e-06 1.15e-06
23 1.05e-06 1.35e-06 1e-06 1.5e-06 1.15e-06 1.2e-06 1.15e-06 1.4e-06 1.15e-06 8.5e-07 1.2e-06 1.3e-06 1.25e-06 1.55e-06 1.45e-06 1.3e-06 1.2e-06 1.35e-06 1.15e-06 1.25e-06 1.5e-06 1.15e-06 1.35e-06 1.6e-06 8e-07 1.4e-06 1.1e-06 1.65e-06 1.2e-06 8e-07 1.3e-06 1.1e-06 1.15e-06 1.15e-06 1.35e-06 1.1e-06 1.35e-06 1.05e-06 1.35e-06
24 7.5e-07 1.35e-06 1.35e-06 9e-07 1.15e-06 1.15e-06 1.15e-06 1.05e-06 6e-07 1.5e-06 1.45e-06 1.25e-06 1.45e-06 1e-06 1.1e-06 1.4e-06 1.2e-06 1.45e-06 1.35e-06 1.5e-06 1.75e-06 1.4e-06 1.2e-06 8e-07 0.0 1.25e-06 7e-07 1.65e-06 1.2e-06 0.0 1.4e-06 1.15e-06 1.15e-06 1.35e-06 1.15e-06 5e-07 1.45e-06 9e-07 1.35e-06
25 1.35e-06 1.15e-06 1.25e-06 1.35e-06 1.1e-06 1.55e-06 1.1e-06 9e-07 1.05e-06 1.45e-06 1.1e-06 1.05e-06 1.25e-06 1.25e-06 9.5e-07 1.25e-06 1.15e-06 1.2e-06 1.1e-06 1.3e-06 1.5e-06 1.2e-06 8e-07 1.4e-06 1.25e-06 1.5e-06 1.15e-06 1.3e-06 1.6e-06 1.25e-06 1.25e-06 1.15e-06 1.1e-06 1.15e-06 8.5e-07 1.15e-06 1.2e-06 1.45e-06 1.15e-06
26 1.05e-06 1.3e-06 1.25e-06 1.2e-06 1.05e-06 1.35e-06 1.05e-06 1.1e-06 9.5e-07 1.4e-06 1.2e-06 1.15e-06 1.4e-06 1.25e-06 1.15e-06 1.3e-06 1.1e-06 1.25e-06 1.15e-06 1.45e-06 1.25e-06 1.35e-06 1.15e-06 1.1e-06 7e-07 1.15e-06 1.4e-06 1.05e-06 1.4e-06 7e-07 1.25e-06 1.15e-06 1.05e-06 1.3e-06 1.1e-06 9e-07 1.3e-06 1.1e-06 9.5e-07
27 1.6e-06 1.5e-06 1.4e-06 1.75e-06 1.2e-06 1.8e-06 1.2e-06 1.4e-06 1.55e-06 1.55e-06 1.25e-06 1.3e-06 1.5e-06 1.75e-06 1.45e-06 1.5e-06 1.25e-06 1.4e-06 1.2e-06 1.65e-06 9.5e-07 1.55e-06 1.35e-06 1.65e-06 1.65e-06 1.3e-06 1.05e-06 5e-07 1.85e-06 1.65e-06 1.45e-06 1.4e-06 1.2e-06 1.5e-06 1.3e-06 1.55e-06 1.45e-06 1.6e-06 7e-07
28 1.45e-06 1.7e-06 1.4e-06 1.45e-06 1.55e-06 1.2e-06 1.55e-06 1.65e-06 1.45e-06 1.25e-06 1.4e-06 1.5e-06 1.6e-06 1.45e-06 1.7e-06 1.55e-06 1.6e-06 1.6e-06 1.35e-06 1.55e-06 1.75e-06 1.45e-06 1.5e-06 1.2e-06 1.2e-06 1.6e-06 1.4e-06 1.85e-06 2.4e-06 1.2e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06 1.6e-06 1.4e-06 1.65e-06
29 7.5e-07 1.35e-06 1.35e-06 9e-07 1.15e-06 1.15e-06 1.15e-06 1.05e-06 6e-07 1.5e-06 1.45e-06 1.25e-06 1.45e-06 1e-06 1.1e-06 1.4e-06 1.2e-06 1.45e-06 1.35e-06 1.5e-06 1.75e-06 1.4e-06 1.2e-06 8e-07 0.0 1.25e-06 7e-07 1.65e-06 1.2e-06 0.0 1.4e-06 1.15e-06 1.15e-06 1.35e-06 1.15e-06 5e-07 1.45e-06 9e-07 1.35e-06
30 1.45e-06 1.35e-06 1.2e-06 1.65e-06 1.25e-06 1.5e-06 1.25e-06 1.2e-06 1.25e-06 1.1e-06 1.1e-06 1.3e-06 1.25e-06 1.5e-06 1.25e-06 1.05e-06 1.3e-06 1e-06 1.2e-06 1.25e-06 1.3e-06 1.15e-06 1.15e-06 1.3e-06 1.4e-06 1.25e-06 1.25e-06 1.45e-06 1.55e-06 1.4e-06 1.8e-06 1.15e-06 1.25e-06 1.1e-06 1.35e-06 1.4e-06 1.05e-06 1.3e-06 1.25e-06
31 1.3e-06 1.15e-06 1e-06 1.35e-06 1.1e-06 1.4e-06 1.1e-06 9e-07 1.1e-06 9e-07 1.15e-06 1.25e-06 1.1e-06 1.45e-06 9.5e-07 1.15e-06 1.15e-06 1.1e-06 9e-07 1.15e-06 1.35e-06 1.05e-06 1.2e-06 1.1e-06 1.15e-06 1.15e-06 1.15e-06 1.4e-06 1.45e-06 1.15e-06 1.15e-06 1.5e-06 1.1e-06 1e-06 1.05e-06 1e-06 1.1e-06 1.2e-06 1.2e-06
32 9e-07 1.2e-06 7e-07 1.65e-06 2e-07 1.5e-06 2e-07 1.3e-06 1.25e-06 1.05e-06 1e-06 1e-06 1.3e-06 1.65e-06 1.35e-06 1.25e-06 2e-07 1.3e-06 1e-06 1.35e-06 1.3e-06 1.25e-06 1.05e-06 1.15e-06 1.15e-06 1.1e-06 1.05e-06 1.2e-06 1.55e-06 1.15e-06 1.25e-06 1.1e-06 3e-07 1.2e-06 1.1e-06 1.25e-06 1.3e-06 1.25e-06 6.5e-07
33 1.35e-06 1.1e-06 1.05e-06 1.55e-06 1.2e-06 1.4e-06 1.2e-06 9.5e-07 1.1e-06 9.5e-07 1.25e-06 1.2e-06 1e-06 1.4e-06 1e-06 1.1e-06 1.25e-06 1.05e-06 1.1e-06 1e-06 1.45e-06 9e-07 1.15e-06 1.15e-06 1.35e-06 1.15e-06 1.3e-06 1.5e-06 1.45e-06 1.35e-06 1.1e-06 1e-06 1.2e-06 1.7e-06 1.25e-06 1.25e-06 1.05e-06 1.35e-06 1.3e-06
34 1.3e-06 1.25e-06 1.25e-06 1.2e-06 1.1e-06 1.5e-06 1.1e-06 9e-07 1.1e-06 1.45e-06 1.1e-06 1.1e-06 1.35e-06 1.3e-06 9.5e-07 1.35e-06 1.15e-06 1.3e-06 1.05e-06 1.4e-06 1.5e-06 1.3e-06 9e-07 1.35e-06 1.15e-06 8.5e-07 1.1e-06 1.3e-06 1.55e-06 1.15e-06 1.35e-06 1.05e-06 1.1e-06 1.25e-06 1.5e-06 1e-06 1.3e-06 1.4e-06 1.15e-06
35 1.05e-06 1.25e-06 1.45e-06 9e-07 1.25e-06 1.4e-06 1.25e-06 7e-07 7e-07 1.6e-06 1.55e-06 1.25e-06 1.35e-06 1.05e-06 7.5e-07 1.4e-06 1.3e-06 1.35e-06 1.3e-06 1.4e-06 1.75e-06 1.3e-06 1.2e-06 1.1e-06 5e-07 1.15e-06 9e-07 1.55e-06 1.45e-06 5e-07 1.4e-06 1e-06 1.25e-06 1.25e-06 1e-06 1e-06 1.35e-06 1.2e-06 1.35e-06
36 1.5e-06 1.3e-06 1.25e-06 1.6e-06 1.3e-06 1.55e-06 1.3e-06 1.05e-06 1.2e-06 1.15e-06 1.15e-06 1.3e-06 1.2e-06 1.45e-06 1.1e-06 1.1e-06 1.35e-06 1e-06 1.15e-06 1.2e-06 1.35e-06 1.1e-06 1.2e-06 1.35e-06 1.45e-06 1.2e-06 1.3e-06 1.45e-06 1.6e-06 1.45e-06 1.05e-06 1.1e-06 1.3e-06 1.05e-06 1.3e-06 1.35e-06 1.9e-06 1.35e-06 1.3e-06
37 1.25e-06 1.55e-06 1.2e-06 1.55e-06 1.25e-06 1.35e-06 1.25e-06 1.5e-06 1.25e-06 1.1e-06 1.15e-06 1.45e-06 1.45e-06 1.6e-06 1.55e-06 1.15e-06 1.3e-06 1.35e-06 1.2e-06 1.5e-06 1.3e-06 1.4e-06 1.4e-06 1.05e-06 9e-07 1.45e-06 1.1e-06 1.6e-06 1.4e-06 9e-07 1.3e-06 1.2e-06 1.25e-06 1.35e-06 1.4e-06 1.2e-06 1.35e-06 1.8e-06 1.35e-06
38 1.2e-06 1.3e-06 1e-06 1.65e-06 6.5e-07 1.6e-06 6.5e-07 1.3e-06 1.35e-06 1.25e-06 1.05e-06 1.1e-06 1.4e-06 1.65e-06 1.35e-06 1.3e-06 6.5e-07 1.25e-06 1.05e-06 1.45e-06 1e-06 1.35e-06 1.15e-06 1.35e-06 1.35e-06 1.15e-06 9.5e-07 7e-07 1.65e-06 1.35e-06 1.25e-06 1.2e-06 6.5e-07 1.3e-06 1.15e-06 1.35e-06 1.3e-06 1.35e-06 1.1e-06
