 slim_762479199 slim_762479187 slim_762479188 slim_762479183 slim_762479195 slim_762479205 slim_762479197 slim_762479201 slim_762479204 slim_762479167 slim_762479181 slim_762479190 slim_762479193 slim_762479179 slim_762479165 slim_762479170 slim_762479180 slim_762479198 slim_762479173 slim_762479169 slim_762479196 slim_762479207 slim_762479208 slim_762479202 slim_762479186 slim_762479191 slim_762479203 slim_762479200 slim_762479172 slim_762479176 slim_762479168 slim_762479184 slim_762479206 slim_762479194 slim_762479177 slim_762479189 slim_762479182 slim_762479209 slim_762479174 slim_762479178 slim_762479175 slim_762479192 slim_762479171 slim_762479166 slim_762479185
10 7.5e-07 1.3e-06 1.15e-06 1.1e-06 2.4e-06 1.9e-06 1.65e-06 3.1e-06 9e-07 1.2e-06 1.1e-06 1.35e-06 2e-06 1.05e-06 1.3e-06 1.55e-06 9.5e-07 1.1e-06 2.3e-06 1.25e-06 1.4e-06 1.45e-06 6e-07 8.5e-07 1.45e-06 2.1e-06 1.25e-06 9e-07 9.5e-07 1.35e-06 2.1e-06 2.15e-06 9.5e-07 3.5e-06 2.55e-06 1.1e-06 1.95e-06 1.1e-06 2.35e-06 2.25e-06 5.5e-07 1e-06 2.1e-06 9.5e-07 9.5e-07
11 9e-07 5.5e-07 8e-07 7.5e-07 2.35e-06 2.05e-06 1.4e-06 3.15e-06 1.05e-06 8.5e-07 1.35e-06 1e-06 2.1e-06 8.5e-07 1.35e-06 1.4e-06 1e-06 9.5e-07 2.4e-06 1.25e-06 1.55e-06 1.55e-06 1.05e-06 9.5e-07 1.4e-06 1.85e-06 1.55e-06 9e-07 1.05e-06 1.45e-06 1.85e-06 1.8e-06 8.5e-07 3.55e-06 2.2e-06 7e-07 2.1e-06 8.5e-07 2.3e-06 1.75e-06 1.3e-06 8e-07 2.4e-06 7.5e-07 1e-06
12 2e-06 2.15e-06 2.05e-06 1.95e-06 3e-06 1.85e-06 2.5e-06 2.75e-06 2.1e-06 2.2e-06 2e-06 2.1e-06 2.8e-06 2.15e-06 2.3e-06 2.4e-06 2.15e-06 2.2e-06 3.1e-06 1.85e-06 2.5e-06 2.55e-06 2.2e-06 2.05e-06 2.4e-06 1.7e-06 2.55e-06 2.2e-06 2.3e-06 2.5e-06 1.7e-06 1.8e-06 2.1e-06 2.75e-06 3.05e-06 2.05e-06 1.75e-06 2.2e-06 2.95e-06 2.25e-06 2.4e-06 2.15e-06 3.05e-06 2.05e-06 2.3e-06
13 7e-07 6e-07 7e-07 8e-07 2.25e-06 2e-06 1.35e-06 3.15e-06 7e-07 7.5e-07 1.05e-06 8.5e-07 2.15e-06 1.1e-06 1e-06 1.35e-06 9e-07 7e-07 2.25e-06 1.15e-06 1.2e-06 1.35e-06 7.5e-07 7.5e-07 1.25e-06 1.9e-06 1.25e-06 7e-07 8.5e-07 1.3e-06 1.9e-06 1.85e-06 8e-07 3.55e-06 2.2e-06 6.5e-07 2e-06 7.5e-07 2.2e-06 1.8e-06 8.5e-07 7.5e-07 2.15e-06 6.5e-07 8e-07
14 9.5e-07 1.25e-06 1.1e-06 1.25e-06 2.35e-06 2.1e-06 1.65e-06 3.15e-06 7.5e-07 1.15e-06 1.3e-06 1.35e-06 2.3e-06 1e-06 1.4e-06 1.6e-06 1.35e-06 1e-06 2.55e-06 1.35e-06 1.25e-06 1.5e-06 1.05e-06 9e-07 1.3e-06 2.1e-06 1.4e-06 1.1e-06 1.25e-06 1.5e-06 2.1e-06 2.1e-06 1.25e-06 3.55e-06 2.55e-06 1e-06 2.05e-06 1.2e-06 2.3e-06 2.05e-06 1.1e-06 1.2e-06 2.35e-06 1.05e-06 1.2e-06
15 1.2e-06 1.3e-06 1.25e-06 1.1e-06 2.3e-06 2.35e-06 1.15e-06 2.6e-06 1.35e-06 1.35e-06 1.55e-06 1.4e-06 2.4e-06 1.35e-06 1.6e-06 1.9e-06 1.3e-06 1.4e-06 2.35e-06 1.55e-06 1.25e-06 1.25e-06 1.35e-06 1.25e-06 1.15e-06 2.3e-06 1.25e-06 1.35e-06 1.45e-06 1.15e-06 2.3e-06 2.3e-06 1.25e-06 3.45e-06 2.3e-06 1.25e-06 2.35e-06 1.35e-06 2.25e-06 2.25e-06 1.55e-06 1.3e-06 2.3e-06 1.2e-06 1.45e-06
16 8.5e-07 9.5e-07 9e-07 5.5e-07 2.45e-06 2.15e-06 1.4e-06 3.35e-06 9.5e-07 7.5e-07 9.5e-07 1e-06 2.15e-06 9e-07 1.35e-06 1.3e-06 8e-07 9.5e-07 2.1e-06 1.35e-06 1.45e-06 1.5e-06 7.5e-07 9e-07 1.5e-06 2.15e-06 1.35e-06 8e-07 7.5e-07 1.45e-06 2.15e-06 2.15e-06 7.5e-07 3.75e-06 2.4e-06 9.5e-07 2.2e-06 9.5e-07 2.4e-06 2.1e-06 7e-07 9e-07 2.2e-06 8e-07 8.5e-07
17 7.5e-07 7.5e-07 7e-07 8.5e-07 2.3e-06 2.05e-06 1.4e-06 3.2e-06 7e-07 7e-07 1.1e-06 9.5e-07 2.2e-06 7e-07 1e-06 1.4e-06 9.5e-07 1.2e-06 2.3e-06 1.2e-06 1.2e-06 1.4e-06 8e-07 8e-07 1.3e-06 1.95e-06 1.3e-06 7.5e-07 9e-07 1.35e-06 1.95e-06 1.95e-06 8e-07 3.6e-06 2.15e-06 7.5e-07 2.05e-06 7.5e-07 2.25e-06 1.9e-06 9e-07 8e-07 2.2e-06 7e-07 8e-07
18 2.2e-06 2.35e-06 2.3e-06 2.15e-06 2.3e-06 3e-06 2.45e-06 3.35e-06 2.25e-06 2.25e-06 2.3e-06 2.4e-06 3.1e-06 2.25e-06 2.55e-06 2.35e-06 2.1e-06 2.3e-06 4e-06 2.6e-06 2.35e-06 2.45e-06 2.1e-06 2.25e-06 2.4e-06 3e-06 2.25e-06 2.15e-06 2.25e-06 2.4e-06 3e-06 3e-06 2.25e-06 3.1e-06 2.2e-06 2.3e-06 3e-06 2.35e-06 2.15e-06 2.8e-06 2.1e-06 2.3e-06 2.05e-06 2.2e-06 2.25e-06
19 1.05e-06 1e-06 1.05e-06 1.2e-06 2.5e-06 1.9e-06 1.6e-06 2.9e-06 1.25e-06 1.25e-06 1.25e-06 1.25e-06 1.85e-06 1.15e-06 1.35e-06 1.55e-06 1.35e-06 1.2e-06 2.6e-06 1.7e-06 1.6e-06 1.65e-06 1.2e-06 1.2e-06 1.5e-06 1.75e-06 1.6e-06 1.1e-06 1.3e-06 1.5e-06 1.75e-06 1.8e-06 1.15e-06 3.3e-06 2.4e-06 1.05e-06 1.95e-06 1.15e-06 2.45e-06 1.9e-06 1.45e-06 1e-06 2.5e-06 1.05e-06 1.25e-06
20 1.1e-06 1.45e-06 1.3e-06 1.35e-06 2.25e-06 2.3e-06 1.3e-06 2.65e-06 1e-06 1.35e-06 1.4e-06 1.55e-06 2.5e-06 1.2e-06 1.25e-06 1.25e-06 1.45e-06 1.2e-06 2.35e-06 1.6e-06 1.8e-06 1.1e-06 1.15e-06 1.1e-06 1.05e-06 2.35e-06 1e-06 1.25e-06 1.4e-06 1.15e-06 2.35e-06 2.35e-06 1.35e-06 3.45e-06 2.4e-06 1.25e-06 2.25e-06 1.35e-06 2.2e-06 2.3e-06 1.2e-06 1.35e-06 2.15e-06 1.2e-06 1.35e-06
21 1.1e-06 1.45e-06 1.35e-06 1.35e-06 2.3e-06 2.3e-06 1.3e-06 2.65e-06 1.25e-06 1.5e-06 1.45e-06 1.55e-06 2.55e-06 1.35e-06 1.5e-06 1.25e-06 1.5e-06 1.4e-06 2.45e-06 1.65e-06 1.1e-06 1.8e-06 1.2e-06 1.05e-06 1.1e-06 2.4e-06 1.1e-06 1.35e-06 1.45e-06 1.1e-06 2.4e-06 2.4e-06 1.3e-06 3.5e-06 2.4e-06 1.3e-06 2.3e-06 1.25e-06 2.25e-06 2.35e-06 1.3e-06 1.3e-06 2.25e-06 1.1e-06 1.4e-06
22 4.5e-07 9.5e-07 8e-07 8.5e-07 2.2e-06 1.8e-06 1.35e-06 3.1e-06 6.5e-07 9e-07 6e-07 1.05e-06 2.2e-06 7.5e-07 1.05e-06 1.35e-06 7.5e-07 8e-07 2.1e-06 1.2e-06 1.15e-06 1.2e-06 6e-07 6e-07 1.2e-06 2.05e-06 1e-06 6e-07 6.5e-07 1.05e-06 2.05e-06 2.05e-06 6e-07 3.55e-06 2.3e-06 8e-07 1.95e-06 7.5e-07 2.15e-06 2e-06 3e-07 6.5e-07 1.9e-06 6.5e-07 6.5e-07
23 4.5e-07 9.5e-07 7.5e-07 7.5e-07 1.95e-06 1.8e-06 1.3e-06 3e-06 4.5e-07 9.5e-07 8.5e-07 9.5e-07 2.05e-06 7.5e-07 9e-07 1.25e-06 9e-07 8e-07 2.25e-06 1.2e-06 1.1e-06 1.05e-06 6e-07 6e-07 1e-06 1.95e-06 1.15e-06 8e-07 8.5e-07 1.1e-06 1.95e-06 1.95e-06 7e-07 3.4e-06 2.25e-06 6.5e-07 1.8e-06 7e-07 1.9e-06 1.9e-06 7e-07 7.5e-07 2.05e-06 5.5e-07 8.5e-07
24 1e-06 1.35e-06 1.2e-06 1.15e-06 2.1e-06 2.2e-06 1.2e-06 2.55e-06 1.05e-06 1.45e-06 1.45e-06 1.4e-06 2.4e-06 1.25e-06 1.3e-06 1.15e-06 1.5e-06 1.3e-06 2.4e-06 1.5e-06 1.05e-06 1.1e-06 1.2e-06 1e-06 1.6e-06 2.25e-06 1.1e-06 1.3e-06 1.45e-06 1.05e-06 2.25e-06 2.25e-06 1.25e-06 3.35e-06 2.3e-06 1.1e-06 2.2e-06 1.3e-06 2.05e-06 2.2e-06 1.4e-06 1.25e-06 2.2e-06 1.15e-06 1.4e-06
25 1.85e-06 1.75e-06 1.8e-06 1.95e-06 2.85e-06 1.8e-06 2.35e-06 2.75e-06 2e-06 2e-06 2.1e-06 1.85e-06 1.7e-06 1.9e-06 2.1e-06 2.3e-06 2.15e-06 1.95e-06 3e-06 1.75e-06 2.35e-06 2.4e-06 2.05e-06 1.95e-06 2.25e-06 3.2e-06 2.4e-06 1.95e-06 2.15e-06 2.3e-06 1.6e-06 1.65e-06 1.95e-06 2.75e-06 2.75e-06 1.8e-06 1.8e-06 1.9e-06 2.8e-06 1.95e-06 2.3e-06 1.85e-06 2.9e-06 1.8e-06 2.05e-06
26 1.1e-06 1.45e-06 1.35e-06 1.35e-06 2.3e-06 2.3e-06 1.3e-06 2.65e-06 1.15e-06 1.4e-06 1.25e-06 1.55e-06 2.55e-06 1.25e-06 1.4e-06 1.25e-06 1.35e-06 1.3e-06 2.25e-06 1.6e-06 1e-06 1.1e-06 1e-06 1.15e-06 1.1e-06 2.4e-06 1.8e-06 1.15e-06 1.3e-06 1.1e-06 2.4e-06 2.4e-06 1.3e-06 3.5e-06 2.4e-06 1.3e-06 2.3e-06 1.35e-06 2.25e-06 2.35e-06 1e-06 1.3e-06 2.05e-06 1.2e-06 1.25e-06
27 7e-07 7e-07 7.5e-07 8e-07 2.3e-06 2e-06 1.35e-06 3.15e-06 8e-07 7.5e-07 9e-07 9e-07 2.2e-06 7e-07 1.1e-06 1.35e-06 8e-07 7.5e-07 2.15e-06 1.1e-06 1.25e-06 1.35e-06 6e-07 8e-07 1.3e-06 1.95e-06 1.15e-06 1.1e-06 7e-07 1.25e-06 1.95e-06 1.95e-06 7.5e-07 3.6e-06 2.2e-06 7.5e-07 2.05e-06 7.5e-07 2.25e-06 1.9e-06 6.5e-07 6.5e-07 2.05e-06 6.5e-07 7e-07
28 7.5e-07 9e-07 8.5e-07 8e-07 2.45e-06 2.1e-06 1.45e-06 3.35e-06 9e-07 8.5e-07 9.5e-07 1.05e-06 2.3e-06 8.5e-07 1.25e-06 1.45e-06 7.5e-07 9e-07 2.25e-06 1.3e-06 1.4e-06 1.45e-06 6.5e-07 8.5e-07 1.45e-06 2.15e-06 1.3e-06 7e-07 1.3e-06 1.35e-06 2.15e-06 2.15e-06 7.5e-07 3.8e-06 2.4e-06 9e-07 2.2e-06 8.5e-07 2.4e-06 2.1e-06 6.5e-07 7.5e-07 2.2e-06 7.5e-07 8e-07
29 9.5e-07 1.3e-06 1.2e-06 1.3e-06 2.25e-06 2.15e-06 1.15e-06 2.55e-06 1.25e-06 1.45e-06 1.35e-06 1.45e-06 2.5e-06 1.3e-06 1.5e-06 1.15e-06 1.45e-06 1.35e-06 2.4e-06 1.5e-06 1.15e-06 1.1e-06 1.05e-06 1.1e-06 1.05e-06 2.3e-06 1.1e-06 1.25e-06 1.35e-06 1.7e-06 2.3e-06 2.3e-06 1.1e-06 3.45e-06 2.3e-06 1.2e-06 2.3e-06 1.2e-06 2.2e-06 2.25e-06 1.25e-06 1.1e-06 2.2e-06 1.1e-06 1.3e-06
30 1.85e-06 1.75e-06 1.8e-06 1.95e-06 2.85e-06 1.8e-06 2.35e-06 2.75e-06 2e-06 2e-06 2.1e-06 1.85e-06 1.7e-06 1.9e-06 2.1e-06 2.3e-06 2.15e-06 1.95e-06 3e-06 1.75e-06 2.35e-06 2.4e-06 2.05e-06 1.95e-06 2.25e-06 1.6e-06 2.4e-06 1.95e-06 2.15e-06 2.3e-06 3.2e-06 1.65e-06 1.95e-06 2.75e-06 2.75e-06 1.8e-06 1.8e-06 1.9e-06 2.8e-06 1.95e-06 2.3e-06 1.85e-06 2.9e-06 1.8e-06 2.05e-06
31 1.85e-06 1.65e-06 1.8e-06 1.95e-06 2.85e-06 1.8e-06 2.35e-06 2.8e-06 2e-06 2e-06 2.15e-06 1.8e-06 1.8e-06 1.85e-06 2.1e-06 2.3e-06 2.15e-06 1.95e-06 3e-06 1.8e-06 2.35e-06 2.4e-06 2.05e-06 1.95e-06 2.25e-06 1.65e-06 2.4e-06 1.95e-06 2.15e-06 2.3e-06 1.65e-06 3.2e-06 1.95e-06 2.8e-06 2.75e-06 1.75e-06 1.85e-06 1.9e-06 2.8e-06 1.9e-06 2.3e-06 1.85e-06 2.9e-06 1.8e-06 2.05e-06
32 5e-07 7e-07 5.5e-07 6e-07 2.25e-06 1.85e-06 1.2e-06 3.15e-06 8.5e-07 7.5e-07 9.5e-07 8.5e-07 2.1e-06 8e-07 1.25e-06 1.25e-06 7.5e-07 8e-07 2.25e-06 1.15e-06 1.35e-06 1.3e-06 6e-07 7e-07 1.25e-06 1.95e-06 1.3e-06 7.5e-07 7.5e-07 1.1e-06 1.95e-06 1.95e-06 7e-07 3.6e-06 2.15e-06 7e-07 2.05e-06 6e-07 2.2e-06 1.9e-06 8.5e-07 5.5e-07 2.2e-06 6e-07 7.5e-07
33 3.35e-06 3.6e-06 3.5e-06 3.6e-06 2.7e-06 2.8e-06 3.6e-06 2.95e-06 3.45e-06 3.75e-06 3.5e-06 3.55e-06 2.75e-06 3.55e-06 3.55e-06 3.45e-06 3.75e-06 3.6e-06 3.1e-06 3.3e-06 3.45e-06 3.5e-06 3.55e-06 3.4e-06 3.35e-06 2.75e-06 3.5e-06 3.6e-06 3.8e-06 3.45e-06 2.75e-06 2.8e-06 3.6e-06 4.1e-06 2.95e-06 3.45e-06 2.75e-06 3.6e-06 2.8e-06 2.95e-06 3.75e-06 3.55e-06 2.9e-06 3.45e-06 3.7e-06
34 2.15e-06 2e-06 2.05e-06 2.2e-06 2.2e-06 2.9e-06 2.35e-06 3.2e-06 2.35e-06 2.2e-06 2.55e-06 2.2e-06 3.05e-06 2.2e-06 2.55e-06 2.3e-06 2.4e-06 2.15e-06 2.2e-06 2.4e-06 2.4e-06 2.4e-06 2.3e-06 2.25e-06 2.3e-06 2.75e-06 2.4e-06 2.2e-06 2.4e-06 2.3e-06 2.75e-06 2.75e-06 2.15e-06 2.95e-06 3.7e-06 2.1e-06 2.95e-06 2.1e-06 2.05e-06 2.55e-06 2.55e-06 2.1e-06 2.2e-06 2.05e-06 2.25e-06
35 6e-07 5e-07 6e-07 7e-07 2.1e-06 1.9e-06 1.25e-06 3.05e-06 7e-07 8e-07 1.1e-06 7e-07 2.05e-06 6.5e-07 1e-06 1.25e-06 9.5e-07 7.5e-07 2.3e-06 1.05e-06 1.25e-06 1.3e-06 8e-07 6.5e-07 1.1e-06 1.8e-06 1.3e-06 7.5e-07 9e-07 1.2e-06 1.8e-06 1.75e-06 7e-07 3.45e-06 2.1e-06 9e-07 1.95e-06 7e-07 2.05e-06 1.7e-06 1.05e-06 6.5e-07 2.2e-06 6e-07 8.5e-07
36 1.8e-06 2.15e-06 2e-06 2.05e-06 2.8e-06 1.8e-06 2.45e-06 2.75e-06 1.85e-06 2.2e-06 1.95e-06 2.1e-06 1.75e-06 2e-06 2.05e-06 2.35e-06 2.2e-06 2.05e-06 3e-06 1.95e-06 2.25e-06 2.3e-06 1.95e-06 1.8e-06 2.2e-06 1.8e-06 2.3e-06 2.05e-06 2.2e-06 2.3e-06 1.8e-06 1.85e-06 2.05e-06 2.75e-06 2.95e-06 1.95e-06 3.2e-06 2.05e-06 2.75e-06 2.15e-06 2.1e-06 2.05e-06 2.8e-06 1.9e-06 2.15e-06
37 6.5e-07 6e-07 6e-07 8e-07 2.3e-06 1.95e-06 1.3e-06 3.15e-06 9e-07 7.5e-07 1.1e-06 8.5e-07 2.2e-06 7.5e-07 1.2e-06 1.35e-06 9.5e-07 7.5e-07 2.35e-06 1.15e-06 1.35e-06 1.25e-06 7.5e-07 7e-07 1.3e-06 1.9e-06 1.35e-06 7.5e-07 8.5e-07 1.2e-06 1.9e-06 1.9e-06 6e-07 3.6e-06 2.1e-06 7e-07 2.05e-06 9e-07 2.25e-06 1.85e-06 9.5e-07 6e-07 2.25e-06 5e-07 7e-07
38 1.95e-06 2.3e-06 2.15e-06 2.2e-06 1.9e-06 2.75e-06 2.35e-06 3.1e-06 1.95e-06 2.4e-06 2.35e-06 2.3e-06 2.95e-06 2.2e-06 2.3e-06 2.25e-06 2.4e-06 2.25e-06 2.15e-06 2.45e-06 2.2e-06 2.25e-06 2.15e-06 1.9e-06 2.05e-06 2.8e-06 2.25e-06 2.25e-06 2.4e-06 2.2e-06 2.8e-06 2.8e-06 2.2e-06 2.8e-06 2.05e-06 2.05e-06 2.75e-06 2.25e-06 3.5e-06 2.6e-06 2.35e-06 2.2e-06 2.05e-06 2.1e-06 2.35e-06
39 1.8e-06 1.6e-06 1.75e-06 1.9e-06 2.65e-06 2.1e-06 2.3e-06 3.1e-06 1.95e-06 1.95e-06 2.25e-06 1.75e-06 2.25e-06 1.8e-06 2.05e-06 2.25e-06 2.1e-06 1.9e-06 2.8e-06 1.9e-06 2.3e-06 2.35e-06 2e-06 1.9e-06 2.2e-06 1.95e-06 2.35e-06 1.9e-06 2.1e-06 2.25e-06 1.95e-06 1.9e-06 1.9e-06 2.95e-06 2.55e-06 1.7e-06 2.15e-06 1.85e-06 2.6e-06 3.1e-06 2.25e-06 1.8e-06 2.7e-06 1.75e-06 2e-06
40 6.5e-07 1.25e-06 1.1e-06 1.05e-06 2.4e-06 2e-06 1.6e-06 3.3e-06 7e-07 1e-06 5.5e-07 1.3e-06 2.4e-06 8.5e-07 1.1e-06 1.55e-06 7e-07 9e-07 2.1e-06 1.45e-06 1.2e-06 1.3e-06 3e-07 7e-07 1.4e-06 2.3e-06 1e-06 6.5e-07 6.5e-07 1.25e-06 2.3e-06 2.3e-06 8.5e-07 3.75e-06 2.55e-06 1.05e-06 2.1e-06 9.5e-07 2.35e-06 2.25e-06 0.0 9e-07 1.9e-06 8e-07 6.5e-07
41 5.5e-07 5.5e-07 6e-07 7.5e-07 2.25e-06 1.85e-06 1.25e-06 3.1e-06 9e-07 8e-07 1e-06 8e-07 2.15e-06 7.5e-07 1.2e-06 1.3e-06 9e-07 8e-07 2.3e-06 1e-06 1.35e-06 1.3e-06 6.5e-07 7.5e-07 1.25e-06 1.85e-06 1.3e-06 6.5e-07 7.5e-07 1.1e-06 1.85e-06 1.85e-06 5.5e-07 3.55e-06 2.1e-06 6.5e-07 2.05e-06 6e-07 2.2e-06 1.8e-06 9e-07 8e-07 2.2e-06 5.5e-07 7.5e-07
42 2e-06 2.35e-06 2.25e-06 2.25e-06 2.1e-06 2.8e-06 2.4e-06 3.15e-06 2.05e-06 2.3e-06 2.1e-06 2.4e-06 3.05e-06 2.15e-06 2.35e-06 2.3e-06 2.2e-06 2.2e-06 2.05e-06 2.5e-06 2.15e-06 2.25e-06 1.9e-06 2.05e-06 2.2e-06 2.9e-06 2.05e-06 2.05e-06 2.2e-06 2.2e-06 2.9e-06 2.9e-06 2.2e-06 2.9e-06 2.2e-06 2.2e-06 2.8e-06 2.25e-06 2.05e-06 2.7e-06 1.9e-06 2.2e-06 3.6e-06 2.1e-06 2.15e-06
43 5.5e-07 5.5e-07 6e-07 6.5e-07 2.15e-06 1.85e-06 1.2e-06 3e-06 7.5e-07 7e-07 9.5e-07 7.5e-07 2.05e-06 6.5e-07 1.05e-06 1.2e-06 8e-07 7e-07 2.2e-06 1.05e-06 1.2e-06 1.1e-06 6.5e-07 5.5e-07 1.15e-06 1.8e-06 1.2e-06 6.5e-07 7.5e-07 1.1e-06 1.8e-06 1.8e-06 6e-07 3.45e-06 2.05e-06 6e-07 1.9e-06 5e-07 2.1e-06 1.75e-06 8e-07 5.5e-07 2.1e-06 8e-07 7e-07
