 slim_762058788 slim_762058811 slim_762058817 slim_762058797 slim_762058802 slim_762058830 slim_762058787 slim_762058808 slim_762058796 slim_762058832 slim_762058814 slim_762058810 slim_762058816 slim_762058794 slim_762058798 slim_762058831 slim_762058803 slim_762058805 slim_762058820 slim_762058815 slim_762058828 slim_762058821 slim_762058804 slim_762058819 slim_762058823 slim_762058813 slim_762058790 slim_762058807 slim_762058792 slim_762058825 slim_762058799 slim_762058824 slim_762058809 slim_762058822 slim_762058812 slim_762058827 slim_762058791 slim_762058833 slim_762058800 slim_762058789 slim_762058826 slim_762058818 slim_762058801 slim_762058829 slim_762058806 slim_762058793 slim_762058795
10 6e-07 1.1e-06 1.65e-06 1.1e-06 1.7e-06 6e-07 1.85e-06 1.6e-06 1.7e-06 2.4e-06 1e-07 1.3e-06 1.55e-06 1e-06 1.4e-06 7e-07 1.2e-06 1.2e-06 1.05e-06 2e-07 1.35e-06 2e-06 2.45e-06 1.25e-06 1.05e-06 1.65e-06 1.75e-06 1.25e-06 1e-06 7.5e-07 2.1e-06 1.45e-06 7.5e-07 6.5e-07 2.2e-06 1.65e-06 2.45e-06 5e-07 9e-07 1.75e-06 8e-07 1.25e-06 8.5e-07 1.4e-06 8.5e-07 7.5e-07 9.5e-07
11 1.1e-06 1.3e-06 1.55e-06 1.75e-06 2.05e-06 1.2e-06 1.6e-06 1.55e-06 1.55e-06 2.4e-06 1.3e-06 1.1e-06 1.65e-06 1e-06 2.05e-06 1.1e-06 1e-06 1.85e-06 1.65e-06 1.3e-06 2e-06 2.15e-06 2.45e-06 1.65e-06 1.15e-06 2.3e-06 1.7e-06 1.05e-06 9e-07 1.15e-06 2.25e-06 1.45e-06 1.45e-06 1.15e-06 2.3e-06 1.5e-06 2.45e-06 1.55e-06 1.4e-06 1.6e-06 1.2e-06 1.65e-06 1.3e-06 1.55e-06 1.4e-06 1.5e-06 9.5e-07
12 1.25e-06 1.95e-06 1.8e-06 1.3e-06 1.95e-06 1.35e-06 1.95e-06 1.75e-06 1.6e-06 2e-06 1.55e-06 1.65e-06 2e-06 1.65e-06 2.05e-06 1.6e-06 1.65e-06 1.4e-06 1.8e-06 1.5e-06 1.5e-06 1.65e-06 2.05e-06 1.45e-06 1.3e-06 2.5e-06 1.45e-06 1.65e-06 1.35e-06 1.55e-06 2.2e-06 1.85e-06 1.65e-06 1.6e-06 1.25e-06 1.55e-06 1.95e-06 1.7e-06 1.25e-06 1.4e-06 1.6e-06 1.8e-06 1.55e-06 1.1e-06 1.65e-06 1.9e-06 1.4e-06
13 1e-06 5.5e-07 1.75e-06 1.6e-06 2e-06 1.1e-06 1.75e-06 1.7e-06 1e-06 2.3e-06 1e-06 1e-06 1.65e-06 3e-07 1.9e-06 9e-07 2e-07 1.7e-06 1.4e-06 1.05e-06 1.85e-06 2.05e-06 2.15e-06 1.45e-06 1.15e-06 1.85e-06 1.3e-06 1.25e-06 5.5e-07 6.5e-07 2.15e-06 1e-06 1.2e-06 7e-07 2.3e-06 1e-06 2.55e-06 1.3e-06 1.3e-06 1.45e-06 6.5e-07 1.65e-06 1.25e-06 1.5e-06 1.35e-06 1.05e-06 5e-07
14 1.55e-06 2.1e-06 1.8e-06 1.85e-06 1.65e-06 1.6e-06 1.7e-06 1.75e-06 2.3e-06 2.05e-06 1.4e-06 2.05e-06 2.05e-06 1.9e-06 2.7e-06 1.7e-06 2e-06 1.85e-06 1.6e-06 1.45e-06 2.15e-06 1.95e-06 2.1e-06 2e-06 1.8e-06 1.85e-06 2.15e-06 2.1e-06 1.75e-06 1.75e-06 1.5e-06 1.8e-06 1.8e-06 1.7e-06 2.5e-06 2.25e-06 2.25e-06 1.7e-06 1.8e-06 2.25e-06 1.8e-06 1.6e-06 1.8e-06 1.95e-06 1.85e-06 1.9e-06 1.75e-06
15 8e-07 9.5e-07 1.65e-06 1.45e-06 1.8e-06 8.5e-07 1.8e-06 1.6e-06 1.55e-06 2.35e-06 7e-07 1.1e-06 1.6e-06 9e-07 1.7e-06 1.3e-06 1e-06 1.55e-06 1.35e-06 7.5e-07 1.7e-06 2.1e-06 2.4e-06 1.4e-06 1.05e-06 1.75e-06 1.7e-06 1.3e-06 8.5e-07 9e-07 2.15e-06 1.4e-06 1.1e-06 8.5e-07 2.3e-06 1.5e-06 2.55e-06 1e-06 1.15e-06 1.45e-06 9.5e-07 1.5e-06 1.05e-06 1.5e-06 1.1e-06 9e-07 9e-07
16 1.1e-06 6e-07 1.75e-06 1.7e-06 2.1e-06 1.2e-06 1.75e-06 1.7e-06 1e-06 2.3e-06 1.2e-06 1e-06 1.65e-06 2e-07 2e-06 1e-06 1e-07 1.8e-06 1.45e-06 1.25e-06 1.95e-06 2e-06 2.15e-06 1.55e-06 1.15e-06 2.05e-06 1.25e-06 1.25e-06 5e-07 7.5e-07 2.1e-06 9.5e-07 1.25e-06 7.5e-07 2.3e-06 9.5e-07 2.55e-06 1.5e-06 1.4e-06 1.45e-06 7e-07 1.75e-06 1.35e-06 1.5e-06 1.45e-06 1.25e-06 4.5e-07
17 1.4e-06 1.9e-06 1.9e-06 1.2e-06 2.05e-06 1.45e-06 2e-06 1.85e-06 1.75e-06 2.05e-06 1.2e-06 1.85e-06 1.4e-06 1.7e-06 1.85e-06 1.55e-06 1.8e-06 2.3e-06 1.65e-06 1.3e-06 1.4e-06 1.5e-06 2.1e-06 1.5e-06 1.65e-06 2.2e-06 1.45e-06 1.75e-06 1.6e-06 1.55e-06 2.1e-06 1.85e-06 1.55e-06 1.5e-06 1.4e-06 1.7e-06 1.8e-06 1.5e-06 1.35e-06 1.6e-06 1.6e-06 1.7e-06 1.65e-06 1.25e-06 1.65e-06 1.75e-06 1.55e-06
18 1.1e-06 1.6e-06 1.5e-06 1.7e-06 1.7e-06 1.2e-06 1.75e-06 1.45e-06 2.05e-06 2.3e-06 1.05e-06 1.65e-06 1.8e-06 1.4e-06 1.6e-06 1.35e-06 1.45e-06 1.65e-06 1.8e-06 1.05e-06 1.95e-06 1.6e-06 2.35e-06 1.75e-06 1.35e-06 1.9e-06 1.85e-06 1.7e-06 1.25e-06 1.2e-06 1.45e-06 1.25e-06 1.35e-06 1.25e-06 2.45e-06 1.95e-06 2.15e-06 1.3e-06 1.35e-06 2.05e-06 1.2e-06 1.3e-06 1.25e-06 1.7e-06 1.45e-06 1.45e-06 1.25e-06
19 5.5e-07 1.15e-06 1.6e-06 1.2e-06 1.6e-06 6e-07 1.85e-06 1.55e-06 1.75e-06 2.4e-06 2e-07 1.3e-06 1.5e-06 1.05e-06 1.45e-06 7.5e-07 1.25e-06 1.3e-06 1.05e-06 4e-07 1.45e-06 2.05e-06 2.45e-06 1.2e-06 1e-06 1.65e-06 1.8e-06 1.35e-06 9.5e-07 7.5e-07 2.1e-06 1.5e-06 8.5e-07 7.5e-07 2.25e-06 1.7e-06 2.5e-06 5e-07 8.5e-07 1.75e-06 8e-07 1.2e-06 7.5e-07 1.45e-06 8.5e-07 7e-07 1e-06
20 1.55e-06 1.95e-06 2.2e-06 1.3e-06 2.35e-06 1.6e-06 2.3e-06 2.15e-06 1.85e-06 2.3e-06 1.35e-06 2e-06 1.5e-06 1.85e-06 2.15e-06 1.7e-06 1.95e-06 1.4e-06 1.95e-06 1.45e-06 2.4e-06 1.9e-06 2.35e-06 1.6e-06 1.8e-06 2.4e-06 1.7e-06 1.7e-06 1.75e-06 1.7e-06 2.55e-06 2.15e-06 1.4e-06 1.65e-06 1.45e-06 1.8e-06 2.2e-06 1.35e-06 1.45e-06 1.7e-06 1.75e-06 2e-06 1.8e-06 1.35e-06 1.5e-06 1.8e-06 1.7e-06
21 1.9e-06 2.35e-06 1.75e-06 1.7e-06 2.05e-06 2e-06 1.85e-06 1.7e-06 2.05e-06 1.9e-06 2e-06 2.15e-06 1.65e-06 2.05e-06 1.95e-06 2.1e-06 2e-06 1.5e-06 1.6e-06 2.05e-06 1.9e-06 2.1e-06 1.95e-06 2e-06 1.95e-06 2.4e-06 1.5e-06 2.1e-06 1.85e-06 2.05e-06 1.4e-06 1.6e-06 2.05e-06 2e-06 1.6e-06 1.95e-06 1.45e-06 2.25e-06 1.8e-06 1.85e-06 2.05e-06 1.75e-06 2.15e-06 1.5e-06 2.2e-06 2.45e-06 1.8e-06
22 2.3e-06 2.5e-06 2.2e-06 2.15e-06 2.05e-06 2.4e-06 1.85e-06 2.15e-06 1.75e-06 1.45e-06 2.45e-06 2.45e-06 2.05e-06 2.15e-06 2.1e-06 2.4e-06 2.15e-06 2.1e-06 2.35e-06 2.45e-06 2.35e-06 1.95e-06 2.8e-06 1.9e-06 2.35e-06 2.3e-06 1.95e-06 2.5e-06 2.1e-06 2.3e-06 1.85e-06 2.15e-06 2.55e-06 2.35e-06 1.75e-06 1.75e-06 2.1e-06 2.65e-06 2.35e-06 2.1e-06 2.35e-06 2.2e-06 2.55e-06 1.95e-06 2.6e-06 2.7e-06 2.1e-06
23 1.25e-06 1.65e-06 1.95e-06 1.4e-06 2e-06 1.35e-06 2e-06 1.9e-06 1.35e-06 1.85e-06 1.25e-06 1.65e-06 1.45e-06 1.45e-06 2e-06 1.4e-06 1.55e-06 1.5e-06 1.75e-06 1.2e-06 1.6e-06 2e-06 1.9e-06 2.2e-06 1.5e-06 2.15e-06 1.65e-06 1.7e-06 1.35e-06 1.35e-06 2.4e-06 1.9e-06 1.55e-06 1.4e-06 1.5e-06 1.3e-06 2.3e-06 1.4e-06 1.35e-06 1.6e-06 1.4e-06 1.75e-06 1.45e-06 1.4e-06 1.55e-06 1.5e-06 1.4e-06
24 7e-07 1.45e-06 1.45e-06 1.55e-06 1.65e-06 8e-07 1.75e-06 1.4e-06 1.65e-06 2.3e-06 1.05e-06 1.15e-06 1.3e-06 1.15e-06 1.8e-06 1.05e-06 1.15e-06 1.65e-06 1.35e-06 1e-06 1.8e-06 1.95e-06 2.35e-06 1.5e-06 1e-06 2.25e-06 1.7e-06 1.3e-06 8e-07 1.05e-06 2e-06 1.4e-06 1.2e-06 1.1e-06 2.15e-06 1.6e-06 2.4e-06 1.25e-06 1.15e-06 1.6e-06 1.1e-06 1.5e-06 1e-06 1.25e-06 1.15e-06 1.4e-06 8.5e-07
25 1.85e-06 1.75e-06 2.25e-06 2.25e-06 1.9e-06 1.95e-06 2e-06 2.2e-06 2.35e-06 2.3e-06 1.65e-06 2.3e-06 2.5e-06 1.85e-06 1.85e-06 1.75e-06 2.05e-06 2.2e-06 1.9e-06 1.65e-06 2.4e-06 2.4e-06 2.3e-06 2.15e-06 2.25e-06 3e-06 2.4e-06 2.5e-06 2e-06 1.85e-06 1.95e-06 2.05e-06 2.05e-06 1.85e-06 2.9e-06 2.35e-06 2.7e-06 1.8e-06 2.1e-06 2.35e-06 1.9e-06 1.9e-06 2.1e-06 2.4e-06 2.1e-06 1.6e-06 2e-06
26 1.65e-06 1.65e-06 1.95e-06 1.5e-06 2.25e-06 1.75e-06 1.95e-06 1.9e-06 1.4e-06 2e-06 1.75e-06 1.7e-06 1.45e-06 1.3e-06 2.15e-06 1.7e-06 1.25e-06 1.45e-06 1.85e-06 1.8e-06 1.7e-06 1.5e-06 1.95e-06 1.65e-06 1.7e-06 2.4e-06 2.4e-06 1.75e-06 1.35e-06 1.55e-06 2.1e-06 1.6e-06 1.8e-06 1.55e-06 1.45e-06 1.35e-06 1.85e-06 2e-06 1.6e-06 1.45e-06 1.55e-06 1.95e-06 1.9e-06 1.3e-06 1.95e-06 2e-06 1.3e-06
27 1.25e-06 1.55e-06 1.6e-06 1.65e-06 2.25e-06 1.3e-06 1.7e-06 1.5e-06 1.65e-06 2.45e-06 1.25e-06 1.05e-06 1.65e-06 1.25e-06 2.1e-06 1.3e-06 1.25e-06 1.75e-06 1.7e-06 1.35e-06 1.7e-06 2.1e-06 2.5e-06 1.7e-06 1.3e-06 2.5e-06 1.75e-06 1.2e-06 1.15e-06 1.3e-06 2.35e-06 1.6e-06 1.25e-06 1.25e-06 2.15e-06 1.6e-06 2.2e-06 1.4e-06 1.4e-06 1.75e-06 1.35e-06 1.6e-06 1.5e-06 1.5e-06 1.3e-06 1.7e-06 1.1e-06
28 7.5e-07 9e-07 1.4e-06 1.5e-06 1.7e-06 8.5e-07 1.6e-06 1.35e-06 1.2e-06 2.15e-06 1e-06 9e-07 1.35e-06 5.5e-07 1.75e-06 8.5e-07 5e-07 1.6e-06 1.25e-06 9.5e-07 1.75e-06 1.85e-06 2.1e-06 1.35e-06 8e-07 2e-06 1.35e-06 1.15e-06 9e-07 7.5e-07 1.9e-06 1.05e-06 1.1e-06 8e-07 2.1e-06 1.15e-06 2.35e-06 1.2e-06 1.1e-06 1.35e-06 7.5e-07 1.45e-06 9.5e-07 1.3e-06 1.1e-06 1.15e-06 5.5e-07
29 8e-07 9e-07 1.65e-06 1.45e-06 1.85e-06 9e-07 1.8e-06 1.6e-06 1.3e-06 2.35e-06 7.5e-07 1.15e-06 1.55e-06 6.5e-07 1.75e-06 9e-07 7.5e-07 1.55e-06 1.2e-06 7.5e-07 1.7e-06 2.05e-06 2.3e-06 1.35e-06 1.05e-06 1.85e-06 1.55e-06 1.3e-06 7.5e-07 1.2e-06 2.15e-06 1.2e-06 1.1e-06 8e-07 2.25e-06 1.35e-06 2.5e-06 1e-06 1.1e-06 1.6e-06 7e-07 1.45e-06 9.5e-07 1.45e-06 1.15e-06 9.5e-07 7.5e-07
30 1.95e-06 2.45e-06 1.55e-06 2.3e-06 1.55e-06 2.05e-06 1.45e-06 1.5e-06 2.5e-06 1.8e-06 2.1e-06 2.25e-06 2.2e-06 2.15e-06 1.5e-06 2.15e-06 2.1e-06 2.1e-06 1.45e-06 2.1e-06 2.55e-06 1.4e-06 1.85e-06 2.4e-06 2e-06 1.95e-06 2.1e-06 2.35e-06 1.9e-06 2.15e-06 1.3e-06 1.45e-06 2.2e-06 2.1e-06 2.6e-06 2.4e-06 1.8e-06 2.35e-06 2.15e-06 2.4e-06 2.15e-06 1.55e-06 2.2e-06 2.1e-06 2.3e-06 2.5e-06 1.9e-06
31 1.35e-06 1.35e-06 1.55e-06 1.9e-06 1.9e-06 1.45e-06 1.65e-06 1.5e-06 1.6e-06 2.2e-06 1.45e-06 1.45e-06 1.85e-06 1e-06 1.8e-06 1.4e-06 9.5e-07 1.85e-06 1.25e-06 1.5e-06 2.15e-06 1.6e-06 2.15e-06 1.9e-06 1.4e-06 2.05e-06 1.6e-06 1.6e-06 1.05e-06 1.2e-06 1.45e-06 1.8e-06 1.55e-06 1.25e-06 2.45e-06 1.6e-06 2.15e-06 1.75e-06 1.6e-06 1.85e-06 1.25e-06 1.55e-06 1.6e-06 1.7e-06 1.7e-06 1.7e-06 1e-06
32 9.5e-07 1.3e-06 1.8e-06 1.45e-06 2e-06 1e-06 2e-06 1.75e-06 1.8e-06 2.5e-06 7.5e-07 1.45e-06 1.65e-06 1.2e-06 1.8e-06 1.1e-06 1.25e-06 1.55e-06 1.35e-06 8.5e-07 1.4e-06 2.05e-06 2.55e-06 1.55e-06 1.2e-06 2.05e-06 1.8e-06 1.25e-06 1.1e-06 1.1e-06 2.2e-06 1.55e-06 1.4e-06 1e-06 2.25e-06 1.7e-06 2.55e-06 8e-07 1.2e-06 1.85e-06 1.1e-06 1.6e-06 1.2e-06 1.5e-06 9.5e-07 1.2e-06 1.05e-06
33 8.5e-07 9e-07 1.7e-06 1.4e-06 1.9e-06 9e-07 1.8e-06 1.65e-06 1.4e-06 2.35e-06 6.5e-07 1.15e-06 1.6e-06 7e-07 1.7e-06 8.5e-07 7.5e-07 1.5e-06 1.25e-06 7.5e-07 1.65e-06 2e-06 2.35e-06 1.4e-06 1.1e-06 1.85e-06 1.55e-06 1.25e-06 8e-07 8e-07 2.1e-06 1.25e-06 1e-06 1.2e-06 2.25e-06 1.35e-06 2.5e-06 1e-06 1.15e-06 1.6e-06 8e-07 1.5e-06 1.1e-06 1.45e-06 1.15e-06 1e-06 7.5e-07
34 2.1e-06 2.6e-06 2.35e-06 1.3e-06 2.55e-06 2.2e-06 2.3e-06 2.3e-06 1.55e-06 1.7e-06 2.2e-06 2.3e-06 1.25e-06 2.3e-06 2.5e-06 2.3e-06 2.3e-06 1.4e-06 2.45e-06 2.25e-06 1.45e-06 1.6e-06 1.75e-06 1.5e-06 2.15e-06 2.9e-06 1.45e-06 2.15e-06 2.1e-06 2.25e-06 2.6e-06 2.45e-06 2.25e-06 2.25e-06 7e-07 1.5e-06 1.75e-06 2.4e-06 1.75e-06 1.45e-06 2.3e-06 2.35e-06 2.35e-06 1.1e-06 2.35e-06 2.65e-06 2.05e-06
35 1.55e-06 1.35e-06 2.05e-06 1.6e-06 2.3e-06 1.65e-06 1.95e-06 2e-06 9.5e-07 1.8e-06 1.65e-06 1.5e-06 1.55e-06 1e-06 2.25e-06 1.5e-06 9.5e-07 1.7e-06 1.95e-06 1.7e-06 1.8e-06 1.95e-06 1.75e-06 1.3e-06 1.6e-06 2.35e-06 1.35e-06 1.6e-06 1.15e-06 1.35e-06 2.4e-06 1.6e-06 1.7e-06 1.35e-06 1.5e-06 1.8e-06 2.3e-06 1.9e-06 1.65e-06 1.45e-06 1.35e-06 2.05e-06 1.8e-06 1.4e-06 1.85e-06 1.8e-06 1.1e-06
36 2.35e-06 2.85e-06 1.85e-06 2e-06 2.35e-06 2.45e-06 2e-06 1.7e-06 2.35e-06 2.05e-06 2.45e-06 2.45e-06 1.95e-06 2.55e-06 2.25e-06 2.55e-06 2.55e-06 1.8e-06 2.15e-06 2.5e-06 2.2e-06 1.45e-06 2.1e-06 2.3e-06 2.4e-06 2.7e-06 1.85e-06 2.2e-06 2.35e-06 2.5e-06 1.8e-06 2.15e-06 2.55e-06 2.5e-06 1.75e-06 2.3e-06 2.4e-06 2.7e-06 2.2e-06 2.15e-06 2.55e-06 1.85e-06 2.6e-06 1.8e-06 2.65e-06 2.9e-06 2.3e-06
37 8e-07 1.3e-06 1.85e-06 1.4e-06 1.85e-06 8.5e-07 2.1e-06 1.8e-06 1.95e-06 2.6e-06 5e-07 1.55e-06 1.7e-06 1.3e-06 1.7e-06 1e-06 1.5e-06 1.5e-06 1.3e-06 5e-07 1.35e-06 2.25e-06 2.65e-06 1.4e-06 1.25e-06 1.8e-06 2e-06 1.4e-06 1.2e-06 1e-06 2.35e-06 1.75e-06 8e-07 1e-06 2.4e-06 1.9e-06 2.7e-06 9e-07 1.05e-06 1.95e-06 1.05e-06 1.45e-06 1e-06 1.65e-06 8e-07 8.5e-07 1.25e-06
38 9e-07 1.5e-06 1.65e-06 1.25e-06 1.85e-06 1e-06 1.9e-06 1.6e-06 1.7e-06 2.3e-06 9e-07 1.4e-06 1.25e-06 1.3e-06 1.8e-06 1.15e-06 1.4e-06 1.35e-06 1.35e-06 8.5e-07 1.45e-06 1.8e-06 2.35e-06 1.35e-06 1.15e-06 2.1e-06 1.6e-06 1.4e-06 1.1e-06 1.1e-06 2.15e-06 1.6e-06 1.2e-06 1.15e-06 1.75e-06 1.65e-06 2.2e-06 1.05e-06 1.5e-06 1.55e-06 1.15e-06 1.45e-06 1.1e-06 1.25e-06 1.2e-06 1.25e-06 1.15e-06
39 1.55e-06 1.6e-06 2e-06 1.5e-06 2.25e-06 1.65e-06 2.05e-06 1.95e-06 1.45e-06 2.1e-06 1.75e-06 1.6e-06 1.4e-06 1.45e-06 2.25e-06 1.45e-06 1.45e-06 1.6e-06 2.05e-06 1.75e-06 1.7e-06 1.85e-06 2.1e-06 1.6e-06 1.6e-06 2.35e-06 1.45e-06 1.75e-06 1.35e-06 1.6e-06 2.4e-06 1.85e-06 1.85e-06 1.6e-06 1.45e-06 1.45e-06 2.15e-06 1.95e-06 1.55e-06 2.4e-06 1.65e-06 2.05e-06 1.8e-06 1.3e-06 1.85e-06 1.8e-06 1.4e-06
40 8.5e-07 9e-07 1.7e-06 1.5e-06 1.9e-06 9.5e-07 1.85e-06 1.65e-06 1.4e-06 2.4e-06 8e-07 1.2e-06 1.6e-06 6.5e-07 1.8e-06 9.5e-07 7e-07 1.6e-06 1.2e-06 8e-07 1.75e-06 2.05e-06 2.35e-06 1.4e-06 1.1e-06 1.9e-06 1.55e-06 1.35e-06 7.5e-07 7e-07 2.15e-06 1.25e-06 1.1e-06 8e-07 2.3e-06 1.35e-06 2.55e-06 1.05e-06 1.15e-06 1.65e-06 1.3e-06 1.5e-06 1e-06 1.5e-06 1.2e-06 1e-06 7.5e-07
