 slim_762352388 slim_762352415 slim_762352429 slim_762352395 slim_762352381 slim_762352414 slim_762352407 slim_762352409 slim_762352430 slim_762352398 slim_762352394 slim_762352434 slim_762352382 slim_762352432 slim_762352436 slim_762352408 slim_762352423 slim_762352438 slim_762352416 slim_762352402 slim_762352410 slim_762352383 slim_762352405 slim_762352411 slim_762352385 slim_762352400 slim_762352426 slim_762352424 slim_762352449 slim_762352387 slim_762352448 slim_762352446 slim_762352447 slim_762352454 slim_762352427 slim_762352418 slim_762352392 slim_762352422 slim_762352391 slim_762352396 slim_762352401 slim_762352397 slim_762352428 slim_762352453 slim_762352444 slim_762352404 slim_762352439 slim_762352380 slim_762352451 slim_762352419 slim_762352384 slim_762352421 slim_762352433 slim_762352413 slim_762352386 slim_762352441 slim_762352435 slim_762352393 slim_762352389 slim_762352442 slim_762352450 slim_762352412 slim_762352399 slim_762352445 slim_762352403 slim_762352390 slim_762352440 slim_762352437 slim_762352443 slim_762352431 slim_762352452 slim_762352420 slim_762352417 slim_762352406 slim_762352425
10 2.3e-06 1.95e-06 1.95e-06 2.1e-06 1.8e-06 2e-06 1.65e-06 1.7e-06 1.8e-06 1.7e-06 2.3e-06 2.1e-06 1.8e-06 2.1e-06 2.3e-06 2.15e-06 2.05e-06 1.85e-06 1.4e-06 1.2e-06 2.15e-06 1.8e-06 2.2e-06 1.9e-06 2e-06 1.45e-06 1.85e-06 1.95e-06 2.1e-06 2.25e-06 2.05e-06 1.7e-06 2e-06 2e-06 2.2e-06 2.1e-06 1.35e-06 1.45e-06 2.1e-06 1.15e-06 1.6e-06 1.7e-06 2.4e-06 1.5e-06 1.75e-06 2.1e-06 1.7e-06 1.7e-06 2.1e-06 2.1e-06 1.7e-06 1.9e-06 1.65e-06 2.4e-06 2.25e-06 2.05e-06 2.35e-06 1.65e-06 2.25e-06 1.9e-06 2.05e-06 1.2e-06 2.1e-06 1.85e-06 1.8e-06 1.9e-06 2.35e-06 2.05e-06 1.8e-06 2.1e-06 1.85e-06 1.85e-06 1.7e-06 2.1e-06 1.75e-06
11 2e-06 1.75e-06 1.65e-06 1.2e-06 1.55e-06 1.4e-06 2e-06 1.85e-06 1.2e-06 2e-06 2.1e-06 2e-06 1.8e-06 1.35e-06 1.8e-06 1.6e-06 1.85e-06 1.2e-06 2.2e-06 2.2e-06 2.15e-06 1.5e-06 1.95e-06 2e-06 1.85e-06 1.85e-06 1.45e-06 1.45e-06 1.65e-06 1.55e-06 2.1e-06 1.85e-06 2.05e-06 2.05e-06 1.95e-06 1.75e-06 2e-06 1.65e-06 1.65e-06 2.6e-06 1.55e-06 2.05e-06 1.95e-06 2.25e-06 2.1e-06 1.5e-06 1.65e-06 1.3e-06 1.95e-06 1.45e-06 1.7e-06 1.3e-06 2.15e-06 1.75e-06 2e-06 1.7e-06 1.9e-06 1.95e-06 1.7e-06 1.5e-06 1.6e-06 2.65e-06 1.55e-06 2.15e-06 1.65e-06 1.5e-06 1.95e-06 1.9e-06 1.45e-06 1.5e-06 1.85e-06 1.65e-06 2.35e-06 1.6e-06 1.55e-06
12 1.5e-06 2.25e-06 2.2e-06 1.65e-06 1.25e-06 1.35e-06 2.05e-06 1.4e-06 1.45e-06 2.1e-06 1.8e-06 1.8e-06 1.6e-06 1.6e-06 1.35e-06 1.45e-06 1.5e-06 1.45e-06 1.55e-06 1.8e-06 1.45e-06 1.1e-06 1.1e-06 1.5e-06 9e-07 1.9e-06 2.05e-06 1.05e-06 1.2e-06 1.85e-06 1.15e-06 1.25e-06 1.15e-06 1.35e-06 1.9e-06 1.7e-06 1.6e-06 1.35e-06 1.3e-06 2.1e-06 1.35e-06 2.15e-06 1.8e-06 1.65e-06 1.6e-06 1.55e-06 1.7e-06 1.15e-06 1.2e-06 1.45e-06 9.5e-07 1.55e-06 1.8e-06 2e-06 1.95e-06 1.8e-06 1.45e-06 2e-06 1.95e-06 1.35e-06 1.6e-06 2.15e-06 1.35e-06 1.8e-06 1.15e-06 1.25e-06 1.75e-06 1.05e-06 1.3e-06 1.5e-06 1.35e-06 1.1e-06 1.65e-06 1.15e-06 1.1e-06
13 1.35e-06 1.55e-06 1.45e-06 9e-07 1.15e-06 1.5e-06 1.8e-06 1.35e-06 8.5e-07 1.8e-06 2.1e-06 1.35e-06 1.6e-06 1.4e-06 1.3e-06 1.15e-06 1.8e-06 1.4e-06 2.15e-06 2.15e-06 1.6e-06 1.25e-06 1.4e-06 1.5e-06 1.4e-06 1.8e-06 1.35e-06 9.5e-07 1.1e-06 1.1e-06 1.8e-06 1.5e-06 1.75e-06 1.6e-06 1.65e-06 1.2e-06 1.75e-06 1.35e-06 1e-06 2.55e-06 1.35e-06 1.8e-06 1.45e-06 1.85e-06 1.95e-06 1e-06 1.5e-06 8e-07 1.35e-06 1.1e-06 1.35e-06 9.5e-07 1.65e-06 1.25e-06 1.7e-06 1.4e-06 1.35e-06 1.8e-06 1.25e-06 1.35e-06 1.05e-06 2.65e-06 1.25e-06 1.85e-06 1.15e-06 9.5e-07 1.4e-06 1.4e-06 1.25e-06 1.1e-06 1.5e-06 1.15e-06 2e-06 1.1e-06 1.05e-06
14 1.45e-06 2.25e-06 2.05e-06 1.35e-06 1.2e-06 1.65e-06 2.2e-06 1.35e-06 1.1e-06 2.05e-06 2.3e-06 1.8e-06 1.35e-06 1.3e-06 1.4e-06 1.25e-06 1.7e-06 1.5e-06 2.15e-06 2.3e-06 1.45e-06 1.25e-06 7.5e-07 1.55e-06 1.15e-06 2.3e-06 2e-06 1e-06 7.5e-07 1.6e-06 1.3e-06 1.35e-06 1.25e-06 1.35e-06 1.75e-06 1.55e-06 1.7e-06 1.45e-06 8.5e-07 2.55e-06 1.6e-06 2.05e-06 1.5e-06 1.85e-06 1.85e-06 1.2e-06 1.55e-06 7.5e-07 9e-07 1.4e-06 1.35e-06 1.2e-06 1.85e-06 1.55e-06 1.8e-06 1.6e-06 8.5e-07 2.2e-06 1.65e-06 1.45e-06 1.3e-06 2.65e-06 1.3e-06 2.1e-06 1.1e-06 1e-06 1.55e-06 9.5e-07 1.35e-06 1.4e-06 1.2e-06 1.1e-06 1.7e-06 1e-06 9e-07
15 1.5e-06 1.8e-06 1.7e-06 1.1e-06 1.35e-06 1.6e-06 1.85e-06 1.5e-06 1e-06 1.95e-06 2.15e-06 1.6e-06 1.45e-06 1.15e-06 1.25e-06 1.9e-06 1.8e-06 1.55e-06 2.2e-06 2.2e-06 1.6e-06 1.4e-06 1e-06 1.75e-06 1.2e-06 1.95e-06 1.6e-06 1.15e-06 1.05e-06 1.3e-06 1.45e-06 1.3e-06 1.4e-06 1.5e-06 1.6e-06 1.4e-06 1.8e-06 1.4e-06 1.2e-06 2.6e-06 1.5e-06 1.95e-06 1.35e-06 1.95e-06 1.8e-06 1.2e-06 1.65e-06 9.5e-07 1.25e-06 1.2e-06 1.45e-06 1.1e-06 1.95e-06 1.5e-06 1.65e-06 1.55e-06 1.3e-06 1.85e-06 1.55e-06 1.55e-06 1.25e-06 2.7e-06 1.2e-06 1.9e-06 1.2e-06 1.15e-06 1.35e-06 1.25e-06 1.45e-06 1.2e-06 1.35e-06 1.15e-06 1.8e-06 1.2e-06 1.1e-06
16 1.9e-06 2.45e-06 2.35e-06 1.9e-06 1.35e-06 1.7e-06 2.35e-06 1.85e-06 1.7e-06 2.35e-06 2.05e-06 1.85e-06 1.5e-06 1.8e-06 1.7e-06 1.8e-06 2.2e-06 1.55e-06 1.95e-06 2.2e-06 1.5e-06 1.45e-06 1.5e-06 1.8e-06 1.7e-06 2.2e-06 2.25e-06 1.55e-06 1.5e-06 2.1e-06 1.4e-06 1.65e-06 1.35e-06 1.45e-06 1.8e-06 2.1e-06 1.95e-06 1.7e-06 1.6e-06 2.45e-06 1.85e-06 2.35e-06 2.1e-06 2.1e-06 1.6e-06 1.9e-06 1.55e-06 1.4e-06 1.7e-06 1.95e-06 1.5e-06 1.8e-06 2.05e-06 2.2e-06 1.85e-06 1.75e-06 1.75e-06 2.35e-06 1.9e-06 1.35e-06 1.95e-06 2.55e-06 1.9e-06 2.2e-06 1.65e-06 1.55e-06 2.1e-06 1.7e-06 1.25e-06 1.95e-06 1.3e-06 1.65e-06 2e-06 1.7e-06 1.55e-06
17 1.65e-06 2.05e-06 1.95e-06 1.35e-06 1.25e-06 1.15e-06 1.95e-06 1.45e-06 1.2e-06 1.95e-06 1.85e-06 1.2e-06 1.45e-06 1.4e-06 1.5e-06 1.55e-06 1.55e-06 1.9e-06 1.8e-06 2e-06 1.7e-06 1.2e-06 1.5e-06 1.7e-06 1.5e-06 2e-06 1.85e-06 1.2e-06 1.3e-06 1.6e-06 1.7e-06 1.6e-06 1.65e-06 1.6e-06 1.85e-06 1.65e-06 1.6e-06 1.4e-06 1.3e-06 2.2e-06 1.5e-06 1.95e-06 1.85e-06 1.8e-06 1.85e-06 1.45e-06 1.4e-06 9.5e-07 1.5e-06 1.5e-06 1.3e-06 1.3e-06 1.8e-06 1.75e-06 1.9e-06 1.6e-06 1.55e-06 1.95e-06 1.7e-06 1.25e-06 1.5e-06 2.3e-06 1.6e-06 2e-06 1.2e-06 1.2e-06 1.85e-06 1.5e-06 1.15e-06 1.5e-06 1.4e-06 1.25e-06 1.9e-06 1.35e-06 1.1e-06
18 2e-06 2.25e-06 2.25e-06 2.2e-06 1.65e-06 1.75e-06 1.8e-06 1.55e-06 1.95e-06 1.85e-06 1.4e-06 2.2e-06 1.55e-06 2.15e-06 2.15e-06 2.2e-06 1.95e-06 1.8e-06 2.3e-06 1.45e-06 2e-06 1.55e-06 2.05e-06 1.65e-06 1.75e-06 1.85e-06 2.15e-06 1.7e-06 1.95e-06 2.3e-06 2e-06 1.85e-06 1.95e-06 1.85e-06 2.35e-06 2.1e-06 1.35e-06 1.7e-06 1.85e-06 1.15e-06 1.8e-06 1.85e-06 2.45e-06 1.35e-06 2e-06 2.1e-06 1.7e-06 1.65e-06 1.9e-06 2.05e-06 1.35e-06 2.05e-06 1.55e-06 2.45e-06 2.4e-06 2.1e-06 2.2e-06 1.8e-06 2.3e-06 1.8e-06 2.05e-06 1.2e-06 2.2e-06 2.1e-06 1.65e-06 1.8e-06 2.4e-06 1.85e-06 1.7e-06 2.05e-06 1.85e-06 1.65e-06 1.6e-06 1.8e-06 1.6e-06
19 2.4e-06 1.85e-06 1.85e-06 2.15e-06 1.85e-06 2.2e-06 1.6e-06 1.7e-06 1.8e-06 1.6e-06 1.2e-06 2.2e-06 1.8e-06 2.15e-06 2.3e-06 2.2e-06 2.2e-06 2e-06 1.45e-06 1.8e-06 2.2e-06 1.95e-06 2.25e-06 1.8e-06 1.9e-06 1.15e-06 1.7e-06 1.95e-06 2.15e-06 2.35e-06 1.95e-06 1.6e-06 1.9e-06 2.05e-06 2.25e-06 2.15e-06 1.25e-06 1.35e-06 2.15e-06 9.5e-07 1.3e-06 1.65e-06 2.45e-06 1.45e-06 1.6e-06 2.15e-06 1.7e-06 1.75e-06 2.15e-06 2.1e-06 1.85e-06 1.9e-06 1.6e-06 2.45e-06 2.3e-06 2.1e-06 2.4e-06 1.55e-06 2.3e-06 2e-06 2.1e-06 9.5e-07 1.95e-06 1.7e-06 1.9e-06 1.95e-06 2.4e-06 1.95e-06 1.95e-06 2.15e-06 1.9e-06 1.9e-06 1.65e-06 2.1e-06 1.8e-06
20 1.65e-06 2.45e-06 2.35e-06 1.8e-06 1.3e-06 1.8e-06 2.3e-06 1.4e-06 1.45e-06 2.25e-06 2.15e-06 2.15e-06 1.45e-06 1.6e-06 1.45e-06 1.6e-06 1.5e-06 1.7e-06 2e-06 2.2e-06 2e-06 1.45e-06 1.1e-06 1.6e-06 1.4e-06 2.3e-06 2.3e-06 1.35e-06 1.2e-06 1.95e-06 1.2e-06 1.45e-06 1.15e-06 1.1e-06 1.65e-06 1.7e-06 1.75e-06 1.5e-06 1.25e-06 2.4e-06 1.8e-06 2.2e-06 1.8e-06 1.75e-06 1.55e-06 1.65e-06 1.5e-06 1.1e-06 1.2e-06 1.75e-06 1.3e-06 1.55e-06 1.8e-06 2e-06 1.7e-06 1.55e-06 1.45e-06 2.35e-06 1.8e-06 1.65e-06 1.55e-06 2.5e-06 1.7e-06 1.95e-06 1.25e-06 1.35e-06 1.75e-06 1.3e-06 1.5e-06 1.7e-06 1.05e-06 1.3e-06 1.75e-06 1.5e-06 1.1e-06
21 1.25e-06 2.05e-06 1.95e-06 1.3e-06 1e-06 1.15e-06 1.95e-06 1.25e-06 1.15e-06 1.95e-06 1.8e-06 1.5e-06 1.1e-06 1.25e-06 1.25e-06 1.4e-06 1.45e-06 1.2e-06 1.55e-06 1.95e-06 1.45e-06 1.5e-06 1.25e-06 1.35e-06 1.15e-06 1.95e-06 1.85e-06 8.5e-07 1.05e-06 1.5e-06 1.55e-06 1.4e-06 1.5e-06 1.35e-06 1.8e-06 1.45e-06 1.55e-06 1.3e-06 9.5e-07 2.2e-06 1.4e-06 1.95e-06 1.7e-06 1.6e-06 1.75e-06 1.25e-06 1.4e-06 8e-07 1.2e-06 1.25e-06 8.5e-07 1.25e-06 1.65e-06 1.6e-06 1.85e-06 1.45e-06 1.3e-06 1.95e-06 1.55e-06 1.15e-06 1.3e-06 2.3e-06 1.5e-06 1.8e-06 9.5e-07 1e-06 1.7e-06 1.2e-06 1.05e-06 1.25e-06 1.3e-06 9.5e-07 1.75e-06 9.5e-07 8.5e-07
22 1.4e-06 2.35e-06 2.2e-06 1.45e-06 1.2e-06 1.65e-06 2.2e-06 1.25e-06 1.1e-06 2.1e-06 2.2e-06 1.95e-06 1.1e-06 1.4e-06 7.5e-07 1e-06 1.5e-06 1.5e-06 2.05e-06 2.25e-06 1.1e-06 1.25e-06 3e-07 1.55e-06 9e-07 2.35e-06 2.15e-06 1.05e-06 5.5e-07 1.65e-06 8e-07 1e-06 7.5e-07 1e-06 1.5e-06 1.5e-06 1.6e-06 1.35e-06 9e-07 2.45e-06 1.65e-06 2.05e-06 1.2e-06 1.7e-06 1.55e-06 1.3e-06 1.55e-06 7e-07 6.5e-07 1.45e-06 1.25e-06 1.2e-06 1.8e-06 1.65e-06 1.55e-06 1.6e-06 7.5e-07 2.25e-06 1.7e-06 1.5e-06 1.3e-06 2.6e-06 1.15e-06 2e-06 9.5e-07 1.05e-06 1.25e-06 7.5e-07 1.35e-06 1.4e-06 8.5e-07 1e-06 1.3e-06 1.15e-06 7.5e-07
23 1.45e-06 1.95e-06 1.9e-06 1.7e-06 1.25e-06 1.7e-06 1.95e-06 1.55e-06 1.5e-06 1.9e-06 1.9e-06 2e-06 1.5e-06 1.5e-06 1.55e-06 1.75e-06 1.8e-06 1.7e-06 1.65e-06 1.8e-06 1.6e-06 1.35e-06 1.55e-06 1.8e-06 1.45e-06 1.8e-06 1.8e-06 1.15e-06 1.35e-06 1.8e-06 1.8e-06 1.6e-06 1.75e-06 1.65e-06 2.1e-06 1.7e-06 1.5e-06 1.55e-06 1.1e-06 1.75e-06 1.55e-06 1.9e-06 1.95e-06 1.5e-06 2e-06 1.6e-06 1.75e-06 1.15e-06 1.5e-06 1.65e-06 1.3e-06 1.6e-06 1.45e-06 1.85e-06 2.15e-06 1.85e-06 1.6e-06 1.95e-06 1.7e-06 1.5e-06 1.6e-06 1.8e-06 1.75e-06 2.05e-06 1.4e-06 1.25e-06 1.95e-06 1.4e-06 1.4e-06 1.65e-06 1.65e-06 1.35e-06 1.65e-06 1.3e-06 1.25e-06
24 1.25e-06 2.2e-06 2.15e-06 1.4e-06 1.2e-06 1.35e-06 1.95e-06 1.25e-06 1.25e-06 2.05e-06 2e-06 1.85e-06 9e-07 1.4e-06 1.15e-06 1.2e-06 1.7e-06 1.5e-06 1.75e-06 1.9e-06 1.4e-06 1.15e-06 9e-07 1.45e-06 1.2e-06 2e-06 2e-06 8.5e-07 1e-06 1.6e-06 1.15e-06 1.2e-06 1.1e-06 1.3e-06 1.85e-06 1.5e-06 1.55e-06 1.3e-06 1.1e-06 2.2e-06 1.3e-06 2.1e-06 1.6e-06 1.6e-06 1.7e-06 1.35e-06 1.7e-06 9.5e-07 1e-06 1.2e-06 1e-06 1.35e-06 1.75e-06 1.8e-06 1.9e-06 1.75e-06 1.25e-06 1.9e-06 1.85e-06 1.4e-06 1.4e-06 2.25e-06 1.2e-06 1.75e-06 9.5e-07 1.05e-06 1.55e-06 8.5e-07 1.35e-06 1.25e-06 1.3e-06 8.5e-07 1.6e-06 9e-07 9e-07
