 slim_762012133 slim_762012107 slim_762012112 slim_762012120 slim_762012145 slim_762012111 slim_762012125 slim_762012137 slim_762012127 slim_762012132 slim_762012109 slim_762012122 slim_762012128 slim_762012106 slim_762012140 slim_762012136 slim_762012117 slim_762012141 slim_762012126 slim_762012116 slim_762012108 slim_762012138 slim_762012105 slim_762012139 slim_762012142 slim_762012113 slim_762012118 slim_762012143 slim_762012110 slim_762012134 slim_762012124 slim_762012129 slim_762012119 slim_762012114 slim_762012115 slim_762012121 slim_762012144 slim_762012123 slim_762012131 slim_762012130 slim_762012135
0 1.5e-06 2.6e-06 2.25e-06 2e-06 2.75e-06 1.8e-06 1.95e-06 2.45e-06 1.6e-06 2.3e-06 2.1e-06 1.45e-06 1.85e-06 2.55e-06 2.1e-06 1.95e-06 2.65e-06 2.15e-06 1.35e-06 2.65e-06 2.45e-06 2.55e-06 2.4e-06 2.25e-06 2e-06 2.15e-06 2.25e-06 2.45e-06 1.85e-06 1.65e-06 1.75e-06 1.75e-06 1.5e-06 2.9e-06 2.85e-06 2.35e-06 2.75e-06 8e-07 2.9e-06 2.55e-06 2.55e-06
1 2.6e-06 3.5e-06 2e-06 2.15e-06 2.2e-06 2.05e-06 2.2e-06 1.95e-06 2.25e-06 2.4e-06 2.15e-06 2.2e-06 2.05e-06 1.9e-06 1.95e-06 2.2e-06 2.05e-06 1.95e-06 2.3e-06 2.45e-06 2.45e-06 3.15e-06 2.5e-06 3.1e-06 2.25e-06 2.6e-06 2e-06 2.6e-06 2.05e-06 2.25e-06 2.95e-06 2.65e-06 2.2e-06 2.2e-06 1.95e-06 2.05e-06 2.5e-06 2.6e-06 3.05e-06 2.1e-06 2e-06
2 2.25e-06 2e-06 2.3e-06 1.55e-06 2.35e-06 1.15e-06 2.05e-06 2e-06 2.2e-06 2.3e-06 1.75e-06 2.35e-06 1.6e-06 1.9e-06 1.4e-06 2.05e-06 2.3e-06 1.85e-06 2.4e-06 2.4e-06 2.9e-06 3.15e-06 2.2e-06 2.85e-06 1.95e-06 2.55e-06 1.45e-06 2.4e-06 1.5e-06 1.95e-06 2.75e-06 2.25e-06 2.1e-06 2.3e-06 1.7e-06 2.15e-06 2.5e-06 2.2e-06 2.9e-06 2.25e-06 1.95e-06
3 2e-06 2.15e-06 1.55e-06 1.9e-06 2.75e-06 1.1e-06 2.35e-06 2e-06 2.05e-06 2.15e-06 1.95e-06 2.2e-06 1.45e-06 2.4e-06 1.65e-06 2.35e-06 2.6e-06 2.1e-06 1.9e-06 2.75e-06 2.65e-06 3.25e-06 2.55e-06 2.55e-06 2.25e-06 2.25e-06 1.65e-06 2.45e-06 1.3e-06 1.4e-06 2.85e-06 2.05e-06 1.9e-06 2.7e-06 1.75e-06 2.15e-06 2.9e-06 2.3e-06 3.05e-06 2.3e-06 1.95e-06
4 2.75e-06 2.2e-06 2.35e-06 2.75e-06 1.6e-06 2.75e-06 2.2e-06 2e-06 2.35e-06 2.65e-06 1.85e-06 2.4e-06 2.35e-06 1.7e-06 2.25e-06 2.2e-06 1.55e-06 1.75e-06 2.75e-06 2.15e-06 2.3e-06 2.4e-06 2.4e-06 3e-06 1.7e-06 2.5e-06 2.1e-06 2.35e-06 2.55e-06 2.6e-06 2.5e-06 2.65e-06 1.95e-06 8.5e-07 1.65e-06 1.3e-06 1.25e-06 2.45e-06 2.4e-06 1.95e-06 1.5e-06
5 1.8e-06 2.05e-06 1.15e-06 1.1e-06 2.75e-06 7e-07 2.25e-06 2.2e-06 1.85e-06 2.25e-06 1.55e-06 2e-06 1.45e-06 2.55e-06 1.3e-06 2.25e-06 2.7e-06 2.35e-06 1.75e-06 2.85e-06 2.7e-06 3.35e-06 2.4e-06 2.6e-06 1.95e-06 2.25e-06 1.45e-06 2.25e-06 1e-06 1.5e-06 2.75e-06 2.05e-06 1.8e-06 2.7e-06 1.8e-06 2.2e-06 2.9e-06 2e-06 3.1e-06 2.25e-06 2.05e-06
6 1.95e-06 2.2e-06 2.05e-06 2.35e-06 2.2e-06 2.25e-06 2.6e-06 1.75e-06 2.2e-06 2.15e-06 2.2e-06 2.05e-06 1.9e-06 1.45e-06 1.85e-06 1.35e-06 1.8e-06 1.45e-06 2.5e-06 1.9e-06 2.85e-06 2.7e-06 1.8e-06 2.85e-06 1.85e-06 2.55e-06 1.95e-06 2.55e-06 2.25e-06 2.2e-06 2.15e-06 2.25e-06 2e-06 2.2e-06 2.25e-06 2.25e-06 2.25e-06 1.45e-06 2.75e-06 2.05e-06 2.15e-06
7 2.45e-06 1.95e-06 2e-06 2e-06 2e-06 2.2e-06 1.75e-06 2e-06 2.5e-06 2e-06 2.1e-06 2.35e-06 1.85e-06 1.15e-06 1.8e-06 1.8e-06 1.5e-06 1.4e-06 2.5e-06 1.95e-06 2.6e-06 2.6e-06 2.1e-06 2.8e-06 2.1e-06 2.4e-06 1.65e-06 2.45e-06 1.7e-06 1.65e-06 2.6e-06 2.5e-06 1.95e-06 1.95e-06 1.8e-06 1.65e-06 2.05e-06 2.45e-06 2.65e-06 1.55e-06 1.5e-06
8 1.6e-06 2.25e-06 2.2e-06 2.05e-06 2.35e-06 1.85e-06 2.2e-06 2.5e-06 2.7e-06 2.55e-06 2e-06 1.45e-06 1.95e-06 2.7e-06 2.15e-06 2.2e-06 2.5e-06 2.3e-06 1.5e-06 2.8e-06 2.05e-06 2.85e-06 2.5e-06 2.6e-06 1.75e-06 2.15e-06 2.35e-06 2.35e-06 1.9e-06 1.9e-06 2.2e-06 2.1e-06 1.65e-06 2.4e-06 2.4e-06 2.05e-06 2.6e-06 1.4e-06 2.9e-06 2.45e-06 2.2e-06
9 2.3e-06 2.4e-06 2.3e-06 2.15e-06 2.65e-06 2.25e-06 2.15e-06 2e-06 2.55e-06 3.6e-06 2.45e-06 2.45e-06 2.1e-06 2e-06 2.15e-06 2.15e-06 2.3e-06 2.05e-06 2.5e-06 2e-06 3.05e-06 3.2e-06 2.05e-06 2.5e-06 2.5e-06 2.7e-06 2.15e-06 2.4e-06 2.2e-06 2.1e-06 2.85e-06 2e-06 2.25e-06 2.65e-06 2.4e-06 2.4e-06 2.75e-06 2.35e-06 3.2e-06 2.3e-06 2.3e-06
