 slim_762033440 slim_762033441 slim_762033444 slim_762033456 slim_762033452 slim_762033419 slim_762033429 slim_762033434 slim_762033435 slim_762033422 slim_762033448 slim_762033430 slim_762033428 slim_762033447 slim_762033458 slim_762033421 slim_762033455 slim_762033432 slim_762033459 slim_762033445 slim_762033433 slim_762033420 slim_762033446 slim_762033425 slim_762033451 slim_762033454 slim_762033438 slim_762033439 slim_762033418 slim_762033423 slim_762033442 slim_762033424 slim_762033457 slim_762033431 slim_762033443 slim_762033427 slim_762033436 slim_762033450 slim_762033426 slim_762033437 slim_762033453 slim_762033449
10 2.1e-06 1.8e-06 2.1e-06 1.5e-06 1.85e-06 1.7e-06 1.9e-06 2e-06 1.65e-06 2e-06 1.4e-06 1.9e-06 1.65e-06 1.2e-06 1.75e-06 1.95e-06 1.95e-06 1.8e-06 1.5e-06 1.7e-06 1.75e-06 2.05e-06 1.45e-06 1.5e-06 1.5e-06 2.25e-06 1.5e-06 1.85e-06 1.75e-06 1.85e-06 2.15e-06 1.35e-06 1.75e-06 1.8e-06 2e-06 1.75e-06 1.55e-06 1.85e-06 1.2e-06 1.5e-06 2.1e-06 1.3e-06
11 1.3e-06 1.3e-06 8.5e-07 1.65e-06 8.5e-07 1.7e-06 5.5e-07 1.6e-06 1.55e-06 1.35e-06 1.9e-06 1.1e-06 1.65e-06 1.95e-06 1.6e-06 1.2e-06 1.9e-06 1.7e-06 1.8e-06 1.95e-06 1.45e-06 1.2e-06 1.2e-06 1.25e-06 1.35e-06 1.15e-06 1.65e-06 1.5e-06 1.65e-06 1.6e-06 7e-07 1.5e-06 1.35e-06 1.75e-06 1.1e-06 1.5e-06 2.1e-06 1.6e-06 1.7e-06 1.6e-06 1.05e-06 2.05e-06
12 1.8e-06 1.75e-06 1.85e-06 1.45e-06 1.65e-06 1.9e-06 1.65e-06 1.4e-06 1.85e-06 1.55e-06 1.65e-06 1.65e-06 1.7e-06 1.95e-06 2e-06 1.65e-06 1.65e-06 1.2e-06 1.35e-06 2.25e-06 1.35e-06 1.8e-06 1.75e-06 1.8e-06 8.5e-07 1.75e-06 1.7e-06 1.65e-06 1.15e-06 1.75e-06 1.8e-06 1.75e-06 1.85e-06 2e-06 1.65e-06 1.95e-06 1.9e-06 1.9e-06 1.85e-06 1.85e-06 1.85e-06 2.05e-06
13 2.45e-06 2.2e-06 2.1e-06 1.65e-06 2.05e-06 1.75e-06 1.95e-06 2.2e-06 1.55e-06 2.2e-06 1.2e-06 1.95e-06 1.95e-06 1.8e-06 1.25e-06 2.3e-06 2.15e-06 2.05e-06 1.55e-06 1.2e-06 2.05e-06 1.95e-06 1.5e-06 1.55e-06 1.9e-06 2e-06 1.8e-06 2.1e-06 2e-06 1.8e-06 1.9e-06 1.5e-06 1.5e-06 1.5e-06 2.3e-06 1.5e-06 1.6e-06 1.5e-06 1.3e-06 1.7e-06 1.95e-06 1.1e-06
14 2.25e-06 2.25e-06 1.7e-06 1.75e-06 1.8e-06 1.9e-06 1.6e-06 1.95e-06 1.6e-06 2.25e-06 1.75e-06 1.6e-06 2e-06 1.25e-06 1e-06 2.1e-06 2.15e-06 2.15e-06 1.5e-06 1.1e-06 2.3e-06 1.65e-06 1.65e-06 1.7e-06 2.1e-06 1.5e-06 1.8e-06 1.85e-06 2.1e-06 1.6e-06 1.15e-06 1.85e-06 1.05e-06 1.55e-06 1.95e-06 1.15e-06 1.7e-06 1.15e-06 1.3e-06 1.95e-06 1.4e-06 1.3e-06
15 1e-06 1.35e-06 1.4e-06 1.85e-06 1.15e-06 1.95e-06 1.2e-06 1.6e-06 1.9e-06 1.2e-06 1.95e-06 1.2e-06 1.65e-06 2.3e-06 2.1e-06 1.6e-06 1.55e-06 1.75e-06 1.85e-06 2.4e-06 1.65e-06 1.6e-06 1.75e-06 1.8e-06 1.5e-06 1.15e-06 1.7e-06 1.55e-06 1.7e-06 1.55e-06 1.4e-06 1.75e-06 1.75e-06 2.1e-06 1.45e-06 1.85e-06 2.1e-06 2.05e-06 1.85e-06 1.8e-06 1.45e-06 2.4e-06
16 1.7e-06 2.2e-06 2.2e-06 2.1e-06 1.95e-06 2.25e-06 1.9e-06 1.8e-06 2.15e-06 1.5e-06 1.95e-06 1.9e-06 1.65e-06 2.15e-06 2.15e-06 1.55e-06 1.5e-06 1.7e-06 1.65e-06 2.35e-06 2.15e-06 2.15e-06 2e-06 2.05e-06 1.95e-06 1.55e-06 2.05e-06 2.3e-06 1.65e-06 1.55e-06 2e-06 2.15e-06 2.05e-06 2.3e-06 2.15e-06 2.25e-06 1.5e-06 2.35e-06 2e-06 2.15e-06 2.2e-06 2.25e-06
17 1.9e-06 1.75e-06 2e-06 1.85e-06 1.75e-06 1.95e-06 1.7e-06 1.6e-06 1.85e-06 1.35e-06 1.8e-06 1.7e-06 1.2e-06 2.05e-06 2.15e-06 1.75e-06 1.7e-06 2.1e-06 1.6e-06 2.45e-06 1.5e-06 1.75e-06 1.8e-06 1.85e-06 1.35e-06 1.8e-06 1.95e-06 1.95e-06 1.05e-06 1.9e-06 1.9e-06 1.85e-06 2.05e-06 2e-06 1.9e-06 2.15e-06 2.1e-06 2.15e-06 2.15e-06 1.95e-06 2e-06 2.15e-06
18 1.95e-06 2.15e-06 1.9e-06 1.4e-06 1.75e-06 1.7e-06 1.8e-06 1.45e-06 1.7e-06 2e-06 1.5e-06 1.8e-06 1.35e-06 1.55e-06 1.5e-06 1.85e-06 1.65e-06 1.6e-06 1.7e-06 1.35e-06 2.1e-06 2.15e-06 1.8e-06 1.85e-06 1.75e-06 1.75e-06 1.5e-06 1.5e-06 1.55e-06 1.45e-06 1.9e-06 1.75e-06 1.4e-06 1.9e-06 2e-06 1.55e-06 1.3e-06 1.65e-06 1.05e-06 1.85e-06 1.9e-06 1.65e-06
19 2.45e-06 2.55e-06 1.95e-06 1.65e-06 2e-06 1.85e-06 1.95e-06 2.15e-06 1.55e-06 2.65e-06 1.7e-06 1.95e-06 2.25e-06 1.2e-06 1.1e-06 2.4e-06 2.35e-06 2.45e-06 1.35e-06 6e-07 2.65e-06 2.3e-06 1.9e-06 1.95e-06 2.4e-06 1.9e-06 1.75e-06 1.85e-06 2.4e-06 1.55e-06 1.85e-06 1.85e-06 1.25e-06 1.7e-06 2.35e-06 1.25e-06 1.4e-06 1.2e-06 9.5e-07 2.05e-06 1.85e-06 1.4e-06
20 1.8e-06 1.1e-06 1.65e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06 1.95e-06 1.55e-06 1.35e-06 1.75e-06 1.45e-06 1.35e-06 2.05e-06 2.3e-06 1.65e-06 2.15e-06 1.5e-06 2.1e-06 2.65e-06 1.3e-06 1.2e-06 1.6e-06 1.65e-06 6.5e-07 1.8e-06 1.8e-06 1.9e-06 1.45e-06 2.1e-06 1.7e-06 1.5e-06 2e-06 1.65e-06 1.6e-06 2e-06 2.45e-06 2e-06 2.2e-06 1.7e-06 1.65e-06 2.15e-06
21 1.75e-06 1.25e-06 1.45e-06 1.9e-06 1.35e-06 1.65e-06 1.2e-06 1.95e-06 1.45e-06 1.45e-06 2.05e-06 1.2e-06 1.8e-06 1.95e-06 1.65e-06 1.6e-06 2.15e-06 1.75e-06 2.15e-06 2.3e-06 1.2e-06 1.8e-06 1.55e-06 1.6e-06 1.4e-06 1.4e-06 1.95e-06 1.95e-06 1.7e-06 1.95e-06 1.1e-06 1.7e-06 1.6e-06 1.5e-06 1.6e-06 1.75e-06 2.45e-06 1.75e-06 2.15e-06 1.8e-06 1.25e-06 2.05e-06
22 1.9e-06 1.7e-06 1.45e-06 1.7e-06 1.55e-06 1.75e-06 1.2e-06 1.95e-06 1.6e-06 1.65e-06 1.45e-06 1.2e-06 1.75e-06 1.5e-06 1.65e-06 1.75e-06 2e-06 1.8e-06 1.8e-06 1.9e-06 1.6e-06 1.55e-06 2.2e-06 1.15e-06 1.5e-06 1.7e-06 1.8e-06 1.95e-06 1.75e-06 1.8e-06 1.25e-06 1.45e-06 1.6e-06 1.75e-06 1.6e-06 1.75e-06 1.95e-06 1.8e-06 1.65e-06 1.55e-06 1.65e-06 1.6e-06
23 1.95e-06 1.75e-06 1.5e-06 1.75e-06 1.6e-06 1.8e-06 1.25e-06 2e-06 1.65e-06 1.7e-06 1.5e-06 1.25e-06 1.8e-06 1.55e-06 1.7e-06 1.8e-06 2.05e-06 1.85e-06 1.85e-06 1.95e-06 1.65e-06 1.6e-06 1.15e-06 2.3e-06 1.55e-06 1.75e-06 1.85e-06 2e-06 1.8e-06 1.85e-06 1.3e-06 1.5e-06 1.65e-06 1.8e-06 1.65e-06 1.8e-06 2e-06 1.85e-06 1.7e-06 1.6e-06 1.7e-06 1.65e-06
24 1.65e-06 1.25e-06 1.45e-06 1.05e-06 1.3e-06 1.65e-06 1.35e-06 1.65e-06 1.65e-06 1.35e-06 1.5e-06 1.35e-06 8.5e-07 1.9e-06 2.1e-06 1.5e-06 1.95e-06 1.35e-06 1.75e-06 2.4e-06 6.5e-07 1.4e-06 1.5e-06 1.55e-06 0.0 1.7e-06 1.45e-06 1.55e-06 1.3e-06 1.85e-06 1.55e-06 1.35e-06 1.75e-06 1.8e-06 1.25e-06 1.75e-06 2.15e-06 1.7e-06 1.85e-06 1.55e-06 1.45e-06 2e-06
25 1.25e-06 1.65e-06 1.3e-06 1.85e-06 1.25e-06 1.9e-06 1.15e-06 1.65e-06 1.7e-06 1.3e-06 2.25e-06 1.15e-06 1.75e-06 2e-06 1.5e-06 1.15e-06 1.55e-06 1.8e-06 1.75e-06 1.9e-06 1.8e-06 1.4e-06 1.7e-06 1.75e-06 1.7e-06 1.6e-06 1.8e-06 1.7e-06 1.75e-06 1.35e-06 1.05e-06 1.8e-06 1.4e-06 1.8e-06 1.6e-06 1.5e-06 2e-06 1.6e-06 1.85e-06 1.9e-06 1.2e-06 2.1e-06
26 1.7e-06 1.75e-06 1.65e-06 1.4e-06 1.55e-06 1.7e-06 1.65e-06 1.85e-06 1.75e-06 1.95e-06 1.5e-06 1.65e-06 1.7e-06 1.8e-06 1.8e-06 1.7e-06 2.05e-06 1.95e-06 1.5e-06 1.75e-06 1.8e-06 1.95e-06 1.8e-06 1.85e-06 1.45e-06 1.8e-06 2.3e-06 1.45e-06 1.9e-06 1.7e-06 1.8e-06 1.6e-06 1.5e-06 1.95e-06 1.75e-06 1.55e-06 1.75e-06 1.8e-06 1.25e-06 1.8e-06 1.65e-06 1.9e-06
27 1.4e-06 1.65e-06 1.5e-06 1.55e-06 1.3e-06 1.85e-06 1.5e-06 1.55e-06 1.85e-06 2.05e-06 1.85e-06 1.5e-06 1.65e-06 2.1e-06 1.85e-06 1.55e-06 2.3e-06 1.95e-06 1.5e-06 1.85e-06 1.9e-06 1.95e-06 1.95e-06 2e-06 1.55e-06 1.7e-06 1.45e-06 1.9e-06 1.9e-06 1.8e-06 1.7e-06 1.7e-06 1.55e-06 2.1e-06 1.5e-06 1.55e-06 2e-06 1.75e-06 1.35e-06 1.8e-06 1.5e-06 2.2e-06
28 1.85e-06 1.7e-06 1.95e-06 1.8e-06 1.7e-06 1.9e-06 1.65e-06 1.55e-06 1.8e-06 1.3e-06 1.75e-06 1.65e-06 1.15e-06 2e-06 2.1e-06 1.7e-06 1.65e-06 1.05e-06 1.55e-06 2.4e-06 1.45e-06 1.7e-06 1.75e-06 1.8e-06 1.3e-06 1.75e-06 1.9e-06 1.9e-06 2e-06 1.85e-06 1.85e-06 1.8e-06 2e-06 1.95e-06 1.85e-06 2.1e-06 2.05e-06 2.1e-06 2.1e-06 1.9e-06 1.95e-06 2.1e-06
29 1.65e-06 2.05e-06 1.7e-06 1.7e-06 1.65e-06 1.9e-06 1.6e-06 1.75e-06 1.75e-06 1.7e-06 1.85e-06 1.6e-06 1.75e-06 1.8e-06 1.6e-06 1.55e-06 1.55e-06 1.9e-06 1.45e-06 1.55e-06 2.1e-06 1.95e-06 1.8e-06 1.85e-06 1.85e-06 1.35e-06 1.7e-06 1.8e-06 1.85e-06 2.5e-06 1.6e-06 1.85e-06 1.5e-06 1.95e-06 1.9e-06 1.6e-06 1.6e-06 1.7e-06 1.45e-06 1.95e-06 1.7e-06 1.9e-06
30 1.55e-06 1.6e-06 9e-07 1.8e-06 1.15e-06 1.9e-06 7e-07 1.7e-06 1.65e-06 1.55e-06 2.15e-06 7e-07 1.8e-06 1.9e-06 1.15e-06 1.4e-06 2e-06 1.9e-06 1.9e-06 1.85e-06 1.7e-06 1.1e-06 1.25e-06 1.3e-06 1.55e-06 1.05e-06 1.8e-06 1.7e-06 1.85e-06 1.6e-06 7e-07 1.8e-06 1.15e-06 1.7e-06 1.1e-06 1.45e-06 2.2e-06 1.45e-06 1.8e-06 1.8e-06 9.5e-07 2e-06
31 1.85e-06 1.55e-06 1.45e-06 1.5e-06 1.45e-06 1.6e-06 1.5e-06 2e-06 1.55e-06 1.75e-06 1.35e-06 1.5e-06 1.75e-06 1.5e-06 1.85e-06 1.75e-06 2.15e-06 1.85e-06 1.75e-06 1.85e-06 1.5e-06 1.7e-06 1.45e-06 1.5e-06 1.35e-06 1.8e-06 1.6e-06 1.7e-06 1.8e-06 1.85e-06 1.8e-06 2.1e-06 1.65e-06 1.75e-06 1.9e-06 1.45e-06 1.85e-06 1.75e-06 1.5e-06 1.5e-06 1.45e-06 1.6e-06
32 1.85e-06 1.9e-06 1.4e-06 1.45e-06 1.4e-06 1.65e-06 1.35e-06 1.75e-06 1.55e-06 2e-06 1.75e-06 1.35e-06 1.85e-06 1.5e-06 1.05e-06 1.75e-06 2.05e-06 2.05e-06 1.4e-06 1.25e-06 2e-06 1.6e-06 1.6e-06 1.65e-06 1.75e-06 1.4e-06 1.5e-06 1.55e-06 2e-06 1.5e-06 1.15e-06 1.65e-06 1.9e-06 1.65e-06 1.7e-06 1.2e-06 1.65e-06 1.3e-06 1.1e-06 1.75e-06 1.25e-06 1.6e-06
33 2.25e-06 1.75e-06 1.9e-06 1.85e-06 1.85e-06 1.65e-06 1.75e-06 2.2e-06 1.5e-06 1.95e-06 1.8e-06 1.75e-06 2e-06 1.5e-06 1.55e-06 2.1e-06 2.3e-06 2e-06 1.9e-06 1.7e-06 1.65e-06 1.5e-06 1.75e-06 1.8e-06 1.8e-06 1.8e-06 1.95e-06 2.1e-06 1.95e-06 1.95e-06 1.7e-06 1.75e-06 1.65e-06 2.8e-06 2.1e-06 1.65e-06 2.1e-06 1.65e-06 1.8e-06 1.95e-06 1.75e-06 1.7e-06
34 1.45e-06 1.55e-06 1.25e-06 1.75e-06 1.35e-06 2.05e-06 1.1e-06 1.75e-06 1.95e-06 1.7e-06 2e-06 1.1e-06 1.65e-06 2.3e-06 1.95e-06 1.45e-06 2.15e-06 1.9e-06 2e-06 2.35e-06 1.6e-06 1.6e-06 1.6e-06 1.65e-06 1.25e-06 1.6e-06 1.75e-06 1.5e-06 1.85e-06 1.9e-06 1.1e-06 1.9e-06 1.7e-06 2.1e-06 1.9e-06 1.85e-06 2.35e-06 1.85e-06 1.9e-06 1.9e-06 1.45e-06 2.4e-06
35 1.95e-06 1.9e-06 1.35e-06 1.5e-06 1.5e-06 1.7e-06 1.5e-06 1.95e-06 1.55e-06 2.1e-06 1.75e-06 1.5e-06 1.95e-06 1.5e-06 1.15e-06 1.85e-06 2.25e-06 2.15e-06 1.55e-06 1.25e-06 2e-06 1.75e-06 1.75e-06 1.8e-06 1.75e-06 1.5e-06 1.55e-06 1.55e-06 2.1e-06 1.6e-06 1.45e-06 1.45e-06 1.2e-06 1.65e-06 1.85e-06 1.9e-06 1.7e-06 1.25e-06 1.25e-06 1.85e-06 1.2e-06 1.55e-06
36 2.2e-06 2.45e-06 2.15e-06 1.7e-06 2.05e-06 1.95e-06 2.1e-06 1.95e-06 1.9e-06 2.25e-06 1.55e-06 2.1e-06 1.9e-06 1.6e-06 1.7e-06 2.1e-06 1.5e-06 2.1e-06 1.3e-06 1.4e-06 2.45e-06 2.45e-06 1.95e-06 2e-06 2.15e-06 2e-06 1.75e-06 2e-06 2.05e-06 1.6e-06 2.2e-06 1.85e-06 1.65e-06 2.1e-06 2.35e-06 1.7e-06 1.9e-06 1.9e-06 1.15e-06 2e-06 2.15e-06 1.7e-06
37 2.15e-06 2.05e-06 1.65e-06 1.6e-06 1.7e-06 1.85e-06 1.6e-06 2.05e-06 1.55e-06 2.2e-06 1.85e-06 1.6e-06 1.9e-06 1.5e-06 1.15e-06 2.05e-06 2.35e-06 2.15e-06 1.65e-06 1.2e-06 2e-06 1.75e-06 1.8e-06 1.85e-06 1.7e-06 1.6e-06 1.8e-06 1.75e-06 2.1e-06 1.7e-06 1.45e-06 1.75e-06 1.3e-06 1.65e-06 1.85e-06 1.25e-06 1.9e-06 1.8e-06 1.45e-06 2e-06 1.45e-06 1.6e-06
38 1.9e-06 2e-06 1.7e-06 1.2e-06 1.5e-06 1.5e-06 1.7e-06 1.7e-06 1.55e-06 2.3e-06 1.2e-06 1.7e-06 1.85e-06 1.3e-06 1.3e-06 1.85e-06 2e-06 2.15e-06 1.05e-06 9.5e-07 2.2e-06 2.15e-06 1.65e-06 1.7e-06 1.85e-06 1.85e-06 1.25e-06 1.35e-06 2.1e-06 1.45e-06 1.8e-06 1.5e-06 1.1e-06 1.8e-06 1.9e-06 1.25e-06 1.15e-06 1.45e-06 7e-07 1.55e-06 1.7e-06 1.4e-06
39 1.85e-06 1.7e-06 1.8e-06 1.7e-06 1.35e-06 1.8e-06 1.6e-06 1.75e-06 1.75e-06 1.85e-06 1.5e-06 1.6e-06 1.85e-06 1.7e-06 1.95e-06 1.8e-06 2.15e-06 1.95e-06 1.85e-06 2.05e-06 1.7e-06 1.8e-06 1.55e-06 1.6e-06 1.55e-06 1.9e-06 1.8e-06 1.8e-06 1.9e-06 1.95e-06 1.8e-06 1.5e-06 1.75e-06 1.95e-06 1.9e-06 1.85e-06 2e-06 2e-06 1.55e-06 2.5e-06 1.8e-06 1.8e-06
40 1.55e-06 1.5e-06 9.5e-07 1.65e-06 1.1e-06 1.8e-06 1.05e-06 1.8e-06 1.6e-06 1.7e-06 2.1e-06 1.05e-06 1.85e-06 1.95e-06 1.4e-06 1.45e-06 2.2e-06 2e-06 1.9e-06 1.85e-06 1.65e-06 1.25e-06 1.65e-06 1.7e-06 1.45e-06 1.2e-06 1.65e-06 1.5e-06 1.95e-06 1.7e-06 9.5e-07 1.45e-06 1.25e-06 1.75e-06 1.45e-06 1.2e-06 2.15e-06 1.45e-06 1.7e-06 1.8e-06 1.5e-06 2.05e-06
41 2.55e-06 2.3e-06 2.2e-06 1.75e-06 2.15e-06 1.85e-06 2.05e-06 2.3e-06 1.65e-06 2.3e-06 1.3e-06 2.05e-06 2.05e-06 1.1e-06 1.3e-06 2.4e-06 2.25e-06 2.15e-06 1.65e-06 1.4e-06 2.15e-06 2.05e-06 1.6e-06 1.65e-06 2e-06 2.1e-06 1.9e-06 2.2e-06 2.1e-06 1.9e-06 2e-06 1.6e-06 1.6e-06 1.7e-06 2.4e-06 1.55e-06 1.7e-06 1.6e-06 1.4e-06 1.8e-06 2.05e-06 2e-06
