 slim_762515204 slim_762515176 slim_762515205 slim_762515165 slim_762515201 slim_762515154 slim_762515186 slim_762515153 slim_762515188 slim_762515160 slim_762515166 slim_762515185 slim_762515203 slim_762515208 slim_762515152 slim_762515199 slim_762515171 slim_762515195 slim_762515147 slim_762515191 slim_762515167 slim_762515189 slim_762515180 slim_762515149 slim_762515169 slim_762515187 slim_762515148 slim_762515196 slim_762515161 slim_762515178 slim_762515158 slim_762515209 slim_762515192 slim_762515162 slim_762515177 slim_762515150 slim_762515168 slim_762515175 slim_762515206 slim_762515170 slim_762515182 slim_762515179 slim_762515198 slim_762515155 slim_762515172 slim_762515156 slim_762515174 slim_762515164 slim_762515207 slim_762515193 slim_762515163 slim_762515183 slim_762515173 slim_762515194 slim_762515181 slim_762515159 slim_762515190 slim_762515202 slim_762515151 slim_762515200 slim_762515157 slim_762515197 slim_762515184
0 2.6e-06 1.6e-06 1.75e-06 2.15e-06 2.2e-06 1.6e-06 2.15e-06 1.7e-06 1.5e-06 1.55e-06 1.55e-06 1.75e-06 1.35e-06 1.55e-06 1.8e-06 1.4e-06 1.55e-06 1.7e-06 1.85e-06 1.65e-06 1.6e-06 1.4e-06 1.45e-06 2.15e-06 1.45e-06 1.4e-06 1.4e-06 1.75e-06 1.9e-06 1.8e-06 1.9e-06 1.9e-06 1.5e-06 1.6e-06 1.85e-06 1.65e-06 1.55e-06 1.65e-06 1.45e-06 1.85e-06 1.6e-06 1.75e-06 1.55e-06 1.7e-06 1.5e-06 1.95e-06 2.35e-06 1.75e-06 2.35e-06 1.6e-06 1.8e-06 1.6e-06 1.8e-06 1.3e-06 1.9e-06 1.55e-06 1.55e-06 1.4e-06 1.4e-06 2.1e-06 1.75e-06 1.9e-06 1.8e-06
1 1.6e-06 7e-07 1.15e-06 1.8e-06 1.6e-06 1.05e-06 1.2e-06 1.5e-06 7.5e-07 9.5e-07 8.5e-07 1.65e-06 7.5e-07 1.05e-06 9e-07 1.2e-06 1e-06 1.15e-06 1.9e-06 1.5e-06 7.5e-07 1.25e-06 8.5e-07 2.3e-06 1.05e-06 1e-06 1.05e-06 1.15e-06 9.5e-07 1.85e-06 1.5e-06 1.75e-06 6.5e-07 1.1e-06 9e-07 1.5e-06 1e-06 9e-07 1.6e-06 1.9e-06 6e-07 1.75e-06 8.5e-07 8e-07 1.45e-06 1.15e-06 1.45e-06 8e-07 1.35e-06 1.2e-06 8.5e-07 1.25e-06 1.4e-06 1.65e-06 1.3e-06 9.5e-07 9.5e-07 1.25e-06 1.55e-06 2e-06 7e-07 1.05e-06 1.1e-06
2 1.75e-06 1.15e-06 2e-06 2.45e-06 1.6e-06 1.1e-06 1.55e-06 1.5e-06 1.4e-06 1.45e-06 1.45e-06 2.3e-06 1.4e-06 1.15e-06 1.4e-06 1.8e-06 1.15e-06 1.6e-06 2.1e-06 2.1e-06 1.2e-06 1.85e-06 1.4e-06 2.95e-06 1.65e-06 1.2e-06 1.65e-06 1.7e-06 1.3e-06 2.05e-06 1.9e-06 2.35e-06 1.35e-06 1.7e-06 1.65e-06 1.5e-06 1.05e-06 1.2e-06 1.75e-06 2.1e-06 1.15e-06 2.4e-06 1.35e-06 1.35e-06 1.2e-06 1.6e-06 1.9e-06 1.3e-06 1.8e-06 1.25e-06 1.35e-06 1.65e-06 1.95e-06 2.2e-06 1.8e-06 1.45e-06 1.45e-06 1.85e-06 1.7e-06 1.7e-06 1e-06 1.6e-06 1.6e-06
3 2.15e-06 1.8e-06 2.45e-06 2.5e-06 2.9e-06 2.35e-06 2.2e-06 2.2e-06 1.55e-06 1.75e-06 1.65e-06 1.55e-06 1.6e-06 2.25e-06 1.9e-06 1.55e-06 2.3e-06 2e-06 2.2e-06 1.6e-06 1.85e-06 1.55e-06 1.75e-06 1.45e-06 1.55e-06 2e-06 1.5e-06 1.75e-06 1.9e-06 1.9e-06 1.9e-06 1.65e-06 1.7e-06 1.35e-06 1.8e-06 2.2e-06 2.3e-06 2.3e-06 2.15e-06 1.9e-06 1.95e-06 1.3e-06 1.75e-06 2e-06 2.65e-06 1.95e-06 2.55e-06 1.65e-06 2.65e-06 2.2e-06 1.7e-06 1.9e-06 1.8e-06 1.55e-06 1.9e-06 1.75e-06 1.75e-06 1.55e-06 2.1e-06 3.2e-06 2.1e-06 2.15e-06 2e-06
4 2.2e-06 1.6e-06 1.6e-06 2.9e-06 2.9e-06 1.55e-06 1.85e-06 2e-06 1.85e-06 1.9e-06 1.9e-06 2.75e-06 1.85e-06 1.6e-06 1.85e-06 2.25e-06 1.6e-06 2.05e-06 2.55e-06 2.55e-06 1.65e-06 2.3e-06 1.85e-06 3.4e-06 2.1e-06 1.65e-06 2.1e-06 2.15e-06 1.85e-06 2.5e-06 2.4e-06 2.8e-06 1.8e-06 2.15e-06 2.1e-06 2e-06 1.5e-06 1.65e-06 2.2e-06 2.55e-06 1.6e-06 2.85e-06 1.8e-06 1.8e-06 1.65e-06 2.15e-06 1.75e-06 1.75e-06 1.65e-06 1.8e-06 1.8e-06 2.15e-06 2.4e-06 2.65e-06 2.35e-06 1.9e-06 1.9e-06 2.3e-06 2.15e-06 1.55e-06 1.5e-06 2.05e-06 1.8e-06
5 1.6e-06 1.05e-06 1.1e-06 2.35e-06 1.55e-06 1.7e-06 1.6e-06 1.65e-06 1.25e-06 1.3e-06 1.3e-06 2.15e-06 1.25e-06 1.05e-06 1.25e-06 1.65e-06 9.5e-07 1.45e-06 1.85e-06 2e-06 1.05e-06 1.7e-06 1.25e-06 2.8e-06 1.5e-06 1e-06 1.5e-06 1.6e-06 1.35e-06 1.85e-06 1.8e-06 2.25e-06 1.2e-06 1.6e-06 1.6e-06 1.6e-06 8.5e-07 1.05e-06 1.5e-06 1.9e-06 1e-06 2.25e-06 1.2e-06 1.2e-06 9e-07 1.65e-06 1.85e-06 1.2e-06 1.75e-06 1.3e-06 1.25e-06 1.55e-06 1.8e-06 2.05e-06 1.85e-06 1.3e-06 1.3e-06 1.7e-06 1.5e-06 1.55e-06 9e-07 1.45e-06 1.45e-06
6 2.15e-06 1.2e-06 1.55e-06 2.2e-06 1.85e-06 1.6e-06 2.1e-06 1.9e-06 1.25e-06 1.4e-06 1.35e-06 2.15e-06 1.35e-06 1.65e-06 1.15e-06 1.65e-06 1.7e-06 1.55e-06 2.5e-06 2e-06 1.2e-06 1.8e-06 1.4e-06 2.75e-06 1.55e-06 1.6e-06 1.5e-06 1.6e-06 1.1e-06 2.4e-06 1.9e-06 2.25e-06 1.3e-06 1.5e-06 1.6e-06 1.9e-06 1.55e-06 1.7e-06 2.15e-06 2.45e-06 1.2e-06 2.2e-06 1.3e-06 1.4e-06 2.15e-06 1.35e-06 1.6e-06 1.2e-06 1.6e-06 1.65e-06 1.25e-06 1.65e-06 1.95e-06 2.05e-06 1.55e-06 1.4e-06 1.4e-06 1.7e-06 2.1e-06 2.4e-06 1.1e-06 1.45e-06 1.3e-06
7 1.7e-06 1.5e-06 1.5e-06 2.2e-06 2e-06 1.65e-06 1.9e-06 2.1e-06 1.45e-06 1.6e-06 1.55e-06 2e-06 1.5e-06 1.5e-06 1.85e-06 1.65e-06 1.55e-06 1.95e-06 2e-06 1.9e-06 1.65e-06 1.35e-06 1.65e-06 2.5e-06 1.4e-06 1.35e-06 1.45e-06 1.8e-06 1.65e-06 1.95e-06 2.2e-06 2.15e-06 1.5e-06 1.45e-06 1.8e-06 1.1e-06 1.6e-06 1.55e-06 1.7e-06 2e-06 1.7e-06 1.9e-06 1.7e-06 1.8e-06 1.45e-06 1.7e-06 2.2e-06 1.7e-06 2.25e-06 1.3e-06 1.75e-06 1.95e-06 2.05e-06 1.85e-06 1.6e-06 1.6e-06 1.6e-06 1.55e-06 1.65e-06 1.8e-06 1.9e-06 2e-06 1.95e-06
8 1.5e-06 7.5e-07 1.4e-06 1.55e-06 1.85e-06 1.25e-06 1.25e-06 1.45e-06 2e-07 9.5e-07 4.5e-07 1.2e-06 7e-07 1.2e-06 8e-07 8e-07 1.2e-06 1.15e-06 1.7e-06 1.5e-06 7.5e-07 1e-06 9e-07 1.95e-06 7e-07 7.5e-07 7.5e-07 1.1e-06 1e-06 1.75e-06 1.45e-06 1.75e-06 4.5e-07 8e-07 1.25e-06 1.4e-06 1.2e-06 1.25e-06 1.5e-06 1.8e-06 8.5e-07 1.45e-06 8e-07 9.5e-07 1.5e-06 1e-06 1.5e-06 8.5e-07 1.65e-06 1e-06 9e-07 1.3e-06 1.45e-06 1.4e-06 1.25e-06 9.5e-07 9.5e-07 9.5e-07 1.45e-06 2.1e-06 1.05e-06 1.1e-06 1.05e-06
9 1.55e-06 9.5e-07 1.45e-06 1.75e-06 1.9e-06 1.3e-06 1.4e-06 1.6e-06 9.5e-07 1.5e-06 1.05e-06 1.4e-06 9e-07 1.4e-06 1.05e-06 1.05e-06 1.4e-06 1.1e-06 1.9e-06 1.35e-06 9e-07 8.5e-07 9.5e-07 1.9e-06 9e-07 1.3e-06 8.5e-07 1.25e-06 1.15e-06 1.85e-06 1.3e-06 1.55e-06 1e-06 1e-06 1.3e-06 1.55e-06 1.25e-06 1.45e-06 1.55e-06 1.9e-06 9e-07 1.35e-06 8.5e-07 1.1e-06 1.85e-06 1.35e-06 1.6e-06 1e-06 1.65e-06 1.55e-06 1.05e-06 1.05e-06 1.3e-06 1.15e-06 1.3e-06 7.5e-07 8e-07 9e-07 1.5e-06 2.45e-06 8e-07 1.25e-06 1.1e-06
10 1.55e-06 8.5e-07 1.45e-06 1.65e-06 1.9e-06 1.3e-06 1.35e-06 1.55e-06 4.5e-07 1.05e-06 7e-07 1.35e-06 8e-07 1.25e-06 9.5e-07 9.5e-07 1.2e-06 1.2e-06 1.8e-06 1.55e-06 8e-07 1.05e-06 9e-07 2.05e-06 8e-07 9e-07 8.5e-07 1.2e-06 1.1e-06 1.8e-06 1.55e-06 1.8e-06 6e-07 9.5e-07 1.25e-06 1.5e-06 1.25e-06 1.3e-06 1.55e-06 1.85e-06 9.5e-07 1.55e-06 9e-07 9.5e-07 1.55e-06 1.1e-06 1.6e-06 9.5e-07 1.7e-06 1.1e-06 1e-06 1.35e-06 1.45e-06 1.45e-06 1.35e-06 1.05e-06 1.05e-06 1.05e-06 1.5e-06 2.15e-06 1.1e-06 1.15e-06 1.15e-06
11 1.75e-06 1.65e-06 2.3e-06 1.55e-06 2.75e-06 2.15e-06 2.15e-06 2e-06 1.2e-06 1.4e-06 1.35e-06 1.2e-06 1.2e-06 2.1e-06 1.7e-06 1.05e-06 2.1e-06 1.55e-06 1.6e-06 1.4e-06 1.65e-06 1.1e-06 1.3e-06 8.5e-07 1.25e-06 1.75e-06 1.15e-06 1.75e-06 1.9e-06 1.75e-06 1.35e-06 1.4e-06 1.45e-06 1.35e-06 1.8e-06 1.95e-06 2.1e-06 2.15e-06 1.75e-06 1.8e-06 1.75e-06 1e-06 1.2e-06 1.75e-06 2.5e-06 1.9e-06 2.4e-06 1.75e-06 2.45e-06 2e-06 1.8e-06 1.45e-06 1.35e-06 9e-07 1.7e-06 1.4e-06 1.4e-06 1e-06 1.7e-06 3.1e-06 1.85e-06 1.9e-06 1.45e-06
12 1.35e-06 7.5e-07 1.4e-06 1.6e-06 1.85e-06 1.25e-06 1.35e-06 1.5e-06 7e-07 9e-07 8e-07 1.2e-06 1e-06 1.2e-06 1e-06 8.5e-07 1.25e-06 9e-07 1.75e-06 1.25e-06 8.5e-07 9.5e-07 7e-07 1.85e-06 8.5e-07 1.05e-06 8e-07 1.1e-06 1.1e-06 1.7e-06 1.35e-06 1.5e-06 6.5e-07 9.5e-07 1.2e-06 1.45e-06 1.2e-06 1.3e-06 1.35e-06 1.75e-06 7.5e-07 1.35e-06 7.5e-07 9.5e-07 1.6e-06 1.15e-06 1.55e-06 9.5e-07 1.55e-06 1.3e-06 1e-06 1.05e-06 1.3e-06 1e-06 1.25e-06 9e-07 9e-07 7.5e-07 1.3e-06 2.2e-06 9.5e-07 1.1e-06 1e-06
13 1.55e-06 1.05e-06 1.15e-06 2.25e-06 1.6e-06 1.05e-06 1.65e-06 1.5e-06 1.2e-06 1.4e-06 1.25e-06 2.1e-06 1.2e-06 1.6e-06 1.35e-06 1.6e-06 1.05e-06 1.45e-06 1.9e-06 1.9e-06 1.15e-06 1.65e-06 1.3e-06 2.75e-06 1.45e-06 1e-06 1.45e-06 1.5e-06 1.4e-06 1.85e-06 1.9e-06 2.15e-06 1.1e-06 1.5e-06 1.55e-06 1.5e-06 1e-06 1.1e-06 1.55e-06 1.9e-06 1.05e-06 2.2e-06 1.3e-06 1.25e-06 1e-06 1.55e-06 1.9e-06 1.25e-06 1.8e-06 1.2e-06 1.3e-06 1.65e-06 1.85e-06 2e-06 1.65e-06 1.4e-06 1.4e-06 1.65e-06 1.5e-06 1.55e-06 1.15e-06 1.3e-06 1.55e-06
14 1.8e-06 9e-07 1.4e-06 1.9e-06 1.85e-06 1.25e-06 1.15e-06 1.85e-06 8e-07 1.05e-06 9.5e-07 1.7e-06 1e-06 1.35e-06 1.4e-06 1.25e-06 1.35e-06 1.2e-06 2.1e-06 1.7e-06 8.5e-07 1.45e-06 1.05e-06 2.35e-06 1.2e-06 1.2e-06 1.15e-06 1.3e-06 9.5e-07 2.05e-06 1.5e-06 1.95e-06 9e-07 1.2e-06 1.35e-06 1.8e-06 1.2e-06 1.4e-06 1.8e-06 2.1e-06 8.5e-07 1.85e-06 9e-07 1.05e-06 1.8e-06 1.2e-06 1.6e-06 9e-07 1.6e-06 1.45e-06 9.5e-07 1.3e-06 1.6e-06 1.7e-06 1.4e-06 1.05e-06 1.05e-06 1.35e-06 1.75e-06 2.4e-06 7.5e-07 1.1e-06 1.15e-06
15 1.4e-06 1.2e-06 1.8e-06 1.55e-06 2.25e-06 1.65e-06 1.65e-06 1.65e-06 8e-07 1.05e-06 9.5e-07 1.05e-06 8.5e-07 1.6e-06 1.25e-06 1.4e-06 1.65e-06 1.2e-06 1.75e-06 1.15e-06 1.15e-06 9e-07 1e-06 1.5e-06 9e-07 1.3e-06 8e-07 1.25e-06 1.4e-06 1.75e-06 1.35e-06 1.4e-06 9.5e-07 1e-06 1.4e-06 1.6e-06 1.6e-06 1.7e-06 1.35e-06 1.8e-06 1.2e-06 1.15e-06 1e-06 1.3e-06 2e-06 1.4e-06 1.85e-06 1.25e-06 1.95e-06 1.55e-06 1.3e-06 1.05e-06 1.35e-06 7e-07 1.4e-06 1.05e-06 1.05e-06 8e-07 1.3e-06 2.6e-06 1.35e-06 1.45e-06 1.25e-06
16 1.55e-06 1e-06 1.15e-06 2.3e-06 1.6e-06 9.5e-07 1.7e-06 1.55e-06 1.2e-06 1.4e-06 1.2e-06 2.1e-06 1.25e-06 1.05e-06 1.35e-06 1.65e-06 1.4e-06 1.6e-06 1.8e-06 2e-06 1.1e-06 1.6e-06 1.15e-06 2.75e-06 1.4e-06 9e-07 1.5e-06 1.65e-06 1.45e-06 1.75e-06 1.95e-06 2.25e-06 1.15e-06 1.6e-06 1.55e-06 1.5e-06 9e-07 9e-07 1.5e-06 1.8e-06 1.1e-06 2.2e-06 1.3e-06 1.1e-06 7.5e-07 1.65e-06 1.95e-06 1.3e-06 1.85e-06 1.2e-06 1.35e-06 1.7e-06 1.7e-06 2.1e-06 1.8e-06 1.4e-06 1.4e-06 1.7e-06 1.45e-06 1.45e-06 1.15e-06 1.5e-06 1.55e-06
17 1.7e-06 1.15e-06 1.6e-06 2e-06 2.05e-06 1.45e-06 1.55e-06 1.95e-06 1.15e-06 1.1e-06 1.2e-06 1.55e-06 9e-07 1.45e-06 1.2e-06 1.2e-06 1.6e-06 1.5e-06 2.15e-06 1.55e-06 1.05e-06 1.4e-06 9.5e-07 2.2e-06 1.3e-06 1.5e-06 1.15e-06 1.35e-06 1.3e-06 2.1e-06 1.45e-06 1.8e-06 1.15e-06 1.35e-06 1.5e-06 1.9e-06 1.4e-06 1.65e-06 1.7e-06 2.15e-06 1e-06 1.75e-06 9e-07 1.2e-06 2.05e-06 1.5e-06 1.75e-06 1.15e-06 1.7e-06 1.75e-06 1.2e-06 1.15e-06 1.55e-06 1.25e-06 1.6e-06 1.1e-06 1.1e-06 1.05e-06 1.65e-06 2.65e-06 9e-07 1.3e-06 1.15e-06
18 1.85e-06 1.9e-06 2.1e-06 2.2e-06 2.55e-06 1.85e-06 2.5e-06 2e-06 1.7e-06 1.9e-06 1.8e-06 1.6e-06 1.75e-06 1.9e-06 2.1e-06 1.75e-06 1.8e-06 2.15e-06 3.2e-06 2.05e-06 1.95e-06 1.7e-06 1.85e-06 1.8e-06 1.75e-06 1.6e-06 1.75e-06 2.15e-06 2.25e-06 1.8e-06 2e-06 2.05e-06 1.8e-06 1.9e-06 2.2e-06 1.95e-06 1.85e-06 1.9e-06 1.75e-06 1.85e-06 2e-06 1.8e-06 1.85e-06 2.05e-06 1.65e-06 2.3e-06 2.75e-06 2.1e-06 2.75e-06 1.9e-06 2.15e-06 2.05e-06 1.9e-06 1.8e-06 2.2e-06 1.9e-06 1.9e-06 1.8e-06 1.75e-06 2.3e-06 2.15e-06 2.25e-06 2.1e-06
19 1.65e-06 1.5e-06 2.1e-06 1.6e-06 2.55e-06 2e-06 2e-06 1.9e-06 1.5e-06 1.35e-06 1.55e-06 1.4e-06 1.25e-06 1.9e-06 1.7e-06 1.15e-06 2e-06 1.55e-06 2.05e-06 1.6e-06 1.6e-06 1.15e-06 1.35e-06 1.6e-06 1.35e-06 1.85e-06 1.15e-06 1.25e-06 1.7e-06 1.95e-06 1.6e-06 1.15e-06 1.5e-06 1.2e-06 1.25e-06 1.9e-06 1.95e-06 2e-06 1.65e-06 2e-06 1.55e-06 1.3e-06 1.4e-06 1.65e-06 2.4e-06 1.8e-06 2.25e-06 1.45e-06 2.2e-06 2.05e-06 1.5e-06 1.3e-06 1.55e-06 8e-07 1.6e-06 1.35e-06 1.35e-06 1.15e-06 1.6e-06 2.95e-06 1.65e-06 1.8e-06 1.65e-06
20 1.6e-06 7.5e-07 1.2e-06 1.85e-06 1.65e-06 1.05e-06 1.2e-06 1.65e-06 7.5e-07 9e-07 8e-07 1.65e-06 8.5e-07 1.15e-06 8.5e-07 1.15e-06 1.1e-06 1.05e-06 1.95e-06 1.6e-06 1.1e-06 1.25e-06 8.5e-07 2.3e-06 1e-06 1.05e-06 1e-06 1.2e-06 9.5e-07 1.9e-06 1.4e-06 1.85e-06 8e-07 1.1e-06 1.25e-06 1.6e-06 1e-06 1.2e-06 1.6e-06 1.95e-06 7e-07 1.75e-06 8e-07 8.5e-07 1.55e-06 1.2e-06 1.45e-06 8e-07 1.45e-06 1.3e-06 8.5e-07 1.15e-06 1.4e-06 1.55e-06 1.45e-06 9e-07 9e-07 1.2e-06 1.55e-06 2.15e-06 6e-07 1.1e-06 1.05e-06
21 1.4e-06 1.25e-06 1.85e-06 1.55e-06 2.3e-06 1.7e-06 1.8e-06 1.35e-06 1e-06 8.5e-07 1.05e-06 1.1e-06 9.5e-07 1.65e-06 1.45e-06 9e-07 1.6e-06 1.4e-06 1.7e-06 1.15e-06 1.25e-06 4e-07 1.1e-06 1.45e-06 6e-07 1.35e-06 6.5e-07 1.35e-06 1.55e-06 1.65e-06 1.5e-06 1.35e-06 1.1e-06 8e-07 1.5e-06 1.3e-06 1.65e-06 1.7e-06 1.4e-06 1.7e-06 1.35e-06 8.5e-07 1.15e-06 1.45e-06 1.9e-06 1.55e-06 2e-06 1.4e-06 2.15e-06 1.6e-06 1.45e-06 1.25e-06 1.3e-06 8e-07 1.15e-06 8.5e-07 9e-07 6e-07 1.35e-06 2.5e-06 1.55e-06 1.6e-06 1.4e-06
22 1.45e-06 8.5e-07 1.4e-06 1.75e-06 1.85e-06 1.25e-06 1.4e-06 1.65e-06 9e-07 9.5e-07 9e-07 1.3e-06 7e-07 1.3e-06 1.05e-06 1e-06 1.15e-06 9.5e-07 1.85e-06 1.35e-06 8.5e-07 1.1e-06 1.2e-06 1.95e-06 1e-06 1.2e-06 9.5e-07 1.25e-06 1.15e-06 1.8e-06 1.35e-06 1.6e-06 9e-07 1.15e-06 1.2e-06 1.6e-06 1.2e-06 1.3e-06 1.45e-06 1.85e-06 8.5e-07 1.5e-06 7.5e-07 8.5e-07 1.7e-06 1.3e-06 1.6e-06 1e-06 1.55e-06 1.45e-06 1.05e-06 1.05e-06 1.2e-06 1.1e-06 1.4e-06 9.5e-07 9.5e-07 9e-07 1.4e-06 2.3e-06 8.5e-07 1.2e-06 1e-06
23 2.15e-06 2.3e-06 2.95e-06 1.45e-06 3.4e-06 2.8e-06 2.75e-06 2.5e-06 1.95e-06 1.9e-06 2.05e-06 8.5e-07 1.85e-06 2.75e-06 2.35e-06 1.5e-06 2.75e-06 2.2e-06 1.8e-06 1.6e-06 2.3e-06 1.45e-06 1.95e-06 7e-07 1.75e-06 2.45e-06 1.6e-06 2.2e-06 2.5e-06 1.7e-06 1.55e-06 1.35e-06 2.15e-06 1.8e-06 2.25e-06 2.45e-06 2.75e-06 2.8e-06 2.15e-06 1.75e-06 2.4e-06 8e-07 1.9e-06 2.4e-06 3.15e-06 2.5e-06 3.05e-06 2.35e-06 3.1e-06 2.7e-06 2.4e-06 1.85e-06 1.5e-06 1.05e-06 2.15e-06 1.9e-06 1.9e-06 1.5e-06 2.1e-06 3.75e-06 2.5e-06 2.55e-06 2.15e-06
