 slim_762286517 slim_762286513 slim_762286487 slim_762286489 slim_762286528 slim_762286511 slim_762286525 slim_762286520 slim_762286498 slim_762286515 slim_762286514 slim_762286476 slim_762286522 slim_762286475 slim_762286512 slim_762286493 slim_762286478 slim_762286486 slim_762286494 slim_762286504 slim_762286481 slim_762286508 slim_762286519 slim_762286505 slim_762286491 slim_762286483 slim_762286485 slim_762286509 slim_762286527 slim_762286523 slim_762286502 slim_762286496 slim_762286501 slim_762286503 slim_762286518 slim_762286521 slim_762286507 slim_762286482 slim_762286526 slim_762286488 slim_762286499 slim_762286506 slim_762286497 slim_762286495 slim_762286500 slim_762286480 slim_762286524 slim_762286492 slim_762286484 slim_762286479 slim_762286510 slim_762286477 slim_762286516 slim_762286490
10 1e-06 7e-07 1.7e-06 1.15e-06 1.5e-06 1.4e-06 1.35e-06 1.15e-06 1.45e-06 1.85e-06 1.4e-06 1.35e-06 1.15e-06 9.5e-07 1.05e-06 9.5e-07 1.6e-06 1.2e-06 1.35e-06 1.05e-06 1.2e-06 1.4e-06 1.85e-06 9e-07 1.75e-06 1.45e-06 1.35e-06 1.1e-06 8e-07 1.4e-06 2.2e-06 1.25e-06 1.4e-06 1.05e-06 1.4e-06 1.15e-06 1.05e-06 1.2e-06 1e-06 1.75e-06 1.35e-06 1.3e-06 1.05e-06 1.55e-06 9e-07 1.15e-06 1.4e-06 9e-07 1.2e-06 1.4e-06 1.75e-06 1.5e-06 1.75e-06 1.85e-06
11 1.45e-06 1.1e-06 2e-06 1.3e-06 1.85e-06 1.55e-06 1.65e-06 1.45e-06 1.7e-06 1.8e-06 1.35e-06 2e-06 1.5e-06 1.1e-06 1.15e-06 1.45e-06 1.75e-06 1.55e-06 1.75e-06 1.25e-06 1.35e-06 1.7e-06 2.25e-06 1.15e-06 1.7e-06 1.6e-06 1.65e-06 1.2e-06 1.25e-06 1.7e-06 2.05e-06 1.45e-06 1.7e-06 1.25e-06 1.65e-06 1.4e-06 1.45e-06 1.55e-06 1.4e-06 2.05e-06 1.65e-06 1.45e-06 1.4e-06 1.85e-06 1.3e-06 1.55e-06 1.8e-06 1.35e-06 1.55e-06 1.75e-06 1.85e-06 1.55e-06 1.85e-06 1.7e-06
12 1.1e-06 9.5e-07 1.75e-06 1.3e-06 1.6e-06 1.55e-06 1.5e-06 1.3e-06 1.5e-06 2.15e-06 1.15e-06 1.5e-06 1.7e-06 1.1e-06 1.3e-06 1e-06 1.45e-06 1.3e-06 1.45e-06 1.2e-06 1.35e-06 1.6e-06 2e-06 1.1e-06 2.05e-06 1.55e-06 1.45e-06 1.4e-06 9.5e-07 1.4e-06 2.45e-06 1.4e-06 1.55e-06 1.2e-06 1.6e-06 1.25e-06 1.2e-06 1.55e-06 1.1e-06 1.7e-06 1.45e-06 1.45e-06 1e-06 1.6e-06 1.05e-06 1.25e-06 1.35e-06 1.05e-06 1.3e-06 1.5e-06 1.6e-06 1.7e-06 1.95e-06 2.05e-06
13 8.5e-07 7.5e-07 1.75e-06 9e-07 1.45e-06 1.15e-06 1.2e-06 1e-06 1.35e-06 1.8e-06 9.5e-07 1.1e-06 1.1e-06 1.1e-06 7e-07 8e-07 1.55e-06 1.15e-06 1.25e-06 8e-07 1.2e-06 1.25e-06 2.05e-06 8e-07 1.7e-06 1.25e-06 1.3e-06 8e-07 6.5e-07 1.35e-06 2.35e-06 1.25e-06 1.25e-06 8.5e-07 1.25e-06 1.1e-06 9e-07 1.1e-06 9.5e-07 1.7e-06 1.3e-06 1.05e-06 1.25e-06 1.55e-06 7.5e-07 1.1e-06 1.35e-06 7.5e-07 1.15e-06 1.3e-06 1.85e-06 1.5e-06 1.75e-06 1.75e-06
14 1.3e-06 9e-07 1.65e-06 8e-07 1.5e-06 9e-07 1.45e-06 1e-06 1.05e-06 1.7e-06 1.05e-06 1.15e-06 1.3e-06 7e-07 3e-07 1.3e-06 1.5e-06 1.15e-06 1.5e-06 7.5e-07 1.4e-06 1.45e-06 1.9e-06 5e-07 1.6e-06 1e-06 1.3e-06 5.5e-07 9.5e-07 1.35e-06 2.7e-06 1.65e-06 1.25e-06 7.5e-07 1.4e-06 1.25e-06 1e-06 8e-07 1.15e-06 1.65e-06 1.3e-06 1e-06 1.1e-06 1.5e-06 1e-06 1.3e-06 1.55e-06 1.05e-06 1.15e-06 1.35e-06 2e-06 1.7e-06 2.15e-06 1.8e-06
15 4e-07 8e-07 1.65e-06 1.2e-06 1.4e-06 1.55e-06 1.15e-06 1.2e-06 1.75e-06 1.9e-06 9.5e-07 1.45e-06 1e-06 8e-07 1.3e-06 5e-07 1.75e-06 1.15e-06 1e-06 1.05e-06 1.2e-06 1.1e-06 2.1e-06 1.25e-06 1.8e-06 1.5e-06 1.15e-06 1.15e-06 5.5e-07 1.55e-06 1.95e-06 1.05e-06 1.45e-06 1.15e-06 1.15e-06 1.15e-06 1e-06 1.45e-06 7.5e-07 1.9e-06 1.15e-06 1.3e-06 1.5e-06 1.4e-06 7e-07 9e-07 1.3e-06 6.5e-07 1.15e-06 1.25e-06 1.7e-06 1.5e-06 1.4e-06 1.75e-06
16 1.75e-06 1.35e-06 1.9e-06 1.35e-06 1.7e-06 1.65e-06 1.4e-06 1.25e-06 1.65e-06 2.25e-06 1.6e-06 1.75e-06 1.45e-06 1.55e-06 1.5e-06 1.75e-06 2.1e-06 1.5e-06 1.8e-06 1.35e-06 1.65e-06 2.1e-06 2.15e-06 1.3e-06 2.15e-06 1.5e-06 1.7e-06 1.8e-06 1.4e-06 1.45e-06 2.75e-06 2e-06 1.6e-06 1.45e-06 2.05e-06 1.55e-06 1.4e-06 1.7e-06 1.55e-06 1.75e-06 1.7e-06 1.6e-06 1.25e-06 1.7e-06 1.4e-06 1.7e-06 1.75e-06 1.5e-06 1.45e-06 1.6e-06 2.05e-06 1.65e-06 2.3e-06 2.15e-06
17 1.2e-06 1e-06 1.25e-06 1.05e-06 1.15e-06 1.4e-06 1.5e-06 1.05e-06 1.5e-06 2e-06 1.2e-06 1.55e-06 1.3e-06 1.15e-06 1.15e-06 1.15e-06 1.5e-06 1.4e-06 1.3e-06 9.5e-07 1.35e-06 1.5e-06 1.8e-06 1e-06 1.9e-06 1.15e-06 9e-07 1.4e-06 9e-07 1.35e-06 2.35e-06 1.65e-06 1.3e-06 1e-06 1.5e-06 1.35e-06 8e-07 1.35e-06 9e-07 1.65e-06 9e-07 1.2e-06 1.15e-06 1e-06 1.05e-06 1.1e-06 1.55e-06 1.05e-06 8.5e-07 1.1e-06 1.75e-06 1.5e-06 2e-06 1.85e-06
18 1.05e-06 1.15e-06 1.6e-06 1.3e-06 1.35e-06 1.7e-06 1.5e-06 1.1e-06 1.9e-06 2.1e-06 1.35e-06 1.75e-06 1.45e-06 1.25e-06 1.5e-06 1e-06 1.8e-06 1.3e-06 1.9e-06 1.25e-06 1.5e-06 1.35e-06 2.1e-06 1.4e-06 2e-06 1.65e-06 1.25e-06 1.55e-06 1e-06 1.65e-06 2.3e-06 1.55e-06 1.55e-06 1.35e-06 1.45e-06 1.5e-06 1.2e-06 1.65e-06 1.15e-06 2e-06 1.25e-06 1.5e-06 1.6e-06 1.15e-06 1.05e-06 1.25e-06 1.65e-06 1.05e-06 1.3e-06 1.05e-06 1.9e-06 1.8e-06 1.8e-06 1.95e-06
19 1.1e-06 8.5e-07 1.7e-06 5e-07 1.15e-06 1.05e-06 1.15e-06 6.5e-07 1.35e-06 1.85e-06 1.05e-06 1.25e-06 1.2e-06 8e-07 7.5e-07 1.05e-06 1.35e-06 9.5e-07 1.25e-06 8e-07 1.1e-06 1.2e-06 2e-06 8e-07 1.75e-06 1.25e-06 1.1e-06 9e-07 6e-07 1.15e-06 2.4e-06 1.45e-06 1e-06 6e-07 1.2e-06 1.15e-06 6e-07 1e-06 1.05e-06 1.55e-06 1.1e-06 7e-07 1.2e-06 1.4e-06 7e-07 1.2e-06 1.45e-06 7.5e-07 9.5e-07 1.05e-06 1.85e-06 1.35e-06 1.9e-06 1.55e-06
20 1.25e-06 1e-06 1.95e-06 1.2e-06 1.55e-06 1.55e-06 1.45e-06 1.1e-06 1.8e-06 2e-06 1.2e-06 1.35e-06 1.35e-06 1.2e-06 1.4e-06 1.2e-06 1.65e-06 1.35e-06 1.5e-06 1.1e-06 1.7e-06 1.6e-06 2.2e-06 1.25e-06 1.9e-06 1.7e-06 1.55e-06 1.4e-06 9.5e-07 1.5e-06 2.05e-06 1.05e-06 1.45e-06 1.25e-06 1.6e-06 1.4e-06 1.1e-06 1.55e-06 1.25e-06 1.9e-06 1.55e-06 1.4e-06 1.35e-06 1.7e-06 1e-06 1.4e-06 1.65e-06 1.05e-06 1.3e-06 1.45e-06 1.75e-06 1.45e-06 1.8e-06 1.85e-06
21 1.2e-06 1.25e-06 1.9e-06 1.35e-06 1.65e-06 1.8e-06 1.7e-06 1.45e-06 2e-06 1.9e-06 1.4e-06 1.7e-06 1.6e-06 1.25e-06 1.45e-06 1.1e-06 2.1e-06 1.5e-06 1.35e-06 1.2e-06 1.6e-06 2e-06 2.25e-06 1.45e-06 1.8e-06 1.75e-06 1.3e-06 1.4e-06 1.1e-06 1.85e-06 1.95e-06 1.6e-06 1.8e-06 1.25e-06 1.15e-06 1.6e-06 1.35e-06 1.7e-06 1.3e-06 2.25e-06 1.3e-06 1.45e-06 1.75e-06 1.65e-06 1.2e-06 1.4e-06 1.8e-06 1.15e-06 1.5e-06 1.5e-06 1.85e-06 1.85e-06 1.65e-06 1.65e-06
22 2.15e-06 1.75e-06 1.4e-06 2.1e-06 1.7e-06 2.05e-06 2.4e-06 2e-06 1.9e-06 2.55e-06 1.85e-06 2.25e-06 2e-06 2.05e-06 1.9e-06 2.1e-06 2.15e-06 1.8e-06 2.1e-06 2e-06 2.2e-06 2.25e-06 2.5e-06 1.7e-06 2.45e-06 1.95e-06 1.7e-06 2.2e-06 1.95e-06 1.7e-06 2.85e-06 2.45e-06 2.15e-06 1.9e-06 2.25e-06 1.75e-06 2e-06 1.8e-06 1.8e-06 1.95e-06 1.7e-06 1.9e-06 1.6e-06 1.75e-06 2.05e-06 1.95e-06 2.05e-06 2.05e-06 1.8e-06 1.95e-06 2.2e-06 2.4e-06 2.65e-06 2.55e-06
23 1.25e-06 7.5e-07 1.4e-06 8.5e-07 1.35e-06 1e-06 1.4e-06 9.5e-07 9.5e-07 1.65e-06 9e-07 1.15e-06 1.1e-06 8e-07 5e-07 1.25e-06 1.3e-06 1e-06 1.4e-06 8e-07 1.25e-06 1.45e-06 1.7e-06 8e-07 1.55e-06 1e-06 1.15e-06 7.5e-07 9e-07 1.15e-06 2.45e-06 1.5e-06 1.2e-06 7.5e-07 1.4e-06 1.05e-06 9.5e-07 9e-07 1e-06 1.45e-06 1.15e-06 1.05e-06 8.5e-07 1.3e-06 9.5e-07 1.15e-06 1.35e-06 1e-06 1e-06 1.25e-06 1.7e-06 1.55e-06 2e-06 1.75e-06
24 1.8e-06 1.6e-06 2.1e-06 1.8e-06 2.1e-06 2.05e-06 2e-06 1.85e-06 2.1e-06 1.6e-06 1.75e-06 1.7e-06 2.05e-06 1.7e-06 1.6e-06 1.8e-06 2.15e-06 1.9e-06 2e-06 1.75e-06 1.9e-06 1.8e-06 2.45e-06 1.55e-06 3e-06 1.85e-06 1.75e-06 1.55e-06 1.75e-06 2.2e-06 1.75e-06 2e-06 2.2e-06 1.75e-06 1.75e-06 1.9e-06 1.95e-06 1.9e-06 1.75e-06 2.55e-06 1.75e-06 1.95e-06 1.95e-06 1.95e-06 1.8e-06 1.9e-06 2.3e-06 1.85e-06 1.9e-06 2e-06 2.05e-06 1.9e-06 1.75e-06 1.6e-06
25 1.5e-06 1.2e-06 1.35e-06 1.3e-06 1.55e-06 1.45e-06 1.6e-06 1.4e-06 1.45e-06 1.95e-06 1.45e-06 1.6e-06 1.55e-06 1.25e-06 1e-06 1.5e-06 1.5e-06 1.15e-06 1.65e-06 1.25e-06 1.7e-06 1.75e-06 1.95e-06 1e-06 1.85e-06 1.7e-06 1.15e-06 1.35e-06 1.35e-06 1.65e-06 2.55e-06 1.95e-06 1.6e-06 1.2e-06 1.7e-06 1.5e-06 1.4e-06 1.5e-06 1.15e-06 1.8e-06 1.15e-06 1.5e-06 1.3e-06 1.25e-06 1.4e-06 1.35e-06 1.75e-06 1.45e-06 1.15e-06 1.5e-06 2e-06 1.75e-06 2.2e-06 1.95e-06
26 1.2e-06 1.15e-06 1e-06 1.2e-06 1.2e-06 1.6e-06 1.7e-06 1.2e-06 1.65e-06 1.85e-06 1.35e-06 1.65e-06 1.45e-06 1.3e-06 1.3e-06 1.15e-06 1.7e-06 9e-07 1.25e-06 1.1e-06 1.55e-06 1.3e-06 1.7e-06 1.15e-06 1.75e-06 1.15e-06 1.1e-06 1.5e-06 1.15e-06 1.55e-06 2.05e-06 1.8e-06 1.55e-06 1.1e-06 1.3e-06 1.45e-06 1.2e-06 1.55e-06 9e-07 1.85e-06 5.5e-07 1.35e-06 1.3e-06 8e-07 1.25e-06 1.1e-06 1.7e-06 1.25e-06 9e-07 1.1e-06 1.6e-06 1.8e-06 1.85e-06 1.65e-06
27 1.2e-06 1.05e-06 2e-06 1e-06 1.7e-06 1.15e-06 1.5e-06 1.25e-06 1.3e-06 1.65e-06 1.1e-06 1.2e-06 1.4e-06 8e-07 5.5e-07 1.15e-06 1.8e-06 1.4e-06 1.55e-06 9e-07 1.4e-06 1.4e-06 2.2e-06 7.5e-07 1.55e-06 1.35e-06 1.5e-06 8e-07 9.5e-07 1.6e-06 2.4e-06 1.5e-06 1.5e-06 9.5e-07 1.4e-06 1.35e-06 1.15e-06 9.5e-07 1.25e-06 1.95e-06 1.5e-06 1.15e-06 1.5e-06 1.8e-06 1.05e-06 1.4e-06 1.65e-06 1.05e-06 1.4e-06 1.55e-06 2e-06 1.65e-06 1.95e-06 1.75e-06
28 6.5e-07 6.5e-07 1.7e-06 7.5e-07 1.1e-06 1.15e-06 9.5e-07 7.5e-07 1.45e-06 1.85e-06 8e-07 1.25e-06 9.5e-07 6.5e-07 9.5e-07 5.5e-07 1.4e-06 9e-07 1e-06 6e-07 9.5e-07 1.1e-06 1.95e-06 9e-07 1.75e-06 1.35e-06 1.15e-06 9.5e-07 6e-07 1.15e-06 2.15e-06 1.05e-06 1e-06 7.5e-07 1.15e-06 1e-06 5e-07 1.05e-06 8e-07 1.55e-06 1.15e-06 8.5e-07 1.2e-06 1.4e-06 5e-07 9.5e-07 1.2e-06 4.5e-07 9.5e-07 1e-06 1.7e-06 1.2e-06 1.55e-06 1.65e-06
29 1.6e-06 1.2e-06 1.85e-06 1.2e-06 1.55e-06 1.45e-06 1.55e-06 1.1e-06 1.5e-06 2.3e-06 1.4e-06 1.7e-06 1.4e-06 1.35e-06 1.35e-06 1.55e-06 1.45e-06 1.35e-06 1.65e-06 1.15e-06 1.5e-06 1.85e-06 1.7e-06 1.15e-06 2.2e-06 1.65e-06 1.55e-06 1.6e-06 1.15e-06 1.8e-06 2.75e-06 1.85e-06 1.45e-06 1.25e-06 1.85e-06 1.2e-06 1.15e-06 1.25e-06 1.4e-06 1.5e-06 1.55e-06 1.15e-06 1.25e-06 1.65e-06 1.2e-06 1.55e-06 1.55e-06 1.25e-06 1.3e-06 1.45e-06 2e-06 1.8e-06 2.3e-06 2.2e-06
30 2e-06 2e-06 2.45e-06 2.5e-06 2.5e-06 2.95e-06 2.45e-06 2.5e-06 3e-06 1.85e-06 2.2e-06 2.05e-06 2.45e-06 2.35e-06 2.7e-06 1.95e-06 2.75e-06 2.35e-06 2.3e-06 2.4e-06 2.05e-06 1.95e-06 2.85e-06 2.45e-06 1.75e-06 2.55e-06 2.05e-06 2.4e-06 2.15e-06 2.75e-06 1.5e-06 2e-06 2.85e-06 2.35e-06 1.95e-06 2.3e-06 2.5e-06 2.85e-06 2.05e-06 3.15e-06 2.05e-06 2.6e-06 2.45e-06 2.3e-06 2.25e-06 2.2e-06 2.7e-06 2.25e-06 2.35e-06 2.45e-06 1.8e-06 2e-06 1.5e-06 1.6e-06
31 1.1e-06 1.05e-06 2.2e-06 1.55e-06 1.9e-06 1.85e-06 1.6e-06 1.55e-06 2.05e-06 2.1e-06 1.25e-06 1.45e-06 1.4e-06 1.25e-06 1.65e-06 1.05e-06 2e-06 1.65e-06 1.55e-06 1.45e-06 1.05e-06 1.6e-06 2.45e-06 1.5e-06 2e-06 1.95e-06 1.8e-06 1.5e-06 1.05e-06 1.85e-06 2e-06 1.6e-06 1.8e-06 1.45e-06 1.65e-06 1.45e-06 1.45e-06 1.85e-06 1.3e-06 2.2e-06 1.8e-06 1.7e-06 1.6e-06 2e-06 1.1e-06 1.3e-06 1.65e-06 1.1e-06 1.65e-06 1.8e-06 1.85e-06 1.6e-06 1.55e-06 1.95e-06
32 1.45e-06 1.15e-06 1.85e-06 1.05e-06 1.2e-06 9e-07 1.45e-06 9.5e-07 1.65e-06 2.3e-06 1.4e-06 1.7e-06 1.55e-06 1.25e-06 1.25e-06 1.45e-06 1.6e-06 1.3e-06 1.55e-06 1e-06 1.45e-06 1.8e-06 2.15e-06 1.2e-06 2.2e-06 1.6e-06 1.55e-06 1.5e-06 1e-06 1.45e-06 2.85e-06 1.8e-06 6e-07 1.2e-06 1.75e-06 1.4e-06 9.5e-07 1.35e-06 1.4e-06 1.2e-06 1.55e-06 1.2e-06 1.5e-06 1.65e-06 1.05e-06 1.55e-06 1.7e-06 1.1e-06 1.3e-06 1.3e-06 2.25e-06 1.7e-06 2.3e-06 2.15e-06
33 1.2e-06 8.5e-07 1.6e-06 7e-07 1.3e-06 1.15e-06 1.35e-06 9.5e-07 1.3e-06 1.85e-06 1.05e-06 1.25e-06 1.2e-06 8.5e-07 7.5e-07 1.15e-06 1.45e-06 1e-06 1.35e-06 6e-07 1.25e-06 1.25e-06 1.9e-06 7.5e-07 1.75e-06 1.2e-06 1.1e-06 9.5e-07 7.5e-07 1.25e-06 2.35e-06 1.45e-06 1.2e-06 1e-06 1.3e-06 1.15e-06 8e-07 1.1e-06 1.05e-06 1.6e-06 1.1e-06 8.5e-07 1.1e-06 1.45e-06 8.5e-07 1.15e-06 1.4e-06 8.5e-07 1.05e-06 1.25e-06 1.8e-06 1.45e-06 1.9e-06 1.6e-06
34 1.1e-06 1.2e-06 1.85e-06 1.3e-06 1.65e-06 1.75e-06 1.7e-06 1.4e-06 1.95e-06 1.85e-06 1.4e-06 1.65e-06 1.6e-06 1.25e-06 1.4e-06 1.15e-06 2.05e-06 1.5e-06 1.45e-06 1.2e-06 1.6e-06 1.15e-06 2.25e-06 1.4e-06 1.75e-06 1.7e-06 1.3e-06 1.4e-06 1.15e-06 1.85e-06 1.95e-06 1.65e-06 1.75e-06 1.3e-06 2.1e-06 1.55e-06 1.4e-06 1.7e-06 1.3e-06 2.2e-06 1.3e-06 1.45e-06 1.7e-06 1.6e-06 1.25e-06 1.45e-06 1.85e-06 1.25e-06 1.5e-06 1.5e-06 1.85e-06 1.85e-06 1.7e-06 1.6e-06
