 slim_762117035 slim_762117031 slim_762117047 slim_762117032 slim_762117049 slim_762117058 slim_762117029 slim_762117045 slim_762117043 slim_762117054 slim_762117046 slim_762117048 slim_762117041 slim_762117033 slim_762117060 slim_762117050 slim_762117055 slim_762117039 slim_762117053 slim_762117040 slim_762117038 slim_762117057 slim_762117061 slim_762117062 slim_762117042 slim_762117034 slim_762117030 slim_762117037 slim_762117051 slim_762117036 slim_762117052 slim_762117059 slim_762117028 slim_762117044 slim_762117056 slim_762117063
17 1.35e-06 1.35e-06 1.8e-06 2.05e-06 2.35e-06 1.4e-06 1.75e-06 2.35e-06 2.55e-06 1.05e-06 2.3e-06 1e-06 1.4e-06 2.2e-06 2.55e-06 1.3e-06 1.55e-06 1.7e-06 2.35e-06 1.65e-06 2.25e-06 1.5e-06 2.5e-06 2.05e-06 2.35e-06 9e-07 1.25e-06 1.4e-06 2e-06 1.8e-06 1.55e-06 1.8e-06 1.6e-06 2.15e-06 1.7e-06 2.1e-06
18 1.55e-06 2.5e-06 2.35e-06 1.4e-06 9e-07 2.55e-06 1.4e-06 1.75e-06 4.5e-07 2.4e-06 1.3e-06 2.35e-06 2.25e-06 2.4e-06 4.5e-07 2.5e-06 1.7e-06 2.35e-06 7e-07 2.05e-06 1.25e-06 2.65e-06 4e-07 1.65e-06 1.35e-06 2.15e-06 2.45e-06 2.25e-06 9.5e-07 2.05e-06 2.1e-06 2.45e-06 2.6e-06 1.35e-06 2.6e-06 2.9e-06
19 9e-07 1.8e-06 1.55e-06 1.85e-06 2.4e-06 2e-06 2e-06 2.1e-06 2.25e-06 1.6e-06 1.7e-06 1.55e-06 1.6e-06 1.5e-06 2.25e-06 1.7e-06 1.1e-06 1.65e-06 2.05e-06 1.8e-06 1.7e-06 2.15e-06 2.2e-06 2.1e-06 1.65e-06 1.65e-06 1.75e-06 1.3e-06 1.6e-06 1.05e-06 1.35e-06 1.75e-06 2.05e-06 1.5e-06 1.65e-06 2.3e-06
20 1.45e-06 2.3e-06 1.95e-06 1.45e-06 1.5e-06 2.45e-06 1.8e-06 1.85e-06 1.2e-06 2.2e-06 1.45e-06 2.15e-06 2.05e-06 1.95e-06 1.2e-06 2.3e-06 1.45e-06 2.25e-06 1.25e-06 1.7e-06 2.3e-06 2.55e-06 1.15e-06 1.85e-06 1.45e-06 2.15e-06 2.25e-06 1.95e-06 1.3e-06 1.7e-06 1.85e-06 2.15e-06 2.4e-06 1.55e-06 2.3e-06 2.6e-06
21 1.85e-06 1.5e-06 2e-06 2.4e-06 2.7e-06 1.2e-06 2.1e-06 2.6e-06 2.85e-06 1.55e-06 2.6e-06 1.5e-06 1.8e-06 2.45e-06 2.85e-06 1.65e-06 1.7e-06 1.5e-06 2.65e-06 2.15e-06 2.55e-06 2.1e-06 2.8e-06 2.2e-06 2.65e-06 1.35e-06 1.35e-06 1.8e-06 2.3e-06 2.25e-06 1.8e-06 2e-06 1.6e-06 2.45e-06 1.85e-06 1.4e-06
22 1.7e-06 2.7e-06 2.25e-06 1.25e-06 5.5e-07 2.75e-06 1.4e-06 1.65e-06 1e-07 2.55e-06 1.25e-06 2.5e-06 2.45e-06 2.55e-06 1e-07 2.75e-06 1.8e-06 2.5e-06 4e-07 2.2e-06 1.15e-06 2.8e-06 1e-07 1.5e-06 1.3e-06 2.45e-06 2.65e-06 2.5e-06 9e-07 2.2e-06 2.15e-06 2.5e-06 2.8e-06 1.65e-06 2.85e-06 2.95e-06
23 1.85e-06 2e-06 2.1e-06 1.75e-06 1.6e-06 2.05e-06 1.75e-06 2.2e-06 1.55e-06 1.75e-06 2e-06 1.75e-06 2.15e-06 2.5e-06 1.55e-06 2.25e-06 1.85e-06 2.05e-06 1.65e-06 2.1e-06 1.85e-06 2.2e-06 1.5e-06 2.8e-06 2e-06 2.05e-06 2.15e-06 2.15e-06 1.7e-06 2.25e-06 1.9e-06 2.25e-06 2.3e-06 2.15e-06 2.55e-06 2.1e-06
24 1.6e-06 2.35e-06 2e-06 1.6e-06 1.65e-06 2.55e-06 1.9e-06 1.85e-06 1.35e-06 2.3e-06 1.45e-06 2.25e-06 2.15e-06 1.9e-06 1.35e-06 2.25e-06 1.6e-06 2.35e-06 1.35e-06 1.65e-06 1.45e-06 2.65e-06 1.3e-06 2e-06 2.6e-06 2.2e-06 2.3e-06 1.85e-06 1.45e-06 1.65e-06 1.95e-06 2.3e-06 2.45e-06 1.4e-06 2.2e-06 2.7e-06
25 1.45e-06 1e-06 1.95e-06 2.1e-06 2.3e-06 1.05e-06 1.4e-06 2.25e-06 2.5e-06 7e-07 2.15e-06 6.5e-07 1e-06 2e-06 2.5e-06 9.5e-07 1.5e-06 9e-07 2.15e-06 1.65e-06 2.15e-06 1.35e-06 2.45e-06 2.05e-06 2.2e-06 4e-07 1.05e-06 9.5e-07 1.95e-06 1.8e-06 1.7e-06 1.9e-06 1.35e-06 1.85e-06 1.4e-06 2.1e-06
26 1.65e-06 1.15e-06 1.9e-06 2.15e-06 2.55e-06 1.35e-06 1.9e-06 2.35e-06 2.7e-06 1.15e-06 2.35e-06 1.1e-06 1.45e-06 2.05e-06 2.7e-06 1.3e-06 1.55e-06 1.25e-06 2.45e-06 1.75e-06 2.25e-06 1.35e-06 2.65e-06 2.15e-06 2.3e-06 1.05e-06 1.8e-06 1.35e-06 2.15e-06 1.9e-06 1.6e-06 1.85e-06 1.3e-06 2.05e-06 1.45e-06 1.8e-06
27 1.5e-06 1.35e-06 1.8e-06 2e-06 2.5e-06 1.55e-06 1.8e-06 2.1e-06 2.55e-06 1.15e-06 1.9e-06 1.1e-06 1.3e-06 1.6e-06 2.55e-06 1.2e-06 1.45e-06 1.4e-06 2.25e-06 1.3e-06 1.95e-06 1.8e-06 2.5e-06 2.15e-06 1.85e-06 9.5e-07 1.35e-06 1.9e-06 2e-06 1.45e-06 1.7e-06 1.95e-06 1.65e-06 1.55e-06 1.35e-06 2.2e-06
28 9.5e-07 2.2e-06 1.9e-06 1.45e-06 1.25e-06 2.2e-06 1.55e-06 1.85e-06 9.5e-07 2.1e-06 1.4e-06 2.05e-06 1.95e-06 2.05e-06 9.5e-07 2.25e-06 1.15e-06 2e-06 9.5e-07 1.6e-06 1.3e-06 2.3e-06 9e-07 1.7e-06 1.45e-06 1.95e-06 2.15e-06 2e-06 1.7e-06 1.6e-06 1.6e-06 2e-06 2.3e-06 1.55e-06 2.35e-06 2.45e-06
29 9e-07 1.95e-06 1.55e-06 1.85e-06 2.4e-06 2.15e-06 2.15e-06 2.1e-06 2.25e-06 1.9e-06 1.7e-06 1.85e-06 1.75e-06 1.5e-06 2.25e-06 1.85e-06 1.1e-06 1.8e-06 2.05e-06 1.05e-06 1.7e-06 2.25e-06 2.2e-06 2.25e-06 1.65e-06 1.8e-06 1.9e-06 1.45e-06 1.6e-06 1.8e-06 1.35e-06 1.75e-06 2.05e-06 1.5e-06 1.8e-06 2.3e-06
30 9e-07 1.55e-06 1.3e-06 1.8e-06 2.2e-06 1.75e-06 2.05e-06 2.15e-06 2.2e-06 1.65e-06 1.95e-06 1.6e-06 1.75e-06 1.85e-06 2.2e-06 1.8e-06 1.1e-06 1.55e-06 2.1e-06 1.35e-06 1.85e-06 1.8e-06 2.15e-06 1.9e-06 1.95e-06 1.7e-06 1.6e-06 1.7e-06 1.6e-06 1.35e-06 1.7e-06 1.4e-06 1.6e-06 1.9e-06 2e-06 1.65e-06
31 1.35e-06 1.7e-06 1.45e-06 2.15e-06 2.55e-06 1.9e-06 2.35e-06 2.4e-06 2.55e-06 1.95e-06 2.25e-06 1.9e-06 1.6e-06 1.8e-06 2.55e-06 2.05e-06 1.5e-06 1.8e-06 2.45e-06 1.75e-06 2.15e-06 2e-06 2.5e-06 2.25e-06 2.3e-06 1.9e-06 1.85e-06 1.95e-06 2e-06 1.75e-06 1.4e-06 2.3e-06 1.75e-06 2.2e-06 2.25e-06 1.85e-06
32 1.8e-06 1.2e-06 1.8e-06 2.3e-06 2.7e-06 1.5e-06 2.2e-06 2.35e-06 2.85e-06 1.6e-06 2.5e-06 1.55e-06 1.75e-06 2.15e-06 2.85e-06 1.45e-06 1.75e-06 1.6e-06 2.6e-06 2.05e-06 2.4e-06 1.6e-06 2.8e-06 2.3e-06 2.45e-06 1.35e-06 1.3e-06 1.65e-06 2.3e-06 2.05e-06 1.6e-06 1.75e-06 1.9e-06 2.2e-06 1.75e-06 1.6e-06
33 1.5e-06 2.1e-06 2.05e-06 1.75e-06 2e-06 2.3e-06 1.9e-06 1.9e-06 1.7e-06 2.1e-06 1.5e-06 2.05e-06 1.9e-06 1.7e-06 1.7e-06 1.95e-06 1.5e-06 2.15e-06 1.35e-06 1.5e-06 1.55e-06 2.45e-06 1.65e-06 2.15e-06 1.4e-06 1.85e-06 2.05e-06 1.55e-06 1.55e-06 1.5e-06 1.9e-06 2.2e-06 2.2e-06 2.1e-06 1.9e-06 2.6e-06
34 1.85e-06 1.7e-06 2.1e-06 2.35e-06 2.9e-06 1.85e-06 2.2e-06 2.3e-06 2.9e-06 1.6e-06 2.25e-06 1.55e-06 1.7e-06 1.95e-06 2.9e-06 1.4e-06 1.75e-06 1.7e-06 2.6e-06 1.65e-06 2.3e-06 1.85e-06 2.85e-06 2.55e-06 2.2e-06 1.4e-06 1.45e-06 1.35e-06 2.35e-06 1.8e-06 2e-06 2.25e-06 1.75e-06 1.9e-06 2.6e-06 2.4e-06
35 2e-06 1.6e-06 1.85e-06 2.45e-06 2.85e-06 1.35e-06 2.55e-06 2.7e-06 3e-06 2.05e-06 2.75e-06 2e-06 2.25e-06 2.4e-06 3e-06 2.15e-06 1.8e-06 2.1e-06 2.9e-06 2.3e-06 2.6e-06 1.4e-06 2.95e-06 2.1e-06 2.7e-06 2.1e-06 1.8e-06 2.2e-06 2.45e-06 2.3e-06 1.65e-06 1.85e-06 1.6e-06 2.6e-06 2.4e-06 1e-06
