 slim_762416332 slim_762416314 slim_762416303 slim_762416311 slim_762416316 slim_762416327 slim_762416308 slim_762416295 slim_762416307 slim_762416306 slim_762416326 slim_762416330 slim_762416329 slim_762416328 slim_762416318 slim_762416300 slim_762416319 slim_762416294 slim_762416298 slim_762416302 slim_762416313 slim_762416310 slim_762416304 slim_762416301 slim_762416315 slim_762416317 slim_762416321 slim_762416299 slim_762416331 slim_762416293 slim_762416323 slim_762416324 slim_762416325 slim_762416312 slim_762416305 slim_762416297 slim_762416292 slim_762416296 slim_762416322 slim_762416309 slim_762416320
12 2.05e-06 1.7e-06 1.8e-06 1.7e-06 1.7e-06 1.8e-06 1.85e-06 1.75e-06 1.9e-06 1.85e-06 1.95e-06 1.75e-06 3e-06 2.1e-06 2.5e-06 1.55e-06 1.6e-06 2.05e-06 1.8e-06 2.35e-06 1.95e-06 1.6e-06 1.8e-06 1.65e-06 1.85e-06 1.55e-06 1.75e-06 2.15e-06 1.55e-06 1.55e-06 2.35e-06 1.75e-06 2.15e-06 1.65e-06 1.8e-06 1.7e-06 2e-06 1.9e-06 1.8e-06 1.95e-06 1.75e-06
13 2.65e-06 1.7e-06 1.7e-06 1.85e-06 1.7e-06 1.95e-06 1.95e-06 1.75e-06 1.4e-06 1.25e-06 1.35e-06 1.6e-06 2.1e-06 2.3e-06 1.75e-06 1.7e-06 1.8e-06 2.65e-06 1.65e-06 2.35e-06 1.35e-06 2.3e-06 2.05e-06 1.8e-06 1.5e-06 2.2e-06 1.6e-06 2.45e-06 2e-06 1.5e-06 2.15e-06 1.8e-06 1.2e-06 2.1e-06 2e-06 1.5e-06 1.4e-06 1.45e-06 1.8e-06 1.4e-06 1.55e-06
14 2.1e-06 2.1e-06 1.75e-06 2.2e-06 2.1e-06 2.3e-06 2.5e-06 1.95e-06 2.65e-06 1.95e-06 2.3e-06 2.3e-06 2.5e-06 1.75e-06 1e-06 1.45e-06 2.1e-06 2.1e-06 1.55e-06 1.9e-06 2.05e-06 2.6e-06 2.35e-06 2.4e-06 1.25e-06 3.25e-06 2.3e-06 2.4e-06 2.4e-06 2.1e-06 1.8e-06 2.95e-06 1.8e-06 3.05e-06 2.3e-06 1.45e-06 9.5e-07 2.65e-06 1.85e-06 9e-07 1.7e-06
15 1.35e-06 1.6e-06 1.4e-06 1.4e-06 1.6e-06 1.5e-06 1.65e-06 1.05e-06 2.15e-06 1.45e-06 1.75e-06 1.4e-06 1.55e-06 1.7e-06 1.45e-06 1.1e-06 1.25e-06 1.35e-06 1e-06 2.05e-06 1.55e-06 1.35e-06 1.5e-06 1.7e-06 8e-07 2.6e-06 1.4e-06 2.05e-06 1.5e-06 1.4e-06 2.25e-06 2.1e-06 1.75e-06 2.2e-06 1.5e-06 9e-07 9.5e-07 2.15e-06 1.5e-06 9e-07 1.65e-06
16 1.9e-06 1.6e-06 1.6e-06 1.45e-06 1.6e-06 1.55e-06 1.7e-06 1.5e-06 1.55e-06 1.55e-06 1.7e-06 1.5e-06 1.6e-06 1.8e-06 2.1e-06 1.25e-06 2.4e-06 1.9e-06 1.7e-06 2.15e-06 1.65e-06 1.45e-06 1.6e-06 1.75e-06 1.45e-06 2.05e-06 1.5e-06 1.95e-06 1.5e-06 1.6e-06 2.25e-06 1.7e-06 1.85e-06 1.75e-06 1.6e-06 1.55e-06 1.6e-06 1.6e-06 1.6e-06 1.55e-06 1.65e-06
17 8.5e-07 2.5e-06 1.9e-06 1.9e-06 2.5e-06 2e-06 2.05e-06 1.65e-06 3.05e-06 2.45e-06 2.6e-06 1.95e-06 2.05e-06 2.65e-06 2.1e-06 1.35e-06 1.9e-06 1.7e-06 2.1e-06 2.05e-06 2.55e-06 1.4e-06 2e-06 2.45e-06 2e-06 3.3e-06 1.95e-06 1.9e-06 1.95e-06 2.2e-06 2.65e-06 2.4e-06 2.7e-06 2.45e-06 2e-06 2e-06 2.1e-06 3.05e-06 1.95e-06 2.05e-06 2.5e-06
18 2.1e-06 1.3e-06 1.75e-06 1.7e-06 1.3e-06 1.8e-06 1.9e-06 1.4e-06 2.05e-06 1.3e-06 1.6e-06 1.75e-06 1.8e-06 1.65e-06 1.55e-06 1e-06 1.7e-06 2.1e-06 1.1e-06 2.4e-06 1.3e-06 2.15e-06 1.7e-06 1.5e-06 5.5e-07 2.2e-06 1.75e-06 2.3e-06 1.75e-06 1.25e-06 2.1e-06 2.25e-06 1.7e-06 2.3e-06 1.65e-06 6e-07 9.5e-07 2e-06 1.85e-06 8e-07 1.5e-06
19 2.05e-06 2.35e-06 1.9e-06 2.05e-06 2.35e-06 2.15e-06 2.25e-06 2.3e-06 2.5e-06 2.35e-06 2.5e-06 2.3e-06 2.35e-06 2.35e-06 1.9e-06 2.05e-06 2.15e-06 2.05e-06 2.4e-06 3.8e-06 2.45e-06 2.05e-06 2.2e-06 2.45e-06 2.25e-06 2.75e-06 2.3e-06 2.2e-06 2.25e-06 2.25e-06 2.2e-06 2.2e-06 2.4e-06 2.25e-06 2.15e-06 2.3e-06 2.15e-06 2.5e-06 1.9e-06 2.1e-06 2.15e-06
20 2.55e-06 1.4e-06 1.8e-06 1.7e-06 1.4e-06 1.8e-06 1.8e-06 1.6e-06 1.25e-06 1.05e-06 1.2e-06 1.5e-06 1.95e-06 1.35e-06 2.05e-06 1.55e-06 1.65e-06 2.55e-06 1.3e-06 2.45e-06 2.1e-06 2.2e-06 1.75e-06 1.55e-06 1.05e-06 2e-06 1.5e-06 2.25e-06 1.85e-06 1.35e-06 2.2e-06 1.65e-06 1.4e-06 1.95e-06 1.7e-06 1.3e-06 1.45e-06 1.25e-06 1.9e-06 1.3e-06 1.6e-06
21 1.4e-06 2.1e-06 1.5e-06 1.45e-06 2.1e-06 1.55e-06 1.6e-06 1.55e-06 2.25e-06 2.1e-06 2.2e-06 1.55e-06 1.6e-06 2.3e-06 2.6e-06 1.35e-06 1.45e-06 1.4e-06 2.15e-06 2.05e-06 2.2e-06 1.6e-06 1.5e-06 2.05e-06 2.05e-06 2.45e-06 1.55e-06 2.05e-06 1.5e-06 1.85e-06 2.7e-06 1.55e-06 2.35e-06 1.6e-06 1.55e-06 2.05e-06 2.15e-06 2.25e-06 1.5e-06 2.1e-06 2.1e-06
22 2e-06 1.7e-06 1.65e-06 1.55e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 1.95e-06 1.75e-06 1.95e-06 1.75e-06 1.8e-06 2.05e-06 2.35e-06 1.5e-06 1.6e-06 2e-06 1.7e-06 2.2e-06 1.75e-06 1.5e-06 2.9e-06 1.85e-06 1.45e-06 2.2e-06 1.75e-06 2.1e-06 1.7e-06 1.7e-06 2.45e-06 1.65e-06 2.1e-06 1.75e-06 1.5e-06 1.75e-06 1.8e-06 1.9e-06 1.65e-06 1.65e-06 1.85e-06
23 2.45e-06 1.45e-06 1.9e-06 1.75e-06 1.45e-06 1.85e-06 1.9e-06 1.75e-06 1.55e-06 1.5e-06 1.6e-06 1.75e-06 1.65e-06 1.8e-06 2.4e-06 1.7e-06 1.75e-06 2.45e-06 1.5e-06 2.45e-06 1.55e-06 2.05e-06 1.85e-06 2.4e-06 1.6e-06 1.35e-06 1.75e-06 2.2e-06 1.65e-06 1.3e-06 2.15e-06 1.7e-06 1.85e-06 1.65e-06 1.8e-06 1.45e-06 1.85e-06 1.55e-06 1.9e-06 1.75e-06 1.55e-06
24 2e-06 1.15e-06 1.6e-06 1.55e-06 1.15e-06 1.65e-06 1.85e-06 1.3e-06 1.9e-06 1.1e-06 1.55e-06 1.65e-06 1.85e-06 1.5e-06 1.25e-06 8e-07 1.45e-06 2e-06 5.5e-07 2.25e-06 1.05e-06 2.05e-06 1.45e-06 1.6e-06 1e-07 2.5e-06 1.65e-06 2.1e-06 1.75e-06 1.35e-06 2.05e-06 2.2e-06 1.55e-06 2.4e-06 1.4e-06 7e-07 6e-07 1.8e-06 1.7e-06 4e-07 1.45e-06
25 3.3e-06 1.45e-06 2.3e-06 2.05e-06 1.45e-06 2.15e-06 2.15e-06 2.6e-06 1.3e-06 1.9e-06 1.85e-06 2.25e-06 1.55e-06 2.2e-06 3.25e-06 2.6e-06 2.05e-06 3.3e-06 2.2e-06 2.75e-06 2e-06 2.45e-06 2.2e-06 1.35e-06 2.5e-06 1e-07 2.25e-06 2.3e-06 1.75e-06 1.45e-06 2.15e-06 1.5e-06 2.25e-06 1.2e-06 2.15e-06 2.1e-06 2.7e-06 1.3e-06 2.2e-06 2.65e-06 1.55e-06
26 1.95e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 1.7e-06 1.65e-06 1.4e-06 1.55e-06 1.4e-06 1.45e-06 1.3e-06 1.75e-06 1.6e-06 2.3e-06 1.4e-06 1.5e-06 1.95e-06 1.75e-06 2.3e-06 1.5e-06 1.55e-06 1.75e-06 1.75e-06 1.65e-06 2.25e-06 2.6e-06 2.2e-06 1.65e-06 1.5e-06 2.45e-06 1.55e-06 1.65e-06 1.8e-06 1.75e-06 1.6e-06 1.8e-06 1.6e-06 1.75e-06 1.75e-06 1.85e-06
27 1.9e-06 2.05e-06 2.15e-06 2e-06 2.05e-06 2.1e-06 2.2e-06 2.25e-06 2.15e-06 2.15e-06 2.3e-06 2.2e-06 2.15e-06 2.45e-06 2.4e-06 2.05e-06 1.95e-06 1.9e-06 2.3e-06 2.2e-06 2.25e-06 2.05e-06 2.1e-06 2.2e-06 2.1e-06 2.3e-06 2.2e-06 3.5e-06 2.05e-06 2.1e-06 2.3e-06 2e-06 2.5e-06 2.05e-06 2.05e-06 2.25e-06 2.3e-06 2.1e-06 2.1e-06 2.25e-06 2.15e-06
28 1.95e-06 1.6e-06 1.7e-06 1.6e-06 1.6e-06 1.7e-06 1.75e-06 1.65e-06 1.8e-06 1.75e-06 1.85e-06 1.65e-06 1.55e-06 2e-06 2.4e-06 1.5e-06 1.5e-06 1.95e-06 1.75e-06 2.25e-06 1.85e-06 1.5e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 1.65e-06 2.05e-06 2.8e-06 1.5e-06 2.25e-06 1.65e-06 2.05e-06 1.55e-06 1.7e-06 1.65e-06 1.9e-06 1.8e-06 1.7e-06 1.85e-06 1.65e-06
29 2.2e-06 1.3e-06 1.6e-06 1.55e-06 1.3e-06 1.65e-06 1.55e-06 1.55e-06 1.45e-06 1.25e-06 1.3e-06 1.5e-06 1.55e-06 1.5e-06 2.1e-06 1.4e-06 1.6e-06 2.2e-06 1.25e-06 2.25e-06 1.35e-06 1.85e-06 1.7e-06 1.3e-06 1.35e-06 1.45e-06 1.5e-06 2.1e-06 1.5e-06 1.8e-06 2e-06 1.5e-06 1.55e-06 1.5e-06 1.65e-06 1.15e-06 1.55e-06 1.45e-06 1.7e-06 1.5e-06 1.4e-06
30 2.65e-06 1.95e-06 2.2e-06 2.3e-06 1.95e-06 2.4e-06 2.5e-06 2.45e-06 2.15e-06 2.1e-06 2.25e-06 2.45e-06 2.35e-06 2.15e-06 1.8e-06 2.25e-06 2.25e-06 2.65e-06 2.1e-06 2.2e-06 2.2e-06 2.7e-06 2.45e-06 2.15e-06 2.05e-06 2.15e-06 2.45e-06 2.3e-06 2.25e-06 2e-06 3.6e-06 2.4e-06 2.2e-06 2.3e-06 2.4e-06 2e-06 2e-06 2.15e-06 2.2e-06 1.95e-06 1.8e-06
31 2.4e-06 1.7e-06 1.65e-06 1.55e-06 1.7e-06 1.65e-06 1.55e-06 2e-06 1.25e-06 1.55e-06 1.55e-06 1.55e-06 1.75e-06 1.8e-06 2.95e-06 2.1e-06 1.7e-06 2.4e-06 2.25e-06 2.2e-06 1.65e-06 1.55e-06 1.65e-06 1.7e-06 2.2e-06 1.5e-06 1.55e-06 2e-06 1.65e-06 1.5e-06 2.4e-06 1.7e-06 1.85e-06 1.1e-06 1.6e-06 2.2e-06 2.4e-06 1.2e-06 1.65e-06 2.35e-06 1.8e-06
32 2.7e-06 1.75e-06 1.75e-06 1.9e-06 1.75e-06 2e-06 2e-06 1.8e-06 1.45e-06 1.3e-06 1.4e-06 1.65e-06 2.15e-06 1.2e-06 1.8e-06 1.75e-06 1.85e-06 2.7e-06 1.7e-06 2.4e-06 1.4e-06 2.35e-06 2.1e-06 1.85e-06 1.55e-06 2.25e-06 1.65e-06 2.5e-06 2.05e-06 1.55e-06 2.2e-06 1.85e-06 2.4e-06 2.15e-06 2.05e-06 1.55e-06 1.45e-06 1.45e-06 1.85e-06 1.45e-06 1.6e-06
33 2.45e-06 1.6e-06 1.7e-06 1.6e-06 1.65e-06 1.7e-06 1.55e-06 2.15e-06 1.45e-06 1.85e-06 1.8e-06 1.8e-06 1.65e-06 2.1e-06 3.05e-06 2.2e-06 1.75e-06 2.45e-06 2.3e-06 2.25e-06 1.95e-06 1.6e-06 1.75e-06 1.65e-06 2.4e-06 1.2e-06 1.8e-06 2.05e-06 1.55e-06 1.5e-06 2.3e-06 1.1e-06 2.15e-06 1.7e-06 1.7e-06 2.2e-06 2.55e-06 1.45e-06 1.7e-06 2.5e-06 1.7e-06
34 2e-06 1.65e-06 1.6e-06 1.5e-06 1.65e-06 1.6e-06 1.7e-06 1.75e-06 1.9e-06 1.7e-06 1.9e-06 1.75e-06 1.8e-06 2e-06 2.3e-06 1.5e-06 1.6e-06 2e-06 1.65e-06 2.15e-06 1.7e-06 1.55e-06 1.5e-06 1.8e-06 1.4e-06 2.15e-06 1.75e-06 2.05e-06 1.7e-06 1.65e-06 2.4e-06 1.6e-06 2.05e-06 1.7e-06 2.8e-06 1.7e-06 1.75e-06 1.85e-06 1.6e-06 1.6e-06 1.8e-06
35 2e-06 1.3e-06 1.65e-06 1.55e-06 1.3e-06 1.65e-06 1.75e-06 1.25e-06 1.85e-06 1.2e-06 1.4e-06 1.6e-06 1.7e-06 1.5e-06 1.45e-06 9e-07 1.55e-06 2e-06 6e-07 2.3e-06 1.3e-06 2.05e-06 1.75e-06 1.45e-06 7e-07 2.1e-06 1.6e-06 2.25e-06 1.65e-06 1.15e-06 2e-06 2.2e-06 1.55e-06 2.2e-06 1.7e-06 9e-07 9e-07 1.9e-06 1.75e-06 8.5e-07 1.4e-06
36 2.1e-06 1.5e-06 1.5e-06 1.7e-06 1.5e-06 1.8e-06 2e-06 1.45e-06 2.1e-06 1.35e-06 1.75e-06 1.8e-06 2e-06 1.4e-06 9.5e-07 9.5e-07 1.6e-06 2.1e-06 9.5e-07 2.15e-06 1.45e-06 2.15e-06 1.8e-06 1.85e-06 6e-07 2.7e-06 1.8e-06 2.3e-06 1.9e-06 1.55e-06 2e-06 2.4e-06 1.45e-06 2.55e-06 1.75e-06 9e-07 9e-07 2.05e-06 1.6e-06 5.5e-07 1.4e-06
37 3.05e-06 1.4e-06 1.95e-06 1.75e-06 1.4e-06 1.85e-06 1.85e-06 2.05e-06 7e-07 1.15e-06 1.2e-06 1.6e-06 1.9e-06 1.45e-06 2.65e-06 2.15e-06 1.6e-06 3.05e-06 2e-06 2.5e-06 1.25e-06 2.25e-06 1.9e-06 1.55e-06 1.8e-06 1.3e-06 1.6e-06 2.1e-06 1.8e-06 1.45e-06 2.15e-06 1.2e-06 1.45e-06 1.45e-06 1.85e-06 1.9e-06 2.05e-06 1.3e-06 1.95e-06 2e-06 1.55e-06
38 1.95e-06 1.8e-06 1.35e-06 1.5e-06 1.8e-06 1.6e-06 1.7e-06 1.75e-06 1.95e-06 1.8e-06 1.95e-06 1.75e-06 1.8e-06 1.8e-06 1.85e-06 1.5e-06 1.6e-06 1.95e-06 1.85e-06 1.9e-06 1.9e-06 1.5e-06 1.65e-06 1.9e-06 1.7e-06 2.2e-06 1.75e-06 2.1e-06 1.7e-06 1.7e-06 2.2e-06 1.65e-06 1.85e-06 1.7e-06 1.6e-06 1.75e-06 1.6e-06 1.95e-06 2.7e-06 1.55e-06 1.6e-06
39 2.05e-06 1.4e-06 1.45e-06 1.65e-06 1.4e-06 1.75e-06 1.95e-06 1.4e-06 2.05e-06 1.3e-06 1.7e-06 1.75e-06 1.95e-06 1.4e-06 9e-07 9e-07 1.55e-06 2.05e-06 8e-07 2.1e-06 1.3e-06 2.1e-06 1.65e-06 1.75e-06 4e-07 2.65e-06 1.75e-06 2.25e-06 1.85e-06 1.5e-06 1.95e-06 2.35e-06 1.45e-06 2.5e-06 1.6e-06 8.5e-07 5.5e-07 2e-06 1.55e-06 8e-07 1.35e-06
40 2.5e-06 1.35e-06 1.6e-06 1.7e-06 1.35e-06 1.8e-06 1.9e-06 1.85e-06 1.55e-06 1.5e-06 1.65e-06 1.85e-06 1.75e-06 1.55e-06 1.7e-06 1.65e-06 1.65e-06 2.5e-06 1.5e-06 2.15e-06 1.6e-06 2.1e-06 1.85e-06 1.55e-06 1.45e-06 1.55e-06 1.85e-06 2.15e-06 1.65e-06 1.4e-06 1.8e-06 1.8e-06 1.6e-06 1.7e-06 1.8e-06 1.4e-06 1.4e-06 1.55e-06 1.6e-06 1.35e-06 2.4e-06
