 slim_762403343 slim_762403351 slim_762403327 slim_762403347 slim_762403326 slim_762403316 slim_762403325 slim_762403324 slim_762403313 slim_762403334 slim_762403312 slim_762403341 slim_762403352 slim_762403330 slim_762403315 slim_762403337 slim_762403328 slim_762403348 slim_762403321 slim_762403329 slim_762403349 slim_762403319 slim_762403350 slim_762403346 slim_762403331 slim_762403320 slim_762403342 slim_762403345 slim_762403317 slim_762403333 slim_762403338 slim_762403336 slim_762403322 slim_762403332 slim_762403323 slim_762403339 slim_762403340 slim_762403314 slim_762403318 slim_762403335 slim_762403344 slim_762403353
23 2.1e-06 2e-06 2.1e-06 1.85e-06 2.1e-06 1.95e-06 2.05e-06 2.15e-06 1.8e-06 1.95e-06 2.05e-06 2.35e-06 2.35e-06 2e-06 2.05e-06 2.25e-06 2.25e-06 2.3e-06 2e-06 1.75e-06 2.05e-06 2.05e-06 1.95e-06 2.8e-06 1.8e-06 2.05e-06 2.15e-06 2.1e-06 1.5e-06 2.15e-06 2.15e-06 2e-06 2.45e-06 2.1e-06 2.15e-06 2.15e-06 1.95e-06 2.05e-06 1.9e-06 2.05e-06 1.85e-06 2.5e-06
24 1.2e-06 1.45e-06 1.2e-06 1.1e-06 1.1e-06 1.3e-06 1.25e-06 1.7e-06 1.3e-06 1.55e-06 1.45e-06 1.55e-06 1.45e-06 9.5e-07 1.3e-06 1.85e-06 1.3e-06 1.55e-06 1.35e-06 2.05e-06 2.15e-06 1.4e-06 1.45e-06 1.8e-06 1.9e-06 1.65e-06 1.25e-06 1.7e-06 1.7e-06 1.9e-06 1.65e-06 1.5e-06 1.55e-06 1.4e-06 1.35e-06 1.6e-06 1.2e-06 1.7e-06 1.2e-06 1.2e-06 1e-06 2.1e-06
25 1.9e-06 1.85e-06 1.9e-06 1.65e-06 1.95e-06 1.8e-06 1.8e-06 1.85e-06 1.65e-06 1.6e-06 1.85e-06 2.15e-06 2.05e-06 1.8e-06 1.8e-06 1.55e-06 2.05e-06 2.1e-06 1.6e-06 2.25e-06 2.5e-06 1.9e-06 1.7e-06 2.05e-06 1.65e-06 2.4e-06 1.8e-06 1.8e-06 2.05e-06 1.85e-06 1.85e-06 1.5e-06 2.15e-06 1.8e-06 1.9e-06 1.8e-06 1.75e-06 1.65e-06 1.75e-06 1.95e-06 1.7e-06 2.15e-06
26 1.15e-06 1.6e-06 1.15e-06 1.3e-06 1.15e-06 1.6e-06 1.5e-06 2.15e-06 1.7e-06 1.8e-06 1.6e-06 1.45e-06 1.35e-06 9.5e-07 1.45e-06 1.9e-06 1.25e-06 1.45e-06 1.5e-06 2.45e-06 2.3e-06 1.55e-06 1.9e-06 2.15e-06 1.25e-06 1.8e-06 1.9e-06 2.05e-06 2.2e-06 2.25e-06 1.8e-06 1.7e-06 1.45e-06 1.55e-06 1.5e-06 1.55e-06 1.4e-06 1.95e-06 1.45e-06 1.3e-06 1.3e-06 2.2e-06
27 1.9e-06 1.55e-06 1.9e-06 1.7e-06 1.75e-06 1.35e-06 1.6e-06 1.3e-06 1.15e-06 1.05e-06 1.75e-06 2e-06 1.75e-06 1.95e-06 1.35e-06 1.65e-06 2.05e-06 1.95e-06 1.75e-06 2.1e-06 2.05e-06 1.4e-06 1.2e-06 2.1e-06 1.7e-06 1.8e-06 2.05e-06 1.7e-06 1.9e-06 1.35e-06 1.6e-06 1.7e-06 1.85e-06 1.4e-06 1.25e-06 1.9e-06 1.8e-06 1.45e-06 1.65e-06 1.55e-06 1.75e-06 2e-06
28 2.15e-06 2.15e-06 2.15e-06 1.85e-06 2.15e-06 1.65e-06 1.65e-06 1.8e-06 1.5e-06 1.75e-06 1.75e-06 2.1e-06 2.1e-06 2.35e-06 2e-06 2.25e-06 2.3e-06 2.05e-06 2.05e-06 1.4e-06 1.75e-06 1.8e-06 1.6e-06 1.5e-06 1.7e-06 2.05e-06 2.2e-06 1.9e-06 2.1e-06 1.85e-06 1.85e-06 1.9e-06 2.2e-06 2.2e-06 1.9e-06 1.95e-06 1.95e-06 1.8e-06 1.5e-06 1.75e-06 1.75e-06 2.2e-06
29 2.15e-06 1.95e-06 2.15e-06 1.85e-06 1.9e-06 1.4e-06 1.8e-06 1.85e-06 1.2e-06 1.3e-06 1.9e-06 2.25e-06 2e-06 2.2e-06 1.55e-06 2.05e-06 2.3e-06 2.2e-06 1.8e-06 2e-06 2e-06 1.55e-06 1.55e-06 2.15e-06 1.9e-06 1.85e-06 2.25e-06 1.35e-06 1.85e-06 1.8e-06 2.05e-06 1.9e-06 2.1e-06 1.8e-06 1.4e-06 2.15e-06 1.95e-06 1.7e-06 1.85e-06 1.65e-06 1.95e-06 1.8e-06
30 1.7e-06 1.75e-06 1.7e-06 1.7e-06 1.9e-06 1.5e-06 1.45e-06 1.45e-06 1.45e-06 1.8e-06 1.25e-06 1.3e-06 1.45e-06 2.25e-06 1.9e-06 2.25e-06 1.85e-06 1.2e-06 1.8e-06 2.1e-06 2.3e-06 1.45e-06 1.45e-06 2.15e-06 1.65e-06 1.85e-06 1.8e-06 1.6e-06 1.85e-06 2.05e-06 1.7e-06 1.8e-06 1.55e-06 2e-06 1.7e-06 1.35e-06 1.8e-06 1.7e-06 1.1e-06 1.25e-06 1.7e-06 1.95e-06
31 1.8e-06 1.9e-06 1.8e-06 1.4e-06 1.75e-06 1.35e-06 1.6e-06 1.8e-06 1.3e-06 1.4e-06 1.55e-06 2e-06 1.9e-06 1.75e-06 1.5e-06 1.35e-06 1.95e-06 1.95e-06 1.8e-06 2e-06 2.4e-06 1.65e-06 1.65e-06 2e-06 1.5e-06 1.5e-06 1.7e-06 1.7e-06 1.9e-06 1.9e-06 1.8e-06 2.1e-06 2e-06 1.85e-06 1.65e-06 1.65e-06 1.5e-06 1.45e-06 1.55e-06 1.65e-06 1.55e-06 2.2e-06
32 1e-06 1.8e-06 1e-06 1.6e-06 1.4e-06 1.5e-06 1.05e-06 2e-06 1.6e-06 1.7e-06 1.1e-06 5e-07 4e-07 1.6e-06 1.45e-06 2.2e-06 1.1e-06 5e-07 1.7e-06 2.45e-06 1.85e-06 9.5e-07 1.8e-06 2.45e-06 1.55e-06 2.15e-06 1.45e-06 1.85e-06 2.2e-06 2.1e-06 1.55e-06 2e-06 8e-07 1.8e-06 9.5e-07 1.2e-06 1.7e-06 1.9e-06 9.5e-07 1.2e-06 1.6e-06 1.65e-06
33 1.45e-06 1.25e-06 1.45e-06 1.45e-06 1.3e-06 1.65e-06 1.7e-06 1.8e-06 1.6e-06 1.45e-06 2e-06 2e-06 1.7e-06 1e-06 1.3e-06 1.75e-06 1.55e-06 2e-06 1.4e-06 2.45e-06 2.25e-06 1.65e-06 1.45e-06 2.1e-06 1.4e-06 1.8e-06 1.55e-06 1.4e-06 2.2e-06 1.8e-06 2e-06 1.85e-06 1.8e-06 2e-06 1.4e-06 2.1e-06 1.55e-06 1.85e-06 1.85e-06 1.6e-06 1.45e-06 2.2e-06
34 1.2e-06 1.6e-06 1.2e-06 1.35e-06 1.15e-06 1.05e-06 1.1e-06 1.75e-06 1e-06 1.1e-06 1.3e-06 1.15e-06 8.5e-07 1.35e-06 1e-06 1.8e-06 1.3e-06 1.15e-06 1.5e-06 2.1e-06 1.7e-06 9e-07 1.45e-06 2.15e-06 1.35e-06 1.9e-06 1.5e-06 1.25e-06 1.9e-06 1.4e-06 1.7e-06 1.65e-06 9.5e-07 1.4e-06 1.3e-06 1.5e-06 1.45e-06 1.55e-06 1.2e-06 1.05e-06 1.4e-06 1.7e-06
35 1.45e-06 1.85e-06 1.45e-06 1.65e-06 1.8e-06 1.5e-06 1.3e-06 1.8e-06 1.45e-06 1.65e-06 1.1e-06 9.5e-07 1.1e-06 2.1e-06 1.75e-06 1.95e-06 1.6e-06 9e-07 1.8e-06 2.2e-06 2.2e-06 1.25e-06 1.65e-06 2.15e-06 1.6e-06 1.8e-06 1.55e-06 1.9e-06 1.95e-06 2.15e-06 1.35e-06 1.65e-06 1.2e-06 2.1e-06 1.5e-06 1.6e-06 1.75e-06 1.6e-06 9.5e-07 1.4e-06 1.65e-06 1.9e-06
36 1.35e-06 1.6e-06 1.35e-06 1.1e-06 1.2e-06 1.25e-06 1.5e-06 1.95e-06 1.3e-06 1.65e-06 1.45e-06 1.7e-06 1.6e-06 1.1e-06 1.4e-06 2e-06 1.45e-06 1.7e-06 1.5e-06 2.05e-06 2.3e-06 1.5e-06 1.7e-06 1.95e-06 1.2e-06 1.75e-06 1.4e-06 1.8e-06 1.95e-06 1.95e-06 1.8e-06 1.5e-06 1.7e-06 1.55e-06 1.45e-06 1.75e-06 2.2e-06 1.75e-06 1.45e-06 1.3e-06 1.25e-06 2.15e-06
37 1.95e-06 1.8e-06 1.95e-06 1.65e-06 1.95e-06 1.35e-06 1.6e-06 1.6e-06 1.1e-06 1.1e-06 1.45e-06 1.85e-06 1.8e-06 2.2e-06 1.7e-06 1.45e-06 2.1e-06 1.8e-06 1.9e-06 1.9e-06 2.25e-06 1.5e-06 1.4e-06 2.05e-06 1.7e-06 1.65e-06 1.95e-06 1.45e-06 1.8e-06 1.7e-06 1.7e-06 1.45e-06 1.9e-06 1.85e-06 1.55e-06 1.6e-06 1.75e-06 2e-06 1.45e-06 1.6e-06 1.75e-06 2.1e-06
38 1.2e-06 1.6e-06 1.2e-06 1.35e-06 1.5e-06 1.15e-06 9e-07 1.45e-06 1.1e-06 1.5e-06 8e-07 7e-07 8.5e-07 1.85e-06 1.5e-06 2.05e-06 1.35e-06 6.5e-07 1.55e-06 1.85e-06 1.9e-06 9.5e-07 1.25e-06 1.9e-06 1.2e-06 1.75e-06 1.45e-06 1.65e-06 1.5e-06 1.85e-06 1.1e-06 1.55e-06 9.5e-07 1.85e-06 1.2e-06 9.5e-07 1.45e-06 1.45e-06 1.1e-06 1.05e-06 1.25e-06 1.65e-06
39 1.2e-06 1.55e-06 1.2e-06 1.2e-06 1e-06 9.5e-07 1.2e-06 1.75e-06 1.05e-06 1.4e-06 1.15e-06 1.15e-06 1.1e-06 1.35e-06 1.25e-06 2.1e-06 1.3e-06 1.1e-06 1.5e-06 1.95e-06 1.9e-06 1.05e-06 1.5e-06 2.05e-06 1.2e-06 1.95e-06 1.3e-06 1.55e-06 1.75e-06 1.65e-06 1.25e-06 1.65e-06 1.2e-06 1.6e-06 1.05e-06 1.4e-06 1.3e-06 1.6e-06 1.05e-06 1.1e-06 1.25e-06 1.85e-06
40 1.25e-06 1.5e-06 1.25e-06 1.15e-06 1.15e-06 1.35e-06 1.3e-06 1.75e-06 1.35e-06 1.6e-06 1.5e-06 1.6e-06 1.5e-06 1e-06 1.35e-06 1.9e-06 1.35e-06 1.6e-06 1.4e-06 2.1e-06 2.2e-06 1.45e-06 1.45e-06 1.85e-06 1e-06 1.7e-06 1.3e-06 1.75e-06 1.75e-06 1.95e-06 1.7e-06 1.55e-06 1.6e-06 1.45e-06 1.4e-06 1.65e-06 1.25e-06 1.75e-06 1.25e-06 1.25e-06 2e-06 2.15e-06
41 1.95e-06 2.2e-06 1.95e-06 2.05e-06 2.15e-06 1.85e-06 1.75e-06 2.15e-06 1.85e-06 1.95e-06 1.65e-06 1.6e-06 1.55e-06 2.4e-06 2e-06 2.45e-06 2.1e-06 1.6e-06 2.05e-06 2.35e-06 2.2e-06 1.7e-06 1.95e-06 2.5e-06 2.1e-06 2.15e-06 2.2e-06 2e-06 2.2e-06 1.8e-06 1.95e-06 2.2e-06 1.65e-06 2.2e-06 1.7e-06 1.9e-06 2.15e-06 2.1e-06 1.65e-06 1.85e-06 2.15e-06 3e-06
